ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,uniprot_accession,target_name,target_class_l1,assay_lane,calibration_status,positive_compounds,negative_compounds,computed_pocket_evidence,pocket_consensus_class,best_method_match_p2rank_rank,best_method_match_fpocket_rank,evidence_compute_route,target_compute_class_zh,class_specific_compute_bundle_zh,wetlab_priority,conplex_score,conplex_rank_within_target,conplex_rank_within_ligand_46,conplex_percentile_within_target,conplex_percentile_within_ligand_46,drugclip_predicted_pocket_cosine_mean,drugclip_predicted_pocket_sixfold_std,drugclip_rank_within_target,drugclip_rank_within_ligand_44,drugclip_percentile_within_target,drugclip_percentile_within_ligand_44,drugclip_formal_eligible,dta_target_percentile_disagreement,dta_ligand_percentile_disagreement,dta_target_top10pct_concordant,dta_bidirectional_top10pct_concordant,sequence_only_fragment_exploratory_top5pct,shortlist_route
FASDKYOPVNHBLU-ZETCQYMHSA-N,CCCN[C@H]1CCc2nc(N)sc2C1,pramipexole,UNII:83619PEU5T,CHEMBL3391681,GPD2,P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial",Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,7.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.10815531,49.0,34.0,0.9332406,0.26666665,0.23385774,0.06265428,6.0,11.0,0.9930459,0.76744187,True,0.059805334,0.5007752,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MKUXAQIIEYXACX-UHFFFAOYSA-N,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,acyclovir,UNII:X4HES1O11F,CHEMBL3391681,GPD2,P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial",Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,7.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.09226553,64.0,23.0,0.9123783,0.51111114,0.20754568,0.060736597,14.0,6.0,0.98191935,0.88372093,True,0.06954104,0.3726098,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
HMABYWSNWIZPAG-UHFFFAOYSA-N,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,rucaparib,UNII:8237F3U7EH,CHEMBL3391681,GPD2,P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial",Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,7.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.29324374,3.0,22.0,0.9972184,0.5333333,0.124607444,0.055745378,71.0,9.0,0.90264255,0.8139535,True,0.09457582,0.28062022,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MRBDMNSDAVCSSF-UHFFFAOYSA-N,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,phentolamine,UNII:Z468598HBV,CHEMBL3670,HSD3B2,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,23.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.20565565,23.0,10.0,0.96940196,0.8,0.17719693,0.09067821,25.0,8.0,0.9666203,0.8372093,True,0.0027816296,0.037209272,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MCGSCOLBFJQGHM-SCZZXKLOSA-N,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,abacavir,UNII:WR2TIP26VS,CHEMBL3670,HSD3B2,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,23.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.18582885,29.0,18.0,0.961057,0.6222222,0.17019425,0.06226852,31.0,14.0,0.9582754,0.6976744,True,0.0027816296,0.07545221,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MSYKRHVOOPPJKU-BDAKNGLRSA-N,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,brivaracetam,UNII:U863JGG2IA,CHEMBL3670,HSD3B2,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,23.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.15988743,56.0,6.0,0.9235049,0.8888889,0.13502954,0.024560066,61.0,7.0,0.91655076,0.8604651,True,0.0069541335,0.028423786,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
HEFNNWSXXWATRW-UHFFFAOYSA-N,CC(C)Cc1ccc(C(C)C(=O)O)cc1,ibuprofen,UNII:WK2XYI10QM,CHEMBL3670,HSD3B2,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,23.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.15263519,60.0,5.0,0.9179416,0.9111111,0.18084474,0.059982423,21.0,9.0,0.9721836,0.8139535,True,0.054242015,0.0971576,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DBGIVFWFUFKIQN-UHFFFAOYSA-N,CCNC(C)Cc1cccc(C(F)(F)F)c1,fenfluramine,UNII:2DS058H2CF,CHEMBL3670,HSD3B2,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,23.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.14303154,67.0,18.0,0.90820587,0.6222222,0.17432289,0.045823522,27.0,13.0,0.96383864,0.7209302,True,0.05563277,0.09870803,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
FASDKYOPVNHBLU-ZETCQYMHSA-N,CCCN[C@H]1CCc2nc(N)sc2C1,pramipexole,UNII:83619PEU5T,CHEMBL3670,HSD3B2,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,23.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.17119524,44.0,25.0,0.9401947,0.46666664,0.24147223,0.048575256,4.0,10.0,0.99582756,0.7906977,True,0.05563283,0.32403105,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
WAEXFXRVDQXREF-UHFFFAOYSA-N,O=C(CCCCCCC(=O)Nc1ccccc1)NO,vorinostat,UNII:58IFB293JI,CHEMBL3670,HSD3B2,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,23.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.20072567,24.0,7.0,0.96801114,0.8666667,0.12871355,0.058587864,66.0,14.0,0.9095967,0.6976744,True,0.05841446,0.16899228,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,sumatriptan,UNII:8R78F6L9VO,CHEMBL3670,HSD3B2,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,23.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.15203567,61.0,13.0,0.91655076,0.73333335,0.21146844,0.06263484,11.0,6.0,0.9860918,0.88372093,True,0.06954104,0.15038759,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
CSKDFZIMJXRJGH-VWLPUNTISA-N,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,tecovirimat,UNII:F925RR824R,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.18843025,49.0,29.0,0.9332406,0.37777776,0.3255942,0.13575599,39.0,4.0,0.9471488,0.9302325,True,0.013908207,0.55245477,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
LERNTVKEWCAPOY-DZZGSBJMSA-N,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,tiotropium,UNII:0EB439235F,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.23253226,22.0,12.0,0.9707928,0.75555557,0.32611513,0.19228753,37.0,2.0,0.9499304,0.9767442,True,0.02086234,0.2211886,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
PNVNVHUZROJLTJ-UHFFFAOYSA-N,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,venlafaxine,UNII:GRZ5RCB1QG,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.23663566,20.0,10.0,0.9735744,0.8,0.31561163,0.16102682,42.0,3.0,0.94297636,0.95348835,True,0.030598044,0.15348834,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
VPPJLAIAVCUEMN-GFCCVEGCSA-N,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,lacosamide,UNII:563KS2PQY5,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.20407379,37.0,12.0,0.9499304,0.75555557,0.40056148,0.06839931,13.0,1.0,0.98331016,1.0,True,0.033379734,0.24444443,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
OEXHQOGQTVQTAT-JRNQLAHRSA-N,CC(C)[N@@+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,ipratropium,UNII:GR88G0I6UL,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.18638451,50.0,12.0,0.9318498,0.75555557,0.37212276,0.12121432,19.0,1.0,0.9749652,1.0,True,0.043115437,0.24444443,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
RKUNBYITZUJHSG-SPUOUPEWSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,atropine,UNII:7C0697DR9I,CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,3.0,17.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.1611569,72.0,15.0,0.90125173,0.6888889,0.41290876,0.1135731,9.0,1.0,0.9888734,1.0,True,0.08762169,0.3111111,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
KIHYPELVXPAIDH-HNSNBQBZSA-N,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,siponimod,UNII:RR6P8L282I,CHEMBL3831182,RPE65,Q16518,Retinoid isomerohydrolase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.2147717,12.0,9.0,0.984701,0.82222223,0.51103264,0.09195747,2.0,1.0,0.9986092,1.0,True,0.013908207,0.17777777,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DKNWSYNQZKUICI-UHFFFAOYSA-N,NC12CC3CC(CC(C3)C1)C2,amantadine,UNII:BF4C9Z1J53,CHEMBL3831182,RPE65,Q16518,Retinoid isomerohydrolase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.11029908,58.0,13.0,0.9207232,0.73333335,0.20155424,0.13212821,71.0,4.0,0.90264255,0.9302325,True,0.018080652,0.19689918,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DBGIVFWFUFKIQN-UHFFFAOYSA-N,CCNC(C)Cc1cccc(C(F)(F)F)c1,fenfluramine,UNII:2DS058H2CF,CHEMBL3831182,RPE65,Q16518,Retinoid isomerohydrolase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.15829477,31.0,16.0,0.9582754,0.6666666,0.21772403,0.077033386,47.0,8.0,0.9360223,0.8372093,True,0.022253096,0.17054266,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DOUYETYNHWVLEO-UHFFFAOYSA-N,CC(C)Cn1cnc2c(N)nc3ccccc3c21,imiquimod,UNII:P1QW714R7M,CHEMBL3831182,RPE65,Q16518,Retinoid isomerohydrolase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.14735432,35.0,6.0,0.9527121,0.8888889,0.21405798,0.06042779,52.0,5.0,0.92906815,0.90697676,True,0.02364397,0.018087864,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
JWUBBDSIWDLEOM-DTOXIADCSA-N,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,calcifediol,UNII:P6YZ13C99Q,CHEMBL3831182,RPE65,Q16518,Retinoid isomerohydrolase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.15390435,33.0,24.0,0.95549375,0.48888886,0.20380147,0.05725644,67.0,3.0,0.90820587,0.95348835,True,0.04728788,0.4645995,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DWZAEMINVBZMHQ-UHFFFAOYSA-N,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,gedatolisib,UNII:96265TNH2R,CHEMBL3831182,RPE65,Q16518,Retinoid isomerohydrolase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.22515252,10.0,5.0,0.9874826,0.9111111,0.21571617,0.14753224,50.0,10.0,0.9318498,0.7906977,True,0.05563283,0.12041342,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
QYSXJUFSXHHAJI-YRZJJWOYSA-N,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,cholecalciferol,UNII:1C6V77QF41,CHEMBL3831182,RPE65,Q16518,Retinoid isomerohydrolase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.17811686,23.0,12.0,0.96940196,0.75555557,0.20491852,0.07296687,64.0,3.0,0.9123783,0.95348835,True,0.057023644,0.19793278,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
VWUXBMIQPBEWFH-WCCTWKNTSA-N,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,fulvestrant,UNII:22X328QOC4,CHEMBL3896,CACNA2D2,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,Auxiliary transport protein,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.38116023,15.0,8.0,0.98052853,0.84444445,0.18924333,0.09931909,20.0,12.0,0.9735744,0.74418604,True,0.0069541335,0.10025841,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
AJIPIJNNOJSSQC-NYLIRDPKSA-N,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,estetrol,UNII:ENB39R14VF,CHEMBL3896,CACNA2D2,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,Auxiliary transport protein,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.33739528,33.0,4.0,0.95549375,0.93333334,0.16114503,0.08387206,40.0,8.0,0.945758,0.8372093,True,0.009735763,0.09612405,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
AURFZBICLPNKBZ-SYBPFIFISA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,brexanolone,UNII:S39XZ5QV8Y,CHEMBL3896,CACNA2D2,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,Auxiliary transport protein,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.2865309,44.0,4.0,0.9401947,0.93333334,0.14069551,0.10106176,52.0,9.0,0.92906815,0.8139535,True,0.011126578,0.11937982,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
RJCWBNBKOKFWNY-IDPLTSGASA-N,CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,omaveloxolone,UNII:G69Z98951Q,CHEMBL3896,CACNA2D2,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,Auxiliary transport protein,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.34428722,30.0,11.0,0.9596662,0.7777778,0.15929344,0.047795977,41.0,4.0,0.9443672,0.9302325,True,0.015299022,0.15245473,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
BFPYWIDHMRZLRN-SLHNCBLASA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,ethinyl estradiol,UNII:423D2T571U,CHEMBL3896,CACNA2D2,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,Auxiliary transport protein,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,1,0,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R2_DUAL_POCKET_CONTROL_ACQUISITION,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.411846,8.0,5.0,0.99026424,0.9111111,0.17318554,0.10245442,29.0,7.0,0.961057,0.8604651,True,0.02920723,0.050646007,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
