arm,variant,direction,metric,queries,seeds,baseline_value,optimized_value,delta,ci95_low,ci95_high,inference_scope
kdki_inactive,assay,target,P5,516,3,0.6409560723514213,0.6421188630490956,0.0011627906976744203,-0.005038759689922479,0.007622739018087853,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,balanced,target,macro_AP,516,3,0.6979201832925586,0.6925456236013234,-0.005374559691235149,-0.01296054978771519,0.002594967764921641,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,balanced,target,P5,516,3,0.6409560723514213,0.6381136950904392,-0.0028423772609819154,-0.01020671834625323,0.00439276485788113,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,continue_A,target,macro_AP,516,3,0.6979201832925586,0.7010473791296393,0.00312719583708083,-0.004260107213618029,0.010785797592857181,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,continue_A,target,P5,516,3,0.6409560723514213,0.6397932816537467,-0.0011627906976744184,-0.0077519379844961205,0.005297157622739019,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,regression,target,macro_AP,516,3,0.6979201832925586,0.6941846133489822,-0.003735569943576365,-0.011963196716121734,0.004657780947637695,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,regression,target,P5,516,3,0.6409560723514213,0.6351421188630492,-0.005813953488372093,-0.01330749354005168,0.0016795865633074936,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,rotate150,target,macro_AP,516,3,0.6979201832925586,0.6983418796741532,0.0004216963815947026,-0.007271178544001975,0.008541478100262078,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,rotate150,target,P5,516,3,0.6409560723514213,0.6392764857881137,-0.0016795865633074958,-0.008268733850129203,0.004783591731266134,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
all_inactive,assay,drug,macro_AP,54,3,0.5431991032119644,0.5667892327573879,0.023590129545423506,-0.0030182288328627796,0.05151209689229758,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
all_inactive,assay,drug,P5,54,3,0.519753086419753,0.5123456790123457,-0.007407407407407406,-0.0506172839506173,0.03209876543209878,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
all_inactive,balanced,drug,macro_AP,54,3,0.5431991032119644,0.5163320407279609,-0.026867062484003373,-0.048891846566793885,-0.006492703548661039,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
all_inactive,balanced,drug,P5,54,3,0.519753086419753,0.4950617283950618,-0.024691358024691353,-0.05432098765432097,0.00617283950617285,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
all_inactive,regression,drug,macro_AP,54,3,0.5431991032119644,0.5392490660314255,-0.003950037180538746,-0.02862258170358399,0.01884871394266803,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
all_inactive,regression,drug,P5,54,3,0.519753086419753,0.5160493827160494,-0.003703703703703701,-0.03333333333333333,0.024691358024691353,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
all_inactive,rotate150,drug,macro_AP,54,3,0.5431991032119644,0.5053506156466663,-0.03784848756529812,-0.06880983381475923,-0.007917183712181093,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
all_inactive,rotate150,drug,P5,54,3,0.519753086419753,0.4901234567901235,-0.02962962962962961,-0.06913580246913578,0.011111111111111118,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,adapt_from_B,drug,macro_AP,54,3,0.6084496892327746,0.5754843996092358,-0.03296528962353874,-0.06665073001389615,-0.0011679789409948023,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,adapt_from_B,drug,P5,54,3,0.5790123456790124,0.5382716049382716,-0.040740740740740744,-0.0728395061728395,-0.008641975308641966,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,assay,drug,macro_AP,54,3,0.6084496892327746,0.566957275725684,-0.041492413507090604,-0.06953272259449193,-0.017456913679042077,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,assay,drug,P5,54,3,0.5790123456790124,0.5407407407407407,-0.038271604938271614,-0.06049382716049385,-0.016049382716049394,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,balanced,drug,macro_AP,54,3,0.6084496892327746,0.5963141906944898,-0.012135498538284873,-0.03484273757753384,0.008851397280410036,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,balanced,drug,P5,54,3,0.5790123456790124,0.5567901234567901,-0.022222222222222223,-0.04447530864197533,0.0012345679012345655,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,continue_A,drug,macro_AP,54,3,0.6084496892327746,0.574320103356572,-0.03412958587620258,-0.06321488894754006,-0.008011759231820457,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,continue_A,drug,P5,54,3,0.5790123456790124,0.5432098765432098,-0.03580246913580248,-0.059259259259259255,-0.013549382716049545,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,regression,drug,macro_AP,54,3,0.6084496892327746,0.5382043896958613,-0.07024529953691332,-0.10390977883915915,-0.03975026180430217,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,regression,drug,P5,54,3,0.5790123456790124,0.5160493827160494,-0.06296296296296296,-0.09629629629629628,-0.03209876543209875,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,rotate150,drug,macro_AP,54,3,0.6084496892327746,0.5682144833308824,-0.04023520590189215,-0.06340525773357783,-0.01678686431781927,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
kdki_inactive,rotate150,drug,P5,54,3,0.5790123456790124,0.5395061728395062,-0.03950617283950617,-0.06913580246913582,-0.011080246913580392,"paired query bootstrap conditional on three seeds; exploratory, no multiple-comparison correction"
