arm,variant,ap_mean,ap_std,auroc_mean,auroc_std,target_macro_ap_mean,target_macro_ap_std,drug_macro_ap_mean,drug_macro_ap_std,balanced_query_ap_mean,balanced_query_ap_std,target_p5_mean,target_p5_std,drug_p5_mean,drug_p5_std,explicit_inactive_fpr_mean,explicit_inactive_fpr_std,model,seeds,kdki_test_pairs,target_queries,drug_queries
kdki_inactive,binary,0.9555030741111114,0.0034502272926567,0.9151169231060322,0.003213035019142,0.6979201832925584,0.0044978739499462,0.6084496892327745,0.0132218924381565,0.6531849362626665,0.004468935344828,0.6409560723514213,0.0042518043079855,0.5790123456790124,0.0238114833604764,0.3503928381381663,0.0237633569851457,A,3,34327,516,54
all_inactive,binary,0.917034670291831,0.0112485019616076,0.8623364146273982,0.0049344345632784,0.6568858359575498,0.0026679108296134,0.5431991032119643,0.0061634542335692,0.600042469584757,0.0017500625826472,0.6058139534883721,0.0036974387651819,0.5197530864197532,0.0077098740720967,0.4784799824709675,0.0127595238158392,B,3,34327,516,54
