排名,审计ID,推荐层级,老药新用类型,药物,原适应症领域,原领域英文,候选靶点,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,风险等级,文献状态,PubMed总窗计数,上市后PubMed计数,PubMed总窗PMID,上市后PMID,是否同原适应症领域,是否同已知靶点家族
398,strict895_0830,阳性/再发现对照,已知药理/阳性对照,Diazepam,神经/精神,Neurology/Psychiatry,GABRB3,癫痫,epilepsy,神经/精神,29.34848962337753,0.29361093,38,0.7102213136315941,离子通道功能,control,已知药理/对照，不算新发现,7,2,38876310;38681313;29162865,38876310;38681313,是,是
399,strict895_0727,阳性/再发现对照,再发现/流程对照,Bosutinib Monohydrate,肿瘤,Oncology,YES1,乳腺癌,breast carcinoma,实体瘤,28.921307070222333,0.81315416,9,0.0853914253432148,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,是,是
400,strict895_0413,阳性/再发现对照,再发现/流程对照,Ribociclib Succinate,肿瘤,Oncology,ABL1,乳腺癌,breast cancer,实体瘤,28.540078516858557,0.4480437,14,0.4428758155640839,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,是,是
401,strict895_0244,阳性/再发现对照,已知药理/阳性对照,Lacosamide,神经/精神,Neurology/Psychiatry,SCN4A,波动性肌强直,myotonia fluctuans,实体瘤,28.480771373221728,0.5609431,36,0.5547009499209655,离子通道功能,high,已知药理/对照，不算新发现,0,0,,,否,是
402,strict895_0439,阳性/再发现对照,再发现/流程对照,Dacomitinib,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,28.19643939691275,0.46926162,7,0.4280398724553814,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
403,strict895_0440,阳性/再发现对照,文献再发现/阳性对照,Enzalutamide,肿瘤,Oncology,MAP2K1,肝细胞癌,hepatocellular carcinoma,实体瘤,28.099771985340055,0.53968716,6,0.315545421570669,激酶生化/细胞,high,上市后文献有新靶点线索,1,1,41207813,41207813,是,否
404,strict895_0416,阳性/再发现对照,文献再发现/阳性对照,Afatinib Dimaleate,肿瘤,Oncology,KDR,肝细胞癌,hepatocellular carcinoma,实体瘤,27.768057723575332,0.33967,12,0.6777833062329777,酶/表观遗传生化,high,上市后文献有新靶点线索,3,3,40217309;26906472;26681011,40217309;26906472;26681011,是,是
405,strict895_0198,阳性/再发现对照,再发现/流程对照,Selinexor,肿瘤,Oncology,KDR,肝细胞癌,hepatocellular carcinoma,实体瘤,27.211815790242,0.32775053,1,0.6777833062329777,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,否
406,strict895_0874,阳性/再发现对照,已知药理/阳性对照,Diazepam,神经/精神,Neurology/Psychiatry,GABRA2,产后抑郁,postpartum depression,神经/精神,26.628404812167965,0.29773214,35,0.5807809605407986,离子通道功能,control,已知药理/对照，不算新发现,7,3,39261011;36469977;33407346,39261011;36469977;33407346,是,是
407,strict895_0161,阳性/再发现对照,再发现/流程对照,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,FLT4,乳腺癌,breast carcinoma,实体瘤,26.47244437493879,0.49335867,1,0.3014388048120942,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
408,strict895_0528,阳性/再发现对照,已知药理/阳性对照,Larotrectinib Sulfate,肿瘤,Oncology,NTRK2,乳腺癌,breast carcinoma,实体瘤,26.37460384496668,0.48745444,36,0.3093361471837043,酶/表观遗传生化,高,已知药理/对照，不算新发现,60,60,42202043;42059003;41914173,42202043;42059003;41914173,是,是
409,strict895_0741,阳性/再发现对照,文献再发现/阳性对照,Pazopanib Hydrochloride,肿瘤,Oncology,ABL1,乳腺癌,breast cancer,实体瘤,26.241731583525223,0.27022198,26,0.4428758155640839,激酶生化/细胞,medium,上市后文献有新靶点线索,3,3,34877907;28098949;24119291,34877907;28098949;24119291,是,是
410,strict895_0430,阳性/再发现对照,文献再发现/阳性对照,Regorafenib,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,26.028439063579413,0.42280447,5,0.4280398724553814,酶/表观遗传生化,high,上市后文献有新靶点线索,9,8,38563164;34706060;33414911,38563164;34706060;33414911,是,是
411,strict895_0242,阳性/再发现对照,再发现/流程对照,Givinostat Hydrochloride,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,25.64266046216875,0.3696357,5,0.4767256798000925,激酶生化/细胞,high,上市前或窗口外报道,2,0,28760302;26217084,,是,否
412,strict895_0269,阳性/再发现对照,再发现/流程对照,Apalutamide,肿瘤,Oncology,MAP2K1,肝细胞癌,hepatocellular carcinoma,实体瘤,25.33682765200672,0.44079405,27,0.315545421570669,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,是,否
413,strict895_0155,阳性/再发现对照,再发现/流程对照,Hydrocortisone,肿瘤,Oncology,RAF1,扩张型心肌病,dilated cardiomyopathy,骨/肌肉,24.45266243861768,0.24070993,36,0.6912384757904153,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,否,否
414,strict895_0426,阳性/再发现对照,文献再发现/阳性对照,Vismodegib,肿瘤,Oncology,PTGS2,乳腺癌,breast cancer,实体瘤,24.24217143091016,0.37545902,2,0.4468481702626741,酶/表观遗传生化,high,上市后文献有新靶点线索,2,2,41864448;37744812,41864448;37744812,是,否
415,strict895_0191,阳性/再发现对照,再发现/流程对照,Selpercatinib,肿瘤,Oncology,EZH2,乳腺癌,breast cancer,实体瘤,23.96054890042241,0.6239918,4,0.1760243955743292,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,否
416,strict895_0383,阳性/再发现对照,文献再发现/阳性对照,Selinexor,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,23.23549859550208,0.31805366,4,0.4767256798000925,激酶生化/细胞,high,上市后文献有新靶点线索,4,3,41588425;41278727;36746437,41588425;41278727;36746437,是,否
417,strict895_0379,阳性/再发现对照,文献再发现/阳性对照,Ribociclib Succinate,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,23.191063528835414,0.31710148,38,0.4767256798000925,激酶生化/细胞,high,上市后文献有新靶点线索,3,2,39153367;35804842;26995305,39153367;35804842,是,是
418,strict895_0144,阳性/再发现对照,文献再发现/阳性对照,Prednisolone Acetate,内分泌/代谢,Endocrinology/Metabolic,RAF1,扩张型心肌病,dilated cardiomyopathy,骨/肌肉,23.113575038617675,0.2120152,19,0.6912384757904153,激酶生化/细胞,high,上市后文献有新靶点线索,1,1,36533108,36533108,否,否
419,strict895_0145,阳性/再发现对照,文献再发现/阳性对照,Prednisolone Sodium Phosphate,未知,,RAF1,扩张型心肌病,dilated cardiomyopathy,骨/肌肉,23.113575038617675,0.2120152,19,0.6912384757904153,激酶生化/细胞,high,上市后文献有新靶点线索,1,1,36533108,36533108,否,否
420,strict895_0404,阳性/再发现对照,再发现/流程对照,Osimertinib Mesylate,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,22.943909130246084,0.3567074,7,0.4280398724553814,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
421,strict895_0142,阳性/再发现对照,再发现/流程对照,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,PDGFRB,乳腺癌,breast cancer,实体瘤,22.528685930246084,0.34780976,7,0.4280398724553814,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
422,strict895_0406,阳性/再发现对照,文献再发现/阳性对照,Acyclovir,感染性疾病,Infectious Disease,AKT1,乳腺癌,breast carcinoma,实体瘤,21.52895412621794,0.2099479,8,0.6250986130170937,激酶生化/细胞,high,上市后文献有新靶点线索,1,1,40319603,40319603,否,否
423,strict895_0362,阳性/再发现对照,再发现/流程对照,Bosutinib Monohydrate,肿瘤,Oncology,FGFR3,头颈鳞癌,head and neck squamous cell carcinoma,实体瘤,21.38139531136096,0.36300454,44,0.3455340790234503,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
424,strict895_0186,阳性/再发现对照,文献再发现/阳性对照,Selinexor,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,21.278244196912745,0.32101458,3,0.4280398724553814,酶/表观遗传生化,high,上市后文献有新靶点线索,1,1,37550570,37550570,是,否
425,strict895_0168,阳性/再发现对照,再发现/流程对照,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,CSF1R,乳腺癌,breast cancer,实体瘤,20.93546814596356,0.32210693,9,0.4105397664872695,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
426,strict895_0176,阳性/再发现对照,再发现/流程对照,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,SCN5A,心律失常,cardiac arrhythmia,心血管,20.27671615242666,0.29823124,37,0.7863374052930366,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
427,strict895_0398,阳性/再发现对照,文献再发现/阳性对照,Etravirine,感染性疾病,Infectious Disease,SRC,乳腺癌,breast carcinoma,实体瘤,19.17791809550267,0.3092502,4,0.3146477968371557,激酶生化/细胞,high,上市后文献有新靶点线索,2,2,25363652;23583259,25363652;23583259,否,否
428,strict895_0220,阳性/再发现对照,再发现/流程对照,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,KCNH2,心律失常,cardiac arrhythmia,心血管,17.897379771352348,0.27362123,50,0.7316321053934379,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
429,strict895_0370,阳性/再发现对照,文献再发现/阳性对照,Etravirine,感染性疾病,Infectious Disease,BTK,肺鳞癌,squamous cell lung carcinoma,实体瘤,17.338422047804343,0.2878949,11,0.2771848910135263,激酶生化/细胞,high,上市后文献有新靶点线索,1,1,42076117,42076117,否,否
430,strict895_0173,阳性/再发现对照,再发现/流程对照,Fosnetupitant Chloride Hydrochloride,胃肠/消化,Gastroenterology,SCN5A,心律失常,cardiac arrhythmia,心血管,17.155444619093323,0.23134685,36,0.7863374052930366,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
431,strict895_0202,阳性/再发现对照,再发现/流程对照,Ribociclib Succinate,肿瘤,Oncology,EPAS1,肺鳞癌,squamous cell lung carcinoma,实体瘤,13.52948261455068,0.33462346,32,0.2776468658318822,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,,,是,否
432,strict895_0108,阳性/再发现对照,再发现/流程对照,Doravirine,未知,,KCNH2,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,6.426351426853671,0.3678933,42,0.0262813671194225,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
433,strict895_0109,阳性/再发现对照,再发现/流程对照,Doravirine And Islatravir,感染性疾病,Infectious Disease,KCNH2,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,6.426351426853671,0.3678933,42,0.0262813671194225,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
434,strict895_0132,二级复核,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,BRAF,黑色素瘤,melanoma,实体瘤,53.913407066666664,0.39100158,15,0.819548256089721,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
435,strict895_0089,二级复核,跨大领域老药新用,Lubiprostone,胃肠/消化,Gastroenterology,MAP2K1,黑色素瘤,melanoma,实体瘤,50.80672200740125,0.48631215,9,0.7309105929215368,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,否,否
436,strict895_0147,二级复核,跨大领域老药新用,Mifepristone,内分泌/代谢,Endocrinology/Metabolic,BRAF,黑色素瘤,melanoma,实体瘤,50.4125312,0.44455424,40,0.819548256089721,激酶生化/细胞,medium,上市后文献有新靶点线索,2,1,31911848;17517901,31911848,否,否
437,strict895_0275,二级复核,同领域新靶点/新病种探索,Apalutamide,肿瘤,Oncology,DNMT3A,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,48.99048393333333,0.43551037,32,0.8577261614555013,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,是,否
438,strict895_0124,二级复核,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,CDK6,乳腺癌,breast carcinoma,实体瘤,48.36229650892586,0.36350212,47,0.6103198922485568,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
439,strict895_0119,二级复核,跨大领域老药新用,Tecovirimat,感染性疾病,Infectious Disease,CDK4,乳腺癌,breast cancer,实体瘤,48.215819050717116,0.35052675,77,0.6307216615133534,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
440,strict895_0380,二级复核,跨大领域老药新用,Fulvestrant,肿瘤,Oncology,BRAF,黑色素瘤,melanoma,实体瘤,47.0,0.5593665,21,0.819548256089721,激酶生化/细胞,high,上市后文献有新靶点线索,3,2,41009492;39630210;26995305,41009492;39630210,否,否
441,strict895_0027,二级复核,跨大领域老药新用,Obeticholic Acid,其他,Other,BRAF,黑色素瘤,melanoma,实体瘤,46.34054206666667,0.35729733,48,0.819548256089721,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,否,否
442,strict895_0016,二级复核,跨大领域老药新用,Lubiprostone,胃肠/消化,Gastroenterology,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,46.0730068,0.48013586,11,0.803548887170282,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
443,strict895_0317,二级复核,跨大领域老药新用,Emtricitabine,感染性疾病,Infectious Disease,AKT1,乳腺癌,breast carcinoma,实体瘤,46.064718792884605,0.5004405,40,0.6250986130170937,激酶生化/细胞,中高,上市后文献有新靶点线索,1,1,42226185,42226185,否,否
444,strict895_0246,二级复核,跨大领域老药新用,Hydrocortisone Butyrate,内分泌/代谢,Endocrinology/Metabolic,MAP2K1,黑色素瘤,melanoma,实体瘤,46.06285234073458,0.3846578,29,0.7309105929215368,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,否,否
445,strict895_0286,二级复核,同领域新靶点/新病种探索,Apalutamide,肿瘤,Oncology,AKT1,乳腺癌,breast carcinoma,实体瘤,45.27115045955127,0.41870925,45,0.6250986130170937,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,否
446,strict895_0431,二级复核,跨大领域老药新用,Ledipasvir,感染性疾病,Infectious Disease,BRAF,黑色素瘤,melanoma,实体瘤,44.8401616,0.32514632,72,0.819548256089721,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,否,否
447,strict895_0314,二级复核,同领域新靶点/新病种探索,Apalutamide,肿瘤,Oncology,TOP2A,小细胞肺癌,small cell lung carcinoma,实体瘤,44.803297029365815,0.45195884,15,0.5797874590829253,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,是,否
448,strict895_0464,二级复核,跨领域但同靶点家族扩展,Obeticholic Acid,其他,Other,THRB,心律失常,cardiac arrhythmia,心血管,44.71192309040562,0.3743186,40,0.3812024484624719,核受体/转录因子 reporter,中,上市后文献有新靶点线索,3,3,41464774;41378068;32583961,41464774;41378068;32583961,否,是
449,strict895_0393,二级复核,跨领域但同靶点家族扩展,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,NR3C2,心律失常,cardiac arrhythmia,心血管,44.638180712904884,0.43846512,2,0.2448803753883651,核受体/转录因子 reporter,medium,上市后文献有新靶点线索,1,1,37766684,37766684,否,是
450,strict895_0304,二级复核,跨大领域老药新用,Naloxegol Oxalate,神经/精神,Neurology/Psychiatry,SCN5A,心律失常,cardiac arrhythmia,心血管,44.40941748575999,0.45107484,69,0.7863374052930366,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,,,否,否
451,strict895_0276,二级复核,跨大领域老药新用,Maraviroc,感染性疾病,Infectious Disease,SCN5A,心律失常,cardiac arrhythmia,心血管,44.24004035242666,0.44744533,66,0.7863374052930366,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,,,否,否
452,strict895_0502,二级复核,跨大领域老药新用,Regadenoson,心血管,Cardiovascular,FAAH,,,免疫/炎症,44.2380326,0.22652927,47,0.0,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,否,否
453,strict895_0030,二级复核,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,BRAF,黑色素瘤,melanoma,实体瘤,44.23297133333333,0.3121351,31,0.819548256089721,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,否,否
454,strict895_0326,二级复核,同领域新靶点/新病种探索,Apalutamide,肿瘤,Oncology,AKT2,乳腺癌,breast cancer,实体瘤,44.23023893429436,0.42144808,43,0.5731553422649348,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,否
455,strict895_0110,二级复核,跨大领域老药新用,Lubiprostone,胃肠/消化,Gastroenterology,FGFR1,精神分裂症,schizophrenia,神经/精神,44.116658193797164,0.44973454,31,0.2872168737983924,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
456,strict895_0492,二级复核,跨大领域老药新用,Methocarbamol,胃肠/消化,Gastroenterology,CACNA1A,,,免疫/炎症,44.04053666666667,0.3080115,53,0.0,离子通道功能,中,PubMed pair审计未见明确报道,0,0,,,否,否
457,strict895_0634,二级复核,同领域同靶点家族扩展,Erdafitinib,肿瘤,Oncology,MET,乳腺癌,breast carcinoma,实体瘤,43.46922873071737,0.31141984,2,0.3230949421059571,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,37513232,37513232,是,是
458,strict895_0170,二级复核,跨大领域老药新用,Acyclovir,感染性疾病,Infectious Disease,CHEK2,乳腺癌,breast carcinoma,实体瘤,43.416156427377416,0.20991318,9,0.7090462826982556,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
459,strict895_0005,二级复核,跨大领域老药新用,Doravirine,未知,,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,43.343246666666666,0.421641,23,0.803548887170282,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
460,strict895_0006,二级复核,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,43.343246666666666,0.421641,23,0.803548887170282,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
461,strict895_0347,二级复核,同领域新靶点/新病种探索,Bicalutamide,肿瘤,Oncology,CDK4,乳腺癌,breast cancer,实体瘤,43.19123738405045,0.54905325,18,0.6307216615133534,激酶生化/细胞,中高,上市后文献有新靶点线索,5,5,41346936;41173902;37555303,41346936;41173902;37555303,是,否
462,strict895_0114,二级复核,跨大领域老药新用,Acyclovir,感染性疾病,Infectious Disease,FGFR2,乳腺癌,breast carcinoma,实体瘤,42.780654885248076,0.21382025,3,0.7171426615665811,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,,,否,否
463,strict895_0297,二级复核,跨领域但同靶点家族扩展,Lubiprostone,胃肠/消化,Gastroenterology,GABRB3,癫痫,epilepsy,神经/精神,42.76690855671087,0.45257705,29,0.7102213136315941,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,,,否,是
464,strict895_0021,二级复核,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,AR,前列腺癌,prostate carcinoma,实体瘤,42.62148967592316,0.43722984,8,0.7355895026336221,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,,,否,否
465,strict895_0158,二级复核,跨大领域老药新用,Obeticholic Acid,其他,Other,KCND3,心律失常,cardiac arrhythmia,心血管,42.46016913965768,0.37217388,41,0.5522394699107118,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,,,否,否
466,strict895_0301,二级复核,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,PRKCB,弥漫大B细胞淋巴瘤,diffuse large B-cell lymphoma,血液肿瘤/血液病,42.37863243787859,0.4841654,25,0.3607813527946042,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,否
467,strict895_0706,二级复核,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,FGFR2,乳腺癌,breast carcinoma,实体瘤,42.30514868524808,0.48220226,89,0.7171426615665811,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
468,strict895_0017,二级复核,跨大领域老药新用,Hydrocortisone Butyrate,内分泌/代谢,Endocrinology/Metabolic,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,42.269652,0.3986354,18,0.803548887170282,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
469,strict895_0128,二级复核,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,BRAF,黑色素瘤,melanoma,实体瘤,42.22575173333333,0.39769468,31,0.819548256089721,激酶生化/细胞,high,上市后文献有新靶点线索,2,2,39596009;38338893,39596009;38338893,否,否
470,strict895_0593,二级复核,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,CHEK2,乳腺癌,breast carcinoma,实体瘤,42.21379922737742,0.44129124,73,0.7090462826982556,激酶生化/细胞,中高,上市后文献有新靶点线索,5,5,35157830;34783071;34388386,35157830;34783071;34388386,是,否
471,strict895_0589,二级复核,跨大领域老药新用,Rolapitant Hydrochloride,胃肠/消化,Gastroenterology,DNMT3A,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,42.0128118,0.22170311,64,0.8577261614555013,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,否,否
472,strict895_0113,二级复核,跨大领域老药新用,Abacavir Sulfate,感染性疾病,Infectious Disease,CDK4,乳腺癌,breast cancer,实体瘤,42.003258384050454,0.21740045,28,0.6307216615133534,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
473,strict895_0521,二级复核,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,FTO,乳腺癌,breast cancer,实体瘤,41.9103320333353,0.32721317,57,0.5766096637037913,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,,,否,否
474,strict895_0356,二级复核,同领域新靶点/新病种探索,Selinexor,肿瘤,Oncology,RET,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,41.88819919093706,0.30741486,6,0.7055780321897952,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,否
475,strict895_0159,二级复核,跨大领域老药新用,Nevirapine,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,41.76788828205069,0.4534936,58,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
476,strict895_0394,二级复核,同领域新靶点/新病种探索,Apalutamide,肿瘤,Oncology,FGFR2,乳腺癌,breast carcinoma,实体瘤,41.43506388524808,0.3778433,83,0.7171426615665811,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,否
477,strict895_0099,二级复核,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,JAK3,乳腺癌,breast carcinoma,实体瘤,41.1266207393351,0.36610645,42,0.2833327291556342,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,,,否,否
478,strict895_0360,二级复核,同领域新靶点/新病种探索,Netupitant,肿瘤,Oncology,CDK6,乳腺癌,breast carcinoma,实体瘤,41.03860490892586,0.3351373,20,0.6103198922485568,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,否
479,strict895_0348,二级复核,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,41.0,0.54742885,4,0.803548887170282,酶/表观遗传生化,中高,上市后文献有新靶点线索,1,1,38214343,38214343,是,否
480,strict895_0339,二级复核,同领域新靶点/新病种探索,Bicalutamide,肿瘤,Oncology,BMPR1A,乳腺癌,breast carcinoma,实体瘤,40.560889069911205,0.54905325,16,0.2915950697738313,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,是,否
481,strict895_0392,二级复核,同领域新靶点/新病种探索,Selinexor,肿瘤,Oncology,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,40.40712993333334,0.31586707,5,0.8245011238749937,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,否
482,strict895_0693,二级复核,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,40.337134138106364,0.4755741,43,0.6434226431750978,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
483,strict895_0001,二级复核,跨大领域老药新用,Difluprednate,内分泌/代谢,Endocrinology/Metabolic,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,40.2695056,0.35577512,9,0.803548887170282,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
484,strict895_0490,二级复核,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,KDR,肝细胞癌,hepatocellular carcinoma,实体瘤,40.215879590242,0.45640904,26,0.6777833062329777,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,,,是,是
485,strict895_0036,二级复核,跨大领域老药新用,Fludarabine Phosphate,肿瘤,Oncology,SCN5A,心律失常,cardiac arrhythmia,心血管,40.16287428575999,0.4243632,45,0.7863374052930366,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
486,strict895_0064,二级复核,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,ESR2,乳腺癌,breast carcinoma,实体瘤,40.06305345529092,0.5588249,4,0.4916912646795965,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,,,否,否
487,strict895_0065,二级复核,跨大领域老药新用,Doravirine,未知,,ESR2,乳腺癌,breast carcinoma,实体瘤,40.06305345529092,0.5588249,4,0.4916912646795965,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,,,否,否
488,strict895_0615,二级复核,同领域新靶点/新病种探索,Netupitant,肿瘤,Oncology,AKT1,乳腺癌,breast carcinoma,实体瘤,40.058713392884606,0.30701417,60,0.6250986130170937,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,是,否
489,strict895_0350,二级复核,跨大领域老药新用,Rolapitant Hydrochloride,胃肠/消化,Gastroenterology,CDK6,乳腺癌,breast carcinoma,实体瘤,39.809570775592526,0.24451514,13,0.6103198922485568,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,,,否,否
490,strict895_0288,二级复核,跨领域但同靶点家族扩展,Trifarotene,肿瘤,Oncology,NR3C1,银屑病,psoriasis,皮肤/免疫,39.7345325429359,0.45786697,8,0.6089218048712254,核受体/转录因子 reporter,中高,PubMed pair审计未见明确报道,0,0,,,否,是
491,strict895_0527,二级复核,同领域新靶点/新病种探索,Fulvestrant,肿瘤,Oncology,KCND3,心律失常,cardiac arrhythmia,心血管,39.42538807299101,0.68933356,7,0.5522394699107118,离子通道功能,高,PubMed pair审计未见明确报道,0,0,,,是,否
492,strict895_0510,二级复核,跨大领域老药新用,Ketoconazole,未知,,MTOR,银屑病,psoriasis,皮肤/免疫,39.38958504422119,0.2049843,36,0.0514215278913125,激酶生化/细胞,中,上市后文献有新靶点线索,5,5,29297772;27279570;26256674,29297772;27279570;26256674,否,否
493,strict895_0323,二级复核,同领域新靶点/新病种探索,Trospium Chloride,神经/精神,Neurology/Psychiatry,GABRA1,双相障碍,bipolar disorder,免疫/炎症,39.330122603895205,0.50845593,29,0.4146721157286756,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,,,是,否
