panel,scope,direction,model,ap,auroc,reciprocal_rank,precision_at_1,recall_at_1,ndcg_at_1,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,queries,queries_at_20
ACTIVITY_IC50,all,target_to_drug,all_inactive,0.9020231409576686,0.8646826464391394,0.9507316032848067,0.9242798353909465,0.06452725385243814,0.9242798353909465,0.8874074074074074,0.24465730495430513,0.9176275809067057,0.8511934156378601,0.4100355300408718,0.925209331875509,0.8676967776016905,0.472832929231481,0.9449094339865564,810.0,631.0
ACTIVITY_IC50,all,target_to_drug,kdki_inactive,0.7800585444421229,0.6320766723107069,0.84235114080513,0.7621399176954733,0.042966162057983905,0.7621399176954733,0.7566255144032922,0.1868410414193299,0.7696000723871443,0.7438271604938271,0.34528823632010636,0.7889087222561385,0.7722398309561543,0.4119988305827575,0.8188737041608384,810.0,631.0
ACTIVITY_IC50,all,target_to_drug,old_production,0.8113395450787896,0.6865879365012901,0.8571219891469146,0.7913580246913581,0.045037425625931396,0.7913580246913581,0.7864197530864198,0.19877596425318336,0.8003513610106233,0.768641975308642,0.35426007621377176,0.8174893738622253,0.7957210776545167,0.4186281297941131,0.843386228223341,810.0,631.0
ACTIVITY_IC50,old_train_pair_unseen,drug_to_target,all_inactive,0.7134462644986153,0.8210460392955694,0.7553467487678014,0.6403508771929824,0.3517857142857143,0.6403508771929824,0.3877192982456141,0.744736842105263,0.7152476120156114,0.2596491228070175,0.9070384294068505,0.7708098961532235,0.1361111111111111,0.7164021164021165,0.5771853806035862,38.0,6.0
ACTIVITY_IC50,old_train_pair_unseen,drug_to_target,kdki_inactive,0.4823063999456922,0.6343366796607205,0.5329446511902652,0.37719298245614036,0.15963868003341686,0.37719298245614036,0.2771929824561403,0.5213659147869675,0.4589689773600039,0.23596491228070174,0.8300020885547202,0.571952609297201,0.14444444444444443,0.7328042328042329,0.5395543398466564,38.0,6.0
ACTIVITY_IC50,old_train_pair_unseen,drug_to_target,old_production,0.6438809636386571,0.7606413216126838,0.7083640044166359,0.5789473684210527,0.3324248120300752,0.5789473684210527,0.3631578947368421,0.7038533834586466,0.6652251600589868,0.2473684210526316,0.862406015037594,0.7125786795512816,0.15833333333333333,0.8539682539682539,0.6364670224093198,38.0,6.0
ACTIVITY_IC50,old_train_pair_unseen,target_to_drug,all_inactive,0.8885266792542087,0.8647938982400789,0.9406985153884815,0.9090909090909091,0.07197867802189743,0.9090909090909091,0.8674688057040999,0.27309005352584387,0.9031410808436896,0.8259803921568628,0.4541040847791263,0.9099886041243423,0.8391445427728614,0.5360227280255883,0.9339791803677236,748.0,565.0
ACTIVITY_IC50,old_train_pair_unseen,target_to_drug,kdki_inactive,0.7528279569302203,0.6320522028185136,0.8168654604617075,0.7290552584670231,0.048842352953106745,0.7290552584670231,0.7194295900178252,0.205808413619081,0.7360219678941334,0.705926916221034,0.3780936050834645,0.7580516685209373,0.7310029498525074,0.45779127851133944,0.7878377786921584,748.0,565.0
ACTIVITY_IC50,old_train_pair_unseen,target_to_drug,old_production,0.7642781976279367,0.6405178580845081,0.822133693412444,0.7406417112299465,0.04916427841383384,0.7406417112299465,0.7312834224598931,0.21038108183116372,0.7487592846374056,0.7133689839572193,0.3777847169308196,0.7669981798361383,0.7392035398230088,0.4585632205357474,0.7943740824634665,748.0,565.0
AFFINITY_KD_KI,all,drug_to_target,all_inactive,0.5604232331910474,0.769483926278645,0.7267891347530503,0.6296296296296297,0.10698494479644587,0.6296296296296297,0.5222222222222223,0.3964215368179793,0.5924001617138063,0.4351851851851852,0.5884239536661173,0.6119030357893352,0.22333333333333336,0.4675354696999438,0.4410100961760617,54.0,30.0
AFFINITY_KD_KI,all,drug_to_target,kdki_inactive,0.5760242701953874,0.7955771247626314,0.7097257585274366,0.6296296296296297,0.09425986780497268,0.6296296296296297,0.5481481481481482,0.3984080997333493,0.6102626291561468,0.445679012345679,0.5808380043251805,0.6188311043082476,0.23555555555555552,0.43716484981833137,0.42060737996365694,54.0,30.0
AFFINITY_KD_KI,all,drug_to_target,old_production,0.5002472092459455,0.5760254373757955,0.7290303362420129,0.6296296296296297,0.09764690942414556,0.6296296296296297,0.4777777777777778,0.3345323066909813,0.5545453861466615,0.4314814814814815,0.5597888046076509,0.5860595303080537,0.24000000000000002,0.44964161878053915,0.4792828646521297,54.0,30.0
AFFINITY_KD_KI,all,target_to_drug,all_inactive,0.658396663511089,0.7413313073923206,0.6944613694189946,0.6020671834625323,0.05852144869674683,0.6020671834625323,0.6019379844961241,0.26297927660030856,0.6446544180227379,0.5797803617571059,0.4576490933477664,0.6798976545531114,0.5668729372937293,0.6947498887358776,0.7289779963994297,516.0,404.0
AFFINITY_KD_KI,all,target_to_drug,kdki_inactive,0.6795512529037605,0.7656824007335729,0.7240279596669441,0.6395348837209301,0.06490444406090541,0.6395348837209301,0.6257105943152456,0.2851810580118223,0.6778216249620326,0.5958010335917313,0.5055201964752153,0.7147107700799874,0.5712458745874588,0.6920513259192683,0.7454021567208412,516.0,404.0
AFFINITY_KD_KI,all,target_to_drug,old_production,0.8058570660595067,0.8038251617316484,0.848763411731042,0.7577519379844961,0.17820877538701926,0.7577519379844961,0.6542635658914729,0.44082293313387455,0.8136854434095439,0.5982558139534884,0.6094633389042406,0.8364560951583166,0.5600247524752475,0.7042947057020423,0.8591031155470806,516.0,404.0
AFFINITY_KD_KI,old_train_pair_unseen,drug_to_target,all_inactive,0.46741566234397597,0.7278224120213391,0.6063843181004476,0.4710144927536232,0.10230300263662295,0.4710144927536232,0.40144927536231884,0.37687353497560344,0.4815118617101877,0.3224637681159421,0.5342486840224492,0.5191704696361886,0.16607142857142856,0.44360537081605383,0.361455069910076,46.0,28.0
AFFINITY_KD_KI,old_train_pair_unseen,drug_to_target,kdki_inactive,0.5159203620256986,0.7743865871440868,0.6424912847977506,0.5362318840579711,0.10498497200101198,0.5362318840579711,0.4594202898550725,0.4215273920793941,0.5447094304301614,0.34855072463768116,0.5688765452894796,0.5714197381501335,0.18392857142857144,0.4699993116713593,0.39844178676542424,46.0,28.0
AFFINITY_KD_KI,old_train_pair_unseen,drug_to_target,old_production,0.3473685663494405,0.5313569201646279,0.5051975938957272,0.3695652173913043,0.06808716396802923,0.3695652173913043,0.2608695652173913,0.2513372522950655,0.33353646290963485,0.2717391304347826,0.45737851299636567,0.4097542109372725,0.1375,0.3297158794952596,0.2873936644826129,46.0,28.0
AFFINITY_KD_KI,old_train_pair_unseen,target_to_drug,all_inactive,0.6544591427556362,0.7416787397946596,0.6840465189106401,0.5957446808510638,0.06339722597767693,0.5957446808510638,0.5946414499605989,0.2867559050934067,0.6403203995303648,0.567612293144208,0.49629220956157666,0.6777481860478063,0.5410087719298246,0.7270887732975142,0.7176923721410601,423.0,304.0
AFFINITY_KD_KI,old_train_pair_unseen,target_to_drug,kdki_inactive,0.676538324271513,0.7669507583279472,0.7197736004856256,0.6390858944050434,0.07256650713526382,0.6390858944050434,0.6162332545311269,0.3107339783822248,0.6741739374221263,0.5778565799842396,0.5457420052843457,0.7121428769878356,0.5422697368421052,0.7146893247659777,0.7327086483418244,423.0,304.0
AFFINITY_KD_KI,old_train_pair_unseen,target_to_drug,old_production,0.7671065732557237,0.7595381778704772,0.8140577878551807,0.7092198581560284,0.18236688473113577,0.7092198581560284,0.6037825059101655,0.44504257027960487,0.7684021766831055,0.5572104018912529,0.6299108013949642,0.7998767868920653,0.5125000000000001,0.7111621061428466,0.8179081310983176,423.0,304.0
ALL_ENDPOINT_UNION,all,drug_to_target,all_inactive,0.6198395783922974,0.7911123605513236,0.7131671283924564,0.605691056910569,0.19008196725730442,0.605691056910569,0.47845528455284553,0.5458782678752881,0.6367648346050939,0.3693089430894309,0.733967148352452,0.6736236046133307,0.18310502283105023,0.6251446249163568,0.4996339719957221,164.0,73.0
ALL_ENDPOINT_UNION,all,drug_to_target,kdki_inactive,0.5367037426480864,0.7082460997799771,0.6189608189642571,0.5,0.12496066673246864,0.5,0.43333333333333335,0.45795477540783597,0.5422923569550742,0.3569105691056911,0.6857611873264426,0.5957701893984871,0.18926940639269407,0.592965162293224,0.46555949554643966,164.0,73.0
ALL_ENDPOINT_UNION,all,drug_to_target,old_production,0.5593967867419476,0.6897785308764876,0.6852313782889994,0.5670731707317073,0.15886773883808866,0.5670731707317073,0.44268292682926835,0.49034114959837827,0.5859118742799745,0.3670731707317073,0.7327936935553959,0.6395212521985287,0.1952054794520548,0.6664576181783046,0.5208640654904224,164.0,73.0
ALL_ENDPOINT_UNION,all,target_to_drug,all_inactive,0.7943139619484118,0.8234119038229809,0.8475397540265036,0.7868312757201646,0.06650769879797001,0.7868312757201646,0.7623593964334705,0.24951663700333795,0.8049872465814388,0.7283401920438958,0.4134142036736593,0.8241513956934604,0.7538647342995168,0.509311014208527,0.8620195096569144,1215.0,966.0
ALL_ENDPOINT_UNION,all,target_to_drug,kdki_inactive,0.6885794801299644,0.6617789859369937,0.748822474293446,0.6474622770919067,0.04326320315866119,0.6474622770919067,0.6481207133058985,0.1986016624772018,0.6742649692491139,0.6375034293552813,0.36399247736009666,0.7060752259544971,0.6747412008281574,0.4546885508314973,0.7529379261908478,1215.0,966.0
ALL_ENDPOINT_UNION,all,target_to_drug,old_production,0.7815342812242937,0.7450217541970968,0.8335332706348,0.7465020576131687,0.08408633603157259,0.7465020576131687,0.7188477366255144,0.282533254092051,0.7841885649336789,0.6833744855967078,0.4284133527964642,0.8031838269949089,0.7068322981366459,0.4837120126524009,0.8340202547475473,1215.0,966.0
ALL_ENDPOINT_UNION,old_train_pair_unseen,drug_to_target,all_inactive,0.5375554661619955,0.746185685773841,0.6306136689782921,0.5,0.2044378694405595,0.5,0.3649425287356322,0.5170912771898292,0.5505438177548704,0.27499999999999997,0.6691748576387421,0.5923513330080848,0.15132275132275133,0.5638171071662982,0.44308587501551755,116.0,63.0
ALL_ENDPOINT_UNION,old_train_pair_unseen,drug_to_target,kdki_inactive,0.458513642587053,0.6904047101044136,0.5409480262440757,0.4051724137931034,0.12874557199728612,0.4051724137931034,0.3310344827586207,0.43047327320454504,0.45713271697763513,0.2695402298850575,0.6345998272033214,0.5198084344241739,0.16428571428571428,0.6021131836393967,0.4504288027831545,116.0,63.0
ALL_ENDPOINT_UNION,old_train_pair_unseen,drug_to_target,old_production,0.4234407188028061,0.6305976004254877,0.532876167957555,0.3793103448275862,0.13381425928673937,0.3793103448275862,0.27413793103448275,0.4119570877178104,0.417190377321166,0.24568965517241378,0.6430860979231932,0.49511942634685174,0.13968253968253969,0.5869657499538624,0.3954156639706138,116.0,63.0
ALL_ENDPOINT_UNION,old_train_pair_unseen,target_to_drug,all_inactive,0.7889404548356418,0.8253928559863026,0.8443161399380955,0.7831603229527104,0.07281676960939344,0.7831603229527104,0.7521914648212227,0.27136726246329157,0.7992644157149512,0.7149077277970012,0.4468940133164578,0.8185683682099768,0.7382014121144556,0.5580026311066429,0.8562775373099368,1156.0,897.0
ALL_ENDPOINT_UNION,old_train_pair_unseen,target_to_drug,kdki_inactive,0.6777341131187131,0.6630686089296479,0.7415320850267909,0.6381199538638985,0.04813547271757746,0.6381199538638985,0.6335063437139562,0.2161796360275391,0.6633508119804229,0.6201557093425606,0.3938919156006712,0.6961813926101336,0.6532515793385358,0.49361962834471,0.7408581403513569,1156.0,897.0
ALL_ENDPOINT_UNION,old_train_pair_unseen,target_to_drug,old_production,0.7488347936351705,0.7104815981658362,0.8091271918398719,0.7102076124567474,0.08817867525560702,0.7102076124567474,0.6783737024221453,0.2932106646540289,0.7472586166473301,0.6444636678200693,0.447881571650815,0.7688112447055017,0.6682831661092531,0.5158636452721268,0.7995757549159914,1156.0,897.0
