panel,scope,direction,model,seed,ap,auroc,reciprocal_rank,precision_at_1,recall_at_1,ndcg_at_1,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,precision_at_20,recall_at_20,ndcg_at_20,queries,queries_at_20
ACTIVITY_EC50,old_train_pair_unseen,target_to_drug,kdki_inactive,20260922,0.7503108948447159,0.5969369749446679,0.7846306792116041,0.6820809248554913,0.041498602655335365,0.6820809248554913,0.715606936416185,0.22174946867286427,0.7217185384510385,0.7202312138728323,0.440661572905509,0.762387525614589,0.7922413793103449,0.5257441821329871,0.8243386989016407,173,116
ACTIVITY_EC50,old_train_pair_unseen,target_to_drug,kdki_inactive,20260923,0.7629531987303474,0.5999934414855193,0.8264388486676825,0.7398843930635838,0.05568784455249609,0.7398843930635838,0.7271676300578035,0.23440576380051678,0.7557136306052088,0.7138728323699421,0.4394778769907502,0.7794421233655657,0.7887931034482759,0.5110058271906103,0.8244737308600394,173,116
ACTIVITY_EC50,old_train_pair_unseen,target_to_drug,old_production,0,0.7531832841000532,0.6060939508009449,0.8070813365611054,0.7109826589595376,0.04460453456793068,0.7109826589595376,0.7132947976878613,0.25240547517834316,0.7380521034392298,0.708092485549133,0.4564834807139603,0.7697016184304302,0.775,0.5072717304923801,0.8127497649808305,173,116
ACTIVITY_IC50,all,drug_to_target,all_inactive,20260921,0.7685052474887414,0.8361744009881694,0.8116271613259566,0.7349397590361446,0.2769780191625468,0.7349397590361446,0.5493975903614458,0.684431117040502,0.7720738446982914,0.40240963855421685,0.8927069865243612,0.8111678959224331,0.27222222222222225,0.942564745196324,0.7467624416367076,83,18
ACTIVITY_IC50,all,drug_to_target,all_inactive,20260922,0.7405267229640462,0.8291309856142899,0.7918136833046472,0.6867469879518072,0.24545191474487607,0.6867469879518072,0.5349397590361445,0.6782492467020051,0.7471225840243195,0.40240963855421685,0.911553802359129,0.7999718932305807,0.2638888888888889,0.8645224171539961,0.6952097613833718,83,18
ACTIVITY_IC50,all,drug_to_target,all_inactive,20260923,0.7677878379286023,0.8265934485551416,0.8300634989862488,0.7590361445783133,0.2959539227770046,0.7590361445783133,0.5204819277108435,0.6674919317278226,0.7624293646379814,0.3987951807228916,0.9004696159895906,0.8165199400013423,0.2638888888888889,0.9055416318574214,0.751166632351893,83,18
ACTIVITY_IC50,all,drug_to_target,kdki_inactive,20260921,0.6022226677107455,0.6613465774352821,0.6418718162694066,0.5180722891566265,0.1462264414230172,0.5180722891566265,0.46024096385542174,0.5239463207123322,0.5866156316596737,0.38433734939759034,0.8625030310350538,0.6769769170949659,0.25833333333333336,0.7708385547201337,0.6329834867094885,83,18
ACTIVITY_IC50,all,drug_to_target,kdki_inactive,20260922,0.5723771354721598,0.637304720010791,0.6346030914776485,0.5060240963855421,0.13765883767469056,0.5060240963855421,0.4168674698795181,0.5136121267938009,0.5526462752573011,0.37349397590361444,0.8345842129053924,0.6542556007155106,0.25,0.7833002645502645,0.5885615211044041,83,18
ACTIVITY_IC50,all,drug_to_target,kdki_inactive,20260923,0.6120583784137337,0.6859323358673335,0.6533468429357869,0.5180722891566265,0.13047251663294784,0.5180722891566265,0.47951807228915666,0.5639368021184762,0.609470062622622,0.3855421686746988,0.8376416808724988,0.6787674489706144,0.26666666666666666,0.8348736424394319,0.6502671566987321,83,18
ACTIVITY_IC50,all,drug_to_target,old_production,0,0.7055779195164391,0.7753351994035939,0.7812054745789686,0.6746987951807228,0.23247142134269594,0.6746987951807228,0.5253012048192771,0.6798413293181841,0.7332136421112146,0.39759036144578314,0.8792992201203996,0.7711882182381212,0.2833333333333334,0.9521164021164021,0.7441077348737671,83,18
ACTIVITY_IC50,all,target_to_drug,all_inactive,20260921,0.9005749253615871,0.8619464633726833,0.9493592450073932,0.9246913580246914,0.0631524216945599,0.9246913580246914,0.8871604938271606,0.24322716115662948,0.9160663870640927,0.8520987654320988,0.410647030717829,0.9244317393016679,0.8665610142630744,0.4679054377601927,0.9421598881979176,810,631
ACTIVITY_IC50,all,target_to_drug,all_inactive,20260922,0.9015991320059045,0.8655001821542032,0.9502259319797446,0.9209876543209876,0.06352932362893225,0.9209876543209876,0.8896296296296297,0.24602978932778083,0.9188875422975316,0.851111111111111,0.4086795937233247,0.9249145962342824,0.8676703645007924,0.4743284547204997,0.9454787068289374,810,631
ACTIVITY_IC50,all,target_to_drug,all_inactive,20260923,0.9038953655055143,0.866601293790532,0.9526096328672818,0.9271604938271605,0.06690001623382226,0.9271604938271605,0.8854320987654322,0.244714964378505,0.9179288133584929,0.8503703703703703,0.4107799656814616,0.9262816600905769,0.8688589540412044,0.47626489521375054,0.9470897069328141,810,631
ACTIVITY_IC50,all,target_to_drug,kdki_inactive,20260921,0.7809839890538822,0.6294368397903279,0.8457261933231495,0.7703703703703704,0.04476881043715814,0.7703703703703704,0.754320987654321,0.18545271282848524,0.7688355201469144,0.7465432098765432,0.34723637526093754,0.7923993047171716,0.7762282091917592,0.41195101467294964,0.8229611366847666,810,631
ACTIVITY_IC50,all,target_to_drug,kdki_inactive,20260922,0.7800825885372933,0.6338169606615093,0.8465212679501365,0.7654320987654321,0.042846150843563136,0.7654320987654321,0.7580246913580246,0.18877449774083632,0.7730556815407665,0.7439506172839506,0.34394357169806367,0.7900486404219866,0.7702060221870047,0.4106285413390158,0.819719703756001,810,631
ACTIVITY_IC50,all,target_to_drug,kdki_inactive,20260923,0.7791090557351928,0.6329762164802835,0.8348059611421038,0.7506172839506173,0.04128352489323045,0.7506172839506173,0.7575308641975309,0.18629591368866807,0.7669090154737521,0.7409876543209877,0.3446847620013178,0.7842782216292571,0.7702852614896989,0.41341693573630695,0.8139402720417477,810,631
ACTIVITY_IC50,all,target_to_drug,old_production,0,0.8113395450787896,0.6865879365012901,0.8571219891469146,0.7913580246913581,0.045037425625931396,0.7913580246913581,0.7864197530864198,0.19877596425318336,0.8003513610106233,0.768641975308642,0.35426007621377176,0.8174893738622253,0.7957210776545167,0.4186281297941131,0.843386228223341,810,631
ACTIVITY_IC50,old_train_pair_unseen,drug_to_target,all_inactive,20260921,0.7072229152140842,0.7993146556868361,0.7558167709483499,0.6578947368421053,0.3524436090225564,0.6578947368421053,0.39473684210526316,0.7385338345864662,0.7140352407703162,0.2552631578947368,0.8856203007518798,0.7592233718616078,0.14166666666666666,0.7301587301587302,0.6217027613669647,38,6
ACTIVITY_IC50,old_train_pair_unseen,drug_to_target,all_inactive,20260922,0.6905069336065776,0.8300405911966062,0.7313492063492063,0.5789473684210527,0.31647869674185464,0.5789473684210527,0.37368421052631584,0.7379385964912281,0.6923121918899117,0.2605263157894737,0.9172619047619047,0.7591125590017492,0.14166666666666666,0.7047619047619048,0.4613546036239466,38,6
ACTIVITY_IC50,old_train_pair_unseen,drug_to_target,all_inactive,20260923,0.7426089446751841,0.8337828710032658,0.7788742690058479,0.6842105263157895,0.38643483709273185,0.6842105263157895,0.39473684210526316,0.7577380952380952,0.7393954033866064,0.2631578947368421,0.918233082706767,0.7940937575963133,0.125,0.7142857142857143,0.6484987768198472,38,6
