model,scenario,pair_id,ligand_inchikey,drug_names,gene_symbol,target_chembl_id,selection_score,in_frozen384,reviewed_in_original574,latest_exact_evidence,kdki_inactive_training_seen,all_inactive_training_seen
old_production,fixed112_frozen_evidence,ATALOFNDEOCMKK-OITMNORJSA-N__CHEMBL1908,ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,CYP11B1,CHEMBL1908,-1.8277396,False,False,False,False,False
old_production,fixed112_frozen_evidence,ATALOFNDEOCMKK-OITMNORJSA-N__CHEMBL2722,ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,CYP11B2,CHEMBL2722,-1.5898641,False,False,False,False,False
old_production,fixed112_frozen_evidence,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL2034,AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,NR3C1,CHEMBL2034,-0.85529345,False,False,False,False,False
old_production,fixed112_frozen_evidence,AYXYPKUFHZROOJ-ZETCQYMHSA-N__CHEMBL1944,AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,MME,CHEMBL1944,-4.7112346,True,True,False,False,False
old_production,fixed112_frozen_evidence,BLIJXOOIHRSQRB-PXYINDEMSA-N__CHEMBL1994,BLIJXOOIHRSQRB-PXYINDEMSA-N,darolutamide,NR3C2,CHEMBL1994,-1.1240554,False,False,False,False,False
old_production,fixed112_frozen_evidence,BNRNXUUZRGQAQC-UHFFFAOYSA-N__CHEMBL5311,BNRNXUUZRGQAQC-UHFFFAOYSA-N,sildenafil,ACVRL1,CHEMBL5311,-11.7943,False,False,False,False,False
old_production,fixed112_frozen_evidence,BPQMGSKTAYIVFO-UHFFFAOYSA-N__CHEMBL1862,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,ABL1,CHEMBL1862,-8.876808,False,False,False,False,False
old_production,fixed112_frozen_evidence,BPQMGSKTAYIVFO-UHFFFAOYSA-N__CHEMBL2276,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,MAPK8,CHEMBL2276,-13.444967,False,False,False,False,False
old_production,fixed112_frozen_evidence,BPQMGSKTAYIVFO-UHFFFAOYSA-N__CHEMBL4179,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,MAPK9,CHEMBL4179,-12.894775,False,False,False,False,False
old_production,fixed112_frozen_evidence,BPQMGSKTAYIVFO-UHFFFAOYSA-N__CHEMBL5366,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,PARP2,CHEMBL5366,-5.921191,False,False,False,False,False
old_production,fixed112_frozen_evidence,BPZSYCZIITTYBL-YJYMSZOUSA-N__CHEMBL2252,BPZSYCZIITTYBL-YJYMSZOUSA-N,arformoterol,CTSC,CHEMBL2252,-6.7265644,True,True,False,False,False
old_production,fixed112_frozen_evidence,BPZSYCZIITTYBL-YJYMSZOUSA-N__CHEMBL283,BPZSYCZIITTYBL-YJYMSZOUSA-N,arformoterol,MMP3,CHEMBL283,-6.285827,False,False,False,False,False
old_production,fixed112_frozen_evidence,BSYNRYMUTXBXSQ-UHFFFAOYSA-N__CHEMBL2695,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,PTK2,CHEMBL2695,-10.196824,False,False,False,False,False
old_production,fixed112_frozen_evidence,BSYNRYMUTXBXSQ-UHFFFAOYSA-N__CHEMBL286,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,REN,CHEMBL286,-4.3269396,False,False,False,False,False
old_production,fixed112_frozen_evidence,BSYNRYMUTXBXSQ-UHFFFAOYSA-N__CHEMBL3535,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,PDE9A,CHEMBL3535,-3.4768593,False,False,False,False,False
old_production,fixed112_frozen_evidence,BSYNRYMUTXBXSQ-UHFFFAOYSA-N__CHEMBL4393,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,MMP12,CHEMBL4393,-4.016091,False,False,False,False,False
old_production,fixed112_frozen_evidence,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2039,CEUORZQYGODEFX-UHFFFAOYSA-N,aripiprazole;aripiprazole lauroxil,MAOB,CHEMBL2039,-1.5557325,True,True,False,False,False
old_production,fixed112_frozen_evidence,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,CPZBLNMUGSZIPR-NVXWUHKLSA-N,palonosetron,CYP11B2,CHEMBL2722,-2.8143497,True,True,False,False,False
old_production,fixed112_frozen_evidence,CSKDFZIMJXRJGH-VWLPUNTISA-N__CHEMBL4073,CSKDFZIMJXRJGH-VWLPUNTISA-N,tecovirimat,MMP7,CHEMBL4073,-4.1192627,False,False,False,False,False
old_production,fixed112_frozen_evidence,CSKDFZIMJXRJGH-VWLPUNTISA-N__CHEMBL4588,CSKDFZIMJXRJGH-VWLPUNTISA-N,tecovirimat,MMP8,CHEMBL4588,-2.710426,False,False,False,False,False
old_production,fixed112_frozen_evidence,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2695,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,remimazolam,PTK2,CHEMBL2695,-11.758429,False,False,False,False,False
old_production,fixed112_frozen_evidence,CYQFCXCEBYINGO-IAGOWNOFSA-N__CHEMBL1827,CYQFCXCEBYINGO-IAGOWNOFSA-N,dronabinol,PDE5A,CHEMBL1827,-1.1134391,False,False,False,False,False
old_production,fixed112_frozen_evidence,CYQFCXCEBYINGO-IAGOWNOFSA-N__CHEMBL2326,CYQFCXCEBYINGO-IAGOWNOFSA-N,dronabinol,CA7,CHEMBL2326,-1.8331895,False,True,False,False,False
old_production,fixed112_frozen_evidence,CYQFCXCEBYINGO-IAGOWNOFSA-N__CHEMBL3535,CYQFCXCEBYINGO-IAGOWNOFSA-N,dronabinol,PDE9A,CHEMBL3535,5.7917366,False,False,False,False,False
old_production,fixed112_frozen_evidence,CYQFCXCEBYINGO-IAGOWNOFSA-N__CHEMBL5705,CYQFCXCEBYINGO-IAGOWNOFSA-N,dronabinol,EGLN3,CHEMBL5705,-1.3887833,False,False,False,False,False
old_production,fixed112_frozen_evidence,DCOPUUMXTXDBNB-UHFFFAOYSA-N__CHEMBL2085,DCOPUUMXTXDBNB-UHFFFAOYSA-N,diclofenac,MIF,CHEMBL2085,-3.9970105,False,False,False,False,False
old_production,fixed112_frozen_evidence,DCOPUUMXTXDBNB-UHFFFAOYSA-N__CHEMBL2252,DCOPUUMXTXDBNB-UHFFFAOYSA-N,diclofenac,CTSC,CHEMBL2252,-6.150523,False,False,False,False,False
old_production,fixed112_frozen_evidence,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL1902,DDOOFTLHJSMHLN-ZQHRPCGSSA-N,ubrogepant,FKBP1A,CHEMBL1902,-2.5074809,False,False,False,False,False
old_production,fixed112_frozen_evidence,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL4393,DDOOFTLHJSMHLN-ZQHRPCGSSA-N,ubrogepant,MMP12,CHEMBL4393,-6.4504566,False,False,False,False,False
old_production,fixed112_frozen_evidence,DEVSOMFAQLZNKR-RJRFIUFISA-N__CHEMBL4005,DEVSOMFAQLZNKR-RJRFIUFISA-N,selinexor,PIK3CA,CHEMBL4005,-1.2322145,False,False,False,False,False
old_production,fixed112_frozen_evidence,DHSUYTOATWAVLW-WFVMDLQDSA-N__CHEMBL2243,DHSUYTOATWAVLW-WFVMDLQDSA-N,cilastatin,FAAH,CHEMBL2243,1.5462888,False,False,False,False,False
old_production,fixed112_frozen_evidence,DIWRORZWFLOCLC-UHFFFAOYSA-N__CHEMBL3729,DIWRORZWFLOCLC-UHFFFAOYSA-N,lorazepam,CA4,CHEMBL3729,-1.2584405,False,False,False,False,False
old_production,fixed112_frozen_evidence,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL1944,DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,MME,CHEMBL1944,-2.820421,False,False,False,False,False
old_production,fixed112_frozen_evidence,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL2973,DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,ROCK2,CHEMBL2973,-1.3899841,True,True,False,False,False
old_production,fixed112_frozen_evidence,DKNWSYNQZKUICI-UHFFFAOYSA-N__CHEMBL220,DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,ACHE,CHEMBL220,6.378995,False,False,False,False,False
old_production,fixed112_frozen_evidence,DRHKJLXJIQTDTD-OAHLLOKOSA-N__CHEMBL205,DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,CA2,CHEMBL205,3.8935926,False,False,False,False,False
old_production,fixed112_frozen_evidence,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL2073,DYLUUSLLRIQKOE-UHFFFAOYSA-N,enasidenib,YES1,CHEMBL2073,-10.7425375,False,False,False,False,False
old_production,fixed112_frozen_evidence,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL258,DYLUUSLLRIQKOE-UHFFFAOYSA-N,enasidenib,LCK,CHEMBL258,-11.695739,True,True,False,False,False
old_production,fixed112_frozen_evidence,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL262,DYLUUSLLRIQKOE-UHFFFAOYSA-N,enasidenib,GSK3B,CHEMBL262,-9.444656,True,True,False,False,False
old_production,fixed112_frozen_evidence,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL3234,DYLUUSLLRIQKOE-UHFFFAOYSA-N,enasidenib,HCK,CHEMBL3234,-11.995819,False,False,False,False,False
old_production,fixed112_frozen_evidence,FAEKWTJYAYMJKF-QHCPKHFHSA-N__CHEMBL2034,FAEKWTJYAYMJKF-QHCPKHFHSA-N,repaglinide,NR3C1,CHEMBL2034,0.05980759,False,False,False,False,False
old_production,fixed112_frozen_evidence,FBOUYBDGKBSUES-VXKWHMMOSA-N__CHEMBL1944,FBOUYBDGKBSUES-VXKWHMMOSA-N,solifenacin,MME,CHEMBL1944,-4.164244,False,False,False,False,False
old_production,fixed112_frozen_evidence,FBOUYBDGKBSUES-VXKWHMMOSA-N__CHEMBL205,FBOUYBDGKBSUES-VXKWHMMOSA-N,solifenacin,CA2,CHEMBL205,-0.37139595,False,False,False,False,False
old_production,fixed112_frozen_evidence,FBOUYBDGKBSUES-VXKWHMMOSA-N__CHEMBL261,FBOUYBDGKBSUES-VXKWHMMOSA-N,solifenacin,CA1,CHEMBL261,0.006531624,False,False,False,False,False
old_production,fixed112_frozen_evidence,FBOUYBDGKBSUES-VXKWHMMOSA-N__CHEMBL5141,FBOUYBDGKBSUES-VXKWHMMOSA-N,solifenacin,CYP26A1,CHEMBL5141,-4.106183,False,False,False,False,False
old_production,fixed112_frozen_evidence,FDLYAMZZIXQODN-UHFFFAOYSA-N__CHEMBL1974,FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,FLT3,CHEMBL1974,-9.6043005,False,False,False,False,False
old_production,fixed112_frozen_evidence,FDLYAMZZIXQODN-UHFFFAOYSA-N__CHEMBL258,FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,LCK,CHEMBL258,-9.78363,False,False,False,False,False
old_production,fixed112_frozen_evidence,FDLYAMZZIXQODN-UHFFFAOYSA-N__CHEMBL267,FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,SRC,CHEMBL267,-8.970907,False,False,False,False,False
old_production,fixed112_frozen_evidence,FDLYAMZZIXQODN-UHFFFAOYSA-N__CHEMBL4898,FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,NTRK2,CHEMBL4898,-9.591804,False,False,False,False,False
old_production,fixed112_frozen_evidence,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,FGQFOYHRJSUHMR-UHFFFAOYSA-N,lesinurad,UGCG,CHEMBL2063,-10.338042,True,True,False,False,False
old_production,fixed112_frozen_evidence,FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL2722,FIVSJYGQAIEMOC-ZGNKEGEESA-N,rolapitant,CYP11B2,CHEMBL2722,-3.788457,False,False,False,False,False
old_production,fixed112_frozen_evidence,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL1902,FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,FKBP1A,CHEMBL1902,-2.7533293,False,False,False,False,False
old_production,fixed112_frozen_evidence,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL5366,FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,PARP2,CHEMBL5366,-5.696945,True,True,False,False,False
old_production,fixed112_frozen_evidence,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2023,FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,COMT,CHEMBL2023,-5.8003626,False,False,False,False,False
old_production,fixed112_frozen_evidence,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,MAOB,CHEMBL2039,-0.79047686,True,True,False,False,False
old_production,fixed112_frozen_evidence,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL4523510,FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,CYP46A1,CHEMBL4523510,-5.7796593,False,False,False,False,False
old_production,fixed112_frozen_evidence,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL4791,FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,ECE1,CHEMBL4791,-4.737808,False,False,False,False,False
old_production,fixed112_frozen_evidence,FYDWDCIFZSGNBU-UHFFFAOYSA-N__CHEMBL2243,FYDWDCIFZSGNBU-UHFFFAOYSA-N,revefenacin,FAAH,CHEMBL2243,-1.4098744,False,False,False,False,False
old_production,fixed112_frozen_evidence,FYDWDCIFZSGNBU-UHFFFAOYSA-N__CHEMBL2821,FYDWDCIFZSGNBU-UHFFFAOYSA-N,revefenacin,F12,CHEMBL2821,-3.6461756,False,False,False,False,False
old_production,fixed112_frozen_evidence,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL242,GCKFUYQCUCGESZ-BPIQYHPVSA-N,etonogestrel,ESR2,CHEMBL242,-0.9418657,True,True,False,False,False
old_production,fixed112_frozen_evidence,GDLBFKVLRPITMI-UHFFFAOYSA-N__CHEMBL1844,GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide,CSF1R,CHEMBL1844,-9.900245,True,True,False,False,False
old_production,fixed112_frozen_evidence,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2252,GKCBAIGFKIBETG-UHFFFAOYSA-N,tetracaine,CTSC,CHEMBL2252,-2.770926,True,True,False,False,False
old_production,fixed112_frozen_evidence,GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL2326,GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,CA7,CHEMBL2326,1.4826357,True,True,False,False,False
old_production,fixed112_frozen_evidence,GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL3729,GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,CA4,CHEMBL3729,2.1160681,True,True,False,False,False
old_production,fixed112_frozen_evidence,GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL4073,GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,MMP7,CHEMBL4073,-4.560525,False,False,False,False,False
old_production,fixed112_frozen_evidence,GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL4588,GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,MMP8,CHEMBL4588,-2.1439638,False,False,False,False,False
old_production,fixed112_frozen_evidence,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,GOTYRUGSSMKFNF-UHFFFAOYSA-N,lenalidomide,HDAC11,CHEMBL3310,-5.585743,True,True,False,False,False
old_production,fixed112_frozen_evidence,GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL4005,GPXBXXGIAQBQNI-UHFFFAOYSA-N,vemurafenib,PIK3CA,CHEMBL4005,-4.324337,True,True,False,False,False
old_production,fixed112_frozen_evidence,GXJABQQUPOEUTA-RDJZCZTQSA-N__CHEMBL1902,GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,FKBP1A,CHEMBL1902,-3.817602,False,False,False,False,False
old_production,fixed112_frozen_evidence,GXJABQQUPOEUTA-RDJZCZTQSA-N__CHEMBL262,GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,GSK3B,CHEMBL262,-10.39328,False,False,False,False,False
old_production,fixed112_frozen_evidence,GXJABQQUPOEUTA-RDJZCZTQSA-N__CHEMBL3116,GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,CDK9,CHEMBL3116,-4.9194546,False,False,False,False,False
old_production,fixed112_frozen_evidence,GXJABQQUPOEUTA-RDJZCZTQSA-N__CHEMBL3310,GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,HDAC11,CHEMBL3310,4.7754536,False,False,False,False,False
old_production,fixed112_frozen_evidence,GYQYAJJFPNQOOW-UHFFFAOYSA-N__CHEMBL1993,GYQYAJJFPNQOOW-UHFFFAOYSA-N,gilteritinib,DNMT1,CHEMBL1993,-6.542365,False,False,False,False,False
old_production,fixed112_frozen_evidence,GYQYAJJFPNQOOW-UHFFFAOYSA-N__CHEMBL4005,GYQYAJJFPNQOOW-UHFFFAOYSA-N,gilteritinib,PIK3CA,CHEMBL4005,-4.2579875,False,False,False,False,False
old_production,fixed112_frozen_evidence,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,HGVDHZBSSITLCT-JLJPHGGASA-N,edoxaban,F7,CHEMBL3991,-1.5702026,True,True,False,False,False
old_production,fixed112_frozen_evidence,HJBWBFZLDZWPHF-UHFFFAOYSA-N__CHEMBL1978,HJBWBFZLDZWPHF-UHFFFAOYSA-N,apalutamide,CYP19A1,CHEMBL1978,-3.283071,False,False,False,False,False
old_production,fixed112_frozen_evidence,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL286,HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,REN,CHEMBL286,-4.500189,False,False,False,False,False
old_production,fixed112_frozen_evidence,HTIQEAQVCYTUBX-UHFFFAOYSA-N__CHEMBL286,HTIQEAQVCYTUBX-UHFFFAOYSA-N,amlodipine,REN,CHEMBL286,-3.5328457,False,False,False,False,False
old_production,fixed112_frozen_evidence,HTIQEAQVCYTUBX-UHFFFAOYSA-N__CHEMBL3535,HTIQEAQVCYTUBX-UHFFFAOYSA-N,amlodipine,PDE9A,CHEMBL3535,-3.5054028,False,False,False,False,False
old_production,fixed112_frozen_evidence,HUNGUWOZPQBXGX-UHFFFAOYSA-N__CHEMBL1824,HUNGUWOZPQBXGX-UHFFFAOYSA-N,tirbanibulin,ERBB2,CHEMBL1824,-5.2024946,False,False,False,False,False
old_production,fixed112_frozen_evidence,HUNGUWOZPQBXGX-UHFFFAOYSA-N__CHEMBL2722,HUNGUWOZPQBXGX-UHFFFAOYSA-N,tirbanibulin,CYP11B2,CHEMBL2722,-3.287319,False,False,False,False,False
old_production,fixed112_frozen_evidence,HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL4282,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,talazoparib,AKT1,CHEMBL4282,-4.691168,False,False,False,False,False
old_production,fixed112_frozen_evidence,HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL5608,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,talazoparib,NTRK3,CHEMBL5608,-8.648638,False,False,False,False,False
old_production,fixed112_frozen_evidence,HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL5705,HWXVIOGONBBTBY-ONEGZZNKSA-N,pacritinib,EGLN3,CHEMBL5705,-4.365677,False,False,False,False,False
old_production,fixed112_frozen_evidence,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3439,HYHMLYSLQUKXKP-UHFFFAOYSA-N,bempedoic acid,ENPEP,CHEMBL3439,-2.6386282,False,False,False,False,False
old_production,fixed112_frozen_evidence,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2007,IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,PDGFRA,CHEMBL2007,-4.2827244,False,False,False,False,False
old_production,fixed112_frozen_evidence,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,UGCG,CHEMBL2063,-5.380064,True,True,False,False,False
old_production,fixed112_frozen_evidence,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL279,IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,KDR,CHEMBL279,-3.911849,False,False,False,False,False
old_production,fixed112_frozen_evidence,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL3045,IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,PRKCB,CHEMBL3045,-10.1817,False,False,False,False,False
old_production,fixed112_frozen_evidence,IAVUPMFITXYVAF-XPUUQOCRSA-N__CHEMBL1994,IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,NR3C2,CHEMBL1994,5.766736,False,False,False,False,False
old_production,fixed112_frozen_evidence,IAVUPMFITXYVAF-XPUUQOCRSA-N__CHEMBL208,IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,PGR,CHEMBL208,6.0896587,False,False,False,False,False
old_production,fixed112_frozen_evidence,IAVUPMFITXYVAF-XPUUQOCRSA-N__CHEMBL286,IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,REN,CHEMBL286,3.376762,False,False,False,False,False
old_production,fixed112_frozen_evidence,IKENVDNFQMCRTR-UHFFFAOYSA-N__CHEMBL1974,IKENVDNFQMCRTR-UHFFFAOYSA-N,conivaptan,FLT3,CHEMBL1974,-8.113655,False,False,False,False,False
old_production,fixed112_frozen_evidence,IKENVDNFQMCRTR-UHFFFAOYSA-N__CHEMBL2243,IKENVDNFQMCRTR-UHFFFAOYSA-N,conivaptan,FAAH,CHEMBL2243,-1.806793,False,False,False,False,False
old_production,fixed112_frozen_evidence,IMOZEMNVLZVGJZ-QGZVFWFLSA-N__CHEMBL2189110,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,apremilast,EZH2,CHEMBL2189110,-5.5714383,False,False,False,False,False
old_production,fixed112_frozen_evidence,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2326,INJOMKTZOLKMBF-UHFFFAOYSA-N,guanfacine,CA7,CHEMBL2326,-1.0049629,False,False,False,False,False
old_production,fixed112_frozen_evidence,IQVRBWUUXZMOPW-PKNBQFBNSA-N__CHEMBL2063,IQVRBWUUXZMOPW-PKNBQFBNSA-N,istradefylline,UGCG,CHEMBL2063,-8.95999,False,False,False,False,False
old_production,fixed112_frozen_evidence,IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1808,IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,ACE,CHEMBL1808,-4.5005956,False,False,False,False,False
old_production,fixed112_frozen_evidence,IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1902,IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,FKBP1A,CHEMBL1902,-3.6472163,False,False,False,False,False
old_production,fixed112_frozen_evidence,IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1944,IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,MME,CHEMBL1944,-3.3369052,True,True,False,False,False
old_production,fixed112_frozen_evidence,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,TYMS,CHEMBL1952,-4.423008,True,True,False,False,False
old_production,fixed112_frozen_evidence,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL235,JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,PPARG,CHEMBL235,-3.4590952,False,False,False,False,False
old_production,fixed112_frozen_evidence,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL5145,JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,BRAF,CHEMBL5145,-9.856485,False,False,False,False,False
old_production,fixed112_frozen_evidence,JIVPVXMEBJLZRO-UHFFFAOYSA-N__CHEMBL1994,JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,NR3C2,CHEMBL1994,-2.775313,False,False,False,False,False
old_production,fixed112_frozen_evidence,JIVPVXMEBJLZRO-UHFFFAOYSA-N__CHEMBL284,JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,DPP4,CHEMBL284,0.3073261,False,False,False,False,False
old_production,fixed112_frozen_evidence,JIVPVXMEBJLZRO-UHFFFAOYSA-N__CHEMBL286,JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,REN,CHEMBL286,-2.8064115,False,False,False,False,False
old_production,fixed112_frozen_evidence,JIVPVXMEBJLZRO-UHFFFAOYSA-N__CHEMBL288,JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,PDE4D,CHEMBL288,2.2685819,False,False,False,False,False
