stage,arm,variant,ap_mean,ap_std,auroc_mean,auroc_std,target_macro_ap_mean,target_macro_ap_std,drug_macro_ap_mean,drug_macro_ap_std,balanced_query_ap_mean,balanced_query_ap_std,target_p5_mean,target_p5_std,drug_p5_mean,drug_p5_std,target_p20_mean,target_p20_std,drug_p20_mean,drug_p20_std,validation_binding_ap_mean,validation_binding_ap_std,validation_balanced_query_ap_mean,validation_balanced_query_ap_std,validation_activity_ap_mean,validation_activity_ap_std,models
assay_aware,all_inactive,assay,0.8956364942907081,0.013582898324388935,0.8419195686727803,0.014361097353322258,0.6805135901427214,0.028853996446172248,0.5667892327573879,0.01597508171296174,0.6236514114500546,0.013201995464899486,0.6156330749354005,0.020234389612870187,0.5123456790123456,0.030839496288387166,0.5683168316831683,0.0027143208167650476,0.23611111111111113,0.007515416254704833,0.9254797651424836,0.004819623898615316,0.6676014779026027,0.014019638285172853,0.9675043226050195,0.001143137771122807,3
assay_aware,all_inactive,balanced,0.8983561394776297,0.0025431328467202755,0.8379429835340061,0.005328720255887842,0.6682143831038186,0.0033499190678162602,0.5163320407279609,0.006325900701038644,0.5922732119158897,0.004150712648339861,0.6042635658914729,0.008139534883720878,0.4950617283950618,0.014968340312323676,0.5645214521452145,0.002079551676753823,0.2222222222222222,0.005091750772173153,0.9319451637103026,0.006490356551355226,0.6642563985356799,0.006846460379547246,0.9667160666784859,0.002094152773387129,3
assay_aware,all_inactive,regression,0.9053085025212942,0.011517101704367913,0.8468078645836702,0.008856906169620987,0.6774827989086584,0.00760498509052037,0.5392490660314255,0.02499223845975913,0.608365932470042,0.010875855290939882,0.6164082687338501,0.0045256537178648745,0.5160493827160494,0.024660474512886596,0.5679042904290429,0.001874227176831785,0.23222222222222222,0.0050917507721731335,0.9277188342050954,0.013956708948708024,0.6574422144437625,0.017785775205233372,0.968939698741394,0.00045425758273674965,3
assay_aware,all_inactive,rotate150,0.8748293556626358,0.026865894187767483,0.8187738152252728,0.032040701220439206,0.6611246473946734,0.008841599839311475,0.5053506156466662,0.019337373252214737,0.5832376315206699,0.013664029333553684,0.6032299741602067,0.010503327693386464,0.4901234567901234,0.023811483360476504,0.5657590759075908,0.0026726178773507315,0.22611111111111107,0.012509255832441904,0.9140825222443261,0.020892597018161038,0.6534003795712336,0.01135919327577269,0.9601168444884821,0.0026307859140204987,3
assay_aware,kdki_inactive,adapt_from_B,0.9077744200202092,0.008220009079022395,0.8533127825104119,0.01138927603190247,0.6752694827483702,0.019677970763303354,0.5754843996092357,0.01716961400764856,0.6253769411788029,0.013174723076946655,0.6144702842377261,0.015764921199303464,0.5382716049382715,0.017503020837972574,0.5699257425742573,0.0018315159142263658,0.23944444444444446,0.009179284245476883,0.9364485680172442,0.0025780222387547687,0.673131749935839,0.02009381094951953,0.9588008891620016,0.0008274742280250936,3
assay_aware,kdki_inactive,assay,0.9387092698845624,0.013137458564184606,0.8901520872924946,0.014014481724761031,0.7006480081628169,0.010701705962993495,0.5669572757256839,0.02511140461666106,0.6338026419442505,0.01720976891333295,0.6421188630490956,0.009465091941804827,0.5407407407407407,0.01924500897298753,0.5765676567656765,0.0011161509289165283,0.25666666666666665,0.007264831572567824,0.9525324882482188,0.0032970300741679785,0.6911530911704181,0.01146524168752268,0.8389649824262583,0.006002850119016017,3
assay_aware,kdki_inactive,balanced,0.9353988824636236,0.008213300203774691,0.8928656372953735,0.01125092549983313,0.6925456236013233,0.013278984170422482,0.5963141906944897,0.0242301040265138,0.6444299071479065,0.016873026486640397,0.6381136950904392,0.0078034464447242664,0.5567901234567901,0.023811483360476383,0.5758250825082508,0.0009613184981626592,0.25555555555555554,0.014938144066387484,0.9591611946585034,0.003533484561684379,0.7054942340859586,0.006219807619707932,0.8315053472933296,0.001354446143654502,3
assay_aware,kdki_inactive,continue_A,0.9367665969729883,0.014710820183400966,0.8886126315335979,0.01802126020519235,0.7010473791296393,0.011176998520426204,0.574320103356572,0.030765213691209558,0.6376837412431057,0.01863606680274041,0.6397932816537467,0.009990180063164395,0.54320987654321,0.01900593125721066,0.5753300330033003,0.0013688663385344345,0.24777777777777776,0.01750661250732081,0.9499251818801486,0.004987783258674119,0.6842786684307972,0.012476078450574217,0.8377655871253605,0.004963130281842633,3
assay_aware,kdki_inactive,regression,0.9262550968445642,0.006883845967130148,0.875451760141432,0.006225345098941879,0.6941846133489822,0.01081400704090437,0.5382043896958612,0.030371267009729818,0.6161945015224216,0.010018401164389259,0.6351421188630492,0.006649668853983326,0.5160493827160494,0.03235887017797813,0.5750412541254125,0.00031146181663661913,0.23944444444444446,0.005091750772173178,0.9480787030891475,0.004684149954923806,0.6983078374581027,0.014592754967582132,0.840036607874198,0.0034545753669461016,3
assay_aware,kdki_inactive,rotate150,0.9236242936422254,0.010678976840029851,0.8803521230203741,0.007691632151781999,0.6983418796741532,0.01595433884493904,0.5682144833308823,0.022623860714798737,0.6332781815025178,0.01812775295712748,0.6392764857881138,0.011242537425223307,0.5395061728395062,0.00855333732132781,0.5771452145214521,0.0018034235143890096,0.26666666666666666,0.006666666666666668,0.9472492263151501,0.006007069883130858,0.7053119058258939,0.012172031163593418,0.8314365962632245,0.0014371538173434735,3
fixed_6000,all_inactive,binary,0.9087139780524981,0.003079133017769469,0.8494039082985804,0.009850837000954488,0.658396663511089,0.007104484375041423,0.5604232331910474,0.02953306840218722,0.6094099483510682,0.01573670717619662,0.601937984496124,0.006987502471829448,0.5222222222222223,0.03291923858265039,0.5668729372937293,0.004049003616275521,0.2233333333333333,0.01589898669028244,,,,,,,3
fixed_6000,kdki_inactive,binary,0.9356757986146437,0.006472262793659923,0.8873616943414472,0.00763158672944843,0.6795512529037605,0.014770140971370775,0.5760242701953873,0.024118731829475163,0.6277877615495738,0.019442148682925806,0.6257105943152456,0.010109767524284082,0.5481481481481482,0.024286809349266646,0.5712458745874587,0.0015671138542263292,0.23555555555555552,0.015396007178390013,,,,,,,3
legacy,legacy,mean_logits,0.8884596473624777,,0.7914427366125673,,0.8054812909823842,,0.499788564696762,,0.6526349278395731,,0.6523255813953488,,0.48148148148148157,,0.5600247524752475,,0.24000000000000005,,,,,,,,1
multitask,all_inactive,binary,0.917034670291831,0.011248501961607649,0.8623364146273982,0.004934434563278436,0.6568858359575498,0.0026679108296134347,0.5431991032119643,0.0061634542335692296,0.600042469584757,0.0017500625826472604,0.6058139534883721,0.0036974387651819694,0.5197530864197532,0.007709874072096735,0.5664191419141914,0.00426277103234065,0.2372222222222222,0.01417483424685897,0.9415722427796226,0.007294454937112288,0.6697678416084204,0.00670211508423532,0.9712187484493103,0.00035844308345596974,3
multitask,all_inactive,joint,0.915149164198191,0.011674155122530158,0.8603248009111604,0.014214281786101651,0.6694492775316202,0.012282433399610772,0.5658659753278918,0.017623840407926968,0.617657626429756,0.014573347167985487,0.6149870801033592,0.003473986992183074,0.525925925925926,0.01959815785973771,0.5684818481848185,0.0032304904208665807,0.235,0.0028867513459481273,0.942975017216184,0.0028322819996575493,0.6864024211961177,0.011047855677979836,0.9703607712906752,0.0011469476025628058,3
multitask,all_inactive,rank,0.9152911026719709,0.005471551197514903,0.8674814125519622,0.003064040740889049,0.676666699747747,0.00916294273678845,0.5764682749585265,0.04546838635772484,0.6265674873531367,0.018808618880654174,0.6161498708010336,0.0041444483029316375,0.5271604938271605,0.0262762921651763,0.5712871287128712,0.0013097778767646342,0.24444444444444444,0.023824201824879505,0.9420193778331436,0.005732885539056404,0.6688046850750548,0.00488900429238356,0.9695922336247276,0.000575790658850622,3
multitask,all_inactive,regression,0.9159388110310762,0.012371312101054011,0.8587557175480999,0.01190125339170655,0.6708730445831291,0.0035832512131288227,0.5962110787118198,0.02021900333823193,0.6335420616474745,0.010617709384241857,0.6109819121447029,0.007618358133232857,0.5481481481481482,0.007407407407407418,0.5692244224422441,0.0015913615117150262,0.24111111111111108,0.001924500897298765,0.9424720290361916,0.0028399085946123398,0.6828716635704946,0.009441287476991946,0.9705533710118733,0.002189530356368327,3
multitask,kdki_inactive,binary,0.9555030741111114,0.0034502272926567336,0.9151169231060322,0.003213035019142122,0.6979201832925584,0.004497873949946232,0.6084496892327745,0.013221892438156534,0.6531849362626665,0.0044689353448280015,0.6409560723514213,0.004251804307985585,0.5790123456790124,0.02381148336047649,0.5773102310231023,0.0014765288917634111,0.26333333333333336,0.01322875655532298,0.9642099812469137,0.00230375219409399,0.7045309047192433,0.006106094733707019,0.8371124941097685,0.0037542240975897184,3
multitask,kdki_inactive,joint,0.9468223680616027,0.005082148904567641,0.903524356167336,0.009686708308599105,0.6955815002295954,0.013025107195899749,0.6274077337161538,0.014456686822850012,0.6614946169728745,0.01366031567023456,0.6396640826873384,0.010581702960952585,0.5740740740740741,0.007407407407407418,0.5762376237623762,0.004609213972657512,0.26166666666666666,0.018929694486000907,0.9607699092578897,0.004491815859989778,0.7078103087967286,0.006424848595970063,0.8393864056631898,0.004479317709134768,3
multitask,kdki_inactive,rank,0.9286203860281527,0.010556416652058365,0.8847988720563107,0.009075607262131996,0.6835893983120482,0.012638541100730502,0.5967746565989646,0.00782381066412733,0.6401820274555065,0.004510366720203196,0.6279069767441859,0.01411938418611385,0.562962962962963,0.00979907892986889,0.573556105610561,0.0026263686538609008,0.24555555555555555,0.0025458753860866,0.9572967814349469,0.00400312946392656,0.7030662195383828,0.004315284934390127,0.8358834147545631,0.007636369460669319,3
multitask,kdki_inactive,regression,0.945573734571855,0.0038590690360949943,0.9028962898077492,0.0051319015803710484,0.6883122101466487,0.002083288090385909,0.5982000271606568,0.01377317388155759,0.6432561186536527,0.007101703527453448,0.6303617571059431,0.0021347172663899734,0.5617283950617284,0.01670092501045513,0.5745049504950495,0.0015208175405253095,0.24833333333333332,0.005000000000000025,0.9626343094286494,0.0034729633672533973,0.707142564891604,0.00394812305436421,0.8412692250364996,0.002309720761266649,3
