direction,query,pairs,positive,negative,random_ap,random_p5
target_to_drug,SEQ:f85202b5d75177e17ae2f6ce9634dd0f5a12ba04f3d22ab75c2febd126f075bf,11,9,2,0.8549068608159518,0.8181818181818182
target_to_drug,SEQ:f9e4438a973a786f57d02eedc556f473ed5c6c4884d83dba60819418c48036d5,99,76,23,0.7775798477536292,0.7676767676767676
target_to_drug,SEQ:fa0f51b852fae4a327f922aba11d77ccc6b9056ed7cde130b6e2de5dda96c497,214,193,21,0.9041476032751107,0.9018691588785047
target_to_drug,SEQ:fb1c78adff4cb9c0445896aaa573d37db2028216372a8fbe7616fc184df2c1b9,19,3,16,0.2770872354219266,0.15789473684210525
target_to_drug,SEQ:fb48ccd01a60e546ad61b65c2cf6d4c0ee5f01676b2269d325eda771a28c8eea,27,20,7,0.7695729305879837,0.7407407407407407
target_to_drug,SEQ:fb619a5b2a22bab98d1ec43db4cd85b129d53b99bbc0c2ca00a44fdd421828ab,21,12,9,0.6281148293877727,0.5714285714285714
target_to_drug,SEQ:fb8da08246dc330fe0eb723207d7b2cdeb217624326ca1b60f695572e8614ecb,10,6,4,0.685731922398589,0.6
target_to_drug,SEQ:fc7e217443f8e66fc4af3971109e40c570f998fb293d1bf4f799cffcc127e76b,43,23,20,0.5719822660088796,0.5348837209302325
target_to_drug,SEQ:fd1d7c74a3dfed65d3084eebd2e21e15fa9d7137233e72bfca1515bb01aa3c34,89,25,64,0.31416922975883477,0.2808988764044944
target_to_drug,SEQ:fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d,62,26,36,0.45469226440031174,0.41935483870967744
target_to_drug,SEQ:fe2930abb301c4c1816d163e3c476bed9258cb061f9c3f951b79334ec4cfabd3,43,40,3,0.935797339901332,0.9302325581395349
target_to_drug,SEQ:fe76404c5e0db4b161b830fbcbffabe5f6574550ded0cfdf7f3c45837c165164,10,6,4,0.685731922398589,0.6
target_to_drug,SEQ:fee687778a3f8e1209fc64cb4c55875b5a9f68b1e5346d315d4a2accf8ef313c,20,8,12,0.4820338839098005,0.4
target_to_drug,SEQ:fff13b41ef65181ecfd036c714d8c453d73781b4e2a5bd73a6cbe02d9829fb19,151,129,22,0.8587704930823137,0.8543046357615894
drug_to_target,ALRBWNXPNRLJKC-UHFFFAOYSA-N,11,10,1,0.9274534304079758,0.9090909090909091
drug_to_target,AUBRGAXHAIBSRT-UHFFFAOYSA-N,12,11,1,0.9326000808955354,0.9166666666666666
drug_to_target,AWIYLVWAILOVMX-UHFFFAOYSA-N,12,10,2,0.865200161791071,0.8333333333333334
drug_to_target,BKWJAKQVGHWELA-UHFFFAOYSA-N,292,11,281,0.05505162065176053,0.03767123287671233
drug_to_target,BXNJHAXVSOCGBA-UHFFFAOYSA-N,15,5,10,0.4437251901537616,0.3333333333333333
drug_to_target,DFJSJLGUIXFDJP-UHFFFAOYSA-N,282,7,275,0.04294119346856194,0.024822695035460994
drug_to_target,DRCWJTXHIZFXIO-UHFFFAOYSA-N,10,5,5,0.6071649029982363,0.5
drug_to_target,DUGAXFUVLZBESY-WCQYABFASA-N,39,3,36,0.15595651106728037,0.07692307692307693
drug_to_target,DYNHJHQFHQTFTP-UHFFFAOYSA-N,268,34,234,0.14377264959883257,0.12686567164179105
drug_to_target,FYSRKRZDBHOFAY-UHFFFAOYSA-N,290,5,285,0.035090247279025925,0.017241379310344827
drug_to_target,GEFRGFSOXCXXSZ-UHFFFAOYSA-N,10,6,4,0.685731922398589,0.6
drug_to_target,GIIZNNXWQWCKIB-UHFFFAOYSA-N,12,10,2,0.865200161791071,0.8333333333333334
drug_to_target,GOIXEVXDQZBSIL-UHFFFAOYSA-N,12,1,11,0.25860088985088986,0.08333333333333333
drug_to_target,HUFOZJXAKZVRNJ-UHFFFAOYSA-N,267,7,260,0.04513034428089114,0.026217228464419477
drug_to_target,HWGSTWOVRDYFSO-VAVNGKDRSA-N,34,2,32,0.14775643466511035,0.058823529411764705
drug_to_target,HWKROQUZSKPIKQ-MRXNPFEDSA-N,17,7,10,0.5014541368617925,0.4117647058823529
drug_to_target,IGLDOHLJJIKASI-UHFFFAOYSA-N,12,11,1,0.9326000808955354,0.9166666666666666
drug_to_target,JCINBYQJBYJGDM-UHFFFAOYSA-N,288,1,287,0.021673302956443992,0.003472222222222222
drug_to_target,JJWLXRKVUJDJKG-VIFPVBQESA-N,259,3,256,0.03125930209333861,0.011583011583011582
drug_to_target,KJWRYKGBTQVLKK-UHFFFAOYSA-N,12,4,8,0.4608006471642835,0.3333333333333333
drug_to_target,KWQRIWDMNAKJAF-UHFFFAOYSA-N,38,3,35,0.15930054798388138,0.07894736842105263
drug_to_target,LCJSVVCXJQEDOV-UHFFFAOYSA-N,10,3,7,0.4500308641975308,0.3
drug_to_target,LOGYUXUBXWIFBI-UHFFFAOYSA-N,10,3,7,0.4500308641975308,0.3
drug_to_target,LPFWVDIFUFFKJU-UHFFFAOYSA-N,261,7,254,0.04607260892517118,0.02681992337164751
drug_to_target,MCUJKPPARUPFJM-UWCCDQBKSA-N,278,9,269,0.0505620940749498,0.03237410071942446
drug_to_target,MNMQBQOLMHVBJT-UHFFFAOYSA-N,21,2,19,0.21490908426307584,0.09523809523809523
drug_to_target,MWKSRKSEWLRPBL-UHFFFAOYSA-N,1488,1063,425,0.7157037354393404,0.7143817204301075
drug_to_target,MYQAUKPBNJWPIE-UHFFFAOYSA-N,373,4,369,0.025350611391573644,0.010723860589812333
drug_to_target,OHCPINQLTJGNRS-FUHWJXTLSA-N,34,6,28,0.25428688033197155,0.17647058823529413
drug_to_target,OONFNUWBHFSNBT-HXUWFJFHSA-N,284,3,281,0.02884155913431546,0.01056338028169014
drug_to_target,OWBFCJROIKNMGD-BQYQJAHWSA-N,286,2,284,0.025232819743148432,0.006993006993006993
drug_to_target,PBFDUYRSNDQIDN-UHFFFAOYSA-N,29,13,16,0.5066335723662474,0.4482758620689655
drug_to_target,PSPFQEBFYXJZEV-UHFFFAOYSA-N,353,10,343,0.043359428300439415,0.028328611898016998
drug_to_target,PVXOGRBWNHUOLQ-UHFFFAOYSA-N,10,5,5,0.6071649029982363,0.5
drug_to_target,QBFWPSYDISFIKC-UHFFFAOYSA-N,12,11,1,0.9326000808955354,0.9166666666666666
drug_to_target,RGVBFCBKZDWNNA-UHFFFAOYSA-N,10,5,5,0.6071649029982363,0.5
drug_to_target,RKWDVSIOPVQNEF-UHFFFAOYSA-N,11,10,1,0.9274534304079758,0.9090909090909091
drug_to_target,RUQQBOVFRBIOBE-UHFFFAOYSA-N,12,4,8,0.4608006471642835,0.3333333333333333
drug_to_target,SETFNECMODOHTO-UHFFFAOYSA-N,10,9,1,0.9214329805996473,0.9
drug_to_target,SFPSQBFPUCFLEZ-UHFFFAOYSA-N,11,9,2,0.8549068608159518,0.8181818181818182
drug_to_target,SGUZNMAAJVIZHU-UHFFFAOYSA-N,15,14,1,0.9443725190153762,0.9333333333333333
drug_to_target,UBPYILGKFZZVDX-UHFFFAOYSA-N,393,90,303,0.23992798717064234,0.22900763358778625
drug_to_target,ULXXDDBFHOBEHA-CWDCEQMOSA-N,286,10,276,0.052691050172918905,0.03496503496503497
drug_to_target,UXXQOJXBIDBUAC-UHFFFAOYSA-N,452,7,445,0.027912120636703203,0.015486725663716814
drug_to_target,UYBRROMMFMPJAN-UHFFFAOYSA-N,11,7,4,0.7098137216319034,0.6363636363636364
drug_to_target,VRBKIVRKKCLPHA-UHFFFAOYSA-N,20,19,1,0.9568361569924834,0.95
drug_to_target,XGALLCVXEZPNRQ-UHFFFAOYSA-N,443,12,431,0.03957281592713325,0.02708803611738149
drug_to_target,XQVVPGYIWAGRNI-JOCHJYFZSA-N,292,7,285,0.04160039816993506,0.023972602739726026
drug_to_target,XZXHXSATPCNXJR-ZIADKAODSA-N,271,23,248,0.10243176487146026,0.08487084870848709
drug_to_target,YZDFADGMVOSVIX-UHFFFAOYSA-N,38,16,22,0.4715603444470111,0.42105263157894735
drug_to_target,ZHHFTZVFFWFQPP-UHFFFAOYSA-N,11,1,10,0.2745343040797586,0.09090909090909091
drug_to_target,ZHJGWYRLJUCMRT-QGZVFWFLSA-N,294,3,291,0.027981543128636578,0.01020408163265306
drug_to_target,ZRPDKOIUHULZCY-UHFFFAOYSA-N,11,7,4,0.7098137216319034,0.6363636363636364
drug_to_target,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,242,29,213,0.13834454325731843,0.11983471074380166
