direction,query,pairs,positive,negative,random_ap,random_p5
target_to_drug,SEQ:9eb2d159664d9afc30df2e1daa276db8da2fddb25c2d61e634134e86b0336315,12,11,1,0.9326000808955354,0.9166666666666666
target_to_drug,SEQ:9f42fc1aa2a3da7995836475cdd401e9911a26c7aba9aab1672188740a0ff14e,130,128,2,0.9851459262180401,0.9846153846153847
target_to_drug,SEQ:9f9ef98bc0b8004addaa83abf0e75c47c14e8a65550330ba091ba07f5bf1d7f7,13,11,2,0.8741042789119712,0.8461538461538461
target_to_drug,SEQ:a0818bc319497dcbb5bf8500e21505f4bb6b530a458eecdf022cf9160bbfaa4c,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:a25f82cd1b4be74e9b43bdc43c058fe9ce987dc011b712f1ce43a21e4d45d0a4,24,3,21,0.23060710458844863,0.125
target_to_drug,SEQ:a27be177305f105d5f37964696633b0be97f84d76d9ce2ee04747e0896f1fbcb,27,5,22,0.275800638990806,0.18518518518518517
target_to_drug,SEQ:a2963df65dc7cefae912a2fb6386361168cbbd16286ced93066833e396c01634,23,1,22,0.16236050048203654,0.043478260869565216
target_to_drug,SEQ:a3095681f690b2ae6282a9116df5485f601548b49602ebf94ef3c4eff4d99b55,46,44,2,0.9598228862280059,0.9565217391304348
target_to_drug,SEQ:a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,59,29,30,0.5236400094648019,0.4915254237288136
target_to_drug,SEQ:a4780e73fe10f77f1f3acbdc06a6a1f15d098c27a3794d4d1b8bab2ca058898e,22,2,20,0.2073945129964188,0.09090909090909091
target_to_drug,SEQ:a5738db82a0d8d4b3b1be01d61879e9adcd8fef0377366ac0d930a850c227edc,56,50,6,0.8998924727690583,0.8928571428571429
target_to_drug,SEQ:a5f256fc653515d110f6dd48ad55b8ea21bf6d45af33b7f5c182c6c31455b636,11,7,4,0.7098137216319034,0.6363636363636364
target_to_drug,SEQ:a7001577aa879ab33c257f22bf187999ac0e4031ae5d1dd03ea40d1268bd1f5f,23,2,21,0.20043502318739853,0.08695652173913043
target_to_drug,SEQ:a7eb891318c7b005cda821c06bad05258265ef15f81cf44f14afece0ba58b63e,19,2,17,0.23190518763579707,0.10526315789473684
target_to_drug,SEQ:a865eb88e9d38d1113581e1982794bf124434ae60b97220ecdb4f06d1a0ab662,30,26,4,0.8804367224410133,0.8666666666666667
target_to_drug,SEQ:a8e0cdc8a5a5db9f7469a7df9b818a34de186d15c3da290d24f6c66d939fae19,19,1,18,0.18672313984966749,0.05263157894736842
target_to_drug,SEQ:a9754aa0eed81bf0e9e2fd8ef8d35d6f3d58f467b794f3e3b2a3037373e0c7ad,412,393,19,0.9545117850742649,0.9538834951456311
target_to_drug,SEQ:a9d70e6dd79a9d6d5fef6772b08efb426eba56ffbc49737c550220e71c521746,103,87,16,0.8510821110484238,0.8446601941747572
target_to_drug,SEQ:a9dd7027d2dab50fda77e364f8c136b415753786ed22fe73ae60a21b61e5120f,23,1,22,0.16236050048203654,0.043478260869565216
target_to_drug,SEQ:aa54247704f55ea2a11e5e339c873318fa24bfd23de6d43aa67e2f416e2b8e82,11,1,10,0.2745343040797586,0.09090909090909091
target_to_drug,SEQ:aad72692f5e6e29296d01021beff2ae5bcb9cce5b76df133e2ab0f607ad38ac9,30,10,20,0.40218361220506643,0.3333333333333333
target_to_drug,SEQ:ac31bf5f0ecf82bc4a361efd78b100a53f99259b1379286c4326a1d2d7476aaf,10,7,3,0.7642989417989418,0.7
target_to_drug,SEQ:acb6bfceb028a3ae5829248426f3ea5eb5863b320d20d32d78a5fa3bcb55f7fe,33,11,22,0.39768329636957395,0.3333333333333333
target_to_drug,SEQ:acd1c3790427993ba8eea8553653c4d23fb6fe8590d065f65035e0aab0301c0a,65,58,7,0.8986333963061618,0.8923076923076924
target_to_drug,SEQ:ae4bec2bfca43ca7d2a710719dd5f37743d7f00519ebc45616d9c09a6d0b27cd,10,7,3,0.7642989417989418,0.7
target_to_drug,SEQ:aeca0a294df43463a7099f3b4a32a0ea7ea764c1d3618a592586756187ed801c,22,1,21,0.16776423864623977,0.045454545454545456
target_to_drug,SEQ:af1da04ff0aec04b89f2c4605eb222fc00ba4b5fdb08b537f284cac275b33a17,60,54,6,0.9062370684965284,0.9
target_to_drug,SEQ:af987650896002d008d596b93aa829ede1afa3e3b9ed769b9a8f70afd7be25d0,17,12,5,0.7507270684308963,0.7058823529411765
target_to_drug,SEQ:b04020d6a298b87e7e20c83b346f59825468dc2001355b699e4b91d67d9bea6c,37,24,13,0.6798953610433046,0.6486486486486487
target_to_drug,SEQ:b1145f7221920a6ebbaba4b030af3d5df9b1df69d37f2a656aa2640c37336aa4,11,9,2,0.8549068608159518,0.8181818181818182
target_to_drug,SEQ:b21f1f7568d77ddb23a172b8a3bb4da575c8edeb865254dd2e0a84618bf90080,34,32,2,0.9467347771665694,0.9411764705882353
target_to_drug,SEQ:b236d1c797f666e42b44dfc78e3cbe60c7481442160113a1c25bbf3ee3309d78,20,19,1,0.9568361569924834,0.95
target_to_drug,SEQ:b263b22b3360761991316e48cb14cbf385b45dfebf9f369fcadc77201ad72e9e,27,25,2,0.9341636944537096,0.9259259259259259
target_to_drug,SEQ:b334e4cd83e682dc2f4f274c4e543c125f5b1e3f099af3f5f4f71a9e983f6689,23,2,21,0.20043502318739853,0.08695652173913043
target_to_drug,SEQ:b43db80f7a2a9a1a5499909e2cd5fab0a2376b5a8fb9dfbe694828f9de6e91fa,49,45,4,0.9242843628202881,0.9183673469387755
target_to_drug,SEQ:b4dde59d09a72762757501a659d62a606d41edfe4669447bd0f8030fd7f8497e,33,12,21,0.42506132835277516,0.36363636363636365
target_to_drug,SEQ:b5e7ca71ef5af9ce9e3ffc10eebc77b2bb95d592400670484ee596f06be68e78,75,40,35,0.5579364769494336,0.5333333333333333
target_to_drug,SEQ:b660eba59ba780ead0e00597a62e12de788de08b05945f57b4a395943b46a036,24,7,17,0.377158132285887,0.2916666666666667
target_to_drug,SEQ:b75060695513d21ac502da540921882c3e99fd716a491e99f6757d7b78b3c62b,372,315,57,0.8490446832244402,0.8467741935483871
target_to_drug,SEQ:b7c5362c168b0a1efb482e33444363f383ebfedc7cbf97406491bbca73a78b70,26,25,1,0.9659298764864848,0.9615384615384616
target_to_drug,SEQ:b88c2444ebf7a4983eb5d42f0e911a7c726767ab25d09aeaf5a7b0b760e820eb,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:b89a34e8176a3aa843db2f9bb6c1a9011b7179891282e17e8dea7ac94fe76c1b,10,6,4,0.685731922398589,0.6
target_to_drug,SEQ:b94221f783eb87845713fd033590015677926a71ee9010789aeb11e63c50cbd0,87,62,25,0.7261723466329778,0.7126436781609196
target_to_drug,SEQ:b988033ce3865dd511193da531f612e7bfe6b7f6c3b4a73a4e14af316c587916,63,54,9,0.8657333315753588,0.8571428571428571
target_to_drug,SEQ:bc389b758c19f1d32f942839e8c94698ba1429dad6237bc90f8198b164cff6d2,35,29,6,0.8444375533731943,0.8285714285714286
target_to_drug,SEQ:bd65d9ee0f06d8b5a3bd439e675adb40ddfe5d83aa100e62fd04f3da7a9520e3,22,2,20,0.2073945129964188,0.09090909090909091
target_to_drug,SEQ:be19ce51c4f3249082c6b7afdfafccaeace5a2a13254f2238c619aeebf5300c4,13,10,3,0.8111564183679568,0.7692307692307693
target_to_drug,SEQ:beec7f48b884ff00dab1aa4e52663858ce7c00a8499385c4008b88cd8c058176,12,11,1,0.9326000808955354,0.9166666666666666
target_to_drug,SEQ:bef6f3ed8ba05069a93adb66da0929b672f424a3f7b6fe3f8c6b4ce2ffadc2f1,12,9,3,0.7978002426866063,0.75
target_to_drug,SEQ:bf25d3f0fd9d470ba619e2f277923574a25c5048b01c17daa7fe044e8ab1ae98,35,13,22,0.42960436236837896,0.37142857142857144
target_to_drug,SEQ:bf5ccc817349256c1c2f16dd66d61bfcd29ac4897fdead01d85e01cd84e33670,137,117,20,0.8588459014446591,0.8540145985401459
target_to_drug,SEQ:bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,34,8,26,0.30755210316540216,0.23529411764705882
target_to_drug,SEQ:bfece1ec659b83c63d328549ee62fe01431c4bc64ee08b51234078eef2b726e1,58,54,4,0.9354461640577649,0.9310344827586207
target_to_drug,SEQ:c023f2020521997be8fb42b34e324939a1a257be4409046970b282871a5aab88,21,15,6,0.7520765529251818,0.7142857142857143
target_to_drug,SEQ:c03733fc6f7569b39bc39c3dc02c986311ac0268b2298e8693221c722cff6861,18,15,3,0.8577951772372188,0.8333333333333334
target_to_drug,SEQ:c13d37af6faff778f0accb8f22fdcf409a0b2ae0c9b44d6a695e5047e99ab478,20,1,19,0.17988698285718413,0.05
target_to_drug,SEQ:c160dfbcae088ee365d25ba3326865d0c637568163f94bc925ab52e027d20a9d,11,2,9,0.34708087367178275,0.18181818181818182
target_to_drug,SEQ:c17cbbd68c27235daefe2b9862da81fedd3a349c2589358be6a4b8f13cd12b63,23,9,14,0.46695668212493235,0.391304347826087
target_to_drug,SEQ:c1c101b738eca478ffaa196b2d78ff3e3f458a1c435f855b3daeee103e85eedb,52,33,19,0.6599633616377267,0.6346153846153846
target_to_drug,SEQ:c1d8460d5126247ab038e25728de72367a0b8b3a5cad88ce58627800b516b936,24,7,17,0.377158132285887,0.2916666666666667
target_to_drug,SEQ:c1e8f6aca3c3b64ebe03e5c2dfff0f224679af93562c365d090a3da723be87e2,50,47,3,0.9442847412306075,0.94
target_to_drug,SEQ:c1fd6a3590b53159505eb6b17dec8d5d5f5e8fbe40b0c075bea4b0b518dcca11,73,72,1,0.9870385290684373,0.9863013698630136
target_to_drug,SEQ:c2605143e7573a8e4485a8559fa67e5a99f862682b894e9c3a1302296f6f5efe,16,11,5,0.7370985206922707,0.6875
target_to_drug,SEQ:c32b38afb23c7581ed66a3a818975cfc2928cc78ecf68da5d94ceb35264a1be8,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:c35bb5e9e47cddd51d5b6c7b26a6c9e911cb7fc572eca4418e4b26bba80100f6,20,1,19,0.17988698285718413,0.05
target_to_drug,SEQ:c394cd014bdeba1d46fb09b8e7d23656d343e6674e20d92f1bb7bb1e2d9032cd,26,24,2,0.9318597529729694,0.9230769230769231
target_to_drug,SEQ:c3baf5e4c92288d25ad70503131c70a7f0709f8687688baf24bb4ecf636ffabd,22,4,18,0.2866550616967769,0.18181818181818182
target_to_drug,SEQ:c3dfe0e37994181ab731ec000de1c10c31af69fdf5883f081bb457654e3a5087,23,19,4,0.8477019091785521,0.8260869565217391
target_to_drug,SEQ:c42f2f950e360257a029879ba55aba893f5ad24ec7286e421329acfa85bd01ac,21,2,19,0.21490908426307584,0.09523809523809523
target_to_drug,SEQ:c47676ac6698565113ec551e7b7cb7b854d46b41c65737d721e2e7e8f24b30ec,20,2,18,0.22305082586470074,0.1
target_to_drug,SEQ:c497f29417b886ff019812f69b1ed95fa872225c9180283496bec6d9ca65f664,311,249,62,0.8040634182845908,0.8006430868167203
target_to_drug,SEQ:c4b68f41bd8eb4cdd61582674c0bdc284c1b7151d85f621a0648163b1f23037d,18,9,9,0.5733855317116563,0.5
target_to_drug,SEQ:c5eb9a7d07a45a0c584c02cb6b592326b039690834a555bfcc71b3ee6ebe8aa1,43,26,17,0.6361849261075476,0.6046511627906976
target_to_drug,SEQ:c6506b4a937e3a2dfb3534c595b075c700a8dc0eb18b8996c0e43cdfec088e1a,22,3,19,0.24702478734659788,0.13636363636363635
target_to_drug,SEQ:c69f49119b50e431a2280c6ee96cd5029c837bcc034b318cb8653d6b4d8c2943,11,6,5,0.6372671520398793,0.5454545454545454
target_to_drug,SEQ:c72476c90452dd73ad751ab8779adf16193d56f690021dd90646abf1fb9cb3e8,21,3,18,0.25622965877554554,0.14285714285714285
target_to_drug,SEQ:c802cb1803b1960858bfa4fb19ac5c2a9e3fb7dd0e2931c4ee808c4caa982122,32,12,20,0.4366632095854137,0.375
target_to_drug,SEQ:c83e73ba314b8c3dec954f6435ab68e30a2539292b3468764292d2a755a7b28d,11,9,2,0.8549068608159518,0.8181818181818182
target_to_drug,SEQ:c91f387d6cb02a8334f17cb2e0cace199ee8f9cb09be580c9af0496c7c0a08a4,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:ca3117b7ef1f999d3539285bb847093bf13954c0f113cb21f99879a94157f27e,23,1,22,0.16236050048203654,0.043478260869565216
target_to_drug,SEQ:ca6c22cecaa51cb8797336554422e22ad1ce3a2d4b6838422e5a5bc0a03d76fd,22,1,21,0.16776423864623977,0.045454545454545456
target_to_drug,SEQ:ca8783b8053e1373c8358af24d59933449f4a63bbae1a5f44f9b3c81490c6c7f,37,14,23,0.43366102338430806,0.3783783783783784
target_to_drug,SEQ:cab46bc57a39e00c016a0d3f7904b5076aa2b082f595bd156c08a2f5a446aeac,22,1,21,0.16776423864623977,0.045454545454545456
target_to_drug,SEQ:cabcd0382ed2f6481aa338d4235c57b559cc4d1a254f9c9aae6c341230ecaa90,10,6,4,0.685731922398589,0.6
target_to_drug,SEQ:cac11874e46fc669e356c91bf2d3bb2a7548d0e86cf88b5a7ebdef6ef3921523,18,16,2,0.9051967848248125,0.8888888888888888
target_to_drug,SEQ:cbbfcc670c8d3cfe5351d9417fad177009931986ab5207bc8bd5898e389de502,172,152,20,0.886935682239651,0.8837209302325582
target_to_drug,SEQ:cc24e8701a5717fd1fa418174adb3b6cbaeae8a76f78b33a995f44c5bb394056,45,26,19,0.6103555627249874,0.5777777777777777
target_to_drug,SEQ:cc3c2b385a13fc7a084e1bbae9c2ed56c9b102644bb34d4d8dd8d26e3dd1485a,51,12,39,0.2891112604224315,0.23529411764705882
target_to_drug,SEQ:ccbbcb644fc94ada9c6fea150eec2e40cdb7c88ba7bffce8b71d19d8cd3e14f6,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:cccfc1d98eae3098eabc4172a1261029642e3f31e5bbc317cc8a820a75086f1d,25,21,4,0.8587730545183567,0.84
target_to_drug,SEQ:ce13cee44c9d91a2b4b38b16a509351140df0beda2b1f06d7ca223a26771f75d,20,1,19,0.17988698285718413,0.05
target_to_drug,SEQ:ce82b81a83ef5b2759cd78f50d4432b047dcfa276dd97e86511be7ebb58f9187,23,4,19,0.27658406859812246,0.17391304347826086
target_to_drug,SEQ:ce82cc02fd301ba6e478be5129ef6dd8f51452ce094b362910739b89e26b4995,116,89,27,0.7760155899709257,0.7672413793103449
target_to_drug,SEQ:cf852057f4453227cc5a715f361fef11505f87941d0aa224877a55db7699a0fe,19,6,13,0.41263337878031536,0.3157894736842105
target_to_drug,SEQ:d04b5492b6834b6082bda39d8e4d2fd37dd159a7c80a5855d173034fd05577e1,469,408,61,0.8715281738437256,0.8699360341151386
target_to_drug,SEQ:d087ceef1b9278da30c4e4aa15657f94a18bc54ec5dd93f52a9a349a2ce314a6,30,29,1,0.9701091806102533,0.9666666666666667
target_to_drug,SEQ:d1707e447ac7d7fcd10f6f1c1e61754460b8f5e206eedc0ba64747cd49b733f2,578,531,47,0.9195218969187775,0.9186851211072664
target_to_drug,SEQ:d195ee4029e80e71159ac797fc03232c0ddf74d2f865f939179acd0fc14d81a6,81,61,20,0.7653636572776478,0.7530864197530864
target_to_drug,SEQ:d1e98792da352b2d83ccca532e6144d5e51ae1b39a9c272494a4c18a7d3ec3fd,116,96,20,0.8340856222006856,0.8275862068965517
target_to_drug,SEQ:d2c9df3d75278a13ac7108eaaa393ccd801f036a5418a24ff8a5f322820e7684,21,16,5,0.7933971274376515,0.7619047619047619
target_to_drug,SEQ:d2f2f70ece4e15359b239d748893980caf60bf73406b2777723aee6e168d8371,37,19,18,0.5567781922138063,0.5135135135135135
target_to_drug,SEQ:d3067f2bc6f1d6f87e33d9c28a72324a35237bc0d5f26ec00e26783c59558f2e,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:d3e28ff8f2168f2761be02fb067e5259b4e759814600f522127a8e2a8d383555,137,122,15,0.8941344260834945,0.8905109489051095
target_to_drug,SEQ:d40d4d3be40f85598f822b856fea0c980882f768092964b4c6112e08415d89c0,19,1,18,0.18672313984966749,0.05263157894736842
target_to_drug,SEQ:d490de2ba2e67deb14f4897332180b775ed815aab47993463f5ff4aff2f464cd,33,26,7,0.8083537761175917,0.7878787878787878
target_to_drug,SEQ:d4978a79f2cd2a7fa529c8632ede803a9632661f71146ce517d787c3dc5aebdd,15,6,9,0.49935267113838544,0.4
target_to_drug,SEQ:d606ec68b032c7d9de2b6d7a8c68d6c696b43f51e8f915f992e129af271f0bcd,137,121,16,0.8870767211557274,0.8832116788321168
target_to_drug,SEQ:d6b21b1330cf2c6cdfa443792139942a4a4253776681dcbc840ada1d244193b2,27,23,4,0.8683273889074192,0.8518518518518519
target_to_drug,SEQ:d6b94d57bf52bc0af4eb1f2866d0175f26a7bd411b9720c512e1b7d133843602,75,66,9,0.8863265226441401,0.88
target_to_drug,SEQ:d71276014f286379fa50f8a45473180bba88e44d51aef3ab472d7c87be02eedc,39,17,22,0.4841956456522269,0.4358974358974359
target_to_drug,SEQ:d83b5e9fba684bbe311c5622a1dd634d55638b2325aac194ed85ab95305091ac,12,2,10,0.32600080895535444,0.16666666666666666
target_to_drug,SEQ:d8766228613d90eec8b5d683e0b08d0ac0a267d8b20d557e73af40590e9ea5bb,16,11,5,0.7370985206922707,0.6875
target_to_drug,SEQ:d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c,348,323,25,0.929285264135565,0.9281609195402298
target_to_drug,SEQ:d95e69e1dbec47903f88b3851bcdf2b1092472139737f37f919f24932ad54dba,27,13,14,0.5391458611759674,0.48148148148148145
target_to_drug,SEQ:d9609bc0995269d2ffd524c8d301f6ba1f878c82b54a186a580a65e46e657118,66,38,28,0.6003925307596208,0.5757575757575758
target_to_drug,SEQ:d984538e61f0ac96150c16f0b410aa1a4f6d5c88905a5835ef30abdde6c822de,14,2,12,0.2913118017513622,0.14285714285714285
target_to_drug,SEQ:d9bd4f76c847dbfb30349bd8e54ce8b6d7ca09d13b5792037019772c050843f8,311,301,10,0.9683973255297728,0.9678456591639871
target_to_drug,SEQ:d9fc79386f5526c967b0d5b31bf5d0a5c90e715870f3b6c45418a179469d91cf,22,4,18,0.2866550616967769,0.18181818181818182
target_to_drug,SEQ:da6cc608fe79e6562618573c2f4fe0ea1c428faa8b7d2e2c70688f04fd9b4cf0,22,10,12,0.5244367077978512,0.45454545454545453
target_to_drug,SEQ:da6f1d4fec04fcc71b62cf6c7cbb0683151b5e29db9653e77276b8f3b27f2774,20,1,19,0.17988698285718413,0.05
target_to_drug,SEQ:da80bd451c7c6fe9df3c444e13584cd3c9ec01cc1e17dffc428fd223e6deb9d0,22,3,19,0.24702478734659788,0.13636363636363635
target_to_drug,SEQ:dac286728e6e8f7fab2f5b0b3a3c663c7f04b01c5d8cd5872b6b184824e3c6f9,25,5,20,0.2938652725917836,0.2
target_to_drug,SEQ:dad718e88cb040e4f6411096edafb91234f13039c96df31f398e500faa538231,23,1,22,0.16236050048203654,0.043478260869565216
target_to_drug,SEQ:db51d7d7e7d75f30f42489829f22d751b64154d93bce190aaf7ae6f239a55695,23,18,5,0.8096273864731901,0.782608695652174
target_to_drug,SEQ:db5e44627aab2c073fc65040dc4139c336ba04e5db1739e7996335cf86955809,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:db890973adef0cf92cef22aff779b77ab85ce8845cca5671811ec9bb02979c08,22,2,20,0.2073945129964188,0.09090909090909091
target_to_drug,SEQ:dbab3d615896486a4dfa981d78375d802f7846df0c61cf8fa03cf9b17922b752,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:dbb4583267ad40a7dfd854ee3c44ce4be38e137d0570e3eb76cf1854a74e7246,46,28,18,0.6384059760520531,0.6086956521739131
target_to_drug,SEQ:dd78d58aa3d36bc836967e7536a85116e30ff4ddbc6b16c1d82acba1e4289480,10,1,9,0.2928968253968254,0.1
target_to_drug,SEQ:ddd04e390c6c6a21de3d05d005744796031167d578e9155c8d9f9ecf067e881f,15,14,1,0.9443725190153762,0.9333333333333333
target_to_drug,SEQ:df15bebcbad0a9711a70ad11c6497f18e8780c41854a77dfe793b0be9164d90c,23,3,20,0.23850954589276047,0.13043478260869565
target_to_drug,SEQ:df971a35c6955ddd1ec51c9ad909413ed41d63bbb1587be474a292517bfb15ed,22,1,21,0.16776423864623977,0.045454545454545456
target_to_drug,SEQ:dfea0feeb9d9fa8dacbcc10ae6f7b6b105c92a79d9dbc16b63612df91a4149f6,22,1,21,0.16776423864623977,0.045454545454545456
target_to_drug,SEQ:e03d2e2ed78aa1bafd41b89899496ec841b53734dee0bf878a1743bb56279654,39,38,1,0.9765543475296466,0.9743589743589743
target_to_drug,SEQ:e0640cb9c3678ef30de61e91215d04207aa28c8e0d9f79d6308016eb3ada00d4,17,1,16,0.2023266189788681,0.058823529411764705
target_to_drug,SEQ:e10aeb1300cbf12891fa31c176db2b7da3980497fa5d5e187bc9cffa075b1f32,22,2,20,0.2073945129964188,0.09090909090909091
target_to_drug,SEQ:e11a8ca0d0d551f3fa704c31f4d0af57361c9d19d838a54bdd6b63528cbb7a1e,27,5,22,0.275800638990806,0.18518518518518517
target_to_drug,SEQ:e1f81876efdc0beaa353f6e606c50edee6389f07fe0f7785a6501be80f75abdc,22,1,21,0.16776423864623977,0.045454545454545456
target_to_drug,SEQ:e21eccad4aa906413ff8b7fcb1a5b107b313731e4054371ff21c72b73ba7ed6f,30,3,27,0.1929478764768397,0.1
target_to_drug,SEQ:e23934806b97ce11617612267a1b8b684da0c358bb910fb12ef053e95127cb48,86,85,1,0.9889244002253685,0.9883720930232558
target_to_drug,SEQ:e3086b374aa4bcf77f213e1ee9f92800030218ad584591cb87db562595f56b5a,56,55,1,0.9833154121281763,0.9821428571428571
target_to_drug,SEQ:e380a75240bc356ebcde60511a29e9f42947666667590c1b418082d1761077ad,33,12,21,0.42506132835277516,0.36363636363636365
target_to_drug,SEQ:e4520c62aed3a6fd2854bdbaef518173baa30a0b701e11622b8b0d9d7ac1c295,33,29,4,0.8904878720671953,0.8787878787878788
target_to_drug,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,114,103,11,0.9071957561191051,0.9035087719298246
target_to_drug,SEQ:e4bd16877129fb7b2877b5ad567ccdaef2a44e1a339c24b88a864640d72c0543,23,3,20,0.23850954589276047,0.13043478260869565
target_to_drug,SEQ:e50ebb57af5616d569720b9d8d88ea62587f68663eda5cdb1d0cc9b166448828,18,1,17,0.19417267101090632,0.05555555555555555
target_to_drug,SEQ:e5b7345ab0e732628b45988bc284265eff4c7c8234c4d682c84888211d79f02e,17,1,16,0.2023266189788681,0.058823529411764705
target_to_drug,SEQ:e5fbaa460e80e9b1257967ca513089862c589fdb64454fbd9c93d41b89c1bcd7,15,13,2,0.8887450380307523,0.8666666666666667
target_to_drug,SEQ:e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,559,444,115,0.7964522855792859,0.7942754919499105
target_to_drug,SEQ:e6a7a7a9a35691fea0d0b70c32f9bf1e248f2e957743c67dd341fc294cf94946,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:e6a80905b838e43a89b0ad4e131b00b60220ad862701cd82a95e3ce4070fa1db,257,214,43,0.8360365112563266,0.8326848249027238
target_to_drug,SEQ:e77cf62a15aae70bd632388760ce5a32920a2e1d9d43386375c78fc1e15469d4,29,21,8,0.7533167861831237,0.7241379310344828
target_to_drug,SEQ:e7b0164d2531a932a03e6ce104c587c9ad2e4b77e09ef7c2b8cd38965f6f42ef,11,7,4,0.7098137216319034,0.6363636363636364
target_to_drug,SEQ:e884d430f3b5b239091233d48f91b78d095ad4471ce7b0da5b26142de2221b9b,56,54,2,0.9666308242563527,0.9642857142857143
target_to_drug,SEQ:e96ba177c2e3fac93243faedf46c33949f7a6cca128a3aee940c5193119b3f84,20,1,19,0.17988698285718413,0.05
target_to_drug,SEQ:ea032885773058ac2c1adb9e98b95aa360b089ec83a35113d9152151e5f5e995,275,246,29,0.8965451667077813,0.8945454545454545
target_to_drug,SEQ:ea1c7b74a8883bff3b8ba016e4acbfe3ffc45f1941245b3b2183b52c85c897ea,11,6,5,0.6372671520398793,0.5454545454545454
target_to_drug,SEQ:ea604ed7205f6778d46f9ba20f4fd1de8938ca8feb49d831fe140a59d052c126,57,29,28,0.540605379073968,0.5087719298245614
target_to_drug,SEQ:eaa5a3ef4622fb5fa4bba8d644b54c0d84564e76cc6702d0981df65670423866,46,32,14,0.7187602035960413,0.6956521739130435
target_to_drug,SEQ:eaac9e9e767af863f147d3e73bfc2fa6441dcd6fa09f4a35d72f78f9a9973f5a,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:eb840b9a76dffec202e489f9b566ffb3d8c0e577c03d8128351c824c3950bca7,21,3,18,0.25622965877554554,0.14285714285714285
target_to_drug,SEQ:ed2277a5b7e4e7c44a5a8b9cb05f59452041ffcfcca4654de1a91e4705570cda,67,65,2,0.9718631173258147,0.9701492537313433
target_to_drug,SEQ:edbafd54ae7890e026f0013fc7d749a0a80adf6c9e488bd16d02850efee40ee2,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:eecded17e2f0be53c988bc4768a5ea8f505418bcd31d1f500e10b71a8d4d1afc,20,14,6,0.7410169419549002,0.7
target_to_drug,SEQ:ef0ddbb0badae4eac53608fa57cf54c55cb837d4929048fa6a2339bb30ae8f03,29,8,21,0.3524565637306998,0.27586206896551724
target_to_drug,SEQ:ef5fb568ee11952c0c72b2daa58567def6d76216ab29cce4591895f3918759d3,21,1,20,0.17358850975060613,0.047619047619047616
target_to_drug,SEQ:f01679b357e85183133b6e765b5bbb10fb34aac343f1185d3cae27b684632907,37,25,12,0.7045187948092042,0.6756756756756757
target_to_drug,SEQ:f16393f916e75987d224ed7e628d34d787682ccaed927b69a5b772360c82a599,10,8,2,0.8428659611992946,0.8
target_to_drug,SEQ:f230056fbc4ea3b7be7fa4b1258220090ef94e536838664341112d6b83101f4b,21,2,19,0.21490908426307584,0.09523809523809523
target_to_drug,SEQ:f3a234965b33be052fd4748f042f809d2add6da3b3f556da4c51eca393e1fe9d,101,93,8,0.9241166562437534,0.9207920792079208
target_to_drug,SEQ:f3b618f7f525879ec1eb5098b27675243997eeea419eb453488cfefab098226f,34,17,17,0.5472456059158399,0.5
target_to_drug,SEQ:f3c1cbb6ec13c808a714f03f6f44fd482c327deaa69ee5845ebf9affa4afbbed,28,22,6,0.8089458018965585,0.7857142857142857
target_to_drug,SEQ:f3dc4d33671931ee13dc20fdb332ac32302dc4385d5dfd464acf8f9f8a0add76,35,30,5,0.8703646278109952,0.8571428571428571
target_to_drug,SEQ:f6a56ef8a577d7c87c479645aab5129a83387f6eded8c3f36a8f79cdb780b484,19,15,4,0.8192718088554817,0.7894736842105263
target_to_drug,SEQ:f6fea4a0ecf23ce4fe6deaf1145f7085b09640114bfa8d09ccfef82af66d534a,45,41,4,0.917969592152629,0.9111111111111111
target_to_drug,SEQ:f70d1259f715e6623d47df37bf5b8b7588be8a29df97c3395ddcf28f3c3d0593,157,152,5,0.9690994289569737,0.9681528662420382
target_to_drug,SEQ:f76d4444f84e1144c3d580f7f6c2ccb02d021a741c16a909ae2a9e2bc90b32f3,18,10,8,0.62078713929925,0.5555555555555556
target_to_drug,SEQ:f7c20e2753a4a7f6fb362698113591c1ba2953f2e75a23aff092d9cce5827b7a,41,28,13,0.7091086174859175,0.6829268292682927
