ligand_inchikey,drug_names,project_entity_ids,active_target_count,experimental_pocket_targets,recovered_no_experimental_pocket_targets,chembl37_moa_pairs,strict_positive_pairs,conflicting_pairs,grey_negative_inactive_pairs,nonstrict_activity_only_pairs,local_unreported_pairs,physical_pairs_completed,stable_physical_pairs,local_unreported_physical_support_pairs,local_unreported_stable_pairs,top_local_unreported_target,top_local_unreported_target_chembl_id,top_local_unreported_evidence_stage,drug_centric_program_rank,pair_count_d0_chembl37_recorded,pair_count_d1_external_rediscovery_control,pair_count_d2_local_unreported_stable_awaiting_literature_audit,pair_count_d3_external_non_support_hold,pair_count_d4_local_unreported_physical_not_stable,pair_count_d5_local_unreported_dta_only,pair_count_d6_target_gate_hold,pair_count_d7_literature_selectivity_risk,top_v6_literature_audit_target,top_v6_literature_audit_target_chembl_id,top_v6_literature_audit_pair_id,pair_count_v7_d0_chembl37_recorded,pair_count_v7_d1_external_rediscovery_control,pair_count_v7_d3_external_non_support_hold,pair_count_v7_d4_local_unreported_physical_not_stable,pair_count_v7_d5_local_unreported_dta_only,pair_count_v7_d6_target_gate_hold,pair_count_v7_d7_literature_selectivity_risk,pair_count_v7_v7_d0_structured_external_rediscovery,pair_count_v7_v7_d1_literature_direct_rediscovery,pair_count_v7_v7_d2_direct_enzyme_context_not_classic_target,pair_count_v7_v7_d3_kirhub_biochemical_rediscovery,pair_count_v7_v7_d4_external_assay_non_support_or_weak,pair_count_v7_v7_d5_computational_precedent_only,pair_count_v7_v7_d6_unvalidated_confounder_or_hotspot_risk,pair_count_v7_v7_d7_unvalidated_cleaner_hypothesis,top_relation_ranker_gene_v7,top_relation_ranker_target_chembl_id_v7,top_relation_ranker_rank_v7,top_relation_ranker_score_v7,top_new_target_ranker_gene_v7,top_new_target_ranker_target_chembl_id_v7,top_new_target_ranker_rank_v7,top_new_target_ranker_score_v7,kirhub_wt_pairs_tested_v7,kirhub_wt_strong_pairs_v7,common_hotspot_active_measurements_v7,common_hotspot_active_target_pairs_v7,prospective_unvalidated_case_count_v7,database_gap_rediscovery_control_count_v7,top_advanced_overall_gene_v8,top_advanced_overall_target_chembl_id_v8,top_advanced_overall_rank_v8,top_advanced_overall_score_v8,top_advanced_overall_applicability_domain_v8,top_advanced_unreported_gene_v8,top_advanced_unreported_target_chembl_id_v8,top_advanced_unreported_rank_v8,top_advanced_unreported_score_v8,top_advanced_unreported_applicability_domain_v8,v8_graph_seed_target_count,v8_external_pairs,v8_external_strict_pairs,v8_external_strict_positives,v8_mutation_application_pairs,v8_prospective_unvalidated_cases,v8_database_gap_rediscovery_controls,top_robust_coverage_gene_v9,top_robust_coverage_target_v9,top_robust_coverage_rank_v9,top_robust_coverage_score_v9,top_internal_positive_incidence_v9,v9_robust_coverage_top20_targets,v9_bindingdb_strict_positive_pairs,v9_integrated_prospective_cases,v9_structural_overrides,v10_top_seeded_gene,v10_top_seeded_target_chembl_id,v10_top_seeded_rank_185,v10_top_seeded_score,v10_top_unseeded_gene,v10_top_unseeded_target_chembl_id,v10_top_unseeded_rank_199,v10_top_unseeded_score,v10_seeded_primary_top20_targets,v10_unseeded_exploratory_top20_targets
VDANGULDQQJODZ-UHFFFAOYSA-N,chloroprocaine,UNII:5YVB0POT2H,384,338,46,0,0,0,0,14,370,13,0,0,0,SOAT2,CHEMBL4465,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,342,14,0,0,0,10,163,197,0,,,,14,0,0,10,163,197,0,0,0,0,0,0,0,0,0,SOAT1,CHEMBL2782,1.0,0.9124640478836528,SLC6A4,CHEMBL228,1.0,0.7548076272860469,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.0193225337874923,AD1_HIGH_GRAPH_SUPPORT,CYP3A4,CHEMBL340,2.0,0.0148130319564825,AD1_HIGH_GRAPH_SUPPORT,7.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,1.0,0.0,21,0,0,0,SCN2A,CHEMBL4187,1.0,0.9789077177094764,CHKA,CHEMBL3117,1.0,0.9973753,20,20
SOYKEARSMXGVTM-UHFFFAOYSA-N,chlorpheniramine,UNII:3U6IO1965U,384,338,46,0,0,0,1,18,365,15,0,0,0,SOAT2,CHEMBL4465,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,343,19,0,0,0,10,161,194,0,,,,19,0,0,10,161,194,0,0,0,0,0,0,0,0,0,SCN10A,CHEMBL5451,1.0,0.8596077392824509,GGCX,CHEMBL2012,1.0,0.6788833123392746,0,0,0,0,0,0,PLA2G2A,CHEMBL3474,1.0,0.0739796399987288,AD3_LOW_GRAPH_SUPPORT,PLA2G2A,CHEMBL3474,1.0,0.0739796399987288,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,RAF1,CHEMBL1906,1.0,0.973890339426,0.0,20,0,0,0,CFD,CHEMBL2176771,1.0,0.9111071590147092,MAP3K13,CHEMBL1163124,1.0,0.9947507,20,20
JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,UNII:Q0MQD1073Q,384,338,46,1,5,0,0,33,345,18,0,0,0,METAP2,CHEMBL3922,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,344,39,0,0,0,14,144,187,0,,,,39,0,0,14,144,187,0,0,0,0,0,0,0,0,0,NOX4,CHEMBL1250375,1.0,0.8946308636613994,CA12,CHEMBL3242,1.0,0.859662274849799,0,0,0,0,0,0,CA4,CHEMBL3729,1.0,0.9807805535920164,AD1_HIGH_GRAPH_SUPPORT,CYP11B2,CHEMBL2722,5.0,0.9572797652434992,AD1_HIGH_GRAPH_SUPPORT,6.0,0,0,0,0,0,0,CA2,CHEMBL205,1.0,0.997389033943,0.5823280388708728,21,0,0,0,SLC12A1,CHEMBL1874,1.0,0.9719556290607512,APEX1,CHEMBL5619,1.0,1.0,20,20
DHSUYTOATWAVLW-WFVMDLQDSA-N,cilastatin,UNII:141A6AMN38,384,338,46,1,0,0,0,21,362,23,1,0,0,CA7,CHEMBL2326,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,345,22,0,0,0,21,147,194,0,,,,22,0,0,21,147,194,0,0,0,0,0,0,0,0,0,SLC6A1,CHEMBL1903,1.0,0.834223281132016,MTOR,CHEMBL2842,1.0,0.7147237838892996,0,0,0,0,0,0,BRAF,CHEMBL5145,1.0,0.3569174948760222,AD3_LOW_GRAPH_SUPPORT,BRAF,CHEMBL5145,1.0,0.3569174948760222,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,MAOB,CHEMBL2039,1.0,0.951697127937,0.0,20,0,0,0,JAK2,CHEMBL2971,1.0,0.9004150249619457,PNLIP,CHEMBL1812,1.0,1.0,20,20
BMEARIQHWSVDBS-SNVBAGLBSA-N,cipepofol,UNII:M3WGS532VY,384,338,46,0,0,0,0,0,384,15,0,0,0,CA12,CHEMBL3242,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,346,0,0,0,0,14,166,204,0,,,,0,0,0,14,166,204,0,0,0,0,0,0,0,0,0,GABRA2,CHEMBL4956,1.0,0.8997800176049761,SLC6A2,CHEMBL222,1.0,0.7387923926044142,0,0,0,0,0,0,WEE1,CHEMBL5491,1.0,0.0343457490695278,AD1_HIGH_GRAPH_SUPPORT,WEE1,CHEMBL5491,1.0,0.0343457490695278,AD1_HIGH_GRAPH_SUPPORT,4.0,0,0,0,0,0,0,CA12,CHEMBL3242,1.0,0.967362924282,0.0,20,0,0,0,GABRB3,CHEMBL1847,1.0,0.9453570701557428,MAP3K13,CHEMBL1163124,1.0,1.0,20,20
MYSWGUAQZAJSOK-UHFFFAOYSA-N,ciprofloxacin,UNII:5E8K9I0O4U,384,338,46,0,0,0,0,41,343,11,0,0,0,SLC6A9,CHEMBL2337,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,347,41,0,0,0,9,148,186,0,,,,41,0,0,9,148,186,0,0,0,0,0,0,0,0,0,KCNK2,CHEMBL2321615,1.0,0.891757997226778,SLC22A6,CHEMBL1641347,1.0,0.7064575963095129,0,0,0,0,0,0,MAOA,CHEMBL1951,1.0,0.0610733524239631,AD3_LOW_GRAPH_SUPPORT,SLC5A1,CHEMBL4979,2.0,0.0189206438628915,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,SLC5A1,CHEMBL4979,1.0,0.986945169713,0.0,20,0,0,0,LCK,CHEMBL258,1.0,0.903374684431028,PLAT,CHEMBL1873,1.0,1.0,20,20
WSEQXVZVJXJVFP-UHFFFAOYSA-N,citalopram,UNII:0DHU5B8D6V,384,338,46,1,1,0,1,38,343,15,0,0,0,SCN2A,CHEMBL4187,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,348,41,0,0,0,11,145,187,0,,,,41,0,0,11,145,187,0,0,0,0,0,0,0,0,0,SLC6A4,CHEMBL228,1.0,0.8640544327435845,KCNH2,CHEMBL240,1.0,0.8348858785162697,0,0,0,0,0,0,KCNH2,CHEMBL240,1.0,0.9938775740994714,AD1_HIGH_GRAPH_SUPPORT,HDAC3,CHEMBL1829,2.0,0.8238541962905638,AD3_LOW_GRAPH_SUPPORT,2.0,0,0,0,0,0,0,KCNH2,CHEMBL240,1.0,1.0,0.8,21,0,0,0,KCNH2,CHEMBL240,1.0,0.9347767180276292,AKT3,CHEMBL4816,1.0,0.992126,20,20
KPBZROQVTHLCDU-UHFFFAOYSA-N,clevidipine,UNII:19O2GP3B7Q,384,338,46,0,0,0,0,1,383,18,0,0,0,SLC6A9,CHEMBL2337,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,349,1,0,0,0,11,169,203,0,,,,1,0,0,11,169,203,0,0,0,0,0,0,0,0,0,SLC6A9,CHEMBL2337,1.0,0.8401725268294955,THRB,CHEMBL1947,1.0,0.6871100174702189,0,0,0,0,0,0,NR3C2,CHEMBL1994,1.0,0.011366490227947,AD3_LOW_GRAPH_SUPPORT,NR3C2,CHEMBL1994,1.0,0.011366490227947,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,NR3C2,CHEMBL1994,1.0,0.97911227154,0.0,20,0,0,0,DDC,CHEMBL1843,1.0,0.9013496230540174,SLC6A9,CHEMBL2337,1.0,0.9947507,21,20
KDLRVYVGXIQJDK-AWPVFWJPSA-N,clindamycin,UNII:3U02EL437C,384,338,46,0,0,0,0,36,348,14,0,0,0,SLC6A9,CHEMBL2337,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,350,36,0,0,0,12,147,189,0,,,,36,0,0,12,147,189,0,0,0,0,0,0,0,0,0,SLC6A9,CHEMBL2337,1.0,0.8190535698964819,IDH1,CHEMBL2007625,1.0,0.673383695578813,0,0,0,0,0,0,CDK6,CHEMBL2508,1.0,0.0959628889712918,AD3_LOW_GRAPH_SUPPORT,CDK6,CHEMBL2508,1.0,0.0959628889712918,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.968668407311,0.0,20,0,0,0,IMPDH1,CHEMBL1822,1.0,0.906888348692242,CHKA,CHEMBL3117,1.0,0.9973753,20,20
CXOXHMZGEKVPMT-UHFFFAOYSA-N,clobazam,UNII:2MRO291B4U,384,338,46,0,0,0,0,14,370,11,0,0,0,BCL2A1,CHEMBL6044,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,351,14,0,0,0,8,165,197,0,,,,14,0,0,8,165,197,0,0,0,0,0,0,0,0,0,SLC29A1,CHEMBL1997,1.0,0.8953722577216239,SCN10A,CHEMBL5451,1.0,0.7590051171473767,0,0,0,0,0,0,FLT1,CHEMBL1868,1.0,0.0263857122811028,AD2_MEDIUM_GRAPH_SUPPORT,FLT1,CHEMBL1868,1.0,0.0263857122811028,AD2_MEDIUM_GRAPH_SUPPORT,4.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.968668407311,0.0,20,0,0,0,GABRB3,CHEMBL1847,1.0,0.9416741188230264,MAP3K13,CHEMBL1163124,1.0,1.0,20,20
GJSURZIOUXUGAL-UHFFFAOYSA-N,clonidine,UNII:MN3L5RMN02,384,338,46,0,0,0,4,33,347,22,0,0,0,LYN,CHEMBL3905,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,352,37,0,0,0,16,145,186,0,,,,37,0,0,16,145,186,0,0,0,0,0,0,0,0,0,SCN11A,CHEMBL5167,1.0,0.8203655846770497,FRK,CHEMBL4223,1.0,0.7499054101829516,0,0,0,0,0,0,PLA2G2A,CHEMBL3474,1.0,0.0842135207921396,AD3_LOW_GRAPH_SUPPORT,PLA2G2A,CHEMBL3474,1.0,0.0842135207921396,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,GAA,CHEMBL2608,1.0,0.990861618799,0.0034812880765883,20,0,0,0,PIK3CG,CHEMBL3267,1.0,0.8772814987726091,CHKA,CHEMBL3117,1.0,0.9973753,22,20
VNFPBHJOKIVQEB-UHFFFAOYSA-N,clotrimazole,UNII:G07GZ97H65,384,338,46,0,3,0,4,45,332,12,1,0,0,SOAT2,CHEMBL4465,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,353,52,0,0,0,6,143,183,0,,,,52,0,0,6,143,183,0,0,0,0,0,0,0,0,0,KCNK10,CHEMBL2331041,1.0,0.8640021428695603,CYP17A1,CHEMBL3522,1.0,0.7138403991699174,0,0,0,0,0,0,CYP19A1,CHEMBL1978,1.0,0.9969856212475896,AD1_HIGH_GRAPH_SUPPORT,KCNMA1,CHEMBL4304,4.0,0.9020226549771628,AD2_MEDIUM_GRAPH_SUPPORT,3.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.998694516971,0.5891891891891892,20,0,0,0,MAPK11,CHEMBL3961,1.0,0.922255003195838,MALT1,CHEMBL3632452,1.0,1.0,21,20
QZUDBNBUXVUHMW-UHFFFAOYSA-N,clozapine,UNII:J60AR2IKIC,384,338,46,0,1,1,1,39,342,10,0,0,0,CFB,CHEMBL5731,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,354,42,0,0,0,8,147,187,0,,,,42,0,0,8,147,187,0,0,0,0,0,0,0,0,0,SCN4A,CHEMBL2072,1.0,0.8718124321767995,HTR3A,CHEMBL1899,1.0,0.7202385977707979,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.9948425630064418,AD3_LOW_GRAPH_SUPPORT,CTSS,CHEMBL2954,2.0,0.4803473481497389,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,1.0,0.875,20,0,0,0,KCNJ11,CHEMBL1886,1.0,0.8746222800688916,AKT3,CHEMBL4816,1.0,0.992126,20,20
ZPUCINDJVBIVPJ-LJISPDSOSA-N,cocaine,UNII:I5Y540LHVR,384,338,46,0,2,1,1,9,371,13,0,0,0,SCN2A,CHEMBL4187,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,355,13,0,0,0,11,162,198,0,,,,13,0,0,11,162,198,0,0,0,0,0,0,0,0,0,SLC6A4,CHEMBL228,1.0,0.9079964255274028,SLC6A3,CHEMBL238,1.0,0.866743334452487,0,0,0,0,0,0,SLC6A4,CHEMBL228,1.0,0.9973336817685696,AD1_HIGH_GRAPH_SUPPORT,ROS1,CHEMBL5568,3.0,0.3927312294825279,AD1_HIGH_GRAPH_SUPPORT,9.0,0,0,0,0,0,0,SLC6A4,CHEMBL228,1.0,0.998694516971,0.9253731343283582,20,0,0,0,SCN2A,CHEMBL4187,1.0,0.9500381404879468,BCHE,CHEMBL1914,1.0,0.9947507,20,20
OROGSEYTTFOCAN-DNJOTXNNSA-N,codeine,UNII:Q830PW7520,384,338,46,0,0,0,0,16,368,15,0,0,0,SCN2A,CHEMBL4187,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,356,16,0,0,0,12,159,197,0,,,,16,0,0,12,159,197,0,0,0,0,0,0,0,0,0,VKORC1,CHEMBL1930,1.0,0.8428033490519405,TYMS,CHEMBL1952,1.0,0.7918074721069175,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.0809099880526682,AD3_LOW_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.0809099880526682,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,SLC6A2,CHEMBL222,1.0,0.962140992167,0.0,21,0,0,0,HCN4,CHEMBL1250417,1.0,0.8873519532942893,AKT3,CHEMBL4816,1.0,0.9973753,20,20
IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,UNII:SML2Y3J35T,384,338,46,0,0,0,0,53,331,17,0,0,0,SLC6A9,CHEMBL2337,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,357,53,0,0,0,15,138,178,0,,,,53,0,0,15,138,178,0,0,0,0,0,0,0,0,0,SCN4A,CHEMBL2072,1.0,0.8913351841389965,CACNA1B,CHEMBL4478,1.0,0.7482564957898638,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.0459101222211042,AD3_LOW_GRAPH_SUPPORT,CYP17A1,CHEMBL3522,1.0,0.0459101222211042,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,CYP19A1,CHEMBL1978,1.0,0.993472584856,0.0009487666034155,20,0,0,0,LCK,CHEMBL258,1.0,0.9024283217197092,MALT1,CHEMBL3632452,1.0,1.0,20,20
PZBCKZWLPGJMAO-UHFFFAOYSA-N,copanlisib,UNII:WI6V529FZ9,384,338,46,2,3,0,73,12,294,16,0,0,0,EZH2,CHEMBL2189110,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,358,90,0,0,0,15,98,181,0,,,,90,0,0,15,98,181,0,0,0,0,0,0,0,0,0,SLC10A2,CHEMBL2778,1.0,0.770500975474836,MTOR,CHEMBL2842,1.0,0.7564825926185008,0,0,0,0,0,0,MTOR,CHEMBL2842,1.0,0.9873689694129862,AD1_HIGH_GRAPH_SUPPORT,NTRK3,CHEMBL5608,5.0,0.9095506307581144,AD2_MEDIUM_GRAPH_SUPPORT,5.0,0,0,0,0,0,0,MTOR,CHEMBL2842,1.0,1.0,0.5891891891891892,20,0,0,0,PIK3CD,CHEMBL3130,1.0,0.9518756365509982,PIKFYVE,CHEMBL1938222,1.0,1.0,20,20
KTEIFNKAUNYNJU-GFCCVEGCSA-N,crizotinib,UNII:53AH36668S,384,338,46,4,10,8,63,46,253,6,1,0,0,PRKDC,CHEMBL3142,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,359,131,0,0,0,3,79,171,0,,,,131,0,0,3,79,171,0,0,0,0,0,0,0,0,0,MET,CHEMBL3717,1.0,0.940795055422964,MET,CHEMBL3717,1.0,0.8320782678537724,101,28,0,0,0,0,ROS1,CHEMBL5568,1.0,0.9817825311731392,AD1_HIGH_GRAPH_SUPPORT,RXRA,CHEMBL2061,7.0,0.8973969552105105,AD1_HIGH_GRAPH_SUPPORT,14.0,101,2,0,0,0,0,ROS1,CHEMBL5568,1.0,1.0,0.5891891891891892,21,0,0,0,ALK,CHEMBL4247,1.0,0.9697964734081544,TTK,CHEMBL3983,1.0,1.0,20,20
JURKNVYFZMSNLP-UHFFFAOYSA-N,cyclobenzaprine,UNII:69O5WQQ5TI,384,338,46,0,1,0,1,21,361,11,0,0,0,SLC6A9,CHEMBL2337,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,360,23,0,0,0,6,163,192,0,,,,23,0,0,6,163,192,0,0,0,0,0,0,0,0,0,SLC6A1,CHEMBL1903,1.0,0.85866386935515,ESR1,CHEMBL206,1.0,0.7357246266242328,0,0,0,0,0,0,RET,CHEMBL2041,1.0,0.9961935648146076,AD3_LOW_GRAPH_SUPPORT,MAPK9,CHEMBL4179,2.0,0.9396650807555258,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,RET,CHEMBL2041,1.0,0.996083550914,0.9253731343283582,20,0,0,0,FYN,CHEMBL1841,1.0,0.896100477123333,AKT3,CHEMBL4816,1.0,0.9947507,20,20
YBSJFWOBGCMAKL-UHFFFAOYSA-N,dabigatran etexilate,UNII:2E18WX195X,384,338,46,1,0,0,1,19,363,21,0,0,0,DHFR,CHEMBL202,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,361,21,0,0,0,18,151,194,0,,,,21,0,0,18,151,194,0,0,0,0,0,0,0,0,0,SLC10A2,CHEMBL2778,1.0,0.8874552232121773,ERBB4,CHEMBL3009,1.0,0.762795087730072,0,0,0,0,0,0,KCNMA1,CHEMBL4304,1.0,0.0162833944756626,AD3_LOW_GRAPH_SUPPORT,KCNMA1,CHEMBL4304,1.0,0.0162833944756626,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,PDGFRA,CHEMBL2007,1.0,0.972584856397,0.0,20,0,0,0,F2,CHEMBL204,1.0,0.854826335307621,F7,CHEMBL3991,1.0,0.9973753,20,20
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,UNII:5092U85G58,384,338,46,3,0,2,69,9,301,17,0,0,0,SOAT2,CHEMBL4465,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,362,83,0,0,0,13,104,184,0,,,,83,0,0,13,104,184,0,0,0,0,0,0,0,0,0,ERBB4,CHEMBL3009,1.0,0.9546417783488352,ERBB4,CHEMBL3009,1.0,0.86122702130519,103,12,0,0,0,0,MAOA,CHEMBL1951,1.0,0.0172975645314881,AD1_HIGH_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,4.0,0.011543137515371,AD1_HIGH_GRAPH_SUPPORT,3.0,103,31,1,0,0,0,ERBB4,CHEMBL3009,1.0,0.997389033943,0.0,20,0,0,0,ERBB2,CHEMBL1824,1.0,0.9421257483040704,NOS2,CHEMBL4481,1.0,0.9947507,20,20
NUKYPUAOHBNCPY-UHFFFAOYSA-N,dalfampridine,UNII:BH3B64OKL9,384,338,46,0,0,0,0,20,364,19,0,0,0,PNP,CHEMBL4338,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,363,20,0,0,0,16,154,194,0,,,,20,0,0,16,154,194,0,0,0,0,0,0,0,0,0,SLC22A6,CHEMBL1641347,1.0,0.8843364899124437,SLC22A6,CHEMBL1641347,1.0,0.7621128957565589,0,0,0,0,0,0,NR1H4,CHEMBL2047,1.0,0.3927134289541607,AD1_HIGH_GRAPH_SUPPORT,NR1H4,CHEMBL2047,1.0,0.3927134289541607,AD1_HIGH_GRAPH_SUPPORT,3.0,0,0,0,0,0,0,SLC5A1,CHEMBL4979,1.0,0.990861618799,0.0391849529780564,20,0,0,0,SCN5A,CHEMBL1980,1.0,0.9134897582336436,POLR3A,CHEMBL4665582,1.0,1.0,20,20
OZOMQRBLCMDCEG-VIZOYTHASA-N,dantrolene,UNII:F64QU97QCR,384,338,46,1,0,0,0,19,364,17,0,0,0,PLG,CHEMBL1801,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,364,20,0,0,0,15,158,191,0,,,,20,0,0,15,158,191,0,0,0,0,0,0,0,0,0,KCNK2,CHEMBL2321615,1.0,0.8446187217465513,F2,CHEMBL204,1.0,0.6835092161399606,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.3634343013347053,AD3_LOW_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.3634343013347053,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.988250652742,0.0290964777947932,20,0,0,0,ALK,CHEMBL4247,1.0,0.9581903486022244,HDAC11,CHEMBL3310,1.0,1.0,20,20
JVHXJTBJCFBINQ-ADAARDCZSA-N,dapagliflozin,UNII:1ULL0QJ8UC,384,338,46,1,0,1,0,25,357,16,1,0,0,CA12,CHEMBL3242,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,365,27,0,0,0,12,151,194,0,,,,27,0,0,12,151,194,0,0,0,0,0,0,0,0,0,SLC5A2,CHEMBL3884,1.0,0.894603360682988,DHFR,CHEMBL202,1.0,0.6634717234291128,0,0,0,0,0,0,RXRA,CHEMBL2061,1.0,0.2641210506241414,AD3_LOW_GRAPH_SUPPORT,RXRA,CHEMBL2061,1.0,0.2641210506241414,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,DHFR,CHEMBL202,1.0,0.981723237598,0.0,20,0,0,0,PGR,CHEMBL208,1.0,0.8267491372766724,CSNK1E,CHEMBL4937,1.0,0.9947507,20,20
RUEYEZADQJCKGV-UHFFFAOYSA-N,daprodustat,UNII:JVR38ZM64B,384,338,46,0,1,0,0,1,382,15,0,0,0,CA4,CHEMBL3729,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,366,2,0,0,0,14,166,202,0,,,,2,0,0,14,166,202,0,0,0,0,0,0,0,0,0,KCNK10,CHEMBL2331041,1.0,0.8943682813338256,CA4,CHEMBL3729,1.0,0.7183210201411465,0,0,0,0,0,0,PTGS2,CHEMBL230,1.0,0.3397320680398598,AD1_HIGH_GRAPH_SUPPORT,PTGS2,CHEMBL230,1.0,0.3397320680398598,AD1_HIGH_GRAPH_SUPPORT,2.0,0,0,0,0,0,0,PTGS2,CHEMBL230,1.0,1.0,0.0290964777947932,20,0,0,0,GABRB3,CHEMBL1847,1.0,0.80996067647676,CA12,CHEMBL3242,1.0,0.9947507,20,20
MQJKPEGWNLWLTK-UHFFFAOYSA-N,dapsone,UNII:8W5C518302,384,338,46,0,1,0,0,17,366,19,0,0,0,MMP7,CHEMBL4073,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,367,18,0,0,0,18,155,193,0,,,,18,0,0,18,155,193,0,0,0,0,0,0,0,0,0,SCN2A,CHEMBL4187,1.0,0.8659383456664668,MMP8,CHEMBL4588,1.0,0.8311326974356303,0,0,0,0,0,0,MPO,CHEMBL2439,1.0,0.9983558307989816,AD3_LOW_GRAPH_SUPPORT,ACHE,CHEMBL220,2.0,0.8506886967574278,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,MPO,CHEMBL2439,1.0,0.994778067885,0.9253731343283582,20,0,0,0,SLC22A6,CHEMBL1641347,1.0,0.8661268077305415,TYR,CHEMBL1973,1.0,0.9973753,22,20
NBGABHGMJVIVBW-QHCPKHFHSA-N,daridorexant,UNII:LMQ24G57E9,384,338,46,0,0,0,0,0,384,16,0,0,0,HTR3A,CHEMBL1899,D3_PHYSICAL_COMPUTED_NOT_SUPPORTED,368,0,0,0,0,13,167,204,0,,,,0,0,0,13,167,204,0,0,0,0,0,0,0,0,0,PARP1,CHEMBL3105,1.0,0.8677541458781244,PARP1,CHEMBL3105,1.0,0.8328973083473683,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.0426989348755389,AD3_LOW_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.0426989348755389,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.988250652742,0.0,20,0,0,0,MAPK11,CHEMBL3961,1.0,0.9091645948638096,GSTP1,CHEMBL3902,1.0,1.0,21,20
