drug_id,target_id,gene,seed_offset,score
VJJPUSNTGOMMGY-MRVIYFEKSA-N,CHEMBL1871,AR,2,0.9988828301429749
VJJPUSNTGOMMGY-MRVIYFEKSA-N,CHEMBL1871,AR,3,0.9988829493522644
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL1871,AR,0,0.9435663819313049
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL1871,AR,1,0.9439224004745483
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL1871,AR,2,0.9438713192939758
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL1871,AR,3,0.9440610408782959
WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL1871,AR,0,0.9997276663780212
WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL1871,AR,1,0.9997279047966003
WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL1871,AR,2,0.999727189540863
WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL1871,AR,3,0.9997277855873108
WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL1871,AR,0,0.9994257688522339
WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL1871,AR,1,0.9994169473648071
WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL1871,AR,2,0.9994263648986816
WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL1871,AR,3,0.9994152784347534
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL1871,AR,0,0.9069194793701172
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL1871,AR,1,0.9068311452865601
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL1871,AR,2,0.9064627289772034
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL1871,AR,3,0.9070572853088379
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1871,AR,0,0.4580802619457245
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1871,AR,1,0.45814037322998047
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1871,AR,2,0.45756566524505615
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL1871,AR,3,0.458369642496109
YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL1871,AR,0,0.9399229288101196
YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL1871,AR,1,0.9403117895126343
YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL1871,AR,2,0.9401547908782959
YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL1871,AR,3,0.9398580193519592
ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL1871,AR,0,0.9967098236083984
ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL1871,AR,1,0.9967143535614014
ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL1871,AR,2,0.996713399887085
ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL1871,AR,3,0.9967117309570312
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL1871,AR,0,0.8807879090309143
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL1871,AR,1,0.8805788159370422
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL1871,AR,2,0.8806937336921692
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL1871,AR,3,0.880804181098938
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL1871,AR,0,0.9999990463256836
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL1871,AR,1,0.9999990463256836
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL1871,AR,2,0.9999990463256836
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL1871,AR,3,0.9999990463256836
ASMXXROZKSBQIH-VITNCHFBSA-N,CHEMBL2085,MIF,0,0.15328650176525116
ASMXXROZKSBQIH-VITNCHFBSA-N,CHEMBL2085,MIF,1,0.1529826521873474
ASMXXROZKSBQIH-VITNCHFBSA-N,CHEMBL2085,MIF,2,0.15147753059864044
ASMXXROZKSBQIH-VITNCHFBSA-N,CHEMBL2085,MIF,3,0.1537000983953476
AXQACEQYCPKDMV-RZAWKFBISA-N,CHEMBL2085,MIF,0,0.03197440132498741
AXQACEQYCPKDMV-RZAWKFBISA-N,CHEMBL2085,MIF,1,0.03207912668585777
AXQACEQYCPKDMV-RZAWKFBISA-N,CHEMBL2085,MIF,2,0.032031383365392685
AXQACEQYCPKDMV-RZAWKFBISA-N,CHEMBL2085,MIF,3,0.03211555257439613
BMKDZUISNHGIBY-ZETCQYMHSA-N,CHEMBL2085,MIF,0,0.9724271893501282
BMKDZUISNHGIBY-ZETCQYMHSA-N,CHEMBL2085,MIF,1,0.9724694490432739
BMKDZUISNHGIBY-ZETCQYMHSA-N,CHEMBL2085,MIF,2,0.972459614276886
BMKDZUISNHGIBY-ZETCQYMHSA-N,CHEMBL2085,MIF,3,0.9724130630493164
CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CHEMBL2085,MIF,0,0.5059957504272461
CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CHEMBL2085,MIF,1,0.5045013427734375
CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CHEMBL2085,MIF,2,0.5027976632118225
CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CHEMBL2085,MIF,3,0.5041968822479248
CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.01627892069518566
CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.016245681792497635
CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.01626303605735302
CVWXJKQAOSCOAB-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.016257712617516518
DMKSVUSAATWOCU-HROMYWEYSA-N,CHEMBL2085,MIF,0,0.055875614285469055
DMKSVUSAATWOCU-HROMYWEYSA-N,CHEMBL2085,MIF,1,0.0558207705616951
DMKSVUSAATWOCU-HROMYWEYSA-N,CHEMBL2085,MIF,2,0.055906616151332855
DMKSVUSAATWOCU-HROMYWEYSA-N,CHEMBL2085,MIF,3,0.0557708740234375
FNKQXYHWGSIFBK-RPDRRWSUSA-N,CHEMBL2085,MIF,0,0.5894138216972351
FNKQXYHWGSIFBK-RPDRRWSUSA-N,CHEMBL2085,MIF,1,0.5893304944038391
FNKQXYHWGSIFBK-RPDRRWSUSA-N,CHEMBL2085,MIF,2,0.5894148945808411
FNKQXYHWGSIFBK-RPDRRWSUSA-N,CHEMBL2085,MIF,3,0.5891904234886169
GDLBFKVLRPITMI-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.9507841467857361
GDLBFKVLRPITMI-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.9504658579826355
GDLBFKVLRPITMI-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.9507291913032532
GDLBFKVLRPITMI-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.9506117701530457
GJSURZIOUXUGAL-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.10762404650449753
GJSURZIOUXUGAL-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.10763517767190933
GJSURZIOUXUGAL-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.10770604014396667
GJSURZIOUXUGAL-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.10768122225999832
GYQYAJJFPNQOOW-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.007153591141104698
GYQYAJJFPNQOOW-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.007153062615543604
GYQYAJJFPNQOOW-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.00715661933645606
GYQYAJJFPNQOOW-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.007134677842259407
KJHKTHWMRKYKJE-SUGCFTRWSA-N,CHEMBL2085,MIF,0,0.02890552580356598
KJHKTHWMRKYKJE-SUGCFTRWSA-N,CHEMBL2085,MIF,1,0.0288908202201128
KJHKTHWMRKYKJE-SUGCFTRWSA-N,CHEMBL2085,MIF,2,0.028907665982842445
KJHKTHWMRKYKJE-SUGCFTRWSA-N,CHEMBL2085,MIF,3,0.028901349753141403
KRNAOFGYEFKHPB-ANJVHQHFSA-N,CHEMBL2085,MIF,0,0.2016058713197708
KRNAOFGYEFKHPB-ANJVHQHFSA-N,CHEMBL2085,MIF,1,0.2012893706560135
KRNAOFGYEFKHPB-ANJVHQHFSA-N,CHEMBL2085,MIF,2,0.2015640139579773
KRNAOFGYEFKHPB-ANJVHQHFSA-N,CHEMBL2085,MIF,3,0.2013196051120758
LEBVLXFERQHONN-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.008117606863379478
LEBVLXFERQHONN-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.008116405457258224
LEBVLXFERQHONN-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.008119361475110054
LEBVLXFERQHONN-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.008118079043924809
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,CHEMBL2085,MIF,0,0.00035120113170705736
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,CHEMBL2085,MIF,1,0.00035111192846670747
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,CHEMBL2085,MIF,2,0.00035108247539028525
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,CHEMBL2085,MIF,3,0.0003511698159854859
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,CHEMBL2085,MIF,0,0.8088517785072327
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,CHEMBL2085,MIF,1,0.8095217943191528
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,CHEMBL2085,MIF,2,0.8100168108940125
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,CHEMBL2085,MIF,3,0.8100701570510864
NBGABHGMJVIVBW-QHCPKHFHSA-N,CHEMBL2085,MIF,0,0.014012345112860203
NBGABHGMJVIVBW-QHCPKHFHSA-N,CHEMBL2085,MIF,1,0.013997787609696388
NBGABHGMJVIVBW-QHCPKHFHSA-N,CHEMBL2085,MIF,2,0.014016899280250072
NBGABHGMJVIVBW-QHCPKHFHSA-N,CHEMBL2085,MIF,3,0.014019093476235867
OGQICQVSFDPSEI-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.02130991965532303
OGQICQVSFDPSEI-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.021344805136322975
OGQICQVSFDPSEI-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.02130601741373539
OGQICQVSFDPSEI-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.021343745291233063
PYNXFZCZUAOOQC-UTKZUKDTSA-N,CHEMBL2085,MIF,0,0.005581661127507687
PYNXFZCZUAOOQC-UTKZUKDTSA-N,CHEMBL2085,MIF,1,0.00556613365188241
PYNXFZCZUAOOQC-UTKZUKDTSA-N,CHEMBL2085,MIF,2,0.005581242963671684
PYNXFZCZUAOOQC-UTKZUKDTSA-N,CHEMBL2085,MIF,3,0.005582338664680719
SMOBCLHAZXOKDQ-ZJUUUORDSA-N,CHEMBL2085,MIF,0,0.015468339435756207
SMOBCLHAZXOKDQ-ZJUUUORDSA-N,CHEMBL2085,MIF,1,0.015464452095329762
SMOBCLHAZXOKDQ-ZJUUUORDSA-N,CHEMBL2085,MIF,2,0.015454364940524101
SMOBCLHAZXOKDQ-ZJUUUORDSA-N,CHEMBL2085,MIF,3,0.015431701205670834
UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.01467113196849823
UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.014724614098668098
UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.014694753102958202
UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.014707427471876144
UBZPNQRBUOBBLN-PWRODBHTSA-N,CHEMBL2085,MIF,0,0.9358605146408081
UBZPNQRBUOBBLN-PWRODBHTSA-N,CHEMBL2085,MIF,1,0.9358052611351013
UBZPNQRBUOBBLN-PWRODBHTSA-N,CHEMBL2085,MIF,2,0.9357910752296448
UBZPNQRBUOBBLN-PWRODBHTSA-N,CHEMBL2085,MIF,3,0.9357582926750183
UWKQSNNFCGGAFS-XIFFEERXSA-N,CHEMBL2085,MIF,0,0.004050154238939285
UWKQSNNFCGGAFS-XIFFEERXSA-N,CHEMBL2085,MIF,1,0.00402474869042635
UWKQSNNFCGGAFS-XIFFEERXSA-N,CHEMBL2085,MIF,2,0.004029418807476759
UWKQSNNFCGGAFS-XIFFEERXSA-N,CHEMBL2085,MIF,3,0.004036980681121349
VJJPUSNTGOMMGY-MRVIYFEKSA-N,CHEMBL2085,MIF,0,0.397090882062912
VJJPUSNTGOMMGY-MRVIYFEKSA-N,CHEMBL2085,MIF,1,0.39762601256370544
VJJPUSNTGOMMGY-MRVIYFEKSA-N,CHEMBL2085,MIF,2,0.39838773012161255
VJJPUSNTGOMMGY-MRVIYFEKSA-N,CHEMBL2085,MIF,3,0.39832693338394165
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL2085,MIF,0,0.5148496031761169
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL2085,MIF,1,0.5148851275444031
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL2085,MIF,2,0.5163488984107971
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL2085,MIF,3,0.5152149796485901
WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL2085,MIF,0,0.7455002665519714
WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL2085,MIF,1,0.7456161975860596
WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL2085,MIF,2,0.7453171014785767
WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL2085,MIF,3,0.7447090148925781
WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL2085,MIF,0,0.03026053123176098
WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL2085,MIF,1,0.030393600463867188
WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL2085,MIF,2,0.030001789331436157
WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL2085,MIF,3,0.029913263395428658
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.3461376130580902
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.3461860120296478
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.3461427688598633
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.3455835282802582
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.9983786344528198
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.9983789920806885
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.9983787536621094
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.9983764886856079
YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.06712305545806885
YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.06727417558431625
YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.06685594469308853
YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.06706365197896957
ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL2085,MIF,0,0.1493474841117859
ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL2085,MIF,1,0.14934927225112915
ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL2085,MIF,2,0.14935128390789032
ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL2085,MIF,3,0.14941565692424774
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL2085,MIF,0,0.08139189332723618
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL2085,MIF,1,0.08137524873018265
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL2085,MIF,2,0.08138101547956467
ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL2085,MIF,3,0.08133664727210999
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL2085,MIF,0,0.005441019311547279
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL2085,MIF,1,0.005436381790786982
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL2085,MIF,2,0.0054346779361367226
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL2085,MIF,3,0.005454634316265583
