query,entity,head_a,head_b,n,spearman
drug_id,DHSUYTOATWAVLW-WFVMDLQDSA-N,biomaster,biomaster_reverse,37,0.9618302513039355
drug_id,DIWRORZWFLOCLC-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.2411095305832148
drug_id,DIWRORZWFLOCLC-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9857752489331436
drug_id,DJXRIQMCROIRCZ-XOEOCAAJSA-N,nesso,nesso_pic50,37,0.07752489331436699
drug_id,DJXRIQMCROIRCZ-XOEOCAAJSA-N,biomaster,biomaster_reverse,37,0.9701280227596016
drug_id,DKNWSYNQZKUICI-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.19796111901375057
drug_id,DKNWSYNQZKUICI-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.906116642958748
drug_id,DKULOVKANLVDEA-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.2430061640587956
drug_id,DKULOVKANLVDEA-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9167852062588904
drug_id,DKYWVDODHFEZIM-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.1206733048838312
drug_id,DKYWVDODHFEZIM-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.8186344238975817
drug_id,DMJNNHOOLUXYBV-PQTSNVLCSA-N,nesso,nesso_pic50,37,-0.5135135135135135
drug_id,DMJNNHOOLUXYBV-PQTSNVLCSA-N,biomaster,biomaster_reverse,37,0.9701280227596016
drug_id,DMKSVUSAATWOCU-HROMYWEYSA-N,nesso,nesso_pic50,37,-0.1410621147463253
drug_id,DMKSVUSAATWOCU-HROMYWEYSA-N,biomaster,biomaster_reverse,37,0.1733048838311996
drug_id,DMNOVGJWPASQDL-OAQYLSRUSA-N,nesso,nesso_pic50,37,-0.08440018966334754
drug_id,DMNOVGJWPASQDL-OAQYLSRUSA-N,biomaster,biomaster_reverse,37,0.9362256993835941
drug_id,DOBNVUFHFMVMDB-BEFAXECRSA-N,nesso,nesso_pic50,37,-0.2254623044096728
drug_id,DOBNVUFHFMVMDB-BEFAXECRSA-N,biomaster,biomaster_reverse,37,0.9288762446657182
drug_id,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,nesso,nesso_pic50,37,0.21929824561403508
drug_id,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,biomaster,biomaster_reverse,37,0.991465149359886
drug_id,DOUYETYNHWVLEO-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.250592697961119
drug_id,DOUYETYNHWVLEO-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.992650545282124
drug_id,DQCKKXVULJGBQN-XFWGSAIBSA-N,nesso,nesso_pic50,37,-0.21574205784732098
drug_id,DQCKKXVULJGBQN-XFWGSAIBSA-N,biomaster,biomaster_reverse,37,0.4220009483167378
drug_id,DRHKJLXJIQTDTD-OAHLLOKOSA-N,nesso,nesso_pic50,37,-0.19559032716927452
drug_id,DRHKJLXJIQTDTD-OAHLLOKOSA-N,biomaster,biomaster_reverse,37,0.9431009957325746
drug_id,DTGLZDAWLRGWQN-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.28615457562825986
drug_id,DTGLZDAWLRGWQN-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9962067330488381
drug_id,DUGOZIWVEXMGBE-CHWSQXEVSA-N,nesso,nesso_pic50,37,-0.3816974869606448
drug_id,DUGOZIWVEXMGBE-CHWSQXEVSA-N,biomaster,biomaster_reverse,37,0.8942626837363679
drug_id,DUXZAXCGJSBGDW-HXUWFJFHSA-N,nesso,nesso_pic50,37,0.24087245139876717
drug_id,DUXZAXCGJSBGDW-HXUWFJFHSA-N,biomaster,biomaster_reverse,37,0.906116642958748
drug_id,DUYJMQONPNNFPI-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.46775723091512555
drug_id,DUYJMQONPNNFPI-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9321953532479847
drug_id,DWRIJNIPBUFCQS-DQEYMECFSA-N,nesso,nesso_pic50,37,0.35206258890469416
drug_id,DWRIJNIPBUFCQS-DQEYMECFSA-N,biomaster,biomaster_reverse,37,0.9836415362731151
drug_id,DWYRIWUZIJHQKQ-SANMLTNESA-N,nesso,nesso_pic50,37,0.6621621621621621
drug_id,DWYRIWUZIJHQKQ-SANMLTNESA-N,biomaster,biomaster_reverse,37,0.552868658131816
drug_id,DWZAEMINVBZMHQ-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5056899004267424
drug_id,DWZAEMINVBZMHQ-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9834044570886674
drug_id,DYDCPNMLZGFQTM-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.06614509246088193
drug_id,DYDCPNMLZGFQTM-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9585111427216689
drug_id,DYKFCLLONBREIL-KVUCHLLUSA-N,nesso,nesso_pic50,37,0.0260787102892366
drug_id,DYKFCLLONBREIL-KVUCHLLUSA-N,biomaster,biomaster_reverse,37,0.9765291607396869
drug_id,DYLUUSLLRIQKOE-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.6180654338549074
drug_id,DYLUUSLLRIQKOE-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.8952110004741582
drug_id,FABPRXSRWADJSP-MEDUHNTESA-N,nesso,nesso_pic50,37,-0.09340919867235657
drug_id,FABPRXSRWADJSP-MEDUHNTESA-N,biomaster,biomaster_reverse,37,0.8802750118539592
drug_id,FABUFPQFXZVHFB-PVYNADRNSA-N,nesso,nesso_pic50,37,0.14864864864864863
drug_id,FABUFPQFXZVHFB-PVYNADRNSA-N,biomaster,biomaster_reverse,37,0.4151256519677572
drug_id,FAEKWTJYAYMJKF-QHCPKHFHSA-N,nesso,nesso_pic50,37,0.12138454243717402
drug_id,FAEKWTJYAYMJKF-QHCPKHFHSA-N,biomaster,biomaster_reverse,37,0.9966808914177334
drug_id,FASDKYOPVNHBLU-ZETCQYMHSA-N,nesso,nesso_pic50,37,-0.2171645329540066
drug_id,FASDKYOPVNHBLU-ZETCQYMHSA-N,biomaster,biomaster_reverse,37,0.9525841631104787
drug_id,FBHSPRKOSMHSIF-GRMWVWQJSA-N,nesso,nesso_pic50,37,-0.27453769559032715
drug_id,FBHSPRKOSMHSIF-GRMWVWQJSA-N,biomaster,biomaster_reverse,37,0.1773352299668089
drug_id,FBOUYBDGKBSUES-VXKWHMMOSA-N,nesso,nesso_pic50,37,0.19559032716927452
drug_id,FBOUYBDGKBSUES-VXKWHMMOSA-N,biomaster,biomaster_reverse,37,0.9528212422949264
drug_id,FDBYIYFVSAHJLY-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.00260787102892366
drug_id,FDBYIYFVSAHJLY-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.985538169748696
drug_id,FDLYAMZZIXQODN-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.47202465623518247
drug_id,FDLYAMZZIXQODN-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9864864864864863
drug_id,FDTZUTSGGSRHQF-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.6628733997155049
drug_id,FDTZUTSGGSRHQF-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9874348032242768
drug_id,FELGMEQIXOGIFQ-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.15528686581318157
drug_id,FELGMEQIXOGIFQ-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.962067330488383
drug_id,FFGPTBGBLSHEPO-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.029871977240398292
drug_id,FFGPTBGBLSHEPO-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9684684684684685
drug_id,FGQFOYHRJSUHMR-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.0739687055476529
drug_id,FGQFOYHRJSUHMR-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9781887150308202
drug_id,FIDLLEYNNRGVFR-CTNGQTDRSA-N,nesso,nesso_pic50,37,-0.11237553342816499
drug_id,FIDLLEYNNRGVFR-CTNGQTDRSA-N,biomaster,biomaster_reverse,37,0.9706021811284967
drug_id,FIKPXCOQUIZNHB-WDEREUQCSA-N,nesso,nesso_pic50,37,0.6472261735419629
drug_id,FIKPXCOQUIZNHB-WDEREUQCSA-N,biomaster,biomaster_reverse,37,0.6882408724513988
drug_id,FIVSJYGQAIEMOC-ZGNKEGEESA-N,nesso,nesso_pic50,37,0.14035087719298245
drug_id,FIVSJYGQAIEMOC-ZGNKEGEESA-N,biomaster,biomaster_reverse,37,0.9253200568990041
drug_id,FJHBVJOVLFPMQE-QFIPXVFZSA-N,nesso,nesso_pic50,37,0.6749644381223328
drug_id,FJHBVJOVLFPMQE-QFIPXVFZSA-N,biomaster,biomaster_reverse,37,0.8048838311996207
drug_id,FJZZPCZKBUKGGU-AUSIDOKSSA-N,nesso,nesso_pic50,37,-0.0649596965386439
drug_id,FJZZPCZKBUKGGU-AUSIDOKSSA-N,biomaster,biomaster_reverse,37,0.9492650545282123
drug_id,FKENQMMABCRJMK-RITPCOANSA-N,nesso,nesso_pic50,37,-0.0011853959222380274
drug_id,FKENQMMABCRJMK-RITPCOANSA-N,biomaster,biomaster_reverse,37,0.9964438122332858
drug_id,FLSUCZWOEMTFAQ-PRBGKLEPSA-N,nesso,nesso_pic50,37,0.016595542911332382
drug_id,FLSUCZWOEMTFAQ-PRBGKLEPSA-N,biomaster,biomaster_reverse,37,0.9791370317686106
drug_id,FNHKPVJBJVTLMP-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.4096728307254623
drug_id,FNHKPVJBJVTLMP-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.7716927453769558
drug_id,FNKQXYHWGSIFBK-RPDRRWSUSA-N,nesso,nesso_pic50,37,-0.3319108582266477
drug_id,FNKQXYHWGSIFBK-RPDRRWSUSA-N,biomaster,biomaster_reverse,37,0.9585111427216689
drug_id,FPOHNWQLNRZRFC-ZHACJKMWSA-N,nesso,nesso_pic50,37,0.3956851588430535
drug_id,FPOHNWQLNRZRFC-ZHACJKMWSA-N,biomaster,biomaster_reverse,37,0.974158368895211
drug_id,FRVSRBKUQZKTOW-YOCNBXQISA-N,nesso,nesso_pic50,37,0.16263632053105734
drug_id,FRVSRBKUQZKTOW-YOCNBXQISA-N,biomaster,biomaster_reverse,37,0.7842579421526789
drug_id,FTALBRSUTCGOEG-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.32456140350877194
drug_id,FTALBRSUTCGOEG-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9952584163110477
drug_id,FVTWTVQXNAJTQP-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.1915599810336652
drug_id,FVTWTVQXNAJTQP-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.8828828828828829
drug_id,FWLMVFUGMHIOAA-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.6837363679468941
drug_id,FWLMVFUGMHIOAA-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.7961119013750592
drug_id,FWYSMLBETOMXAG-QHCPKHFHSA-N,nesso,nesso_pic50,37,0.20175438596491227
drug_id,FWYSMLBETOMXAG-QHCPKHFHSA-N,biomaster,biomaster_reverse,37,0.9943100995732574
drug_id,FWZAWAUZXYCBKZ-NSHDSACASA-N,nesso,nesso_pic50,37,0.552868658131816
drug_id,FWZAWAUZXYCBKZ-NSHDSACASA-N,biomaster,biomaster_reverse,37,0.6062114746325272
drug_id,FYDWDCIFZSGNBU-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.07847321005215742
drug_id,FYDWDCIFZSGNBU-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.986723565670934
drug_id,FYMHQCNFKNMJAV-HOTGVXAUSA-N,nesso,nesso_pic50,37,-0.08937885253674727
drug_id,FYMHQCNFKNMJAV-HOTGVXAUSA-N,biomaster,biomaster_reverse,37,0.9625414888572782
drug_id,GBLBJPZSROAGMF-RWYJCYHVSA-N,nesso,nesso_pic50,37,0.6875296348980559
drug_id,GBLBJPZSROAGMF-RWYJCYHVSA-N,biomaster,biomaster_reverse,37,0.4907539118065434
drug_id,GBXSMTUPTTWBMN-XIRDDKMYSA-N,nesso,nesso_pic50,37,-0.5670934091986723
drug_id,GBXSMTUPTTWBMN-XIRDDKMYSA-N,biomaster,biomaster_reverse,37,0.9613560929350403
drug_id,GCKFUYQCUCGESZ-BPIQYHPVSA-N,nesso,nesso_pic50,37,0.20697012802275958
drug_id,GCKFUYQCUCGESZ-BPIQYHPVSA-N,biomaster,biomaster_reverse,37,0.3973447131341868
drug_id,GDLBFKVLRPITMI-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.28496917970602176
drug_id,GDLBFKVLRPITMI-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9964438122332858
drug_id,GEJDGVNQKABXKG-CFKGEZKQSA-N,nesso,nesso_pic50,37,-0.033191085822664765
drug_id,GEJDGVNQKABXKG-CFKGEZKQSA-N,biomaster,biomaster_reverse,37,0.9672830725462304
drug_id,GFHAXPJGXSQLPT-VIFPVBQESA-N,nesso,nesso_pic50,37,-0.07965860597439543
drug_id,GFHAXPJGXSQLPT-VIFPVBQESA-N,biomaster,biomaster_reverse,37,0.9568515884305355
drug_id,GFNANZIMVAIWHM-OBYCQNJPSA-N,nesso,nesso_pic50,37,-0.09388335704125178
drug_id,GFNANZIMVAIWHM-OBYCQNJPSA-N,biomaster,biomaster_reverse,37,0.1477003319108582
drug_id,GGCSSNBKKAUURC-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.03082029397818871
drug_id,GGCSSNBKKAUURC-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.93859649122807
drug_id,GGXICVAJURFBLW-CEYXHVGTSA-N,nesso,nesso_pic50,37,-0.1505452821242295
drug_id,GGXICVAJURFBLW-CEYXHVGTSA-N,biomaster,biomaster_reverse,37,0.9710763394973921
drug_id,GHILNKWBALQPDP-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5803698435277382
drug_id,GHILNKWBALQPDP-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.927216690374585
drug_id,GJJFMKBJSRMPLA-DZGCQCFKSA-N,nesso,nesso_pic50,37,-0.48838311996206724
drug_id,GJJFMKBJSRMPLA-DZGCQCFKSA-N,biomaster,biomaster_reverse,37,0.8077287814129919
drug_id,GJPICJJJRGTNOD-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.41915599810336646
drug_id,GJPICJJJRGTNOD-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9796111901375059
drug_id,GJSURZIOUXUGAL-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.16761498340445707
drug_id,GJSURZIOUXUGAL-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9732100521574205
drug_id,GKCBAIGFKIBETG-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.20625889046941673
drug_id,GKCBAIGFKIBETG-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9822190611664294
drug_id,GKHIVNAUVKXIIY-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5322427690848742
drug_id,GKHIVNAUVKXIIY-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.7273589378852536
drug_id,GLYMPHUVMRFTFV-QLFBSQMISA-N,nesso,nesso_pic50,37,0.26126126126126126
drug_id,GLYMPHUVMRFTFV-QLFBSQMISA-N,biomaster,biomaster_reverse,37,0.26884779516358465
drug_id,GMRQFYUYWCNGIN-NKMMMXOESA-N,nesso,nesso_pic50,37,0.5995732574679943
drug_id,GMRQFYUYWCNGIN-NKMMMXOESA-N,biomaster,biomaster_reverse,37,0.17875770507349453
drug_id,GNXFOGHNGIVQEH-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.06685633001422475
drug_id,GNXFOGHNGIVQEH-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9981033665244191
drug_id,GOTYRUGSSMKFNF-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.26766239924134655
drug_id,GOTYRUGSSMKFNF-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9857752489331436
drug_id,GPNHMOZDMYNCPO-PDUMRIMRSA-N,nesso,nesso_pic50,37,-0.0957799905168326
drug_id,GPNHMOZDMYNCPO-PDUMRIMRSA-N,biomaster,biomaster_reverse,37,-0.38217164532954007
drug_id,GPXBXXGIAQBQNI-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.6088193456614508
drug_id,GPXBXXGIAQBQNI-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.5659080132764344
drug_id,GXJABQQUPOEUTA-RDJZCZTQSA-N,nesso,nesso_pic50,37,0.13632053105737316
drug_id,GXJABQQUPOEUTA-RDJZCZTQSA-N,biomaster,biomaster_reverse,37,0.9490279753437648
drug_id,GXXLUDOKHXEFBQ-YJFSRANCSA-N,nesso,nesso_pic50,37,-0.250592697961119
drug_id,GXXLUDOKHXEFBQ-YJFSRANCSA-N,biomaster,biomaster_reverse,37,0.9504504504504503
drug_id,GYDJEQRTZSCIOI-LJGSYFOKSA-N,nesso,nesso_pic50,37,-0.3321479374110953
drug_id,GYDJEQRTZSCIOI-LJGSYFOKSA-N,biomaster,biomaster_reverse,37,0.9829302987197722
drug_id,GYHCTFXIZSNGJT-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5289236605026079
drug_id,GYHCTFXIZSNGJT-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9182076813655761
drug_id,GYQYAJJFPNQOOW-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.651967757230915
drug_id,GYQYAJJFPNQOOW-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9758179231863442
drug_id,GZOSMCIZMLWJML-VJLLXTKPSA-N,nesso,nesso_pic50,37,0.5376955903271693
drug_id,GZOSMCIZMLWJML-VJLLXTKPSA-N,biomaster,biomaster_reverse,37,0.9167852062588904
drug_id,GZUITABIAKMVPG-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.557610241820768
drug_id,GZUITABIAKMVPG-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.2430061640587956
drug_id,HARRKNSQXBRBGZ-GVKWWOCJSA-N,nesso,nesso_pic50,37,0.417022285443338
drug_id,HARRKNSQXBRBGZ-GVKWWOCJSA-N,biomaster,biomaster_reverse,37,0.9497392128971075
drug_id,HAYYBYPASCDWEQ-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.6050260787102892
drug_id,HAYYBYPASCDWEQ-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9777145566619249
drug_id,HBOMLICNUCNMMY-XLPZGREQSA-N,nesso,nesso_pic50,37,-0.27240398293029866
drug_id,HBOMLICNUCNMMY-XLPZGREQSA-N,biomaster,biomaster_reverse,37,0.9990516832622095
drug_id,HCDMJFOHIXMBOV-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.7449027975343764
drug_id,HCDMJFOHIXMBOV-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.3928402086296823
drug_id,HCFDWZZGGLSKEP-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.17069701280227595
drug_id,HCFDWZZGGLSKEP-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.8907064959696537
drug_id,HCRKCZRJWPKOAR-JTQLQIEISA-N,nesso,nesso_pic50,37,0.08108108108108107
drug_id,HCRKCZRJWPKOAR-JTQLQIEISA-N,biomaster,biomaster_reverse,37,0.7999051683262207
drug_id,HDACQVRGBOVJII-JBDAPHQKSA-N,nesso,nesso_pic50,37,-0.6152204836415363
drug_id,HDACQVRGBOVJII-JBDAPHQKSA-N,biomaster,biomaster_reverse,37,0.9295874822190611
drug_id,HEAUOKZIVMZVQL-VWLOTQADSA-N,nesso,nesso_pic50,37,0.14556661925082975
drug_id,HEAUOKZIVMZVQL-VWLOTQADSA-N,biomaster,biomaster_reverse,37,0.9834044570886674
drug_id,HEFNNWSXXWATRW-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.30606922712185863
drug_id,HEFNNWSXXWATRW-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9442863916548125
drug_id,HEVHTYMYEMEBPX-HZPDHXFCSA-N,nesso,nesso_pic50,37,0.6571834992887624
drug_id,HEVHTYMYEMEBPX-HZPDHXFCSA-N,biomaster,biomaster_reverse,37,0.8895211000474157
drug_id,HFNKQEVNSGCOJV-OAHLLOKOSA-N,nesso,nesso_pic50,37,0.34186818397344704
drug_id,HFNKQEVNSGCOJV-OAHLLOKOSA-N,biomaster,biomaster_reverse,37,0.8442389758179231
drug_id,HFZITXBUTWITPT-YWVKMMECSA-N,nesso,nesso_pic50,37,0.06282598387861545
drug_id,HFZITXBUTWITPT-YWVKMMECSA-N,biomaster,biomaster_reverse,37,0.963252726410621
drug_id,HGVDHZBSSITLCT-JLJPHGGASA-N,nesso,nesso_pic50,37,0.11782835467045992
drug_id,HGVDHZBSSITLCT-JLJPHGGASA-N,biomaster,biomaster_reverse,37,0.35348506401137975
drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5028449502133712
drug_id,HHZIURLSWUIHRB-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.7814129919393077
drug_id,HIFJCPQKFCZDDL-ACWOEMLNSA-N,nesso,nesso_pic50,37,0.058321479374110946
drug_id,HIFJCPQKFCZDDL-ACWOEMLNSA-N,biomaster,biomaster_reverse,37,0.9732100521574205
drug_id,HJBWBFZLDZWPHF-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.22072072072072071
drug_id,HJBWBFZLDZWPHF-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.967994310099573
drug_id,HKDLNTKNLJPAIY-WKWWZUSTSA-N,nesso,nesso_pic50,37,0.3774300616405879
drug_id,HKDLNTKNLJPAIY-WKWWZUSTSA-N,biomaster,biomaster_reverse,37,0.7209577999051682
drug_id,HKHCSWPSUSWGLI-CABCVRRESA-N,nesso,nesso_pic50,37,-0.08629682313892839
drug_id,HKHCSWPSUSWGLI-CABCVRRESA-N,biomaster,biomaster_reverse,37,0.8966334755808439
drug_id,HKXBNHCUPKIYDM-CGMHZMFXSA-N,nesso,nesso_pic50,37,0.6024182076813654
drug_id,HKXBNHCUPKIYDM-CGMHZMFXSA-N,biomaster,biomaster_reverse,37,0.4532954006638217
drug_id,HMABYWSNWIZPAG-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.528212422949265
drug_id,HMABYWSNWIZPAG-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9208155523944997
drug_id,HNPFPERDNWXAGS-NFVOFSAMSA-N,nesso,nesso_pic50,37,-0.44713134186818393
drug_id,HNPFPERDNWXAGS-NFVOFSAMSA-N,biomaster,biomaster_reverse,37,0.9656235182550972
drug_id,HOIIHACBCFLJET-SFTDATJTSA-N,nesso,nesso_pic50,37,0.34091986723565665
drug_id,HOIIHACBCFLJET-SFTDATJTSA-N,biomaster,biomaster_reverse,37,0.11877667140825035
drug_id,HPHUVLMMVZITSG-LURJTMIESA-N,nesso,nesso_pic50,37,-0.3157894736842105
drug_id,HPHUVLMMVZITSG-LURJTMIESA-N,biomaster,biomaster_reverse,37,0.9649122807017542
drug_id,HPJKCIUCZWXJDR-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.1785206258890469
drug_id,HPJKCIUCZWXJDR-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.6353722143195827
drug_id,HPNSFSBZBAHARI-RUDMXATFSA-N,nesso,nesso_pic50,37,0.2200094831673779
drug_id,HPNSFSBZBAHARI-RUDMXATFSA-N,biomaster,biomaster_reverse,37,0.9843527738264579
drug_id,HSUGRBWQSSZJOP-RTWAWAEBSA-N,nesso,nesso_pic50,37,0.1555239449976292
drug_id,HSUGRBWQSSZJOP-RTWAWAEBSA-N,biomaster,biomaster_reverse,37,0.9665718349928876
drug_id,HTIQEAQVCYTUBX-KRWDZBQOSA-N,nesso,nesso_pic50,37,0.34329065908013273
drug_id,HTIQEAQVCYTUBX-KRWDZBQOSA-N,biomaster,biomaster_reverse,37,0.9604077761972498
drug_id,HTIQEAQVCYTUBX-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.33025130393551444
drug_id,HTIQEAQVCYTUBX-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9677572309151256
drug_id,HUNGUWOZPQBXGX-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.39307728781412987
drug_id,HUNGUWOZPQBXGX-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9959696538643906
drug_id,HVFLCNVBZFFHBT-ZKDACBOMSA-N,nesso,nesso_pic50,37,-0.3733997155049786
drug_id,HVFLCNVBZFFHBT-ZKDACBOMSA-N,biomaster,biomaster_reverse,37,0.8933143669985774
drug_id,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,nesso,nesso_pic50,37,0.08368895211000474
drug_id,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,biomaster,biomaster_reverse,37,0.9378852536747273
drug_id,HWXVIOGONBBTBY-ONEGZZNKSA-N,nesso,nesso_pic50,37,0.8579895685158843
drug_id,HWXVIOGONBBTBY-ONEGZZNKSA-N,biomaster,biomaster_reverse,37,0.95542911332385
drug_id,HYAFETHFCAUJAY-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.14888572783309625
drug_id,HYAFETHFCAUJAY-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9476055002370791
drug_id,HYHMLYSLQUKXKP-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.6609767662399241
drug_id,HYHMLYSLQUKXKP-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9618302513039355
drug_id,HZIYEEMJNBKMJH-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.18752963489805594
drug_id,HZIYEEMJNBKMJH-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9174964438122332
drug_id,IAKHMKGGTNLKSZ-INIZCTEOSA-N,nesso,nesso_pic50,37,0.13703176861071595
drug_id,IAKHMKGGTNLKSZ-INIZCTEOSA-N,biomaster,biomaster_reverse,37,0.9912280701754386
drug_id,IAVUPMFITXYVAF-XPUUQOCRSA-N,nesso,nesso_pic50,37,-0.1853959222380275
drug_id,IAVUPMFITXYVAF-XPUUQOCRSA-N,biomaster,biomaster_reverse,37,0.9063537221431958
drug_id,IDUYJRXRDSPPRC-NRFANRHFSA-N,nesso,nesso_pic50,37,0.4118065433854907
drug_id,IDUYJRXRDSPPRC-NRFANRHFSA-N,biomaster,biomaster_reverse,37,0.9943100995732574
drug_id,IEAKXXNRGSLYTQ-DEOSSOPVSA-N,nesso,nesso_pic50,37,0.6605026078710289
drug_id,IEAKXXNRGSLYTQ-DEOSSOPVSA-N,biomaster,biomaster_reverse,37,0.9665718349928876
drug_id,IFSDAJWBUCMOAH-HNNXBMFYSA-N,nesso,nesso_pic50,37,0.29611190137505927
drug_id,IFSDAJWBUCMOAH-HNNXBMFYSA-N,biomaster,biomaster_reverse,37,0.9345661450924607
drug_id,IIXWYSCJSQVBQM-LLVKDONJSA-N,nesso,nesso_pic50,37,0.4468942626837363
drug_id,IIXWYSCJSQVBQM-LLVKDONJSA-N,biomaster,biomaster_reverse,37,0.8876244665718349
drug_id,IKENVDNFQMCRTR-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5694642010431483
drug_id,IKENVDNFQMCRTR-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.8255097202465623
