query,entity,head_a,head_b,n,spearman
drug_id,IKKXOSBHLYMWAE-QRPMWFLTSA-N,nesso,nesso_pic50,37,0.07847321005215742
drug_id,IKKXOSBHLYMWAE-QRPMWFLTSA-N,biomaster,biomaster_reverse,37,0.9917022285443338
drug_id,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,nesso,nesso_pic50,37,0.07136083451872925
drug_id,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,biomaster,biomaster_reverse,37,0.968705547652916
drug_id,INJOMKTZOLKMBF-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.3198198198198198
drug_id,INJOMKTZOLKMBF-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9876718824087244
drug_id,IOOWNWLVCOUUEX-WPRPVWTQSA-N,nesso,nesso_pic50,37,-0.5201517306780464
drug_id,IOOWNWLVCOUUEX-WPRPVWTQSA-N,biomaster,biomaster_reverse,37,0.9900426742532006
drug_id,IPOKCKJONYRRHP-FMQUCBEESA-N,nesso,nesso_pic50,37,0.3008534850640114
drug_id,IPOKCKJONYRRHP-FMQUCBEESA-N,biomaster,biomaster_reverse,37,0.9677572309151256
drug_id,IPVQLZZIHOAWMC-QXKUPLGCSA-N,nesso,nesso_pic50,37,-0.6552868658131815
drug_id,IPVQLZZIHOAWMC-QXKUPLGCSA-N,biomaster,biomaster_reverse,37,0.8840682788051207
drug_id,IQFYYKKMVGJFEH-CSMHCCOUSA-N,nesso,nesso_pic50,37,-0.43314366998577525
drug_id,IQFYYKKMVGJFEH-CSMHCCOUSA-N,biomaster,biomaster_reverse,37,0.9976292081555238
drug_id,IQIBKLWBVJPOQO-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5542911332385017
drug_id,IQIBKLWBVJPOQO-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9485538169748695
drug_id,IQPSEEYGBUAQFF-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.04623044096728307
drug_id,IQPSEEYGBUAQFF-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.986723565670934
drug_id,IQVRBWUUXZMOPW-PKNBQFBNSA-N,nesso,nesso_pic50,37,0.3921289710763394
drug_id,IQVRBWUUXZMOPW-PKNBQFBNSA-N,biomaster,biomaster_reverse,37,0.9490279753437648
drug_id,IRSCQMHQWWYFCW-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.3269321953532479
drug_id,IRSCQMHQWWYFCW-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9798482693219533
drug_id,IUBSYMUCCVWXPE-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.1778093883357041
drug_id,IUBSYMUCCVWXPE-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9817449027975342
drug_id,IUEWXNHSKRWHDY-PHIMTYICSA-N,nesso,nesso_pic50,37,-0.2375533428165007
drug_id,IUEWXNHSKRWHDY-PHIMTYICSA-N,biomaster,biomaster_reverse,37,-0.22759601706970123
drug_id,IVBHGBMCVLDMKU-GXNBUGAJSA-N,nesso,nesso_pic50,37,-0.4020862968231389
drug_id,IVBHGBMCVLDMKU-GXNBUGAJSA-N,biomaster,biomaster_reverse,37,0.9950213371266002
drug_id,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.4983404457088667
drug_id,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9438122332859173
drug_id,IYSYPCSSDZBWHN-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.1571834992887624
drug_id,IYSYPCSSDZBWHN-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.3390232337600758
drug_id,JAUOIFJMECXRGI-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5291607396870555
drug_id,JAUOIFJMECXRGI-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.8940256045519203
drug_id,JBIMVDZLSHOPLA-LSCVHKIXSA-N,nesso,nesso_pic50,37,0.012802275960170697
drug_id,JBIMVDZLSHOPLA-LSCVHKIXSA-N,biomaster,biomaster_reverse,37,0.8978188715030819
drug_id,JBKPUQTUERUYQE-UHFFFAOYSA-O,nesso,nesso_pic50,37,-0.08060692271218588
drug_id,JBKPUQTUERUYQE-UHFFFAOYSA-O,biomaster,biomaster_reverse,37,0.9864864864864863
drug_id,JCCNYMKQOSZNPW-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.49122807017543857
drug_id,JCCNYMKQOSZNPW-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9919393077287812
drug_id,JDUBGYFRJFOXQC-KRWDZBQOSA-N,nesso,nesso_pic50,37,0.5521574205784732
drug_id,JDUBGYFRJFOXQC-KRWDZBQOSA-N,biomaster,biomaster_reverse,37,0.8783783783783782
drug_id,JEECQCWWSTZDCK-IQZGDKDPSA-N,nesso,nesso_pic50,37,0.08866761498340445
drug_id,JEECQCWWSTZDCK-IQZGDKDPSA-N,biomaster,biomaster_reverse,37,0.9646752015173067
drug_id,JFOZKMSJYSPYLN-QHCPKHFHSA-N,nesso,nesso_pic50,37,-0.1384542437174016
drug_id,JFOZKMSJYSPYLN-QHCPKHFHSA-N,biomaster,biomaster_reverse,37,0.9976292081555238
drug_id,JGCMEBMXRHSZKX-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.39449976292081557
drug_id,JGCMEBMXRHSZKX-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.8843053579895684
drug_id,JGRXMPYUTJLTKT-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5007112375533428
drug_id,JGRXMPYUTJLTKT-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.7956377430061639
drug_id,JGWRKYUXBBNENE-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.6251778093883357
drug_id,JGWRKYUXBBNENE-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,-0.12612612612612611
drug_id,JIVPVXMEBJLZRO-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.2294926505452821
drug_id,JIVPVXMEBJLZRO-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9535324798482692
drug_id,JJVAPHYEOZSKJZ-JGCGQSQUSA-N,nesso,nesso_pic50,37,0.45163584637268844
drug_id,JJVAPHYEOZSKJZ-JGCGQSQUSA-N,biomaster,biomaster_reverse,37,0.9390706495969653
drug_id,JKVNJTYHRABHIY-WXVUKLJWSA-N,nesso,nesso_pic50,37,0.07942152678994784
drug_id,JKVNJTYHRABHIY-WXVUKLJWSA-N,biomaster,biomaster_reverse,37,0.9587482219061166
drug_id,JOLJIIDDOBNFHW-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.26955903271692744
drug_id,JOLJIIDDOBNFHW-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9921763869132288
drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.7309151256519677
drug_id,JOOXLOJCABQBSG-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.6474632527264105
drug_id,JQSHBVHOMNKWFT-DTORHVGOSA-N,nesso,nesso_pic50,37,-0.28402086296823137
drug_id,JQSHBVHOMNKWFT-DTORHVGOSA-N,biomaster,biomaster_reverse,37,0.9682313892840207
drug_id,JURKNVYFZMSNLP-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.31507823613086766
drug_id,JURKNVYFZMSNLP-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.4627785680417259
drug_id,JUZYLCPPVHEVSV-LJQANCHMSA-N,nesso,nesso_pic50,37,0.2306780464675201
drug_id,JUZYLCPPVHEVSV-LJQANCHMSA-N,biomaster,biomaster_reverse,37,0.967994310099573
drug_id,JVHXJTBJCFBINQ-ADAARDCZSA-N,nesso,nesso_pic50,37,0.11427216690374584
drug_id,JVHXJTBJCFBINQ-ADAARDCZSA-N,biomaster,biomaster_reverse,37,0.9333807491702227
drug_id,JVLBPIPGETUEET-WIXLDOGYSA-O,nesso,nesso_pic50,37,0.009246088193456613
drug_id,JVLBPIPGETUEET-WIXLDOGYSA-O,biomaster,biomaster_reverse,37,0.8738738738738738
drug_id,JWHYSEDOYMYMNM-QGZVFWFLSA-N,nesso,nesso_pic50,37,0.19013750592697956
drug_id,JWHYSEDOYMYMNM-QGZVFWFLSA-N,biomaster,biomaster_reverse,37,0.9883831199620672
drug_id,JWJOTENAMICLJG-QWBYCMEYSA-N,nesso,nesso_pic50,37,0.410384068278805
drug_id,JWJOTENAMICLJG-QWBYCMEYSA-N,biomaster,biomaster_reverse,37,0.3937885253674727
drug_id,JWNPDZNEKVCWMY-VQHVLOKHSA-N,nesso,nesso_pic50,37,0.5663821716453296
drug_id,JWNPDZNEKVCWMY-VQHVLOKHSA-N,biomaster,biomaster_reverse,37,0.9165481270744429
drug_id,JWUBBDSIWDLEOM-DTOXIADCSA-N,nesso,nesso_pic50,37,0.519203413940256
drug_id,JWUBBDSIWDLEOM-DTOXIADCSA-N,biomaster,biomaster_reverse,37,0.27927927927927926
drug_id,JYGXADMDTFJGBT-VWUMJDOOSA-N,nesso,nesso_pic50,37,-0.25912754860123277
drug_id,JYGXADMDTFJGBT-VWUMJDOOSA-N,biomaster,biomaster_reverse,37,-0.10241820768136557
drug_id,JYTNQNCOQXFQPK-MRXNPFEDSA-N,nesso,nesso_pic50,37,0.09246088193456614
drug_id,JYTNQNCOQXFQPK-MRXNPFEDSA-N,biomaster,biomaster_reverse,37,0.9819819819819817
drug_id,JZUFKLXOESDKRF-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.35443338074917025
drug_id,JZUFKLXOESDKRF-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.7517780938833569
drug_id,KAQKFAOMNZTLHT-OZUDYXHBSA-N,nesso,nesso_pic50,37,-0.20981507823613088
drug_id,KAQKFAOMNZTLHT-OZUDYXHBSA-N,biomaster,biomaster_reverse,37,0.9710763394973921
drug_id,KBOPZPXVLCULAV-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.12612612612612611
drug_id,KBOPZPXVLCULAV-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9627785680417258
drug_id,KDGFLJKFZUIJMX-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.641773352299668
drug_id,KDGFLJKFZUIJMX-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.22356567093409196
drug_id,KDLRVYVGXIQJDK-AWPVFWJPSA-N,nesso,nesso_pic50,37,-0.19677572309151253
drug_id,KDLRVYVGXIQJDK-AWPVFWJPSA-N,biomaster,biomaster_reverse,37,0.9810336652441916
drug_id,KEDYTOTWMPBSLG-HILJTLORSA-N,nesso,nesso_pic50,37,-0.6322901849217638
drug_id,KEDYTOTWMPBSLG-HILJTLORSA-N,biomaster,biomaster_reverse,37,0.9568515884305355
drug_id,KEIPNCCJPRMIAX-HNNXBMFYSA-N,nesso,nesso_pic50,37,0.6308677098150781
drug_id,KEIPNCCJPRMIAX-HNNXBMFYSA-N,biomaster,biomaster_reverse,37,0.6910858226647699
drug_id,KENSGCYKTRNIST-RVUAFKSESA-N,nesso,nesso_pic50,37,-0.1605026078710289
drug_id,KENSGCYKTRNIST-RVUAFKSESA-N,biomaster,biomaster_reverse,37,0.16287339971550496
drug_id,KFQYTPMOWPVWEJ-INIZCTEOSA-N,nesso,nesso_pic50,37,0.17022285443338073
drug_id,KFQYTPMOWPVWEJ-INIZCTEOSA-N,biomaster,biomaster_reverse,37,0.8890469416785205
drug_id,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,nesso,nesso_pic50,37,0.17520151730678044
drug_id,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,biomaster,biomaster_reverse,37,0.7645803698435276
drug_id,KGSXMPPBFPAXLY-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.15457562825983878
drug_id,KGSXMPPBFPAXLY-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9791370317686106
drug_id,KIHYPELVXPAIDH-HNSNBQBZSA-N,nesso,nesso_pic50,37,0.34921763869132283
drug_id,KIHYPELVXPAIDH-HNSNBQBZSA-N,biomaster,biomaster_reverse,37,0.973447131341868
drug_id,KIQXRQVVYTYYAZ-VKVYFNERSA-N,nesso,nesso_pic50,37,-0.5270270270270271
drug_id,KIQXRQVVYTYYAZ-VKVYFNERSA-N,biomaster,biomaster_reverse,37,0.9540066382171644
drug_id,KJADKKWYZYXHBB-XBWDGYHZSA-N,nesso,nesso_pic50,37,-0.2126600284495021
drug_id,KJADKKWYZYXHBB-XBWDGYHZSA-N,biomaster,biomaster_reverse,37,0.8752963489805593
drug_id,KJFBVJALEQWJBS-XUXIUFHCSA-N,nesso,nesso_pic50,37,0.07894736842105263
drug_id,KJFBVJALEQWJBS-XUXIUFHCSA-N,biomaster,biomaster_reverse,37,0.9883831199620672
drug_id,KJHKTHWMRKYKJE-SUGCFTRWSA-N,nesso,nesso_pic50,37,0.08985301090564247
drug_id,KJHKTHWMRKYKJE-SUGCFTRWSA-N,biomaster,biomaster_reverse,37,0.95542911332385
drug_id,KKGQTZUTZRNORY-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.10170697012802274
drug_id,KKGQTZUTZRNORY-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9995258416311047
drug_id,KPBZROQVTHLCDU-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.20697012802275958
drug_id,KPBZROQVTHLCDU-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9893314366998577
drug_id,KPVIXBKIJXZQJX-CSOZIWFHSA-N,nesso,nesso_pic50,37,-0.16737790422000948
drug_id,KPVIXBKIJXZQJX-CSOZIWFHSA-N,biomaster,biomaster_reverse,37,0.980796586059744
drug_id,KPWSJANDNDDRMB-QAQDUYKDSA-N,nesso,nesso_pic50,37,0.051209103840682786
drug_id,KPWSJANDNDDRMB-QAQDUYKDSA-N,biomaster,biomaster_reverse,37,0.9815078236130867
drug_id,KPYSYYIEGFHWSV-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.10455192034139402
drug_id,KPYSYYIEGFHWSV-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9217638691322901
drug_id,KQKPFRSPSRPDEB-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.20009483167377903
drug_id,KQKPFRSPSRPDEB-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9395448079658605
drug_id,KRNAOFGYEFKHPB-ANJVHQHFSA-N,nesso,nesso_pic50,37,0.6439070649596965
drug_id,KRNAOFGYEFKHPB-ANJVHQHFSA-N,biomaster,biomaster_reverse,37,0.9627785680417258
drug_id,KSGXQBZTULBEEQ-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.5578473210052157
drug_id,KSGXQBZTULBEEQ-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.7747747747747747
drug_id,KSMAGQUYOIHWFS-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.26600284495021337
drug_id,KSMAGQUYOIHWFS-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9743954480796585
drug_id,KTEIFNKAUNYNJU-GFCCVEGCSA-N,nesso,nesso_pic50,37,0.484352773826458
drug_id,KTEIFNKAUNYNJU-GFCCVEGCSA-N,biomaster,biomaster_reverse,37,0.8731626363205309
drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.3985301090564248
drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9281650071123755
drug_id,KVWDHTXUZHCGIO-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.09506875296348978
drug_id,KVWDHTXUZHCGIO-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.26102418207681366
drug_id,KWGRBVOPPLSCSI-WCBMZHEXSA-N,nesso,nesso_pic50,37,-0.4632527264106211
drug_id,KWGRBVOPPLSCSI-WCBMZHEXSA-N,biomaster,biomaster_reverse,37,0.9708392603129444
drug_id,KWGRBVOPPLSCSI-WPRPVWTQSA-N,nesso,nesso_pic50,37,-0.427216690374585
drug_id,KWGRBVOPPLSCSI-WPRPVWTQSA-N,biomaster,biomaster_reverse,37,0.939781887150308
drug_id,KWTSXDURSIMDCE-QMMMGPOBSA-N,nesso,nesso_pic50,37,-0.4502133712660028
drug_id,KWTSXDURSIMDCE-QMMMGPOBSA-N,biomaster,biomaster_reverse,37,0.9286391654812706
drug_id,KWTSXDURSIMDCE-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.32550972024656233
drug_id,KWTSXDURSIMDCE-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9345661450924607
drug_id,KWTWDQCKEHXFFR-SMDDNHRTSA-N,nesso,nesso_pic50,37,-0.3326220957799905
drug_id,KWTWDQCKEHXFFR-SMDDNHRTSA-N,biomaster,biomaster_reverse,37,0.9051683262209577
drug_id,KXNPVXPOPUZYGB-IOVMHBDKSA-N,nesso,nesso_pic50,37,-0.6204362256993836
drug_id,KXNPVXPOPUZYGB-IOVMHBDKSA-N,biomaster,biomaster_reverse,37,0.7866287339971549
drug_id,KYYIDSXMWOZKMP-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.27453769559032715
drug_id,KYYIDSXMWOZKMP-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.23589378852536744
drug_id,LCQLHJZYVOQKHU-VKHMYHEASA-N,nesso,nesso_pic50,37,-0.2501185395922238
drug_id,LCQLHJZYVOQKHU-VKHMYHEASA-N,biomaster,biomaster_reverse,37,0.9902797534376481
drug_id,LDCRTTXIJACKKU-ONEGZZNKSA-N,nesso,nesso_pic50,37,-0.08653390232337599
drug_id,LDCRTTXIJACKKU-ONEGZZNKSA-N,biomaster,biomaster_reverse,37,0.9898055950687529
drug_id,LDEKQSIMHVQZJK-CAQYMETFSA-N,nesso,nesso_pic50,37,-0.25201517306780463
drug_id,LDEKQSIMHVQZJK-CAQYMETFSA-N,biomaster,biomaster_reverse,37,0.9779516358463726
drug_id,LEBVLXFERQHONN-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.3985301090564248
drug_id,LEBVLXFERQHONN-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.975343764817449
drug_id,LERNTVKEWCAPOY-DZZGSBJMSA-N,nesso,nesso_pic50,37,-0.2086296823138928
drug_id,LERNTVKEWCAPOY-DZZGSBJMSA-N,biomaster,biomaster_reverse,37,0.9312470365101942
drug_id,LEZWWPYKPKIXLL-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.6372688477951635
drug_id,LEZWWPYKPKIXLL-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9333807491702227
drug_id,LFQDNHWZDQTITF-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.12375533428165007
drug_id,LFQDNHWZDQTITF-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9848269321953531
drug_id,LHHCSNFAOIFYRV-DOVBMPENSA-N,nesso,nesso_pic50,37,-0.1607396870554765
drug_id,LHHCSNFAOIFYRV-DOVBMPENSA-N,biomaster,biomaster_reverse,37,0.8603603603603602
drug_id,LIENCHBZNNMNKG-OJFNHCPVSA-N,nesso,nesso_pic50,37,-0.3627311522048364
drug_id,LIENCHBZNNMNKG-OJFNHCPVSA-N,biomaster,biomaster_reverse,37,0.043148411569464196
drug_id,LIOLIMKSCNQPLV-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.2377904220009483
drug_id,LIOLIMKSCNQPLV-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.7230915125651967
drug_id,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.4096728307254623
drug_id,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.6507823613086771
drug_id,LKJPYSCBVHEWIU-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.16737790422000948
drug_id,LKJPYSCBVHEWIU-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9902797534376481
drug_id,LLPOLZWFYMWNKH-CMKMFDCUSA-N,nesso,nesso_pic50,37,-0.2579421526789948
drug_id,LLPOLZWFYMWNKH-CMKMFDCUSA-N,biomaster,biomaster_reverse,37,0.8800379326695116
drug_id,LMMJFBMMJUMSJS-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.23020388809862494
drug_id,LMMJFBMMJUMSJS-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9630156472261735
drug_id,LOMMPXLFBTZENJ-ZACQAIPSSA-N,nesso,nesso_pic50,37,0.17923186344238975
drug_id,LOMMPXLFBTZENJ-ZACQAIPSSA-N,biomaster,biomaster_reverse,37,0.9895685158843054
drug_id,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,nesso,nesso_pic50,37,0.5357989568515883
drug_id,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,biomaster,biomaster_reverse,37,-0.2652916073968705
drug_id,LPAUOXUZGSBGDU-STDDISTJSA-N,nesso,nesso_pic50,37,0.7847321005215743
drug_id,LPAUOXUZGSBGDU-STDDISTJSA-N,biomaster,biomaster_reverse,37,0.8096254148885725
drug_id,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,nesso,nesso_pic50,37,0.02655286865813181
drug_id,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,biomaster,biomaster_reverse,37,0.9770033191085822
drug_id,LRFKWQGGENFBFO-IBGZPJMESA-N,nesso,nesso_pic50,37,0.43907064959696535
drug_id,LRFKWQGGENFBFO-IBGZPJMESA-N,biomaster,biomaster_reverse,37,0.9976292081555238
drug_id,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nesso,nesso_pic50,37,-0.37102892366050255
drug_id,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,biomaster,biomaster_reverse,37,0.9957325746799429
drug_id,LTXBFJFJUIJOQE-GOSISDBHSA-N,nesso,nesso_pic50,37,0.49976292081555235
drug_id,LTXBFJFJUIJOQE-GOSISDBHSA-N,biomaster,biomaster_reverse,37,0.9058795637743006
drug_id,LTXREWYXXSTFRX-QGZVFWFLSA-N,nesso,nesso_pic50,37,0.22332859174964434
drug_id,LTXREWYXXSTFRX-QGZVFWFLSA-N,biomaster,biomaster_reverse,37,0.7856804172593645
drug_id,LUKZNWIVRBCLON-GXOBDPJESA-N,nesso,nesso_pic50,37,-0.1770981507823613
drug_id,LUKZNWIVRBCLON-GXOBDPJESA-N,biomaster,biomaster_reverse,37,-0.11237553342816499
drug_id,LUMKNAVTFCDUIE-VHXPQNKSSA-N,nesso,nesso_pic50,37,0.5033191085822665
drug_id,LUMKNAVTFCDUIE-VHXPQNKSSA-N,biomaster,biomaster_reverse,37,0.8968705547652915
drug_id,LUZRJRNZXALNLM-JGRZULCMSA-N,nesso,nesso_pic50,37,0.19250829777145564
drug_id,LUZRJRNZXALNLM-JGRZULCMSA-N,biomaster,biomaster_reverse,37,0.9905168326220956
drug_id,LVXJQMNHJWSHET-AATRIKPKSA-N,nesso,nesso_pic50,37,0.5469416785206258
drug_id,LVXJQMNHJWSHET-AATRIKPKSA-N,biomaster,biomaster_reverse,37,0.7823613086770981
drug_id,LWQQLNNNIPYSNX-UROSTWAQSA-N,nesso,nesso_pic50,37,0.4241346609767662
drug_id,LWQQLNNNIPYSNX-UROSTWAQSA-N,biomaster,biomaster_reverse,37,0.34281650071123754
drug_id,LXBIFEVIBLOUGU-DPYQTVNSSA-N,nesso,nesso_pic50,37,-0.1683262209577999
drug_id,LXBIFEVIBLOUGU-DPYQTVNSSA-N,biomaster,biomaster_reverse,37,0.9919393077287812
drug_id,LXMSZDCAJNLERA-ZHYRCANASA-N,nesso,nesso_pic50,37,-0.0028449502133712657
drug_id,LXMSZDCAJNLERA-ZHYRCANASA-N,biomaster,biomaster_reverse,37,0.8138928402086296
drug_id,LZFZMUMEGBBDTC-QEJZJMRPSA-N,nesso,nesso_pic50,37,-0.5187292555713607
drug_id,LZFZMUMEGBBDTC-QEJZJMRPSA-N,biomaster,biomaster_reverse,37,0.9660976766239924
drug_id,MAEIEVLCKWDQJH-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.17567567567567566
drug_id,MAEIEVLCKWDQJH-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9950213371266002
drug_id,MBBCVAKAJPKAKM-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.3041725936462778
drug_id,MBBCVAKAJPKAKM-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9959696538643906
drug_id,MBUVEWMHONZEQD-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.2425320056899004
drug_id,MBUVEWMHONZEQD-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.4964438122332859
drug_id,MCGSCOLBFJQGHM-SCZZXKLOSA-N,nesso,nesso_pic50,37,0.30559506875296344
drug_id,MCGSCOLBFJQGHM-SCZZXKLOSA-N,biomaster,biomaster_reverse,37,0.9838786154575628
drug_id,MCIACXAZCBVDEE-CUUWFGFTSA-N,nesso,nesso_pic50,37,0.033191085822664765
drug_id,MCIACXAZCBVDEE-CUUWFGFTSA-N,biomaster,biomaster_reverse,37,0.8283546704599336
drug_id,MDSQOJYHHZBZKA-GBXCKJPGSA-N,nesso,nesso_pic50,37,0.3914177335229966
drug_id,MDSQOJYHHZBZKA-GBXCKJPGSA-N,biomaster,biomaster_reverse,37,0.9466571834992886
drug_id,MEJLVLMAJJRLCR-GCCNXGTGSA-N,nesso,nesso_pic50,37,0.12138454243717402
drug_id,MEJLVLMAJJRLCR-GCCNXGTGSA-N,biomaster,biomaster_reverse,37,0.537221431958274
drug_id,METQSPRSQINEEU-HXCATZOESA-N,nesso,nesso_pic50,37,-0.09032716927453768
drug_id,METQSPRSQINEEU-HXCATZOESA-N,biomaster,biomaster_reverse,37,-0.11047889995258414
drug_id,MEZLKOACVSPNER-GFCCVEGCSA-N,nesso,nesso_pic50,37,0.012802275960170697
drug_id,MEZLKOACVSPNER-GFCCVEGCSA-N,biomaster,biomaster_reverse,37,0.9864864864864863
drug_id,MFBCDACCJCDGBA-UHFFFAOYSA-N,nesso,nesso_pic50,37,0.4238975817923186
drug_id,MFBCDACCJCDGBA-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.9670459933617828
drug_id,MFFMDFFZMYYVKS-SECBINFHSA-N,nesso,nesso_pic50,37,0.07586533902323375
drug_id,MFFMDFFZMYYVKS-SECBINFHSA-N,biomaster,biomaster_reverse,37,0.9755808440018965
drug_id,MJIHNNLFOKEZEW-RUZDIDTESA-N,nesso,nesso_pic50,37,0.022759601706970126
drug_id,MJIHNNLFOKEZEW-RUZDIDTESA-N,biomaster,biomaster_reverse,37,0.9746325272641062
drug_id,MJIHNNLFOKEZEW-UHFFFAOYSA-N,nesso,nesso_pic50,37,-0.011142721669037459
drug_id,MJIHNNLFOKEZEW-UHFFFAOYSA-N,biomaster,biomaster_reverse,37,0.974158368895211
drug_id,MJUVRTYWUMPBTR-MRXNPFEDSA-N,nesso,nesso_pic50,37,0.2550972024656235
drug_id,MJUVRTYWUMPBTR-MRXNPFEDSA-N,biomaster,biomaster_reverse,37,0.9319582740635373
drug_id,MKJIEFSOBYUXJB-HOCLYGCPSA-N,nesso,nesso_pic50,37,-0.18160265528686578
drug_id,MKJIEFSOBYUXJB-HOCLYGCPSA-N,biomaster,biomaster_reverse,37,0.9613560929350403
drug_id,MKJIEFSOBYUXJB-WEZHFFAMSA-N,nesso,nesso_pic50,37,0.17045993361782832
drug_id,MKJIEFSOBYUXJB-WEZHFFAMSA-N,biomaster,biomaster_reverse,37,0.87126600284495
