drug_feature_index,ligand_inchikey,ligand_smiles,drug_names,on_bits,target_feature_index,panel_role,uniprot_accession,gene_symbol,protein_name,target_assay_family,experimental_positive_old_drug_name,experimental_positive_old_drug_inchikey,is_literature_experimental_positive,score_seed_20260816,score_seed_20260817,score_seed_20260818,score_seed_20260819,score_seed_20260820,biomaster_ensemble_score,biomaster_ensemble_logit,model_seed_std,rank_within_target_720,percentile_within_target_720,top_1_percent,top_5_percent,top_10
698,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,dasatinib,65,0,PRIMARY_SHOWCASE,Q99611,SEPHS2,Selenophosphate synthetase 2,enzyme,dasatinib,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,True,0.09327869943932242,0.15474026694125956,0.13421863061611192,0.2280559808376921,0.1997364221688468,0.16200600000064655,-7.646825790405273,0.04761208951981445,395,0.4520166898470097,False,False,False
666,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,hydroxychloroquine,49,1,MANDATORY_CO_REPORT,A5D8V6,VPS37C,Vacuolar protein sorting-associated protein 37C,other_assayable,hydroxychloroquine,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,True,0.12020538644223036,0.15830317087281368,0.21602081366111978,0.8377406569854623,0.11252061637513334,0.2889581288673519,-5.125324821472168,0.2768250411563931,219,0.6968011126564673,False,False,False
