target_chembl_id,gene_symbol,ligand_inchikey,ligand_smiles,drug_names,control_chembl_id,pair_id,selection_role,reference_endpoint_tier,reference_endpoint_category,reference_standard_types,reference_assay_ids,reference_doc_ids,mean_pchembl_mixed_endpoints,reused_original_control,release_status
CHEMBL208,PGR,IJLXLZGJDSJGIQ-BILPMHSYSA-N,CC[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1C(=O)CO,CHEMBL2311103,CHEMBL2311103,IJLXLZGJDSJGIQ-BILPMHSYSA-N__CHEMBL208,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,"302134,302161,302162,302163,302164,302165,302166,302167,302168",21588,8.483333333333333,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2085,MIF,GBAKVEWPYUIGHN-UHFFFAOYSA-N,O=c1nc(-c2ccccn2)sc2ccccc12,BTZO-1,CHEMBL4516611,GBAKVEWPYUIGHN-UHFFFAOYSA-N__CHEMBL2085,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","2142948,2255634,2579514,2579517,2579529","115337,124768,131250",7.066,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2148,JAK3,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL2148,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","440843,586840,1586039,1699207,1730342,1828586,1928195,2065438,2123059,2583251,2613722","36214,48311,99644,105824,107047,110936,114258,119003,120917,131258,136512",9.234545454545454,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL215,ALOX5,RFZWCDJCCQBGPO-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)O)c3ccccc32)cc1,CHEMBL3113617,CHEMBL3113617,RFZWCDJCCQBGPO-UHFFFAOYSA-N__CHEMBL215,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,"Ki,IC50","1290921,1290927",76758,8.075,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2179,GBA1,VIPLIVNKNZODIT-UHFFFAOYSA-O,CN(C)c1ccc2c(-c3ccc(C(=O)NCCOCCOCCOCCOCCC(=O)NCCCCCC(=O)Nc4ccc(-c5nc(NC6Cc7ccccc7C6)c6ccccc6n5)cc4)cc3OC=O)c3ccc(=[N+](C)C)cc-3oc2c1,CHEMBL5951426,CHEMBL5951426,VIPLIVNKNZODIT-UHFFFAOYSA-O__CHEMBL2179,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,2589266,132172,8.15,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2189110,EZH2,FKSFKBQGSFSOSM-QFIPXVFZSA-N,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,GSK2816126,CHEMBL3287735,FKSFKBQGSFSOSM-QFIPXVFZSA-N__CHEMBL2189110,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Ki,IC50,Kd","1473137,1473138,1473139,1473140,1473141,1473142,1473188,1473241,1511672,1511673,1511674,2124401,2124402,2154356,2309414,2329894,2439098,2439099,2571707,2576392","91469,93136,120961,121777,126349,126959,129116,131159,131210",8.5485,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL220,ACHE,ZRJBHWIHUMBLCN-YQEJDHNASA-N,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,HUPERZINE A,CHEMBL395280,ZRJBHWIHUMBLCN-YQEJDHNASA-N__CHEMBL220,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Ki,IC50,Kd","362147,606474,833863,945319,973813,1439748,1551243,1766084,1834120,1935994,2106831,2204620","31257,49254,62972,72583,74457,89362,97886,108509,111106,114663,120294,123102",7.0808333333333335,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2208,MAPKAPK2,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL2208,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","343803,586346,606643,606644,606645,606646,1828606,2065420,2583270","30942,48311,49416,110936,119003,131258",6.407777777777778,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2243,FAAH,WRBFPGYDKJBYBI-SJORKVTESA-N,CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn(C)c2Sc2ccc(Cl)cn2)cc1,MK-3168,CHEMBL2386558,WRBFPGYDKJBYBI-SJORKVTESA-N__CHEMBL2243,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","960967,960986",73697,9.05,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2252,CTSC,AEXFXNFMSAAELR-RXVVDRJESA-N,Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,BRENSOCATIB,CHEMBL3900409,AEXFXNFMSAAELR-RXVVDRJESA-N__CHEMBL2252,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","1617559,1617560,1617595,1617597,1617598,1617599,1617600,2120712,2120713,2120714,2590971,2616939","101220,120845,133030,136597",7.718333333333334,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2276,MAPK8,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL2276,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","325063,586332,1699208,1828587,2065439,2374379,2374992,2502299,2583252,2645100","30300,48311,105824,110936,119003,128249,128261,130836,131258,137289",6.489,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2292,DYRK1A,BXNJHAXVSOCGBA-UHFFFAOYSA-N,COc1ccc2c(c1)[nH]c1c(C)nccc12,HARMINE,CHEMBL269538,BXNJHAXVSOCGBA-UHFFFAOYSA-N__CHEMBL2292,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Ki,Kd","586736,875252,875426,965918,1284991,1560172,1560500,1683762,1735898,1735899,1794526,1794534,1843921,2064252,2102265,2224594,2275493,2290911,2291220,2291227,2466159,2635817,2639115","48310,66612,73909,76464,98591,105182,107276,109757,111508,118975,120110,123849,125341,125743,125748,129733,137069,137152",7.25695652173913,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2326,CA7,OUZWUKMCLIBBOG-UHFFFAOYSA-N,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,ETHOXZOLAMIDE,CHEMBL18,OUZWUKMCLIBBOG-UHFFFAOYSA-N__CHEMBL2326,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Ki,Kd","302350,989827","20823,75385",9.13,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL235,PPARG,HZCBWYNLGPIQRK-LBPRGKRZSA-N,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,REVERSE TRIIODOTHYRONINE,CHEMBL1743304,HZCBWYNLGPIQRK-LBPRGKRZSA-N__CHEMBL235,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,1995679,116804,6.2,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL241,PDE3A,YOSSKNZHADPXJX-SNVBAGLBSA-N,CCN(CC)c1ccc(C2=NNC(=O)C[C@H]2C)cc1[N+](=O)[O-],CHEMBL4247714,CHEMBL4247714,YOSSKNZHADPXJX-SNVBAGLBSA-N__CHEMBL241,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","2295906,2295908",125924,7.5,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL242,ESR2,ZDSSMGFPICRDHW-VIZOYTHASA-N,O/N=C/c1cc(-c2ccc(O)c(F)c2)ccc1O,CHEMBL475278,CHEMBL475278,ZDSSMGFPICRDHW-VIZOYTHASA-N__CHEMBL242,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,1279731,76221,7.29,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2527,CHEK2,NXSJMRCTGYTSTK-SQHKIPTKSA-N,CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL4465866,CHEMBL4465866,NXSJMRCTGYTSTK-SQHKIPTKSA-N__CHEMBL2527,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,1822967,110797,6.83,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL258,LCK,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,DASATINIB ANHYDROUS,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL258,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","430257,586842,1642927,1909790,2514865","35313,48311,103566,113531,130982",8.695,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL261,CA1,OUZWUKMCLIBBOG-UHFFFAOYSA-N,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,ETHOXZOLAMIDE,CHEMBL18,OUZWUKMCLIBBOG-UHFFFAOYSA-N__CHEMBL261,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Ki,IC50,Kd","303317,801485,965226,989830,2589338,2647637","20689,60975,73951,75385,132206,137366",7.123333333333332,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL262,GSK3B,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL262,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","305251,570959,586329,1290318,1434610,1449342,1463635,1516575,1545544,1586032,1784620,1928060,1969948,2032783,2115437,2291844,2297962,2583233,2645101,2660682","21020,47256,48311,76817,89342,90310,91014,93482,97576,99644,109299,114252,115587,117897,120623,125765,126004,131258,137289,137700",7.624,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL267,SRC,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,DASATINIB ANHYDROUS,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL267,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd,Ki","430256,586361,1476339,1643068,1812482,1909792,2074186,2196448,2236196,2267361,2284841,2515702,2578590,2578625,2581623,2581751,2581845,2581938,2582031,2582124,2617449,2617451","35313,48311,91795,103566,110547,113531,119287,122877,124266,125078,125615,130982,131241,131256,136606",8.282608695652174,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2695,PTK2,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL2695,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","325081,586350,931293,1284304,1349847,1516570,1523998,1699206,1774219,1784610,2065481,2583209","30300,48311,71496,76491,83247,93482,93726,105824,108894,109299,119003,131258",7.260833333333333,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2722,CYP11B2,USUZGMWDZDXMDG-CYBMUJFWSA-N,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,OSILODROSTAT,CHEMBL3099695,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2722,REFERENCE_CONTROL_EXTRA_TO_384,2,FUNCTIONAL_OR_OTHER_ONLY,IC50,"1281888,1281894,1456067,1519253,1714736","76310,90138,93685,106395",8.868,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL279,KDR,MPVGZUGXCQEXTM-UHFFFAOYSA-N,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,LINIFANIB,CHEMBL223360,MPVGZUGXCQEXTM-UHFFFAOYSA-N__CHEMBL279,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","429056,586493,831541,1364555,1364556,1662939,2092103","35219,48311,62836,83939,104463,119894",8.024285714285714,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2815,NTRK1,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL2815,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","325067,586367,1327352,1327353,1586059,1730365,1828763,2055996,2065270,2220409,2583420","30300,48311,81866,99644,107047,110936,118672,119003,123687,131258",8.417272727272728,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2821,F12,QMRJOIUGPCVZPH-UHFFFAOYSA-N,N=C(N)c1ccc2cc(OC(=O)c3ccc(NC4=NCCN4)cc3)ccc2c1,SEPIMOSTAT,CHEMBL114586,QMRJOIUGPCVZPH-UHFFFAOYSA-N__CHEMBL2821,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,Ki,2055305,118647,7.68,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL283,MMP3,NITYDPDXAAFEIT-DYVFJYSZSA-N,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,ILOMASTAT,CHEMBL19611,NITYDPDXAAFEIT-DYVFJYSZSA-N__CHEMBL283,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,"Ki,IC50","102092,104721,104739,205495,557957,2023907,2254633","1502,5718,4665,1244,44871,117592,124694",7.87,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2835,JAK1,BZZKEPGENYLQSC-UHFFFAOYSA-N,CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,CRAVACITINIB,CHEMBL4596392,BZZKEPGENYLQSC-UHFFFAOYSA-N__CHEMBL2835,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","2317938,2353681,2353720,2418383,2418384,2418385,2418386,2418387,2432941,2633234","126595,127674,128726,128989,137014",7.239,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL284,DPP4,LTXREWYXXSTFRX-QGZVFWFLSA-N,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,LINAGLIPTIN,CHEMBL237500,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL284,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","452479,803854,960573,1878589,1928899,2262455,2355653,2591553,2607124","37272,61098,73678,112483,114289,124880,127754,133335,136315",9.068888888888887,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2850,GSK3A,UZWDCWONPYILKI-UHFFFAOYSA-N,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,ABEMACICLIB,CHEMBL3301610,UZWDCWONPYILKI-UHFFFAOYSA-N__CHEMBL2850,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,1642906,103566,7.89,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL286,REN,UXIGZRQVLGFTOU-VQXQMPIVSA-N,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,REMIKIREN,CHEMBL31601,UXIGZRQVLGFTOU-VQXQMPIVSA-N__CHEMBL286,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,Kd,1822359,110775,9.88,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL288,PDE4D,HJORMJIFDVBMOB-UHFFFAOYSA-N,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,ROLIPRAM,CHEMBL63,HJORMJIFDVBMOB-UHFFFAOYSA-N__CHEMBL288,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,"Ki,IC50","303428,303429,303430,334409,511124,511125,511126,511127,511128,511129,511130,511131,537822,543359,591873,591886,591887,591888,864908,1446363,1453490,1524082,1794638,1794645,1840096,1840097,1888829,1895926,2075116,2489160,2503995,2617040","21503,30718,44321,44780,46012,48513,65982,89198,90132,93809,109760,109761,111348,112807,113089,119335,130472,130873,136598",6.538571428571428,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2971,JAK2,HFNKQEVNSGCOJV-OAHLLOKOSA-N,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,RUXOLITINIB,CHEMBL1789941,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL2971,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","686110,851239,874065,874070,957626,1288560,1368153,1368161,1432585,1433466,1564734,1564742,1642924,1681028,1729903,1841384,1841388,1926625,2059134,2076852,2222856,2373549,2425142,2425162,2491983,2568848,2577390,2588868,2595237,2621780","54135,65396,66642,73493,76911,84053,89675,98712,103566,105089,107037,111401,114194,118777,119422,123783,128224,128837,130574,131148,131226,131949,135146,136696",8.268125,True,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL2973,ROCK2,JTVBXQAYBIJXRP-SNVBAGLBSA-N,C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,Y-39983,CHEMBL571948,JTVBXQAYBIJXRP-SNVBAGLBSA-N__CHEMBL2973,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Ki,Kd","1336571,1571376,1643051,2236397,2296377","82300,99039,103566,124270,125947",8.198,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3045,PRKCB,AXRCEOKUDYDWLF-UHFFFAOYSA-N,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,ENZASTAURIN,CHEMBL300138,AXRCEOKUDYDWLF-UHFFFAOYSA-N__CHEMBL3045,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","160462,160611,1643023,1777427,2255762,2578754","5538,103566,109000,124768,131242",7.54,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3116,CDK9,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,DINACICLIB,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N__CHEMBL3116,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd","1561754,1614449,1642843,2131737,2425619,2624413","98573,101132,103566,121231,128846,136755",8.108333333333333,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3145,PIK3CB,LHNIIDJUOCFXAP-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,PICTILISIB,CHEMBL521851,LHNIIDJUOCFXAP-UHFFFAOYSA-N__CHEMBL3145,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Kd,Ki","513002,959698,1669392,1741075,1987112,2255514,2544223,2593487","45195,73568,104691,107469,116392,124768,131102,134264",7.68875,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3234,HCK,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,STAUROSPORINE,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N__CHEMBL3234,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Kd,IC50","325070,586477,1828568,2065455,2583235","30300,48311,110936,119003,131258",8.302,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3242,CA12,NDDAHWYSQHTHNT-UHFFFAOYSA-N,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,INDAPAMIDE,CHEMBL406,NDDAHWYSQHTHNT-UHFFFAOYSA-N__CHEMBL3242,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"Ki,Kd","515646,989826","45606,75385",6.925,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL325,HDAC1,RTKIYFITIVXBLE-QEQCGCAPSA-N,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,TRICHOSTATIN,CHEMBL99,RTKIYFITIVXBLE-QEQCGCAPSA-N__CHEMBL325,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Ki,Kd","87851,304811,390145,422016,456669,457993,479641,565673,571669,599171,646841,785885,816364,936032,967401,972540,1518390,1523183,1556987,1571067,1619173,1829480,1875448,1883040,1919894,1978443,1979298,2114939,2115472,2315276,2317150,2355399,2364796,2486400","4541,20238,31617,34699,37682,37839,39517,46441,47350,48929,52156,60081,61731,71849,74085,74297,93432,93789,98461,99035,101297,110969,112433,112598,113920,115965,116020,120609,120625,126507,126560,127744,128053,130394",8.246764705882352,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3267,PIK3CG,LHNIIDJUOCFXAP-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,PICTILISIB,CHEMBL521851,LHNIIDJUOCFXAP-UHFFFAOYSA-N__CHEMBL3267,REFERENCE_CONTROL_EXTRA_TO_384,0,Kd_RECORD_PRESENT,"IC50,Ki,Kd","513004,852007,852012,959696,1669393,1700875,1741076,1875080,1914104,1987113,2255516,2440131,2544225,2588890,2593488","45195,65587,73568,104691,105867,107469,112418,113680,116392,124768,129136,131102,131956,134264",7.509333333333333,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3310,HDAC11,FPOHNWQLNRZRFC-ZHACJKMWSA-N,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,PANOBINOSTAT,CHEMBL483254,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL3310,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,"IC50,Ki","1590572,1779306,1839062,1856778,2159155,2266559,2443967,2467792,2592878,2611253","99824,109088,111286,111830,121922,125060,129214,129777,133986,136439",7.105,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3439,ENPEP,DVQGHYMQIXFLEX-RLDOYHLOSA-N,CC[C@H](C)[C@H](NC(=O)C(S)C(N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O,CHEMBL4217064,CHEMBL4217064,DVQGHYMQIXFLEX-RLDOYHLOSA-N__CHEMBL3439,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,Ki,1759798,108282,7.89,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
CHEMBL3522,CYP17A1,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,BIFONAZOLE,CHEMBL277535,OCAPBUJLXMYKEJ-UHFFFAOYSA-N__CHEMBL3522,REFERENCE_CONTROL_EXTRA_TO_384,1,Ki_NO_Kd_RECORD,"Ki,IC50","50523,510500","17022,44186",6.675,False,REFERENCE_PROPOSAL_SPR_APPLICABILITY_AND_PROCUREMENT_PENDING
