drug_names,pair_count,http_status,returned_records,total_api_matches,eligible_single_drug_label_count,unique_eligible_indication_texts,combination_records,indications_text,source_urls,all_eligible_set_ids,label_status,api_last_updated
aclidinium,1,200,2,2,1,1,1,1 INDICATIONS AND USAGE TUDORZA® PRESSAIR® (aclidinium bromide inhalation powder) is indicated for the maintenance treatment of patients with chronic obstructive pulmonary disease (COPD). TUDORZA PRESSAIR is an anticholinergic indicated for the maintenance treatment of patients with chronic obstructive pulmonary disease (COPD). (1),https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f92cceb-a63f-4470-99b6-56179d98f10f,6f92cceb-a63f-4470-99b6-56179d98f10f,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
alpelisib,2,200,2,2,2,2,0,"1 INDICATIONS AND USAGE PIQRAY is indicated in combination with fulvestrant for the treatment of adults with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, PIK3CA-mutated, advanced or metastatic breast cancer as detected by an FDA-approved test following progression on or after an endocrine-based regimen. PIQRAY is a kinase inhibitor indicated in combination with fulvestrant for the treatment of adults with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, PIK3CA-mutated, advanced or metastatic breast cancer as detected by an FDA-approved test following progression on or after an endocrine-based regimen.

[LABEL]
1 INDICATIONS AND USAGE VIJOICE is indicated for the treatment of adult and pediatric patients 2 years of age and older with severe manifestations of PIK3CA-Related Overgrowth Spectrum (PROS) who require systemic therapy. This indication is approved under accelerated approval based on response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). VIJOICE is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with severe manifestations of PIK3CA-Related Overgrowth Spectrum (PROS) who require systemic therapy. This indication is approved under accelerated approval based on response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). ( 1 )",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b20b4e18-7a4b-4500-a08f-06c6dab0ee5b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=638069a4-aee0-46c9-9e21-54ad449c163c,b20b4e18-7a4b-4500-a08f-06c6dab0ee5b;638069a4-aee0-46c9-9e21-54ad449c163c,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
amantadine,1,200,30,57,30,20,0,"INDICATIONS AND USAGE Amantadine hydrochloride capsules are indicated for the prophylaxis and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Amantadine hydrochloride capsules are also indicated in the treatment of parkinsonism and drug-induced extrapyramidal reactions. Influenza A Prophylaxis Amantadine hydrochloride capsules are indicated for chemoprophylaxis against signs and symptoms of influenza A virus infection. Because amantadine does not completely prevent the host immune response to influenza A infection, individuals who take this drug may still develop immune responses to natural disease or vaccination and may be protected when later exposed to antigenically related viruses. Following vaccination during an influenza A outbreak, amantadine prophylaxis should be considered for the 2- to 4-week time period required to develop an antibody response. Influenza A Treatment Amantadine hydrochloride capsules are also indicated in the treatment of uncomplicated respiratory tract illness caused by influenza A virus strains especially when administered early in the course of illness. There are no well-controlled clinical studies demonstrating that treatment with amantadine hydrochloride capsules will avoid the development of influenza A virus pneumonitis or other complications in high risk patients. There is no clinical evidence indicating that amantadine hydrochloride capsules are effective in the prophylaxis or treatment of viral respiratory tract illnesses other than those caused by influenza A virus strains. The following points should be considered before initiating treatment or prophylaxis with amantadine hydrochloride capsules. Amantadine hydrochloride capsules are not a substitute for early vaccination on an annual basis as recommended by the Centers for Disease Control and Prevention Advisory Committee on Immunization Practices. Influenza viruses change over time. Emergence of resistance mutations could decrease drug effectiveness. Other factors (for example, changes in viral virulence) might also diminish clinical benefit of antiviral drugs. Prescribers should consider available information on influenza drug susceptibility patterns and treatment effects when deciding whether to use amantadine hydrochloride capsules. Parkinson’s Disease/Syndrome Amantadine hydrochloride capsules are indicated in the treatment of idiopathic Parkinson’s disease (Paralysis Agitans), postencephalitic parkinsonism and symptomatic parkinsonism which may follow injury to the nervous system by carbon monoxide intoxication. It is indicated in those elderly patients believed to develop parkinsonism in association with cerebral arteriosclerosis. In the treatment of Parkinson’s disease, amantadine is less effective than levodopa, (-)-3-(3,4-dihydroxyphenyl)-L-alanine, and its efficacy in comparison with the anticholinergic antiparkinson drugs has not yet been established. Drug-Induced Extrapyramidal Reactions Amantadine hydrochloride is indicated in the treatment of drug-induced extrapyramidal reactions. Although anticholinergic-type side effects have been noted with amantadine when used in patients with drug-induced extrapyramidal reactions, there is a lower incidence of these side effects than that observed with the anticholinergic antiparkinson drugs.

[LABEL]
INDICATIONS AND USAGE Amantadine hydrochloride capsules, USP are indicated for the prophylaxis and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Amantadine hydrochloride capsules, USP are also indicated in the treatment of parkinsonism and drug-induced extrapyramidal reactions. Influenza A Prophylaxis Amantadine hydrochloride capsules, USP are indicated for chemoprophylaxis against signs and symptoms of influenza A virus infection. Because amantadine does not completely prevent the host immune response to influenza A infection, individuals who take this drug may still develop immune responses to natural disease or vaccination and may be protected when later exposed to antigenically related viruses. Following vaccination during an influenza A outbreak, amantadine prophylaxis should be considered for the 2- to 4-week time period required to develop an antibody response. Influenza A Treatment Amantadine hydrochloride capsules, USP are also indicated in the treatment of uncomplicated respiratory tract illness caused by influenza A virus strains especially when administered early in the course of illness. There are no well-controlled clinical studies demonstrating that treatment with amantadine hydrochloride capsules, USP will avoid the development of influenza A virus pneumonitis or other complications in high risk patients. There is no clinical evidence indicating that amantadine hydrochloride capsules, USP are effective in the prophylaxis or treatment of viral respiratory tract illnesses other than those caused by influenza A virus strains. The following points should be considered before initiating treatment or prophylaxis with amantadine hydrochloride capsules, USP. Amantadine hydrochloride capsules, USP are not a substitute for early vaccination on an annual basis as recommended by the Centers for Disease Control and Prevention Advisory Committee on Immunization Practices. Influenza viruses change over time. Emergence of resistance mutations could decrease drug effectiveness. Other factors (for example, changes in viral virulence) might also diminish clinical benefit of antiviral drugs. Prescribers should consider available information on influenza drug susceptibility patterns and treatment effects when deciding whether to use amantadine hydrochloride capsules, USP. Parkinson’s Disease/Syndrome Amantadine hydrochloride capsules, USP are indicated in the treatment of idiopathic Parkinson's disease (Paralysis Agitans), postencephalitic parkinsonism and symptomatic parkinsonism which may follow injury to the nervous system by carbon monoxide intoxication. It is indicated in those elderly patients believed to develop parkinsonism in association with cerebral arteriosclerosis. In the treatment of Parkinson's disease, amantadine is less effective than levodopa, (-)-3-(3,4-dihydroxyphenyl)-L-alanine, and its efficacy in comparison with the anticholinergic antiparkinson drugs has not yet been established. Drug-Induced Extrapyramidal Reactions Amantadine hydrochloride is indicated in the treatment of drug-induced extrapyramidal reactions. Although anticholinergic-type side effects have been noted with amantadine when used in patients with drug-induced extrapyramidal reactions, there is a lower incidence of these side effects than that observed with the anticholinergic antiparkinson drugs.

[LABEL]
INDICATIONS AND USAGE Amantadine hydrochloride capsules, USP are indicated for the prophylaxis and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Amantadine hydrochloride capsules, USP are also indicated in the treatment of parkinsonism and drug-induced extrapyramidal reactions. Influenza A Prophylaxis Amantadine hydrochloride capsules, USP are indicated for chemoprophylaxis against signs and symptoms of influenza A virus infection. Because amantadine does not completely prevent the host immune response to influenza A infection, individuals who take this drug may still develop immune responses to natural disease or vaccination and may be protected when later exposed to antigenically related viruses. Following vaccination during an influenza A outbreak, amantadine prophylaxis should be considered for the 2- to 4-week time period required to develop an antibody response. Influenza A Treatment Amantadine hydrochloride capsules, USP are also indicated in the treatment of uncomplicated respiratory tract illness caused by influenza A virus strains especially when administered early in the course of illness. There are no well-controlled clinical studies demonstrating that treatment with amantadine hydrochloride capsules, USP will avoid the development of influenza A virus pneumonitis or other complications in high risk patients. There is no clinical evidence indicating that amantadine hydrochloride capsules, USP are effective in the prophylaxis or treatment of viral respiratory tract illnesses other than those caused by influenza A virus strains. The following points should be considered before initiating treatment or prophylaxis with amantadine hydrochloride capsules, USP. • Amantadine hydrochloride capsules, USP are not a substitute for early vaccination on an annual basis as recommended by the Centers for Disease Control and Prevention Advisory Committee on Immunization Practices. • Influenza viruses change over time. Emergence of resistance mutations could decrease drug effectiveness. Other factors (for example, changes in viral virulence) might also diminish clinical benefit of antiviral drugs. Prescribers should consider available information on influenza drug susceptibility patterns and treatment effects when deciding whether to use amantadine hydrochloride capsules, USP. Parkinson’s Disease/Syndrome Amantadine hydrochloride capsules, USP are indicated in the treatment of idiopathic Parkinson’s disease (Paralysis Agitans), postencephalitic parkinsonism and symptomatic parkinsonism which may follow injury to the nervous system by carbon monoxide intoxication. It is indicated in those elderly patients believed to develop parkinsonism in association with cerebral arteriosclerosis. In the treatment of Parkinson’s disease, amantadine is less effective than levodopa, (-)-3-(3,4-dihydroxyphenyl)-L-alanine, and its efficacy in comparison with the anticholinergic antiparkinson drugs has not yet been established. Drug-Induced Extrapyramidal Reactions Amantadine hydrochloride, USP is indicated in the treatment of drug-induced extrapyramidal reactions. Although anticholinergic-type side effects have been noted with amantadine when used in patients with drug-induced extrapyramidal reactions, there is a lower incidence of these side effects than that observed with the anticholinergic antiparkinson drugs.

[LABEL]
INDICATIONS AND USAGE Amantadine hydrochloride capsules are indicated for the prophylaxis and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Amantadine hydrochloride capsules are also indicated in the treatment of parkinsonism and drug-induced extrapyramidal reactions. Influenza A Prophylaxis Amantadine hydrochloride capsules are indicated for chemoprophylaxis against signs and symptoms of influenza A virus infection. Because amantadine does not completely prevent the host immune response to influenza A infection, individuals who take this drug may still develop immune responses to natural disease or vaccination and may be protected when later exposed to antigenically related viruses. Following vaccination during an influenza A outbreak, amantadine prophylaxis should be considered for the 2- to 4-week time period required to develop an antibody response. Influenza A Treatment Amantadine hydrochloride capsules are also indicated in the treatment of uncomplicated respiratory tract illness caused by influenza A virus strains especially when administered early in the course of illness. There are no well-controlled clinical studies demonstrating that treatment with amantadine hydrochloride capsules will avoid the development of influenza A virus pneumonitis or other complications in high risk patients. There is no clinical evidence indicating that amantadine hydrochloride capsules are effective in the prophylaxis or treatment of viral respiratory tract illnesses other than those caused by influenza A virus strains. The following points should be considered before initiating treatment or prophylaxis with amantadine hydrochloride capsules. Amantadine hydrochloride capsules are not a substitute for early vaccination on an annual basis as recommended by the Centers for Disease Control and Prevention Advisory Committee on Immunization Practices. Influenza viruses change over time. Emergence of resistance mutations could decrease drug effectiveness. Other factors (for example, changes in viral virulence) might also diminish clinical benefit of antiviral drugs. Prescribers should consider available information on influenza drug susceptibility patterns and treatment effects when deciding whether to use amantadine hydrochloride capsules. Parkinson's Disease/Syndrome Amantadine hydrochloride capsules are indicated in the treatment of idiopathic Parkinson's disease (Paralysis Agitans), postencephalitic parkinsonism and symptomatic parkinsonism which may follow injury to the nervous system by carbon monoxide intoxication. It is indicated in those elderly patients believed to develop parkinsonism in association with cerebral arteriosclerosis. In the treatment of Parkinson's disease, amantadine is less effective than levodopa, (-)-3-(3,4-dihydroxyphenyl)-L-alanine, and its efficacy in comparison with the anticholinergic antiparkinson drugs has not yet been established. Drug-Induced Extrapyramidal Reactions Amantadine hydrochloride is indicated in the treatment of drug-induced extrapyramidal reactions. Although anticholinergic-type side effects have been noted with amantadine when used in patients with drug-induced extrapyramidal reactions, there is a lower incidence of these side effects than that observed with the anticholinergic antiparkinson drugs.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5119801d-a5cb-4adf-96b2-08cc3a0ba594;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=547904f3-84a3-1ccb-e063-6294a90a6fb6;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=da693bb0-0cc8-485d-89a7-c8cf28d440f3;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6326d7f5-4c7c-4541-8db1-c582f1525f60,5119801d-a5cb-4adf-96b2-08cc3a0ba594;547904f3-84a3-1ccb-e063-6294a90a6fb6;da693bb0-0cc8-485d-89a7-c8cf28d440f3;6326d7f5-4c7c-4541-8db1-c582f1525f60;5989098d-2855-4b5f-9a06-64a83656c078;9c5e0c61-372b-4d1b-8882-e13f6af8fed0;2bee0631-0028-1314-e063-6394a90aaaed;7aa6bc18-1cee-4b6d-b7c3-0bac6a924ece;2ff05131-f634-4688-86e9-9bc33a8d11c4;48c949e3-86e0-c639-e063-6294a90acdba;487125c0-51e7-aea3-e063-6394a90a6930;b2f7da34-ad78-4db3-9af1-bdd341e09f16;3c448cb3-7996-4a83-a9ad-23a00a431fbe;9a99bb98-82a4-4b9e-9216-554dade72a3c;63d9d4aa-5f92-45b0-98d0-d6ec38b727cb;56b923c3-1d4a-47bf-9c9e-c0fdc54c8a2f;96aefbca-fe71-42ef-8079-d0d9e7370ccb;25af52ee-9b29-4c07-a383-62d4537b63e0;be411327-5ac7-46df-b5e4-32a11b419b15;5232b933-1df9-43b4-8ac2-61bfa4855e68,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
anastrozole,1,200,30,40,30,13,0,"1 INDICATIONS AND USAGE Anastrozole tablets are an aromatase inhibitor indicated for: Adjuvant treatment of postmenopausal women with hormone receptor-positive early breast cancer ( 1.1 ) First-line treatment of postmenopausal women with hormone receptor-positive or hormone receptor unknown locally advanced or metastatic breast cancer ( 1.2 ) Treatment of advanced breast cancer in postmenopausal women with disease progression following tamoxifen therapy. Patients with ER-negative disease and patients who did not respond to previous tamoxifen therapy rarely responded to anastrozole tablets ( 1.3 ) 1.1 Adjuvant Treatment Anastrozole tablets are indicated for adjuvant treatment of postmenopausal women with hormone receptor-positive early breast cancer. 1.2 First-Line Treatment Anastrozole tablets are indicated for the first-line treatment of postmenopausal women with hormone receptor-positive or hormone receptor unknown locally advanced or metastatic breast cancer. 1.3 Second-Line Treatment Anastrozole tablets are indicated for the treatment of advanced breast cancer in postmenopausal women with disease progression following tamoxifen therapy. Patients with ER-negative disease and patients who did not respond to previous tamoxifen therapy rarely responded to anastrozole tablets.

[LABEL]
1 INDICATIONS AND USAGE Anastrozole is an aromatase inhibitor indicated for: Adjuvant treatment of postmenopausal women with hormone receptor-positive early breast cancer ( 1.1 ) First-line treatment of postmenopausal women with hormone receptor-positive or hormone receptor unknown locally advanced or metastatic breast cancer ( 1.2 ) Treatment of advanced breast cancer in postmenopausal women with disease progression following tamoxifen therapy. Patients with ER-negative disease and patients who did not respond to previous tamoxifen therapy rarely responded to anastrozole tablets ( 1.3 ) 1.1 Adjuvant Treatment Anastrozole tablets are indicated for adjuvant treatment of postmenopausal women with hormone receptor-positive early breast cancer. 1.2 First-Line Treatment Anastrozole tablets are indicated for the first-line treatment of postmenopausal women with hormone receptor-positive or hormone receptor unknown locally advanced or metastatic breast cancer. 1.3 Second-Line Treatment Anastrozole tablets are indicated for the treatment of advanced breast cancer in postmenopausal women with disease progression following tamoxifen therapy. Patients with ER-negative disease and patients who did not respond to previous tamoxifen therapy rarely responded to anastrozole tablets.

[LABEL]
1.1 Adjuvant Treatment Anastrozole is indicated for adjuvant treatment of postmenopausal women with hormone receptor-positive early breast cancer. 1.2 First-Line Treatment Anastrozole is indicated for the first-line treatment of postmenopausal women with hormone receptor-positive or hormone receptor unknown locally advanced or metastatic breast cancer. 1.3 Second-Line Treatment Anastrozole is indicated for the treatment of advanced breast cancer in postmenopausal women with disease progression following tamoxifen therapy. Patients with ER-negative disease and patients who did not respond to previous tamoxifen therapy rarely responded to anastrozole.

[LABEL]
1 INDICATIONS AND USAGE Anastrozole is an aromatase inhibitor indicated for: Adjuvant treatment of postmenopausal women with hormone receptor-positive early breast cancer ( 1.1 ) First-line treatment of postmenopausal women with hormone receptor-positive or hormone receptor unknown locally advanced or metastatic breast cancer ( 1.2 ) Treatment of advanced breast cancer in postmenopausal women with disease progression following tamoxifen therapy. Patients with ER-negative disease and patients who did not respond to previous tamoxifen therapy rarely responded to anastrozole ( 1.3 ) 1.1 Adjuvant Treatment Anastrozole tablets are indicated for adjuvant treatment of postmenopausal women with hormone receptor-positive early breast cancer. 1.2 First-Line Treatment Anastrozole tablets are indicated for the first-line treatment of postmenopausal women with hormone receptor-positive or hormone receptor unknown locally advanced or metastatic breast cancer. 1.3 Second-Line Treatment Anastrozole tablets are indicated for the treatment of advanced breast cancer in postmenopausal women with disease progression following tamoxifen therapy. Patients with ER-negative disease and patients who did not respond to previous tamoxifen therapy rarely responded to anastrozole tablets.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d1d5818-1594-4f54-90a9-ae9a9afcdc67;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54da5c12-cfaf-7a14-e063-6394a90a3635;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58390d1f-7390-a21f-e063-6294a90a0479;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aabd8f88-2b52-4d43-8dc6-61605988c4dc,1d1d5818-1594-4f54-90a9-ae9a9afcdc67;54da5c12-cfaf-7a14-e063-6394a90a3635;58390d1f-7390-a21f-e063-6294a90a0479;aabd8f88-2b52-4d43-8dc6-61605988c4dc;39df1668-8344-4c42-9bd7-7907bd571f6e;69be1c52-93db-e2c3-e053-2a91aa0af774;acbfaaa9-503c-4691-9828-76a7146ed6de;a0c2672b-e07b-4f6c-e053-2a95a90a2e5d;7b3da447-8e7c-2aaa-e053-2a91aa0a2821;da6ae05c-81e9-492a-a4c9-be3f1f367b59;2df2aa01-1fe7-477c-9a23-699879b0b918;dface914-5135-4136-82f4-75429b496a35;f37db328-bb81-9df9-e053-2a95a90a6f43,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
apomorphine,2,200,4,4,2,2,1,"1 INDICATIONS AND USAGE ONAPGO is indicated for the treatment of motor fluctuations in adults with advanced Parkinson's disease. ONAPGO is a dopaminergic agonist indicated for the treatment of motor fluctuations in adults with advanced Parkinson's disease. ( 1 )

[LABEL]
1 INDICATIONS AND USAGE Apomorphine hydrochloride injection is indicated for the acute, intermittent treatment of hypomobility, ""off"" episodes (""end-of-dose wearing off"" and unpredictable ""on/off"" episodes) in patients with advanced Parkinson's disease. Apomorphine hydrocloride inejction has been studied as an adjunct to other medications [see Clinical Studies (14) ] . Apomorphine hydrocloride injection is a non-ergoline dopamine agonist indicated for the acute, intermittent treatment of hypomobility, ""off"" episodes (""end-of-dose wearing off"" and unpredictable ""on/off"" episodes) associated with advanced Parkinson's disease ( 1 )",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3552b6e-5ae7-4993-aa1a-e399c4a7080a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aedf70e4-1949-44bc-bf1b-0f282c4f0705,f3552b6e-5ae7-4993-aa1a-e399c4a7080a;aedf70e4-1949-44bc-bf1b-0f282c4f0705,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
arformoterol,2,200,15,15,15,13,0,"1 INDICATIONS AND USAGE Arformoterol tartrate inhalation solution is a long-acting beta 2 -adrenergic agonist (beta 2 -agonist) indicated for: Long-term, twice daily (morning and evening) administration in the maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. (1.1) Important limitations of use: Arformoterol tartrate inhalation solution is not indicated to treat acute deteriorations of chronic obstructive pulmonary disease. (1.2 , 5.2) Arformoterol tartrate inhalation solution is not indicated to treat asthma. (1.2) 1.1 Maintenance Treatment of COPD Arformoterol tartrate inhalation solution is indicated for the long-term, twice daily (morning and evening) maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. Arformoterol tartrate inhalation solution is for use by nebulization only. 1.2 Important Limitations of Use Arformoterol tartrate inhalation solution is not indicated to treat acute deteriorations of chronic obstructive pulmonary disease [see Warnings and Precautions (5.2) ]. Arformoterol tartrate inhalation solution is not indicated to treat asthma. The safety and effectiveness of arformoterol tartrate inhalation solution in asthma have not been established.

[LABEL]
1 INDICATIONS AND USAGE Arformoterol tartrate inhalation solution is a long-acting beta 2 -adrenergic agonist (beta 2 -agonist) indicated for: Long-term, twice daily (morning and evening) administration in the maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. (1.1) Important limitations of use: Arformoterol tartrate inhalation solution is not indicated to treat acute deteriorations of chronic obstructive pulmonary disease. (1.2, 5.2) Arformoterol tartrate inhalation solution is not indicated to treat asthma. (1.2) 1.1 Maintenance Treatment of COPD Arformoterol tartrate inhalation solution is indicated for the long-term, twice daily (morning and evening) maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. Arformoterol tartrate inhalation solution is for use by nebulization only. 1.2 Important Limitations of Use Arformoterol tartrate inhalation solution is not indicated to treat acute deteriorations of chronic obstructive pulmonary disease [see Warnings and Precautions (5.2)]. Arformoterol tartrate inhalation solution is not indicated to treat asthma. The safety and effectiveness of arformoterol tartrate inhalation solution in asthma have not been established.

[LABEL]
1 INDICATIONS AND USAGE Arformoterol tartrate inhalation solution is a long-acting beta 2 -adrenergic agonist (beta 2 -agonist) indicated for: Long-term, twice daily (morning and evening) administration in the maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. ( 1.1 ). Important limitations of use: Arformoterol tartrate inhalation solution is not indicated to treat acute deteriorations of chronic obstructive pulmonary disease. (1.2, 5.2) Arformoterol tartrate inhalation solution is not indicated to treat asthma. (1.2) 1.1 Maintenance Treatment of COPD Arformoterol tartrate inhalation solution is indicated for the long-term, twice daily (morning and evening) maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. Arformoterol tartrate inhalation solution is for use by nebulization only. 1.2 Important Limitations of Use Arformoterol tartrate inhalation solution is not indicated to treat acute deteriorations of chronic obstructive pulmonary disease [see Warnings and Precautions (5.2) ]. Arformoterol tartrate inhalation solution is not indicated to treat asthma. The safety and effectiveness of Arformoterol tartrate inhalation solution in asthma have not been established.

[LABEL]
1 INDICATIONS AND USAGE Arformoterol tartrate inhalation solution is a long-acting beta 2 -adrenergic agonist (beta 2 -agonist) indicated for: Long-term, twice daily (morning and evening) administration in the maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. (1.1) Important limitations of use: Arformoterol tartrate inhalation solution is not indicated to treat acute deteriorations of chronic obstructive pulmonary disease. (1.2, 5.2) Arformoterol tartrate inhalation solution is not indicated to treat asthma. (1.2) 1.1 Maintenance Treatment of COPD Arformoterol tartrate inhalation solution is indicated for the long-term, twice daily (morning and evening) maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. Arformoterol tartrate inhalation solution is for use by nebulization only. 1.2 Important Limitations of Use Arformoterol tartrate inhalation solution is not indicated to treat acute deteriorations of chronic obstructive pulmonary disease [ see Warnings and Precautions (5.2) ]. Arformoterol tartrate inhalation solution is not indicated to treat asthma. The safety and effectiveness of arformoterol tartrate inhalation solution in asthma have not been established.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb1a6643-f280-4f02-a824-0428a2b82d3c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1005878-0c48-4b9a-843e-b6cf6b8bb251;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9eb1ac7-57aa-4ef8-aac3-14def5b883d0;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2feda53-54b9-4e40-8a01-9e7b45cb3d8c,bb1a6643-f280-4f02-a824-0428a2b82d3c;f1005878-0c48-4b9a-843e-b6cf6b8bb251;e9eb1ac7-57aa-4ef8-aac3-14def5b883d0;f2feda53-54b9-4e40-8a01-9e7b45cb3d8c;ef524b4c-68d7-c464-e053-2a95a90a7f96;6a498c49-042f-481f-bc5c-a2fc00dc5668;70071afd-5323-4019-aca5-5534278829dc;a4b5c1fd-6dee-4c0a-a7c6-b6baaba2bb99;9572582e-8cc2-4d3d-b9dc-c2b8159d71d8;6838a595-19cc-454a-96b9-ff83b93881ae;8c0d81db-fbf5-405f-9311-d3d78992d9a3;26e06ee1-f9d6-5167-e063-6394a90a6d32;7d639762-091b-471e-9355-c2f4737676a2,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
articaine,3,200,19,19,0,0,19,,,,NO_USABLE_SINGLE_DRUG_LABEL,2026-09-08
atrasentan,3,200,1,1,1,1,0,"1 INDICATIONS AND USAGE VANRAFIA is indicated to reduce proteinuria in adults with primary immunoglobulin A nephropathy (IgAN) at risk of rapid disease progression, generally a urine protein-to-creatinine ratio (UPCR) ≥ 1.5 g/g. This indication is approved under accelerated approval based on a reduction of proteinuria [see Clinical Studies (14.1)] . It has not been established whether VANRAFIA slows kidney function decline in patients with IgAN. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory clinical trial. VANRAFIA is an endothelin receptor antagonist indicated to reduce proteinuria in adults with primary immunoglobulin A nephropathy (IgAN) at risk of rapid disease progression, generally a urine protein-to-creatinine ratio (UPCR) ≥ 1.5 g/g. ( 1 ) This indication is approved under accelerated approval based on a reduction of proteinuria. It has not been established whether VANRAFIA slows kidney function decline in patients with IgAN. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory clinical trial. ( 1 )",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a7e7f85-bfd0-44a0-beda-3bcfa8215c64,9a7e7f85-bfd0-44a0-beda-3bcfa8215c64,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
