pair_id,drug_names,gene_symbol,raw_activity_rows,raw_high_confidence_direct_target_annotation,novelty_reaudit_status
PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL1974,etravirine,FLT3,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
OFPXSFXSNFPTHF-UHFFFAOYSA-N__CHEMBL2243,oxaprozin,FAAH,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2073,rilpivirine,YES1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
CJBJHOAVZSMMDJ-HEXNFIEUSA-N__CHEMBL1902,darunavir,FKBP1A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL2326,nimodipine,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3310,thalidomide,HDAC11,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XJGVXQDUIWGIRW-UHFFFAOYSA-N__CHEMBL220,loxapine,ACHE,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
TXEIIPDJKFWEEC-UHFFFAOYSA-N__CHEMBL2008,tafamidis,RARB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HJBWBFZLDZWPHF-UHFFFAOYSA-N__CHEMBL2954,apalutamide,CTSS,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SNICXCGAKADSCV-JTQLQIEISA-N__CHEMBL4523510,nicotine polacrilex,CYP46A1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL208,belzutifan,PGR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL5366,cobimetinib,PARP2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL2252,bupivacaine,CTSC,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ASUTZQLVASHGKV-JDFRZJQESA-N__CHEMBL2326,galantamine,CA7,1,True,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL2023,lumateperone,COMT,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL332,avibactam,MMP1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL2252,hydroxychloroquine,CTSC,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL2063,migalastat,UGCG,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL3116,pemigatinib,CDK9,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL1841,rilpivirine,FYN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UTNUDOFZCWSZMS-YFHOEESVSA-N__CHEMBL1929,teriflunomide,XDH,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL286,rimegepant,REN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL4439,dasabuvir,TGFBR1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL3717,bictegravir,MET,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL1250375,etravirine,NOX4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
KWTWDQCKEHXFFR-SMDDNHRTSA-N__CHEMBL206,tapentadol,ESR1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL2326,pacritinib,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL4588,avibactam,MMP8,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1994,calcipotriene,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZPMNHBXQOOVQJL-UHFFFAOYSA-N__CHEMBL220,prucalopride,ACHE,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL3310,pomalidomide,HDAC11,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
QNZCBYKSOIHPEH-UHFFFAOYSA-N__CHEMBL230,apixaban,PTGS2,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL220,ivabradine,ACHE,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,fluvoxamine,MAOB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL1902,bupivacaine,FKBP1A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZZVUWRFHKOJYTH-UHFFFAOYSA-N__CHEMBL1856,diphenhydramine,SRD5A2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
VMWNQDUVQKEIOC-CYBMUJFWSA-N__CHEMBL242,apomorphine,ESR2,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
QKDRXGFQVGOQKS-CRSSMBPESA-N__CHEMBL286,sotagliflozin,REN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL4073,avibactam,MMP7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,mirdametinib,HDAC11,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,meropenem,MMP7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,brivaracetam,CYP46A1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
STZYTFJPGGDRJD-NHUWBDDWSA-N__CHEMBL1902,retapamulin,FKBP1A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
WJOHZNCJWYWUJD-IUGZLZTKSA-N__CHEMBL3045,fluocinonide,PRKCB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL2326,esmolol,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL4685,trametinib,IDO1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL3729,methocarbamol,CA4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL4179,etravirine,MAPK9,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL2243,epinephrine,FAAH,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL1902,avanafil,FKBP1A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL286,furosemide,REN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL288,ozanimod,PDE4D,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL2722,ivabradine,CYP11B2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL258,eltrombopag,LCK,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL5568,dasabuvir,ROS1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL284,vorapaxar,DPP4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2850,guanfacine,GSK3A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,perampanel,CYP46A1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL2148,indacaterol,JAK3,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL2326,methylnaltrexone,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UZHSEJADLWPNLE-GRGSLBFTSA-N__CHEMBL1994,naloxone,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
TTWJBBZEZQICBI-UHFFFAOYSA-N__CHEMBL2326,metoclopramide,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
VPPJLAIAVCUEMN-GFCCVEGCSA-N__CHEMBL2039,lacosamide,MAOB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL208,dasabuvir,PGR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
QZUDBNBUXVUHMW-UHFFFAOYSA-N__CHEMBL220,clozapine,ACHE,3,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL2034,sotalol,NR3C1,3,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,crisaborole,FAAH,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,meloxicam,DHFR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL202,tazemetostat,DHFR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL1947,guanfacine,THRB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
VMWNQDUVQKEIOC-CYBMUJFWSA-N__CHEMBL206,apomorphine,ESR1,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
UJLAWZDWDVHWOW-YPMHNXCESA-N__CHEMBL5366,tofacitinib,PARP2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
CGIGDMFJXJATDK-UHFFFAOYSA-N__CHEMBL2252,indomethacin,CTSC,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
GFNANZIMVAIWHM-OBYCQNJPSA-N__CHEMBL206,triamcinolone,ESR1,3,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL2243,imipenem,FAAH,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,deutetrabenazine,UGCG,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL261,vaborbactam,CA1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL230,tapinarof,PTGS2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL242,brexanolone,ESR2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,olopatadine,NR3C1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL2326,metoprolol,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902,colchicine,FKBP1A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL205,indacaterol,CA2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL2243,bumetanide,FAAH,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
MEZLKOACVSPNER-GFCCVEGCSA-N__CHEMBL1808,selegiline,ACE,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL2041,dasabuvir,RET,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
JUZYLCPPVHEVSV-LJQANCHMSA-N__CHEMBL2276,elvitegravir,MAPK8,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UJLAWZDWDVHWOW-YPMHNXCESA-N__CHEMBL3105,tofacitinib,PARP1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908,ivabradine,CYP11B1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
YLXDSYKOBKBWJQ-LBPRGKRZSA-N__CHEMBL220,ramelteon,ACHE,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL1902,pacritinib,FKBP1A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL1255163,bictegravir,PORCN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,methylnaltrexone,CA2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XFYDIVBRZNQMJC-UHFFFAOYSA-N__CHEMBL2850,tizanidine,GSK3A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL2034,calcipotriene,NR3C1,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL203,pomalidomide,EGFR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL3242,nimodipine,CA12,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3116,thalidomide,CDK9,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL3729,glimepiride,CA4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,enzalutamide,NTRK1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL220,lumateperone,ACHE,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2285,aripiprazole;aripiprazole lauroxil,ADAMTS5,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235,aclidinium,PPARG,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1902,ivabradine,FKBP1A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
VREFGVBLTWBCJP-UHFFFAOYSA-N__CHEMBL2850,alprazolam,GSK3A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL5366,binimetinib,PARP2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL286,vorapaxar,REN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1944,vaborbactam,MME,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
FABUFPQFXZVHFB-PVYNADRNSA-N__CHEMBL3045,ixabepilone,PRKCB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ATALOFNDEOCMKK-OITMNORJSA-N__CHEMBL402,aprepitant;fosaprepitant,HMGCR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
OEKWJQXRCDYSHL-FNOIDJSQSA-N__CHEMBL3535,ticagrelor,PDE9A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
BUGYDGFZZOZRHP-UHFFFAOYSA-N__CHEMBL1994,memantine,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL279,ranolazine,KDR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
OJFSXZCBGQGRNV-UHFFFAOYSA-N__CHEMBL2243,carbinoxamine,FAAH,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL2326,chloroprocaine,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276,dolutegravir,MAPK8,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,pemigatinib,PDE3A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LOUPRKONTZGTKE-LHHVKLHASA-N__CHEMBL241,quinidine,PDE3A,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1944,piperacillin,MME,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL3717,talazoparib,MET,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
JURKNVYFZMSNLP-UHFFFAOYSA-N__CHEMBL2039,cyclobenzaprine,MAOB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,vigabatrin,MMP8,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,vardenafil,CYP11B2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2252,tetracaine,CTSC,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UQCNKQCJZOAFTQ-ISWURRPUSA-N__CHEMBL2326,oxymorphone,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SMOBCLHAZXOKDQ-ZJUUUORDSA-N__CHEMBL4588,relebactam,MMP8,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,trametinib,DHFR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL1255163,dasabuvir,PORCN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
PDWUPXJEEYOOTR-UHFFFAOYSA-N__CHEMBL2252,3-iodobenzylguanidine,CTSC,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZIAOVIPSKUPPQW-UHFFFAOYSA-N__CHEMBL1255163,doravirine,PORCN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL215,tapinarof,ALOX5,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL286,palbociclib,REN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL3535,donepezil,PDE9A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
