pair_id,drug_names,gene_symbol,raw_activity_rows,raw_high_confidence_direct_target_annotation,novelty_reaudit_status
XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,tedizolid,PDE10A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2007,glasdegib,PDGFRA,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL4142,mebendazole,FGFR2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL2842,etravirine,MTOR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LOUPRKONTZGTKE-LHHVKLHASA-N__CHEMBL5311,quinidine,ACVRL1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,remimazolam,PDE9A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL284,avibactam,DPP4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL5705,labetalol,EGLN3,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NDDAHWYSQHTHNT-UHFFFAOYSA-N__CHEMBL1856,indapamide,SRD5A2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,trospium,CYP26A1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
MJIHNNLFOKEZEW-RUZDIDTESA-N__CHEMBL1250375,dexlansoprazole,NOX4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
WOXKDUGGOYFFRN-IIBYNOLFSA-N__CHEMBL206,tadalafil,ESR1,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,tedizolid,NTRK3,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZIAOVIPSKUPPQW-UHFFFAOYSA-N__CHEMBL2034,doravirine,NR3C1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,pantoprazole,NOS2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL4282,nevirapine,AKT1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL1868,relugolix,FLT1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XJGVXQDUIWGIRW-UHFFFAOYSA-N__CHEMBL5608,loxapine,NTRK3,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,asenapine,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL4247,dasabuvir,ALK,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,furosemide,F7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HPHUVLMMVZITSG-LURJTMIESA-N__CHEMBL3535,levetiracetam,PDE9A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL3535,brivaracetam,PDE9A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HKDLNTKNLJPAIY-WKWWZUSTSA-N__CHEMBL2041,ulipristal,RET,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,metformin,JAK2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
YALNUENQHAQXEA-UHFFFAOYSA-N__CHEMBL1868,givinostat,FLT1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL206,tapinarof,ESR1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2971,ozanimod,JAK2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
DEVSOMFAQLZNKR-RJRFIUFISA-N__CHEMBL1862,selinexor,ABL1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,copanlisib,NTRK2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL1994,rosuvastatin,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL4005,vemurafenib,PIK3CA,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
DKYWVDODHFEZIM-UHFFFAOYSA-N__CHEMBL235,ketoprofen,PPARG,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL1871,belzutifan,AR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,tedizolid,HMGCR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
STUWGJZDJHPWGZ-LBPRGKRZSA-N__CHEMBL4393,alpelisib,MMP12,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,tetracaine,F12,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
FNKQXYHWGSIFBK-RPDRRWSUSA-N__CHEMBL2527,sapropterin,CHEK2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1994,lubiprostone,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HKDLNTKNLJPAIY-WKWWZUSTSA-N__CHEMBL1930,ulipristal,VKORC1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL5608,varenicline,NTRK3,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL1974,metformin,FLT3,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
PJMPHNIQZUBGLI-UHFFFAOYSA-N__CHEMBL261,fentanyl,CA1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL325,dabrafenib,HDAC1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL1937,pomalidomide,HDAC2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL261,piperacillin,CA1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL220,articaine,ACHE,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
PSIFNNKUMBGKDQ-UHFFFAOYSA-N__CHEMBL1944,losartan,MME,1,True,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1994,etonogestrel,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
RMMXLENWKUUMAY-UHFFFAOYSA-N__CHEMBL1944,telmisartan,MME,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
PJMPHNIQZUBGLI-UHFFFAOYSA-N__CHEMBL2326,fentanyl,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IFSDAJWBUCMOAH-HNNXBMFYSA-N__CHEMBL3310,idelalisib,HDAC11,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XHOLNRLADUSQLD-UHFFFAOYSA-N__CHEMBL3991,betrixaban,F7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NGBFQHCMQULJNZ-UHFFFAOYSA-N__CHEMBL230,torsemide,PTGS2,3,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,edoxaban,F7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
YTFHCXIPDIHOIA-DHZHZOJOSA-N__CHEMBL2008,palovarotene,RARB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL2085,pomalidomide,MIF,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL2034,clascoterone,NR3C1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
YTFHCXIPDIHOIA-DHZHZOJOSA-N__CHEMBL2055,palovarotene,RARA,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL1937,thalidomide,HDAC2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3130,mirdametinib,PIK3CD,1,True,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL325,baricitinib,HDAC1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HKDLNTKNLJPAIY-WKWWZUSTSA-N__CHEMBL1994,ulipristal,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
RLAWWYSOJDYHDC-BZSNNMDCSA-N__CHEMBL286,lisinopril,REN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL261,esmolol,CA1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3972,nilotinib,GART,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HEFNNWSXXWATRW-UHFFFAOYSA-N__CHEMBL3729,ibuprofen,CA4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL5366,ribociclib,PARP2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL3310,duvelisib,HDAC11,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL1865,baricitinib,HDAC6,2,True,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL3105,ribociclib,PARP1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL261,metoprolol,CA1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL325,ruxolitinib,HDAC1,2,True,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL1937,lenalidomide,HDAC2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL3310,baricitinib,HDAC11,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
AHOUBRCZNHFOSL-YOEHRIQHSA-N__CHEMBL2039,paroxetine,MAOB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL230,rivaroxaban,PTGS2,1,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL3310,ruxolitinib,HDAC11,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
WBGKWQHBNHJJPZ-LECWWXJVSA-N__CHEMBL1994,desonide,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
RNOAOAWBMHREKO-QFIPXVFZSA-N__CHEMBL3905,zanubrutinib,LYN,1,True,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
XSFJVAJPIHIPKU-XWCQMRHXSA-N__CHEMBL208,flunisolide,PGR,2,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2039,aripiprazole;aripiprazole lauroxil,MAOB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL208,clascoterone,PGR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL205,amisulpride,CA2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
VPPJLAIAVCUEMN-GFCCVEGCSA-N__CHEMBL2000,lacosamide,KLKB1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL1865,vandetanib,HDAC6,2,True,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
RUDATBOHQWOJDD-BSWAIDMHSA-N__CHEMBL2034,chenodiol,NR3C1,2,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
BPQMGSKTAYIVFO-UHFFFAOYSA-N__CHEMBL3553,vismodegib,TYK2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3192,thalidomide,HDAC8,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL2179,migalastat,GBA1,6,True,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
DRHKJLXJIQTDTD-OAHLLOKOSA-N__CHEMBL3729,tamsulosin,CA4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
RDOIQAHITMMDAJ-UHFFFAOYSA-N__CHEMBL2326,loperamide,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL2326,levamlodipine,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL3729,esmolol,CA4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL3522,nevirapine,CYP17A1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL1944,labetalol,MME,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
AYXYPKUFHZROOJ-ZETCQYMHSA-N__CHEMBL402,pregabalin,HMGCR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SMOBCLHAZXOKDQ-ZJUUUORDSA-N__CHEMBL4073,relebactam,MMP7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
BPZSYCZIITTYBL-YJYMSZOUSA-N__CHEMBL2252,arformoterol,CTSC,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL2326,xanomeline,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL2722,pilocarpine,CYP11B2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL2326,morphine,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SDUQYLNIPVEERB-QPPQHZFASA-N__CHEMBL1993,gemcitabine,DNMT1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL3522,clascoterone,CYP17A1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL1808,macimorelin,ACE,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
RZVAJINKPMORJF-UHFFFAOYSA-N__CHEMBL2085,acetaminophen,MIF,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
FBOUYBDGKBSUES-VXKWHMMOSA-N__CHEMBL2326,solifenacin,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL2085,thalidomide,MIF,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL202,levamlodipine,DHFR,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL4439,rilpivirine,TGFBR1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
QOIGKGMMAGJZNZ-UHFFFAOYSA-N__CHEMBL205,gepirone,CA2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
YFGHCGITMMYXAQ-LJQANCHMSA-N__CHEMBL1994,armodafinil,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL3729,metoprolol,CA4,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL208,efavirenz,PGR,2,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL2326,oxycodone,CA7,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
WYQFJHHDOKWSHR-MNOVXSKESA-N__CHEMBL3045,upadacitinib,PRKCB,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL1908,pilocarpine,CYP11B1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
HSUGRBWQSSZJOP-RTWAWAEBSA-N__CHEMBL286,diltiazem,REN,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
ATALOFNDEOCMKK-OITMNORJSA-N__CHEMBL1856,aprepitant;fosaprepitant,SRD5A2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL1902,methylnaltrexone,FKBP1A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
BYBLEWFAAKGYCD-UHFFFAOYSA-N__CHEMBL2722,miconazole,CYP11B2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL1944,olmesartan,MME,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL241,aripiprazole;aripiprazole lauroxil,PDE3A,2,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL4895,lenalidomide,AXL,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL242,etonogestrel,ESR2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL205,oxycodone,CA2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2189110,bictegravir,EZH2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1994,piperacillin,NR3C2,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL2850,esketamine,GSK3A,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1944,articaine,MME,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
FABUFPQFXZVHFB-PVYNADRNSA-N__CHEMBL1844,ixabepilone,CSF1R,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
RZVAJINKPMORJF-UHFFFAOYSA-N__CHEMBL241,acetaminophen,PDE3A,2,False,PRIOR_ACTIVITY_PRESENT_NOT_NEW_UNTESTED_PAIR
GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL2034,etonogestrel,NR3C1,0,False,NO_EXACT_TARGET_RECORD_IN_LOCAL_CHEMBL37_NOT_PROOF_OF_NOVELTY
