drug_names,pair_count,http_status,returned_records,total_api_matches,eligible_single_drug_label_count,unique_eligible_indication_texts,combination_records,indications_text,source_urls,all_eligible_set_ids,label_status,api_last_updated
belzutifan,2,200,1,1,1,1,0,"1 INDICATIONS AND USAGE WELIREG is a hypoxia-inducible factor inhibitor indicated: von Hippel-Lindau (VHL) disease for treatment of adult patients with von Hippel-Lindau (VHL) disease who require therapy for associated renal cell carcinoma (RCC), central nervous system (CNS) hemangioblastomas, or pancreatic neuroendocrine tumors (pNET), not requiring immediate surgery. ( 1.1 ) Renal Cell Carcinoma with a Clear Cell Component (ccRCC) in combination with pembrolizumab or pembrolizumab and berahyaluronidase alfa-pmph, for the adjuvant treatment of adult patients with ccRCC at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions. ( 1.2 ) as monotherapy, for treatment of adult patients with advanced ccRCC following a programmed death receptor-1 (PD-1) or programmed death-ligand 1 (PD-L1) inhibitor and a vascular endothelial growth factor tyrosine kinase inhibitor (VEGF-TKI). ( 1.2 ) Pheochromocytoma or Paraganglioma (PPGL) for treatment of adult and pediatric patients 12 years and older with locally advanced, unresectable, or metastatic pheochromocytoma or paraganglioma (PPGL). ( 1.3 ) 1.1 von Hippel-Lindau (VHL) disease WELIREG is indicated for treatment of adult patients with von Hippel-Lindau (VHL) disease who require therapy for associated renal cell carcinoma (RCC), central nervous system (CNS) hemangioblastomas, or pancreatic neuroendocrine tumors (pNET), not requiring immediate surgery. 1.2 Renal Cell Carcinoma with a Clear Cell Component (ccRCC) WELIREG, in combination with pembrolizumab or pembrolizumab and berahyaluronidase alfa-pmph, is indicated for the adjuvant treatment of adult patients with ccRCC at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions. WELIREG is indicated for the treatment of adult patients with advanced ccRCC following a programmed death receptor-1 (PD-1) or programmed death-ligand 1 (PD-L1) inhibitor and a vascular endothelial growth factor tyrosine kinase inhibitor (VEGF-TKI). 1.3 Pheochromocytoma or Paraganglioma (PPGL) WELIREG is indicated for the treatment of adult and pediatric patients 12 years and older with locally advanced, unresectable, or metastatic pheochromocytoma or paraganglioma (PPGL).",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13e15ee0-d679-4fa9-9430-e2e2170474da,13e15ee0-d679-4fa9-9430-e2e2170474da,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
betrixaban,1,404,0,0,0,0,0,,,,NO_USABLE_SINGLE_DRUG_LABEL,
brexanolone,2,404,0,0,0,0,0,,,,NO_USABLE_SINGLE_DRUG_LABEL,
bumetanide,2,200,30,74,30,8,0,"1 INDICATIONS AND USAGE ENBUMYST is indicated for the treatment of edema associated with congestive heart failure, hepatic and renal disease, including the nephrotic syndrome in adults. ENBUMYST is a loop diuretic indicated for the treatment of edema associated with congestive heart failure, hepatic and renal disease, including nephrotic syndrome in adults. ( 1 )

[LABEL]
INDICATIONS AND USAGE Bumetanide tablets are indicated for the treatment of edema associated with congestive heart failure, hepatic and renal disease, including the nephrotic syndrome. Almost equal diuretic response occurs after oral and parenteral administration of bumetanide. Therefore, if impaired gastrointestinal absorption is suspected or oral administration is not practical, bumetanide should be given by the intramuscular or intravenous route. Successful treatment with bumetanide tablets following instances of allergic reactions to furosemide suggests a lack of cross-sensitivity.

[LABEL]
INDICATIONS AND USAGE Bumetanide injection is indicated for the treatment of edema associated with congestive heart failure, hepatic and renal disease, including the nephrotic syndrome. Almost equal diuretic response occurs after oral and parenteral administration of bumetanide. Therefore, if impaired gastrointestinal absorption is suspected or oral administration is not practical, bumetanide should be given by the intramuscular or intravenous route. Successful treatment with bumetanide following instances of allergic reactions to furosemide suggests a lack of cross-sensitivity.

[LABEL]
INDICATIONS AND USAGE Bumetanide Injection is indicated for the treatment of edema associated with congestive heart failure, hepatic and renal disease, including the nephrotic syndrome. Almost equal diuretic response occurs after oral and parenteral administration of bumetanide. Therefore, if impaired gastrointestinal absorption is suspected or oral administration is not practical, bumetanide should be given by the intramuscular or intravenous route. Successful treatment with bumetanide following instances of allergic reactions to furosemide suggests a lack of cross-sensitivity.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6f752c5-d2bd-4f77-9611-ca2110066d1f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=551918e1-96c4-453a-870c-61b282882206;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c38a404d-a919-4a2c-9fbb-d0655dee9516;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=681b5e9d-e2c7-4f29-aaad-e06d4a528c11,d6f752c5-d2bd-4f77-9611-ca2110066d1f;551918e1-96c4-453a-870c-61b282882206;c38a404d-a919-4a2c-9fbb-d0655dee9516;681b5e9d-e2c7-4f29-aaad-e06d4a528c11;8914d8bf-61b7-4cd2-a8ef-7e1c5df37828;5c753aae-77b7-4add-8453-385a8f62d7db;b7cd724b-817b-4b45-8133-1ebf505867e7;8b5a38cc-1e76-4821-b286-31bad3bd6913,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
calcipotriene,3,200,25,25,11,10,14,"INDICATIONS AND USAGE Calcipotriene ointment, 0.005%, is indicated for the treatment of plaque psoriasis in adults. The safety and effectiveness of topical calcipotriene in dermatoses other than psoriasis have not been established.

[LABEL]
INDICATIONS AND USAGE Calcitrene ® (calcipotriene) ointment, 0.005%, is indicated for the treatment of plaque psoriasis in adults. The safety and effectiveness of topical calcipotriene in dermatoses other than psoriasis have not been established.

[LABEL]
INDICATIONS AND USAGE Pellix™ (calcipotriene) Topical Solution, 0.005% (Scalp Solution) is indicated for the topical treatment of chronic, moderately severe psoriasis of the scalp. The safety and effectiveness of topical calcipotriene in dermatoses other than psoriasis have not been established.

[LABEL]
INDICATIONS AND USAGE Calcipotriene ointment USP, 0.005%, is indicated for the treatment of plaque psoriasis in adults. The safety and effectiveness of topical calcipotriene in dermatoses other than psoriasis have not been established.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=277d843a-0ea9-429d-813d-49ed72dafb64;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=94d4f46a-f254-4fe2-b4bd-7a533d6324fe;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=492ea9cf-0117-4d84-a964-9c0121706ed3;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1bc020e0-b5ae-4cda-aa5b-87fa0452a6bc,277d843a-0ea9-429d-813d-49ed72dafb64;94d4f46a-f254-4fe2-b4bd-7a533d6324fe;492ea9cf-0117-4d84-a964-9c0121706ed3;1bc020e0-b5ae-4cda-aa5b-87fa0452a6bc;7ec750f6-26ea-46bc-aa7b-174fd25253a2;26756ac7-a80c-49db-97bb-351f76ad8a71;51f208d0-7b3f-44cc-8bed-92fa3d2e7bbe;377eafda-737c-4ba2-9ec5-61209b8814ed;21378c25-5622-8bf7-1a8c-b05940a846a0;fe7cd92a-f066-4c4a-80c8-e3f929ad4181,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
carglumic acid,1,200,4,4,4,4,0,"1 INDICATIONS & USAGE Carglumic acid tablets for oral suspension is a carbamoyl phosphate synthetase 1 (CPS 1) activator indicated in pediatric and adult patients as: Adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to N-acetylglutamate synthase (NAGS) deficiency. (1.1) Maintenance therapy for the treatment of chronic hyperammonemia due to NAGS deficiency. (1.1) 1.1 Acute and Chronic Hyperammonemia due to N-acetylglutamate Synthase (NAGS) Deficiency Carglumic acid tablets for oral suspension are indicated in adult and pediatric patients as: Adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to NAGS deficiency. Maintenance therapy for the treatment of chronic hyperammonemia due to NAGS deficiency.

[LABEL]
1 INDICATIONS AND USAGE Carglumic acid tablets for oral suspension is a carbamoyl phosphate synthetase 1 (CPS 1) activator indicated in pediatric and adult patients as: Adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to N-acetylglutamate synthase (NAGS) deficiency. ( 1.1 ) Maintenance therapy for the treatment of chronic hyperammonemia due to NAGS deficiency. ( 1.1 ) 1.1 Acute and Chronic Hyperammonemia due to N-acetylglutamate Synthase (NAGS) Deficiency Carglumic acid tablets for oral suspension is indicated in adult and pediatric patients as: • Adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to NAGS deficiency. • Maintenance therapy for the treatment of chronic hyperammonemia due to NAGS deficiency.

[LABEL]
1 INDICATIONS AND USAGE Carglumic acid tablets for oral suspension is a carbamoyl phosphate synthetase 1 (CPS 1) activator indicated in pediatric and adult patients as: Adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to N-acetylglutamate synthase (NAGS) deficiency. ( 1.1 ) Maintenance therapy for the treatment of chronic hyperammonemia due to NAGS deficiency. ( 1.1 ) 1.1 Acute and Chronic Hyperammonemia due to N-acetylglutamate Synthase (NAGS) Deficiency Carglumic acid tablets for oral suspension is indicated in adult and pediatric patients as: Adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to NAGS deficiency. Maintenance therapy for the treatment of chronic hyperammonemia due to NAGS deficiency.

[LABEL]
1. INDICATIONS AND USAGE CARBAGLU is a carbamoyl phosphate synthetase 1 (CPS 1) activator indicated in pediatric and adult patients as: Adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to N-acetylglutamate synthase (NAGS) deficiency. ( 1.1 ) Maintenance therapy for the treatment of chronic hyperammonemia due to NAGS deficiency. ( 1.1 ) Adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to propionic acidemia (PA) or methylmalonic acidemia (MMA). ( 1.2 ) 1.1 Acute and Chronic Hyperammonemia due to N‑acetylglutamate Synthase (NAGS) Deficiency CARBAGLU is indicated in adult and pediatric patients as: Adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to NAGS deficiency. Maintenance therapy for the treatment of chronic hyperammonemia due to NAGS deficiency. 1.2 Acute Hyperammonemia due to Propionic Acidemia (PA) or Methylmalonic Acidemia (MMA) CARBAGLU is indicated in adult and pediatric patients as adjunctive therapy to standard of care for the treatment of acute hyperammonemia due to PA or MMA.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=591f95ca-3d99-4fb6-a402-e5a383a746d0;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59e73eb8-edf8-4fad-93c2-deb6b23497f8;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2aee4281-402b-4cd6-9e6a-08945262e1a1;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=10175e73-5172-4dde-a508-8a88b7afc0a1,591f95ca-3d99-4fb6-a402-e5a383a746d0;59e73eb8-edf8-4fad-93c2-deb6b23497f8;2aee4281-402b-4cd6-9e6a-08945262e1a1;10175e73-5172-4dde-a508-8a88b7afc0a1,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
cilastatin,1,200,6,6,0,0,6,,,,NO_USABLE_SINGLE_DRUG_LABEL,2026-09-08
clozapine,1,200,16,16,16,14,0,"1 INDICATIONS AND USAGE VERSACLOZ is an atypical antipsychotic indicated for: Treatment of severely ill patients with schizophrenia who fail to respond adequately to standard antipsychotic treatment. Because of the risks of severe neutropenia and of seizure associated with its use, VERSACLOZ should be used only in patients who have failed to respond adequately to standard antipsychotic treatment (1.1). Reducing the risk of recurrent suicidal behavior in patients with schizophrenia or schizoaffective disorder who are judged to be at chronic risk for re-experiencing suicidal behavior (1.2). 1.1 Treatment-Resistant Schizophrenia VERSACLOZ is indicated for the treatment of severely ill patients with schizophrenia who fail to respond adequately to standard antipsychotic treatment. Because of the risks of severe neutropenia and of seizure associated with its use, VERSACLOZ should be used only in patients who have failed to respond adequately to standard antipsychotic treatment [see Warnings and Precautions (5.1 , 5.4) ] . The effectiveness of clozapine in treatment-resistant schizophrenia was demonstrated in a 6-week, randomized, double-blind, active-controlled study comparing clozapine and chlorpromazine in patients who had failed other antipsychotics [see Clinical Studies (14.1) ] . 1.2 Reduction in the Risk of Recurrent Suicidal Behavior in Schizophrenia or Schizoaffective Disorders VERSACLOZ is indicated for reducing the risk of recurrent suicidal behavior in patients with schizophrenia or schizoaffective disorder who are judged to be at chronic risk for re-experiencing suicidal behavior, based on history and recent clinical state. Suicidal behavior refers to actions by a patient that put him/herself at risk for death. The effectiveness of clozapine in reducing the risk of recurrent suicidal behavior was demonstrated over a two-year treatment period in the InterSePT™ trial [see Clinical Studies (14.2) ] .

[LABEL]
1 INDICATIONS AND USAGE Clozapine tablets are an atypical antipsychotic indicated for: Treatment of severely ill patients with schizophrenia who fail to respond adequately to standard antipsychotic treatment. Because of the risks of severe neutropenia and of seizure associated with its use, clozapine tablets should be used only in patients who have failed to respond adequately to standard antipsychotic treatment. ( 1.1 ) Reducing the risk of recurrent suicidal behavior in patients with schizophrenia or schizoaffective disorder who are judged to be at chronic risk for re-experiencing suicidal behavior. ( 1.2 ) 1.1 Treatment-Resistant Schizophrenia Clozapine tablets are indicated for the treatment of severely ill patients with schizophrenia who fail to respond adequately to standard antipsychotic treatment. Because of the risks of severe neutropenia and of seizure associated with its use, clozapine tablets should be used only in patients who have failed to respond adequately to standard antipsychotic treatment [see Warnings and Precautions (5.1 , 5.4) ]. The effectiveness of clozapine tablets in treatment-resistant schizophrenia was demonstrated in a 6-week, randomized, double-blind, active-controlled study comparing clozapine tablets and chlorpromazine in patients who had failed other antipsychotics [see Clinical Studies (14.1) ]. 1.2 Reduction in the Risk of Recurrent Suicidal Behavior in Schizophrenia or Schizoaffective Disorder Clozapine tablets are indicated for reducing the risk of recurrent suicidal behavior in patients with schizophrenia or schizoaffective disorder who are judged to be at chronic risk for re-experiencing suicidal behavior, based on history and recent clinical state. Suicidal behavior refers to actions by a patient that put him/herself at risk for death. The effectiveness of clozapine tablets in reducing the risk of recurrent suicidal behavior was demonstrated over a two-year treatment period in the InterSePT™ trial [see Clinical Studies (14.2) ] .

[LABEL]
1 INDICATIONS AND USAGE Clozapine tablets are an atypical antipsychotic indicated for: • Treatment of severely ill patients with schizophrenia who fail to respond adequately to standard antipsychotic treatment. Because of the risks of severe neutropenia and of seizure associated with its use, clozapine tablets should be used only in patients who have failed to respond adequately to standard antipsychotic treatment. ( 1.1 ) • Reducing the risk of recurrent suicidal behavior in patients with schizophrenia or schizoaffective disorder who are judged to be at chronic risk for re-experiencing suicidal behavior. ( 1.2 ) 1.1 Treatment-Resistant Schizophrenia Clozapine tablets are indicated for the treatment of severely ill patients with schizophrenia who fail to respond adequately to standard antipsychotic treatment. Because of the risks of severe neutropenia and of seizure associated with its use, clozapine tablets should be used only in patients who have failed to respond adequately to standard antipsychotic treatment [see Warnings and Precautions (5.1 , 5.4) ]. The effectiveness of clozapine tablets in treatment-resistant schizophrenia was demonstrated in a 6-week, randomized, double-blind, active-controlled study comparing clozapine tablets and chlorpromazine in patients who had failed other antipsychotics [see Clinical Studies (14.1) ]. 1.2 Reduction in the Risk of Recurrent Suicidal Behavior in Schizophrenia or Schizoaffective Disorder Clozapine tablets are indicated for reducing the risk of recurrent suicidal behavior in patients with schizophrenia or schizoaffective disorder who are judged to be at chronic risk for re-experiencing suicidal behavior, based on history and recent clinical state. Suicidal behavior refers to actions by a patient that put him/herself at risk for death. The effectiveness of clozapine tablets in reducing the risk of recurrent suicidal behavior was demonstrated over a two-year treatment period in the InterSePT™ trial [see Clinical Studies (14.2) ] .

[LABEL]
1 INDICATIONS AND USAGE Clozapine tablets are an atypical antipsychotic indicated for: • Treatment of severely ill patients with schizophrenia who fail to respond adequately to standard antipsychotic treatment. Because of the risks of severe neutropenia and of seizure associated with its use, clozapine tablets should be used only in patients who have failed to respond adequately to standard antipsychotic treatment. ( 1.1 ) • Reducing the risk of recurrent suicidal behavior in patients with schizophrenia or schizoaffective disorder who are judged to be at chronic risk for re-experiencing suicidal behavior. ( 1.2 ) 1.1 Treatment-Resistant Schizophrenia Clozapine tablets are indicated for the treatment of severely ill patients with schizophrenia who fail to respond adequately to standard antipsychotic treatment. Because of the risks of severe neutropenia and of seizure associated with its use, clozapine tablets should be used only in patients who have failed to respond adequately to standard antipsychotic treatment [see Warnings and Precautions (5.1 , 5.4) ] . The effectiveness of clozapine tablets in treatment-resistant schizophrenia was demonstrated in a 6-week, randomized, double-blind, active-controlled study comparing clozapine tablets and chlorpromazine in patients who had failed other antipsychotics [see Clinical Studies (14.1) ] . 1.2 Reduction in the Risk of Recurrent Suicidal Behavior in Schizophrenia or Schizoaffective Disorder Clozapine tablets are indicated for reducing the risk of recurrent suicidal behavior in patients with schizophrenia or schizoaffective disorder who are judged to be at chronic risk for re-experiencing suicidal behavior, based on history and recent clinical state. Suicidal behavior refers to actions by a patient that put him/herself at risk for death. The effectiveness of clozapine tablets in reducing the risk of recurrent suicidal behavior was demonstrated over a two-year treatment period in the InterSePT™ trial [see Clinical Studies (14.2) ] .",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2592c9a8-fd74-4e0d-a895-b07b014cf355;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=61fe53d5-ed5c-4e45-9189-709d08d386cb;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7c748f8a-73ce-4bd3-aa30-9c66657f06ec;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978,2592c9a8-fd74-4e0d-a895-b07b014cf355;61fe53d5-ed5c-4e45-9189-709d08d386cb;7c748f8a-73ce-4bd3-aa30-9c66657f06ec;883b5d43-0339-7dc1-f775-93791fb9b978;09231d80-6343-4a34-bd5b-100c547fd3c9;0fa59238-f0a6-4d00-9d8d-df2a43718fc1;d5c8a456-6f3c-4963-b321-4ed746f690e4;25c0c6d5-f7b0-48e4-e054-00144ff8d46c;d36c298b-7292-46e0-898f-43d3e11c3cf4;9ae4b8e4-d8b1-4f01-bb4c-cd1cea90b219;976be6e3-a9db-49c6-9b02-1ab168cf17b1;6fccf4f7-2e30-4272-9800-225aaef20584;90876802-0e3a-44c9-9ff7-1754dfbe736a;caf2d4a6-2a23-4992-a807-560c4204afc4,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
conivaptan,1,404,0,0,0,0,0,,,,NO_USABLE_SINGLE_DRUG_LABEL,
cyclobenzaprine,1,200,30,193,30,11,0,"INDICATIONS AND USAGE Cyclobenzaprine hydrochloride tablets are indicated as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions. Improvement is manifested by relief of muscle spasm and its associated signs and symptoms, namely, pain, tenderness, limitation of motion, and restriction in activities of daily living. Cyclobenzaprine hydrochloride tablets should be used only for short periods (up to two or three weeks) because adequate evidence of effectiveness for more prolonged use is not available and because muscle spasm associated with acute, painful musculoskeletal conditions is generally of short duration and specific therapy for longer periods is seldom warranted. Cyclobenzaprine hydrochloride has not been found effective in the treatment of spasticity associated with cerebral or spinal cord disease, or in children with cerebral palsy.

[LABEL]
INDICATIONS AND USAGE Cyclobenzaprine hydrochloride tablets, USP are indicated as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions. Improvement is manifested by relief of muscle spasm and its associated signs and symptoms, namely, pain, tenderness, limitation of motion, and restriction in activities of daily living. Cyclobenzaprine hydrochloride tablets, USP should be used only for short periods (up to two or three weeks) because adequate evidence of effectiveness for more prolonged use is not available and because muscle spasm associated with acute, painful musculoskeletal conditions is generally of short duration and specific therapy for longer periods is seldom warranted. Cyclobenzaprine hydrochloride tablets, USP has not been found effective in the treatment of spasticity associated with cerebral or spinal cord disease, or in children with cerebral palsy.

[LABEL]
1 INDICATIONS AND USAGE Cyclobenzaprine hydrochloride extended-release capsules are indicated as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions. Improvement is manifested by relief of muscle spasm and its associated signs and symptoms, namely, pain, tenderness, and limitation of motion. Limitations of Use: Cyclobenzaprine hydrochloride extended-release capsules should be used only for short periods (up to two or three weeks) because adequate evidence of effectiveness for more prolonged use is not available and because muscle spasm associated with acute, painful musculoskeletal conditions is generally of short duration and specific therapy for longer periods is seldom warranted. Cyclobenzaprine hydrochloride extended-release capsules have not been found effective in the treatment of spasticity associated with cerebral or spinal cord disease or in children with cerebral palsy. Cyclobenzaprine hydrochloride extended-release capsules are a muscle relaxant indicated as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions. Improvement is manifested by relief of muscle spasm and its associated signs and symptoms, namely, pain, tenderness, and limitation of motion. ( 1 ) Limitations of Use: Cyclobenzaprine hydrochloride extended-release capsules should be used only for short periods (up to 2 or 3 weeks) because adequate evidence of effectiveness for more prolonged use is not available and because muscle spasm associated with acute, painful musculoskeletal conditions is generally of short duration and specific therapy for longer periods is seldom warranted. ( 1 ) Cyclobenzaprine hydrochloride extended-release capsules have not been found effective in the treatment of spasticity associated with cerebral or spinal cord disease or in children with cerebral palsy. (1)

[LABEL]
1 INDICATIONS AND USAGE Cyclobenzaprine hydrochloride extended-release capsules are indicated as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions. Improvement is manifested by relief of muscle spasm and its associated signs and symptoms, namely, pain, tenderness, and limitation of motion. Limitations of Use: Cyclobenzaprine hydrochloride extended-release capsules should be used only for short periods (up to two or three weeks) because adequate evidence of effectiveness for more prolonged use is not available and because muscle spasm associated with acute, painful musculoskeletal conditions is generally of short duration and specific therapy for longer periods is seldom warranted. Cyclobenzaprine hydrochloride extended-release capsules have not been found effective in the treatment of spasticity associated with cerebral or spinal cord disease or in children with cerebral palsy. Cyclobenzaprine hydrochloride extended-release capsules are muscle relaxant indicated as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions. Improvement is manifested by relief of muscle spasm and its associated signs and symptoms, namely, pain, tenderness, and limitation of motion. ( 1 ) Limitations of Use: Cyclobenzaprine hydrochloride extended-release capsules should be used only for short periods (up to 2 or 3 weeks) because adequate evidence of effectiveness for more prolonged use is not available and because muscle spasm associated with acute, painful musculoskeletal conditions is generally of short duration and specific therapy for longer periods is seldom warranted. ( 1 ) Cyclobenzaprine hydrochloride extended-release capsules have not been found effective in the treatment of spasticity associated with cerebral or spinal cord disease or in children with cerebral palsy. (1)",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=34e57aff-dc4b-4631-9d57-31020244835d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37056cab-953e-43ba-9b4c-163a739a52f7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30e61110-5bc8-4134-8456-538558479735;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ba659e1a-0091-45f6-b418-f4f36c9a2c79,34e57aff-dc4b-4631-9d57-31020244835d;37056cab-953e-43ba-9b4c-163a739a52f7;30e61110-5bc8-4134-8456-538558479735;ba659e1a-0091-45f6-b418-f4f36c9a2c79;3175d24d-e8a0-4f14-bed9-a60ad59ac7e7;903e3a5a-7c58-b70d-e053-2a95a90a6f9d;53bef1ab-55c0-cc52-e063-6394a90a12b3;e4ed7ad2-cf58-4fdb-bc8c-d89f23b01210;6fa59588-ce9b-48cf-8c5f-725a448f8571;575a31fb-04c5-4001-88a7-c33adbacc6a8;55683c5c-0f86-9a26-e063-6294a90a8e8c,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
dasabuvir,9,404,0,0,0,0,0,,,,NO_USABLE_SINGLE_DRUG_LABEL,
desvenlafaxine,1,200,30,46,30,10,0,"1 INDICATIONS AND USAGE Desvenlafaxine extended-release tablets are indicated for the treatment of adults with major depressive disorder (MDD) [see Clinical Studies (14) ]. Desvenlafaxine Extended-Release Tablets are a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of adults with major depressive disorder (MDD) ( 1 ).

[LABEL]
1 INDICATIONS AND USAGE Desvenlafaxine is indicated for the treatment of adults with major depressive disorder (MDD) [see Clinical Studies (14)] . Desvenlafaxine is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of adults with major depressive disorder (MDD) ( 1 ).

[LABEL]
1 INDICATIONS AND USAGE Desvenlafaxine extended-release tablet is indicated for the treatment of adults with major depressive disorder (MDD) [see CLINICAL STUDIES ( 14 )]. Desvenlafaxine extended-release tablet, is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of adults with major depressive disorder (MDD) ( 1 ).

[LABEL]
1 INDICATIONS AND USAGE Desvenlafaxine is indicated for the treatment of adults with major depressive disorder (MDD) [see Clinical Studies ( 14 )] . Desvenlafaxine is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of adults with major depressive disorder (MDD) ( 1 ).",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff837eb1-24c3-4c63-9b4b-c6b5935a9b47;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=25bdfc41-c7cb-4d16-b6a8-f102f9b8c984;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56c9e8ee-1460-4a4c-8033-65d9afb358c8;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d8889c9-9403-4b4b-8abd-7dc9a9fc1816,ff837eb1-24c3-4c63-9b4b-c6b5935a9b47;25bdfc41-c7cb-4d16-b6a8-f102f9b8c984;56c9e8ee-1460-4a4c-8033-65d9afb358c8;1d8889c9-9403-4b4b-8abd-7dc9a9fc1816;aca478a7-eff6-4cd5-93a8-2dca69883a4b;0f43610c-f290-46ea-d186-4f998ed99fce;8a834c66-846e-38a8-e053-2a95a90a4035;5a136b61-f734-43d5-86fc-059ff3b5342a;387cea91-6924-2a68-e063-6394a90a8f75;1d86d1dc-d685-43aa-e063-6294a90a9907,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
dexmethylphenidate;serdexmethylphenidate,1,400,0,0,0,0,0,,,,NO_USABLE_SINGLE_DRUG_LABEL,
