blind_experiment_id,lab_row_type,experiment_arm,selection_role,pair_id,drug_names,ingredient_name,all_fda_brand_names,ligand_inchikey,ligand_smiles,known_mechanism_of_action,known_action_types,known_target_names,known_target_chembl_ids,gene_symbol,target_name,target_chembl_id,uniprot_accession,target_class_l1,assay_lane,construct_recommendation,known_positive_for_new_target,retargetmap_rank_384,routed_rank_within_drug,routed_candidate_target_count,diagnostic_rank_within_drug_745,independent_validation_rank_score,ensemble_drug_to_target_logit,ensemble_pair_logit,structure_mask,structure_evidence_route,connectivity_key,murcko_scaffold,rdkit_mw,rdkit_clogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,chemical_risk_points,same_assay_family_as_known_target,known_kinase_drug,external_novelty_status,spr_concentration_plan,primary_endpoint,exact_pair_in_full_fit_training,drug_seen_in_full_fit_training,target_seen_in_full_fit_training,result_bin_pre_registered,control_chembl_id,control_standard_types,control_min_pchembl,control_max_pchembl,control_direct_kd_or_ki_evidence,control_evidence_years,optimization_objective_contribution,posthoc_only_dtiam_rank_384,posthoc_only_dtiam_probability,drug_feature_index,target_feature_index
SPR512-020,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,YKPUWZUDDOIDPM-SOFGYWHQSA-N__CHEMBL3729,capsaicin,CAPSAICIN,QUTENZA,YKPUWZUDDOIDPM-SOFGYWHQSA-N,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,Vanilloid receptor opener,OPENER,Transient receptor potential cation channel subfamily V member 1,CHEMBL4794,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,6.0,288.0,367.0,541.0,-2.219671147461632,,-3.8713624,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,YKPUWZUDDOIDPM,c1ccccc1,305.418,3.789600000000003,58.56,2.0,3.0,9.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.3072625222700275,165.0,0.14553241,127850,267.0
SPR512-021,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL3729,rimegepant,RIMEGEPANT SULFATE,NURTEC ODT,KRNAOFGYEFKHPB-ANJVHQHFSA-N,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,Calcitonin gene-related peptide type 1 receptor antagonist,ANTAGONIST,Calcitonin gene-related peptide type 1 receptor,CHEMBL3798,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,128.0,106.0,367.0,292.0,-2.010884504059501,,1.3704115,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,KRNAOFGYEFKHPB,O=C(OC1CCC(c2ccccc2)Cc2cccnc21)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,534.5670000000003,4.490000000000004,119.12999999999998,2.0,6.0,3.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0200006728711051,184.0,0.7058069,252637,267.0
SPR512-022,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,BISPBXFUKNXOQY-RITPCOANSA-N__CHEMBL3729,durlobactam,DURLOBACTAM SODIUM,XACDURO (COPACKAGED),BISPBXFUKNXOQY-RITPCOANSA-N,CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)O)[C@@H]1C(N)=O,Beta-lactamase inhibitor,INHIBITOR,Beta-lactamase,CHEMBL1075159; CHEMBL5223041; CHEMBL5223042; CHEMBL5223043,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,2.0,1.0,367.0,1.0,-2.476916886193491,,3.0841713,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,BISPBXFUKNXOQY,O=C1NC2C=CCN1C2,277.25800000000004,-1.3591999999999989,130.24,2.0,5.0,3.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.100013710306597,14.0,0.6265577,47333,267.0
SPR512-023,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,OZWKMVRBQXNZKK-UHFFFAOYSA-N__CHEMBL3729,ketorolac,KETOROLAC TROMETHAMINE,ACUVAIL; OMIDRIA; SPRIX,OZWKMVRBQXNZKK-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,Cyclooxygenase inhibitor,INHIBITOR,Cyclooxygenase,CHEMBL2094253,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,1.0,40.0,367.0,64.0,-0.7073048042887218,,-2.4234738,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,OZWKMVRBQXNZKK,O=C(c1ccccc1)c1ccc2n1CCC2,255.273,2.291,59.3,1.0,2.0,3.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.050859340337932,27.0,0.40124258,288712,267.0
SPR512-024,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,OEKWJQXRCDYSHL-FNOIDJSQSA-N__CHEMBL3729,ticagrelor,TICAGRELOR,BRILINTA,OEKWJQXRCDYSHL-FNOIDJSQSA-N,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,Purinergic receptor P2Y12 negative allosteric modulator,NEGATIVE ALLOSTERIC MODULATOR,P2Y purinoceptor 12,CHEMBL2001,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,131.0,27.0,367.0,46.0,-3.4033524308557195,,-2.7503135,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,OEKWJQXRCDYSHL,c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,522.5780000000002,2.0137,138.44,4.0,10.0,10.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0100005621733684,110.0,0.6779726,60643,267.0
SPR512-025,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL3729,palonosetron,PALONOSETRON HYDROCHLORIDE,AKYNZEO; ALOXI; PALONOSETRON HYDROCHLORIDE; POSFREA,CPZBLNMUGSZIPR-NVXWUHKLSA-N,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,Serotonin 3a (5-HT3a) receptor antagonist,ANTAGONIST,5-hydroxytryptamine receptor 3A,CHEMBL1899,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,129.0,64.0,367.0,189.0,-2.7277485388119564,,-0.19560106,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,CPZBLNMUGSZIPR,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,296.414,2.656500000000001,23.550000000000004,0.0,2.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0100008335939904,90.0,0.5518338,295129,267.0
SPR512-026,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,DRHKJLXJIQTDTD-OAHLLOKOSA-N__CHEMBL3729,tamsulosin,TAMSULOSIN HYDROCHLORIDE,JALYN,DRHKJLXJIQTDTD-OAHLLOKOSA-N,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,Adrenergic receptor alpha-1 antagonist,ANTAGONIST,Adrenergic receptor alpha-1,CHEMBL2094251,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,1.0,2.0,367.0,5.0,-0.4525113312343104,,5.6940694,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,DRHKJLXJIQTDTD,c1ccc(CCNCCOc2ccccc2)cc1,408.5200000000001,2.3409000000000004,99.88,2.0,6.0,11.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0500679946860351,10.0,0.8565097,75262,267.0
SPR512-027,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_LOW_BACKGROUND,WYWIFABBXFUGLM-UHFFFAOYSA-N__CHEMBL3729,oxymetazoline,OXYMETAZOLINE HYDROCHLORIDE,KOVANAZE; RHOFADE; UPNEEQ,WYWIFABBXFUGLM-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,Adrenergic receptor alpha agonist,AGONIST,Adrenergic receptor alpha,CHEMBL2095203,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,321.0,168.0,367.0,279.0,-4.972290860771709,,-5.7646194,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,WYWIFABBXFUGLM,c1ccc(CC2=NCCN2)cc1,260.3809999999999,2.850740000000001,44.620000000000005,2.0,3.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1640628965274044,85.0,0.18419619,184549,267.0
SPR512-028,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL3729,esmolol,ESMOLOL HYDROCHLORIDE,ESMOLOL HYDROCHLORIDE DOUBLE STRENGTH IN PLASTIC CONTAINER; ESMOLOL HYDROCHLORIDE IN PLASTIC CONTAINER,AQNDDEOPVVGCPG-UHFFFAOYSA-N,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,Beta-1 adrenergic receptor antagonist; Beta-2 adrenergic receptor antagonist,ANTAGONIST,Beta-1 adrenergic receptor; Beta-2 adrenergic receptor,CHEMBL210; CHEMBL213,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,1.0,49.0,367.0,62.0,-1.7591030424665834,,-4.2845473,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,AQNDDEOPVVGCPG,c1ccccc1,295.379,1.5298999999999996,67.79,2.0,5.0,9.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0508326810959984,86.0,0.15164252,110689,267.0
SPR512-029,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_LOW_BACKGROUND,KVWDHTXUZHCGIO-UHFFFAOYSA-N__CHEMBL3729,olanzapine,OLANZAPINE PAMOATE,LYBALVI; ZYPREXA RELPREVV,KVWDHTXUZHCGIO-UHFFFAOYSA-N,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,D2-like dopamine receptor antagonist; Serotonin 2a (5-HT2a) receptor antagonist; Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST,5-hydroxytryptamine receptor 2A; 5-hydroxytryptamine receptor 2C; D2-like dopamine receptor,CHEMBL224; CHEMBL225; CHEMBL2331075,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,309.0,106.0,367.0,220.0,-4.507128512048273,,-2.580364,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,KVWDHTXUZHCGIO,c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2,312.4420000000001,3.4392200000000037,30.870000000000005,1.0,5.0,0.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1953128027369887,70.0,0.3953069,191258,267.0
SPR512-030,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,MQJKPEGWNLWLTK-UHFFFAOYSA-N__CHEMBL3729,dapsone,DAPSONE,ACZONE,MQJKPEGWNLWLTK-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Dihydropteroate synthase 1 inhibitor,INHIBITOR,Dihydropteroate synthase,CHEMBL2362993,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,3.0,8.0,367.0,12.0,-1.613079866796247,,-0.39772177,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,MQJKPEGWNLWLTK,O=S(=O)(c1ccccc1)c1ccccc1,248.307,1.6838000000000002,86.18,2.0,4.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.1501617847595651,9.0,0.61623883,255329,267.0
SPR512-031,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,LLPOLZWFYMWNKH-CMKMFDCUSA-N__CHEMBL3729,hydrocodone,HYDROCODONE BITARTRATE,FLOWTUSS; HYCOFENIX; OBREDON; REZIRA; VANTRELA ER; VITUZ; XTRELUS; ZOHYDRO ER; ZUTRIPRO,LLPOLZWFYMWNKH-CMKMFDCUSA-N,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,Opioid receptors; mu/kappa/delta agonist,AGONIST,Opioid receptors; mu/kappa/delta,CHEMBL2095181,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,1.0,8.0,367.0,31.0,-2.23058008052772,,-3.957428,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,LLPOLZWFYMWNKH,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,299.37000000000006,1.9333,38.77,0.0,4.0,1.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0504163961207659,107.0,0.2727246,150302,267.0
SPR512-032,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,MKUXAQIIEYXACX-UHFFFAOYSA-N__CHEMBL3729,acyclovir,ACYCLOVIR,AVACLYR; SITAVIG; XERESE,MKUXAQIIEYXACX-UHFFFAOYSA-N,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,Human herpesvirus 1 DNA polymerase inhibitor,INHIBITOR,DNA polymerase catalytic subunit,CHEMBL1872,CA4,Carbonic anhydrase 4,CHEMBL3729,P22748,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外催化域；去信号肽和 GPI 锚定序列；保留 Zn2+,Acetazolamide,4.0,5.0,367.0,9.0,-3.324265831671965,,-4.138325,0.0,OPTIONAL_STRICT_POCKET_CONTEXT,MKUXAQIIEYXACX,O=c1[nH]cnc2[nH]cnc12,225.208,-1.3318000000000003,119.04999999999998,3.0,6.0,4.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2001216374240449,48.0,0.16753043,257670,267.0
SPR512-034,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,WYWIFABBXFUGLM-UHFFFAOYSA-N__CHEMBL1944,oxymetazoline,OXYMETAZOLINE HYDROCHLORIDE,KOVANAZE; RHOFADE; UPNEEQ,WYWIFABBXFUGLM-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,Adrenergic receptor alpha agonist,AGONIST,Adrenergic receptor alpha,CHEMBL2095203,MME,Neprilysin,CHEMBL1944,P08473,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外金属肽酶域；去胞内段、跨膜段和信号肽,Omapatrilat,128.0,103.0,367.0,157.0,-3.735359994696886,,-5.9521847,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,WYWIFABBXFUGLM,c1ccc(CC2=NCCN2)cc1,260.3809999999999,2.850740000000001,44.620000000000005,2.0,3.0,2.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0200001460616469,61.0,0.22138178,184549,67.0
SPR512-035,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL1944,meropenem,MEROPENEM,MEROPENEM; MEROPENEM AND SODIUM CHLORIDE IN DUPLEX CONTAINER; VABOMERE,DMJNNHOOLUXYBV-PQTSNVLCSA-N,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,Bacterial penicillin-binding protein inhibitor,INHIBITOR,Bacterial penicillin-binding protein,CHEMBL2354204,MME,Neprilysin,CHEMBL1944,P08473,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外金属肽酶域；去胞内段、跨膜段和信号肽,Omapatrilat,1.0,96.0,367.0,178.0,-2.628974592764488,,-1.9664441,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,DMJNNHOOLUXYBV,O=C1CC2CC(SC3CCNC3)=CN12,383.4700000000002,-0.3079999999999994,110.18,3.0,6.0,5.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,True,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0523899407266328,26.0,0.4746571,166587,67.0
SPR512-036,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_HIGH,KWGRBVOPPLSCSI-WCBMZHEXSA-N__CHEMBL1944,pseudoephedrine,PSEUDOEPHEDRINE SULFATE,CLARINEX D 24 HOUR; CLARINEX-D 12 HOUR; HYCOFENIX; REZIRA; ZUTRIPRO,KWGRBVOPPLSCSI-WCBMZHEXSA-N,CN[C@@H](C)[C@@H](O)c1ccccc1,Norepinephrine transporter releasing agent,RELEASING AGENT,Sodium-dependent noradrenaline transporter,CHEMBL222,MME,Neprilysin,CHEMBL1944,P08473,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外金属肽酶域；去胞内段、跨膜段和信号肽,Omapatrilat,5.0,22.0,367.0,42.0,-2.546934033559322,,-3.879445,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,KWGRBVOPPLSCSI,c1ccccc1,165.236,1.3279,32.26,2.0,2.0,3.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.2505642793263434,19.0,0.36246246,107845,67.0
SPR512-037,BLINDED_CANDIDATE,FROZEN_384_CORE_DISCOVERY,OUR_FROZEN_MODEL_INTERMEDIATE,SUBDBMMJDZJVOS-DEOSSOPVSA-N__CHEMBL1944,esomeprazole,ESOMEPRAZOLE SODIUM,ESOMEPRAZOLE MAGNESIUM; ESOMEPRAZOLE STRONTIUM; NEXIUM; NEXIUM 24HR; NEXIUM IV; VIMOVO,SUBDBMMJDZJVOS-DEOSSOPVSA-N,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,Potassium-transporting ATPase inhibitor,INHIBITOR,Potassium-transporting ATPase,CHEMBL2095173,MME,Neprilysin,CHEMBL1944,P08473,Enzyme,ENZYME_BIOCHEMICAL,可溶性胞外金属肽酶域；去胞内段、跨膜段和信号肽,Omapatrilat,127.0,178.0,367.0,393.0,-2.06547196745118,,0.7994539,1.0,OPTIONAL_STRICT_POCKET_CONTEXT,SUBDBMMJDZJVOS,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,345.4240000000001,2.8997400000000013,83.09,1.0,5.0,5.0,0.0,False,False,NO_EXACT_PAIR_IN_CHEMBL37_BINDINGDB_2026_07_GTOPDB_2026_2_KIRHUB;_PUBMED_PATENT_MANUAL_REVIEW_PENDING,"0.03–30 µM, 7-point 3-fold; solubility-limited rows stop at qualified maximum",QC-qualified steady-state or kinetic KD,False,False,True,KD<=0.1uM strong; 0.1<KD<=1uM positive; 1<KD<=10uM grey; KD>10uM/no specific binding negative,,,,,,,0.0300009460248292,25.0,0.6785027,148610,67.0
