pair_id,drug_names,gene_symbol,target_chembl_id,selection_score,in_frozen384,reviewed_in_original574,latest_exact_evidence
AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL1929,palbociclib,XDH,CHEMBL1929,0.92656535,False,False,False
AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL1937,palbociclib,HDAC2,CHEMBL1937,0.91459304,False,False,False
AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL325,palbociclib,HDAC1,CHEMBL325,0.91373694,False,False,False
AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL3310,palbociclib,HDAC11,CHEMBL3310,0.92755055,False,False,False
AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL1868,relugolix,FLT1,CHEMBL1868,0.9024322,True,True,False
AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL2722,relugolix,CYP11B2,CHEMBL2722,0.92096716,False,False,False
AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL4073,relugolix,MMP7,CHEMBL4073,0.67996126,False,False,False
AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL4588,relugolix,MMP8,CHEMBL4588,0.85287464,False,False,False
ASOADIZOVZTJSR-UHFFFAOYSA-N__CHEMBL4523510,opicapone,CYP46A1,CHEMBL4523510,0.7654189,False,False,False
ASUTZQLVASHGKV-JDFRZJQESA-N__CHEMBL2023,galantamine,COMT,CHEMBL2023,0.63258624,False,False,False
BFDBKMOZYNOTPK-UHFFFAOYSA-N__CHEMBL2821,vonoprazan,F12,CHEMBL2821,0.75777125,False,False,False
BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL1952,dabrafenib,TYMS,CHEMBL1952,0.9181195,False,False,False
BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4005,dabrafenib,PIK3CA,CHEMBL4005,0.914884,True,True,False
BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4588,dabrafenib,MMP8,CHEMBL4588,0.82954,False,False,False
BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL5366,dabrafenib,PARP2,CHEMBL5366,0.9046167,False,False,False
BNRNXUUZRGQAQC-UHFFFAOYSA-N__CHEMBL2243,sildenafil,FAAH,CHEMBL2243,0.8314924,False,False,False
BNRNXUUZRGQAQC-UHFFFAOYSA-N__CHEMBL3729,sildenafil,CA4,CHEMBL3729,0.8030217,False,False,False
BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL5141,rosuvastatin,CYP26A1,CHEMBL5141,0.78512335,False,False,False
BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL1871,cobimetinib,AR,CHEMBL1871,0.7868765,False,False,False
BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL235,cobimetinib,PPARG,CHEMBL235,0.8370519,False,False,False
CEFJVGZHQAGLHS-UHFFFAOYSA-N__CHEMBL1902,ripretinib,FKBP1A,CHEMBL1902,0.90034777,False,False,False
CEFJVGZHQAGLHS-UHFFFAOYSA-N__CHEMBL208,ripretinib,PGR,CHEMBL208,0.8643587,False,False,False
CEFJVGZHQAGLHS-UHFFFAOYSA-N__CHEMBL2085,ripretinib,MIF,CHEMBL2085,0.8413856,False,False,False
CEFJVGZHQAGLHS-UHFFFAOYSA-N__CHEMBL402,ripretinib,HMGCR,CHEMBL402,0.84738064,False,False,False
CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL220,aripiprazole;aripiprazole lauroxil,ACHE,CHEMBL220,0.83568704,False,False,False
CGIGDMFJXJATDK-UHFFFAOYSA-N__CHEMBL2252,indomethacin,CTSC,CHEMBL2252,0.7821399,True,True,False
CMJCXYNUCSMDBY-ZDUSSCGKSA-N__CHEMBL1871,encorafenib,AR,CHEMBL1871,0.88168633,False,False,False
CMJCXYNUCSMDBY-ZDUSSCGKSA-N__CHEMBL1952,encorafenib,TYMS,CHEMBL1952,0.9264692,False,False,False
CMJCXYNUCSMDBY-ZDUSSCGKSA-N__CHEMBL3145,encorafenib,PIK3CB,CHEMBL3145,0.92001235,False,False,False
CMJCXYNUCSMDBY-ZDUSSCGKSA-N__CHEMBL4005,encorafenib,PIK3CA,CHEMBL4005,0.9116268,False,False,False
CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,palonosetron,CYP11B2,CHEMBL2722,0.93635726,True,True,False
CSKDFZIMJXRJGH-VWLPUNTISA-N__CHEMBL4073,tecovirimat,MMP7,CHEMBL4073,0.4294759,False,False,False
CSKDFZIMJXRJGH-VWLPUNTISA-N__CHEMBL4588,tecovirimat,MMP8,CHEMBL4588,0.77456325,False,False,False
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL202,pazopanib,DHFR,CHEMBL202,0.8971751,False,False,False
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL2034,pazopanib,NR3C1,CHEMBL2034,0.8913454,False,False,False
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL208,pazopanib,PGR,CHEMBL208,0.88834286,False,False,False
CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2039,remimazolam,MAOB,CHEMBL2039,0.5815995,False,False,False
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,selumetinib,UGCG,CHEMBL2063,0.75378597,True,True,False
DCOPUUMXTXDBNB-UHFFFAOYSA-N__CHEMBL2252,diclofenac,CTSC,CHEMBL2252,0.7319344,False,False,False
DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL1935,ubrogepant,ALDH2,CHEMBL1935,0.9176786,False,False,False
DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL286,ubrogepant,REN,CHEMBL286,0.9140667,False,False,False
DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL3922,ubrogepant,METAP2,CHEMBL3922,0.92646587,True,True,False
DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL4393,ubrogepant,MMP12,CHEMBL4393,0.9221531,False,False,False
DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL1944,vibegron,MME,CHEMBL1944,0.89274704,False,False,False
DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL261,vibegron,CA1,CHEMBL261,0.6690364,False,False,False
DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL5141,vibegron,CYP26A1,CHEMBL5141,0.8384046,False,False,False
DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL5705,vibegron,EGLN3,CHEMBL5705,0.90762484,False,False,False
DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2821,oliceridine,F12,CHEMBL2821,0.7720613,False,False,False
DRHKJLXJIQTDTD-OAHLLOKOSA-N__CHEMBL205,tamsulosin,CA2,CHEMBL205,0.89160085,False,False,False
DRHKJLXJIQTDTD-OAHLLOKOSA-N__CHEMBL3729,tamsulosin,CA4,CHEMBL3729,0.8565097,True,True,False
DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL1944,osimertinib,MME,CHEMBL1944,0.857535,False,False,False
DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL202,osimertinib,DHFR,CHEMBL202,0.86804235,False,False,False
DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL286,osimertinib,REN,CHEMBL286,0.81539774,False,False,False
DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL3535,osimertinib,PDE9A,CHEMBL3535,0.8895557,False,False,False
DWYRIWUZIJHQKQ-SANMLTNESA-N__CHEMBL1827,avapritinib,PDE5A,CHEMBL1827,0.9432218,False,False,False
DWYRIWUZIJHQKQ-SANMLTNESA-N__CHEMBL1902,avapritinib,FKBP1A,CHEMBL1902,0.90176463,False,False,False
DWYRIWUZIJHQKQ-SANMLTNESA-N__CHEMBL241,avapritinib,PDE3A,CHEMBL241,0.92105645,False,False,False
DWYRIWUZIJHQKQ-SANMLTNESA-N__CHEMBL4409,avapritinib,PDE10A,CHEMBL4409,0.91559976,False,False,False
DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL262,enasidenib,GSK3B,CHEMBL262,0.8485565,True,True,False
DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL5145,enasidenib,BRAF,CHEMBL5145,0.73512626,True,True,False
FBOUYBDGKBSUES-VXKWHMMOSA-N__CHEMBL1944,solifenacin,MME,CHEMBL1944,0.7980453,False,False,False
FBOUYBDGKBSUES-VXKWHMMOSA-N__CHEMBL2326,solifenacin,CA7,CHEMBL2326,0.7973851,True,True,False
FELGMEQIXOGIFQ-UHFFFAOYSA-N__CHEMBL2039,ondansetron,MAOB,CHEMBL2039,0.72812593,False,False,False
FELGMEQIXOGIFQ-UHFFFAOYSA-N__CHEMBL2850,ondansetron,GSK3A,CHEMBL2850,0.8293579,False,False,False
FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,lesinurad,UGCG,CHEMBL2063,0.7316847,True,True,False
FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL1808,rolapitant,ACE,CHEMBL1808,0.71243155,False,False,False
FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,rolapitant,PDE9A,CHEMBL3535,0.8176046,True,True,False
FNHKPVJBJVTLMP-UHFFFAOYSA-N__CHEMBL215,regorafenib,ALOX5,CHEMBL215,0.7608712,False,False,False
FNHKPVJBJVTLMP-UHFFFAOYSA-N__CHEMBL3522,regorafenib,CYP17A1,CHEMBL3522,0.9021324,False,False,False
FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL1974,panobinostat,FLT3,CHEMBL1974,0.8616484,False,False,False
FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL262,panobinostat,GSK3B,CHEMBL262,0.8678307,False,False,False
FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL279,panobinostat,KDR,CHEMBL279,0.8715595,False,False,False
FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL3045,panobinostat,PRKCB,CHEMBL3045,0.84425,False,False,False
FYDWDCIFZSGNBU-UHFFFAOYSA-N__CHEMBL1936,revefenacin,KIT,CHEMBL1936,0.9147065,False,False,False
FYDWDCIFZSGNBU-UHFFFAOYSA-N__CHEMBL2007,revefenacin,PDGFRA,CHEMBL2007,0.89244825,False,False,False
FYDWDCIFZSGNBU-UHFFFAOYSA-N__CHEMBL284,revefenacin,DPP4,CHEMBL284,0.89198637,False,False,False
FYDWDCIFZSGNBU-UHFFFAOYSA-N__CHEMBL2971,revefenacin,JAK2,CHEMBL2971,0.8604227,False,False,False
GFHAXPJGXSQLPT-VIFPVBQESA-N__CHEMBL4523510,cenobamate,CYP46A1,CHEMBL4523510,0.8298679,False,False,False
GLYMPHUVMRFTFV-QLFBSQMISA-N__CHEMBL1808,ensartinib,ACE,CHEMBL1808,0.6567747,False,False,False
GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL1935,vemurafenib,ALDH2,CHEMBL1935,0.92438185,False,False,False
GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL283,vemurafenib,MMP3,CHEMBL283,0.85150355,False,False,False
GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL286,vemurafenib,REN,CHEMBL286,0.8948088,False,False,False
GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL4393,vemurafenib,MMP12,CHEMBL4393,0.9160751,False,False,False
GYHCTFXIZSNGJT-UHFFFAOYSA-N__CHEMBL1974,tolvaptan,FLT3,CHEMBL1974,0.8380079,False,False,False
GYHCTFXIZSNGJT-UHFFFAOYSA-N__CHEMBL2007,tolvaptan,PDGFRA,CHEMBL2007,0.8632915,False,False,False
GYHCTFXIZSNGJT-UHFFFAOYSA-N__CHEMBL279,tolvaptan,KDR,CHEMBL279,0.7994233,False,False,False
GYHCTFXIZSNGJT-UHFFFAOYSA-N__CHEMBL3045,tolvaptan,PRKCB,CHEMBL3045,0.81802,False,False,False
GYQYAJJFPNQOOW-UHFFFAOYSA-N__CHEMBL1993,gilteritinib,DNMT1,CHEMBL1993,0.84781635,False,False,False
GYQYAJJFPNQOOW-UHFFFAOYSA-N__CHEMBL288,gilteritinib,PDE4D,CHEMBL288,0.9121068,False,False,False
GYQYAJJFPNQOOW-UHFFFAOYSA-N__CHEMBL4245,gilteritinib,ESRRG,CHEMBL4245,0.8883651,False,False,False
GYQYAJJFPNQOOW-UHFFFAOYSA-N__CHEMBL5366,gilteritinib,PARP2,CHEMBL5366,0.91780823,False,False,False
GZOSMCIZMLWJML-VJLLXTKPSA-N__CHEMBL2034,abiraterone,NR3C1,CHEMBL2034,0.8472882,False,False,False
GZOSMCIZMLWJML-VJLLXTKPSA-N__CHEMBL215,abiraterone,ALOX5,CHEMBL215,0.7676969,False,False,False
GZOSMCIZMLWJML-VJLLXTKPSA-N__CHEMBL2971,abiraterone,JAK2,CHEMBL2971,0.75595045,False,False,False
GZOSMCIZMLWJML-VJLLXTKPSA-N__CHEMBL3553,abiraterone,TYK2,CHEMBL3553,0.8130827,False,False,False
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL1947,raloxifene,THRB,CHEMBL1947,0.8825564,False,False,False
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL235,raloxifene,PPARG,CHEMBL235,0.8062523,False,False,False
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL1977,pemigatinib,VDR,CHEMBL1977,0.7989622,False,False,False
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL1994,pemigatinib,NR3C2,CHEMBL1994,0.9067698,False,False,False
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL3116,pemigatinib,CDK9,CHEMBL3116,0.8972751,True,True,False
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL4005,pemigatinib,PIK3CA,CHEMBL4005,0.8974775,False,False,False
HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL1977,ruxolitinib,VDR,CHEMBL1977,0.71446073,False,False,False
HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL2034,ruxolitinib,NR3C1,CHEMBL2034,0.89087003,False,False,False
HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL2189110,ruxolitinib,EZH2,CHEMBL2189110,0.897756,False,False,False
HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL288,ruxolitinib,PDE4D,CHEMBL288,0.907839,False,False,False
HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3535,edoxaban,PDE9A,CHEMBL3535,0.82166433,False,False,False
HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,edoxaban,F7,CHEMBL3991,0.7692766,True,True,False
HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL4393,edoxaban,MMP12,CHEMBL4393,0.85492724,False,False,False
HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL4481,edoxaban,NOS2,CHEMBL4481,0.7735574,False,False,False
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1937,nilotinib,HDAC2,CHEMBL1937,0.86202085,False,False,False
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3310,nilotinib,HDAC11,CHEMBL3310,0.9122361,False,False,False
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3972,nilotinib,GART,CHEMBL3972,0.9113594,True,True,False
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL5366,nilotinib,PARP2,CHEMBL5366,0.94038975,False,False,False
HMABYWSNWIZPAG-UHFFFAOYSA-N__CHEMBL258,rucaparib,LCK,CHEMBL258,0.8602455,False,False,False
HMABYWSNWIZPAG-UHFFFAOYSA-N__CHEMBL267,rucaparib,SRC,CHEMBL267,0.858861,False,False,False
HMABYWSNWIZPAG-UHFFFAOYSA-N__CHEMBL4282,rucaparib,AKT1,CHEMBL4282,0.810969,False,False,False
HMABYWSNWIZPAG-UHFFFAOYSA-N__CHEMBL5608,rucaparib,NTRK3,CHEMBL5608,0.8300659,False,False,False
HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL2023,lumateperone,COMT,CHEMBL2023,0.76045936,True,True,False
HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL286,levamlodipine,REN,CHEMBL286,0.8376277,False,False,False
HTIQEAQVCYTUBX-UHFFFAOYSA-N__CHEMBL286,amlodipine,REN,CHEMBL286,0.8376277,False,False,False
HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL2276,talazoparib,MAPK8,CHEMBL2276,0.9033055,False,False,False
HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL3234,talazoparib,HCK,CHEMBL3234,0.9087161,False,False,False
HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL4179,talazoparib,MAPK9,CHEMBL4179,0.9035038,False,False,False
HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL4282,talazoparib,AKT1,CHEMBL4282,0.9089215,False,False,False
HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL220,pacritinib,ACHE,CHEMBL220,0.89418167,False,False,False
HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL2326,pacritinib,CA7,CHEMBL2326,0.8151169,True,True,False
HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL261,pacritinib,CA1,CHEMBL261,0.7122935,False,False,False
HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL3991,pacritinib,F7,CHEMBL3991,0.8873932,False,False,False
IFSDAJWBUCMOAH-HNNXBMFYSA-N__CHEMBL1978,idelalisib,CYP19A1,CHEMBL1978,0.80974805,False,False,False
IFSDAJWBUCMOAH-HNNXBMFYSA-N__CHEMBL3310,idelalisib,HDAC11,CHEMBL3310,0.8027222,True,True,False
IIXWYSCJSQVBQM-LLVKDONJSA-N__CHEMBL1902,lorlatinib,FKBP1A,CHEMBL1902,0.9045106,False,False,False
IKENVDNFQMCRTR-UHFFFAOYSA-N__CHEMBL1974,conivaptan,FLT3,CHEMBL1974,0.8357143,False,False,False
IKENVDNFQMCRTR-UHFFFAOYSA-N__CHEMBL2208,conivaptan,MAPKAPK2,CHEMBL2208,0.87127644,False,False,False
IKENVDNFQMCRTR-UHFFFAOYSA-N__CHEMBL2973,conivaptan,ROCK2,CHEMBL2973,0.8514692,False,False,False
IKENVDNFQMCRTR-UHFFFAOYSA-N__CHEMBL5311,conivaptan,ACVRL1,CHEMBL5311,0.8158241,False,False,False
INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2326,guanfacine,CA7,CHEMBL2326,0.7850566,False,False,False
IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1808,vaborbactam,ACE,CHEMBL1808,0.65384656,False,False,False
IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1944,vaborbactam,MME,CHEMBL1944,0.9081011,True,True,False
IQVRBWUUXZMOPW-PKNBQFBNSA-N__CHEMBL2063,istradefylline,UGCG,CHEMBL2063,0.579833,False,False,False
IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1944,piperacillin,MME,CHEMBL1944,0.9288878,True,True,False
IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL261,piperacillin,CA1,CHEMBL261,0.58197445,True,True,False
IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL3729,piperacillin,CA4,CHEMBL3729,0.82418925,False,False,False
JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1902,lifitegrast,FKBP1A,CHEMBL1902,0.91693115,False,False,False
JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL235,lifitegrast,PPARG,CHEMBL235,0.8670845,False,False,False
JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL288,lifitegrast,PDE4D,CHEMBL288,0.8840835,False,False,False
JIVPVXMEBJLZRO-UHFFFAOYSA-N__CHEMBL1944,chlorthalidone,MME,CHEMBL1944,0.83313364,False,False,False
JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL2243,zavegepant,FAAH,CHEMBL2243,0.87189865,False,False,False
JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL2722,zavegepant,CYP11B2,CHEMBL2722,0.917969,False,False,False
JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL3439,zavegepant,ENPEP,CHEMBL3439,0.89979464,False,False,False
JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL4142,zavegepant,FGFR2,CHEMBL4142,0.89736986,False,False,False
JUZYLCPPVHEVSV-LJQANCHMSA-N__CHEMBL1929,elvitegravir,XDH,CHEMBL1929,0.8685266,False,False,False
JUZYLCPPVHEVSV-LJQANCHMSA-N__CHEMBL4073,elvitegravir,MMP7,CHEMBL4073,0.42955357,False,False,False
JWUBBDSIWDLEOM-DTOXIADCSA-N__CHEMBL242,calcifediol,ESR2,CHEMBL242,0.8649723,False,False,False
JYTNQNCOQXFQPK-MRXNPFEDSA-N__CHEMBL2695,suvorexant,PTK2,CHEMBL2695,0.70757824,False,False,False
JYTNQNCOQXFQPK-MRXNPFEDSA-N__CHEMBL3729,suvorexant,CA4,CHEMBL3729,0.80127114,False,False,False
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL3991,hydrochlorothiazide,F7,CHEMBL3991,0.74425876,False,False,False
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL5141,hydrochlorothiazide,CYP26A1,CHEMBL5141,0.78541875,False,False,False
KAQKFAOMNZTLHT-OZUDYXHBSA-N__CHEMBL2252,epoprostenol,CTSC,CHEMBL2252,0.6853263,False,False,False
KDGFLJKFZUIJMX-UHFFFAOYSA-N__CHEMBL206,alectinib,ESR1,CHEMBL206,0.89058924,False,False,False
KDGFLJKFZUIJMX-UHFFFAOYSA-N__CHEMBL4005,alectinib,PIK3CA,CHEMBL4005,0.88356125,False,False,False
KPWSJANDNDDRMB-QAQDUYKDSA-N__CHEMBL220,cariprazine,ACHE,CHEMBL220,0.870297,False,False,False
KQKPFRSPSRPDEB-UHFFFAOYSA-N__CHEMBL3729,sumatriptan,CA4,CHEMBL3729,0.8748766,False,False,False
KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL1902,rimegepant,FKBP1A,CHEMBL1902,0.9099255,False,False,False
KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL284,rimegepant,DPP4,CHEMBL284,0.89877313,False,False,False
KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL286,rimegepant,REN,CHEMBL286,0.91256964,True,True,False
KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL2973,rimegepant,ROCK2,CHEMBL2973,0.73201096,False,False,False
KTEIFNKAUNYNJU-GFCCVEGCSA-N__CHEMBL206,crizotinib,ESR1,CHEMBL206,0.8995899,False,False,False
KXNPVXPOPUZYGB-IOVMHBDKSA-N__CHEMBL205,argatroban,CA2,CHEMBL205,0.8130726,False,False,False
KXNPVXPOPUZYGB-IOVMHBDKSA-N__CHEMBL2835,argatroban,JAK1,CHEMBL2835,0.7876018,False,False,False
KXNPVXPOPUZYGB-IOVMHBDKSA-N__CHEMBL3729,argatroban,CA4,CHEMBL3729,0.8661024,False,False,False
KXNPVXPOPUZYGB-IOVMHBDKSA-N__CHEMBL5705,argatroban,EGLN3,CHEMBL5705,0.8974648,False,False,False
LHHCSNFAOIFYRV-DOVBMPENSA-N__CHEMBL262,boceprevir,GSK3B,CHEMBL262,0.7931287,False,False,False
LIOLIMKSCNQPLV-UHFFFAOYSA-N__CHEMBL3310,capmatinib,HDAC11,CHEMBL3310,0.8706582,False,False,False
LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL3310,trametinib,HDAC11,CHEMBL3310,0.8327999,False,False,False
LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL1871,belzutifan,AR,CHEMBL1871,0.8416634,True,True,False
LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL1978,belzutifan,CYP19A1,CHEMBL1978,0.8051644,False,False,False
LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL1994,belzutifan,NR3C2,CHEMBL1994,0.88456184,False,False,False
LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL206,belzutifan,ESR1,CHEMBL206,0.85169506,False,False,False
LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,linagliptin,PDE5A,CHEMBL1827,0.92965543,True,True,False
LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1994,calcipotriene,NR3C2,CHEMBL1994,0.83664346,True,True,False
MFBCDACCJCDGBA-UHFFFAOYSA-N__CHEMBL1824,trifarotene,ERBB2,CHEMBL1824,0.7062695,False,False,False
MFBCDACCJCDGBA-UHFFFAOYSA-N__CHEMBL2527,trifarotene,CHEK2,CHEMBL2527,0.822436,False,False,False
MFBCDACCJCDGBA-UHFFFAOYSA-N__CHEMBL4247,trifarotene,ALK,CHEMBL4247,0.7165376,False,False,False
MFBCDACCJCDGBA-UHFFFAOYSA-N__CHEMBL5608,trifarotene,NTRK3,CHEMBL5608,0.84228396,False,False,False
MJUVRTYWUMPBTR-MRXNPFEDSA-N__CHEMBL2034,tezacaftor,NR3C1,CHEMBL2034,0.85758036,False,False,False
MJUVRTYWUMPBTR-MRXNPFEDSA-N__CHEMBL402,tezacaftor,HMGCR,CHEMBL402,0.83440965,False,False,False
MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,deutetrabenazine,COMT,CHEMBL2023,0.81407,True,True,False
MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,deutetrabenazine,UGCG,CHEMBL2063,0.7607639,True,True,False
MKXZASYAUGDDCJ-NJAFHUGGSA-N__CHEMBL2252,dextromethorphan,CTSC,CHEMBL2252,0.75114644,True,True,False
MLYYVTUWGNIJIB-BXKDBHETSA-N__CHEMBL4073,cefazolin,MMP7,CHEMBL4073,0.5237332,False,False,False
MLYYVTUWGNIJIB-BXKDBHETSA-N__CHEMBL4588,cefazolin,MMP8,CHEMBL4588,0.76589805,False,False,False
MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL2041,roflumilast,RET,CHEMBL2041,0.7608864,False,False,False
MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL2326,roflumilast,CA7,CHEMBL2326,0.82178533,False,False,False
MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL3522,roflumilast,CYP17A1,CHEMBL3522,0.90612835,False,False,False
MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL5705,roflumilast,EGLN3,CHEMBL5705,0.92397183,False,False,False
MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL2326,brivaracetam,CA7,CHEMBL2326,0.7786757,False,False,False
MUGXRYIUWFITCP-PGRDOPGGSA-N__CHEMBL3729,lemborexant,CA4,CHEMBL3729,0.8332314,False,False,False
MVRHVFSOIWFBTE-INIZCTEOSA-N__CHEMBL1952,elexacaftor,TYMS,CHEMBL1952,0.9302522,False,False,False
MVRHVFSOIWFBTE-INIZCTEOSA-N__CHEMBL2326,elexacaftor,CA7,CHEMBL2326,0.9485085,False,True,False
