排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,药物完整InChIKey,新靶点ChEMBL编号,full720x384_covered,full720x384__legacy_spr_ranker__drug_to_target_rank,full720x384__old_neural__drug_to_target_rank,full720x384__A_consensus__drug_to_target_rank,full720x384__B_consensus__drug_to_target_rank,full720x384__dtiam__drug_to_target_rank,full720x384__legacy_spr_ranker__target_to_drug_rank,full720x384__old_neural__target_to_drug_rank,full720x384__A_consensus__target_to_drug_rank,full720x384__B_consensus__target_to_drug_rank,full720x384__dtiam__target_to_drug_rank,drugclip_common548x269_covered,drugclip_common548x269__legacy_spr_ranker__drug_to_target_rank,drugclip_common548x269__old_neural__drug_to_target_rank,drugclip_common548x269__A_consensus__drug_to_target_rank,drugclip_common548x269__B_consensus__drug_to_target_rank,drugclip_common548x269__dtiam__drug_to_target_rank,drugclip_common548x269__drugclip__drug_to_target_rank,drugclip_common548x269__legacy_spr_ranker__target_to_drug_rank,drugclip_common548x269__old_neural__target_to_drug_rank,drugclip_common548x269__A_consensus__target_to_drug_rank,drugclip_common548x269__B_consensus__target_to_drug_rank,drugclip_common548x269__dtiam__target_to_drug_rank,drugclip_common548x269__drugclip__target_to_drug_rank
270,C384-309,brivaracetam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,MSYKRHVOOPPJKU-BDAKNGLRSA-N,CHEMBL4523510,True,6.0,251.0,249.0,99.0,54.0,419.0,487.0,661.0,134.0,576.0,True,4.0,159.0,164.0,62.0,43.0,112.0,332.0,380.0,500.0,105.0,446.0,143.0
271,C384-311,meropenem,MMP7 — Matrilysin,先解决具体问题,DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,DMJNNHOOLUXYBV-PQTSNVLCSA-N,CHEMBL4073,True,6.0,285.0,180.0,290.0,94.0,168.0,354.0,317.0,123.0,316.0,True,4.0,187.0,132.0,203.0,72.0,233.0,136.0,272.0,241.0,94.0,247.0,479.0
272,C384-320,mirdametinib,HDAC11 — Histone deacetylase 11,先解决具体问题,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,SUDAHWBOROXANE-SECBINFHSA-N,CHEMBL3310,True,6.0,49.0,21.0,112.0,145.0,163.0,334.0,598.0,684.0,484.0,True,5.0,41.0,16.0,78.0,100.0,11.0,134.0,259.0,454.0,517.0,374.0,41.0
273,C384-123,esmolol,CA7 — Carbonic anhydrase 7,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL2326,AQNDDEOPVVGCPG-UHFFFAOYSA-N,CHEMBL2326,True,7.0,1.0,2.0,3.0,14.0,225.0,181.0,491.0,410.0,615.0,True,6.0,1.0,2.0,3.0,8.0,242.0,181.0,139.0,373.0,300.0,475.0,408.0
274,C384-202,ivabradine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL2722,ACRHBAYQBXXRTO-OAQYLSRUSA-N,CHEMBL2722,True,7.0,11.0,226.0,16.0,12.0,169.0,134.0,348.0,494.0,610.0,True,6.0,11.0,145.0,9.0,7.0,143.0,140.0,111.0,265.0,373.0,468.0,237.0
275,C384-203,epinephrine,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL2243,UCTWMZQNUQWSLP-VIFPVBQESA-N,CHEMBL2243,True,7.0,51.0,363.0,369.0,283.0,348.0,649.0,717.0,581.0,680.0,True,6.0,42.0,252.0,257.0,202.0,233.0,288.0,506.0,546.0,431.0,519.0,356.0
276,C384-206,eltrombopag,LCK — Tyrosine-protein kinase Lck,先解决具体问题,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL258,XDXWLKQMMKQXPV-QYQHSDTDSA-N,CHEMBL258,True,7.0,346.0,63.0,55.0,64.0,190.0,377.0,320.0,87.0,161.0,True,4.0,238.0,58.0,39.0,50.0,234.0,161.0,307.0,241.0,70.0,139.0,420.0
277,C384-265,vorapaxar,DPP4 — Dipeptidyl peptidase 4,先解决具体问题,ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL284,ZBGXUVOIWDMMJE-QHNZEKIYSA-N,CHEMBL284,True,7.0,57.0,254.0,83.0,168.0,53.0,472.0,584.0,91.0,45.0,False,,,,,,,,,,,,
278,C384-119,bazedoxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,先解决具体问题,UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL2041,UCJGJABZCDBEDK-UHFFFAOYSA-N,CHEMBL2041,True,7.0,39.0,32.0,58.0,74.0,21.0,261.0,31.0,129.0,78.0,True,6.0,31.0,17.0,34.0,52.0,257.0,21.0,212.0,20.0,100.0,72.0,478.0
279,C384-133,hydroxychloroquine,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL3553,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,CHEMBL3553,True,7.0,188.0,230.0,268.0,236.0,104.0,66.0,177.0,357.0,392.0,True,5.0,115.0,153.0,186.0,175.0,187.0,92.0,53.0,135.0,270.0,310.0,206.0
280,C384-312,perampanel,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,PRMWGUBFXWROHD-UHFFFAOYSA-N,CHEMBL4523510,True,7.0,250.0,133.0,120.0,6.0,46.0,423.0,284.0,166.0,83.0,True,5.0,157.0,68.0,72.0,2.0,130.0,34.0,328.0,227.0,130.0,71.0,352.0
281,C384-168,aripiprazole,MAOB — Amine oxidase [flavin-containing] B,先解决具体问题,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2039,CEUORZQYGODEFX-UHFFFAOYSA-N,CHEMBL2039,True,8.0,29.0,106.0,190.0,346.0,17.0,17.0,72.0,122.0,536.0,False,,,,,,,,,,,,
282,C384-072,calcipotriene,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL5705,LWQQLNNNIPYSNX-UROSTWAQSA-N,CHEMBL5705,True,8.0,111.0,130.0,141.0,24.0,286.0,623.0,19.0,37.0,391.0,True,7.0,83.0,77.0,89.0,17.0,46.0,230.0,485.0,12.0,32.0,314.0,152.0
283,C384-208,imipenem,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL2243,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,CHEMBL2243,True,8.0,4.0,95.0,162.0,173.0,261.0,25.0,424.0,141.0,450.0,False,,,,,,,,,,,,
284,C384-315,meloxicam,DHFR — Dihydrofolate reductase,先解决具体问题,ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,CHEMBL202,True,8.0,88.0,193.0,97.0,125.0,25.0,282.0,510.0,403.0,441.0,True,7.0,59.0,138.0,65.0,98.0,264.0,22.0,216.0,385.0,295.0,341.0,534.0
285,C384-324,crisaborole,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,USZAGAREISWJDP-UHFFFAOYSA-N,CHEMBL2243,True,8.0,75.0,263.0,49.0,147.0,12.0,340.0,214.0,59.0,507.0,True,6.0,52.0,186.0,37.0,100.0,13.0,9.0,266.0,168.0,47.0,391.0,33.0
286,C384-327,deutetrabenazine,UGCG — Ceramide glucosyltransferase,先解决具体问题,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,MKJIEFSOBYUXJB-WEZHFFAMSA-N,CHEMBL2063,True,8.0,14.0,251.0,112.0,14.0,485.0,80.0,217.0,397.0,290.0,False,,,,,,,,,,,,
287,C384-363,tazemetostat,DHFR — Dihydrofolate reductase,先解决具体问题,NSQSAUGJQHDYNO-UHFFFAOYSA-N__CHEMBL202,NSQSAUGJQHDYNO-UHFFFAOYSA-N,CHEMBL202,True,8.0,254.0,149.0,356.0,284.0,7.0,202.0,34.0,322.0,23.0,True,7.0,164.0,90.0,248.0,210.0,100.0,6.0,153.0,25.0,234.0,21.0,234.0
288,C384-026,zavegepant,INSR — Insulin receptor,先解决具体问题,JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL1981,JJVAPHYEOZSKJZ-JGCGQSQUSA-N,CHEMBL1981,True,9.0,309.0,98.0,47.0,293.0,25.0,151.0,36.0,7.0,96.0,True,8.0,208.0,65.0,30.0,204.0,9.0,22.0,124.0,23.0,6.0,87.0,14.0
289,C384-035,olmesartan,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL5705,VTRAEEWXHOVJFV-UHFFFAOYSA-N,CHEMBL5705,True,9.0,180.0,7.0,195.0,10.0,280.0,593.0,34.0,558.0,175.0,False,,,,,,,,,,,,
290,C384-036,atrasentan,ERBB2 — Receptor tyrosine-protein kinase erbB-2,先解决具体问题,MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL1824,MOTJMGVDPWRKOC-QPVYNBJUSA-N,CHEMBL1824,True,9.0,204.0,341.0,175.0,303.0,227.0,459.0,715.0,670.0,536.0,False,,,,,,,,,,,,
291,C384-127,colchicine,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,先解决具体问题,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902,IAKHMKGGTNLKSZ-INIZCTEOSA-N,CHEMBL1902,True,9.0,181.0,193.0,294.0,110.0,222.0,108.0,560.0,652.0,486.0,True,6.0,122.0,140.0,199.0,87.0,49.0,176.0,81.0,424.0,492.0,374.0,290.0
292,C384-210,ivabradine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908,ACRHBAYQBXXRTO-OAQYLSRUSA-N,CHEMBL1908,True,9.0,15.0,257.0,40.0,58.0,100.0,135.0,387.0,520.0,565.0,True,8.0,15.0,170.0,27.0,41.0,172.0,85.0,114.0,298.0,389.0,435.0,318.0
293,C384-292,methylnaltrexone,CA2 — Carbonic anhydrase 2,先解决具体问题,JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,JVLBPIPGETUEET-WIXLDOGYSA-O,CHEMBL205,True,9.0,5.0,51.0,59.0,259.0,74.0,351.0,199.0,261.0,534.0,False,,,,,,,,,,,,
294,C384-120,raloxifene,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,先解决具体问题,GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL2041,GZUITABIAKMVPG-UHFFFAOYSA-N,CHEMBL2041,True,9.0,67.0,38.0,19.0,170.0,22.0,355.0,58.0,84.0,165.0,False,,,,,,,,,,,,
295,C384-270,olopatadine,NR3C1 — Glucocorticoid receptor,先解决具体问题,JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,JBIMVDZLSHOPLA-LSCVHKIXSA-N,CHEMBL2034,True,9.0,12.0,1.0,14.0,262.0,106.0,165.0,31.0,161.0,507.0,True,9.0,11.0,1.0,10.0,192.0,31.0,80.0,124.0,21.0,123.0,387.0,119.0
296,C384-110,amisulpride,CA2 — Carbonic anhydrase 2,先解决具体问题,NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL205,NTJOBXMMWNYJFB-UHFFFAOYSA-N,CHEMBL205,True,10.0,1.0,43.0,47.0,122.0,68.0,82.0,144.0,397.0,383.0,True,5.0,1.0,31.0,29.0,87.0,260.0,57.0,66.0,106.0,293.0,308.0,535.0
297,C384-039,ozanimod,EZH2 — Histone-lysine N-methyltransferase EZH2,先解决具体问题,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2189110,XRVDGNKRPOAQTN-FQEVSTJZSA-N,CHEMBL2189110,True,10.0,294.0,313.0,258.0,236.0,7.0,209.0,391.0,124.0,34.0,True,7.0,189.0,219.0,175.0,181.0,30.0,7.0,168.0,290.0,100.0,30.0,44.0
298,C384-216,aclidinium,PPARG — Peroxisome proliferator-activated receptor gamma,先解决具体问题,ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235,ASMXXROZKSBQIH-VITNCHFBSA-N,CHEMBL235,True,10.0,159.0,267.0,74.0,178.0,61.0,570.0,444.0,153.0,284.0,True,4.0,107.0,190.0,47.0,121.0,187.0,42.0,428.0,335.0,113.0,229.0,374.0
299,C384-332,enzalutamide,NTRK1 — High affinity nerve growth factor receptor,先解决具体问题,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,WXCXUHSOUPDCQV-UHFFFAOYSA-N,CHEMBL2815,True,10.0,236.0,170.0,93.0,201.0,152.0,508.0,481.0,348.0,412.0,False,,,,,,,,,,,,
300,C384-042,glycopyrronium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,ANGKOCUUWGHLCE-HKUYNNGSSA-N__CHEMBL5141,ANGKOCUUWGHLCE-HKUYNNGSSA-N,CHEMBL5141,True,11.0,144.0,328.0,90.0,114.0,91.0,665.0,582.0,374.0,534.0,False,,,,,,,,,,,,
301,C384-140,dolutegravir,MAPK8 — Mitogen-activated protein kinase 8,先解决具体问题,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276,RHWKPHLQXYSBKR-BMIGLBTASA-N,CHEMBL2276,True,11.0,284.0,47.0,185.0,82.0,49.0,370.0,211.0,162.0,95.0,False,,,,,,,,,,,,
302,C384-141,pemigatinib,"PDE3A — cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",先解决具体问题,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,HCDMJFOHIXMBOV-UHFFFAOYSA-N,CHEMBL241,True,11.0,337.0,180.0,151.0,202.0,3.0,479.0,369.0,3.0,17.0,True,9.0,234.0,121.0,102.0,152.0,23.0,2.0,381.0,287.0,3.0,15.0,135.0
303,C384-229,vigabatrin,MMP8 — Neutrophil collagenase,先解决具体问题,PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,PJDFLNIOAUIZSL-UHFFFAOYSA-N,CHEMBL4588,True,11.0,19.0,10.0,222.0,212.0,134.0,52.0,153.0,471.0,669.0,True,6.0,12.0,7.0,160.0,142.0,13.0,101.0,41.0,109.0,354.0,511.0,17.0
304,C384-333,vardenafil,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,SECKRCOLJRRGGV-UHFFFAOYSA-N,CHEMBL2722,True,11.0,103.0,215.0,5.0,15.0,132.0,421.0,58.0,129.0,107.0,False,,,,,,,,,,,,
305,C384-382,trametinib,DHFR — Dihydrofolate reductase,先解决具体问题,LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CHEMBL202,True,11.0,124.0,197.0,111.0,242.0,146.0,663.0,686.0,719.0,172.0,True,9.0,94.0,141.0,75.0,174.0,188.0,123.0,512.0,519.0,547.0,140.0,449.0
306,C384-015,mesalamine,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL1929,KBOPZPXVLCULAV-UHFFFAOYSA-N,CHEMBL1929,True,12.0,176.0,18.0,100.0,27.0,384.0,269.0,81.0,612.0,698.0,False,,,,,,,,,,,,
307,C384-231,rivaroxaban,LCK — Tyrosine-protein kinase Lck,先解决具体问题,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,CHEMBL258,True,12.0,276.0,129.0,137.0,153.0,33.0,176.0,180.0,152.0,135.0,True,9.0,181.0,91.0,86.0,108.0,210.0,30.0,150.0,131.0,116.0,121.0,478.0
308,C384-365,selumetinib,UGCG — Ceramide glucosyltransferase,先解决具体问题,CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2063,True,12.0,100.0,77.0,105.0,41.0,121.0,561.0,424.0,719.0,298.0,True,9.0,73.0,55.0,74.0,32.0,104.0,106.0,435.0,324.0,547.0,248.0,212.0
309,C384-016,sotalol,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL5141,ZBMZVLHSJCTVON-UHFFFAOYSA-N,CHEMBL5141,True,13.0,189.0,165.0,55.0,62.0,170.0,637.0,533.0,450.0,470.0,True,12.0,135.0,122.0,40.0,52.0,159.0,135.0,491.0,409.0,343.0,368.0,150.0
310,C384-050,sufentanil,F12 — Coagulation factor XII,先解决具体问题,GGCSSNBKKAUURC-UHFFFAOYSA-N__CHEMBL2821,GGCSSNBKKAUURC-UHFFFAOYSA-N,CHEMBL2821,True,13.0,105.0,344.0,381.0,160.0,172.0,178.0,167.0,543.0,543.0,False,,,,,,,,,,,,
311,C384-144,levamlodipine,CA1 — Carbonic anhydrase 1,先解决具体问题,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,HTIQEAQVCYTUBX-KRWDZBQOSA-N,CHEMBL261,True,13.0,21.0,21.0,15.0,126.0,39.0,215.0,121.0,47.0,262.0,True,9.0,12.0,17.0,11.0,93.0,22.0,28.0,164.0,87.0,32.0,218.0,79.0
312,C384-192,calcipotriene,AR — Androgen receptor,先解决具体问题,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,LWQQLNNNIPYSNX-UROSTWAQSA-N,CHEMBL1871,True,13.0,14.0,9.0,276.0,73.0,115.0,326.0,21.0,46.0,125.0,True,12.0,13.0,9.0,189.0,55.0,20.0,92.0,242.0,12.0,36.0,102.0,90.0
313,C384-233,norephinephrine,CTSC — Dipeptidyl peptidase 1,先解决具体问题,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,SFLSHLFXELFNJZ-QMMMGPOBSA-N,CHEMBL2252,True,13.0,281.0,95.0,205.0,7.0,606.0,713.0,628.0,564.0,688.0,False,,,,,,,,,,,,
314,C384-235,brexpiprazole,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,CHEMBL1827,True,13.0,271.0,154.0,168.0,252.0,15.0,501.0,173.0,329.0,336.0,True,11.0,180.0,101.0,124.0,178.0,9.0,14.0,396.0,130.0,262.0,269.0,58.0
315,C384-171,aripiprazole,PTK2 — Focal adhesion kinase 1,先解决具体问题,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2695,CEUORZQYGODEFX-UHFFFAOYSA-N,CHEMBL2695,True,13.0,355.0,223.0,234.0,175.0,89.0,469.0,186.0,243.0,235.0,False,,,,,,,,,,,,
316,C384-219,ivosidenib,AKT1 — RAC-alpha serine/threonine-protein kinase,先解决具体问题,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,WIJZXSAJMHAVGX-DHLKQENFSA-N,CHEMBL4282,True,13.0,138.0,120.0,308.0,250.0,22.0,148.0,103.0,118.0,194.0,True,8.0,86.0,74.0,215.0,167.0,132.0,19.0,117.0,77.0,94.0,157.0,485.0
317,C384-340,afatinib,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,ULXXDDBFHOBEHA-CWDCEQMOSA-N,CHEMBL2722,True,13.0,346.0,254.0,10.0,20.0,121.0,435.0,531.0,327.0,170.0,True,8.0,240.0,175.0,3.0,11.0,185.0,104.0,343.0,400.0,241.0,146.0,387.0
318,C384-341,baclofen,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,KPYSYYIEGFHWSV-UHFFFAOYSA-N,CHEMBL4523510,True,13.0,25.0,299.0,304.0,49.0,387.0,230.0,680.0,577.0,656.0,True,10.0,22.0,218.0,218.0,31.0,140.0,303.0,177.0,515.0,439.0,499.0,152.0
319,C384-342,clobazam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,CXOXHMZGEKVPMT-UHFFFAOYSA-N,CHEMBL4523510,True,13.0,143.0,343.0,67.0,16.0,28.0,405.0,377.0,189.0,483.0,True,8.0,91.0,236.0,51.0,9.0,49.0,21.0,318.0,295.0,151.0,378.0,29.0
320,C384-366,esmolol,ACE — Angiotensin-converting enzyme,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,AQNDDEOPVVGCPG-UHFFFAOYSA-N,CHEMBL1808,True,13.0,78.0,117.0,271.0,165.0,112.0,130.0,549.0,611.0,628.0,False,,,,,,,,,,,,
321,C384-017,ozenoxacin,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,XPIJWUTXQAGSLK-UHFFFAOYSA-N__CHEMBL3553,XPIJWUTXQAGSLK-UHFFFAOYSA-N,CHEMBL3553,True,14.0,323.0,360.0,111.0,132.0,42.0,565.0,712.0,135.0,58.0,True,11.0,215.0,252.0,84.0,104.0,170.0,33.0,445.0,540.0,106.0,52.0,260.0
322,C384-239,dexrazoxane,MMP7 — Matrilysin,先解决具体问题,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,BMKDZUISNHGIBY-ZETCQYMHSA-N,CHEMBL4073,True,14.0,210.0,180.0,295.0,154.0,264.0,109.0,524.0,414.0,399.0,False,,,,,,,,,,,,
323,C384-278,rolapitant,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,FIVSJYGQAIEMOC-ZGNKEGEESA-N,CHEMBL3535,True,14.0,94.0,59.0,240.0,65.0,136.0,303.0,119.0,102.0,142.0,True,11.0,65.0,41.0,154.0,43.0,40.0,115.0,247.0,91.0,85.0,126.0,136.0
324,C384-112,glasdegib,FLT3 — Receptor-type tyrosine-protein kinase FLT3,先解决具体问题,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1974,SFNSLLSYNZWZQG-VQIMIIECSA-N,CHEMBL1974,True,14.0,320.0,299.0,47.0,45.0,46.0,202.0,638.0,189.0,88.0,True,10.0,213.0,196.0,29.0,33.0,46.0,42.0,160.0,486.0,141.0,81.0,34.0
325,C384-220,bempedoic acid,MMP12 — Macrophage metalloelastase,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,HYHMLYSLQUKXKP-UHFFFAOYSA-N,CHEMBL4393,True,14.0,132.0,66.0,159.0,92.0,469.0,346.0,248.0,473.0,477.0,False,,,,,,,,,,,,
326,C384-297,pomalidomide,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,UVSMNLNDYGZFPF-UHFFFAOYSA-N,CHEMBL4005,True,14.0,127.0,175.0,100.0,262.0,233.0,280.0,492.0,138.0,523.0,False,,,,,,,,,,,,
327,C384-300,relugolix,KDR — Vascular endothelial growth factor receptor 2,先解决具体问题,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,AOMXMOCNKJTRQP-UHFFFAOYSA-N,CHEMBL279,True,14.0,97.0,380.0,88.0,153.0,44.0,137.0,493.0,75.0,45.0,True,8.0,64.0,267.0,56.0,104.0,138.0,37.0,114.0,375.0,58.0,42.0,295.0
328,C384-343,oliceridine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,DMNOVGJWPASQDL-OAQYLSRUSA-N,CHEMBL2722,True,14.0,27.0,297.0,27.0,5.0,564.0,182.0,482.0,450.0,154.0,True,9.0,24.0,205.0,15.0,2.0,171.0,441.0,150.0,363.0,336.0,131.0,456.0
329,C384-344,diazepam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,AAOVKJBEBIDNHE-UHFFFAOYSA-N,CHEMBL4523510,True,14.0,122.0,233.0,54.0,19.0,137.0,536.0,591.0,398.0,525.0,True,10.0,82.0,155.0,41.0,13.0,53.0,103.0,421.0,448.0,307.0,405.0,34.0
330,C384-345,dimethyl fumarate,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,LDCRTTXIJACKKU-ONEGZZNKSA-N,CHEMBL402,True,14.0,76.0,134.0,188.0,81.0,475.0,105.0,411.0,485.0,702.0,True,9.0,50.0,99.0,138.0,57.0,12.0,374.0,85.0,313.0,359.0,535.0,52.0
331,C384-346,linagliptin,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,LTXREWYXXSTFRX-QGZVFWFLSA-N,CHEMBL1827,True,14.0,349.0,52.0,106.0,9.0,49.0,582.0,52.0,121.0,21.0,False,,,,,,,,,,,,
332,C384-347,colchicine,UGCG — Ceramide glucosyltransferase,先解决具体问题,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,IAKHMKGGTNLKSZ-INIZCTEOSA-N,CHEMBL2063,True,14.0,137.0,269.0,173.0,42.0,454.0,96.0,497.0,625.0,479.0,True,8.0,92.0,188.0,113.0,31.0,175.0,365.0,79.0,381.0,471.0,378.0,393.0
333,C384-384,umeclidinium,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,FVTWTVQXNAJTQP-UHFFFAOYSA-N,CHEMBL2722,True,14.0,29.0,378.0,13.0,14.0,399.0,403.0,575.0,618.0,395.0,True,8.0,22.0,265.0,8.0,8.0,164.0,324.0,317.0,438.0,467.0,308.0,336.0
334,C384-172,brexanolone,ESR1 — Estrogen receptor,先解决具体问题,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,AURFZBICLPNKBZ-SYBPFIFISA-N,CHEMBL206,True,15.0,21.0,197.0,276.0,163.0,318.0,58.0,134.0,288.0,474.0,False,,,,,,,,,,,,
335,C384-175,ozanimod,PRKCB — Protein kinase C beta type,先解决具体问题,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,XRVDGNKRPOAQTN-FQEVSTJZSA-N,CHEMBL3045,True,15.0,331.0,267.0,342.0,52.0,7.0,167.0,255.0,259.0,30.0,True,12.0,219.0,182.0,233.0,43.0,170.0,7.0,138.0,190.0,196.0,25.0,272.0
336,C384-274,chloroprocaine,ACHE — Acetylcholinesterase,先解决具体问题,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,VDANGULDQQJODZ-UHFFFAOYSA-N,CHEMBL220,True,15.0,12.0,91.0,32.0,166.0,448.0,414.0,438.0,289.0,622.0,True,8.0,10.0,66.0,22.0,118.0,14.0,361.0,318.0,341.0,225.0,480.0,97.0
