ligand_inchikey,drug_names,drug_feature_index,target_chembl_id,gene_symbol,target_feature_index,dtiam_probability,dtiam_validation_calibrated_probability,dtiam_model_version,dtiam_drug_rank,dtiam_target_rank
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL1847,GABRB3,34,0.50373465,0.4515135196863256,dtiam_a_kdki_inactive_20260917,10,599
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL1893,SLC18A2,46,0.690866,0.6184209582352646,dtiam_a_kdki_inactive_20260917,5,499
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL1944,MME,67,0.62082934,0.5537487702911484,dtiam_a_kdki_inactive_20260917,6,490
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL1962,GABRA1,72,0.8492561,0.7818456457561489,dtiam_a_kdki_inactive_20260917,2,555
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL2326,CA7,141,0.7403298,0.6663808708038137,dtiam_a_kdki_inactive_20260917,4,495
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL280,MMP13,185,0.5861369,0.5228164110040563,dtiam_a_kdki_inactive_20260917,7,563
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL3026,GABRA3,210,0.80761003,0.7357351661852201,dtiam_a_kdki_inactive_20260917,3,595
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL3242,CA12,231,0.5752207,0.5132087914498845,dtiam_a_kdki_inactive_20260917,8,642
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL4296,SCN9A,311,0.54205334,0.48434066494586303,dtiam_a_kdki_inactive_20260917,9,524
YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,675,CHEMBL4956,GABRA2,349,0.9500596,0.9105973039736128,dtiam_a_kdki_inactive_20260917,1,496
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL1827,PDE5A,26,0.9290342,0.8808136263487956,dtiam_a_kdki_inactive_20260917,10,135
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL1919,CACNA2D1,59,0.97246796,0.9454254747142492,dtiam_a_kdki_inactive_20260917,2,142
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL2326,CA7,141,0.9292471,0.881104705199321,dtiam_a_kdki_inactive_20260917,9,219
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL280,MMP13,185,0.9816356,0.9611223620910575,dtiam_a_kdki_inactive_20260917,1,80
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL3026,GABRA3,210,0.9373364,0.8923125090938906,dtiam_a_kdki_inactive_20260917,8,417
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL3242,CA12,231,0.9672652,0.9369616556214908,dtiam_a_kdki_inactive_20260917,3,133
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL4393,MMP12,317,0.95874804,0.9236365700936389,dtiam_a_kdki_inactive_20260917,6,69
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL4409,PDE10A,318,0.96561825,0.9343371901311829,dtiam_a_kdki_inactive_20260917,4,176
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL4588,MMP8,329,0.96212375,0.9288468643146015,dtiam_a_kdki_inactive_20260917,5,56
YHGSTSNEOJUIRN-UHFFFAOYSA-N,omidenepag,676,CHEMBL4956,GABRA2,349,0.95243096,0.9141069920341024,dtiam_a_kdki_inactive_20260917,7,490
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL1962,GABRA1,72,0.9880405,0.9729168520236039,dtiam_a_kdki_inactive_20260917,2,156
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL1978,CYP19A1,80,0.97740245,0.9537322004790568,dtiam_a_kdki_inactive_20260917,8,62
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL1994,NR3C2,86,0.9761323,0.9515648990798665,dtiam_a_kdki_inactive_20260917,10,63
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL2034,NR3C1,100,0.97628844,0.951830215766769,dtiam_a_kdki_inactive_20260917,9,54
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL280,MMP13,185,0.98415154,0.9656548760084323,dtiam_a_kdki_inactive_20260917,6,60
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL3026,GABRA3,210,0.98545575,0.9680524929306389,dtiam_a_kdki_inactive_20260917,4,172
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL3242,CA12,231,0.9878773,0.972604850758922,dtiam_a_kdki_inactive_20260917,3,21
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL4235,HSD11B1,306,0.984188,0.9657214648447189,dtiam_a_kdki_inactive_20260917,5,14
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL4296,SCN9A,311,0.979676,0.9576675211610916,dtiam_a_kdki_inactive_20260917,7,75
YIBOMRUWOWDFLG-ONEGZZNKSA-N,rilpivirine,677,CHEMBL4956,GABRA2,349,0.99123055,0.979172759249001,dtiam_a_kdki_inactive_20260917,1,174
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL1782,FDPS,17,0.71050215,0.637200745301409,dtiam_a_kdki_inactive_20260917,5,341
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL1962,GABRA1,72,0.89934015,0.8418760706698435,dtiam_a_kdki_inactive_20260917,3,505
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL2326,CA7,141,0.76090455,0.6870240555791471,dtiam_a_kdki_inactive_20260917,4,468
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL268,CTSK,175,0.5310247,0.47483955314733733,dtiam_a_kdki_inactive_20260917,10,342
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL280,MMP13,185,0.6180644,0.5512596983916531,dtiam_a_kdki_inactive_20260917,9,552
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL2954,CTSS,199,0.6768899,0.6052422844793885,dtiam_a_kdki_inactive_20260917,7,374
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL3026,GABRA3,210,0.9146645,0.8615843553117586,dtiam_a_kdki_inactive_20260917,2,465
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL3242,CA12,231,0.68089813,0.6090065741597698,dtiam_a_kdki_inactive_20260917,6,579
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL4956,GABRA2,349,0.9622611,0.9290607111937342,dtiam_a_kdki_inactive_20260917,1,461
YIMYDTCOUQIDMT-SNAWJCMRSA-N,diroximel fumarate,678,CHEMBL5705,EGLN3,374,0.6261694,0.558568438934532,dtiam_a_kdki_inactive_20260917,8,523
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL1893,SLC18A2,46,0.9758259,0.9510453048029746,dtiam_a_kdki_inactive_20260917,4,79
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL1919,CACNA2D1,59,0.9739715,0.9479252221769076,dtiam_a_kdki_inactive_20260917,7,133
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL1962,GABRA1,72,0.97291684,0.9461690790801187,dtiam_a_kdki_inactive_20260917,8,309
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL1997,SLC29A1,87,0.970813,0.9427029945883225,dtiam_a_kdki_inactive_20260917,9,88
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL2146302,GLS,119,0.96987337,0.9411702208306214,dtiam_a_kdki_inactive_20260917,10,15
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL2326,CA7,141,0.97417706,0.9482690501185871,dtiam_a_kdki_inactive_20260917,6,72
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL2337,SLC6A9,146,0.9793334,0.9570696686398463,dtiam_a_kdki_inactive_20260917,2,50
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL3026,GABRA3,210,0.97461355,0.9490007464454912,dtiam_a_kdki_inactive_20260917,5,270
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL4409,PDE10A,318,0.9769899,0.9530259547320953,dtiam_a_kdki_inactive_20260917,3,123
YIQPUIGJQJDJOS-UHFFFAOYSA-N,plerixafor,679,CHEMBL4956,GABRA2,349,0.9822115,0.9621497786492084,dtiam_a_kdki_inactive_20260917,1,347
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL1847,GABRB3,34,0.8895846,0.8296990791785737,dtiam_a_kdki_inactive_20260917,8,215
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL1893,SLC18A2,46,0.91950005,0.8679675253468697,dtiam_a_kdki_inactive_20260917,5,266
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL1937,HDAC2,65,0.90303993,0.8465662277487321,dtiam_a_kdki_inactive_20260917,6,96
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL1962,GABRA1,72,0.96691537,0.9364021295239361,dtiam_a_kdki_inactive_20260917,2,337
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL1978,CYP19A1,80,0.93011796,0.8822973533019421,dtiam_a_kdki_inactive_20260917,4,203
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL2954,CTSS,199,0.8464621,0.7786579904129666,dtiam_a_kdki_inactive_20260917,9,201
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL3026,GABRA3,210,0.95632434,0.9199478726987597,dtiam_a_kdki_inactive_20260917,3,360
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL3535,PDE9A,251,0.8347715,0.7654762853879231,dtiam_a_kdki_inactive_20260917,10,288
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL4956,GABRA2,349,0.98774487,0.9723521627714168,dtiam_a_kdki_inactive_20260917,1,258
YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,680,CHEMBL5705,EGLN3,374,0.89232296,0.8330903056451289,dtiam_a_kdki_inactive_20260917,7,171
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL1847,GABRB3,34,0.52697146,0.47135896425322754,dtiam_a_kdki_inactive_20260917,8,584
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL1893,SLC18A2,46,0.53859437,0.48135585499626937,dtiam_a_kdki_inactive_20260917,6,575
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL1962,GABRA1,72,0.6975222,0.6247512116977624,dtiam_a_kdki_inactive_20260917,3,654
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL1978,CYP19A1,80,0.53326553,0.47676635406110257,dtiam_a_kdki_inactive_20260917,7,578
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL2326,CA7,141,0.5797728,0.5172083682285932,dtiam_a_kdki_inactive_20260917,4,608
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL3026,GABRA3,210,0.7180089,0.6444670542840156,dtiam_a_kdki_inactive_20260917,2,645
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL3242,CA12,231,0.5430367,0.4851900603995838,dtiam_a_kdki_inactive_20260917,5,656
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL3729,CA4,267,0.48938224,0.4393406275324215,dtiam_a_kdki_inactive_20260917,10,601
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL4956,GABRA2,349,0.84910244,0.7816699506935507,dtiam_a_kdki_inactive_20260917,1,611
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,681,CHEMBL5705,EGLN3,374,0.48978803,0.4396839729353564,dtiam_a_kdki_inactive_20260917,9,605
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL1861,HPD,37,0.9506381,0.9114503239637975,dtiam_a_kdki_inactive_20260917,8,86
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL1871,AR,41,0.94520557,0.9035178500289425,dtiam_a_kdki_inactive_20260917,9,129
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL1919,CACNA2D1,59,0.96593225,0.9348356656587848,dtiam_a_kdki_inactive_20260917,5,181
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL1962,GABRA1,72,0.96421486,0.9321198596117236,dtiam_a_kdki_inactive_20260917,7,356
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL1978,CYP19A1,80,0.96708006,0.9366654010931138,dtiam_a_kdki_inactive_20260917,3,108
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL3026,GABRA3,210,0.9780856,0.9549068585588628,dtiam_a_kdki_inactive_20260917,2,251
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL4296,SCN9A,311,0.9655701,0.9342608120580055,dtiam_a_kdki_inactive_20260917,6,140
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL4409,PDE10A,318,0.96606416,0.9350453298215584,dtiam_a_kdki_inactive_20260917,4,174
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL4794,TRPV1,340,0.9307247,0.8831301582803788,dtiam_a_kdki_inactive_20260917,10,115
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,682,CHEMBL4956,GABRA2,349,0.99379474,0.9844731322748049,dtiam_a_kdki_inactive_20260917,1,103
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL1782,FDPS,17,0.42832032,0.38812961253297174,dtiam_a_kdki_inactive_20260917,9,604
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL1829,HDAC3,27,0.37728548,0.3458190095571365,dtiam_a_kdki_inactive_20260917,10,633
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL1962,GABRA1,72,0.53721917,0.4801704370907141,dtiam_a_kdki_inactive_20260917,6,696
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL205,CA2,107,0.595585,0.5311784401674015,dtiam_a_kdki_inactive_20260917,4,364
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL2326,CA7,141,0.73095906,0.6571230480297298,dtiam_a_kdki_inactive_20260917,2,507
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL3026,GABRA3,210,0.5384208,0.4812061997468524,dtiam_a_kdki_inactive_20260917,5,697
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL3242,CA12,231,0.65631336,0.5861010677674481,dtiam_a_kdki_inactive_20260917,3,594
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL3729,CA4,267,0.48331666,0.43421386294849007,dtiam_a_kdki_inactive_20260917,8,604
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL4956,GABRA2,349,0.73739237,0.6634695096323119,dtiam_a_kdki_inactive_20260917,1,677
YMDXZJFXQJVXBF-STHAYSLISA-N,fosfomycin,683,CHEMBL5705,EGLN3,374,0.5052902,0.45283657250092724,dtiam_a_kdki_inactive_20260917,7,595
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL1919,CACNA2D1,59,0.9005517,0.8434073739564959,dtiam_a_kdki_inactive_20260917,5,350
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL1962,GABRA1,72,0.8703283,0.8063918339225759,dtiam_a_kdki_inactive_20260917,7,535
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL1978,CYP19A1,80,0.8691047,0.8049406203410797,dtiam_a_kdki_inactive_20260917,8,295
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL1997,SLC29A1,87,0.879003,0.8167790176052864,dtiam_a_kdki_inactive_20260917,6,300
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL2243,FAAH,131,0.9136722,0.8602847675666235,dtiam_a_kdki_inactive_20260917,4,77
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL244,F10,159,0.86073935,0.7951073477811543,dtiam_a_kdki_inactive_20260917,10,147
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL248,ELANE,161,0.92137206,0.8704617511326389,dtiam_a_kdki_inactive_20260917,3,41
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL280,MMP13,185,0.9253708,0.8758348194527554,dtiam_a_kdki_inactive_20260917,2,267
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL3026,GABRA3,210,0.86239195,0.7970380310387689,dtiam_a_kdki_inactive_20260917,9,537
YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,684,CHEMBL4956,GABRA2,349,0.9831885,0.9639062348334484,dtiam_a_kdki_inactive_20260917,1,336
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL1829,HDAC3,27,0.72789776,0.6541171254259608,dtiam_a_kdki_inactive_20260917,7,299
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL1871,AR,41,0.74894243,0.6749676267395678,dtiam_a_kdki_inactive_20260917,5,366
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL1937,HDAC2,65,0.7283233,0.6545344124050309,dtiam_a_kdki_inactive_20260917,6,320
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL1962,GABRA1,72,0.7212675,0.6476370488781904,dtiam_a_kdki_inactive_20260917,8,647
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL3026,GABRA3,210,0.7787423,0.7053033023800758,dtiam_a_kdki_inactive_20260917,3,612
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL3242,CA12,231,0.77161443,0.6979540456290356,dtiam_a_kdki_inactive_20260917,4,505
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL325,HDAC1,232,0.70365936,0.6306198672215682,dtiam_a_kdki_inactive_20260917,9,278
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL3729,CA4,267,0.6998244,0.6269490118228422,dtiam_a_kdki_inactive_20260917,10,438
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL4235,HSD11B1,306,0.8894108,0.8294845173607645,dtiam_a_kdki_inactive_20260917,1,282
YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,685,CHEMBL4956,GABRA2,349,0.8446912,0.7766452697121179,dtiam_a_kdki_inactive_20260917,2,616
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL1944,MME,67,0.83089423,0.7611576796057917,dtiam_a_kdki_inactive_20260917,8,254
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL1962,GABRA1,72,0.93134713,0.8839862238479036,dtiam_a_kdki_inactive_20260917,2,453
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL280,MMP13,185,0.9258479,0.8764800867361177,dtiam_a_kdki_inactive_20260917,3,265
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL3026,GABRA3,210,0.92131346,0.8703834840642569,dtiam_a_kdki_inactive_20260917,4,447
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL3242,CA12,231,0.8986181,0.8409655011724287,dtiam_a_kdki_inactive_20260917,6,336
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL333,MMP2,239,0.81365985,0.7422599056269436,dtiam_a_kdki_inactive_20260917,9,279
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL4235,HSD11B1,306,0.92013824,0.8688163536542558,dtiam_a_kdki_inactive_20260917,5,225
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL4393,MMP12,317,0.7953195,0.7226418461319317,dtiam_a_kdki_inactive_20260917,10,277
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL4588,MMP8,329,0.8705746,0.8066843365112955,dtiam_a_kdki_inactive_20260917,7,198
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,686,CHEMBL4956,GABRA2,349,0.9824682,0.9626096277080489,dtiam_a_kdki_inactive_20260917,1,344
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL1871,AR,41,0.97198296,0.9446245560700177,dtiam_a_kdki_inactive_20260917,9,47
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL1899,HTR3A,47,0.98494023,0.9671005613350334,dtiam_a_kdki_inactive_20260917,3,2
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL1903,SLC6A1,50,0.97411853,0.9481711043280414,dtiam_a_kdki_inactive_20260917,6,13
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL222,SLC6A2,130,0.9858703,0.9688221401582539,dtiam_a_kdki_inactive_20260917,2,13
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL228,SLC6A4,134,0.9920828,0.9809028143309899,dtiam_a_kdki_inactive_20260917,1,14
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL2326,CA7,141,0.97958213,0.9575035278865582,dtiam_a_kdki_inactive_20260917,5,45
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL2337,SLC6A9,146,0.98362505,0.9646966974810283,dtiam_a_kdki_inactive_20260917,4,34
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL3242,CA12,231,0.97282183,0.9460114997629059,dtiam_a_kdki_inactive_20260917,8,106
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL4235,HSD11B1,306,0.97341883,0.9470033658250141,dtiam_a_kdki_inactive_20260917,7,61
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,687,CHEMBL4296,SCN9A,311,0.96491545,0.9332246437161026,dtiam_a_kdki_inactive_20260917,10,142
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL1847,GABRB3,34,0.96774596,0.9377324992184136,dtiam_a_kdki_inactive_20260917,6,64
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL1919,CACNA2D1,59,0.9577429,0.9221017560296318,dtiam_a_kdki_inactive_20260917,10,216
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL1962,GABRA1,72,0.9967905,0.9911460366394943,dtiam_a_kdki_inactive_20260917,2,7
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL1997,SLC29A1,87,0.9637398,0.9313731245288914,dtiam_a_kdki_inactive_20260917,7,118
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL280,MMP13,185,0.9802453,0.9586648988691929,dtiam_a_kdki_inactive_20260917,5,90
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL3026,GABRA3,210,0.99526143,0.9876571078882396,dtiam_a_kdki_inactive_20260917,3,16
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL3242,CA12,231,0.9595919,0.9249309219853737,dtiam_a_kdki_inactive_20260917,9,176
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL4296,SCN9A,311,0.96365505,0.9312400927582197,dtiam_a_kdki_inactive_20260917,8,147
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL4409,PDE10A,318,0.988413,0.973631610610004,dtiam_a_kdki_inactive_20260917,4,42
YREYEVIYCVEVJK-UHFFFAOYSA-N,rabeprazole,688,CHEMBL4956,GABRA2,349,0.9981982,0.9945935154805032,dtiam_a_kdki_inactive_20260917,1,7
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL1962,GABRA1,72,0.9898619,0.976449658371804,dtiam_a_kdki_inactive_20260917,3,118
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL1978,CYP19A1,80,0.984982,0.9671775060734176,dtiam_a_kdki_inactive_20260917,5,28
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL1997,SLC29A1,87,0.97453624,0.9488709863923652,dtiam_a_kdki_inactive_20260917,9,69
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL208,PGR,116,0.97396636,0.9479166552989147,dtiam_a_kdki_inactive_20260917,10,34
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL280,MMP13,185,0.9765524,0.9522794442784108,dtiam_a_kdki_inactive_20260917,8,114
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL3026,GABRA3,210,0.9906896,0.9780887209911378,dtiam_a_kdki_inactive_20260917,2,88
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL3242,CA12,231,0.9773635,0.9536654671965222,dtiam_a_kdki_inactive_20260917,7,79
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL4235,HSD11B1,306,0.9863187,0.9696589628120346,dtiam_a_kdki_inactive_20260917,4,8
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL4296,SCN9A,311,0.98048663,0.9590892492829758,dtiam_a_kdki_inactive_20260917,6,65
YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,689,CHEMBL4956,GABRA2,349,0.99239177,0.9815373234247603,dtiam_a_kdki_inactive_20260917,1,144
YTFHCXIPDIHOIA-DHZHZOJOSA-N,palovarotene,690,CHEMBL1962,GABRA1,72,0.97139776,0.9436615998928861,dtiam_a_kdki_inactive_20260917,3,320
YTFHCXIPDIHOIA-DHZHZOJOSA-N,palovarotene,690,CHEMBL1978,CYP19A1,80,0.9853746,0.967902321867395,dtiam_a_kdki_inactive_20260917,1,25
YTFHCXIPDIHOIA-DHZHZOJOSA-N,palovarotene,690,CHEMBL1994,NR3C2,86,0.9665064,0.9357494606669958,dtiam_a_kdki_inactive_20260917,4,104
