ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,assay_lane,pair_pocket_evidence_source,pocket_evidence_tier,conplex_score,conplex_rank_within_target,conplex_percentile_within_target,drugclip_cosine_mean,drugclip_rank_within_target,drugclip_percentile_within_target,receptor_protocol_status,redock_status,conplex_rank_within_ligand_384,conplex_percentile_within_ligand_384,drugclip_rank_within_ligand_382,drugclip_percentile_within_ligand_382,dta_bidirectional_top10pct_concordant_384,is_any_frozen_known_relationship,pair_novelty_class_384,target_route_family,unified_target_route,gnina_target_qualification,pairId,mainline_boltz_completed,mainline_gnina_completed,gnina_remote_model_required,boltz_remote_model_required,gnina_increment_required,boltz_increment_required,max_tanimoto_to_target_measured_positive,murcko_scaffold,measured_positive_reference_count,novelty_lane,dta_priority_score_384,incremental_queue_rank,incremental_target_rank,selection_reason,hard_gate_policy,planned_model_runs,current_target_route,current_target_state,current_target_qualification_strength,boltz_target_qualification,development_positive_q25,development_positive_median,development_negative_q90,development_negative_q95,development_negative_q99,novelty_class,boltz_discovery_route,boltz_use_policy,in_current_gnina_7511,externalQueueRank,drugId,drug,target,canonicalSmiles,knownDrugTargetPair,yamlFile,yamlPath,yamlSha256,inputSignatureSha256,inputSignatureVersion,templateStructurePath,templateStructureSha256,pocketContactCount,proteinTotalResidues,sequenceCropApplied
AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,UNII:G9ZF61LE7G,CHEMBL5903,ACVR1,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.56375384,5.0,0.99443674,0.6163617,1.0,1.0,FROZEN_PASS,PASS,3.5,0.9934726,2.0,0.9973753,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,LOCAL_STRONG,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5903,False,False,False,True,False,True,0.3095238095238095,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,998,N3_REMOTE,1.0970558,1,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.8109367191791534,0.8388607501983643,0.7563248872756958,0.8092143088579178,0.8808442026376724,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,1,UNII:G9ZF61LE7G,palbociclib,ACVR1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,False,unified_increment_00001_AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5903.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00001_AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5903.yaml,ad7cce0828455899d05f809c6d5155492c43fb761c07a841cbfd9c27cc12335c,296214de63163149fc35af2c9a40d85d1ed1429a0a62b81f1cf95c17eba1ce09,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL5903_protein_template.cif,12c7837b682c88f7e1119efce2171919e6d93523de575f1d79046866c0a64fe8,26,298,False
BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,lapatinib,UNII:0VUA21238F,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.368636,36.0,0.9513213,0.59340143,1.0,1.0,FROZEN_PASS,PASS,8.0,0.98172325,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.3103448275862069,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,3004,N3_REMOTE,1.0954308125,2,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.6924585998058319,0.7889631688594818,0.6777124404907227,0.7237622439861298,0.8325291097164154,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,2,UNII:0VUA21238F,lapatinib,RET,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,False,unified_increment_00002_BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2041.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00002_BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2041.yaml,fc1f74434cb0d6f49b000e1e4bf32ca9baecf080d875eab998cd5757bbf9d032,bd19d824114790769c29d159e4b7b74c2786489decc62cf170776181e3cca1cb,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL2041_protein_template.cif,144d222e456a021703ed59bc27c85f9a7911f5d62511fe1b82a35e3e83b78b42,28,288,False
RHXHGRAEPCAFML-UHFFFAOYSA-N,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,ribociclib,UNII:TK8ERE8P56,CHEMBL3905,LYN,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.48132646,5.0,0.99443674,0.63698334,5.0,0.99443674,FROZEN_PASS,PASS,8.0,0.98172325,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL3905,False,False,False,True,False,True,0.3191489361702128,c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCNCC1,256,N3_REMOTE,1.0940399975,3,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.7441655844449997,0.8283658623695374,0.7218368947505951,0.7444700002670288,0.7541253805160523,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,3,UNII:TK8ERE8P56,ribociclib,LYN,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,False,unified_increment_00003_RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL3905.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00003_RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL3905.yaml,ebd8aab000d42a095a470812442587cd25c2db5e3680ab3f149778878da1406f,9874649eaabc14dd3e909663bebef1aaf91b2619a86f9c7da04e3eaaabcb1659,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL3905_protein_template.cif,77ec2b08e1ad5568120a54ff9446ffdf400550ffc87836304a08b7889e9120d3,23,253,False
QADPYRIHXKWUSV-UHFFFAOYSA-N,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,infigratinib,UNII:A4055ME1VK,CHEMBL2041,RET,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.647358,13.0,0.98331016,0.54221994,3.0,0.9972184,FROZEN_PASS,PASS,4.0,0.9921671,6.0,0.98687667,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041,False,False,False,True,False,True,0.3369565217391304,O=C(Nc1ccccc1)Nc1cc(Nc2ccc(N3CCNCC3)cc2)ncn1,3004,N3_REMOTE,1.0921073175,4,2,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.6924585998058319,0.7889631688594818,0.6777124404907227,0.7237622439861298,0.8325291097164154,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,4,UNII:A4055ME1VK,infigratinib,RET,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,False,unified_increment_00004_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00004_QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL2041.yaml,dd47ce58e80612a45be3b2978c7b932814f5ff3e86105a4191959f50f0adfe59,779a27db654f87d8de165490be332c5d69583192cf9a083102cf008aa1af71a9,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL2041_protein_template.cif,144d222e456a021703ed59bc27c85f9a7911f5d62511fe1b82a35e3e83b78b42,28,288,False
RHXHGRAEPCAFML-UHFFFAOYSA-N,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,ribociclib,UNII:TK8ERE8P56,CHEMBL3234,HCK,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.53576016,4.0,0.99582756,0.46597782,14.0,0.98191935,FROZEN_PASS,PASS,1.0,1.0,13.0,0.96850395,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL3234,False,False,False,True,False,True,0.26,c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCNCC1,208,N3_REMOTE,1.0910828775,5,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.7901303619146347,0.8759563565254211,0.7571969926357269,0.8032945692539215,0.8607479870319366,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,5,UNII:TK8ERE8P56,ribociclib,HCK,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,False,unified_increment_00005_RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL3234.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00005_RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL3234.yaml,df67bcad2f91adaa737453da8748e3818d4f64efd3c8e3af351bccef6286549a,3c0649bf20f7aff3cb198b1a32bb223d42615094cf924933169453da3f4e9753,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL3234_protein_template.cif,872f7706c94d710855e75079e49ea43e1867a26738476f2c90f2a06aef54ecdb,25,269,False
DUYJMQONPNNFPI-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,osimertinib,UNII:3C06JJ0Z2O,CHEMBL1974,FLT3,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.47649306,28.0,0.9624478,0.5126517,6.0,0.9930459,FROZEN_PASS,PASS,4.0,0.9921671,6.0,0.98687667,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL1974,False,False,False,True,False,True,0.4343434343434343,c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1,1744,N2_SCAFFOLD_HOP,1.0910641925,6,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.7603991627693176,0.8255769312381744,0.8158027827739716,0.8506527096033096,0.8841989547014236,N2_SCAFFOLD_HOP,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,6,UNII:3C06JJ0Z2O,osimertinib,FLT3,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,False,unified_increment_00006_DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL1974.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00006_DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL1974.yaml,e47fdcde7d83734c62a43136e09457f12b35b049e8a22fdc237548dd8f616ba3,1cd1d5de028eb308ca26edd0581c26b67be956019ee31c61f238d56ef0835dfd,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL1974_protein_template.cif,45eaa1c1d975fa93f088b0ff3baf3e548247a16a824d9a233582adf584e46a72,23,301,False
MAEIEVLCKWDQJH-UHFFFAOYSA-N,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,bumetanide,UNII:0Y2S3XUQ5H,CHEMBL205,CA2,ENZYME_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.5340735,3.0,0.9972184,0.32248148,26.0,0.9652295,FROZEN_PASS,PASS,1.0,1.0,14.0,0.96587926,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL205,False,False,False,True,False,True,0.4242424242424242,c1ccc(Oc2ccccc2)cc1,5515,N2_SCAFFOLD_HOP,1.090774415,7,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.9831600785255432,0.9925234913825988,0.9542661011219024,0.9621645659208298,0.970553621649742,N2_SCAFFOLD_HOP,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,7,UNII:0Y2S3XUQ5H,bumetanide,CA2,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,False,unified_increment_00007_MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL205.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00007_MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL205.yaml,e99118acd8b53d4dd853ed3025dda97ad7e2ff44556050bb81c352db844a63e5,a1ae62d619b60e1492d1201eeb1aaf0d10a1d8bf876b2767c69ea27b371949a4,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL205_protein_template.cif,28b6b618ec1984081fffa8b84ac541aa9c04ac90999804849e204fc4de5e39ab,25,257,False
LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,spironolactone,UNII:27O7W4T232,CHEMBL206,ESR1,NUCLEAR_EPIGENETIC_DOMAIN,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.644103,9.0,0.9888734,0.4686164,21.0,0.9721836,FROZEN_PASS,PASS,4.0,0.9921671,5.0,0.9895013,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL206,False,False,False,True,False,True,0.2638888888888889,O=C1C=C2CC[C@@H]3[C@H](CCC4[C@H]3CC[C@@]43CCC(=O)O3)C2CC1,2000,N3_REMOTE,1.090677225,8,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.9017196893692015,0.9387632012367249,0.912383109331131,0.9323302209377288,0.957518881559372,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,8,UNII:27O7W4T232,spironolactone,ESR1,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,False,unified_increment_00008_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL206.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00008_LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL206.yaml,1f2de64447eb3addd2515f805df4058e8697758842071496e1f44879e5d89e8a,5fca797a0331b23f1d1d929a040c37ec74ba85268ac6e0ceb6e8bd2306b6f884,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL206_protein_template.cif,d60465cc953d8e11b65209c57fba339c29db948976a3c8fd888de05d0d1efa68,27,235,False
KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,imatinib,UNII:BKJ8M8G5HI,CHEMBL279,KDR,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.77862895,7.0,0.99165505,0.40133777,4.0,0.99582756,FROZEN_PASS,PASS,5.0,0.98955613,7.0,0.984252,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL279,False,False,False,True,False,True,0.4318181818181818,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,5667,N2_SCAFFOLD_HOP,1.089797955,9,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.7696369588375092,0.9041599333286284,0.8509674966335297,0.8843270391225815,0.9235225886106492,N2_SCAFFOLD_HOP,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,9,UNII:BKJ8M8G5HI,imatinib,KDR,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,False,unified_increment_00009_KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL279.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00009_KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL279.yaml,f1734d875fe805d3eb511a7415b2e241d90095890a5fa5c482c1f8bd602489e6,1faf93d7082a8049865ec477f6da0f1d1cdff38d10ba1fad10355de5351cc51e,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL279_protein_template.cif,422738a639e5fe25715482c5647c69bb1d80eca54202c93be55eddc859d1ec46,30,298,False
NHHQJBCNYHBUSI-UHFFFAOYSA-N,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,fostamatinib,UNII:SQ8A3S5101,CHEMBL2971,JAK2,KINASE_BIOCHEMICAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,EXPERIMENTAL_HOLO,0.21019237,48.0,0.9346314,0.49061584,13.0,0.98331016,FROZEN_PASS,PASS,11.0,0.97389036,1.0,1.0,True,False,N1_UNRECORDED_IN_FROZEN_PROJECT_AND_CHEMBL37_MOA,EXPERIMENTAL_POCKET_MAINLINE,E2_SINGLE_MODEL_REMOTE_QUALIFIED,GATE_A_FAIL,NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL2971,False,False,False,True,False,True,0.382716049382716,O=C1COc2ccc(Nc3ccnc(Nc4ccccc4)n3)nc2N1,8723,N3_REMOTE,1.08930013,10,1,384-target rerank bidirectional top10%; E1/E2 remote-qualified target; N2/N3 versus measured positives; missing at least one remote-qualified physical model,active 384 only; GPCR and prior unsupported-class/no-small-molecule-MoA exclusions remain excluded,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,UNCHANGED,FROZEN_QUALIFIED,BOLTZ_REMOTE_QUALIFIED,0.9319697022438048,0.941112756729126,0.8090680241584778,0.8350729793310165,0.8914841622114181,N3_REMOTE,UNIFIED_384_RERANK_REMOTE_N2_N3,USE_FOR_N2_N3_TARGET_INTERNAL_RANKING,False,10,UNII:SQ8A3S5101,fostamatinib,JAK2,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,False,unified_increment_00010_NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL2971.yaml,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/inputs/unified_increment_00010_NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL2971.yaml,8370c4f500c0bb201f15f7210c33ac03368a799c99e2f80a6d345663afce8bde,3dc573ac5b5718233db0b4b1822b39ef2667d6e88239853516845e476d111395,boltz2_unified_384_rerank_increment_v1,/root/autodl-tmp/BioMaster/outputs/unified_pair_compute_increment_384_v1/execution_v1/boltz_inputs/target_templates/CHEMBL2971_protein_template.cif,083d421b35725ece6fa5890d09d43effdf33f4feb87068ba8df55d2e64c82162,28,298,False
