drug_chembl_id,drug_name,base_chembl_id,model_ligand_smiles,therapeutic_area,route,scope_source,inclusion_reason
CHEMBL31,Gatifloxacin,CHEMBL31,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Infectious Disease,Ophthalmic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3127326,Ombitasvir,CHEMBL3127326,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3137301,Sacubitril,CHEMBL3137301,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3137309,Venetoclax,CHEMBL3137309,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3137312,Dasabuvir Sodium,CHEMBL3137312,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3137320,Talazoparib Tosylate,CHEMBL3137320,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3137326,Deutetrabenazine,CHEMBL3137326,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])C1CC(=O)C(CC(C)C)CN1CC2,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3137358,Simeprevir Sodium,CHEMBL3137358,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3138708,Betamethasone Dipropionate,CHEMBL3138708,CCC(=O)OCC(=O)[C@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,Endocrinology/Metabolic,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3143955,Pramipexole Dihydrochloride,CHEMBL3143955,CCCN[C@H]1CCc2nc(N)sc2C1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3182552,Ritonavir,CHEMBL3182552,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3183409,Apalutamide,CHEMBL3183409,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3185085,Linagliptin,CHEMBL3185085,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3186202,Drospirenone,CHEMBL3186202,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3187723,Binimetinib,CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3187985,Apomorphine Hydrochloride,CHEMBL3187985,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Neurology/Psychiatry,Sublingual,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3188048,Mifepristone,CHEMBL3188048,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3188993,Quetiapine Fumarate,CHEMBL3188993,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL321416,Beclomethasone Dipropionate,CHEMBL321416,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC21C,Endocrinology/Metabolic,Nasal,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3218576,Copanlisib Dihydrochloride,CHEMBL3218576,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,Oncology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3237547,Cedazuridine,CHEMBL3237547,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3249799,Naloxone Hydrochloride,CHEMBL3249799,C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2C(=O)CC[C@]3(O)[C@@H]1C5,Neurology/Psychiatry,"Intramuscular, Subcutaneous",legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL325041,Bortezomib,CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,Oncology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3261331,Resmetirom,CHEMBL3261331,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3264004,Avutometinib Potassium,CHEMBL3264004,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3286830,Lorlatinib,CHEMBL3286830,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3291398,Lefamulin Acetate,CHEMBL3291398,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3301594,Fostemsavir Tromethamine,CHEMBL3301594,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3301610,Abemaciclib,CHEMBL3301610,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3301611,Amifampridine Phosphate,CHEMBL3301611,Nc1ccncc1N,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3301622,Gilteritinib Fumarate,CHEMBL3301622,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3304485,Tenapanor Hydrochloride,CHEMBL3304485,CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,Gastroenterology,Oral,v4_explicit_scope_extension,valid_small_or_macrocyclic_direct_action_boundary_restore
CHEMBL3306803,Lumateperone Tosylate,CHEMBL3306803,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3311228,Oteseconazole,CHEMBL3311228,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3317856,Gepotidacin Mesylate,CHEMBL3317856,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3348923,Tovorafenib,CHEMBL3348923,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3348963,Telotristat Etiprate,CHEMBL3348963,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL334966,Cangrelor,CHEMBL334966,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,Cardiovascular,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL344159,Tolvaptan,CHEMBL344159,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL35,Furosemide,CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Cardiovascular,Subcutaneous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3544698,Ethinyl Estradiol,CHEMBL3544698,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)c(O)cc4[C@H]3CC[C@@]21C,Endocrinology/Metabolic,Oral-28,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3544909,Calcifediol,CHEMBL3544909,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3544978,Zoliflodacin,CHEMBL3544978,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3544984,Tradipitant,CHEMBL3544984,O=C(c1ccccc1Cl)c1cccnc1-c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1ccncc1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3544988,Daprodustat,CHEMBL3544988,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,Urology/Nephrology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545063,Osimertinib Mesylate,CHEMBL3545063,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545110,Ribociclib Succinate,CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545181,Tiotropium Bromide,CHEMBL3545181,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,Neurology/Psychiatry,Inhalation,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545185,Selinexor,CHEMBL3545185,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545311,Brigatinib,CHEMBL3545311,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545313,Bempedoic Acid,CHEMBL3545313,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545363,Glecaprevir,CHEMBL3545363,CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545367,Lemborexant,CHEMBL3545367,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545376,Erdafitinib,CHEMBL3545376,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3545432,Ixazomib Citrate,CHEMBL3545432,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3590187,Clascoterone,CHEMBL3590187,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Endocrinology/Metabolic,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3608680,Fezolinetant,CHEMBL3608680,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,Gastroenterology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3622821,Upadacitinib,CHEMBL3622821,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3646221,Vadadustat,CHEMBL3646221,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,Urology/Nephrology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3655081,Abrocitinib,CHEMBL3655081,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3701238,Futibatinib,CHEMBL3701238,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3702854,Rilzabrutinib,CHEMBL3702854,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3707223,Sofpironium Bromide,CHEMBL3707223,CCOC(=O)C[N+]1(C)CC[C@@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1,Neurology/Psychiatry,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3707247,Ozanimod Hydrochloride,CHEMBL3707247,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3707313,Trifarotene,CHEMBL3707313,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,Oncology,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3707331,Rolapitant Hydrochloride,CHEMBL3707331,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Gastroenterology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3707348,Acalabrutinib,CHEMBL3707348,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3707393,Osilodrostat Phosphate,CHEMBL3707393,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3707395,Elafibranor,CHEMBL3707395,CSc1ccc(C(=O)/C=C/c2cc(C)c(OC(C)(C)C(=O)O)c(C)c2)cc1,Gastroenterology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3736368,Istradefylline,CHEMBL3736368,CCn1c(=O)c2[nH]c(/C=C/c3ccc(OC)c(OC)c3)nc2n(CC)c1=O,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL374731,Telbivudine,CHEMBL374731,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL376140,Tigecycline,CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL382821,Losartan Potassium,CHEMBL382821,CCCCc1nc(Cl)c(CO[N+](=O)[O-])n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3833319,Revefenacin,CHEMBL3833319,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,Neurology/Psychiatry,Inhalation,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3833368,Rucaparib Camsylate,CHEMBL3833368,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3900409,Brensocatib,CHEMBL3900409,Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,Respiratory,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3936761,Zanubrutinib,CHEMBL3936761,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL396778,Safinamide Mesylate,CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3981721,Linerixibat,CHEMBL3981721,CCCC[C@@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@H](c2ccccc2)N1,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL398435,Ticagrelor,CHEMBL398435,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989402,Peramivir,CHEMBL3989402,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989410,Indomethacin,CHEMBL3989410,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Immunology/Inflammation,Injection,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989514,Irinotecan Hydrochloride,CHEMBL3989514,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,Oncology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989562,Terazosin Hydrochloride,CHEMBL3989562,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989564,Tobramycin,CHEMBL3989564,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,Infectious Disease,Inhalation,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989569,Ibandronate Sodium,CHEMBL3989569,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,Oncology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989677,Hydrocodone Bitartrate,CHEMBL3989677,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989691,Eltrombopag Olamine,CHEMBL3989691,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989694,Olanzapine Pamoate,CHEMBL3989694,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,Neurology/Psychiatry,Intramuscular,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989695,Regadenoson,CHEMBL3989695,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,Cardiovascular,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989740,Doxycycline Hyclate,CHEMBL3989740,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989820,Zolpidem Tartrate,CHEMBL3989820,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989867,Bictegravir Sodium,CHEMBL3989867,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989868,Tucatinib,CHEMBL3989868,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989869,Umbralisib Tosylate,CHEMBL3989869,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989871,Avacopan,CHEMBL3989871,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989887,Tacrolimus,CHEMBL3989887,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989908,Enasidenib Mesylate,CHEMBL3989908,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989909,Leniolisib Phosphate,CHEMBL3989909,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989919,Fosnetupitant Chloride Hydrochloride,CHEMBL3989919,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Gastroenterology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3989921,Neratinib Maleate,CHEMBL3989921,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
