directory,allocated_GiB,files
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_1__seed_20260819,0.039905548095703125,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_3__seed_20260816,0.039905548095703125,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_3__seed_20260818,0.039905548095703125,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_3__seed_20260819,0.039905548095703125,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_4__seed_20260816,0.039905548095703125,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_4__seed_20260817,0.039905548095703125,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_4__seed_20260819,0.039905548095703125,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_1__seed_20260820,0.0399017333984375,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_3__seed_20260817,0.0399017333984375,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_3__seed_20260820,0.0399017333984375,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_4__seed_20260818,0.0399017333984375,4
outputs/odti_unified_champion_s1_20260817/S1_SCAFFOLD_COLD_DRUG__fold_4__seed_20260820,0.0399017333984375,4
outputs/biomaster_bidirectional_v6_full_fit,0.03989410400390625,9
outputs/retrain_20260901/bidirectional_full_fit,0.03989410400390625,9
outputs/retrain_20260901/bidirectional_full_fit_rows4,0.03989410400390625,9
outputs/old_drug_target_sota_v1/biomaster_odti_v2_token_smoke,0.03975677490234375,4
outputs/old_drug_target_sota_v1/biomaster_odti_v2_token_cache_smoke,0.039752960205078125,4
outputs/old_drug_target_sota_v2_token_pocket_smoke,0.039752960205078125,4
outputs/old_drug_target_sota_v2_token_pocket_smoke/S2_HOMOLOGY_COLD_TARGET__fold_0__seed_20260816,0.039752960205078125,4
outputs/biomaster_bindingdb_full_fit_epoch_selection_2026_v1,0.03955841064453125,10
outputs/biomaster_bindingdb_full_fit_2026_v1,0.03952789306640625,9
outputs/biomaster_bindingdb_full_fit_early_stopped_2026_v1,0.03952789306640625,9
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_3__seed_20260817,0.039112091064453125,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_3__seed_20260818,0.039112091064453125,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_3__seed_20260819,0.039112091064453125,4
outputs/old_drug_target_sota_v1/biomaster_odti_v2_esm2_smoke,0.0391082763671875,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_3__seed_20260820,0.0391082763671875,4
outputs/biomaster_odti_query_balanced_screen_v2,0.0391082763671875,4
outputs/biomaster_odti_query_balanced_screen_v2/S3_STRICT_DOUBLE_COLD__fold_0__seed_20260816,0.0391082763671875,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_3__seed_20260816,0.039104461669921875,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_1__seed_20260817,0.03910064697265625,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_1__seed_20260818,0.03910064697265625,4
outputs/biomaster_odti_query_balanced_screen_v1,0.03910064697265625,4
outputs/biomaster_odti_query_balanced_screen_v1/S3_STRICT_DOUBLE_COLD__fold_0__seed_20260816,0.03910064697265625,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_1__seed_20260816,0.039096832275390625,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_1__seed_20260819,0.039096832275390625,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_1__seed_20260820,0.039096832275390625,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_2__seed_20260817,0.039096832275390625,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_2__seed_20260820,0.039096832275390625,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_0__seed_20260817,0.039093017578125,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_2__seed_20260816,0.039093017578125,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_2__seed_20260818,0.039093017578125,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_2__seed_20260819,0.039093017578125,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_4__seed_20260816,0.039093017578125,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_0__seed_20260816,0.039089202880859375,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_0__seed_20260818,0.039089202880859375,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_0__seed_20260819,0.039089202880859375,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_0__seed_20260820,0.039089202880859375,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_4__seed_20260817,0.039089202880859375,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_4__seed_20260818,0.039089202880859375,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_4__seed_20260819,0.039089202880859375,4
outputs/odti_unified_champion_s3_20260817/S3_STRICT_DOUBLE_COLD__fold_4__seed_20260820,0.039089202880859375,4
outputs/biomaster_odti_pretrained_residual_screen_v1/e0_s5,0.039066314697265625,8
outputs/biomaster_odti_comprehensive_v1/s3_pooled_base_3,0.039058685302734375,4
outputs/biomaster_odti_comprehensive_v1/s3_pooled_aug_3,0.039058685302734375,4
outputs/biomaster_bindingdb_interval_rank_screen_v2/b_target_rank,0.039031982421875,5
outputs/biomaster_bindingdb_interval_rank_screen_v2/a_baseline,0.039031982421875,5
outputs/biomaster_bindingdb_interval_rank_screen_v2/c_dual_rank,0.039031982421875,5
outputs/biomaster_bindingdb_interval_rank_screen_v2/h_legacy_target_w04,0.039031982421875,5
outputs/biomaster_bindingdb_interval_rank_screen_v2/g_legacy_target_w16,0.039031982421875,5
outputs/biomaster_bindingdb_affinity_augmented_screen_v1/s5_aug,0.0389862060546875,4
outputs/biomaster_bindingdb_affinity_augmented_screen_v1/s5_base,0.0389862060546875,4
outputs/biomaster_bindingdb_affinity_augmented_screen_v1/s5_aug10,0.038982391357421875,4
outputs/biomaster_bindingdb_affinity_augmented_screen_v1/s5_base10,0.038982391357421875,4
outputs/biomaster_bindingdb_comprehensive_v1/s5_pooled_base_fixed,0.038982391357421875,4
outputs/biomaster_odti_comprehensive_v1/s5_pooled_base_3,0.038982391357421875,4
outputs/biomaster_bindingdb_comprehensive_v1/s5_pooled_aug_fixed,0.03897857666015625,4
outputs/biomaster_odti_comprehensive_v1/s5_pooled_aug_3,0.03897857666015625,4
outputs/old_drug_target_sota_v1/biomaster_scope_integrated_deployment_v1,0.038726806640625,7
outputs/recovered_dta_720x46_v1,0.038539886474609375,17
outputs/biomaster_recent_target_strengthening_v1/s2_target_specific_biroute_v1,0.038288116455078125,4
outputs/old_drug_target_sota_v1/biomaster_odti_v2_s5_dualrank002_1seed_screen,0.0374908447265625,6
outputs/spr_access_retry_20260910,0.037220001220703125,1
outputs/boltz2_calibration_338_v1/smoke_run_stratified20,0.0370025634765625,231
outputs/old_drug_target_sota_v1/biomaster_odti_v2_protbert_smoke,0.036136627197265625,4
outputs/old_drug_target_sota_v1/biomaster_odti_v2_listwise_smoke,0.036136627197265625,4
outputs/joint_screen_720x384_20260909,0.03578948974609375,36
outputs/joint_screen_720x384_20260909_first_pass,0.035736083984375,35
outputs/biomaster_odti_local_graph_screen_v1/FULL_LOCAL_UPGRADE,0.0350799560546875,8
outputs/old_drug_target_sota_v1/biomaster_odti_v2_s5_dualrank_smoke,0.034454345703125,4
outputs/old_drug_target_sota_v1/biomaster_odti_v2_s5_dualrank_smoke_fast,0.034454345703125,4
outputs/old_drug_target_sota_v1/biomaster_odti_v2_dualrank_smoke,0.034420013427734375,4
outputs/old_drug_target_sota_v1/biomaster_odti_v2_drugrank_smoke,0.034374237060546875,4
outputs/old_drug_target_sota_v1/biomaster_odti_v2_drugrank_smoke_v2,0.034374237060546875,4
outputs/old_drug_target_sota_v1/biomaster_odti_v2_expertbalance_smoke,0.034374237060546875,4
outputs/old_drug_target_sota_v1/davis_complete_sequence_reconstruction_v1,0.03354644775390625,383
outputs/fda_drug_universe_2005_2026_v1/01_official_temporal_cohort,0.033542633056640625,7
outputs/biomaster_disease_evidence_720x888_20260909/ot_cache,0.03304290771484375,888
outputs/old_drug_target_sota_v1/public_baselines_v1,0.032047271728515625,17
outputs/drug_universe_rebuild_v1,0.031345367431640625,17
outputs/retrain_20260901/drug_centric_ranker_v1,0.03115081787109375,7
outputs/retrain_20260901/drug_centric_ranker_rows4_v1,0.03115081787109375,7
outputs/old_drug_target_sota_v1/drug_centric_ranker_v1,0.031147003173828125,7
outputs/biomaster_comprehensive_consensus_720x384_v5,0.03089141845703125,12
outputs/recovered_recall_sources,0.0307464599609375,4
outputs/target_catalog_quality_audit_v1,0.03031158447265625,18
outputs/recovered_dta_720x46_v1/inputs,0.02883148193359375,6
outputs/biomaster_odti_local_graph_screen_v1/GLOBAL_UPGRADE,0.02878570556640625,8
outputs/biomaster_odti_structure_interaction_screen_v1/STRUCTURE_INTERACTION_V2,0.028781890869140625,8
outputs/biomaster_odti_structure_interaction_screen_v2/STRUCTURE_INTERACTION_V2,0.028781890869140625,8
outputs/puresnet_gpu_pocket_audit_v1,0.02854156494140625,860
outputs/p2rank26_pocket_audit_afcomplete_v1,0.0283355712890625,1387
outputs/biomaster_odti_structure_interaction_screen_v1/INTERACTION_V2_ONLY,0.028301239013671875,8
outputs/biomaster_odti_structure_interaction_screen_v2/INTERACTION_V2_ONLY,0.028301239013671875,8
outputs/target_universe_ch37_v2/p2rank_all_exact_v2,0.0276031494140625,1752
outputs/unified_pair_program_720x384_v1,0.027065277099609375,5
outputs/biomaster_bindingdb_interval_rank_multiseed_v2/w16,0.02666473388671875,10
outputs/biomaster_bindingdb_interval_rank_multiseed_v2/w08,0.02666473388671875,10
outputs/biomaster_deployment_augmented_full_fit_v1/FULL_FIT_2026__seed_20260817,0.026397705078125,8
outputs/biomaster_comprehensive_full_fit_v1/FULL_FIT_2026_COMPREHENSIVE__seed_20260816,0.026397705078125,8
outputs/biomaster_comprehensive_balanced_full_fit_v2/FULL_FIT_2026_COMPREHENSIVE_BALANCED__seed_20260820,0.026397705078125,9
outputs/biomaster_comprehensive_binary_selected_full_fit_v3/FULL_FIT_2026_COMPREHENSIVE_BALANCED__seed_20260816,0.026397705078125,9
outputs/biomaster_deployment_augmented_full_fit_v1/FULL_FIT_2026__seed_20260816,0.026393890380859375,8
outputs/biomaster_deployment_augmented_full_fit_v1/FULL_FIT_2026__seed_20260820,0.026393890380859375,8
outputs/biomaster_comprehensive_full_fit_v1/FULL_FIT_2026_COMPREHENSIVE__seed_20260820,0.026393890380859375,8
outputs/biomaster_comprehensive_full_fit_v1/FULL_FIT_2026_COMPREHENSIVE__seed_20260817,0.026393890380859375,8
outputs/biomaster_comprehensive_balanced_full_fit_v2/FULL_FIT_2026_COMPREHENSIVE_BALANCED__seed_20260816,0.02639007568359375,9
outputs/biomaster_comprehensive_balanced_full_fit_v2/FULL_FIT_2026_COMPREHENSIVE_BALANCED__seed_20260817,0.02639007568359375,9
outputs/biomaster_comprehensive_coverage_balanced_full_fit_v3,0.02639007568359375,9
outputs/biomaster_comprehensive_coverage_balanced_full_fit_v3/FULL_FIT_2026_COMPREHENSIVE_BALANCED__seed_20260816,0.02639007568359375,9
outputs/biomaster_comprehensive_binary_selected_full_fit_v3/FULL_FIT_2026_COMPREHENSIVE_BALANCED__seed_20260820,0.02639007568359375,9
outputs/biomaster_comprehensive_binary_selected_full_fit_v3/FULL_FIT_2026_COMPREHENSIVE_BALANCED__seed_20260817,0.026386260986328125,9
outputs/biomaster_comprehensive_balanced_smoke_v2,0.0263824462890625,9
outputs/biomaster_comprehensive_balanced_smoke_v2/FULL_FIT_2026_COMPREHENSIVE_BALANCED__seed_20260816,0.0263824462890625,9
outputs/biomaster_comprehensive_balanced_full_fit_720x384_v2,0.02630615234375,3
outputs/biomaster_deployment_augmented_720x384_v1,0.02626800537109375,3
outputs/biomaster_comprehensive_full_fit_720x384_v1,0.026256561279296875,3
outputs/target_universe_ch37_v2/chembl37_calibration_all888_v2,0.025608062744140625,3
outputs/biomaster_comprehensive_balanced_full_fit_720x384_v3,0.025173187255859375,7
outputs/biomaster_comprehensive_binary_selected_720x384_v4,0.0251617431640625,7
outputs/old_drug_target_sota_v1/biomaster_odti_deployment_v2_s5_esm2,0.0247344970703125,3
outputs/chembl_moa_enhanced_information_package_v1/boltz_refined_3000_final_package,0.024684906005859375,21
outputs/affinity_first_remote_discovery_v1/experimental_structure_atlas_v1,0.0240478515625,4256
outputs/old_drug_target_sota_v1/biomaster_odti_deployment_v1,0.02402496337890625,4
outputs/drug_universe_rebuild_v1/official_fda_source_audit_20260803,0.024021148681640625,5
outputs/biomaster_best_model_20260906/regression,0.023082733154296875,28
outputs/ui_refresh_20260909,0.022739410400390625,51
outputs/affinity_first_remote_discovery_v1/drugclip_inference_v1,0.0223846435546875,6
outputs/retargetmap_experiment_20260901,0.021335601806640625,3
outputs/current_production_package_v2/final500_full_deep_review_v7,0.02106475830078125,12
outputs/evidence_routing_compute_execution_20260808_v1/validation_expansion_v9,0.02088165283203125,22
outputs/current_production_package_v2/target_qsar_calibration_v5,0.020465850830078125,3
outputs/gnina_calibration_338_v1/evaluation,0.020336151123046875,18
outputs/current_production_package_v2/final_delivery_v4,0.020050048828125,9
outputs/biomaster_bindingdb_training_subset_v1,0.019901275634765625,9
outputs/p2rank_pocket_audit_v1,0.01934814453125,642
outputs/current_production_package_v2/chembl37_target_calibration_v5,0.019245147705078125,4
outputs/target_discovery_scope_ch37_v3,0.019176483154296875,13
outputs/current_production_package_v2/project_utility_audit_v8,0.0188140869140625,9
outputs/old_drug_target_sota_v1/ofer_dti_phase_a_suite_smoke_v1,0.018611907958984375,24
outputs/broad_mechanism_layer_v2/strict895_pubmed_literature_audit,0.0184173583984375,4
outputs/p2rank26_pocket_audit_afcomplete_v1/p2rank_raw,0.018310546875,1376
outputs/chembl37_known_pocket_atlas/scpdb,0.0176544189453125,3522
outputs/biomaster_odti_local_graph_smoke_20260819,0.01737213134765625,4
outputs/biomaster_odti_local_graph_smoke_20260819/S3_STRICT_DOUBLE_COLD__fold_0__seed_20260819,0.01737213134765625,4
outputs/evidence_routing_compute_execution_20260808_v1/old_drug_advanced_ranker_v8,0.01734161376953125,10
outputs/kirhub_functional_adaptation_v1/functional_adapter_v1,0.01702117919921875,5
outputs/evidence_routing_compute_execution_20260808_v1/gtopdb_external_v11,0.016796112060546875,18
outputs/current_production_package_v2/calibrated_portfolio_v5,0.01657867431640625,10
outputs/biomaster_comprehensive_binary_selected_720x384_seed16_v3,0.016223907470703125,3
outputs/biomaster_explorer/studio,0.015949249267578125,52
outputs/current_production_package_v2/full_untruncated_universe_v4_active_collapsed_sensitivity,0.01531982421875,8
outputs/spr_expanded_review_20260910,0.015071868896484375,30
outputs/biomaster_bidirectional_joint_interaction_screen_v1,0.0150604248046875,13
outputs/biomaster_bidirectional_joint_interaction_screen_v1/seed_20260816,0.0150604248046875,13
outputs/biomaster_bidirectional_v6_stage_a_dense/seed_20260816,0.01505279541015625,13
outputs/biomaster_bidirectional_v6_stage_a_dense/seed_20260820,0.015045166015625,13
outputs/biomaster_bidirectional_v6_stage_a_dense/seed_20260817,0.015045166015625,13
outputs/biomaster_bidirectional_v6_query_diverse_screen_v1/seed_20260816,0.015045166015625,13
outputs/biomaster_bidirectional_v6_query_diverse_screen_v1/seed_20260817,0.015041351318359375,13
outputs/biomaster_bidirectional_v6_query_diverse_screen_v1/seed_20260820,0.015041351318359375,13
outputs/biomaster_target_queries_20260908,0.014980316162109375,110
outputs/biomaster_target_queries_20260908/lyve1_slc8a1_hgf,0.014980316162109375,110
outputs/biomaster_odti_experimental_template_graph_pilot_v1/GLOBAL_UPGRADE,0.01471710205078125,4
outputs/biomaster_bidirectional_v6_dense_smoke,0.014636993408203125,13
outputs/biomaster_bidirectional_v6_dense_smoke/seed_20260816,0.014636993408203125,13
outputs/current_production_package_v2/evidence_reuse_action_v6,0.014476776123046875,16
outputs/biomaster_old_drug_bidirectional_20260906/evaluation,0.01445770263671875,129
outputs/biomaster_best_model_20260906/package_smoke_bermol_morgan_v2,0.014400482177734375,18
outputs/biomaster_odti_structure_interaction_v2_smoke_20260819,0.014247894287109375,4
outputs/biomaster_odti_structure_interaction_v2_smoke_20260819/S3_STRICT_DOUBLE_COLD__fold_0__seed_20260819,0.014247894287109375,4
outputs/biomaster_bidirectional_v6_smoke,0.014064788818359375,5
outputs/biomaster_bidirectional_v6_smoke/seed_20260816,0.014064788818359375,5
outputs/biomaster_bidirectional_v6_stage_a,0.014064788818359375,5
outputs/biomaster_bidirectional_v6_stage_a/seed_20260816,0.014064788818359375,5
outputs/retrain_20260901/bidirectional_d2t_rows4_screen,0.014034271240234375,8
outputs/retrain_20260901/bidirectional_d2t_rows8_screen,0.014026641845703125,8
outputs/retrain_20260901/bidirectional_d2t_rows16_screen,0.014026641845703125,8
outputs/biomaster_best_model_20260906/retargetmap_selected_v1,0.0137176513671875,31
outputs/ui_refresh_20260909/offline_readability,0.0137176513671875,28
outputs/current_production_package_v2/formal_after_106k_reselection,0.01366424560546875,8
outputs/chembl_moa_enhanced_information_package_v1/boltz_ab_reconciliation_package,0.013607025146484375,8
outputs/biomaster_odti_davis_feature_store_v1,0.013591766357421875,7
outputs/current_production_package_v2/final1000_strengthened_v5,0.01354217529296875,10
outputs/biomaster_best_model_20260906/package_smoke_clip_morgan_v2,0.013530731201171875,18
outputs/biomaster_bindingdb_interval_rank_smoke_v2,0.013332366943359375,5
outputs/biomaster_bindingdb_interval_rank_smoke_v2/S5_OLD_DRUG_ENTITY_COLD__fold_-1__seed_20260820,0.013332366943359375,5
outputs/biomaster_bindingdb_interval_rank_screen_v2/d_lowrank_dual,0.013332366943359375,5
outputs/biomaster_bindingdb_interval_rank_screen_v2/e_lowrank_target_w08,0.013332366943359375,5
outputs/biomaster_bindingdb_interval_rank_screen_v2/f_lowrank_target_w16,0.013332366943359375,5
outputs/biomaster_bidirectional_v6_full_fit/seed_20260820,0.01329803466796875,3
outputs/biomaster_bidirectional_v6_full_fit/seed_20260817,0.01329803466796875,3
outputs/biomaster_bidirectional_v6_full_fit/seed_20260816,0.01329803466796875,3
outputs/biomaster_bindingdb_full_fit_epoch_selection_2026_v1/FULL_FIT_EPOCH_SELECTION_2026__seed_20260816,0.013187408447265625,3
outputs/biomaster_bindingdb_full_fit_epoch_selection_2026_v1/FULL_FIT_EPOCH_SELECTION_2026__seed_20260817,0.01318359375,3
outputs/biomaster_bindingdb_full_fit_epoch_selection_2026_v1/FULL_FIT_EPOCH_SELECTION_2026__seed_20260820,0.01318359375,3
outputs/biomaster_bindingdb_full_fit_2026_smoke_v1,0.01317596435546875,3
outputs/biomaster_bindingdb_full_fit_2026_smoke_v1/FULL_FIT_2026__seed_20260816,0.01317596435546875,3
outputs/biomaster_bindingdb_full_fit_2026_v1/FULL_FIT_2026__seed_20260816,0.01317596435546875,3
outputs/biomaster_bindingdb_full_fit_2026_v1/FULL_FIT_2026__seed_20260817,0.01317596435546875,3
outputs/biomaster_bindingdb_full_fit_2026_v1/FULL_FIT_2026__seed_20260820,0.01317596435546875,3
outputs/biomaster_bindingdb_full_fit_early_stopped_2026_v1/FULL_FIT_2026__seed_20260816,0.01317596435546875,3
outputs/biomaster_bindingdb_full_fit_early_stopped_2026_v1/FULL_FIT_2026__seed_20260817,0.01317596435546875,3
outputs/biomaster_bindingdb_full_fit_early_stopped_2026_v1/FULL_FIT_2026__seed_20260820,0.01317596435546875,3
outputs/broad_mechanism_layer_v2/strict895_final_wetlab_priority,0.012966156005859375,24
outputs/final_1000_funnel_v1/boltz_pre3000_input_package,0.01287078857421875,3004
outputs/p2rank_pocket_audit_v1/p2rank_raw,0.012508392333984375,634
outputs/full_conplex_rebuild_v2/conplex_cache,0.012104034423828125,2
outputs/biomaster_local_failure_audit_20260906,0.0120849609375,140
outputs/old_drug_target_sota_v1/deployment_720x384_feature_store_v1,0.01203155517578125,6
outputs/full_conplex_active_moiety_v4/conplex_cache,0.011951446533203125,2
outputs/kirhub_functional_adaptation_v1/expanded_functional_adapter_v1,0.011688232421875,8
outputs/retrain_20260901/kirhub_expanded_functional_adapter_v1,0.011688232421875,8
outputs/biomaster_recent_target_strengthening_v1/s6_low_rank_affinity_v1,0.01165008544921875,4
outputs/evidence_routing_compute_execution_20260808_v1/drug_conditioned_mutation_delta_phase_a_v1,0.01163482666015625,20
outputs/old_drug_target_sota_v1/pic_dta_phase_a_v1,0.011531829833984375,111
outputs/evidence_routing_compute_execution_20260808_v1/candidate_edge_excluded_graph_v10,0.01136016845703125,3
outputs/evidence_routing_compute_execution_20260808_v1/old_drug_inductive_graph_v8,0.0113525390625,2
outputs/biomaster_odti_davis_entity_cold_v1,0.011211395263671875,3
outputs/old_drug_target_sota_v1/ofer_dti_phase_a_risk_sets_v1,0.01108551025390625,7
outputs/old_drug_target_sota_v1/direction_preserving_calibration_v1,0.01092529296875,8
outputs/biomaster_explorer/readability,0.01068878173828125,32
outputs/recent_affinity_sources_20260910,0.0103607177734375,10
outputs/biomaster_odti_local_external_candidates_v1,0.010204315185546875,3
outputs/spr512_integrated_disease_20260909,0.009822845458984375,60
outputs/chembl37_known_pocket_atlas/pdbe,0.00958251953125,891
outputs/evidence_routing_compute_execution_20260808_v1/mutation_structural_v7,0.0093994140625,148
outputs/current_production_package_v2/formal_full_universe_v4_partial,0.00937652587890625,2
outputs/broad_mechanism_layer_v2/strict895_agent_review,0.0092926025390625,40
outputs/current_results_classified_20260806_v1,0.00865936279296875,19
outputs/old_drug_target_sota_v1/baseline_results_v1,0.00858306884765625,46
outputs/boltz2_calibration_338_v1/smoke_run_mmcif_template,0.008514404296875,22
outputs/boltz2_calibration_338_v1/smoke_run_mmcif_kernels,0.008514404296875,22
outputs/spr112_fda_control_audit_20260910,0.008441925048828125,6
outputs/evidence_routing_compute_execution_20260808_v1/e6_promoted_local_discovery,0.00832366943359375,107
outputs/evidence_routing_compute_execution_20260808_v1/e4_pending_protocol_calibration,0.0082244873046875,41
outputs/evidence_routing_compute_execution_20260808_v1/old_drug_innovation_v7,0.008209228515625,9
outputs/chembl37_known_pocket_atlas/final_atlas,0.008148193359375,10
outputs/strict_dta_720x338_v1/conplex_cache,0.007869720458984375,2
outputs/kirhub_functional_adaptation_v1/expanded_full_fit_kinase_candidate_v1,0.007846832275390625,4
outputs/retrain_20260901/kirhub_expanded_full_fit_kinase_candidate_v1,0.007846832275390625,4
outputs/biomaster_odti_local_graph_formal_v1/formal_audit_v1,0.007598876953125,6
outputs/current_production_package_v2/boltz_target_calibration_v5,0.007236480712890625,1011
outputs/evidence_routing_compute_execution_20260808_v1/mutation_local_esm2_delta_v11,0.007228851318359375,8
outputs/affinity_first_remote_discovery_v1/stage2_docking_queue_v1,0.00722503662109375,2
outputs/old_drug_target_sota_v1/benchmark_splits_v1,0.00714874267578125,5
outputs/puresnet_gpu_pocket_audit_v1/results,0.00713348388671875,848
outputs/retrain_20260901/target_registry_745_feature_store_v1,0.00690460205078125,5
outputs/biomaster_best_model_20260906/package_smoke_global_v1,0.00655364990234375,17
outputs/biomaster_local_failure_audit_20260906/cutoff_2018,0.00638580322265625,54
outputs/biomaster_unified_interaction_20260906/scores,0.0062255859375,3
outputs/boltz2_discovery_conditional_v1/evaluation,0.00614166259765625,2
outputs/recovered_dta_720x46_v1/conplex_cache,0.006046295166015625,2
outputs/loading_optimization_20260909,0.006008148193359375,23
outputs/affinity_predictor_audit_20260910,0.005870819091796875,31
outputs/affinity_first_remote_discovery_v1/drugclip_inputs_v1,0.0057220458984375,8
outputs/biomaster_local_failure_audit_20260906/cutoff_2020,0.00556182861328125,54
outputs/drug_universe_rebuild_v1/rxnorm_source_audit_20260803,0.005481719970703125,4
outputs/chembl_moa_enhanced_information_package_v1/final384_wetlab_plate_package_v1,0.00539398193359375,16
outputs/chembl37_known_pocket_atlas/specialized_sources,0.0052947998046875,7
outputs/odti_unified_champion_s1_20260817/paired_bootstrap_v1,0.00527191162109375,3
outputs/disk_reclamation_audit_20260910,0.005191802978515625,7
outputs/chembl_moa_enhanced_information_package_v1/boltz_pre3000_refined_full_audit,0.0050506591796875,4
outputs/best_candidate_synthesis_20260909,0.005016326904296875,31
outputs/old_drug_target_sota_v1/s2_query_balanced_blend_dev_v1,0.004909515380859375,5
outputs/final_1000_funnel_v1/boltz_pre3000_partial_audit,0.0048065185546875,4
outputs/fda_drug_universe_2005_2026_v1/11_nda_window_pubchem_validation,0.004787445068359375,9
outputs/kirhub_functional_adaptation_v1/expanded_pretrained_features_v1,0.004638671875,7
outputs/old_drug_target_sota_v1/s3_nonstructural_safe_dual_query_proxy_v1,0.00463104248046875,10
outputs/evidence_routing_compute_execution_20260808_v1/mutation_aware_multitask_v10,0.00461578369140625,8
outputs/broad_mechanism_layer_v2/strict895_hot_target_audit,0.004611968994140625,12
outputs/evidence_routing_compute_execution_20260808_v1/mutation_aware_multitask_v8,0.0045623779296875,6
outputs/old_drug_target_sota_v1/ofer_dti_phase_a_training_dev2019_1_v1,0.004550933837890625,4
outputs/strict_receptor_protocol_338_v1/_meeko_test2,0.00446319580078125,3
outputs/boltz2_calibration_338_v1/evaluation,0.004436492919921875,5
outputs/strict_receptor_protocol_338_v1/ccd_cache,0.0043487548828125,351
outputs/old_drug_target_sota_v1/ofer_dti_phase_a_training_dev1_v1,0.004322052001953125,4
outputs/old_drug_target_sota_v1/ofer_dti_phase_a_training_dev5_v1,0.00431060791015625,4
outputs/old_drug_target_sota_v1/ofer_dti_phase_a_training_competing_dev5_v1,0.004306793212890625,4
outputs/final_1000_funnel_v1/boltz_top1000_input_package,0.00429534912109375,1004
outputs/old_drug_target_sota_v1/ofer_dti_phase_a_training_listwise_dev5_v1,0.0042877197265625,4
outputs/affinity_experiment_package_v8/discovery_queue,0.004207611083984375,2
outputs/biomaster_v3_incremental_20260906/runs,0.004177093505859375,54
outputs/evidence_routing_compute_plan_20260808_v1,0.004024505615234375,16
outputs/evidence_routing_compute_execution_20260808_v1/report,0.00400543212890625,13
outputs/biomaster_v3_incremental_20260906/old_relation_stage,0.00397491455078125,48
outputs/chembl_moa_enhanced_information_package_v1/boltz_pre3000_refined_full_interim_audit,0.003910064697265625,4
outputs/biomaster_context_full_20260908/engineering_data_v3,0.003902435302734375,33
outputs/old_drug_target_sota_v1/ofer_dti_phase_a_training_smoke_v1,0.003719329833984375,4
outputs/old_drug_target_sota_v1/ofer_variant_smoke_OFER_FULL,0.003719329833984375,4
outputs/old_drug_target_sota_v1/ofer_variant_smoke_STATIC_OBSERVED_ONLY_BCE,0.003719329833984375,4
