drug_id,name,smiles,native_feature_index,gene_symbol,drugclip_score,drugclip_max_mean_cosine,winning_pocket,winning_pocket_fold_cosine_std,fold_0_rank,fold_1_rank,fold_2_rank,fold_3_rank,fold_4_rank,fold_5_rank,fold_top20_count,drugclip_cosine_rank,drugclip_rank
NIJJYAXOARWZEE-UHFFFAOYSA-N,valproate,CCCC(CCC)C(=O)O,52977,HGF,5.038304,0.55043906,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.06856013,4,1,1,11,1,4,6,2,1
HEFNNWSXXWATRW-UHFFFAOYSA-N,ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,32376,HGF,4.1176777,0.44823292,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.08731906,42,21,2,14,38,1,3,27,2
NCNRHFGMJRPRSK-MDZDMXLPSA-N,belinostat,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,261800,HGF,3.6119177,0.46983874,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.11295476,31,7,34,4,207,78,2,10,3
SNIOPGDIGTZGOP-UHFFFAOYSA-N,nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],298445,HGF,3.5115924,0.3809465,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.09025747,47,6,3,283,134,19,3,88,4
JGRXMPYUTJLTKT-UHFFFAOYSA-N,vadadustat,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,283159,HGF,3.5104818,0.45569643,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.13490811,14,26,156,9,84,5,3,18,5
PIBARDGJJAGJAJ-NQIIRXRSSA-N,danicopan,CC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccc(-c3cnc(C)nc3)cc12,20394,HGF,3.471552,0.58285975,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.13009065,11,143,12,23,11,2,4,1,6
MOYKHGMNXAOIAT-JGWLITMVSA-N,isosorbide dinitrate,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],298460,HGF,3.2155333,0.34807858,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.12473666,64,13,7,631,22,13,3,133,7
KSGXQBZTULBEEQ-UHFFFAOYSA-N,dabigatran etexilate,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,55459,HGF,3.2150538,0.45133987,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.120698206,34,41,16,269,23,83,1,21,8
DDOOFTLHJSMHLN-ZQHRPCGSSA-N,ubrogepant,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,169906,HGF,3.132315,0.51986796,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.09864134,39,250,55,16,5,16,3,4,9
OZOMQRBLCMDCEG-VIZOYTHASA-N,dantrolene,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,291001,HGF,3.1198664,0.40123656,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.08602109,185,42,128,1,69,145,1,69,10
HGVDHZBSSITLCT-JLJPHGGASA-N,edoxaban,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,101626,HGF,3.1132205,0.50277424,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.09383276,7,218,31,10,15,6,4,6,11
UTNUDOFZCWSZMS-YFHOEESVSA-N,teriflunomide,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,2942,HGF,3.0942326,0.4233826,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.11008888,9,56,35,116,157,37,1,43,12
JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,249068,HGF,3.0425313,0.39045444,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.059984837,130,59,94,115,80,18,1,79,13
GBLBJPZSROAGMF-RWYJCYHVSA-N,pralsetinib,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,122187,HGF,3.035139,0.50182366,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.11374853,215,35,109,73,27,3,1,7,14
KWGRBVOPPLSCSI-WPRPVWTQSA-N,ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1,107846,HGF,3.024283,0.33757356,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.15375796,2,448,54,298,73,36,1,148,15
DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,NC12CC3CC(CC(C3)C1)C2,245830,HGF,3.0200346,0.32637468,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.101730615,46,136,290,8,37,119,1,166,16
SJZRECIVHVDYJC-UHFFFAOYSA-N,oxybate,O=C(O)CCCO,282513,HGF,3.0153348,0.3258529,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.0980666,156,3,162,2,36,32,2,168,17
WAEXFXRVDQXREF-UHFFFAOYSA-N,vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,263130,HGF,2.9620814,0.46899918,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.09818047,21,24,96,28,104,73,0,11,18
GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,COc1ccccc1OCC(O)COC(N)=O,156316,HGF,2.9408116,0.37627256,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.06322642,33,71,72,83,155,116,0,98,19
OURRXQUGYQRVML-AREMUKBSSA-N,netarsudil,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,194838,HGF,2.9379387,0.48377487,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.09780563,16,114,15,165,46,111,2,8,20
QIVUCLWGARAQIO-OLIXTKCUSA-N,atogepant,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,169905,HGF,2.930296,0.48235568,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.09110943,54,259,76,31,10,39,1,9,21
FDTZUTSGGSRHQF-UHFFFAOYSA-N,nitazoxanide,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,281350,HGF,2.915947,0.37280592,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.09007335,86,359,107,7,71,72,1,103,22
YALNUENQHAQXEA-UHFFFAOYSA-N,givinostat,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,64085,HGF,2.9010775,0.50606567,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_1_0_complex_refined_,0.11187206,137,12,23,147,3,47,2,5,23
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,CC(=O)Oc1ccccc1C(=O)O,19617,HGF,2.8813136,0.31097412,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.11535153,77,10,6,379,67,532,2,185,24
WMDSZGFJQKSLLH-RBBKRZOGSA-N,landiolol,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,44805,HGF,2.8623002,0.4122924,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.15366508,61,48,11,154,34,227,1,55,25
JJVAPHYEOZSKJZ-JGCGQSQUSA-N,zavegepant,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,186354,HGF,2.8274891,0.4632658,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.095548496,53,217,137,231,7,7,2,13,26
LMMJFBMMJUMSJS-UHFFFAOYSA-N,avutometinib,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,107679,HGF,2.826563,0.46309385,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.098110445,115,45,73,32,43,133,0,14,27
FYDWDCIFZSGNBU-UHFFFAOYSA-N,revefenacin,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,93523,HGF,2.826114,0.46130976,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.17429946,26,94,9,94,6,204,2,15,28
KWTSXDURSIMDCE-QMMMGPOBSA-N,dextroamphetamine;lisdexamfetamine,C[C@H](N)Cc1ccccc1,171529,HGF,2.8125477,0.30333987,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.17815682,1,410,65,602,136,51,1,199,29
USZAGAREISWJDP-UHFFFAOYSA-N,crisaborole,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,237107,HGF,2.8102858,0.41739058,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.129987,75,38,32,97,12,115,1,52,30
UXNXMBYCBRBRFD-MUUNZHRXSA-N,berotralstat,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,238134,HGF,2.8035004,0.38880002,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.05589389,152,234,24,102,242,8,1,81,31
QEFAQIPZVLVERP-UHFFFAOYSA-N,nepafenac,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,241522,HGF,2.7972116,0.35625175,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.07839813,45,220,273,101,89,50,0,122,32
KWTSXDURSIMDCE-UHFFFAOYSA-N,amphetamine,CC(N)Cc1ccccc1,40515,HGF,2.7800298,0.2997298,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.18139496,3,552,75,551,107,11,2,208,33
IKENVDNFQMCRTR-UHFFFAOYSA-N,conivaptan,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,211749,HGF,2.7682285,0.45226192,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.061363883,32,227,108,87,42,34,0,19,34
PYNXFZCZUAOOQC-UTKZUKDTSA-N,sacubitril,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,69981,HGF,2.7374952,0.45700443,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_4_complex_refined_,0.063036755,10,25,160,70,182,76,1,17,35
FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,177649,HGF,2.7132607,0.44945264,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.106751055,197,37,10,199,40,44,1,25,36
CMWTZPSULFXXJA-VIFPVBQESA-N,naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,150580,HGF,2.7006369,0.3640717,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.11380923,71,43,4,12,318,12,3,113,37
KWGRBVOPPLSCSI-WCBMZHEXSA-N,pseudoephedrine,CN[C@@H](C)[C@@H](O)c1ccccc1,107845,HGF,2.6908178,0.29060528,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.14867973,5,292,149,498,195,42,1,225,38
GKCBAIGFKIBETG-UHFFFAOYSA-N,tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,56907,HGF,2.6852758,0.46880892,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_1_0_complex_refined_,0.053771097,30,103,66,39,161,67,0,12,39
PHXJVRSECIGDHY-UHFFFAOYSA-N,ponatinib,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,194505,HGF,2.679802,0.37000275,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.1067427,187,40,8,293,222,61,1,104,40
NDDAHWYSQHTHNT-UHFFFAOYSA-N,indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,48759,HGF,2.667894,0.41897032,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.09093651,158,53,49,18,95,38,1,49,41
CVWXJKQAOSCOAB-UHFFFAOYSA-N,quizartinib,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,24501,HGF,2.6675174,0.407613,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.08691768,194,51,43,152,119,80,0,60,42
IUBSYMUCCVWXPE-UHFFFAOYSA-N,metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,119276,HGF,2.6660063,0.54034007,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_4_complex_,0.10275771,13,78,46,90,111,27,1,3,43
IPOKCKJONYRRHP-FMQUCBEESA-N,balsalazide,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,282610,HGF,2.6271508,0.458774,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_1_0_complex_refined_,0.12723471,37,8,48,5,166,263,2,16,44
JZUFKLXOESDKRF-UHFFFAOYSA-N,hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,249116,HGF,2.6195838,0.33148673,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.08005978,84,70,89,151,294,288,0,159,45
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,NC[C@@H](C(=O)Nc1ccc2cnccc2c1)c1ccc(CO)cc1,247624,HGF,2.604249,0.3293487,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.09284142,73,236,95,285,26,301,0,162,46
HUNGUWOZPQBXGX-UHFFFAOYSA-N,tirbanibulin,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,266351,HGF,2.5992293,0.40280473,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.11121289,88,60,90,177,115,79,0,68,47
PTOIAAWZLUQTIO-GXFFZTMASA-N,tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,49802,HGF,2.5966723,0.32829237,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.12109076,127,153,214,300,17,21,1,163,48
DWYRIWUZIJHQKQ-SANMLTNESA-N,avapritinib,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,221024,HGF,2.592717,0.41967174,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.11082876,92,127,183,25,56,287,0,47,49
VWMJHAFYPMOMGF-ZCFIWIBFSA-N,tovorafenib,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,166048,HGF,2.5907986,0.41931555,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.10201691,164,18,124,150,228,30,1,48,50
SFNSLLSYNZWZQG-VQIMIIECSA-N,glasdegib,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,101335,HGF,2.5740783,0.4496114,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_1_0_complex_refined_,0.09010432,159,20,99,237,82,74,1,24,51
ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,bromfenac,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,253713,HGF,2.565014,0.38612095,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.09428737,66,307,164,34,181,63,0,83,52
XFALPSLJIHVRKE-GFCCVEGCSA-N,tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,227232,HGF,2.540697,0.43029284,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_1_complex_,0.09522186,145,46,129,148,14,85,1,38,53
JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,163468,HGF,2.5381594,0.40954116,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.09912162,94,130,102,21,217,92,0,57,54
LFQDNHWZDQTITF-UHFFFAOYSA-N,tavaborole,OB1OCc2cc(F)ccc21,302363,HGF,2.5308568,0.2720671,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.22468969,6,9,17,572,66,254,3,261,55
BUGYDGFZZOZRHP-UHFFFAOYSA-N,memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,46497,HGF,2.5249834,0.27141505,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.09460447,27,247,263,67,114,394,0,262,56
CMHHMUWAYWTMGS-UHFFFAOYSA-N,benoxinate,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,57476,HGF,2.5209203,0.44043398,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_1_0_complex_refined_,0.065030314,97,171,140,82,88,69,0,32,57
LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,41106,HGF,2.513586,0.43565854,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_1_complex_,0.06523561,56,97,153,146,138,62,0,35,58
MWLSOWXNZPKENC-UHFFFAOYSA-N,zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O,41730,HGF,2.5063643,0.31570157,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.16524349,17,383,14,376,240,15,3,180,59
AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,110689,HGF,2.503632,0.45082304,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_3_complex_,0.12900513,70,100,59,80,171,59,0,23,60
WIGIZIANZCJQQY-RUCARUNLSA-N,glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,52327,HGF,2.4959834,0.4189435,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_4_complex_refined_,0.08164359,62,54,56,65,208,103,0,50,61
NSQSAUGJQHDYNO-UHFFFAOYSA-N,tazemetostat,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,64878,HGF,2.4932652,0.40120485,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.10937483,123,300,13,211,25,14,2,70,62
KGFYHTZWPPHNLQ-AWEZNQCLSA-N,rivaroxaban,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,271031,HGF,2.4848232,0.3996373,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.08077189,40,295,38,53,20,101,1,72,63
ONIQOQHATWINJY-UHFFFAOYSA-N,cabozantinib,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,136103,HGF,2.4832132,0.39933836,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_refined_,0.10625965,104,29,264,195,289,75,0,74,64
UBZPNQRBUOBBLN-PWRODBHTSA-N,serdexmethylphenidate,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)[O-])c1,113065,HGF,2.4683254,0.4061331,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_1_0_complex_,0.06644086,257,55,68,110,184,136,0,63,65
IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,65772,HGF,2.4607613,0.40484774,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_1_0_complex_,0.0725979,192,95,88,98,52,316,0,65,66
RHWKPHLQXYSBKR-BMIGLBTASA-N,dolutegravir,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,167889,HGF,2.4535463,0.41225561,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_4_complex_refined_,0.10563601,222,33,284,26,147,29,0,56,67
DWZAEMINVBZMHQ-UHFFFAOYSA-N,gedatolisib,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,89347,HGF,2.4420276,0.36499014,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.15511999,186,16,51,227,2,141,2,110,68
AQHHHDLHHXJYJD-UHFFFAOYSA-N,propranolol,CC(C)NCC(O)COc1cccc2ccccc12,33762,HGF,2.4392762,0.37676486,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_refined_,0.07491089,87,335,52,144,180,94,0,95,69
YBSJFWOBGCMAKL-UHFFFAOYSA-N,dabigatran etexilate,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,220269,HGF,2.438711,0.3333664,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_0_complex_,0.10744476,122,64,136,78,239,164,0,156,70
QTWZICCBKBYHDM-UHFFFAOYSA-N,methylene blue,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,92648,HGF,2.4287374,0.4245192,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_1_0_complex_refined_,0.05271529,108,253,33,61,168,170,0,42,71
CZFFBEXEKNGXKS-UHFFFAOYSA-N,raltegravir,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,215817,HGF,2.4258237,0.40788665,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_4_complex_refined_,0.13430269,232,109,228,47,30,180,0,59,72
FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,257853,HGF,2.4232159,0.2990739,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_1_complex_refined_,0.099534035,60,222,25,20,220,91,1,210,73
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,21220,HGF,2.419377,0.31471628,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_2_complex_,0.05551104,119,92,44,159,516,70,0,181,74
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,58478,HGF,2.4145398,0.40610838,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-P14210-F1-model_v4_1_0_4_complex_refined_,0.12579063,43,30,101,55,232,123,0,64,75
