drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,ours_rank,evidence,dtiam_probability,dtiam_rank,drugclip_score,drugclip_max_mean_cosine,winning_pocket,winning_pocket_fold_cosine_std,fold_0_rank,fold_1_rank,fold_2_rank,fold_3_rank,fold_4_rank,fold_5_rank,fold_top20_count,drugclip_cosine_rank,drugclip_rank,drugclip_pocket_route,models_in_top20,drugclip_dtwg_rank
LDCRTTXIJACKKU-ONEGZZNKSA-N,dimethyl fumarate,COC(=O)/C=C/C(=O)OC,109951,HGF,-6.2809157,-6.9741735,67,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.08393945,695,1.466499,0.19808306,HGF_P2RANK_3,0.07659709,66,84,106,118,422,281,0,174,141,P2RANK,0,78
OUBCNLGXQFSTLU-UHFFFAOYSA-N,nitisinone,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],290471,HGF,-6.9676986,-7.0418277,68,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.09650149,675,1.8897548,0.2600342,HGF_P2RANK_3,0.15727153,26,133,202,139,10,288,1,108,75,P2RANK,0,157
FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,287171,HGF,-6.387877,-7.0713716,69,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6254702,131,-0.3707922,-0.095899366,HGF_P2RANK_1,0.07205472,551,606,593,607,524,668,0,630,603,P2RANK,0,150
HBOMLICNUCNMMY-XLPZGREQSA-N,zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,206482,HGF,-6.182641,-7.0734115,70,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.30959994,383,1.2782639,0.1860507,HGF_P2RANK_1,0.1150956,86,190,215,102,124,167,0,188,174,P2RANK,0,445
JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,163468,HGF,-6.4996715,-7.0982914,71,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.786173,67,-0.3013297,-0.0840229,HGF_P2RANK_1,0.060070932,496,482,670,624,570,528,0,612,591,P2RANK,0,54
PRMWGUBFXWROHD-UHFFFAOYSA-N,perampanel,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,238174,HGF,-6.7566624,-7.167781,72,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3659802,333,-0.8472209,-0.17735754,HGF_P2RANK_1,0.10653812,584,675,694,708,664,451,0,693,676,P2RANK,0,630
IPOKCKJONYRRHP-FMQUCBEESA-N,balsalazide,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,282610,HGF,-6.8091426,-7.3102074,73,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14915003,583,1.9549614,0.34541535,HGF_P2RANK_1,0.08198793,64,9,60,143,41,28,1,50,70,P2RANK,0,44
MOYKHGMNXAOIAT-JGWLITMVSA-N,isosorbide dinitrate,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],298460,HGF,-6.807185,-7.36559,74,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13904862,603,1.92672,0.26544473,HGF_P2RANK_3,0.090010315,27,81,166,159,74,171,0,102,73,P2RANK,0,7
BMKDZUISNHGIBY-ZETCQYMHSA-N,dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,165224,HGF,-6.4356346,-7.4119453,75,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.20022325,502,1.3603835,0.20009123,HGF_P2RANK_1,0.094576046,131,175,185,68,193,371,0,173,156,P2RANK,0,567
ZSKVGTPCRGIANV-ZXFLCMHBSA-N,imipenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,166586,HGF,-6.1683736,-7.4289627,76,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3015971,393,3.035115,0.48643115,HGF_P2RANK_1,0.06230451,45,2,33,6,9,8,4,9,6,P2RANK,1,207
BISPBXFUKNXOQY-RITPCOANSA-N,durlobactam,CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)O)[C@@H]1C(N)=O,47333,HGF,-6.62715,-7.443411,77,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1929062,514,1.1440657,0.16310595,HGF_P2RANK_1,0.08328339,359,91,353,106,402,168,0,221,208,P2RANK,0,698
UHTHHESEBZOYNR-UHFFFAOYSA-N,vandetanib,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,133267,HGF,-9.635169,-7.4512053,78,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.32971177,362,0.19964753,0.012656537,HGF_P2RANK_3,0.05158719,569,344,534,390,583,358,0,466,467,P2RANK,0,535
AEXFXNFMSAAELR-RXVVDRJESA-N,brensocatib,Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,219984,HGF,-8.337234,-7.488355,79,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.59457713,153,2.0557783,0.37221754,HGF_P2RANK_2,0.0833329,107,65,90,69,32,266,0,39,53,P2RANK,0,124
QDGZDCVAUDNJFG-FXQIFTODSA-N,entecavir,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,4423,HGF,-6.7826066,-7.500608,80,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.24713227,448,2.3446968,0.36838576,HGF_P2RANK_1,0.06531614,57,14,59,22,5,20,3,41,36,P2RANK,0,655
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,9160,HGF,-11.586867,-7.520451,81,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5551089,171,-0.03792001,-0.038985997,HGF_P2RANK_1,0.092444524,273,645,359,467,499,646,0,555,539,P2RANK,0,550
JOLJIIDDOBNFHW-UHFFFAOYSA-N,xanomeline,CCCCCCOc1nsnc1C1=CCCN(C)C1,55602,HGF,-7.1677237,-7.539521,82,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.41647735,286,1.8137012,0.24890238,HGF_P2RANK_3,0.14461648,116,165,190,131,8,194,1,119,84,P2RANK,0,320
XRVDGNKRPOAQTN-FQEVSTJZSA-N,ozanimod,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,35347,HGF,-7.113532,-7.563271,83,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.84584874,41,1.8116039,0.3288521,HGF_P2RANK_2,0.06964571,88,134,112,144,96,183,0,59,85,P2RANK,0,210
FNKQXYHWGSIFBK-RPDRRWSUSA-N,sapropterin,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1,172912,HGF,-6.9204454,-7.5635853,84,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14380972,595,2.828135,0.45104244,HGF_P2RANK_1,0.10958985,183,4,5,2,3,59,4,18,12,P2RANK,1,692
ALWKGYPQUAPLQC-UHFFFAOYSA-N,neostigmine,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,88387,HGF,-7.354065,-7.5902386,85,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.08222118,698,1.6020259,0.21791987,HGF_P2RANK_3,0.13976099,22,261,158,115,73,513,0,154,113,P2RANK,0,411
LIOLIMKSCNQPLV-UHFFFAOYSA-N,capmatinib,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,104355,HGF,-8.038543,-7.658447,86,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.50550365,208,0.2509745,0.010408214,HGF_P2RANK_1,0.09799409,449,230,379,668,654,376,0,469,454,P2RANK,0,425
QGJUIPDUBHWZPV-SGTAVMJGSA-N,saxagliptin,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,233037,HGF,-8.085211,-7.668013,87,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5074206,206,0.6488876,0.122353174,HGF_P2RANK_2,0.06015374,513,271,460,289,423,305,0,285,338,P2RANK,0,436
NDCUAPJVLWFHHB-UHNVWZDZSA-N,avibactam,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,242043,HGF,-6.718851,-7.674169,88,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.26697856,423,0.87915236,0.11781194,HGF_P2RANK_1,0.089248255,481,77,440,141,442,325,0,290,275,P2RANK,0,665
VSNHCAURESNICA-UHFFFAOYSA-N,hydroxyurea,NC(=O)NO,241697,HGF,-6.764292,-7.745256,89,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.06448426,714,0.39597544,0.035199985,HGF_P2RANK_1,0.050676033,493,298,466,278,513,550,0,437,413,P2RANK,0,179
HEVHTYMYEMEBPX-HZPDHXFCSA-N,taletrectinib,C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1,165580,HGF,-8.198859,-7.748192,90,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.64384633,123,-0.14960827,-0.019460022,HGF_P2RANK_2,0.140093,546,380,561,650,389,612,0,525,555,P2RANK,0,666
PBAPPPCECJKMCM-IBGZPJMESA-N,mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,256885,HGF,-7.423881,-7.7554216,91,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2792516,411,1.7060308,0.31010225,HGF_P2RANK_2,0.054450072,112,78,89,239,133,121,0,68,93,P2RANK,0,90
GOTYRUGSSMKFNF-UHFFFAOYSA-N,lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,255736,HGF,-6.395283,-7.776579,92,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.19328313,510,-0.16712974,-0.04102793,HGF_P2RANK_3,0.10961863,505,395,508,337,453,439,0,559,561,P2RANK,0,325
RZVAJINKPMORJF-UHFFFAOYSA-N,acetaminophen,CC(=O)Nc1ccc(O)cc1,17957,HGF,-6.96998,-7.7857385,93,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.04908312,718,1.1206516,0.14746208,HGF_P2RANK_3,0.12935512,47,375,79,137,540,282,0,250,212,P2RANK,0,229
XQSPYNMVSIKCOC-NTSWFWBYSA-N,emtricitabine,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,256852,HGF,-6.68404,-7.7982297,94,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.11614764,640,1.9733664,0.27227226,HGF_P2RANK_3,0.06861829,105,142,162,33,136,53,0,100,67,P2RANK,0,641
RYMZZMVNJRMUDD-HGQWONQESA-N,simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,50562,HGF,-8.233971,-7.848719,95,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.40687957,300,-0.18480772,-0.04361542,HGF_P2RANK_3,0.08292222,515,592,647,456,484,631,0,563,566,P2RANK,0,591
OZWKMVRBQXNZKK-UHFFFAOYSA-N,ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,288712,HGF,-6.981514,-7.849423,96,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.107596524,656,1.2458407,0.16578574,HGF_P2RANK_3,0.09482966,123,381,350,149,338,72,0,216,181,P2RANK,0,476
VOBHXZCDAVEXEY-JSGCOSHPSA-N,lisdexamfetamine,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,165428,HGF,-7.348395,-7.8732815,97,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.11751981,637,2.38465,0.43062532,HGF_P2RANK_2,0.11211408,62,76,67,35,51,6,1,20,33,P2RANK,0,130
PCHKPVIQAHNQLW-CQSZACIVSA-N,niraparib,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,243964,HGF,-7.6337814,-7.903591,98,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.70424473,99,1.4936717,0.27238718,HGF_P2RANK_2,0.12439205,213,155,47,372,102,290,0,99,135,P2RANK,0,312
GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,47546,HGF,-7.0395865,-7.9112377,99,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.15002014,580,-0.09047346,-0.04797141,HGF_P2RANK_1,0.04939502,187,548,325,621,597,458,0,565,547,P2RANK,0,100
OFCNXPDARWKPPY-UHFFFAOYSA-N,allopurinol,O=c1nc[nH]c2[nH]ncc12,302101,HGF,-7.1567616,-7.938342,100,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.113985516,645,-0.27794546,-0.08002474,HGF_P2RANK_1,0.07835159,503,486,539,533,638,433,0,608,588,P2RANK,0,350
BNRNXUUZRGQAQC-UHFFFAOYSA-N,sildenafil,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,62138,HGF,-8.498318,-7.9499054,101,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.55848825,169,1.4833107,0.22110891,HGF_P2RANK_1,0.11762036,63,353,178,208,116,135,0,148,137,P2RANK,0,704
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,92960,HGF,-7.910089,-7.9889507,102,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.18477793,524,1.2950681,0.20987813,HGF_P2RANK_3,0.08583527,374,112,147,148,154,236,0,161,170,P2RANK,0,182
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,211035,HGF,-10.496244,-8.050515,103,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.66937995,110,-0.420907,-0.067642786,HGF_P2RANK_2,0.1346221,439,317,467,666,567,617,0,585,613,P2RANK,0,490
LEBVLXFERQHONN-UHFFFAOYSA-N,bupivacaine,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,56498,HGF,-8.214053,-8.091895,104,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.20868872,493,0.46891302,0.052068394,HGF_P2RANK_3,0.102503754,558,542,221,152,568,324,0,414,395,P2RANK,0,295
PCOBBVZJEWWZFR-UHFFFAOYSA-N,ezogabine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,69848,HGF,-7.2060394,-8.094199,105,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13447283,612,1.3504416,0.24694943,HGF_P2RANK_2,0.13691838,98,256,161,343,205,52,0,122,161,P2RANK,0,127
LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,41106,HGF,-7.5732274,-8.110741,106,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13688283,606,1.220554,0.22388136,HGF_P2RANK_2,0.1290116,371,108,232,92,341,537,0,145,186,P2RANK,0,58
XZWYZXLIPXDOLR-UHFFFAOYSA-N,metformin,CN(C)C(=N)NC(=N)N,87976,HGF,-7.0786676,-8.188501,107,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1590808,566,0.9839052,0.13572223,HGF_P2RANK_1,0.061775975,144,238,238,95,311,400,0,270,249,P2RANK,0,691
UFSKUSARDNFIRC-UHFFFAOYSA-N,lumacaftor,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,196977,HGF,-7.565575,-8.205947,108,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.59515643,152,0.26669386,0.013095856,HGF_P2RANK_1,0.11906552,647,425,573,573,445,143,0,465,446,P2RANK,0,344
ZIAOVIPSKUPPQW-UHFFFAOYSA-N,doravirine,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,220362,HGF,-8.346979,-8.22989,109,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.51284987,199,-0.015660277,0.0043291966,HGF_P2RANK_2,0.12154798,711,394,345,588,521,542,0,484,523,P2RANK,0,149
XHOLNRLADUSQLD-UHFFFAOYSA-N,betrixaban,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,146363,HGF,-9.017606,-8.343727,110,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7171424,93,0.75225085,0.09611476,HGF_P2RANK_1,0.04455755,372,308,267,376,242,361,0,329,308,P2RANK,0,174
WXXSNCNJFUAIDG-UHFFFAOYSA-N,riociguat,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,111014,HGF,-7.6594973,-8.391665,111,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.50141484,211,0.78605145,0.101893865,HGF_P2RANK_1,0.05004997,275,306,372,382,226,386,0,319,300,P2RANK,0,676
IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,65772,HGF,-7.0513587,-8.4078665,112,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.50956935,204,1.6121427,0.24313617,HGF_P2RANK_1,0.0825722,299,153,156,108,107,48,0,125,111,P2RANK,0,66
IQPSEEYGBUAQFF-UHFFFAOYSA-N,pantoprazole,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,156599,HGF,-7.8375487,-8.444322,113,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3982044,313,0.19011155,0.04087436,HGF_P2RANK_2,0.11301412,364,443,412,340,360,334,0,428,470,P2RANK,0,108
YBSJFWOBGCMAKL-UHFFFAOYSA-N,dabigatran etexilate,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,220269,HGF,-9.375889,-8.470096,114,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.61286217,141,1.695445,0.2573789,HGF_P2RANK_1,0.055214297,196,72,129,225,38,113,0,112,98,P2RANK,0,70
MCGSCOLBFJQGHM-SCZZXKLOSA-N,abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,257206,HGF,-7.5001693,-8.474178,115,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.41883466,283,2.3577402,0.3285323,HGF_P2RANK_3,0.09630748,7,50,113,43,40,29,1,60,35,P2RANK,0,636
KBOPZPXVLCULAV-UHFFFAOYSA-N,balsalazide;mesalamine,Nc1ccc(O)c(C(=O)O)c1,255247,HGF,-7.640022,-8.51574,116,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.07855246,699,-0.5952003,-0.13426791,HGF_P2RANK_1,0.10208084,660,528,699,718,687,437,0,668,650,P2RANK,0,340
VFCRKLWBYMDAED-REWPJTCUSA-N,nirogacestat,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,61059,HGF,-8.982699,-8.528579,117,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.88182735,21,0.43252787,0.083927594,HGF_P2RANK_2,0.05951986,302,513,357,436,391,307,0,351,402,P2RANK,0,212
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,110303,HGF,-8.532488,-8.538845,118,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.41571862,287,-0.46225217,-0.074985705,HGF_P2RANK_2,0.10730021,615,579,645,582,553,517,0,597,620,P2RANK,0,612
QQHMKNYGKVVGCZ-UHFFFAOYSA-N,tipiracil,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,240933,HGF,-7.7393837,-8.619643,119,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.27685893,414,1.1063944,0.15666501,HGF_P2RANK_1,0.05687972,267,288,279,199,228,159,0,232,218,P2RANK,0,632
SGUAFYQXFOLMHL-UHFFFAOYSA-N,labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,39977,HGF,-7.4137444,-8.62088,120,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.20993571,489,1.9677305,0.35658023,HGF_P2RANK_2,0.101384334,212,44,124,220,54,49,0,48,68,P2RANK,0,148
BLJRIMJGRPQVNF-JTQLQIEISA-N,timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,22722,HGF,-7.9209027,-8.654493,121,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2161098,482,2.2653358,0.40943506,HGF_P2RANK_2,0.07048101,41,56,87,29,46,60,0,24,40,P2RANK,0,487
QXWYKJLNLSIPIN-JGVFFNPUSA-N,droxidopa,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,252698,HGF,-7.928032,-8.696346,122,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.26433203,427,1.3165292,0.24092658,HGF_P2RANK_2,0.09662436,158,278,154,331,275,98,0,128,168,P2RANK,0,169
OEOLOEUAGSPDLT-UHFFFAOYSA-N,minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1OS(=O)(=O)[O-],254366,HGF,-7.3093762,-8.703771,123,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.21485637,487,2.507027,0.39614046,HGF_P2RANK_1,0.074412055,119,5,68,11,45,30,2,31,28,P2RANK,0,660
QTWZICCBKBYHDM-UHFFFAOYSA-N,methylene blue,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,92648,HGF,-8.118385,-8.718389,124,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.16608794,553,2.2838304,0.31771427,HGF_P2RANK_3,0.09807022,75,222,16,44,77,37,1,65,38,P2RANK,0,71
ONIQOQHATWINJY-UHFFFAOYSA-N,cabozantinib,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,136103,HGF,-10.991614,-8.761166,125,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.49832958,216,0.14014187,0.0039468105,HGF_P2RANK_3,0.08399148,389,571,231,499,642,523,0,485,485,P2RANK,0,64
AHYMHWXQRWRBKT-UHFFFAOYSA-N,tepotinib,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,97453,HGF,-14.918774,-8.77767,126,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.810091,58,0.7436204,0.094639145,HGF_P2RANK_1,0.08742424,198,315,296,610,286,377,0,332,311,P2RANK,0,82
JWNPDZNEKVCWMY-VQHVLOKHSA-N,neratinib,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,73688,HGF,-11.275587,-8.887329,127,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.85702795,36,0.10242469,-0.0015737806,HGF_P2RANK_3,0.06936294,315,596,465,389,541,603,0,495,498,P2RANK,0,457
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,momelotinib,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,232296,HGF,-10.495724,-8.927565,128,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.68402106,108,0.68678683,0.08492193,HGF_P2RANK_1,0.104248084,210,282,233,566,344,359,0,348,325,P2RANK,0,329
KRNAOFGYEFKHPB-ANJVHQHFSA-N,rimegepant,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,252637,HGF,-8.194534,-8.958925,129,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7709419,77,-0.23759894,-0.0523325,HGF_P2RANK_1,0.08208695,521,607,633,563,489,490,0,571,578,P2RANK,0,352
QZFHIXARHDBPBY-UHFFFAOYSA-N,vericiguat,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,111464,HGF,-8.368846,-8.967052,130,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5960692,150,0.59868455,0.069858514,HGF_P2RANK_1,0.028802756,358,274,448,399,376,415,0,387,353,P2RANK,0,621
RBTBFTRPCNLSDE-UHFFFAOYSA-N,methylene blue,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,92664,HGF,-8.084303,-9.010237,131,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13461307,611,2.2960153,0.31949773,HGF_P2RANK_3,0.120633036,55,290,11,57,85,26,1,64,37,P2RANK,0,81
DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,277588,HGF,-8.599641,-9.027777,132,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.843663,42,0.6193976,0.07339995,HGF_P2RANK_1,0.06404313,432,158,278,557,419,280,0,377,344,P2RANK,0,132
UVSMNLNDYGZFPF-UHFFFAOYSA-N,pomalidomide,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,255732,HGF,-7.367771,-9.032379,133,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13485816,610,-0.030509768,-0.021031134,HGF_P2RANK_3,0.11062258,470,293,449,424,417,464,0,529,529,P2RANK,0,270
XYFPWWZEPKGCCK-GOSISDBHSA-N,ibrutinib,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,6489,HGF,-10.710424,-9.03957,134,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.77454776,74,0.8451437,0.107136525,HGF_P2RANK_3,0.06528697,176,435,210,186,535,311,0,309,283,P2RANK,0,482
