drug_id,name,smiles,native_feature_index,lmdb_key,geometry_source,source_record_sha256
DDFOUSQFMYRUQK-RCDICMHDSA-N,isavuconazonium,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,167398,000092,existing_independent_ETKDG,a2b646021a259c1b5ff38735f6c37c45a628975a59b2d5520d2b74e2e87c6f78
DDLIGBOFAVUZHB-UHFFFAOYSA-N,midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,213968,000093,existing_independent_ETKDG,5d86065ff72752ecdfa00fe2c078f15b632f1f540512dd3b79d123391511c2a9
DDOOFTLHJSMHLN-ZQHRPCGSSA-N,ubrogepant,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,169906,000094,existing_independent_ETKDG,dffddab137bf539b6e75f68c2583cfcc6820cc09590522e884cac31478ba417a
DEVSOMFAQLZNKR-RJRFIUFISA-N,selinexor,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,262075,000095,existing_independent_ETKDG,adaf2bb822250b38686d4f37020e06ec0bf0231d2fd97a646b4837436ef1333d
DHHVAGZRUROJKS-UHFFFAOYSA-N,phentermine,CC(C)(N)Cc1ccccc1,26505,000096,existing_independent_ETKDG,9ad6f563990a8bdcc6a2aa75d3abfea6c62f7216b2bdffb25a21d436d7a41045
DHMTURDWPRKSOA-RUZDIDTESA-N,lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,241611,000097,existing_independent_ETKDG,66f93eefd00357c3a58d0d493c91d54c006f8da54b55a86df45869ac43b18756
DHSUYTOATWAVLW-WFVMDLQDSA-N,cilastatin,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,44134,000098,existing_independent_ETKDG,e244330e51d421401fc34ebb66721d799e461fd7430c159f43a0c9b4cb862917
DIWRORZWFLOCLC-UHFFFAOYSA-N,lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,294055,000099,existing_independent_ETKDG,c75a3d5d1788e7df508eda8f044ab3233fa0c8147b820a9e715a2ff5534c5aea
DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,277588,000100,existing_independent_ETKDG,48e1fbb9092afee2b4168d9c443b5d593c7a7e563455e1d30a76bebd18aa8981
DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,NC12CC3CC(CC(C3)C1)C2,245830,000101,existing_independent_ETKDG,de5eab1589529ddec14a20f02a92054269bdee0a7f10ad7a2a40ba6e8b726205
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,248793,000102,existing_independent_ETKDG,92e7957d50db293e7582bc794e7869e3b56ed36b650746b0b7544202852f3b74
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,21220,000103,existing_independent_ETKDG,8a584648e5b566f73a840bee77c51c2f75c17bb112161db3a29fab9c17844d15
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,166587,000104,existing_independent_ETKDG,dd5ced73de12a637bea6259b04537ecaec3a113168028ceb4fbe4120903c4ce9
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,69910,000105,existing_independent_ETKDG,7bd3bc3a152dcb14f057b2b84fe4a5eab74a6a878920150d6b497deb93f84ada
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,156742,000106,existing_independent_ETKDG,c9affeb72e92646e58c38413d53a7e664a70a826c378d2ce3fde4a73fa6b1ea2
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O,171397,000107,existing_independent_ETKDG,1ed77f6ad4804d85af6ac29e529c4dc6131da2a7b98dd9fa8d123be1deb4f0d7
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,92960,000108,existing_independent_ETKDG,d2ce52c865bc06ec16eac821087a75c9a629b720b903cee23257de78e14df8e5
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,CC(C)Cn1cnc2c(N)nc3ccccc3c21,32549,000109,existing_independent_ETKDG,bcc457be899b5d2051d4e2ace0d776e99896a4301d5c2b55ded4f0982b4cfc9c
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,290761,000110,existing_independent_ETKDG,d1bb346fd2968cf57f4999fbec599341664fe263768a1c28d6571fd6efe6dbfe
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,75262,000111,existing_independent_ETKDG,e5ce081af2a0cf84f20da55bbc9d2bae335de2420ac8e39f02f9d2f948b64fa3
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,19541,000112,existing_independent_ETKDG,088172247cd85ad14dbdcaa345869c34e6901bfefb6887339b7b4dcf3ca7b891
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,113064,000113,existing_independent_ETKDG,4c6c2f7e4b913d835586c64ec6107e012505917e0b85cc16153095595b5de6de
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,32732,000114,existing_independent_ETKDG,7e2e8711cf300a444a04381d9e426a4b7703a4d791e25b0634121ed65e149038
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,9160,000115,existing_independent_ETKDG,f28232f8a336c4b52e598ddf6f5227af4ce157a3c03f844bdbf5cd2abb73c85b
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,186997,000116,existing_independent_ETKDG,338ff4bb627189891df9610f6bca5133d5c94f0db891a469c32b8f04b3f5690a
DWYRIWUZIJHQKQ-SANMLTNESA-N,avapritinib,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,221024,000117,existing_independent_ETKDG,55d29a12ecec9f9b9ac391fc7540ed546e234e2c500c3eea849c04d77baa3fbe
DWZAEMINVBZMHQ-UHFFFAOYSA-N,gedatolisib,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,89347,000118,existing_independent_ETKDG,2cbf05cedb30d0f03f0fdf400b4d42e7c17810426dfa208bfcd6ab2a4a55b18b
DYDCPNMLZGFQTM-UHFFFAOYSA-N,delafloxacin,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,256837,000119,existing_independent_ETKDG,bbeb675e15af51726c3f416e6f96c2d31f1c3d68cf2242125a37f8c241581b3c
DYKFCLLONBREIL-KVUCHLLUSA-N,minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,92574,000120,existing_independent_ETKDG,50bcec7620b5c1f4193259d420123633ed4b84e291052ba7c7ee143366f7cf1a
DYLUUSLLRIQKOE-UHFFFAOYSA-N,enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,26994,000121,existing_independent_ETKDG,485297aa2338fd2101c0d5ba36f98bb8669a8cb06e484a9e675e2752695fe6c9
FABPRXSRWADJSP-MEDUHNTESA-N,moxifloxacin,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,122713,000122,existing_independent_ETKDG,563b0541804b6a50b51b2c2842fb909e8afb10ee4f699a4decdd02d3a7f95281
FABUFPQFXZVHFB-PVYNADRNSA-N,ixabepilone,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,2436,000123,existing_independent_ETKDG,84e5b67b3ffdf6319ba9b7b4b6b08bc2e0992a4cabbbf0d69f7d6fadd43e4f4e
FAEKWTJYAYMJKF-QHCPKHFHSA-N,repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,73344,000124,existing_independent_ETKDG,ff80f0729b7167bb5e52ecc30cd8bb195fa8841eedcf7dec9b71f9c116ca09f0
FASDKYOPVNHBLU-ZETCQYMHSA-N,pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,59625,000125,existing_independent_ETKDG,a6a2cf40166718a90f5aa2d459f7844df604187e1572b9cb8b3c466fe4692606
FBHSPRKOSMHSIF-GRMWVWQJSA-N,deflazacort,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,19015,000126,existing_independent_ETKDG,28563f9b82a8d6fb78962023ae91368422e57b44b197fa5426e2e70ebfd0f736
FBOUYBDGKBSUES-VXKWHMMOSA-N,solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,286598,000127,existing_independent_ETKDG,f0fee2fb9f0b98191e567d055d7bee3f731adf51aa607cc368cf754ffa172daa
FDBYIYFVSAHJLY-UHFFFAOYSA-N,resmetirom,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,37575,000128,existing_independent_ETKDG,3ad6639ceaa30e26f8943ec1c668b506c57386469552605fd479a89e0c0a2c87
FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,287171,000129,existing_independent_ETKDG,23d6b7ec1e06fed3a63d74a2ad9930e6aa2bd3306f53c507bc33cf9506abe80c
FDTZUTSGGSRHQF-UHFFFAOYSA-N,nitazoxanide,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,281350,000130,existing_independent_ETKDG,479a81d5931fdc2c3493f3d17b23046362b88cd863fac57f6b51cfd63bc2b509
FELGMEQIXOGIFQ-UHFFFAOYSA-N,ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,214242,000131,existing_independent_ETKDG,e02ba6fd603274207dfd3e2b7e307914b2aa49db9e3f625dd4dd09258d95393a
FFGPTBGBLSHEPO-UHFFFAOYSA-N,carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21,241667,000132,existing_independent_ETKDG,c5bdfb01e6474223c670e28006f4fd37302c57b42d982aececdff65b7e28a925
FGQFOYHRJSUHMR-UHFFFAOYSA-N,lesinurad,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,283452,000133,existing_independent_ETKDG,64434949fea3054a012fff0451a24d7ee21b6fd45feaee1a53217135051d9f6a
FIDLLEYNNRGVFR-CTNGQTDRSA-N,baloxavir marboxil,O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12,294865,000134,existing_independent_ETKDG,11171a0b4f907aeedc4e5b03a59c6cbf0af8301993aec697381ad06d41265359
FIKPXCOQUIZNHB-WDEREUQCSA-N,repotrectinib,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,174340,000135,existing_independent_ETKDG,fc3ed21055680e2d069ef52efeccfaed0d6c37fcdb44275f8249dab78e953ddd
FIVSJYGQAIEMOC-ZGNKEGEESA-N,rolapitant,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,166664,000136,existing_independent_ETKDG,ac9f235736f8c535e6cb07c06c67809fc109c312127ef6d444f069ce6522f6b9
FJHBVJOVLFPMQE-QFIPXVFZSA-N,irinotecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,80099,000137,existing_independent_ETKDG,e9e9d9bf22717f8db8064b4f4312f59e0b8041069ac0ffe0393f01f00d7d67cf
FJZZPCZKBUKGGU-AUSIDOKSSA-N,eliglustat,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,54066,000138,existing_independent_ETKDG,734fcb56b8bf6bcfbd4e7c5ab52c7b0adca6ec312e3fa8c2742a5055633e98a0
FKENQMMABCRJMK-RITPCOANSA-N,sulbactam,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,45088,000139,existing_independent_ETKDG,b14ddd1568cafae6b61373028087bfdead3820c573ec428f1df0f81a321b0ed6
FLSUCZWOEMTFAQ-PRBGKLEPSA-N,sulopenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[S@@+]([O-])C3)S[C@H]12,166589,000140,existing_independent_ETKDG,5f05fdf256edde6fa06dafa41121951a9da42d3d9544cc16cf7dd9b042aa44a1
FNHKPVJBJVTLMP-UHFFFAOYSA-N,regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,104154,000141,existing_independent_ETKDG,2dc3b5c07f4a2e65140ae758ce98110c68593e1d8d8b42f9a19ce3bfcd541333
FNKQXYHWGSIFBK-RPDRRWSUSA-N,sapropterin,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1,172912,000142,existing_independent_ETKDG,84d6cfa93ce4d816ab3f138b09689cbd7760fb5d4f6402102c86bf68fc2f020c
FPOHNWQLNRZRFC-ZHACJKMWSA-N,panobinostat,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,177649,000143,existing_independent_ETKDG,18d433db9f0d17906c9522c94897b96209311399957cfa97c0c559265a20a3f2
FRVSRBKUQZKTOW-YOCNBXQISA-N,revumenib,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,62703,000144,existing_independent_ETKDG,164774bd41aaad9609cd69b2111273915aeace997c9c16d28ce84318098cd8e9
FTALBRSUTCGOEG-UHFFFAOYSA-N,riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,257853,000145,existing_independent_ETKDG,10c8955178a1ba5b4b4200d2c423be1c7eac0c7b59aedea27505fbfd1376a9d8
FVTWTVQXNAJTQP-UHFFFAOYSA-N,umeclidinium,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,302772,000146,existing_independent_ETKDG,9456f11200378b46ea58a248b9453597d151a3bff5ab2b5e27ea3db1dfd03971
FWLMVFUGMHIOAA-UHFFFAOYSA-N,defactinib,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,104642,000147,existing_independent_ETKDG,457c9006854929451deee25370262a06122992627450b5d7b689857662de24ba
FWYSMLBETOMXAG-QHCPKHFHSA-N,letermovir,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,153421,000148,existing_independent_ETKDG,6b70dd6d48d2417072030a4c7219c2e727ab2c74bde3fed46af270d4eca32640
FWZAWAUZXYCBKZ-NSHDSACASA-N,pirtobrutinib,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,145574,000149,existing_independent_ETKDG,204c45b2748367d428ca09d0b6d4ba13dfab341dcd73d6e79b60f665e91aa6c3
FYDWDCIFZSGNBU-UHFFFAOYSA-N,revefenacin,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,93523,000150,existing_independent_ETKDG,72c15e37f5bc385640675342f6410d58adba82927eaefbaf6b56a8e4ef5e30bb
FYMHQCNFKNMJAV-HOTGVXAUSA-N,finafloxacin,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,234114,000151,existing_independent_ETKDG,62a1649b45cc05895c3858ebc987a3c575414cf0e1bb9b4c1a33a27e173872ca
GBLBJPZSROAGMF-RWYJCYHVSA-N,pralsetinib,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,122187,000152,existing_independent_ETKDG,f92f874d536d243e71d21a5a1ab92a52dae7c2d4e4fb6642c5fcb965e7df74ac
GBXSMTUPTTWBMN-XIRDDKMYSA-N,enalapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,70010,000153,existing_independent_ETKDG,b493eef53940a24950af767a636bb1308cd3975b52ff47768566cf9a565ca4cd
GCKFUYQCUCGESZ-BPIQYHPVSA-N,etonogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1598,000154,existing_independent_ETKDG,16743fa3b150cfb8d4c6bf89e97a929f7eb5dc81f671508e9a6185a95ed60036
GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,47546,000155,existing_independent_ETKDG,dfcb0157b109dc7784ae32a92664dfbf7e6c486f6a10ac3ca084b76d58d3f838
GEJDGVNQKABXKG-CFKGEZKQSA-N,valbenazine,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,135434,000156,existing_independent_ETKDG,63f10f97043f46f2f0a11237fe87ec3baa87f35c4fc8aa214a57f9d4bf7e8852
GFHAXPJGXSQLPT-VIFPVBQESA-N,cenobamate,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,241850,000157,existing_independent_ETKDG,002593713c170e53bb62582da212fb995bc1c888f606b4d486a4b7aae7e2ec9a
GFNANZIMVAIWHM-OBYCQNJPSA-N,triamcinolone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,176170,000158,existing_independent_ETKDG,bd9158f01e62c9b9c38aab566668fe68a217b63c1633671dcb24c834a7b71456
GGCSSNBKKAUURC-UHFFFAOYSA-N,sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,49365,000159,existing_independent_ETKDG,c23d6b307e0ef0eabb4343ef5b1e4ce0495a40e562fa7aadc05bd23d041e37d2
GGXICVAJURFBLW-CEYXHVGTSA-N,latanoprost,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,34690,000160,existing_independent_ETKDG,27ff08cfe5f541d7268d674d57a1d81f4b9ac73a9b0365129ff22e2aa136ad4d
GHILNKWBALQPDP-UHFFFAOYSA-N,paltusotine,N#Cc1cccc(-c2ccc3ncc(-c4cc(F)cc(F)c4)c(N4CCC(N)CC4)c3c2)c1O,237681,000161,existing_independent_ETKDG,4784c26dc637565b7d171462e53228460731700ab7542049338a53691b5be90e
GJJFMKBJSRMPLA-DZGCQCFKSA-N,levomilnacipran,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,63114,000162,existing_independent_ETKDG,9b0d0d68a1901dd4d25a21b432eb887b57397c70f2f03f31025b018e1fb350b2
GJPICJJJRGTNOD-UHFFFAOYSA-N,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,156338,000163,existing_independent_ETKDG,5ca306eea56a9a98dde97fcb68a87e3b8985d05c620060a74cea6ef584c0f4a8
GJSURZIOUXUGAL-UHFFFAOYSA-N,clonidine,Clc1cccc(Cl)c1NC1=NCCN1,218602,000164,existing_independent_ETKDG,a909a81518547afe55a0fceb6582d19728270b365e5493032d0eb44e3ece2a4b
GKCBAIGFKIBETG-UHFFFAOYSA-N,tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,56907,000165,existing_independent_ETKDG,5af21ebbd8b05cb65504ae28820600b948369fc8adfbcfeb430ca384b505642f
GKHIVNAUVKXIIY-UHFFFAOYSA-N,belumosudil,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,33496,000166,existing_independent_ETKDG,32e2dedf782a3a24a0aae92b25936f2eeee27fba206eaa717172652c7470f68e
GLYMPHUVMRFTFV-QLFBSQMISA-N,ensartinib,C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,168088,000167,existing_independent_ETKDG,f34fe2082fbfc073e750de6006fb4e25cec4f3b73850f250d9e26a81b0f6b9b3
GMRQFYUYWCNGIN-NKMMMXOESA-N,calcitriol,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,4106,000168,existing_independent_ETKDG,75296379b45bb80b75179efd44693e4e10b572a00d62624e392300ceeb3a7a30
GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,COc1ccccc1OCC(O)COC(N)=O,156316,000169,existing_independent_ETKDG,bbdede3a961398b67f0190f21685dbf5f18a8d69ca5ce2d1d73f24cc18048b85
GOTYRUGSSMKFNF-UHFFFAOYSA-N,lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,255736,000170,existing_independent_ETKDG,352361863cee5b4e6beba86a6d883b9c333905546f0427ef74f03b8099821473
GPNHMOZDMYNCPO-PDUMRIMRSA-N,clascoterone,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,50150,000171,existing_independent_ETKDG,2169a5ed10fbf4460ef19e523c46c9d4821b3b3cb6265c8f902d2924f3facc1e
GPXBXXGIAQBQNI-UHFFFAOYSA-N,vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,60523,000172,existing_independent_ETKDG,bcd01f9658febbaa170af8a2faaa0540eae31d0ba2c05ba9013da725b915011d
GXJABQQUPOEUTA-RDJZCZTQSA-N,bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,32040,000173,existing_independent_ETKDG,689f379a772c166cba41e4008cc71c64e444541d303ff1d36d6f642ab4a2b24f
GXXLUDOKHXEFBQ-YJFSRANCSA-N,tebipenem pivoxil,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,166585,000174,existing_independent_ETKDG,528a1e1ddea096de2dcaa4e91d6ae5201227d6b369c1693a79db5cb9b01d4e71
GYDJEQRTZSCIOI-LJGSYFOKSA-N,tranexamic acid,NC[C@H]1CC[C@H](C(=O)O)CC1,247775,000175,existing_independent_ETKDG,bd4ae0766bf163cec7a02d0b90ab34b4602373c305587fab850011ed3e2daac8
GYHCTFXIZSNGJT-UHFFFAOYSA-N,tolvaptan,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,204766,000176,existing_independent_ETKDG,c40989ba62f701b5243fff4b2f2cf8e684aaef7dc3fb634eee20b3461e8b5e1d
GYQYAJJFPNQOOW-UHFFFAOYSA-N,gilteritinib,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,82459,000177,existing_independent_ETKDG,5efb97ef4825c6d86f9d9235bfb76ff696aa64aec5fb5c3335f9255752a053c7
GZOSMCIZMLWJML-VJLLXTKPSA-N,abiraterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,176600,000178,existing_independent_ETKDG,5a622a5ef1faaa6ff0100ecf981adaa40e92ff298bea46c8248cdd95a7634c6a
GZUITABIAKMVPG-UHFFFAOYSA-N,raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,288006,000179,existing_independent_ETKDG,469b92f06431c4108d118c2bd351c92b039fb17530152fef535f72dbe128d97e
HARRKNSQXBRBGZ-GVKWWOCJSA-N,zuranolone,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,170290,000180,existing_independent_ETKDG,dd9981b96021c492e0bf9e0721fd78d3918caf6d8f8dfa1674fe78180a2dd827
HAYYBYPASCDWEQ-UHFFFAOYSA-N,entrectinib,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,100411,000181,existing_independent_ETKDG,fd809addbef0e9a5ade628297907d8fcc5ec00b158a5be080f4beb68d7127377
HBOMLICNUCNMMY-XLPZGREQSA-N,zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,206482,000182,existing_independent_ETKDG,54138ca539574ef6077a4b4cdd8a9f608b12b67ad218bd949ff3e3d934c49501
HCDMJFOHIXMBOV-UHFFFAOYSA-N,pemigatinib,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,65332,000183,existing_independent_ETKDG,ab19abbedef8c227b5f14a38a785975764be80f9467951822947c67e429eb7c1
