drug_id,molecular_weight,logp,tpsa,heavy_atoms
IQVRBWUUXZMOPW-PKNBQFBNSA-N,384.4360000000002,2.1241000000000003,80.28,28
IRSCQMHQWWYFCW-UHFFFAOYSA-N,255.23399999999998,-1.970899999999999,139.28,18
IUBSYMUCCVWXPE-UHFFFAOYSA-N,267.36899999999997,1.6132,50.72,19
IUEWXNHSKRWHDY-PHIMTYICSA-N,323.4220000000001,1.2544999999999995,90.97999999999999,22
IVBHGBMCVLDMKU-GXNBUGAJSA-N,517.5640000000003,-0.24029999999999685,156.43,36
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,645.3190000000002,6.936200000000007,42.68,31
IYSYPCSSDZBWHN-UHFFFAOYSA-N,295.4069999999999,3.672200000000003,29.1,21
JAUOIFJMECXRGI-UHFFFAOYSA-N,310.8280000000001,4.018900000000002,24.92,22
JBIMVDZLSHOPLA-LSCVHKIXSA-N,337.4190000000001,3.589500000000002,49.769999999999996,25
JBKPUQTUERUYQE-UHFFFAOYSA-O,137.162,0.3191999999999999,36.47,10
JCCNYMKQOSZNPW-UHFFFAOYSA-N,382.89100000000025,4.887800000000005,42.43,27
JDUBGYFRJFOXQC-KRWDZBQOSA-N,428.9240000000002,2.1489000000000003,120.16,30
JEECQCWWSTZDCK-IQZGDKDPSA-N,556.6600000000003,1.3223000000000011,176.65999999999997,40
JFOZKMSJYSPYLN-QHCPKHFHSA-N,615.4910000000003,4.767300000000004,133.99,41
JGCMEBMXRHSZKX-UHFFFAOYSA-N,588.2820000000002,3.572700000000003,128.22000000000003,32
JGRXMPYUTJLTKT-UHFFFAOYSA-N,306.70500000000004,1.9219999999999993,99.52000000000001,21
JGWRKYUXBBNENE-UHFFFAOYSA-N,417.82200000000006,5.228000000000002,66.49000000000001,29
JIVPVXMEBJLZRO-UHFFFAOYSA-N,338.77200000000005,0.9242000000000001,109.49000000000001,22
JJVAPHYEOZSKJZ-JGCGQSQUSA-N,638.817,3.451520000000002,120.66999999999999,47
JKVNJTYHRABHIY-WXVUKLJWSA-N,391.46700000000016,3.7150000000000025,48.00000000000001,29
JOLJIIDDOBNFHW-UHFFFAOYSA-N,281.425,3.2161000000000017,38.25000000000001,19
JOOXLOJCABQBSG-UHFFFAOYSA-N,524.6910000000001,4.823620000000004,108.48000000000002,37
JQSHBVHOMNKWFT-DTORHVGOSA-N,211.26799999999994,1.8038999999999998,37.81,16
JURKNVYFZMSNLP-UHFFFAOYSA-N,275.39500000000004,4.553800000000004,3.24,21
JUZYLCPPVHEVSV-LJQANCHMSA-N,447.8900000000002,4.281000000000002,88.76,31
JVHXJTBJCFBINQ-ADAARDCZSA-N,408.87800000000004,1.8443999999999996,99.38000000000001,28
JVLBPIPGETUEET-WIXLDOGYSA-O,356.44200000000023,1.6699999999999997,66.76,26
JWHYSEDOYMYMNM-QGZVFWFLSA-N,444.4710000000002,5.053420000000005,64.99000000000001,30
JWJOTENAMICLJG-QWBYCMEYSA-N,528.537,6.576100000000006,58.2,37
JWNPDZNEKVCWMY-VQHVLOKHSA-N,557.054,5.932480000000005,112.39999999999999,40
JWUBBDSIWDLEOM-DTOXIADCSA-N,400.6470000000002,6.733900000000008,40.46,29
JYGXADMDTFJGBT-VWUMJDOOSA-N,362.4660000000002,1.7815999999999996,94.83,26
JYTNQNCOQXFQPK-MRXNPFEDSA-N,450.9300000000002,4.111320000000004,80.29,32
JZUFKLXOESDKRF-UHFFFAOYSA-N,297.74500000000006,-0.35129999999999967,118.35999999999999,17
KAQKFAOMNZTLHT-OZUDYXHBSA-N,352.471,3.4085000000000023,86.99000000000001,25
KBOPZPXVLCULAV-UHFFFAOYSA-N,153.137,0.6726000000000001,83.55,11
KDGFLJKFZUIJMX-UHFFFAOYSA-N,482.62800000000027,4.773280000000004,72.36,36
KDLRVYVGXIQJDK-AWPVFWJPSA-N,424.9910000000001,0.3895000000000004,102.26,27
KEDYTOTWMPBSLG-HILJTLORSA-N,388.4640000000002,1.9046999999999994,106.94000000000001,28
KEIPNCCJPRMIAX-HNNXBMFYSA-N,418.4570000000002,1.7849,108.39,31
KENSGCYKTRNIST-RVUAFKSESA-N,399.48700000000014,1.9924,96.19,29
KFQYTPMOWPVWEJ-INIZCTEOSA-N,315.482,4.265700000000003,23.47,22
KGFYHTZWPPHNLQ-AWEZNQCLSA-N,435.8890000000001,2.5199000000000007,88.18,29
