matrix,view,direction,model_a,model_b,queries,valid_correlations,minimum_candidates,maximum_candidates,median_spearman,mean_spearman,mean_kendall_tau_b,mean_top10_overlap,random_top10_overlap,top10_overlap_ratio_to_random
PARENT_720X384,ALL_SIX_COMMON,drug_to_target,Nesso-1,ProbeMatchDTI,719,719,118,144,-0.013669613869015664,-0.0060600396179334905,-0.004814450583032699,1.4071311164496143,0.8394388044937611,1.6762759940532062
PARENT_720X384,ALL_SIX_COMMON,drug_to_target,ProbeMatchDTI,DTBind_occurrence,719,719,118,144,0.37703587122357046,0.36698888983116734,0.2534032592689053,2.1486281451510933,0.8394388044937611,2.5596006923302324
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DTBind_occurrence,119,119,338,719,0.012904266189177734,0.032075097350101424,0.02082922076332159,0.3025210084033613,0.14039950320228986,2.15471566140433
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DTIAM_A,119,119,338,719,0.04134245448053778,0.04034764508635633,0.030648988625926032,0.7394957983193278,0.14039950320228986,5.267082727877251
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DrugCLIP,119,119,338,719,0.04478735734890607,0.044654747302293296,0.03195377396097615,0.35294117647058826,0.14039950320228986,2.513834938305052
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,Nesso-1,119,119,338,719,0.09503701419827586,0.08583914026839222,0.057871736788054455,0.6932773109243697,0.14039950320228986,4.937890057384923
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,ProbeMatchDTI,119,119,338,719,-0.06281745077248503,-0.049460517198482185,-0.034994559032170545,0.20702826585179526,0.14039950320228986,1.4745655157590238
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,DTBind_occurrence,119,119,338,719,-0.03987292359849083,-0.027689065814487913,-0.01866603405859435,0.20168067226890757,0.14039950320228986,1.4364771076028866
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,Nesso-1,119,119,338,719,-0.08844400956725196,-0.05478700592178057,-0.03757293487861298,0.7647058823529411,0.14039950320228986,5.446642366327612
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,ProbeMatchDTI,119,119,338,719,0.06776554362602723,0.07726459103105494,0.0526581688885498,0.48179271708683474,0.14039950320228986,3.431584201495785
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTBind_occurrence,119,119,338,719,0.1390685701861679,0.1117420647262573,0.07526651763704932,0.31932773109243695,0.14039950320228986,2.274422087037904
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTIAM_A,119,119,338,719,0.057976690500317875,0.06341078254337286,0.041852362682528836,0.37815126050420167,0.14039950320228986,2.6933945767554124
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,Nesso-1,119,119,338,719,0.06511936262450556,0.0814929891502542,0.05507221180484381,0.6554621848739496,0.14039950320228986,4.6685505997093815
