matrix,view,direction,model_a,model_b,family,queries,valid_correlations,minimum_candidates,maximum_candidates,median_spearman,mean_spearman,mean_kendall_tau_b,mean_top10_overlap,random_top10_overlap,top10_overlap_ratio_to_random
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DTIAM_A,kinase,25,25,719,719,0.17129852383952013,0.16507336521506003,0.12326461726303897,1.4,0.13908205841446453,10.066
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DTIAM_A,nuclear_epigenetic_transcription,18,18,719,719,0.09026669380460557,0.10893451853671421,0.07679641325771852,0.6111111111111112,0.13908205841446453,4.393888888888889
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DTIAM_A,transporter,1,1,719,719,-0.08184983239923904,-0.08184983239923904,-0.05467173314356732,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DrugCLIP,enzyme,64,64,719,719,0.03332912481212859,0.013908601115581558,0.009086372692114706,0.203125,0.13908205841446453,1.46046875
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DrugCLIP,ion_channel,11,11,338,719,0.07726340543307214,0.03616911263019006,0.024435995773611666,0.18181818181818182,0.15333441566457506,1.1857623810685534
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DrugCLIP,kinase,25,25,719,719,0.050738216479229,0.0627377073969991,0.04873255755567014,0.76,0.13908205841446453,5.4644
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DrugCLIP,nuclear_epigenetic_transcription,18,18,719,719,0.1557570372611649,0.13280340873972665,0.09378398242032371,0.4444444444444444,0.13908205841446453,3.1955555555555555
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,DrugCLIP,transporter,1,1,719,719,0.0670001764035346,0.0670001764035346,0.04574967309351266,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,Nesso-1,enzyme,64,64,719,719,0.16576649684992173,0.1490673666240793,0.10193905804813917,0.5,0.13908205841446453,3.595
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,Nesso-1,ion_channel,11,11,338,719,0.015090019490925732,0.04731550953525174,0.031363028815624396,0.45454545454545453,0.15333441566457506,2.9644059526713833
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,Nesso-1,kinase,25,25,719,719,-0.0588679482346405,-0.08673422167921226,-0.06441510061931888,0.56,0.13908205841446453,4.026400000000001
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,Nesso-1,nuclear_epigenetic_transcription,18,18,719,719,0.17160214365807736,0.12343414378053172,0.08680751496454904,1.75,0.13908205841446453,12.582500000000001
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,Nesso-1,transporter,1,1,719,719,0.1006165770405646,0.1006165770405646,0.0654858918467938,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,ProbeMatchDTI,enzyme,64,64,719,719,-0.04169545600467814,-0.04061267854488325,-0.02798321707525393,0.265625,0.13908205841446453,1.90984375
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,ProbeMatchDTI,ion_channel,11,11,338,719,-0.14659522895761934,-0.08365994701362679,-0.05549546353562776,0.0,0.15333441566457506,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,ProbeMatchDTI,kinase,25,25,719,719,-0.11830081359937261,-0.13695378659183105,-0.10074386817048941,0.08,0.13908205841446453,0.5752
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,ProbeMatchDTI,nuclear_epigenetic_transcription,18,18,719,719,0.1041966906196695,0.07413181153601221,0.052260443512452986,0.31313131313131315,0.13908205841446453,2.2514141414141418
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ConPLex,ProbeMatchDTI,transporter,1,1,719,719,-0.276858645449401,-0.276858645449401,-0.18506781208205592,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,DTBind_occurrence,enzyme,64,64,719,719,-0.049612034693391496,-0.04608901781764601,-0.031027594336896575,0.109375,0.13908205841446453,0.7864062500000001
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,DTBind_occurrence,ion_channel,11,11,338,719,-0.01839095741149724,-0.018914207882181292,-0.012213312933284308,0.2727272727272727,0.15333441566457506,1.77864357160283
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,DTBind_occurrence,kinase,25,25,719,719,-0.03476220608872637,-0.04912449177912212,-0.03236048482772229,0.24,0.13908205841446453,1.7256
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,DTBind_occurrence,nuclear_epigenetic_transcription,18,18,719,719,0.04589536641908602,0.05859963668982057,0.03808571935227877,0.4444444444444444,0.13908205841446453,3.1955555555555555
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,DTBind_occurrence,transporter,1,1,719,719,0.036073429170559376,0.036073429170559376,0.022323599206819793,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,Nesso-1,enzyme,64,64,719,719,-0.1325402900347064,-0.10799571508023449,-0.07417826998367016,0.671875,0.13908205841446453,4.83078125
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,Nesso-1,ion_channel,11,11,338,719,0.06428414957782781,0.06200135165343345,0.04151955648679551,0.36363636363636365,0.15333441566457506,2.3715247621371067
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,Nesso-1,kinase,25,25,719,719,-0.13156122715681765,-0.11348026739625826,-0.07636395336380325,0.76,0.13908205841446453,5.4644
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,Nesso-1,nuclear_epigenetic_transcription,18,18,719,719,0.1427482134527865,0.14751965002600526,0.09998194178477313,1.3888888888888888,0.13908205841446453,9.98611111111111
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,Nesso-1,transporter,1,1,719,719,-0.10828982330628617,-0.10828982330628617,-0.07106121098564026,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,ProbeMatchDTI,enzyme,64,64,719,719,0.03105627943544139,0.04382649219617895,0.030154383184589812,0.4895833333333333,0.13908205841446453,3.5201041666666666
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,ProbeMatchDTI,ion_channel,11,11,338,719,0.20187912694587756,0.1800363266770085,0.12074657948844582,0.36363636363636365,0.15333441566457506,2.3715247621371067
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,ProbeMatchDTI,kinase,25,25,719,719,0.010055604659988728,0.032948414335768804,0.022950429150117576,0.48,0.13908205841446453,3.4512
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,ProbeMatchDTI,nuclear_epigenetic_transcription,18,18,719,719,0.19376364048823547,0.17761448167410623,0.12039185010813395,0.4444444444444444,0.13908205841446453,3.1955555555555555
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DTIAM_A,ProbeMatchDTI,transporter,1,1,719,719,0.38842021016485884,0.38842021016485884,0.2674151688514248,2.0,0.13908205841446453,14.38
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTBind_occurrence,enzyme,64,64,719,719,0.12179512976125856,0.0984346236063434,0.06615596858872023,0.234375,0.13908205841446453,1.6851562500000001
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTBind_occurrence,ion_channel,11,11,338,719,0.03279439220979657,0.059183252447206416,0.03980672873246889,0.09090909090909091,0.15333441566457506,0.5928811905342767
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTBind_occurrence,kinase,25,25,719,719,0.13442957959136653,0.12174573683722477,0.08170757963967569,0.56,0.13908205841446453,4.026400000000001
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTBind_occurrence,nuclear_epigenetic_transcription,18,18,719,719,0.23007368944250123,0.1939270470716046,0.13169718724927895,0.4444444444444444,0.13908205841446453,3.1955555555555555
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTBind_occurrence,transporter,1,1,719,719,-0.1878562535201316,-0.1878562535201316,-0.12837926840529582,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTIAM_A,enzyme,64,64,719,719,0.04492459039050901,0.04796072729753378,0.031493289832828474,0.40625,0.13908205841446453,2.9209375
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTIAM_A,ion_channel,11,11,338,719,0.054949944377260855,0.005066870219987237,0.002673390431722317,0.2727272727272727,0.15333441566457506,1.77864357160283
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTIAM_A,kinase,25,25,719,719,0.060554228653878606,0.08136701985242432,0.05436790895233273,0.48,0.13908205841446453,3.4512
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTIAM_A,nuclear_epigenetic_transcription,18,18,719,719,0.10963726157830639,0.13343985028352495,0.08819178496384181,0.2222222222222222,0.13908205841446453,1.5977777777777777
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,DTIAM_A,transporter,1,1,719,719,-0.015431798214708312,-0.015431798214708312,-0.0111965379865064,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,Nesso-1,enzyme,64,64,719,719,0.06020424206735085,0.07266735389894635,0.04945718509224188,0.625,0.13908205841446453,4.49375
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,Nesso-1,ion_channel,11,11,338,719,0.02275492888993922,0.04085272617876633,0.02731699647756476,0.09090909090909091,0.15333441566457506,0.5928811905342767
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,Nesso-1,kinase,25,25,719,719,-0.01362016263690285,0.010913658064757742,0.0072184750562720576,0.84,0.13908205841446453,6.0396
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,Nesso-1,nuclear_epigenetic_transcription,18,18,719,719,0.25656988389166324,0.24490938394238596,0.1646346739190793,0.8888888888888888,0.13908205841446453,6.391111111111111
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,Nesso-1,transporter,1,1,719,719,-0.08363529120063846,-0.08363529120063846,-0.05603960933050778,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,ProbeMatchDTI,enzyme,64,64,719,719,0.07872189697009832,0.07811638233354606,0.05224157746814182,0.28125,0.13908205841446453,2.0221875000000002
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,ProbeMatchDTI,ion_channel,11,11,338,719,0.0767847249933171,0.059016290642709836,0.03970248570474987,0.36363636363636365,0.15333441566457506,2.3715247621371067
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,ProbeMatchDTI,kinase,25,25,719,719,0.08254432998477461,0.09791943553431275,0.0649509853559373,0.32,0.13908205841446453,2.3008
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,ProbeMatchDTI,nuclear_epigenetic_transcription,18,18,719,719,0.12799255233809986,0.10562499818071037,0.0711027104744708,0.4393939393939394,0.13908205841446453,3.159242424242424
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,DrugCLIP,ProbeMatchDTI,transporter,1,1,719,719,0.10524079146343512,0.10524079146343512,0.07125727856315449,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,DTBind_occurrence,enzyme,64,64,719,719,0.22797208292358145,0.23463119863397153,0.15977269756921406,0.78125,0.13908205841446453,5.6171875
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,DTBind_occurrence,ion_channel,11,11,338,719,0.12888442895034646,0.1714328467717622,0.11435931810436316,0.36363636363636365,0.15333441566457506,2.3715247621371067
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,DTBind_occurrence,kinase,25,25,719,719,0.3784220729694318,0.3546638198770816,0.23825630345306778,1.04,0.13908205841446453,7.477600000000001
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,DTBind_occurrence,nuclear_epigenetic_transcription,18,18,719,719,0.2963171243485193,0.21442328073045291,0.1439917154293224,0.8333333333333334,0.13908205841446453,5.991666666666667
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,DTBind_occurrence,transporter,1,1,719,719,0.19275528044124426,0.19275528044124426,0.130742528619776,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,ProbeMatchDTI,enzyme,64,64,719,719,0.04848406915825187,0.034841695131954446,0.02330614524272148,0.4947916666666667,0.13908205841446453,3.557552083333334
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,ProbeMatchDTI,ion_channel,11,11,338,719,0.0739123963825751,0.026048717927685202,0.016973795785327962,0.36363636363636365,0.15333441566457506,2.3715247621371067
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,ProbeMatchDTI,kinase,25,25,719,719,0.10991815208112991,0.10323355438672972,0.0689789329332229,0.4,0.13908205841446453,2.8760000000000003
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,ProbeMatchDTI,nuclear_epigenetic_transcription,18,18,719,719,0.1296518589740302,0.11345727608718009,0.0769673167732025,0.25757575757575757,0.13908205841446453,1.851969696969697
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,Nesso-1,ProbeMatchDTI,transporter,1,1,719,719,-0.3176118306272382,-0.3176118306272382,-0.21320620949089766,0.0,0.13908205841446453,0.0
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ProbeMatchDTI,DTBind_occurrence,enzyme,64,64,719,719,0.15564981260322114,0.1776788779122978,0.12075732278301748,0.546875,0.13908205841446453,3.93203125
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ProbeMatchDTI,DTBind_occurrence,ion_channel,11,11,338,719,0.042876686775626394,0.11032112350231701,0.07442377467127062,0.18181818181818182,0.15333441566457506,1.1857623810685534
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ProbeMatchDTI,DTBind_occurrence,kinase,25,25,719,719,0.3273142244325771,0.3254863450139329,0.21892605428073683,0.96,0.13908205841446453,6.9024
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ProbeMatchDTI,DTBind_occurrence,nuclear_epigenetic_transcription,18,18,719,719,0.23134474415917688,0.23130375215917917,0.15690640253858673,0.10606060606060606,0.13908205841446453,0.7625757575757577
PARENT_720X384,ALL_SIX_COMMON,target_to_drug,ProbeMatchDTI,DTBind_occurrence,transporter,1,1,719,719,0.09556550491656565,0.09556550491656565,0.06611317304935188,0.0,0.13908205841446453,0.0
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,ConPLex,DTBind_occurrence,ALL_SELECTED_FAMILIES,720,720,303,303,0.052475410128179995,0.03947573303101055,0.026230708069091637,0.6527777777777778,0.33003300330033003,1.9779166666666668
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,ConPLex,DTIAM_A,ALL_SELECTED_FAMILIES,720,720,384,384,0.13882396689104182,0.13245300914450173,0.09528173358052544,0.9666666666666667,0.2604166666666667,3.7119999999999997
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,ConPLex,DrugCLIP,ALL_SELECTED_FAMILIES,720,720,382,382,0.06361652814034352,0.06564387406409022,0.0458039084589987,0.5993055555555555,0.2617801047120419,2.289347222222222
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,ConPLex,Nesso-1,ALL_SELECTED_FAMILIES,719,719,142,177,0.18254702911390733,0.15881805262243828,0.11075762595963688,1.3684774856623203,0.6980371610518178,1.960465089853194
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,ConPLex,ProbeMatchDTI,ALL_SELECTED_FAMILIES,720,720,384,384,-0.003426515390291147,-0.0008249786299069704,-0.0009364047678304495,0.5707005016380016,0.2604166666666667,2.191489926289926
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,DTIAM_A,DTBind_occurrence,ALL_SELECTED_FAMILIES,720,720,303,303,0.07820863342869665,0.06649112244716356,0.0451129303629761,0.8569444444444444,0.33003300330033003,2.5965416666666665
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,DTIAM_A,Nesso-1,ALL_SELECTED_FAMILIES,719,719,142,177,0.05315341935060245,0.03515839952519468,0.024041191590244756,1.3087621696801113,0.6980371610518178,1.8749176157155294
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,DTIAM_A,ProbeMatchDTI,ALL_SELECTED_FAMILIES,720,720,384,384,0.13261016072700146,0.12107455061324239,0.08101888327651711,0.6867482254982255,0.2604166666666667,2.6371131859131856
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,DrugCLIP,DTBind_occurrence,ALL_SELECTED_FAMILIES,720,720,303,303,0.09657800696416799,0.10082894137268254,0.06760358027033797,0.8888888888888888,0.33003300330033003,2.6933333333333334
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,DrugCLIP,DTIAM_A,ALL_SELECTED_FAMILIES,720,720,382,382,0.06529234219596486,0.06159797272418885,0.04136202046378264,0.8166666666666667,0.2617801047120419,3.119666666666667
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,DrugCLIP,Nesso-1,ALL_SELECTED_FAMILIES,719,719,141,176,0.11360440578300932,0.1167109777727914,0.07891056735743375,1.4645340751043114,0.7029463538877272,2.0834222512209277
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,DrugCLIP,ProbeMatchDTI,ALL_SELECTED_FAMILIES,720,720,382,382,0.044920628547803654,0.04892327648776661,0.03258003137319955,0.5779088950963951,0.2617801047120419,2.207611979268229
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,Nesso-1,DTBind_occurrence,ALL_SELECTED_FAMILIES,719,719,118,144,0.04138299387551631,0.05580478692173984,0.03696195613243866,1.812239221140473,0.8394388044937611,2.158869963407728
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,Nesso-1,ProbeMatchDTI,ALL_SELECTED_FAMILIES,719,719,142,177,-0.029211398929708785,-0.017375851318167955,-0.012616973789101517,1.252208153459892,0.6980371610518178,1.7938989832189407
PARENT_720X384,PAIRWISE_COMMON,drug_to_target,ProbeMatchDTI,DTBind_occurrence,ALL_SELECTED_FAMILIES,720,720,303,303,0.33991343104334826,0.3285228907312209,0.22474463992561503,1.5936731876248005,0.33003300330033003,4.828829758503145
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTBind_occurrence,enzyme,135,135,720,720,0.06490440389563552,0.0616263487485892,0.0434912944427407,0.2,0.1388888888888889,1.44
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTBind_occurrence,excluded_or_review,2,2,720,720,0.21287746701242258,0.21287746701242258,0.15458248968283977,0.0,0.1388888888888889,0.0
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTBind_occurrence,ion_channel,38,38,720,720,0.2560373715493637,0.2463033120432149,0.16940431934213762,0.13157894736842105,0.1388888888888889,0.9473684210526315
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTBind_occurrence,kinase,83,83,720,720,-0.07234394617598165,-0.036647983746865315,-0.028399399530490477,0.8192771084337349,0.1388888888888889,5.8987951807228916
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTBind_occurrence,nuclear_epigenetic_transcription,28,28,720,720,0.24199773066995547,0.17746883328681706,0.12606472902890342,0.42857142857142855,0.1388888888888889,3.0857142857142854
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTBind_occurrence,transporter,17,17,720,720,0.19762134881413915,0.18799807766884935,0.12696379026428684,0.058823529411764705,0.1388888888888889,0.4235294117647059
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTIAM_A,enzyme,170,170,720,720,0.014461067165905629,0.011840006385342553,0.009333303354290626,0.7352941176470589,0.1388888888888889,5.294117647058823
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTIAM_A,excluded_or_review,2,2,720,720,-0.0072083397139661946,-0.0072083397139661946,-0.003602582981159291,1.5,0.1388888888888889,10.799999999999999
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTIAM_A,ion_channel,48,48,720,720,0.007216800012462607,0.003929511821654432,0.003139840298761458,0.3333333333333333,0.1388888888888889,2.4
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTIAM_A,kinase,108,108,720,720,0.1425046668372706,0.131626055761784,0.09776634017813694,1.9907407407407407,0.1388888888888889,14.333333333333332
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTIAM_A,nuclear_epigenetic_transcription,34,34,720,720,0.1083415242226898,0.12172811998575644,0.08546173571369203,0.9117647058823529,0.1388888888888889,6.564705882352941
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DTIAM_A,transporter,22,22,720,720,0.0027099609802906112,0.012277441302407403,0.007123373891271273,0.8181818181818182,0.1388888888888889,5.890909090909091
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DrugCLIP,enzyme,169,169,720,720,0.03582212286074333,0.02577200704709254,0.017446472059667553,0.1301775147928994,0.1388888888888889,0.9372781065088757
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DrugCLIP,excluded_or_review,2,2,720,720,0.020313052274891486,0.020313052274891486,0.014076885583572018,0.0,0.1388888888888889,0.0
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DrugCLIP,ion_channel,47,47,720,720,0.09402434244053022,0.07014023418207994,0.047244928031300974,0.10638297872340426,0.1388888888888889,0.7659574468085106
PARENT_720X384,PAIRWISE_COMMON,target_to_drug,ConPLex,DrugCLIP,kinase,108,108,720,720,0.047926406788266984,0.05026065250413545,0.03805810689999803,0.7037037037037037,0.1388888888888889,5.066666666666666
