pair_id,biomaster,drugclip,dtiam,conplex
GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3045,-11.084318,0.13479738,0.19527528,0.13504903
GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,-4.98721,0.007205116,0.27028358,0.073191844
GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL4895,-13.157469,0.12055246,0.18002725,0.09069131
GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL3522,-15.462998,0.47458366,0.3602007,0.03767682
GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL4005,-11.701578,-0.10373652,0.8683978,0.0
GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL5145,3.3419635,0.0047796518,0.8946558,0.0
GYQYAJJFPNQOOW-UHFFFAOYSA-N__CHEMBL1974,1.3062286,0.52941793,0.94950974,0.15908167
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL2041,-14.1013565,0.027151322,0.6164067,0.0
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL206,6.1421046,0.27385062,0.92700565,0.24801642
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,-16.14761,0.13475946,0.8712044,0.02684907
HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL3116,-13.846118,0.33655038,0.8972751,0.0
HEFNNWSXXWATRW-UHFFFAOYSA-N__CHEMBL1641348,-13.752524,0.06136552,0.09238571,0.3132155
HEFNNWSXXWATRW-UHFFFAOYSA-N__CHEMBL202,-4.885308,-0.004578802,0.07761046,0.088762365
HEFNNWSXXWATRW-UHFFFAOYSA-N__CHEMBL3729,-8.64705,0.0275231,0.28765526,0.09378308
HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL3310,-17.035069,-0.100205876,0.7584632,0.0
HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,-1.9371136,0.3593366,0.7692766,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1163124,-5.2935886,0.15921707,0.89427733,0.0380772
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1824,-6.5127487,0.26741514,0.9180506,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1844,1.3754976,0.32240465,0.9554688,0.57472694
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1868,0.6478373,0.44442785,0.94943523,0.6052362
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1908389,-10.324067,0.16328359,0.88453794,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1991,-16.637194,0.10758228,0.9153461,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2527,-15.327559,0.32568637,0.9360021,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2534,-15.753165,0.48060247,0.9310566,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2742,-4.750379,-0.08140059,0.87564814,0.17458196
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL279,1.2357869,0.40488565,0.9229339,0.65518117
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2842,-16.977009,0.019167649,0.73391914,0.00095897267
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2872,-4.942687,0.07539993,0.9225857,0.009359033
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2873,-9.150521,-0.009550188,0.8676341,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2959,-7.9191666,0.104490496,0.9382991,0.269186
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2971,-6.436088,0.22784822,0.9088247,0.052714787
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3009,-5.7739444,0.4535799,0.9310986,0.09433652
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3024,-14.939007,0.26754498,0.9290772,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3130,-16.429039,0.28521553,0.9327754,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3145,-16.894882,-0.032092456,0.90884656,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3267,-16.608686,-0.06912649,0.8867632,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3629,-8.917448,-0.20865597,0.7274418,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3905,-3.7770326,0.063488044,0.96879023,0.3709376
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3935,-13.916539,0.25722104,0.90545946,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3961,0.07751256,0.13020301,0.94812715,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3972,-16.350239,0.1406849,0.9113594,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3973,-4.725527,0.2195006,0.849397,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3983,-16.480545,0.015766468,0.81089085,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,-16.838047,0.14717412,0.88278604,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4128,0.7055291,0.43166438,0.9565435,0.68393195
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4142,-4.1844654,0.30947456,0.87146723,0.009731144
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4225,-15.8464,0.056546565,0.89707404,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4895,-3.9539602,0.24104623,0.86933887,0.17372388
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4898,-7.2881503,0.43833402,0.9403676,0.18245488
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL5311,-14.368888,0.18103053,0.92605776,0.0
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL5568,-1.301563,-0.02333381,0.9369184,0.049517643
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL5608,-6.738416,0.25871968,0.9484337,0.25700945
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL5838,-10.896462,0.10436214,0.9261782,0.0
HMABYWSNWIZPAG-UHFFFAOYSA-N__CHEMBL3145,-6.99045,0.048208285,0.5490756,0.40624505
HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL2023,-16.268131,-0.07052663,0.76045936,0.30984002
HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL220,-7.7022433,0.025110489,0.6317562,0.010002326
HPHUVLMMVZITSG-LURJTMIESA-N__CHEMBL3535,-8.702265,-0.05359367,0.16675016,0.019088436
HPJKCIUCZWXJDR-UHFFFAOYSA-N__CHEMBL1978,3.0059164,0.1275766,0.84376144,0.0026032752
HSUGRBWQSSZJOP-RTWAWAEBSA-N__CHEMBL286,-6.26473,-0.12765488,0.44241217,0.033681132
HSUGRBWQSSZJOP-RTWAWAEBSA-N__CHEMBL4393,-6.9382806,-0.40628767,0.47831628,0.061659977
HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL202,-7.4624004,-0.030245962,0.60432005,0.06535797
HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL2326,-6.618586,0.13954167,0.6947765,0.054952204
HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,-3.9072237,0.015165732,0.407508,0.055580772
HTIQEAQVCYTUBX-UHFFFAOYSA-N__CHEMBL3242,-2.1670465,0.21064936,0.5278698,0.081061915
HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL3717,-7.718968,0.054884315,0.88905686,0.054556843
HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL2326,-16.647167,-0.2751254,0.8151169,0.0018451781
HYAFETHFCAUJAY-UHFFFAOYSA-N__CHEMBL235,-8.682737,-0.033168446,0.29257557,0.2402901
HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL283,-10.443169,0.037882477,0.10032506,0.18970823
HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,-9.319039,0.25145283,0.5516085,0.18663144
HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL402,-5.877032,0.089605294,0.4212981,0.02790367
HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,-9.805005,0.052125778,0.2551903,0.16414188
IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902,-5.9561415,-0.030291691,0.2877601,0.042595398
IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,-5.5006423,-0.12593186,0.49178705,0.33960897
IFSDAJWBUCMOAH-HNNXBMFYSA-N__CHEMBL3310,-9.95689,-0.3588283,0.8027222,0.0031033393
IMOZEMNVLZVGJZ-QGZVFWFLSA-N__CHEMBL2148,-14.876377,0.31946638,0.46211484,0.0
INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL1947,-11.495916,0.022714289,0.11863269,0.0
INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2850,-14.180278,0.1291401,0.5543601,0.0
INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2973,-4.9573607,-0.05812509,0.15003051,0.0
IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1902,-7.498947,0.097450666,0.19212991,0.008045377
IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1944,-5.166947,0.22288595,0.9081011,0.0
IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL261,-4.106228,0.06678636,0.29483318,0.010430242
IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,-5.605456,0.20371266,0.7455873,0.0
IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL2326,-4.0063295,-0.045682926,0.407094,0.0009539507
IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL3729,-5.436629,-0.20068033,0.14895324,0.033230126
IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL4302,-10.856107,0.03785847,0.10951943,0.0
IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1944,-3.317969,0.43437243,0.9288878,0.0098865405
IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL261,-2.2162502,0.28637353,0.58197445,0.05000513
JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,-4.7360063,0.15755601,0.1596794,0.2570361
JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,-4.2754927,0.21801083,0.8623251,0.0062833736
JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL1981,-10.740796,0.31971484,0.68009067,0.0
JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL2695,-10.474756,0.3055502,0.8875417,0.0
JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL3729,-5.5446696,-0.23592395,0.26091805,0.080197245
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1163124,-2.5756228,0.007041274,0.8186721,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1824,-10.667683,0.38813233,0.90937513,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1844,1.5281478,0.17257625,0.93604964,0.37499952
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1936,0.057864614,0.24754971,0.90758204,0.41499472
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1991,-11.051722,0.4287269,0.8249065,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2185,-3.7720792,0.28956166,0.9121214,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2276,-11.772816,0.059654135,0.542942,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2527,-15.155018,0.34460196,0.7738429,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2534,-12.463756,0.3249313,0.49282956,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2742,-4.0114617,0.15118735,0.6419172,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2815,-4.0171556,0.44249395,0.70358586,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2842,-15.666694,0.17475705,0.35196906,0.012629767
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2959,-4.2126536,0.52192986,0.9000325,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3130,-10.425878,0.50981486,0.8257643,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3145,-14.998701,-0.19853765,0.8460603,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3629,-7.959075,-0.17441677,0.7614416,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3788,0.2663334,0.403514,0.9275197,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3935,-6.4331017,0.3347901,0.8982151,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3983,-12.716337,0.15817225,0.8462832,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,-12.401961,0.54167074,0.8079927,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4142,-3.175568,0.21617197,0.6738919,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4179,-11.30212,0.0041876375,0.7621356,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4247,-1.1135656,0.57063067,0.91447055,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4895,-5.2291307,0.42080608,0.7533308,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5331,-3.7270975,0.24388476,0.8416482,0.43765047
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5491,-8.907116,0.4574348,0.72583735,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5568,1.374427,0.35103354,0.9605513,0.054915927
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5838,-12.041517,0.27960864,0.92772317,0.0
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5903,-4.1197677,0.3300132,0.6834633,0.0
JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,-11.589874,-0.19118036,0.49692088,0.0
JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL3535,-9.210936,-0.049750816,0.7028761,0.0
JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL4245,-8.644865,0.045883317,0.14994954,0.012488523
JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL5608,-11.920175,0.08332708,0.3167907,0.0
JURKNVYFZMSNLP-UHFFFAOYSA-N__CHEMBL2039,-11.350856,0.026400065,0.34354362,0.044579104
JUZYLCPPVHEVSV-LJQANCHMSA-N__CHEMBL1824,-13.680544,-0.16412593,0.24510194,0.0
JUZYLCPPVHEVSV-LJQANCHMSA-N__CHEMBL2276,-14.974737,0.20380604,0.67343396,0.0
JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL1902,-13.593315,-0.03801601,0.56944966,0.086304635
JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,-5.1446137,-0.0979315,0.18197846,0.013783896
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL205,6.5285044,-0.18159866,0.85428315,0.24620888
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL3242,5.0378156,-0.07536768,0.89327586,0.22386126
JZUFKLXOESDKRF-UHFFFAOYSA-N__CHEMBL3729,5.010019,-0.14788479,0.91442955,0.19348423
KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL1929,-7.482834,-0.20704591,0.112915255,0.020218473
KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL230,-5.603222,-0.08050829,0.13760723,0.008460583
KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,-11.9365635,-0.26985028,0.7182589,0.0
KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,-6.955554,-0.035061333,0.22068277,0.00712098
KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL286,-4.208137,-0.07320947,0.91256964,0.011545943
KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL2971,-13.650527,0.10824424,0.5242287,0.0
KSMAGQUYOIHWFS-UHFFFAOYSA-N__CHEMBL2850,-14.50203,0.18209825,0.35877258,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1163124,-3.4687004,0.15445693,0.7555765,0.02542451
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1824,-5.987312,0.2513303,0.85313934,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1868,1.316415,0.24876364,0.9214869,0.74334884
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1908389,-6.157578,0.20985042,0.7809023,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,-1.1397632,0.3349217,0.8963421,0.8267387
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1991,-14.999755,0.16569924,0.7717813,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2007,1.9539593,0.39504626,0.9423376,0.835314
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,-6.533999,0.24153626,0.67394185,0.56716454
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL205,3.7351186,-0.010819621,0.4259837,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2527,-11.589642,0.30516326,0.5741724,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2534,-13.7713995,0.3932918,0.5190455,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2842,-15.89238,0.08375462,0.28796062,0.0049641975
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2872,-4.5476365,0.029016942,0.79357916,0.006249116
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2873,-7.1637893,-0.057572167,0.67347115,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2959,-6.9606853,0.1819158,0.83853334,0.17973806
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3009,-5.2190785,0.27529725,0.8860313,0.16096322
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3130,-11.815267,0.30640677,0.50163466,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3145,-14.281555,-0.121285655,0.4772109,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3267,-14.72982,-0.0032436252,0.47496527,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3629,-8.973033,-0.25927347,0.5605552,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3973,-5.194514,0.14188302,0.6359918,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,-13.594383,0.23278058,0.47449163,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4247,-9.047976,0.23014474,0.8104168,0.02190835
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4895,-4.252519,0.0871428,0.56988215,0.11599709
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4898,-6.1680994,0.3345069,0.90996003,0.07143147
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5311,-10.330667,0.2663114,0.63239473,0.0
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5331,-4.233078,0.32992694,0.7474947,0.5070339
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5568,0.34047997,-0.038759597,0.91910857,0.0762233
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5608,-5.469326,0.35467327,0.9065851,0.10061973
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5838,-8.482362,0.09713921,0.84557354,0.0
KVWDHTXUZHCGIO-UHFFFAOYSA-N__CHEMBL2292,-15.246879,0.06850136,0.30695277,0.0
KWTWDQCKEHXFFR-SMDDNHRTSA-N__CHEMBL206,-1.3104231,0.08478543,0.089280404,0.0017000462
KYYIDSXMWOZKMP-UHFFFAOYSA-N__CHEMBL222,5.967055,0.32333675,0.2513736,0.47380444
KYYIDSXMWOZKMP-UHFFFAOYSA-N__CHEMBL238,5.691948,0.041063193,0.19336307,0.26239133
LCQLHJZYVOQKHU-VKHMYHEASA-N__CHEMBL4393,-4.467238,0.06762969,0.22106959,0.13041545
LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,-6.917707,0.12184308,0.0835506,0.032828003
LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL1902,-6.683799,0.021323537,0.11953318,0.06671846
LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL2252,-4.5680017,0.030832851,0.54171616,0.24240631
LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL4393,-4.783712,-0.35067952,0.27275267,0.12217174
LIOLIMKSCNQPLV-UHFFFAOYSA-N__CHEMBL2189110,-14.309475,0.123987794,0.5208297,0.0025360673
LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,-14.396056,0.16295189,0.65637916,0.10637912
LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL1871,3.5158153,0.28704026,0.8416634,0.17319338
LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL208,0.09743175,-0.044515025,0.8669562,0.09089144
LOUPRKONTZGTKE-LHHVKLHASA-N__CHEMBL5311,-13.398493,-0.28616896,0.46487126,0.0
LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,-15.617821,0.06438905,0.92965543,0.0
LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,-8.111646,0.49674463,0.6949513,0.35079417
LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1994,-9.004519,0.4486766,0.83664346,0.17405775
LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL5705,-16.067625,0.07823997,0.80184,0.2931325
LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,-3.072031,0.10714567,0.29390883,0.0401529
MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL2243,-6.339562,-0.12868412,0.4638504,0.014656388
MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL2326,4.079361,0.3196392,0.90930414,0.5293678
MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL3242,5.2598114,0.41819158,0.7864149,0.48636162
MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL3729,3.5193596,0.326511,0.8654972,0.38900492
MEZLKOACVSPNER-GFCCVEGCSA-N__CHEMBL1808,-8.225708,0.052000415,0.0921717,0.10451156
MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,-15.700468,0.06078032,0.81407,0.120147236
MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,-5.8438373,-0.03059872,0.7607639,0.121427625
MKXZASYAUGDDCJ-NJAFHUGGSA-N__CHEMBL2252,-10.863545,-0.2121089,0.75114644,0.37274912
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1163124,-5.2389855,0.10041227,0.7866649,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1824,-5.2388353,-0.13959955,0.5173643,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1908389,-9.705242,-0.051443953,0.6729119,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1991,-16.861115,-0.17276597,0.7138659,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,-4.550747,-0.10840397,0.394461,0.78717625
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL205,-14.952071,-0.1371503,0.6929867,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2527,-13.975026,-0.03019684,0.6967945,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2534,-15.995249,0.14220692,0.6783944,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL261,-12.696708,0.012145313,0.42559657,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL279,2.067814,0.16378035,0.7821761,0.67340356
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2815,-1.8115141,-0.22397326,0.84932,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2842,-17.351301,-0.23899655,0.5240617,0.0064350935
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2872,-1.6557552,-0.11010515,0.8153397,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2873,-8.745564,0.07692858,0.7552503,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2959,-8.1909,-0.2980546,0.8329055,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3009,-2.505846,0.18950056,0.5164412,0.25781697
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3024,-14.616652,-0.15250924,0.648675,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3130,-14.378308,-0.1499999,0.75411093,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3145,-17.002176,0.17545103,0.8171856,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3242,-11.309063,-0.107276626,0.7837537,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3267,-17.13314,-0.21982335,0.8221576,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3385,-4.6214666,-0.15194453,0.7498822,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3629,-5.4452276,-0.056663144,0.64654076,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3650,-2.098058,-0.29409656,0.6963146,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3717,-4.55882,-0.17193301,0.8330374,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3935,-6.6376805,-0.047552362,0.8049142,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3973,-2.9723203,0.22161283,0.8067134,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,-16.74607,-0.29248974,0.7807373,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4040,-3.9137654,-0.3496895,0.7288557,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4179,-4.285883,-0.022916034,0.7346677,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4247,-4.3221645,-0.20787822,0.69939506,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5147,-3.184986,0.09763246,0.85187495,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5311,-15.898139,-0.14719124,0.66265804,0.0
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5568,1.3691463,-0.37666205,0.80917746,0.091524124
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5838,-10.470596,-0.25943244,0.5719047,0.0
MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL220,-14.9559765,-0.06687537,0.75253826,0.0
