target_id,labeled_pair_tasks,unique_molecules,positive,accessions,chembl_ids,names,identity_tier
SEQ:2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,1899,1856,1442,P50750,CHEMBL3116,Cyclin-dependent kinase 9,ChEMBL37_human_single_protein
SEQ:272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,3905,3871,3044,P27487,CHEMBL284,Dipeptidyl peptidase 4,ChEMBL37_human_single_protein
SEQ:272bffa085d520b00ca3107385601d58e4d2f63833e59a3dde1b56ba09dba46c,2,2,2,Q9UHI6,CHEMBL6067394,Probable ATP-dependent RNA helicase DDX20,ChEMBL37_human_single_protein
SEQ:272fc149643cdf85e7bdf8be908a732f796d89ed1c62fc229e576e042c290983,1,1,0,P06744,CHEMBL4295702,Glucose-6-phosphate isomerase,ChEMBL37_human_single_protein
SEQ:278a5963c200f6209026c98eb46457af9f5d4343e027b5dd8ce80af95dd16f60,2,2,1,Q7Z2W4,CHEMBL4295879,Zinc finger CCCH-type antiviral protein 1,ChEMBL37_human_single_protein
SEQ:278a94be80e6e14f3423c64e931ec138805c757d7dfeca3aa77a8bfb7afed504,168,167,12,Q9NRP7,CHEMBL4312,Serine/threonine-protein kinase 36,ChEMBL37_human_single_protein
SEQ:279121f712b917ec13d694591cc310b04642e80789b49345b2d2d1b54180e5e7,2,2,0,O95466,CHEMBL5724681,Formin-like protein 1,ChEMBL37_human_single_protein
SEQ:27a899d273c566bc52c684a9ff2f2683f310ad0a5bbf5af920ca89bf461f24bf,1,1,1,Q15629,CHEMBL6067446,Translocating chain-associated membrane protein 1,ChEMBL37_human_single_protein
SEQ:27dabd130ff4185fd9fdd580c81938124c8ce1cc53246c31cdaf0068d89b0ff0,1,1,1,P56589,CHEMBL6067260,Peroxisomal biogenesis factor 3,ChEMBL37_human_single_protein
SEQ:27de9ad3831d4b8712fea8c5edcf7f89de9b16d915e147994419b6874c948f88,1,1,1,P31483,CHEMBL6066919,Cytotoxic granule associated RNA binding protein TIA1,ChEMBL37_human_single_protein
SEQ:27e97812a5f05c1d45cf14a0144b958e402da37460e555dc0a01191f94a40572,2,2,2,Q13618,CHEMBL6067538,Cullin-3,ChEMBL37_human_single_protein
SEQ:283151bd34bf53c13e9b5b239f0f24221c196d5d368d3ca5bed53a9590828461,4,4,1,Q9Y6T7,CHEMBL4105755,Diacylglycerol kinase beta,ChEMBL37_human_single_protein
SEQ:286577ef648e38deac079e8fb5c698fd31a1616b9e74448a94d832dba8170e74,99,98,4,Q8NB78,CHEMBL1938208,Lysine-specific histone demethylase 2,ChEMBL37_human_single_protein
SEQ:287332153da38b59cc1be9554cc3a29f14d3b9e2a33150b4d54137773b22d1f7,8973,8892,2263,Q12809,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,ChEMBL37_human_single_protein
SEQ:28788d540965503ac4ba2957cf738ab146ac26405f42f0d7b99d0d273a39a065,4,4,0,P20916,CHEMBL5807,Myelin-associated glycoprotein,ChEMBL37_human_single_protein
SEQ:2885cb401f8bf2c8df236c19f51601bb612ee4242f830edc547326a2efd2fca1,1,1,0,P53007,CHEMBL5465271,"Tricarboxylate transport protein, mitochondrial",ChEMBL37_human_single_protein
SEQ:288e04178b8f501b20faf205f82f910bb34908fe460fbbc2f0f5be5b1b993ee3,3,3,3,Q8NFV4,CHEMBL2189134,sn-1-specific diacylglycerol lipase ABHD11,ChEMBL37_human_single_protein
SEQ:2898de6836326a5e8b9a13d96336a5a89496c3a70deea8b99a0799c73120a29b,447,441,68,Q13131,CHEMBL4045,5'-AMP-activated protein kinase catalytic subunit alpha-1,ChEMBL37_human_single_protein
SEQ:28a4913b013a8938d62a37b3341d624ae61c3638fcecfb29b6fd2254afdab1dc,244,244,2,P49411,CHEMBL4105970,"Elongation factor Tu, mitochondrial",ChEMBL37_human_single_protein
SEQ:28bd3ea820ac63f2f744f71a28ee053057ab569b0a13a8fbe1e26a66b6f4f2f4,1,1,1,O60942,CHEMBL5724645,mRNA-capping enzyme,ChEMBL37_human_single_protein
SEQ:28bfe07b3066c74f288a114a3494c938f1cab433288b7f7293bb440ad08f131e,1774,1616,1697,Q01064,CHEMBL4425,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",ChEMBL37_human_single_protein
SEQ:28c4b47188b00dcb27a2e15cefeba7b90b3c817d360347bbcb71a2a995cb6958,1,1,0,Q96D96,CHEMBL6067294,Voltage-gated hydrogen channel 1,ChEMBL37_human_single_protein
SEQ:28cfa6713dc37816c8eb4a16b1a001fd9b508e0c5189d8e4b944e4dd2d11b5c0,243,243,3,Q9NSD9,CHEMBL4105969,Phenylalanine--tRNA ligase beta subunit,ChEMBL37_human_single_protein
SEQ:28def8c4f0d37f13a05ebcbe0294b420c9665c840d267b2c0cd8521afd8e064b,3,3,2,O00410,CHEMBL4295647,Importin-5,ChEMBL37_human_single_protein
SEQ:28e31eb6b67dddc9e5ce3831d7a1f1a9384e874062285b76ef0233b8738752e4,1,1,1,P16930,CHEMBL6066391,Fumarylacetoacetase,ChEMBL37_human_single_protein
SEQ:28ea52e4a2c9c8a43fc8f2ae203a75cf1c7e0bc0aec5158bcfa6c333d613342d,27,27,2,P14151,CHEMBL3161,L-selectin,ChEMBL37_human_single_protein
SEQ:28f613cf38a62728195d4b1161be16d545c7e12ae72bf1cdfa122e4e08cfd8b4,64,64,46,O60235,CHEMBL1795138,Transmembrane protease serine 11D,ChEMBL37_human_single_protein
SEQ:2917b19c94234cc04ff950f3e4a0ab48919dd4bce7397b52daedf9a0535581dd,1,1,1,Q9BW92,CHEMBL3351186,"Threonine--tRNA ligase, mitochondrial",ChEMBL37_human_single_protein
SEQ:291b7a3484196f9fb53407d98d2403f88916cea3102fec694378e5771bd7eb98,2,2,1,Q1KMD3,CHEMBL6066501,Heterogeneous nuclear ribonucleoprotein U-like protein 2,ChEMBL37_human_single_protein
SEQ:291f46f41fd3ab1955740de719e945a1388ef3ae126de7b2ace792bcd55c7399,1,1,1,Q9BUV8,CHEMBL6066366,GEL complex subunit OPTI,ChEMBL37_human_single_protein
SEQ:29416c9490a3c35fa69a9086f09fb7c75915d5d7467cb594e5b517e8fa9f344f,1062,1033,590,P29317,CHEMBL2068,Ephrin type-A receptor 2,ChEMBL37_human_single_protein
SEQ:294856bb670c9f3718525e0b769ef8b7917a102e16b2ec45bd2de712af1f1d6c,488,481,210,P48147,CHEMBL3202,Prolyl endopeptidase,ChEMBL37_human_single_protein
SEQ:2957fce4312004bd98332b74cddbe1e5d8a6a74ad81fd87b68c21dbe7402da3d,1,1,1,P13473,CHEMBL5465542,Lysosome-associated membrane glycoprotein 2,ChEMBL37_human_single_protein
SEQ:295c6e2bbaeb03925a82d20fbd8bb2b2b1a7727c9a3afc92a123ee17b7c48822,13,13,0,Q9UF12,CHEMBL4523486,Hydroxyproline dehydrogenase,ChEMBL37_human_single_protein
SEQ:2977a568f49cdbf5172e271f2be4ae1ddb1912b45da6f1109f8ca6505de93b2c,291,291,30,O00487,CHEMBL2007629,26S proteasome non-ATPase regulatory subunit 14,ChEMBL37_human_single_protein
SEQ:2982987db9b0ef0870d685b096ec512e5f0739d449a46e19f5415ff0a0bba5d6,2,2,0,Q9NQZ5,CHEMBL3399912,"StAR-related lipid transfer protein 7, mitochondrial",ChEMBL37_human_single_protein
SEQ:29a0408ae03026a841f908c0f86f2f4f5528d41786557b6a2bdc737448cfeae1,26,19,1,O14717,CHEMBL4523124,tRNA (cytosine(38)-C(5))-methyltransferase,ChEMBL37_human_single_protein
SEQ:29ae20e0ca37f4343cc2c25cbe487519872dfeba59e3aace8b6fe67ddef9f908,84,84,84,P48651,CHEMBL5465290,Phosphatidylserine synthase 1,ChEMBL37_human_single_protein
SEQ:29b2db740200c028dd69ed8c4bfe70ccf4e416053affcbc578c9894bb9064828,459,451,0,O14727,CHEMBL1795093,Apoptotic protease-activating factor 1,ChEMBL37_human_single_protein
SEQ:29c2a1c84f003fd7cd8eeb4b1c73d66363c739684970d1daa154c93eefd70ca7,2,2,0,Q8NE71,CHEMBL5724742,ATP-binding cassette sub-family F member 1,ChEMBL37_human_single_protein
SEQ:29cefe228bde4561e3957d013c2a74c3f728503007c233c1f930bc7c6df634d1,1,1,1,P52434,CHEMBL6066400,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",ChEMBL37_human_single_protein
SEQ:29defcccf3407df7660392068d598c7499fb428be9ceefaa9a31a6e72cee515a,1,1,0,Q9Y6I3,CHEMBL3259465,Epsin-1,ChEMBL37_human_single_protein
SEQ:29f6146e62fd3b9d389f772f230db1234465152abdbf6154f97ddfec8c87a3ab,8,8,8,O15528,CHEMBL5993,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",ChEMBL37_human_single_protein
SEQ:2a058e6b5a08973efb610019314b7b30c76f2f410556984217dc417c9784e6d0,1,1,0,Q70CQ1,CHEMBL5291581,Ubiquitin carboxyl-terminal hydrolase 49,ChEMBL37_human_single_protein
SEQ:2a0f0de1b3b97dd32c5fcd590eb525e7cf3945cd0ec6c4f99118a07cf306af71,199,197,45,Q9BVS4,CHEMBL6000,Serine/threonine-protein kinase RIO2,ChEMBL37_human_single_protein
SEQ:2a1169e8e3ce54b63a6c02d35923a9bc845b47a05bd59ba52399d4bb3818261c,24,24,5,Q9HAU4,CHEMBL4523460,E3 ubiquitin-protein ligase SMURF2,ChEMBL37_human_single_protein
SEQ:2a4ec7a5708d84e6639372fb8581d94ae438ed196574e79b5e0829bedba3b9d6,21,20,3,Q9UBS5,CHEMBL2064,Gamma-aminobutyric acid type B receptor subunit 1,ChEMBL37_human_single_protein
SEQ:2a536d9bb8c18c590b8c2cc99bf26360e3ddeb9679d4711267e2234d8d354108,2,2,2,P62280,CHEMBL6067557,Small ribosomal subunit protein uS17,ChEMBL37_human_single_protein
SEQ:2a5c3173293b02025db072c77174be6a288eb4a6f97c0af6a9f7c8fe8ab5d3a2,837,821,371,P50613,CHEMBL3055,Cyclin-dependent kinase 7,ChEMBL37_human_single_protein
SEQ:2a671fd05a08d537164b5d816502910e7637263658743500d59d68c085390b8d,1,1,0,Q70EL2,CHEMBL4630841,Ubiquitin carboxyl-terminal hydrolase 45,ChEMBL37_human_single_protein
SEQ:2a8bb780f5cc1c181f33ddf176c4543b62a66d78f14efc6225153c98e5e3db68,71,52,4,O00512,CHEMBL3712821,B-cell CLL/lymphoma 9 protein,ChEMBL37_human_single_protein
SEQ:2a8dea702c078e1707e7bcf15fc310c9e24017a7b559e15e672351b2fbe2387a,39,39,11,P04792,CHEMBL5976,Heat shock protein beta-1,ChEMBL37_human_single_protein
SEQ:2a9cc7808f1995b6d44c26570c59aeb90ec6c32cc09aa4108f18ca211093d8cf,228,208,89,P60953,CHEMBL6088,Cell division control protein 42 homolog,ChEMBL37_human_single_protein
SEQ:2ab71d6a1c9e19d9c7c39b444c1a4e4f8a2e9c595c45b006f38d18552afdec99,3,3,3,Q15029,CHEMBL5725038,116 kDa U5 small nuclear ribonucleoprotein component,ChEMBL37_human_single_protein
SEQ:2ace9e7c487155bdef21363729dc792b1ecef551d4dc3b420d76832993981f9e,2,2,2,Q9UQE7,CHEMBL5725110,Structural maintenance of chromosomes protein 3,ChEMBL37_human_single_protein
SEQ:2af27d7e9d1ebd6ef17f9fc947b641ea2dd3a6b81f99ee070cc20436bbfe2db8,2,2,2,P62750,CHEMBL6067559,Large ribosomal subunit protein uL23,ChEMBL37_human_single_protein
SEQ:2af9251cdea3f8faebc68aada2068b53b272c01c69b644f953f1a61dcded4518,2,2,2,Q5T9A4,CHEMBL6067438,ATPase family AAA domain-containing protein 3B,ChEMBL37_human_single_protein
SEQ:2b02ef137150f8271d5ad722c0a9ea5c939c49437c0bcabacd2295ac5dc980b1,1,1,1,P98082,,Disabled homolog 2,BindingDB_source_reported_human_sequence
SEQ:2b18e8f232f7c24c45ddd9f99f588dd34e6171df8efb4bcc3a6c0079292fdefa,98,92,35,O75936,CHEMBL2163175,Gamma-butyrobetaine dioxygenase,ChEMBL37_human_single_protein
SEQ:2b20e0cb102e37306a128bb4b7f19b363220fc4176a6e073f74398fe01ebedf3,64,63,31,O14843,CHEMBL5201,Free fatty acid receptor 3,ChEMBL37_human_single_protein
SEQ:2b2b507293f8aaea4658473b6290304e5b4f7cbd341887d25b30e40e54a46b15,2,2,1,P63010,CHEMBL6067269,AP-2 complex subunit beta,ChEMBL37_human_single_protein
SEQ:2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,104,92,73,P22102,CHEMBL3972,Trifunctional purine biosynthetic protein adenosine-3,ChEMBL37_human_single_protein
SEQ:2b56a943547cca0303205acbb2c59802ee0fb8b5abe1839e7e394846735c7c86,1,1,0,Q8WXX5,CHEMBL5724805,DnaJ homolog subfamily C member 9,ChEMBL37_human_single_protein
SEQ:2b786a6db716e3e887b22be571240bab2f5ece00a09ed5d79924f54bbed70aba,37,29,20,Q16658,CHEMBL4523304,Fascin,ChEMBL37_human_single_protein
SEQ:2b7e2a28499d00a8167beefe81e45519271e27ddfc53bc9fdc06ee90552fbff7,2,2,0,Q86YW0,CHEMBL6195766,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1",ChEMBL37_human_single_protein
SEQ:2b9b5928cca6ac49d4004d64fc2f2598fd08812dd42e720993169a86769075f5,7170,6783,6081,P28223,CHEMBL224,5-hydroxytryptamine receptor 2A,ChEMBL37_human_single_protein
SEQ:2bab8c13afb83dbec9695fbbfedc30ad40f940a45290e67310ae68f93c0fef56,105,105,101,P14672,CHEMBL5874,"Solute carrier family 2, facilitated glucose transporter member 4",ChEMBL37_human_single_protein
SEQ:2bc2e27a4fe28c9f5ac6053d010e20507814ce209490aceeb6b71116a52c878f,2,2,2,Q9NV70,CHEMBL6067276,Exocyst complex component 1,ChEMBL37_human_single_protein
SEQ:2bd95f5b3edb5fd51dfcc5da9b10f6b348f6abfd90abd9d05bf81c42193e4e32,1,1,0,P35080,CHEMBL5725166,Profilin-2,ChEMBL37_human_single_protein
SEQ:2bda27b070243018c7784a51f04a32f1d28ee1f40afbf98de9c18a8ccaf9698c,3,3,0,P23760,,Paired box protein Pax-3,BindingDB_source_reported_human_sequence
SEQ:2be1095d98ed74e99ee24bff7e5ba68f7dfd818cd3fa1147fc730f6bd2ba39b8,343,340,42,Q9BYT3,CHEMBL6005,Serine/threonine-protein kinase 33,ChEMBL37_human_single_protein
SEQ:2c000ffa2c8d1956ed79e44f384eda116a06e772cc1ae3c4f56fc1a75bee0595,24,21,23,Q9H300,CHEMBL4879516,"Presenilin-associated rhomboid-like protein, mitochondrial",ChEMBL37_human_single_protein
SEQ:2c052d0845c17ef566dae1adf66a6d9e64111ca00952138e5fd53ebd3bfa4d95,8,8,8,P07305,CHEMBL3707465,Histone H1.0,ChEMBL37_human_single_protein
SEQ:2c08bb9e93031c95741d43913de629a206da8f481f78e37a2cb1262b8eee85a0,531,530,400,P14061,CHEMBL3181,17-beta-hydroxysteroid dehydrogenase type 1,ChEMBL37_human_single_protein
SEQ:2c47822e35494bbc97f05ada9d1074089854b56ef0cd1f0f106fcc6b6b5b07fa,368,367,229,Q8NET8,CHEMBL5522,Transient receptor potential cation channel subfamily V member 3,ChEMBL37_human_single_protein
SEQ:2c53eba58f34bb04d399fdc340dffd55300d6c0334af7b7286539dbd62bb7323,66,58,2,O94760,CHEMBL6036,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",ChEMBL37_human_single_protein
SEQ:2c5ca2c6890ad5f0098d8e87d7ff3112fab40943292a1125d7be4a9aefe57c5e,1,1,0,Q5VYK3,CHEMBL4295853,Proteasome adapter and scaffold protein ECM29,ChEMBL37_human_single_protein
SEQ:2c687a2168b82ea10be9b8cd7d2fc0a27f02c58562c65bc3940d2c090cf9acdb,14,13,14,Q96CA5,CHEMBL1075127,Baculoviral IAP repeat-containing protein 7,ChEMBL37_human_single_protein
SEQ:2c784d6c37a7abb4d87ea1451073f522c6c9f253335f4d71a29fd87aee8fd81f,6,6,0,P78549,CHEMBL4523264,Endonuclease III-like protein 1,ChEMBL37_human_single_protein
SEQ:2c8914a1edf8f03f1b41a31b62559b7c92e1e9823aba7436ba3157b60801482e,832,748,618,P32239,CHEMBL298,Gastrin/cholecystokinin type B receptor,ChEMBL37_human_single_protein
SEQ:2c8a857d6d4a8643f331b2a42777b2c0a9925a5bf764c14fb6086e3e68454dea,15,15,0,Q9UKL6,CHEMBL4523490,Phosphatidylcholine transfer protein,ChEMBL37_human_single_protein
SEQ:2c8cd04b05ab94347ed7d5ea93018f321f009a2f4f3efe0617694e0d88d65322,603,600,234,Q9Y5S2,CHEMBL5052,Serine/threonine-protein kinase MRCK beta,ChEMBL37_human_single_protein
SEQ:2ca842f3e7a01314833c340d495dc171c89dca6271a7cf89edb90e6194b06fa3,5611,5420,2655,P49841,CHEMBL262,Glycogen synthase kinase-3 beta,ChEMBL37_human_single_protein
SEQ:2cab22d8399fa58cbfba383aa6374d500b9af78767b6549f78194314ca9287da,979,933,582,Q99640,CHEMBL3984,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,ChEMBL37_human_single_protein
SEQ:2cac4aa3e7a2f1bdf506a32b4285028aae8efffd0d8e643903da93d8797a5b52,139,139,61,P51582,CHEMBL2123,P2Y purinoceptor 4,ChEMBL37_human_single_protein
SEQ:2cb18ae9f49e0df3ed81a30e0fae3bc4b721465db4a16eee79b41c896d5aefec,4,4,3,P15104,CHEMBL4612,Glutamine synthetase,ChEMBL37_human_single_protein
SEQ:2ce2f7421e5c1d7349d655205c0a950fc09863fc7ff3476294729b927209d9d8,1,1,1,Q17RY6,CHEMBL5291516,Lymphocyte antigen 6K,ChEMBL37_human_single_protein
SEQ:2ce845714755cb72155e7738c05cdf32f78bdef587c5b2cbe45c705db38f90d8,1,1,0,Q12968,CHEMBL5725192,"Nuclear factor of activated T-cells, cytoplasmic 3",ChEMBL37_human_single_protein
SEQ:2cfb86f482285c66e05f846786b897d197c610f02ea1e7db4af7ef3fd80adf66,185,185,2,P07741,CHEMBL4105819,Adenine phosphoribosyltransferase,ChEMBL37_human_single_protein
SEQ:2d08f57524e313b968e075a8585b4ff6632c2a6159c78c05f8abbc49d2b8727e,7,7,0,Q96IV0,CHEMBL4523429,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,ChEMBL37_human_single_protein
SEQ:2d0a1e51ee3c726aa5f46609580a570c5c6be7f1ff70d1d1667b361a477a087b,115,107,24,Q9UIF8,CHEMBL1741220,Bromodomain adjacent to zinc finger domain protein 2B,ChEMBL37_human_single_protein
SEQ:2d18ac9566390f8e8a70ccbb95841c3aa5c4e4c5fd088d59fd7e1ac28d693c44,31,29,3,Q8TCC7,CHEMBL1641348,Organic anion transporter 3,ChEMBL37_human_single_protein
SEQ:2d39fdc5553085a01c3923809844a31f627c0f69cb37e0b7a8f9dbb9d05cea2c,1,1,1,Q13613,CHEMBL5724630,Phosphatidylinositol-3-phosphate phosphatase MTMR1,ChEMBL37_human_single_protein
SEQ:2d3ec640975d1722ebd059231b2152161256027c845b6490d5b796cb3ba76f0f,1,1,1,Q13137,CHEMBL6066361,Calcium-binding and coiled-coil domain-containing protein 2,ChEMBL37_human_single_protein
SEQ:2d43213963de67d768d71ee3edbd337e1d66e34f88a5ef5ebdcbee782cb3980d,534,530,110,P36894,CHEMBL5275,Bone morphogenetic protein receptor type-1A,ChEMBL37_human_single_protein
SEQ:2d487f30a2af772e578140ddecf3625eeb792afae14a2d808aca6e480aee821a,174,171,125,P55212,CHEMBL3308,Caspase-6,ChEMBL37_human_single_protein
SEQ:2d48a92016393745de0b5c90fb8dd160380eabaef360b817649cf8451c9511ee,3,3,3,P60033,CHEMBL1075180,CD81 antigen,ChEMBL37_human_single_protein
SEQ:2d4d469c8eded89537db1ec570ffe2a2b870ffe0ba56f419ebb050126864389e,206,205,30,Q8N5S9,CHEMBL5256,Calcium/calmodulin-dependent protein kinase kinase 1,ChEMBL37_human_single_protein
SEQ:2d4fca8a3c3bb2e5aa18cd7e270915da844acbd2550f449337f271610e4ae75d,48,48,8,Q00G26,,Perilipin-5,BindingDB_source_reported_human_sequence
SEQ:2d5781fce851e0a4c29f25ac81e7bf89fa25654da8e20229e01d948167022b69,20,20,2,Q14694,CHEMBL3407323,Ubiquitin carboxyl-terminal hydrolase 10,ChEMBL37_human_single_protein
SEQ:2d58ff297989b730d32122d3a121b4acfdc2268cf8f10b5e8c88fad124c3bec3,1,1,1,Q9Y4W2,CHEMBL5724634,Ribosomal biogenesis protein LAS1L,ChEMBL37_human_single_protein
SEQ:2d727c595488c5a10810a0f8e487d9ed461ff08bd8e7f7130b633bfcaf1108f3,35,35,23,Q15120,CHEMBL3893,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",ChEMBL37_human_single_protein
SEQ:2d787c50f0589a815415c2ecda654678a50cb74d1c9d6b7a8b311a8dfd4f9aab,1,1,1,Q12768,CHEMBL6067349,WASH complex subunit 5,ChEMBL37_human_single_protein
SEQ:2dbf6c2988e9283e852e4c5119ce9beb15bbc721517b9d8a66fa85f7b0e1c736,11,9,3,Q2L8D9,CHEMBL4295598,Amyloid beta-binding alcohol dehydrogenase,ChEMBL37_human_single_protein
SEQ:2dbf81ae2c067b25b9a37b1ec1654a5b951ba2a869d0eea46b4acdb3ca11e84d,4,4,0,Q99952,CHEMBL3351197,Tyrosine-protein phosphatase non-receptor type 18,ChEMBL37_human_single_protein
SEQ:2de3542b584807289698df675b665a2d0dfd1e2fcee40bb75106a4bb0cf29552,54,54,33,P54687,CHEMBL4679,"Branched-chain-amino-acid aminotransferase, cytosolic",ChEMBL37_human_single_protein
SEQ:2e06147776f1617f3d1a04c74a975e306d857330975093b2efc61c8c1f55443b,2,2,1,Q29RF7,CHEMBL5725176,Sister chromatid cohesion protein PDS5 homolog A,ChEMBL37_human_single_protein
SEQ:2e06b2ca7bb0c1867f25e747f071168eaff7a548a53df1ee6fdb11a233f4fc78,58,45,23,Q6ZQW0,CHEMBL3627587,"Indoleamine 2,3-dioxygenase 2",ChEMBL37_human_single_protein
SEQ:2e1640f47e00faaea5a0277171957780f626160a7ae591f2e88a1c502879d52a,83,81,62,P28336,CHEMBL3636,Neuromedin-B receptor,ChEMBL37_human_single_protein
SEQ:2e18349d95d39c5d72408cdea6b675c82eaadc23a627601f6a625d414621a6d2,146,146,105,P41229,CHEMBL2163176,Lysine-specific demethylase 5C,ChEMBL37_human_single_protein
SEQ:2e19301a54f0aad5357f676834b9098c2237a3afbf54e1be3900c12965df9b81,2,2,0,P98187,CHEMBL4523270,Cytochrome P450 4F8,ChEMBL37_human_single_protein
SEQ:2e4828ead9cb2fbb44bf6e2f4b18e49f5705cc14c66581f625dcd1b04cc777c4,1,1,0,O43674,CHEMBL4337,NADH-ubiquinone oxidoreductase SGDH subunit,ChEMBL37_human_single_protein
SEQ:2e6f3ed3b378b148a23e802d62446792d7f747bb6bd6c80bab002c72385a2f2c,398,397,100,Q8TDX7,CHEMBL4849,Serine/threonine-protein kinase Nek7,ChEMBL37_human_single_protein
SEQ:2e710fd8bdeaaa1ae9c9639503800bd9ffbe85f13d1541945cac777d2a84a8c2,170,170,1,Q7L2E3,CHEMBL4105814,ATP-dependent RNA helicase DHX30,ChEMBL37_human_single_protein
SEQ:2e804cfa42f61186588421ed5fc13e4592b6f4fba46eab30e2f67431c53b68a6,2,2,1,Q9HCC0,CHEMBL6067224,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",ChEMBL37_human_single_protein
SEQ:2e80bf11dc937ba8b1d34e30ac787b6ade6f530c8d7f949e2cb44d143e73e203,1,1,0,P20674,CHEMBL6066457,"Cytochrome c oxidase subunit 5A, mitochondrial",ChEMBL37_human_single_protein
SEQ:2e8dbcaee122b2172ace996cbdd3510a635e8d860b101a72e0966c00c7d9685b,183,180,85,Q8IU80,CHEMBL1795139,Transmembrane protease serine 6,ChEMBL37_human_single_protein
SEQ:2e90490e5cbfa2b315325ebac90105629c6038962f9e84819af11ad66258ab08,1,1,1,O15145,CHEMBL6067049,Actin-related protein 2/3 complex subunit 3,ChEMBL37_human_single_protein
SEQ:2efbdf5de663979bb82829a050efd027644040303b95d571caa5d39e809b644b,1,1,1,P68036,CHEMBL4105871,Ubiquitin-conjugating enzyme E2 L3,ChEMBL37_human_single_protein
SEQ:2f1a6bef16dc3ea741b53b3adadc76887a8078314240caf874357cdee14a6c3c,4,4,1,Q8IYL9,CHEMBL3714081,G-protein coupled receptor 65,ChEMBL37_human_single_protein
SEQ:2f26259a08c5abeebb21bd2f46e7cb1dcbfca6829043094310214ab178dd89eb,1,1,1,P50914,CHEMBL6066877,Large ribosomal subunit protein eL14,ChEMBL37_human_single_protein
SEQ:2f40b69877e0c1e3d8ec297f740282689ce2cc01c6c2c89c20ac1ae051172ca0,1,1,0,P35125,CHEMBL4630817,Ubiquitin carboxyl-terminal hydrolase 6,ChEMBL37_human_single_protein
SEQ:2f444b47b54371846ae4012a9370db93be6fe391c6f5ffa9fd08bd32fb867398,2,2,2,P22695,CHEMBL6066941,"Cytochrome b-c1 complex subunit 2, mitochondrial",ChEMBL37_human_single_protein
SEQ:2f5134213a9f1129136a678bb31b772a54dda31342dca3a846fcb5707dec050b,1,1,0,Q9NQT4,CHEMBL6066390,Exosome complex component RRP46,ChEMBL37_human_single_protein
SEQ:2f520e78e57c11f844fcb65c846c7b63c3330907ae5cf3e8b3354105eb3e5ff4,2,2,2,P33947,CHEMBL6066915,ER lumen protein-retaining receptor 2,ChEMBL37_human_single_protein
SEQ:2f67b0398c769dc5deb575f46362e1cad7c5a647adac36d48ce8538043ff075d,9,8,4,P63165,CHEMBL2146296,Small ubiquitin-related modifier 1,ChEMBL37_human_single_protein
SEQ:2f698d2c6518bfbf39f1a2d03e7b3181bf8c1551d42a972586af43d25a6ff06e,2,2,1,Q8NFA0,CHEMBL6195760,Ubiquitin carboxyl-terminal hydrolase 32,ChEMBL37_human_single_protein
SEQ:2f6e0c09aa9ba2acd460ba3c85e664af0cb0056c503f7ace7d6217f7cb421ce4,8,7,1,Q9NRX4,CHEMBL5169200,14 kDa phosphohistidine phosphatase,ChEMBL37_human_single_protein
SEQ:2f76a1405e7aed356b34cd1a9f18c34be3337a580d4178b253f7a9e543714c34,1,1,0,Q96IU4,CHEMBL6066303,Putative protein-lysine deacylase ABHD14B,ChEMBL37_human_single_protein
SEQ:2f789763d378d52db64abbf556b41fab71fe574c90d1dbbd6528ec16b3352335,1,1,1,Q8NE86,CHEMBL6067356,"Calcium uniporter protein, mitochondrial",ChEMBL37_human_single_protein
SEQ:2f84aa8e572667cc3636565e6fdec6c1a0076b292fa73a0c7a53c7cdb5852c08,2,2,0,O00148,CHEMBL4105795,ATP-dependent RNA helicase DDX39A,ChEMBL37_human_single_protein
SEQ:2f8a913b6b4a98135f15da5d35133a54cad272fd1c029ff6f314e620123fced8,1,1,0,Q96TA1,CHEMBL6067097,Protein Niban 2,ChEMBL37_human_single_protein
SEQ:2fabd2592a611157652fe1053e93570c261e864efde46cb2fd848464bb45f0af,212,212,148,Q9UL62,CHEMBL1250411,Short transient receptor potential channel 5,ChEMBL37_human_single_protein
SEQ:2fc93ba8fc7555ad5504ce6666299eb064f32c83f3fb9541bf120a49e620d59c,2,2,2,Q8NDF8,CHEMBL4680036,Terminal nucleotidyltransferase 4B,ChEMBL37_human_single_protein
SEQ:2fdc94b562d94122b907d10ff61c3ff69134278a3cb10e079d4cb5e55db67e88,61,61,4,O00182,CHEMBL5474,Galectin-9,ChEMBL37_human_single_protein
