model,rows,positives,prevalence,micro_auroc,micro_auprc,brier,ece_15,target_groups_with_both_classes,target_macro_auroc,target_macro_auprc,target_macro_recall_at_5,target_macro_ndcg_at_5,target_macro_recall_at_10,target_macro_ndcg_at_10,target_macro_recall_at_20,target_macro_ndcg_at_20,drug_groups_with_both_classes,drug_macro_auroc,drug_macro_auprc,drug_macro_recall_at_5,drug_macro_ndcg_at_5,drug_macro_recall_at_10,drug_macro_ndcg_at_10,drug_macro_recall_at_20,drug_macro_ndcg_at_20
DTIAM_RAW,2556,354,0.13849765258215962,0.7426658866875003,0.3988323542436851,0.3984221811392614,0.5069103636042869,102,0.7670935447288967,0.6060516504072574,0.7042600373482726,0.6296405700026376,0.8576563958916901,0.6781282072506996,0.9738328664799253,0.7185514462625628,75,0.8263827011339304,0.7364994384986018,0.7383407420466245,0.7591070014580172,0.8291119185825068,0.7759206404998521,0.9480690921279156,0.8106750490842209
BIOMASTER_RAW_FIVE_SEED,2556,354,0.13849765258215962,0.7161619893573895,0.3497057527951783,0.5554007331703505,0.5619036824992174,102,0.6948414072734307,0.5756697250738988,0.6476774042950515,0.5919478084138856,0.797140522875817,0.6338788510935028,0.9429738562091504,0.6844796822509597,75,0.7839775463777766,0.7009985131646037,0.7439019216078039,0.7300038798950935,0.8441233145939028,0.7542648186217225,0.9336921858098329,0.7834760215163162
BIOMASTER_STACK_FIVE_SEED,2556,354,0.13849765258215962,0.7885178856406861,0.5623360663135735,0.11376468108695863,0.1402405848664887,102,0.7248658982575222,0.6363362524743649,0.6902077497665732,0.6591827094591998,0.7981209150326796,0.687851602524158,0.9506535947712419,0.7372447259847492,75,0.8064390572356177,0.7573948472031526,0.7355958573017396,0.7806671000453346,0.819314123784712,0.7947451062742887,0.9040148391913098,0.8212982725104185
INDEPENDENT_VALIDATION_RANK,2556,354,0.13849765258215962,0.7852170856488965,0.5443791239929306,0.10411595099091268,0.1034648484114965,102,0.7239085988277791,0.6303078835313558,0.6808123249299718,0.6510857414524137,0.7900210084033614,0.6808824504483942,0.9329131652661063,0.72814112537945,75,0.8038702948691443,0.7520878694540815,0.7282559880206939,0.7728484883409488,0.8199677185559537,0.7891743984951387,0.8990440452793393,0.8164113499120531
SYSTEM_VALIDATION_RANK,2556,354,0.13849765258215962,0.7912388326996003,0.5603022442227177,0.11683743654080805,0.12193721375270006,102,0.7891348780126758,0.656298900465773,0.7220588235294119,0.6818509282793532,0.8325280112044817,0.7102351303149349,0.9707516339869281,0.7540633708707373,75,0.8538391694835813,0.7933112363045969,0.7657696464755288,0.8152703058083766,0.844211633682222,0.824320023604641,0.9310894922071391,0.8499117345688163
