query,model_a,model_b,queries,valid_correlations,n_per_query,mean_spearman,median_spearman,mean_top10_overlap,mean_top10_tie_expected,mean_top10_chance
drug_id,biomaster,conplex,719,712,37.0,0.22845549140744953,0.30815070329299765,3.5062586926286508,3.529224489085205,2.7027027027027026
drug_id,biomaster,drugclip,719,719,37.0,0.09147926200118572,0.11284969179706021,3.243393602225313,3.243393602225313,2.7027027027027026
drug_id,biomaster,dtbind,719,719,37.0,0.06469096283165532,0.07349454717875775,3.3713490959666204,3.3713490959666204,2.7027027027027026
drug_id,biomaster,dtiam,719,719,37.0,0.2211892736012493,0.27951635846372697,4.357440890125174,4.357440890125174,2.7027027027027026
drug_id,biomaster,nesso,719,719,37.0,0.2231957087018942,0.23755334281650065,3.944367176634214,3.944367176634214,2.7027027027027026
drug_id,biomaster,probematch,719,719,37.0,-0.04029011502802252,-0.04694167852062593,2.821974965229485,2.821974965229485,2.7027027027027026
drug_id,conplex,dtbind,719,712,37.0,0.08152700163844717,0.09316283432381034,3.3073713490959666,3.3327183027106586,2.7027027027027026
drug_id,conplex,nesso,719,712,37.0,0.16377231136640064,0.20167846159102515,3.6175243393602226,3.639616096482652,2.7027027027027026
drug_id,conplex,probematch,719,712,37.0,0.032708579438778744,0.037383154547402334,3.1307371349095967,3.1485000644057366,2.7027027027027026
drug_id,drugclip,conplex,719,712,37.0,0.05539465619849772,0.06038575755743862,2.8915159944367175,2.9106968812674765,2.7027027027027026
drug_id,drugclip,dtbind,719,719,37.0,0.024735041754293644,0.00829777145566616,3.034770514603616,3.034770514603616,2.7027027027027026
drug_id,drugclip,dtiam,719,719,37.0,0.03034085985553668,0.03982930298719778,2.753824756606398,2.753824756606398,2.7027027027027026
drug_id,drugclip,nesso,719,719,37.0,0.12901394183877163,0.12707444286391645,3.2406119610570236,3.2406119610570236,2.7027027027027026
drug_id,drugclip,probematch,719,719,37.0,0.043660229162560626,0.03271692745376965,3.079276773296245,3.079276773296245,2.7027027027027026
drug_id,dtiam,conplex,719,712,37.0,0.1745705169283711,0.19500722415745295,3.522948539638387,3.495706057442806,2.7027027027027026
drug_id,dtiam,dtbind,719,719,37.0,-0.12558931818136854,-0.12802275960170692,2.52990264255911,2.52990264255911,2.7027027027027026
drug_id,dtiam,nesso,719,719,37.0,-0.02027142434140458,-0.0203888098624941,3.008344923504868,3.008344923504868,2.7027027027027026
drug_id,dtiam,probematch,719,719,37.0,-0.05431831119682524,-0.060218112849691856,2.5827538247566064,2.5827538247566064,2.7027027027027026
drug_id,nesso,dtbind,719,719,37.0,0.1470227272877152,0.14248458985301096,3.8303198887343535,3.8303198887343535,2.7027027027027026
drug_id,nesso,probematch,719,719,37.0,0.017723954309660034,0.02655286865813189,3.2573018080667593,3.2573018080667593,2.7027027027027026
drug_id,probematch,dtbind,719,719,37.0,0.3748977947369445,0.38833570412517804,4.407510431154381,4.407510431154381,2.7027027027027026
target_id,biomaster,conplex,37,37,719.0,0.011046122161452846,-0.0026786237857021333,0.8918918918918919,0.9054054054054054,0.13908205841446453
target_id,biomaster,drugclip,37,37,719.0,0.07321751585102644,0.08289946058889706,0.6756756756756757,0.6756756756756757,0.13908205841446453
target_id,biomaster,dtbind,37,37,719.0,0.19679993587909053,0.20818906353621008,1.135135135135135,1.135135135135135,0.13908205841446453
target_id,biomaster,dtiam,37,37,719.0,-0.014972996077596373,-0.023436749446030573,0.8108108108108109,0.8108108108108109,0.13908205841446453
target_id,biomaster,nesso,37,37,719.0,0.24954288403828476,0.24974992348549663,2.5675675675675675,2.5675675675675675,0.13908205841446453
target_id,biomaster,probematch,37,37,719.0,0.1145300545817775,0.12682889135028466,0.5675675675675675,0.5782145782145782,0.13908205841446453
target_id,conplex,dtbind,37,37,719.0,0.03549244571927098,0.018287989182423883,0.5135135135135135,0.5135135135135135,0.13908205841446453
target_id,conplex,nesso,37,37,719.0,0.06308994953286587,0.03622261134208149,1.054054054054054,1.0675675675675675,0.13908205841446453
target_id,conplex,probematch,37,37,719.0,-0.06336433337706385,-0.09820719627513314,0.3783783783783784,0.36855036855036855,0.13908205841446453
target_id,drugclip,conplex,37,37,719.0,0.07398881480178808,0.06700017640353459,0.4864864864864865,0.4864864864864865,0.13908205841446453
target_id,drugclip,dtbind,37,37,719.0,0.1329099846916245,0.13442957959136664,0.2972972972972973,0.2972972972972973,0.13908205841446453
target_id,drugclip,dtiam,37,37,719.0,0.05235176632782537,0.05188176096594392,0.1891891891891892,0.1891891891891892,0.13908205841446453
target_id,drugclip,nesso,37,37,719.0,0.09020217483642835,0.061571833881526004,0.5675675675675675,0.5675675675675675,0.13908205841446453
target_id,drugclip,probematch,37,37,719.0,0.07454775416519817,0.07031453708264969,0.35135135135135137,0.3488943488943489,0.13908205841446453
target_id,dtiam,conplex,37,37,719.0,0.06503009860293613,0.051921763533741644,0.9459459459459459,0.9459459459459459,0.13908205841446453
target_id,dtiam,dtbind,37,37,719.0,-0.0016339907596243312,0.010771742250724336,0.32432432432432434,0.32432432432432434,0.13908205841446453
target_id,dtiam,nesso,37,37,719.0,-0.06892560527385815,-0.09978589738957155,0.972972972972973,0.972972972972973,0.13908205841446453
target_id,dtiam,probematch,37,37,719.0,0.07798317600392582,0.06431785729920689,0.5135135135135135,0.5495495495495495,0.13908205841446453
target_id,nesso,dtbind,37,37,719.0,0.2928235314772289,0.31996894479570365,0.972972972972973,0.972972972972973,0.13908205841446453
target_id,nesso,probematch,37,37,719.0,0.07840010343219693,0.12274346785680623,0.6216216216216216,0.6027846027846028,0.13908205841446453
target_id,probematch,dtbind,37,37,719.0,0.25504597385751177,0.28378001597426017,0.9459459459459459,0.9434889434889434,0.13908205841446453
