source_kind,target_chembl_id,parent_molregno,parent_molecule_chembl_id,parent_standard_inchi_key,min_document_year,max_document_year,mean_pchembl,min_pchembl,max_pchembl,calibration_label,assay_ids
chembl37_comprehensive,CHEMBL242,360298.0,CHEMBL278703,XIESSJVMWNJCGZ-VKJFTORMSA-N,2006.0,2025.0,9.263333333333334,8.3,9.77,positive,"416031,448852,2637701"
chembl37_comprehensive,CHEMBL242,360307.0,CHEMBL216355,XIESSJVMWNJCGZ-HDMKZQKVSA-N,2006.0,2025.0,8.903333333333334,8.57,9.33,positive,"416031,447280,2637705"
chembl37_comprehensive,CHEMBL242,2537245.0,CHEMBL4800654,KRJVPVGVFUQQGQ-UHFFFAOYSA-N,2021.0,2023.0,6.035,5.87,6.2,positive,"2113960,2316384"
chembl37_comprehensive,CHEMBL2189110,1758265.0,CHEMBL3287735,FKSFKBQGSFSOSM-QFIPXVFZSA-N,2013.0,2024.0,8.5485,6.55,9.3,positive,"1473137,1473138,1473139,1473140,1473141,1473142,1473188,1473241,1511672,1511673,1511674,2124401,2124402,2154356,2309414,2329894,2439098,2439099,2571707,2576392"
chembl37_comprehensive,CHEMBL2189110,2071974.0,CHEMBL3770000,FADJTYGNEWCCFM-UHFFFAOYSA-N,2016.0,2024.0,7.98,7.96,8.0,positive,"1558364,2479163"
chembl37_comprehensive,CHEMBL2189110,2335434.0,CHEMBL4297463,HPODOLXTMDHLLC-QGZVFWFLSA-N,2016.0,2024.0,7.906000000000001,7.19,8.66,positive,"2084785,2084786,2210982,2210987,2433912"
chembl37_comprehensive,CHEMBL2189110,2415916.0,CHEMBL4545488,LQTWDAYNGMMHLV-UHFFFAOYSA-N,2020.0,2023.0,7.529999999999999,7.1,7.96,positive,"2079544,2359386"
chembl37_comprehensive,CHEMBL2189110,2467624.0,CHEMBL4597193,SSDRNUPMYCFXGM-UYPAYLBCSA-N,2017.0,2023.0,8.212,7.8,8.6,positive,"2210977,2210983,2359376,2511529,2511530"
chembl37_comprehensive,CHEMBL2189110,2743341.0,CHEMBL5172110,JBITZLMCDYBANM-JAGNJQOISA-N,2022.0,2023.0,8.875,7.2,10.55,positive,"2210977,2359387"
chembl37_comprehensive,CHEMBL2189110,2768617.0,CHEMBL5197386,CHJLMVBYELJCLC-UYPAYLBCSA-N,2022.0,2023.0,7.916666666666667,7.62,8.13,positive,"2210977,2210983,2359401"
chembl37_comprehensive,CHEMBL244,2451.0,CHEMBL266349,DKWNMCUOEDMMIN-PKOBYXMFSA-N,2006.0,2023.0,4.922499999999999,4.68,5.43,negative_or_inactive,"354132,978319,1289210,2344326"
chembl37_comprehensive,CHEMBL244,328601.0,CHEMBL198362,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,2005.0,2024.0,8.446923076923078,6.4,9.18,positive,"321499,854009,856791,964255,1300526,1435960,1471171,1471175,1514805,1528698,1814623,2344326,2476770"
chembl37_comprehensive,CHEMBL244,397524.0,CHEMBL231779,QNZCBYKSOIHPEH-UHFFFAOYSA-N,2007.0,2025.0,8.044,6.64,10.1,positive,"447824,1620815,1675876,2280752,2612927"
chembl37_comprehensive,CHEMBL244,1628578.0,CHEMBL3139247,CYVVCTRDWISRAC-KRWDZBQOSA-N,2013.0,2025.0,8.934000000000001,8.52,9.15,positive,"1277819,2674928,2674930,2674932"
chembl37_comprehensive,CHEMBL244,1789438.0,CHEMBL3330442,FAHBXTXHOUMNTM-ZFWWWQNUSA-N,2014.0,2024.0,8.495000000000001,8.47,8.52,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL244,1789439.0,CHEMBL3330443,FAHBXTXHOUMNTM-HIFRSBDPSA-N,2014.0,2024.0,7.27,7.24,7.3,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL244,1789440.0,CHEMBL3330444,JCTRHKZXDDIGIB-HOCLYGCPSA-N,2014.0,2024.0,7.706666666666667,6.72,8.71,positive,"1435960,2467714,2588828"
chembl37_comprehensive,CHEMBL244,1789441.0,CHEMBL3330445,ALTWSAAWZMFXIC-ZFWWWQNUSA-N,2014.0,2024.0,6.359999999999999,5.66,7.06,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL244,1789457.0,CHEMBL3330461,AKJHORNYPBOREP-WMZOPIPTSA-N,2014.0,2024.0,7.47,7.42,7.52,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL244,1789478.0,CHEMBL3330482,UFIIHRKNTSGIDF-KBPBESRZSA-N,2014.0,2024.0,8.649999999999999,8.6,8.7,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL244,1789479.0,CHEMBL3330483,BPAVSOQILRUXCL-GJZGRUSLSA-N,2014.0,2024.0,8.355,8.31,8.4,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL244,1789481.0,CHEMBL3330485,IBRFFBPKXSNZPF-KWRBWASUSA-N,2014.0,2024.0,7.205,7.19,7.22,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL244,1789482.0,CHEMBL3330486,MQFNNCYEXJQVRK-KBPBESRZSA-N,2014.0,2024.0,7.73,7.7,7.76,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL244,1789486.0,CHEMBL3330490,DWIJIDWSULQVIV-HOTGVXAUSA-N,2014.0,2024.0,8.365,8.33,8.4,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL244,1789487.0,CHEMBL3330491,JABFNUXAOLUVTP-IRXDYDNUSA-N,2014.0,2024.0,8.2,8.18,8.22,positive,"1435960,2467714"
chembl37_comprehensive,CHEMBL2820,2173978.0,CHEMBL3964607,QLAFRGZBWLGFNO-UHFFFAOYSA-N,2019.0,2023.0,7.635,7.17,8.1,positive,"2356188,2589532"
chembl37_comprehensive,CHEMBL2820,2735328.0,CHEMBL5090877,AVSRJYMYJIKOOD-FQKQOIFNSA-N,2022.0,2023.0,8.0,7.85,8.15,positive,"2164414,2330087"
chembl37_comprehensive,CHEMBL2820,2834946.0,CHEMBL5394778,FPAKZDLGEHHCTC-IBGZPJMESA-N,2019.0,2025.0,9.035,9.02,9.05,positive,"2591698,2631560"
chembl37_comprehensive,CHEMBL2820,2859298.0,CHEMBL5419130,OETZVLILMHLZTG-FQEVSTJZSA-N,2019.0,2023.0,8.695,8.54,8.85,positive,"2356188,2591698"
chembl37_comprehensive,CHEMBL2820,2867299.0,CHEMBL5427131,XYWIPYBIIRTJMM-IBGZPJMESA-N,2019.0,2025.0,8.77,7.93,9.04,positive,"2356232,2484372,2591698,2612924,2631560"
chembl37_comprehensive,CHEMBL2820,2869714.0,CHEMBL5429546,WZZLEVNLUGKSFY-QFIPXVFZSA-N,2019.0,2023.0,8.445,8.19,8.7,positive,"2330087,2589483"
chembl37_comprehensive,CHEMBL2821,2508612.0,CHEMBL4761275,JZQYZQOGVYSKNL-UHFFFAOYSA-N,2020.0,2024.0,6.875,6.79,6.96,positive,"2022692,2426269"
chembl37_comprehensive,CHEMBL204,2451.0,CHEMBL266349,DKWNMCUOEDMMIN-PKOBYXMFSA-N,2013.0,2023.0,7.768571428571429,6.96,8.89,positive,"978308,978309,978310,978311,978320,1289212,2344325"
chembl37_comprehensive,CHEMBL204,75302.0,CHEMBL48361,YBSJFWOBGCMAKL-UHFFFAOYSA-N,2012.0,2025.0,8.335555555555555,7.4,8.91,positive,"887592,1472838,1524266,1575941,1629274,2022691,2344325,2612928"
chembl37_comprehensive,CHEMBL204,1628578.0,CHEMBL3139247,CYVVCTRDWISRAC-KRWDZBQOSA-N,2013.0,2025.0,8.248,7.72,9.52,positive,"1277818,2674927,2674929,2674931"
chembl37_comprehensive,CHEMBL2243,602522.0,CHEMBL606201,QNYRAEKLMNDRFY-UHFFFAOYSA-N,2022.0,2025.0,8.126666666666667,7.72,8.7,positive,"2209990,2234321,2612061"
chembl37_comprehensive,CHEMBL2243,1063958.0,CHEMBL1651534,BATCTBJIJJEPHM-UHFFFAOYSA-N,2011.0,2023.0,7.636363636363637,5.33,8.74,positive,"1870780,2139535,2139536,2139537,2139538,2255713,2259589,2517384,2517385,2517386,2517387"
chembl37_comprehensive,CHEMBL1782,83838.0,CHEMBL924,XRASPMIURGNCCH-UHFFFAOYSA-N,2008.0,2024.0,7.30375,6.26,10.15,positive,"466619,466620,538311,850731,947369,947371,1478080,1795608,1837787,1914517,1914518,1914519,1914527,1935623,2488736"
chembl37_comprehensive,CHEMBL3650,373381.0,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N,2005.0,2024.0,7.948749999999999,7.05,8.62,positive,"325094,586692,1586027,1828545,2065478,2375109,2460192,2583212"
chembl37_comprehensive,CHEMBL3650,622556.0,CHEMBL1090479,QTBWCSQGBMPECM-UHFFFAOYSA-N,2009.0,2023.0,6.75,6.02,7.12,positive,"1642897,2258253,2517190"
chembl37_comprehensive,CHEMBL3650,2020051.0,CHEMBL3686884,IBHOLSBDZMIPPT-UHFFFAOYSA-N,2015.0,2025.0,8.695,8.24,9.15,positive,"1528759,2625032"
chembl37_comprehensive,CHEMBL3650,2094258.0,CHEMBL3828009,GKJCVYLDJWTWQU-CXLRFSCWSA-N,2016.0,2023.0,8.97,7.96,9.52,positive,"1590266,1898475,2247104,2278129,2278133,2279608,2495056"
chembl37_comprehensive,CHEMBL3650,2148666.0,CHEMBL3939295,MBWRLLRCTIYXDW-UHFFFAOYSA-N,2019.0,2025.0,6.3075,5.97,6.68,positive,"1898491,2192348,2592497,2621281"
chembl37_comprehensive,CHEMBL3650,2353844.0,CHEMBL4446835,HKMTYQNMRIBAHX-UHFFFAOYSA-N,2019.0,2023.0,8.653333333333334,8.32,8.92,positive,"1813492,1813528,2290553"
chembl37_comprehensive,CHEMBL3650,2752767.0,CHEMBL5181536,MXDCACLUETVZNL-CALCHBBNSA-N,2021.0,2023.0,6.07,5.9,6.24,positive,"2297559,2594627"
chembl37_comprehensive,CHEMBL3650,2785761.0,CHEMBL5266059,DUNLCPJHEDEUQO-UHFFFAOYSA-N,2021.0,2023.0,6.66,6.52,6.8,positive,"2297559,2594627"
chembl37_comprehensive,CHEMBL3650,2787313.0,CHEMBL5267611,LSRBAFLNXOUPIC-UHFFFAOYSA-N,2021.0,2023.0,6.535,6.52,6.55,positive,"2297559,2594627"
chembl37_comprehensive,CHEMBL3650,2789619.0,CHEMBL5269917,QNXOYMFBIACDSL-UHFFFAOYSA-N,2021.0,2023.0,9.3,9.3,9.3,positive,"2281123,2491633"
chembl37_comprehensive,CHEMBL3650,2798432.0,CHEMBL5278730,AVXYKYUDFKFQSI-UHFFFAOYSA-N,2021.0,2023.0,6.585,6.52,6.65,positive,"2297559,2594627"
chembl37_comprehensive,CHEMBL3650,2803576.0,CHEMBL5283874,OJGOVIODTPNPDG-UHFFFAOYSA-N,2021.0,2023.0,6.49,6.46,6.52,positive,"2297559,2594627"
chembl37_comprehensive,CHEMBL3650,2807925.0,CHEMBL5288223,GKEASMTXYHOIFG-NYKLAOPUSA-N,2021.0,2023.0,6.74,6.52,6.96,positive,"2297559,2594627"
chembl37_comprehensive,CHEMBL4142,373381.0,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N,2005.0,2024.0,8.203333333333333,6.8,9.12,positive,"325095,586456,1516571,1586028,1828546,2065477,2082969,2460193,2583213"
chembl37_comprehensive,CHEMBL4142,1270745.0,CHEMBL1933288,ZHMXXVNQAFCXKK-QGZVFWFLSA-N,2012.0,2023.0,6.5,6.5,6.5,positive,"795821,2258282"
chembl37_comprehensive,CHEMBL4142,2020051.0,CHEMBL3686884,IBHOLSBDZMIPPT-UHFFFAOYSA-N,2018.0,2025.0,8.795,8.29,9.3,positive,"2588436,2625033"
chembl37_comprehensive,CHEMBL4142,2034550.0,CHEMBL3701238,KEIPNCCJPRMIAX-HNNXBMFYSA-N,2015.0,2025.0,8.26125,6.47,9.44,positive,"1528283,2148656,2192340,2296007,2588923,2593627,2596914,2596917,2599716,2624950,2624951,2624953,2624954,2628838,2628839"
chembl37_comprehensive,CHEMBL4142,2034553.0,CHEMBL3701241,GYXODBZTJVUDOH-UHFFFAOYSA-N,2015.0,2023.0,8.89,8.82,8.96,positive,"1528283,2296007"
chembl37_comprehensive,CHEMBL4142,2034555.0,CHEMBL3701243,HBIDSBZKIOZROC-AATRIKPKSA-N,2015.0,2023.0,8.565000000000001,8.47,8.66,positive,"1528283,2296007"
chembl37_comprehensive,CHEMBL4142,2034567.0,CHEMBL3701255,NLNSWQPNSJQAHU-UHFFFAOYSA-N,2015.0,2023.0,7.994999999999999,7.96,8.03,positive,"1528283,2296007"
chembl37_comprehensive,CHEMBL4142,2034594.0,CHEMBL3701282,DZLNAZQOANZLHT-HNNXBMFYSA-N,2015.0,2023.0,6.665,6.61,6.72,positive,"1528283,2296007"
chembl37_comprehensive,CHEMBL4142,2094258.0,CHEMBL3828009,GKJCVYLDJWTWQU-CXLRFSCWSA-N,2019.0,2024.0,8.651428571428571,5.89,9.59,positive,"1898476,2247105,2278130,2278134,2279609,2476909,2495060"
chembl37_comprehensive,CHEMBL4142,2148666.0,CHEMBL3939295,MBWRLLRCTIYXDW-UHFFFAOYSA-N,2019.0,2025.0,6.043333333333333,5.89,6.24,positive,"1898492,2592498,2621282"
chembl37_comprehensive,CHEMBL4142,2335493.0,CHEMBL4297522,HCDMJFOHIXMBOV-UHFFFAOYSA-N,2021.0,2025.0,8.457777777777778,5.83,9.62,positive,"2184224,2188263,2222388,2222390,2624921,2624950,2624951,2624953,2624954"
chembl37_comprehensive,CHEMBL4142,2752767.0,CHEMBL5181536,MXDCACLUETVZNL-CALCHBBNSA-N,2021.0,2023.0,6.595,6.52,6.67,positive,"2297562,2594628"
chembl37_comprehensive,CHEMBL4142,2789619.0,CHEMBL5269917,QNXOYMFBIACDSL-UHFFFAOYSA-N,2021.0,2023.0,8.89,8.89,8.89,positive,"2281124,2491634"
chembl37_comprehensive,CHEMBL2742,373381.0,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N,2005.0,2024.0,7.589999999999999,6.51,8.19,positive,"325065,586457,586693,1516572,1586029,1730334,1828547,2065476,2460194,2583214"
chembl37_comprehensive,CHEMBL2742,1193367.0,CHEMBL1852688,QADPYRIHXKWUSV-UHFFFAOYSA-N,2011.0,2025.0,7.683478260869565,5.52,9.18,positive,"772030,772078,1649195,2188241,2188242,2188244,2222385,2222389,2222392,2385450,2412544,2412545,2412546,2412547,2412548,2412549,2412550,2599666,2624957,2624958,2624959,2624960,2628842"
chembl37_comprehensive,CHEMBL2742,1927225.0,CHEMBL3545376,OLAHOMJCDNXHFI-UHFFFAOYSA-N,2014.0,2025.0,8.045,5.1,10.18,positive,"1637324,1637329,1637330,1898485,2222385,2222389,2222391,2239737,2621283,2624956,2624957,2624958,2624959,2624960"
chembl37_comprehensive,CHEMBL2742,2020051.0,CHEMBL3686884,IBHOLSBDZMIPPT-UHFFFAOYSA-N,2015.0,2025.0,8.47,8.22,8.92,positive,"1528758,2588437,2625034"
chembl37_comprehensive,CHEMBL2742,2034550.0,CHEMBL3701238,KEIPNCCJPRMIAX-HNNXBMFYSA-N,2015.0,2025.0,8.392222222222223,6.69,9.49,positive,"1528284,2148657,2192341,2596915,2624956,2624958,2624960,2628841,2628842"
chembl37_comprehensive,CHEMBL2742,2094258.0,CHEMBL3828009,GKJCVYLDJWTWQU-CXLRFSCWSA-N,2019.0,2023.0,8.08,5.21,9.54,positive,"1898477,2247106,2278131,2278135,2279610,2495061"
chembl37_comprehensive,CHEMBL2742,2198327.0,CHEMBL3990456,NDEXUOWTGYUVGA-LJQANCHMSA-N,2008.0,2023.0,7.484999999999999,7.33,7.64,positive,"2258237,2568707"
chembl37_comprehensive,CHEMBL2742,2335493.0,CHEMBL4297522,HCDMJFOHIXMBOV-UHFFFAOYSA-N,2021.0,2025.0,7.9125,6.11,10.0,positive,"2128684,2184223,2188241,2188242,2188244,2222389,2222391,2501360,2624957,2624958,2624959,2624960"
chembl37_comprehensive,CHEMBL2742,2353844.0,CHEMBL4446835,HKMTYQNMRIBAHX-UHFFFAOYSA-N,2019.0,2023.0,7.32,6.82,7.82,positive,"1813495,2290554"
chembl37_comprehensive,CHEMBL2742,2789619.0,CHEMBL5269917,QNXOYMFBIACDSL-UHFFFAOYSA-N,2021.0,2023.0,8.44,8.44,8.44,positive,"2281125,2491635"
chembl37_comprehensive,CHEMBL2742,2789898.0,CHEMBL5270196,HEJWDMSZDBYDME-UHFFFAOYSA-N,2021.0,2023.0,6.55,6.52,6.58,positive,"2297558,2594625"
chembl37_comprehensive,CHEMBL2742,2795037.0,CHEMBL5275335,OXJWXQVCCWDQJS-UHFFFAOYSA-N,2021.0,2023.0,7.505,6.52,8.49,positive,"2297558,2594625"
chembl37_comprehensive,CHEMBL2742,2804257.0,CHEMBL5284555,HBAQYPYDRFILMT-UHFFFAOYSA-N,2021.0,2023.0,7.065,5.9,8.23,positive,"2297558,2594625"
chembl37_comprehensive,CHEMBL1902,923.0,CHEMBL413,QFJCIRLUMZQUOT-HPLJOQBZSA-N,2016.0,2024.0,9.0,7.92,9.89,positive,"1786533,2427304,2427305,2500118,2587664"
chembl37_comprehensive,CHEMBL1868,276734.0,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,2008.0,2024.0,7.198,6.4,7.72,positive,"586595,831540,2238014,2292105,2608862"
chembl37_comprehensive,CHEMBL1868,373381.0,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N,2008.0,2023.0,7.837777777777777,6.82,8.27,positive,"586595,1586024,1730335,1740145,1774220,1828550,2065473,2291847,2583217"
chembl37_comprehensive,CHEMBL1868,622556.0,CHEMBL1090479,QTBWCSQGBMPECM-UHFFFAOYSA-N,2009.0,2023.0,7.38,7.38,7.38,positive,"2258255,2517186"
chembl37_comprehensive,CHEMBL1868,716009.0,CHEMBL1289601,WOSKHXYHFSIKNG-UHFFFAOYSA-N,2019.0,2024.0,8.276666666666666,7.66,8.7,positive,"1807692,2600258,2625356"
chembl37_comprehensive,CHEMBL1974,276734.0,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,2005.0,2025.0,7.502222222222223,5.75,8.89,positive,"325061,586328,586476,586572,586573,586965,655653,655654,655805,943683,943684,1336033,1505363,1642899,1707954,1852514,1899307,1899308,1899309,2121874,2220406,2220451,2220452,2270532,2618047,2618052,2627675"
chembl37_comprehensive,CHEMBL1974,373381.0,CHEMBL388978,HKSZLNNOFSGOKW-FYTWVXJKSA-N,2005.0,2023.0,8.900434782608697,8.26,9.72,positive,"325061,586328,586476,586572,586573,586965,1671227,1730336,1740135,1740157,1740158,1740159,1740160,1740161,1740162,1740163,1932573,2065472,2093688,2220407,2220408,2492432,2583218"
chembl37_comprehensive,CHEMBL1974,455596.0,CHEMBL460702,VNBRGSXVFBYQNN-UHFFFAOYSA-N,2017.0,2023.0,7.396666666666666,6.64,7.8,positive,"1642899,1671227,2258015"
chembl37_comprehensive,CHEMBL1974,714243.0,CHEMBL1287853,JOOXLOJCABQBSG-UHFFFAOYSA-N,2015.0,2023.0,6.448,5.18,7.98,positive,"1634398,1642899,2293040,2361756,2581606,2581687,2581781,2581875,2581968,2582061"
chembl37_comprehensive,CHEMBL1974,1117804.0,CHEMBL1738757,WVXNSAVVKYZVOE-UHFFFAOYSA-N,2011.0,2025.0,7.463333333333334,6.09,8.7,positive,"1642899,2543785,2633092"
chembl37_comprehensive,CHEMBL1974,1248758.0,CHEMBL1908397,YYLKKYCXAOBSRM-JXMROGBWSA-N,2012.0,2025.0,7.63,6.83,8.18,positive,"1329688,1329689,1642899,1815508,2673354"
chembl37_comprehensive,CHEMBL1974,1270745.0,CHEMBL1933288,ZHMXXVNQAFCXKK-QGZVFWFLSA-N,2012.0,2023.0,6.15,6.15,6.15,positive,"795823,2258283"
chembl37_comprehensive,CHEMBL1974,1377987.0,CHEMBL2105717,ONIQOQHATWINJY-UHFFFAOYSA-N,2016.0,2025.0,7.438750000000001,5.12,9.22,positive,"1554806,1554810,1615845,1642899,1671227,1854152,2236920,2632778"
chembl37_comprehensive,CHEMBL1974,1377998.0,CHEMBL2105728,DYNHJHQFHQTFTP-UHFFFAOYSA-N,2016.0,2023.0,8.71,7.46,10.22,positive,"1583398,1583399,1642899,1859777,1859778,1859783,1859784,1899306,1899307,1899309,1899310,2087564,2220440,2270542,2356554,2596191"
chembl37_comprehensive,CHEMBL1974,2007000.0,CHEMBL3639728,NSMOZFXKTHCPTQ-UHFFFAOYSA-N,2019.0,2023.0,6.41,6.41,6.41,positive,"2258326,2516198,2516406"
chembl37_comprehensive,CHEMBL1974,2089491.0,CHEMBL3813873,JGWRKYUXBBNENE-UHFFFAOYSA-N,2016.0,2023.0,7.437272727272727,5.8,8.3,positive,"1583398,1583399,1642899,1815520,1815521,2194015,2343739,2491608,2501742,2516406,2516408"
chembl37_comprehensive,CHEMBL1974,2198327.0,CHEMBL3990456,NDEXUOWTGYUVGA-LJQANCHMSA-N,2008.0,2023.0,7.396666666666666,7.29,7.6,positive,"1642899,2258239,2568708"
chembl37_comprehensive,CHEMBL1974,2216982.0,CHEMBL4077071,VXLAKHWYGRKCGI-UHFFFAOYSA-N,2018.0,2023.0,9.026666666666666,8.74,9.57,positive,"1707954,2268836,2499130"
chembl37_comprehensive,CHEMBL1974,2272109.0,CHEMBL4169078,YBYYWUUUGCNAHQ-LLVKDONJSA-N,2016.0,2024.0,6.0575,5.71,6.24,positive,"2258107,2369165,2369168,2520936"
chembl37_comprehensive,CHEMBL1974,2439163.0,CHEMBL4568735,NVGROBHDOYRPAN-FPTDNZKUSA-N,2021.0,2023.0,5.46,5.46,5.46,negative_or_inactive,"2136166,2136167,2136168,2136169,2136170,2136171,2136172,2136173,2136175,2136176,2144759,2258913"
chembl37_comprehensive,CHEMBL1974,2486543.0,CHEMBL4650283,HJFSVYUFOXAVAA-YUAYGMJFSA-N,2022.0,2024.0,8.836,7.65,9.8,positive,"2192346,2192350,2482002,2482003,2482004"
chembl37_comprehensive,CHEMBL1974,2719643.0,CHEMBL5075192,HWWOWSDXQIZWHB-UHFFFAOYSA-N,2022.0,2025.0,7.52,6.47,8.2,positive,"2160978,2160979,2643968"
chembl37_comprehensive,CHEMBL1955,276734.0,CHEMBL1336,MLDQJTXFUGDVEO-UHFFFAOYSA-N,2005.0,2024.0,7.2125,6.12,7.96,positive,"325072,587184,2079824,2238016,2280978,2292104,2480014,2608864"
chembl37_comprehensive,CHEMBL1955,475598.0,CHEMBL466397,MOSKATHMXWSZTQ-UHFFFAOYSA-N,2009.0,2024.0,6.8,6.8,6.8,positive,"2405025,2542672"
chembl37_comprehensive,CHEMBL1955,573133.0,CHEMBL576982,CVWXJKQAOSCOAB-UHFFFAOYSA-N,2019.0,2024.0,6.706666666666666,5.31,7.42,positive,"1837633,2414193,2414194"
chembl37_comprehensive,CHEMBL1955,622556.0,CHEMBL1090479,QTBWCSQGBMPECM-UHFFFAOYSA-N,2009.0,2023.0,7.13,7.13,7.13,positive,"2258256,2517189"
chembl37_comprehensive,CHEMBL1955,1277553.0,CHEMBL1946170,FNHKPVJBJVTLMP-UHFFFAOYSA-N,2021.0,2023.0,7.359999999999999,7.34,7.38,positive,"2238028,2317958"
chembl37_comprehensive,CHEMBL1955,1763569.0,CHEMBL3301607,RIJLVEAXPNLDTC-UHFFFAOYSA-N,2013.0,2023.0,6.56,6.56,6.56,positive,"2258041,2545923"
chembl37_comprehensive,CHEMBL1892,72504.0,CHEMBL47009,ISEYJGQFXSTPMQ-UHFFFAOYSA-N,2003.0,2023.0,8.49,7.1,9.55,positive,"71703,559823,559824,873320,984057,1497035,1566974,2185294,2352612,2593645"
chembl37_comprehensive,CHEMBL1892,454106.0,CHEMBL510924,ROXRILBFJQYPNZ-KBPBESRZSA-N,2008.0,2023.0,10.528,9.66,11.0,positive,"557374,557375,1798231,1858086,2331705"
chembl37_comprehensive,CHEMBL1892,495210.0,CHEMBL458202,ZZASEPMMGWJWOV-YUMQZZPRSA-N,2009.0,2025.0,6.731999999999999,5.83,7.92,positive,"559830,1453676,1888710,2185294,2675106"
chembl37_comprehensive,CHEMBL1892,2318953.0,CHEMBL4279502,ZCBCSGACSCSXNO-KBPBESRZSA-N,2018.0,2023.0,7.225,5.82,8.63,positive,"1798231,2352612"
chembl37_comprehensive,CHEMBL1892,2332301.0,CHEMBL4292853,OAJLMFWIFAWMDP-QWRGUYRKSA-N,2018.0,2023.0,8.025,7.05,9.0,positive,"1798231,2352612"
chembl37_comprehensive,CHEMBL4223,475598.0,CHEMBL466397,MOSKATHMXWSZTQ-UHFFFAOYSA-N,2009.0,2024.0,7.8,7.8,7.8,positive,"2405077,2542680"
chembl37_comprehensive,CHEMBL4223,573133.0,CHEMBL576982,CVWXJKQAOSCOAB-UHFFFAOYSA-N,2017.0,2024.0,5.63,5.51,5.75,negative_or_inactive,"1642900,2414195,2414196"
chembl37_comprehensive,CHEMBL4223,1757351.0,CHEMBL3286830,IIXWYSCJSQVBQM-LLVKDONJSA-N,2014.0,2023.0,7.28,7.28,7.28,positive,"1363668,2258313"
chembl37_comprehensive,CHEMBL2608,436875.0,CHEMBL404271,XUFXOAAUWZOOIT-UGEKTDRHSA-N,2008.0,2025.0,4.756666666666667,4.38,5.3,negative_or_inactive,"490828,490840,2665777"
chembl37_comprehensive,CHEMBL3972,374008.0,CHEMBL225072,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,2008.0,2023.0,6.784000000000001,5.28,7.93,positive,"510467,1469605,1523833,2236556,2353988"
chembl37_comprehensive,CHEMBL3234,475598.0,CHEMBL466397,MOSKATHMXWSZTQ-UHFFFAOYSA-N,2009.0,2024.0,6.56,6.56,6.56,positive,"2405030,2542673"
chembl37_comprehensive,CHEMBL325,11501.0,CHEMBL99,RTKIYFITIVXBLE-QEQCGCAPSA-N,2001.0,2024.0,8.246764705882352,7.21,9.7,positive,"87851,304811,390145,422016,456669,457993,479641,565673,571669,599171,646841,785885,816364,936032,967401,972540,1518390,1523183,1556987,1571067,1619173,1829480,1875448,1883040,1919894,1978443,1979298,2114939,2115472,2315276,2317150,2355399,2364796,2486400"
chembl37_comprehensive,CHEMBL325,18643.0,CHEMBL279636,GNYCTMYOHGBSBI-SVZOTFJBSA-N,2010.0,2023.0,8.04,6.72,9.36,positive,"646841,2315310"
chembl37_comprehensive,CHEMBL325,31312.0,CHEMBL140,VFLDPWHFBUODDF-FCXRPNKRSA-N,2020.0,2023.0,4.455,4.29,4.62,negative_or_inactive,"1986977,2494251"
chembl37_comprehensive,CHEMBL325,36237.0,CHEMBL27759,INVTYAOGFAGBOE-UHFFFAOYSA-N,2004.0,2024.0,6.730666666666666,5.83,9.7,positive,"87538,422136,451040,477940,646841,686294,1500254,1504653,1556912,1584188,1670958,1679367,1685222,1781394,1782946,1845689,1853362,2090149,2215804,2222252,2243513,2260066,2288779,2315276,2331864,2367134,2367135,2477386,2595528,2651711"
chembl37_comprehensive,CHEMBL325,132812.0,CHEMBL83747,LMAFSGDNHVBIHU-XUIWWLCJSA-N,2012.0,2024.0,7.676666666666667,7.35,8.1,positive,"827136,2025779,2480034"
chembl37_comprehensive,CHEMBL325,184152.0,CHEMBL325676,CFKBMXXDXYFDET-UHFFFAOYSA-N,2014.0,2023.0,6.8133333333333335,6.54,7.24,positive,"1443000,1551389,2346044"
chembl37_comprehensive,CHEMBL325,246802.0,CHEMBL146250,MEJLVLMAJJRLCR-GCCNXGTGSA-N,2003.0,2024.0,8.765,7.24,9.92,positive,"87859,87860,1522021,2596989"
