scope,query,entity,model,n,prevalence,ap
AB_UNSEEN_COMMON,target_id,CHEMBL203,dtbind,3,0.3333333333333333,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL203,dtiam_historical,3,0.3333333333333333,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL203,nesso_pic50,3,0.3333333333333333,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL205,biomaster,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL205,drugclip,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL205,dtiam,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL205,conplex,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL205,nesso,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL205,probematch,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL205,dtbind,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL205,dtiam_historical,3,0.6666666666666666,0.5833333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL205,nesso_pic50,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL220,biomaster,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL220,drugclip,3,0.6666666666666666,0.5833333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL220,dtiam,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL220,conplex,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL220,nesso,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL220,probematch,3,0.6666666666666666,0.5833333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL220,dtbind,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL220,dtiam_historical,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL220,nesso_pic50,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL228,biomaster,2,0.5,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL228,drugclip,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL228,dtiam,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL228,conplex,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL228,nesso,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL228,probematch,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL228,dtbind,2,0.5,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL228,dtiam_historical,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL228,nesso_pic50,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL238,biomaster,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL238,drugclip,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL238,dtiam,2,0.5,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL238,conplex,2,0.5,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL238,nesso,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL238,probematch,2,0.5,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL238,dtbind,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL238,dtiam_historical,2,0.5,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL238,nesso_pic50,2,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL2527,biomaster,4,0.5,0.5833333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL2527,drugclip,4,0.5,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL2527,dtiam,4,0.5,0.41666666666666663
AB_UNSEEN_COMMON,target_id,CHEMBL2527,conplex,4,0.5,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL2527,nesso,4,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL2527,probematch,4,0.5,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL2527,dtbind,4,0.5,0.41666666666666663
AB_UNSEEN_COMMON,target_id,CHEMBL2527,dtiam_historical,4,0.5,0.75
AB_UNSEEN_COMMON,target_id,CHEMBL2527,nesso_pic50,4,0.5,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL279,biomaster,4,0.25,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL279,drugclip,4,0.25,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL279,dtiam,4,0.25,0.3333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL279,conplex,4,0.25,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL279,nesso,4,0.25,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL279,probematch,4,0.25,0.3333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL279,dtbind,4,0.25,0.25
AB_UNSEEN_COMMON,target_id,CHEMBL279,dtiam_historical,4,0.25,0.3333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL279,nesso_pic50,4,0.25,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL3009,biomaster,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL3009,drugclip,3,0.6666666666666666,0.5833333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL3009,dtiam,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL3009,conplex,3,0.6666666666666666,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL3009,nesso,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL3009,probematch,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL3009,dtbind,3,0.6666666666666666,0.5833333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL3009,dtiam_historical,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL3009,nesso_pic50,3,0.6666666666666666,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL4247,biomaster,5,0.4,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL4247,drugclip,5,0.4,0.8333333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL4247,dtiam,5,0.4,0.75
AB_UNSEEN_COMMON,target_id,CHEMBL4247,conplex,5,0.4,0.5833333333333333
AB_UNSEEN_COMMON,target_id,CHEMBL4247,nesso,5,0.4,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL4247,probematch,5,0.4,0.3666666666666667
AB_UNSEEN_COMMON,target_id,CHEMBL4247,dtbind,5,0.4,0.75
AB_UNSEEN_COMMON,target_id,CHEMBL4247,dtiam_historical,5,0.4,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL4247,nesso_pic50,5,0.4,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL5331,biomaster,3,0.3333333333333333,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL5331,drugclip,3,0.3333333333333333,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL5331,dtiam,3,0.3333333333333333,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL5331,conplex,3,0.3333333333333333,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL5331,nesso,3,0.3333333333333333,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL5331,probematch,3,0.3333333333333333,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL5331,dtbind,3,0.3333333333333333,0.5
AB_UNSEEN_COMMON,target_id,CHEMBL5331,dtiam_historical,3,0.3333333333333333,1.0
AB_UNSEEN_COMMON,target_id,CHEMBL5331,nesso_pic50,3,0.3333333333333333,1.0
