view,model_a,model_b,assay_lane,queries,eligible_queries,mean_spearman,mean_top10_overlap,mean_top10_adjusted
completed_models_common,BALM,ScopeDTI_light,ION_CHANNEL_FUNCTIONAL,57,36,0.2461583250733383,0.16666666666666666,0.00265906932573599
completed_models_common,BALM,ScopeDTI_light,KINASE_BIOCHEMICAL,122,90,0.2532480813223357,0.011111111111111112,-0.013118075340297564
completed_models_common,BALM,ScopeDTI_light,NONCANONICAL_REVIEW,96,61,0.3552153230324494,0.22950819672131148,0.00903274018028116
completed_models_common,BALM,ScopeDTI_light,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.32721048612933,0.2777777777777778,0.013928458372902816
completed_models_common,BALM,ScopeDTI_light,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.20705535521296478,0.08333333333333333,-0.0057929724596391275
completed_models_common,BALM,ScopeDTI_light,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.2360875326636878,0.13043478260869565,-0.00101573145051406
completed_models_common,CheMLT-F,ADME-DTI,ENZYME_BIOCHEMICAL,211,183,0.09535839520857532,0.1092896174863388,-0.003160369280587861
completed_models_common,CheMLT-F,ADME-DTI,EXTRACELLULAR_SPECIAL,117,79,0.07094727574048525,0.10126582278481013,-0.003974178657722962
completed_models_common,CheMLT-F,ADME-DTI,ION_CHANNEL_FUNCTIONAL,57,36,0.028189406859879043,0.05555555555555555,-0.008610319721430833
completed_models_common,CheMLT-F,ADME-DTI,KINASE_BIOCHEMICAL,122,90,0.05276336581810151,0.2777777777777778,0.013928458372902814
completed_models_common,CheMLT-F,ADME-DTI,NONCANONICAL_REVIEW,96,61,0.07157530649821789,0.04918032786885246,-0.009256924011022372
completed_models_common,CheMLT-F,ADME-DTI,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.10644331866151216,0.018518518518518517,-0.012366782737153107
completed_models_common,CheMLT-F,ADME-DTI,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.04651671456676823,0.05555555555555555,-0.008610319721430833
completed_models_common,CheMLT-F,ADME-DTI,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.05580867992482994,0.0,-0.014245014245014245
completed_models_common,ConPLex,ADME-DTI,ENZYME_BIOCHEMICAL,211,183,0.13715098599519138,0.5409836065573771,0.04062397832889636
completed_models_common,ConPLex,ADME-DTI,EXTRACELLULAR_SPECIAL,117,79,0.18281625392247272,0.9620253164556962,0.08332792383425294
completed_models_common,ConPLex,ADME-DTI,ION_CHANNEL_FUNCTIONAL,57,36,0.2199337624275396,0.6944444444444444,0.056188667299778415
completed_models_common,ConPLex,ADME-DTI,KINASE_BIOCHEMICAL,122,90,0.203692227943893,0.18888888888888888,0.004912947135169357
completed_models_common,ConPLex,ADME-DTI,NONCANONICAL_REVIEW,96,61,0.17785380816422486,0.9508196721311475,0.08219139694549531
completed_models_common,ConPLex,ADME-DTI,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.1330805441513814,0.7777777777777778,0.06464070908515353
completed_models_common,ConPLex,ADME-DTI,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.2642378003176328,1.1944444444444444,0.10690091801202911
completed_models_common,ConPLex,ADME-DTI,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.10274223962010763,1.0,0.08717948717948718
completed_models_common,ConPLex,BALM,ENZYME_BIOCHEMICAL,211,183,-0.05158184741323662,0.41530054644808745,0.027876636619806015
completed_models_common,ConPLex,BALM,EXTRACELLULAR_SPECIAL,117,79,-0.044185724682651105,0.27848101265822783,0.013999783620036782
completed_models_common,ConPLex,BALM,ION_CHANNEL_FUNCTIONAL,57,36,-0.02268334816679779,0.1111111111111111,-0.0029756251978474224
completed_models_common,ConPLex,BALM,KINASE_BIOCHEMICAL,122,90,0.07903151455399,0.3111111111111111,0.01730927508705286
completed_models_common,ConPLex,BALM,NONCANONICAL_REVIEW,96,61,-0.03160449396843285,0.3442622950819672,0.020671617392928866
completed_models_common,ConPLex,BALM,NON_GPCR_MEMBRANE_SPECIAL,74,54,-0.019488933116455325,0.3333333333333333,0.019563152896486226
completed_models_common,ConPLex,BALM,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.06980777440125041,0.19444444444444445,0.005476416587527696
completed_models_common,ConPLex,BALM,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,-0.11621147497920634,0.0,-0.014245014245014245
completed_models_common,ConPLex,CheMLT-F,ENZYME_BIOCHEMICAL,211,183,-0.07066625191558956,0.14754098360655737,0.0007192564569613738
completed_models_common,ConPLex,CheMLT-F,EXTRACELLULAR_SPECIAL,117,79,-0.08602852220042827,0.06329113924050633,-0.007825742002957194
completed_models_common,ConPLex,CheMLT-F,ION_CHANNEL_FUNCTIONAL,57,36,-0.03610084986654136,0.08333333333333333,-0.0057929724596391275
completed_models_common,ConPLex,CheMLT-F,KINASE_BIOCHEMICAL,122,90,0.004324653086511033,0.7777777777777778,0.06464070908515353
completed_models_common,ConPLex,CheMLT-F,NONCANONICAL_REVIEW,96,61,-0.08254713839531193,0.26229508196721313,0.012358133669609077
completed_models_common,ConPLex,CheMLT-F,NON_GPCR_MEMBRANE_SPECIAL,74,54,-0.08907649895322296,0.46296296296296297,0.032710773451514186
completed_models_common,ConPLex,CheMLT-F,NUCLEAR_EPIGENETIC_DOMAIN,39,36,-0.02238564250595669,0.1388888888888889,-0.00015827793605571467
completed_models_common,ConPLex,CheMLT-F,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,-0.03497052807098575,0.08695652173913043,-0.005425492382014121
completed_models_common,ConPLex,DrugCLIP,ENZYME_BIOCHEMICAL,211,183,0.038247387950894815,0.16939890710382513,0.002936185449846651
completed_models_common,ConPLex,DrugCLIP,EXTRACELLULAR_SPECIAL,117,79,0.051230091123374066,0.08860759493670886,-0.005258033106134373
completed_models_common,ConPLex,DrugCLIP,ION_CHANNEL_FUNCTIONAL,57,36,0.0563469160462239,0.08333333333333333,-0.0057929724596391275
completed_models_common,ConPLex,DrugCLIP,KINASE_BIOCHEMICAL,122,90,0.03291356538372107,0.6,0.046609686609686604
completed_models_common,ConPLex,DrugCLIP,NONCANONICAL_REVIEW,96,61,0.03473013661269422,0.18032786885245902,0.004044649946289289
completed_models_common,ConPLex,DrugCLIP,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.035899609643860866,0.07407407407407407,-0.0067320882135696964
completed_models_common,ConPLex,DrugCLIP,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.1268498744136656,0.5833333333333334,0.04491927825261158
completed_models_common,ConPLex,DrugCLIP,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.11053034827911148,0.043478260869565216,-0.009835253313514184
completed_models_common,ConPLex,ScopeDTI_light,ENZYME_BIOCHEMICAL,211,183,-0.03121143321867331,0.13114754098360656,-0.000943440287702584
completed_models_common,ConPLex,ScopeDTI_light,EXTRACELLULAR_SPECIAL,117,79,-0.018441947530966292,0.05063291139240506,-0.009109596451368603
completed_models_common,ConPLex,ScopeDTI_light,ION_CHANNEL_FUNCTIONAL,57,36,0.008147107452177905,0.05555555555555555,-0.008610319721430833
completed_models_common,ConPLex,ScopeDTI_light,KINASE_BIOCHEMICAL,122,90,0.054841812643060345,0.45555555555555555,0.031959480848369734
completed_models_common,ConPLex,ScopeDTI_light,NONCANONICAL_REVIEW,96,61,-0.014851845937573067,0.09836065573770492,-0.0042688337770304995
completed_models_common,ConPLex,ScopeDTI_light,NON_GPCR_MEMBRANE_SPECIAL,74,54,-0.008792207121347304,0.09259259259259259,-0.004853856705708559
completed_models_common,ConPLex,ScopeDTI_light,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.03539559765851225,0.3055555555555556,0.01674580563469452
completed_models_common,ConPLex,ScopeDTI_light,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,-0.049794239804979316,0.043478260869565216,-0.009835253313514184
completed_models_common,DrugCLIP,ADME-DTI,ENZYME_BIOCHEMICAL,211,183,0.03638931320461642,0.04371584699453552,-0.00981115625924369
completed_models_common,DrugCLIP,ADME-DTI,EXTRACELLULAR_SPECIAL,117,79,-0.01891682662162115,0.0379746835443038,-0.010393450899780015
completed_models_common,DrugCLIP,ADME-DTI,ION_CHANNEL_FUNCTIONAL,57,36,0.01863486172160055,0.05555555555555555,-0.008610319721430833
completed_models_common,DrugCLIP,ADME-DTI,KINASE_BIOCHEMICAL,122,90,0.03975391199206573,0.12222222222222222,-0.0018486862931307384
completed_models_common,DrugCLIP,ADME-DTI,NONCANONICAL_REVIEW,96,61,-0.03772567724247718,0.06557377049180328,-0.007594227266358414
completed_models_common,DrugCLIP,ADME-DTI,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.007646367082504134,0.12962962962962962,-0.0010973936899862837
completed_models_common,DrugCLIP,ADME-DTI,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.05719106858353007,0.2777777777777778,0.013928458372902812
completed_models_common,DrugCLIP,ADME-DTI,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.06319878906764727,0.17391304347826086,0.0033940294809860013
completed_models_common,DrugCLIP,BALM,ENZYME_BIOCHEMICAL,211,183,-0.03022726311843661,0.15300546448087432,0.0012734887051826932
completed_models_common,DrugCLIP,BALM,EXTRACELLULAR_SPECIAL,117,79,0.012458015793113819,0.0,-0.014245014245014244
completed_models_common,DrugCLIP,BALM,ION_CHANNEL_FUNCTIONAL,57,36,-0.018381553056079615,0.19444444444444445,0.005476416587527697
completed_models_common,DrugCLIP,BALM,KINASE_BIOCHEMICAL,122,90,0.05499388459983114,0.03333333333333333,-0.010864197530864199
completed_models_common,DrugCLIP,BALM,NONCANONICAL_REVIEW,96,61,-0.0173362749643481,0.0,-0.014245014245014245
completed_models_common,DrugCLIP,BALM,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.04090621999629637,0.018518518518518517,-0.012366782737153107
completed_models_common,DrugCLIP,BALM,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.029352807331027537,0.3055555555555556,0.01674580563469452
completed_models_common,DrugCLIP,BALM,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.020225064644071936,0.08695652173913043,-0.005425492382014121
completed_models_common,DrugCLIP,CheMLT-F,ENZYME_BIOCHEMICAL,211,183,0.009087105660896195,0.20218579234972678,0.0062615789391745665
completed_models_common,DrugCLIP,CheMLT-F,EXTRACELLULAR_SPECIAL,117,79,0.009876428370079283,0.05063291139240506,-0.009109596451368603
completed_models_common,DrugCLIP,CheMLT-F,ION_CHANNEL_FUNCTIONAL,57,36,-0.0076306088406093014,0.1388888888888889,-0.00015827793605571467
completed_models_common,DrugCLIP,CheMLT-F,KINASE_BIOCHEMICAL,122,90,0.06340107349892801,1.0888888888888888,0.09619499841722062
completed_models_common,DrugCLIP,CheMLT-F,NONCANONICAL_REVIEW,96,61,-0.015900484625986245,0.11475409836065574,-0.0026061370323665414
completed_models_common,DrugCLIP,CheMLT-F,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.02009791508309336,0.14814814814814814,0.0007808378178748535
completed_models_common,DrugCLIP,CheMLT-F,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.039465235284907245,0.16666666666666666,0.002659069325735991
completed_models_common,DrugCLIP,CheMLT-F,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.02672622449519228,0.17391304347826086,0.0033940294809860017
completed_models_common,DrugCLIP,ScopeDTI_light,ENZYME_BIOCHEMICAL,211,183,0.02576899128248038,0.1366120218579235,-0.0003892080394812645
completed_models_common,DrugCLIP,ScopeDTI_light,EXTRACELLULAR_SPECIAL,117,79,-0.03382815897888207,0.02531645569620253,-0.011677305348191424
completed_models_common,DrugCLIP,ScopeDTI_light,ION_CHANNEL_FUNCTIONAL,57,36,0.0007395110715677423,0.2222222222222222,0.008293763849319402
completed_models_common,DrugCLIP,ScopeDTI_light,KINASE_BIOCHEMICAL,122,90,0.07001954660933016,0.36666666666666664,0.022943969610636276
completed_models_common,DrugCLIP,ScopeDTI_light,NONCANONICAL_REVIEW,96,61,-0.0575830623117261,0.0,-0.014245014245014245
completed_models_common,DrugCLIP,ScopeDTI_light,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.025390994923582037,0.07407407407407407,-0.006732088213569695
completed_models_common,DrugCLIP,ScopeDTI_light,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.11447756583172215,0.3611111111111111,0.022380500158277934
completed_models_common,DrugCLIP,ScopeDTI_light,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.08873198133164056,0.21739130434782608,0.007803790412486065
completed_models_common,ScopeDTI_light,ADME-DTI,ENZYME_BIOCHEMICAL,211,183,0.18420100409342272,0.0546448087431694,-0.008702691762801053
completed_models_common,ScopeDTI_light,ADME-DTI,EXTRACELLULAR_SPECIAL,117,79,0.26340195600955607,0.0,-0.014245014245014244
completed_models_common,ScopeDTI_light,ADME-DTI,ION_CHANNEL_FUNCTIONAL,57,36,0.17982425609475813,0.16666666666666666,0.002659069325735991
completed_models_common,ScopeDTI_light,ADME-DTI,KINASE_BIOCHEMICAL,122,90,0.18800473154689584,0.1,-0.004102564102564103
completed_models_common,ScopeDTI_light,ADME-DTI,NONCANONICAL_REVIEW,96,61,0.24931828763569647,0.01639344262295082,-0.012582317500350288
completed_models_common,ScopeDTI_light,ADME-DTI,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.23833037895579334,0.05555555555555555,-0.008610319721430833
completed_models_common,ScopeDTI_light,ADME-DTI,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.13851389477632436,0.16666666666666666,0.002659069325735991
completed_models_common,ScopeDTI_light,ADME-DTI,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.16310974995700267,0.13043478260869565,-0.0010157314505140607
completed_models_common,ScopeDTI_light,CheMLT-F,ENZYME_BIOCHEMICAL,211,183,0.12360480110720655,0.19672131147540983,0.005707346690953247
completed_models_common,ScopeDTI_light,CheMLT-F,EXTRACELLULAR_SPECIAL,117,79,0.16344996558004257,0.379746835443038,0.024270619207328065
completed_models_common,ScopeDTI_light,CheMLT-F,ION_CHANNEL_FUNCTIONAL,57,36,0.11406196632912674,0.19444444444444445,0.005476416587527697
completed_models_common,ScopeDTI_light,CheMLT-F,KINASE_BIOCHEMICAL,122,90,0.12913500918712542,0.6222222222222222,0.04886356441911997
completed_models_common,ScopeDTI_light,CheMLT-F,NONCANONICAL_REVIEW,96,61,0.18210556455580268,0.26229508196721313,0.012358133669609077
completed_models_common,ScopeDTI_light,CheMLT-F,NON_GPCR_MEMBRANE_SPECIAL,74,54,0.19762552446870033,0.42592592592592593,0.028954310435791913
completed_models_common,ScopeDTI_light,CheMLT-F,NUCLEAR_EPIGENETIC_DOMAIN,39,36,0.06169999929623845,0.19444444444444445,0.005476416587527698
completed_models_common,ScopeDTI_light,CheMLT-F,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.1441134894610145,0.2608695652173913,0.012213551343986126
pairwise_common,BALM,ADME-DTI,ENZYME_BIOCHEMICAL,211,184,0.40221862710214856,0.9184782608695652,0.07891118543292455
pairwise_common,BALM,ADME-DTI,EXTRACELLULAR_SPECIAL,117,110,0.3949826734263076,0.7,0.05675213675213674
pairwise_common,BALM,ADME-DTI,ION_CHANNEL_FUNCTIONAL,57,37,0.3693728954275198,0.8918918918918919,0.0762146762146762
pairwise_common,BALM,ADME-DTI,KINASE_BIOCHEMICAL,122,90,0.35166379627947225,1.3,0.1176068376068376
pairwise_common,BALM,ADME-DTI,NONCANONICAL_REVIEW,96,78,0.38596507577759265,0.8333333333333334,0.07027540360873694
pairwise_common,BALM,ADME-DTI,NON_GPCR_MEMBRANE_SPECIAL,74,61,0.39713640860802646,0.6721311475409836,0.05392555228620802
pairwise_common,BALM,ADME-DTI,NUCLEAR_EPIGENETIC_DOMAIN,39,37,0.32486464495932016,1.054054054054054,0.09266189266189265
pairwise_common,BALM,ADME-DTI,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.3709178344616323,0.4782608695652174,0.03426235600148643
pairwise_common,BALM,CheMLT-F,ENZYME_BIOCHEMICAL,211,184,0.15007995604189062,0.266304347826087,0.012921004286589101
pairwise_common,BALM,CheMLT-F,EXTRACELLULAR_SPECIAL,117,110,0.19313477226306747,0.03636363636363636,-0.01039692701664533
pairwise_common,BALM,CheMLT-F,ION_CHANNEL_FUNCTIONAL,57,37,0.09963296568103895,0.40540540540540543,0.02702702702702703
pairwise_common,BALM,CheMLT-F,KINASE_BIOCHEMICAL,122,90,0.13391448555699248,0.06666666666666667,-0.007323943661971833
pairwise_common,BALM,CheMLT-F,NONCANONICAL_REVIEW,96,78,0.19960956144747774,0.10256410256410256,-0.003683640303358614
pairwise_common,BALM,CheMLT-F,NON_GPCR_MEMBRANE_SPECIAL,74,61,0.2674979774642575,0.04918032786885246,-0.009097206187947359
pairwise_common,BALM,CheMLT-F,NUCLEAR_EPIGENETIC_DOMAIN,39,37,0.05830655387730159,0.0,-0.014084507042253523
pairwise_common,BALM,CheMLT-F,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.11574662248240199,0.5652173913043478,0.04323331292100429
pairwise_common,BALM,ScopeDTI_light,ENZYME_BIOCHEMICAL,211,184,0.2654663366896597,0.21739130434782608,0.007960808328230252
pairwise_common,BALM,ScopeDTI_light,EXTRACELLULAR_SPECIAL,117,110,0.3804270827098569,0.39090909090909093,0.025556978233034572
pairwise_common,BALM,ScopeDTI_light,ION_CHANNEL_FUNCTIONAL,57,37,0.25496037976391367,0.16216216216216217,0.0023601065854586974
pairwise_common,BALM,ScopeDTI_light,KINASE_BIOCHEMICAL,122,90,0.2560595650854526,0.011111111111111112,-0.012957746478873242
pairwise_common,BALM,ScopeDTI_light,NONCANONICAL_REVIEW,96,78,0.3582127957317206,0.21794871794871795,0.008017334777898158
pairwise_common,BALM,ScopeDTI_light,NON_GPCR_MEMBRANE_SPECIAL,74,61,0.34095670526753435,0.2786885245901639,0.014176864465481415
pairwise_common,BALM,ScopeDTI_light,NUCLEAR_EPIGENETIC_DOMAIN,39,37,0.2134945663599237,0.10810810810810811,-0.003121431290445376
pairwise_common,BALM,ScopeDTI_light,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,0.2384038624177151,0.13043478260869565,-0.0008573178199632588
pairwise_common,CheMLT-F,ADME-DTI,ENZYME_BIOCHEMICAL,211,211,0.09113054533018662,0.12796208530805686,-0.001266523541405059
pairwise_common,CheMLT-F,ADME-DTI,EXTRACELLULAR_SPECIAL,117,117,0.07527852587636183,0.10256410256410256,-0.003842501278398715
pairwise_common,CheMLT-F,ADME-DTI,ION_CHANNEL_FUNCTIONAL,57,57,0.022041245109992332,0.05263157894736842,-0.008906882591093117
pairwise_common,CheMLT-F,ADME-DTI,KINASE_BIOCHEMICAL,122,122,0.05542433963429146,0.22950819672131148,0.00903274018028116
pairwise_common,CheMLT-F,ADME-DTI,NONCANONICAL_REVIEW,96,96,0.060161916072239696,0.08333333333333333,-0.005792972459639127
pairwise_common,CheMLT-F,ADME-DTI,NON_GPCR_MEMBRANE_SPECIAL,74,74,0.1020126633404241,0.02702702702702703,-0.011503811503811506
pairwise_common,CheMLT-F,ADME-DTI,NUCLEAR_EPIGENETIC_DOMAIN,39,39,0.04367594416301602,0.05128205128205128,-0.00904375776170648
pairwise_common,CheMLT-F,ADME-DTI,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,0.05301346108526839,0.0,-0.014245014245014245
pairwise_common,ConPLex,ADME-DTI,ENZYME_BIOCHEMICAL,211,211,0.1449048011188655,0.5355450236966824,0.04007237277379457
pairwise_common,ConPLex,ADME-DTI,EXTRACELLULAR_SPECIAL,117,117,0.15978615226414394,0.7521367521367521,0.062040080843499636
pairwise_common,ConPLex,ADME-DTI,ION_CHANNEL_FUNCTIONAL,57,57,0.21817799580867595,0.7719298245614035,0.06404758334582895
pairwise_common,ConPLex,ADME-DTI,KINASE_BIOCHEMICAL,122,122,0.19031081922152326,0.20491803278688525,0.006538695063285226
pairwise_common,ConPLex,ADME-DTI,NONCANONICAL_REVIEW,96,96,0.16574745484563,0.8125,0.06816239316239316
pairwise_common,ConPLex,ADME-DTI,NON_GPCR_MEMBRANE_SPECIAL,74,74,0.11776970679017751,0.6351351351351351,0.05017325017325017
pairwise_common,ConPLex,ADME-DTI,NUCLEAR_EPIGENETIC_DOMAIN,39,39,0.25902162788414224,1.1282051282051282,0.10018262838775659
pairwise_common,ConPLex,ADME-DTI,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,0.11484219631164923,0.9655172413793104,0.08368209057864229
pairwise_common,ConPLex,BALM,ENZYME_BIOCHEMICAL,211,184,-0.036438378358901936,0.375,0.02394366197183099
pairwise_common,ConPLex,BALM,EXTRACELLULAR_SPECIAL,117,110,-0.0353728142639458,0.19090909090909092,0.0052752880921895
pairwise_common,ConPLex,BALM,ION_CHANNEL_FUNCTIONAL,57,37,-0.015354715246604244,0.08108108108108109,-0.005862200228397413
pairwise_common,ConPLex,BALM,KINASE_BIOCHEMICAL,122,90,0.09823747027246643,0.3111111111111111,0.01746478873239437
pairwise_common,ConPLex,BALM,NONCANONICAL_REVIEW,96,78,-0.021756310628041776,0.34615384615384615,0.021018418201516793
pairwise_common,ConPLex,BALM,NON_GPCR_MEMBRANE_SPECIAL,74,61,-0.016977700817835648,0.3114754098360656,0.017501731701685525
pairwise_common,ConPLex,BALM,NUCLEAR_EPIGENETIC_DOMAIN,39,37,0.09294904357277256,0.16216216216216217,0.0023601065854586983
pairwise_common,ConPLex,BALM,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,23,-0.12558493751030694,0.0,-0.014084507042253525
pairwise_common,ConPLex,CheMLT-F,ENZYME_BIOCHEMICAL,211,211,-0.05623143903763136,0.17061611374407584,0.003217408717709098
pairwise_common,ConPLex,CheMLT-F,EXTRACELLULAR_SPECIAL,117,117,-0.07617066435686107,0.08547008547008547,-0.005417118093174433
pairwise_common,ConPLex,CheMLT-F,ION_CHANNEL_FUNCTIONAL,57,57,-0.04402590961988847,0.05263157894736842,-0.008747220163083767
pairwise_common,ConPLex,CheMLT-F,KINASE_BIOCHEMICAL,122,122,0.021263517300946982,1.0737704918032787,0.09480489494343107
pairwise_common,ConPLex,CheMLT-F,NONCANONICAL_REVIEW,96,96,-0.06944945540225271,0.20833333333333334,0.007042253521126761
pairwise_common,ConPLex,CheMLT-F,NON_GPCR_MEMBRANE_SPECIAL,74,74,-0.0761639950994181,0.44594594594594594,0.03113818043395509
pairwise_common,ConPLex,CheMLT-F,NUCLEAR_EPIGENETIC_DOMAIN,39,39,-0.01251412367265254,0.20512820512820512,0.006717226435536296
pairwise_common,ConPLex,CheMLT-F,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,-0.042791214780627536,0.10344827586206896,-0.0035939776590577966
pairwise_common,ConPLex,DrugCLIP,ENZYME_BIOCHEMICAL,211,210,0.028262020758128763,0.14285714285714285,0.00040241448692152884
pairwise_common,ConPLex,DrugCLIP,EXTRACELLULAR_SPECIAL,117,84,0.048151248044736326,0.08333333333333333,-0.00563380281690141
pairwise_common,ConPLex,DrugCLIP,ION_CHANNEL_FUNCTIONAL,57,54,0.06566864545817513,0.07407407407407407,-0.0065727699530516446
pairwise_common,ConPLex,DrugCLIP,KINASE_BIOCHEMICAL,122,122,0.038699900904573835,0.6885245901639344,0.055737704918032795
pairwise_common,ConPLex,DrugCLIP,NONCANONICAL_REVIEW,96,73,0.019952948928259103,0.1780821917808219,0.003974532124252364
pairwise_common,ConPLex,DrugCLIP,NON_GPCR_MEMBRANE_SPECIAL,74,66,0.02419527494906595,0.13636363636363635,-0.0002560819462227924
pairwise_common,ConPLex,DrugCLIP,NUCLEAR_EPIGENETIC_DOMAIN,39,38,0.13244322821318288,0.5526315789473685,0.04195700518902891
pairwise_common,ConPLex,DrugCLIP,TRANSPORTER_MEMBRANE_FUNCTIONAL,29,29,0.09726127746639132,0.034482758620689655,-0.010587663914521614
pairwise_common,ConPLex,ScopeDTI_light,ENZYME_BIOCHEMICAL,211,211,-0.014109721452418919,0.15639810426540285,0.001775582404378879
pairwise_common,ConPLex,ScopeDTI_light,EXTRACELLULAR_SPECIAL,117,117,-0.01818831285532215,0.06837606837606838,-0.00715059588299025
pairwise_common,ConPLex,ScopeDTI_light,ION_CHANNEL_FUNCTIONAL,57,57,0.06415416958825435,0.17543859649122806,0.0037064492216456633
pairwise_common,ConPLex,ScopeDTI_light,KINASE_BIOCHEMICAL,122,122,0.06531235793685689,0.6475409836065574,0.05158162087277765
pairwise_common,ConPLex,ScopeDTI_light,NONCANONICAL_REVIEW,96,96,-0.002612648140948163,0.125,-0.0014084507042253522
pairwise_common,ConPLex,ScopeDTI_light,NON_GPCR_MEMBRANE_SPECIAL,74,74,-0.00154552666703607,0.10810810810810811,-0.0031214312904453752
pairwise_common,ConPLex,ScopeDTI_light,NUCLEAR_EPIGENETIC_DOMAIN,39,39,0.0510205331408126,0.2564102564102564,0.01191765980498375
