view,direction,model_a,model_b,requested_queries,eligible_queries,constant_queries,mean_common_candidates,mean_spearman,median_spearman,mean_kendall_tau_b,median_kendall_tau_b,mean_top5_overlap,median_top5_overlap,mean_top10_overlap,median_top10_overlap,mean_top20_overlap,median_top20_overlap,mean_top10_random,median_top10_random,mean_top10_adjusted,median_top10_adjusted
completed_models_common,target_to_drug,ConPLex,BALM,745,562,0,712.0,-0.0173914147991763,-0.007147930476370999,-0.010647195049590854,-0.0060706312354825405,0.12099644128113879,0.0,0.31316725978647686,0.0,1.3718861209964412,1.0,0.1404494382022472,0.1404494382022472,0.017517818941306485,-0.014245014245014245
completed_models_common,drug_to_target,ConPLex,BALM,720,712,0,562.0,0.0046438847585782116,0.01067313123268087,0.0018490847760062672,0.006961968321893798,0.10814606741573034,0.0,0.2949438202247191,0.0,0.7837078651685393,1.0,0.17793594306049826,0.17793594306049823,0.011912758508386257,-0.018115942028985508
completed_models_common,target_to_drug,ConPLex,ScopeDTI_light,745,562,0,712.0,-0.005678496288901267,-0.00416362596347496,-0.002559057555588185,-0.0020529343079019923,0.03914590747330961,0.0,0.16725978647686832,0.0,0.5622775800711743,0.0,0.1404494382022472,0.1404494382022472,0.0027192262067706903,-0.014245014245014245
completed_models_common,drug_to_target,ConPLex,ScopeDTI_light,720,712,0,562.0,0.10567850967957973,0.11341000307140907,0.0739237850775648,0.07833593133239944,0.07742275280898876,0.0,0.3038389513108614,0.0,1.0323033707865168,1.0,0.17793594306049826,0.17793594306049823,0.01281838598491017,-0.018115942028985508
completed_models_common,target_to_drug,ConPLex,CheMLT-F,745,562,0,712.0,-0.05710729685628363,-0.04381363088401573,-0.03899295193080504,-0.0311246225809619,0.12099644128113879,0.0,0.2722419928825623,0.0,0.7758007117437722,0.0,0.1404494382022472,0.1404494382022472,0.013366994149912298,-0.014245014245014245
completed_models_common,drug_to_target,ConPLex,CheMLT-F,720,712,0,562.0,0.02283801952181194,0.01705958345654414,0.016725412167389334,0.01135201839369551,0.06542602996254682,0.0,0.21582397003745318,0.0,0.699438202247191,0.0,0.17793594306049826,0.17793594306049823,0.0038574404277262136,-0.018115942028985508
completed_models_common,target_to_drug,ConPLex,ADME-DTI,745,562,0,712.0,0.1702884243135707,0.19036944707736886,0.11979468918615602,0.13321313872084567,0.1903914590747331,0.0,0.6814946619217082,0.0,2.211743772241993,2.0,0.1404494382022472,0.1404494382022472,0.05487524206385416,-0.014245014245014245
completed_models_common,drug_to_target,ConPLex,ADME-DTI,720,712,0,562.0,0.07317886233090802,0.10353966258224745,0.051541726655331584,0.07196336484960582,0.2893258426966292,0.0,0.7303370786516854,0.0,2.039325842696629,1.0,0.17793594306049826,0.17793594306049823,0.05624084025403028,-0.018115942028985508
completed_models_common,target_to_drug,DrugCLIP,BALM,745,562,0,712.0,0.004294676972692964,0.01810988441273176,0.0024140290865395553,0.011939425787854476,0.014234875444839857,0.0,0.09252669039145907,0.0,0.4786476868327402,0.0,0.1404494382022472,0.1404494382022472,-0.004860540803601302,-0.014245014245014245
completed_models_common,drug_to_target,DrugCLIP,BALM,720,712,0,562.0,0.018750309913523305,0.019076688209533538,0.012479332738132993,0.012585558325562511,0.0449438202247191,0.0,0.20646067415730338,0.0,0.8497191011235955,1.0,0.17793594306049826,0.17793594306049823,0.0029041483471747274,-0.018115942028985508
completed_models_common,target_to_drug,DrugCLIP,ScopeDTI_light,745,562,0,712.0,0.02205027990072286,0.021833898751598232,0.014551640043131564,0.013788144566127784,0.05338078291814947,0.0,0.1601423487544484,0.0,0.6814946619217082,0.0,0.1404494382022472,0.1404494382022472,0.001997343634354311,-0.014245014245014245
completed_models_common,drug_to_target,DrugCLIP,ScopeDTI_light,720,712,0,562.0,0.029386324086569056,0.027589307831032577,0.019838555623614,0.01818689300372365,0.0800561797752809,0.0,0.29353932584269665,0.0,1.0688202247191012,1.0,0.17793594306049826,0.17793594306049823,0.011769764696303532,-0.018115942028985508
completed_models_common,target_to_drug,DrugCLIP,CheMLT-F,745,562,0,712.0,0.017838758647277256,0.02035898058880232,0.011812712273951734,0.013428625610392073,0.08718861209964412,0.0,0.30071174377224197,0.0,0.9448398576512456,0.0,0.1404494382022472,0.1404494382022472,0.016254524439577818,-0.014245014245014245
completed_models_common,drug_to_target,DrugCLIP,CheMLT-F,720,712,0,562.0,-0.0020830168334532656,-0.0020239007210697715,-0.001335400309912493,-0.0012750490037490244,0.09831460674157304,0.0,0.29775280898876405,0.0,0.9382022471910112,1.0,0.17793594306049826,0.17793594306049823,0.012198746132551702,-0.018115942028985508
completed_models_common,target_to_drug,DrugCLIP,ADME-DTI,745,562,0,712.0,0.019639875876916995,0.00833098448871554,0.013621575763971265,0.005716746471973325,0.01601423487544484,0.0,0.08718861209964412,0.0,0.37544483985765126,0.0,0.1404494382022472,0.1404494382022472,-0.005401952732913586,-0.014245014245014245
completed_models_common,drug_to_target,DrugCLIP,ADME-DTI,720,712,0,562.0,0.016645767872920863,0.016272466016298497,0.011121778074516446,0.010914056183997375,0.0997191011235955,0.0,0.3455056179775281,0.0,1.0491573033707866,1.0,0.17793594306049826,0.17793594306049823,0.01706053574336427,-0.018115942028985508
completed_models_common,target_to_drug,BALM,ScopeDTI_light,745,562,0,712.0,0.28699505898833444,0.3177810328404256,0.19426327476536162,0.21353477332295123,0.0498220640569395,0.0,0.18505338078291814,0.0,0.8113879003558719,0.0,0.1404494382022472,0.1404494382022472,0.004523932637811642,-0.014245014245014245
completed_models_common,drug_to_target,BALM,ScopeDTI_light,720,712,0,562.0,0.018055258336873704,0.019764662345248492,0.012206500801493662,0.013074009933963878,0.11095505617977527,0.0,0.5575842696629213,0.0,1.3497191011235956,1.0,0.17793594306049826,0.17793594306049823,0.038652601367855394,-0.018115942028985508
completed_models_common,target_to_drug,BALM,CheMLT-F,745,562,0,712.0,0.1480535020648251,0.13604483560745012,0.10122597420914536,0.09230939431986551,0.021352313167259787,0.0,0.1708185053380783,0.0,1.096085409252669,1.0,0.1404494382022472,0.1404494382022472,0.0030801674929788816,-0.014245014245014245
completed_models_common,drug_to_target,BALM,CheMLT-F,720,712,0,562.0,0.01378751897819859,0.00840915116133367,0.009317360037692304,0.0058487322460527395,0.11095505617977527,0.0,0.23735955056179775,0.0,1.0407303370786516,1.0,0.17793594306049826,0.17793594306049823,0.006050012212994627,-0.018115942028985508
completed_models_common,target_to_drug,BALM,ADME-DTI,745,562,0,712.0,0.38311196967458533,0.39103530032415706,0.2611309976575208,0.26642381989489106,0.18861209964412812,0.0,0.9145907473309609,1.0,3.108540925266904,3.0,0.1404494382022472,0.1404494382022472,0.07851689631049061,0.08717948717948718
completed_models_common,drug_to_target,BALM,ADME-DTI,720,712,0,562.0,0.33359349451583725,0.34062829992887433,0.2264745083076316,0.2314217612545726,0.7275280898876404,1.0,1.7303370786516854,2.0,4.811797752808989,5.0,0.17793594306049826,0.17793594306049823,0.15805243445692885,0.1855072463768116
completed_models_common,target_to_drug,ScopeDTI_light,CheMLT-F,745,562,0,712.0,0.13981607738365429,0.14436274964494716,0.09455770974138006,0.09749097037030714,0.06583629893238434,0.0,0.3220640569395018,0.0,1.3754448398576513,1.0,0.1404494382022472,0.1404494382022472,0.018420172156826963,-0.014245014245014245
completed_models_common,drug_to_target,ScopeDTI_light,CheMLT-F,720,712,0,562.0,0.02881748834872037,0.03346132414050569,0.019053514286804074,0.02245608693169924,0.07584269662921349,0.0,0.26825842696629215,0.0,0.7921348314606742,0.0,0.17793594306049826,0.17793594306049823,0.009195876078814526,-0.018115942028985508
completed_models_common,target_to_drug,ScopeDTI_light,ADME-DTI,745,562,0,712.0,0.20414220249614282,0.22439820872089272,0.13690325492469302,0.15033423410610156,0.01601423487544484,0.0,0.06761565836298933,0.0,0.43238434163701067,0.0,0.1404494382022472,0.1404494382022472,-0.007387129807058632,-0.014245014245014245
completed_models_common,drug_to_target,ScopeDTI_light,ADME-DTI,720,712,0,562.0,0.0027207610174889442,0.005262767678160276,0.002054430857391746,0.003691932936228519,0.056179775280898875,0.0,0.2542134831460674,0.0,1.1671348314606742,1.0,0.17793594306049826,0.17793594306049823,0.0077659379579872985,-0.018115942028985508
completed_models_common,target_to_drug,CheMLT-F,ADME-DTI,745,562,0,712.0,0.07453946075451974,0.07073445055542196,0.050467663610115426,0.04789705899141686,0.03202846975088968,0.0,0.10854092526690391,0.0,0.3790035587188612,0.0,0.1404494382022472,0.1404494382022472,-0.0032363050156644464,-0.014245014245014245
completed_models_common,drug_to_target,CheMLT-F,ADME-DTI,720,712,0,562.0,0.05170927157755257,0.05337040567353371,0.03469895351418393,0.03500681128799323,0.2303370786516854,0.0,0.5702247191011236,0.0,1.3876404494382022,1.0,0.17793594306049826,0.17793594306049823,0.039939545676599894,-0.018115942028985508
