target_chembl_id,target_name,drug_chembl_id,drug_name,max_phase,withdrawn_flag,molecule_type,action_type,mechanism_of_action,direct_interaction,mec_id
CHEMBL205,Carbonic anhydrase 2,CHEMBL1201162,DORZOLAMIDE HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase II inhibitor,1,88
CHEMBL205,Carbonic anhydrase 2,CHEMBL19,METHAZOLAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase II inhibitor,1,90
CHEMBL205,Carbonic anhydrase 2,CHEMBL220492,TOPIRAMATE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase II inhibitor,1,91
CHEMBL206,Estrogen receptor,CHEMBL3185958,CLOMIPHENE CITRATE,4,0,Small molecule,MODULATOR,Estrogen receptor alpha modulator,1,861
CHEMBL206,Estrogen receptor,CHEMBL411,DIETHYLSTILBESTROL,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,867
CHEMBL206,Estrogen receptor,CHEMBL4297509,ELACESTRANT,4,0,Small molecule,DEGRADER,Estrogen receptor alpha degrader,1,4552
CHEMBL206,Estrogen receptor,CHEMBL4594273,ELACESTRANT HYDROCHLORIDE,4,0,Small molecule,DEGRADER,Estrogen receptor alpha degrader,1,9606
CHEMBL206,Estrogen receptor,CHEMBL135,ESTRADIOL,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,858
CHEMBL206,Estrogen receptor,CHEMBL1200430,ESTRADIOL ACETATE,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,859
CHEMBL206,Estrogen receptor,CHEMBL1200973,ESTRADIOL CYPIONATE,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,864
CHEMBL206,Estrogen receptor,CHEMBL1511,ESTRADIOL VALERATE,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,860
CHEMBL206,Estrogen receptor,CHEMBL1405,ESTRONE,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,857
CHEMBL206,Estrogen receptor,CHEMBL1200980,ESTROPIPATE,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,865
CHEMBL206,Estrogen receptor,CHEMBL691,ETHINYL ESTRADIOL,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,862
CHEMBL206,Estrogen receptor,CHEMBL1358,FULVESTRANT,4,0,Small molecule,ANTAGONIST,Estrogen receptor alpha antagonist,1,1075
CHEMBL206,Estrogen receptor,CHEMBL1358,FULVESTRANT,4,0,Small molecule,DEGRADER,Estrogen receptor degrader,1,10100
CHEMBL206,Estrogen receptor,CHEMBL1201151,MESTRANOL,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,866
CHEMBL206,Estrogen receptor,CHEMBL1201477,POLYESTRADIOL PHOSPHATE,4,0,Small molecule,AGONIST,Estrogen receptor alpha agonist,1,855
CHEMBL206,Estrogen receptor,CHEMBL81,RALOXIFENE,4,0,Small molecule,MODULATOR,Estrogen receptor modulator,1,10131
CHEMBL206,Estrogen receptor,CHEMBL786,TAMOXIFEN CITRATE,4,0,Small molecule,MODULATOR,Estrogen receptor alpha modulator,1,856
CHEMBL2063,Ceramide glucosyltransferase,CHEMBL5723563,ELIGLUSTAT TARTRATE,4,0,Small molecule,INHIBITOR,Ceramide glucosyltransferase inhibitor,1,2298
CHEMBL2063,Ceramide glucosyltransferase,CHEMBL1029,MIGLUSTAT,4,0,Small molecule,INHIBITOR,Ceramide glucosyltransferase inhibitor,1,853
CHEMBL208,Progesterone receptor,CHEMBL1479,DANAZOL,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1028
CHEMBL208,Progesterone receptor,CHEMBL1533,DESOGESTREL,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1022
CHEMBL208,Progesterone receptor,CHEMBL1509,DROSPIRENONE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1027
CHEMBL208,Progesterone receptor,CHEMBL1200853,DYDROGESTERONE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1017
CHEMBL208,Progesterone receptor,CHEMBL1200624,ETHYNODIOL DIACETATE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1025
CHEMBL208,Progesterone receptor,CHEMBL1531,ETONOGESTREL,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1011
CHEMBL208,Progesterone receptor,CHEMBL1389,LEVONORGESTREL,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1021
CHEMBL208,Progesterone receptor,CHEMBL717,MEDROXYPROGESTERONE ACETATE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1014
CHEMBL208,Progesterone receptor,CHEMBL1201139,MEGESTROL ACETATE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1012
CHEMBL208,Progesterone receptor,CHEMBL1276308,MIFEPRISTONE,4,0,Small molecule,ANTAGONIST,Progesterone receptor antagonist,1,1026
CHEMBL208,Progesterone receptor,CHEMBL2105722,NOMEGESTROL,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,9422
CHEMBL208,Progesterone receptor,CHEMBL1476022,NOMEGESTROL ACETATE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,9423
CHEMBL208,Progesterone receptor,CHEMBL1200807,NORELGESTROMIN,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1024
CHEMBL208,Progesterone receptor,CHEMBL1162,NORETHINDRONE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1015
CHEMBL208,Progesterone receptor,CHEMBL1201146,NORETHINDRONE ACETATE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1013
CHEMBL208,Progesterone receptor,CHEMBL1387,NORETHYNODREL,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1010
CHEMBL208,Progesterone receptor,CHEMBL1200934,NORGESTIMATE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1020
CHEMBL208,Progesterone receptor,CHEMBL2107797,NORGESTREL,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1019
CHEMBL208,Progesterone receptor,CHEMBL103,PROGESTERONE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,1018
CHEMBL208,Progesterone receptor,CHEMBL3707377,SEGESTERONE ACETATE,4,0,Small molecule,AGONIST,Progesterone receptor agonist,1,7395
CHEMBL208,Progesterone receptor,CHEMBL2103846,ULIPRISTAL,4,0,Small molecule,MODULATOR,Progesterone receptor modulator,1,5609
CHEMBL2148,Tyrosine-protein kinase JAK3,CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,1,9864
CHEMBL2148,Tyrosine-protein kinase JAK3,CHEMBL3301607,FILGOTINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,1,9797
CHEMBL2148,Tyrosine-protein kinase JAK3,CHEMBL4298167,FILGOTINIB MALEATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,1,9820
CHEMBL2148,Tyrosine-protein kinase JAK3,CHEMBL4085457,RITLECITINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,1,7430
CHEMBL2148,Tyrosine-protein kinase JAK3,CHEMBL5314649,RITLECITINIB TOSYLATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,1,9653
CHEMBL2148,Tyrosine-protein kinase JAK3,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,1,9835
CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,CHEMBL1200760,BALSALAZIDE DISODIUM,4,0,Small molecule,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,1,268
CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,CHEMBL1562610,MECLOFENAMATE SODIUM,4,0,Small molecule,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,1,269
CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,CHEMBL704,MESALAMINE,4,0,Small molecule,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,1,270
CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,CHEMBL1201013,OLSALAZINE SODIUM,4,0,Small molecule,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,1,271
CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,CHEMBL421,SULFASALAZINE,4,0,Small molecule,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,1,272
CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,CHEMBL93,ZILEUTON,4,0,Small molecule,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,1,267
CHEMBL2189110,Histone-lysine N-methyltransferase EZH2,CHEMBL4594260,TAZEMETOSTAT HYDROBROMIDE,4,0,Small molecule,INHIBITOR,Histone-lysine N-methyltransferase EZH2 inhibitor,1,7484
CHEMBL220,Acetylcholinesterase,CHEMBL1200541,AMBENONIUM CHLORIDE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,746
CHEMBL220,Acetylcholinesterase,CHEMBL6068431,BENZGALANTAMINE GLUCONATE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,9930
CHEMBL220,Acetylcholinesterase,CHEMBL1200514,DEMECARIUM BROMIDE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,745
CHEMBL220,Acetylcholinesterase,CHEMBL1199307,DISTIGMINE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,8246
CHEMBL220,Acetylcholinesterase,CHEMBL1678,DONEPEZIL HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,738
CHEMBL220,Acetylcholinesterase,CHEMBL1201341,ECHOTHIOPHATE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,5522
CHEMBL220,Acetylcholinesterase,CHEMBL1200367,ECHOTHIOPHATE IODIDE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,744
CHEMBL220,Acetylcholinesterase,CHEMBL1128,EDROPHONIUM CHLORIDE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,743
CHEMBL220,Acetylcholinesterase,CHEMBL1555,GALANTAMINE HYDROBROMIDE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,741
CHEMBL220,Acetylcholinesterase,CHEMBL1200933,HEXAFLUORENIUM BROMIDE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,739
CHEMBL220,Acetylcholinesterase,CHEMBL1025,ISOFLUROPHATE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,742
CHEMBL220,Acetylcholinesterase,CHEMBL211471,NEOSTIGMINE METHYLSULFATE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,737
CHEMBL220,Acetylcholinesterase,CHEMBL338975,PHYSOSTIGMINE SALICYLATE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,7605
CHEMBL220,Acetylcholinesterase,CHEMBL748,PRALIDOXIME CHLORIDE,4,0,Small molecule,ACTIVATOR,Acetylcholinesterase activator,1,747
CHEMBL220,Acetylcholinesterase,CHEMBL812,PYRIDOSTIGMINE BROMIDE,4,0,Small molecule,INHIBITOR,Acetylcholinesterase inhibitor,1,740
CHEMBL2243,Fatty-acid amide hydrolase 1,CHEMBL112,ACETAMINOPHEN,4,0,Small molecule,INHIBITOR,Anandamide amidohydrolase inhibitor,1,2226
CHEMBL2326,Carbonic anhydrase 7,CHEMBL19,METHAZOLAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase VII inhibitor,1,13
CHEMBL235,Peroxisome proliferator-activated receptor gamma,CHEMBL1200760,BALSALAZIDE DISODIUM,4,0,Small molecule,AGONIST,Peroxisome proliferator-activated receptor gamma agonist,1,425
CHEMBL235,Peroxisome proliferator-activated receptor gamma,CHEMBL704,MESALAMINE,4,0,Small molecule,AGONIST,Peroxisome proliferator-activated receptor gamma agonist,1,426
CHEMBL235,Peroxisome proliferator-activated receptor gamma,CHEMBL1201013,OLSALAZINE SODIUM,4,0,Small molecule,AGONIST,Peroxisome proliferator-activated receptor gamma agonist,1,427
CHEMBL235,Peroxisome proliferator-activated receptor gamma,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,4,0,Small molecule,AGONIST,Peroxisome proliferator-activated receptor gamma agonist,1,422
CHEMBL241,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",CHEMBL799,CILOSTAZOL,4,0,Small molecule,INHIBITOR,Phosphodiesterase 3A inhibitor,1,1380
CHEMBL241,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",CHEMBL1752,DYPHYLLINE,4,0,Small molecule,INHIBITOR,Phosphodiesterase 3A inhibitor,1,1382
CHEMBL241,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",CHEMBL19449,IBUDILAST,4,0,Small molecule,INHIBITOR,Phosphodiesterase 3A inhibitor,1,7572
CHEMBL241,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",CHEMBL2096642,INAMRINONE LACTATE,4,0,Small molecule,INHIBITOR,Phosphodiesterase 3A inhibitor,1,1379
CHEMBL241,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",CHEMBL1200977,MILRINONE LACTATE,4,0,Small molecule,INHIBITOR,Phosphodiesterase 3A inhibitor,1,1381
CHEMBL242,Estrogen receptor beta,CHEMBL1200761,CHLOROTRIANISENE,4,0,Small molecule,MODULATOR,Estrogen receptor beta modulator,1,648
CHEMBL242,Estrogen receptor beta,CHEMBL1200721,ESTRAMUSTINE PHOSPHATE SODIUM,4,0,Small molecule,MODULATOR,Estrogen receptor beta modulator,1,647
CHEMBL242,Estrogen receptor beta,CHEMBL1116,RALOXIFENE HYDROCHLORIDE,4,0,Small molecule,MODULATOR,Estrogen receptor beta modulator,1,649
CHEMBL258,Tyrosine-protein kinase Lck,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase LCK inhibitor,1,840
CHEMBL261,Carbonic anhydrase 1,CHEMBL20,ACETAZOLAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase I inhibitor,1,17
CHEMBL261,Carbonic anhydrase 1,CHEMBL1200814,ACETAZOLAMIDE SODIUM,4,0,Small molecule,INHIBITOR,Carbonic anhydrase I inhibitor,1,15
CHEMBL261,Carbonic anhydrase 1,CHEMBL17,DICHLORPHENAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase I inhibitor,1,16
CHEMBL261,Carbonic anhydrase 1,CHEMBL19,METHAZOLAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase I inhibitor,1,18
CHEMBL261,Carbonic anhydrase 1,CHEMBL1201117,METHOCARBAMOL,4,0,Small molecule,INHIBITOR,Carbonic anhydrase I inhibitor,1,14
CHEMBL267,Proto-oncogene tyrosine-protein kinase Src,CHEMBL288441,BOSUTINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase SRC inhibitor,1,682
CHEMBL267,Proto-oncogene tyrosine-protein kinase Src,CHEMBL571546,TIRBANIBULIN,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase SRC inhibitor,1,4751
CHEMBL267,Proto-oncogene tyrosine-protein kinase Src,CHEMBL24828,VANDETANIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase SRC inhibitor,1,683
CHEMBL2722,"Cytochrome P450 11B2, mitochondrial",CHEMBL295698,LEVOKETOCONAZOLE,4,0,Small molecule,INHIBITOR,Cytochrome P450 11B2 inhibitor,1,9158
CHEMBL279,Vascular endothelial growth factor receptor 2,CHEMBL2103868,CABOZANTINIB S-MALATE,4,0,Small molecule,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,1,753
CHEMBL279,Vascular endothelial growth factor receptor 2,CHEMBL608533,MIDOSTAURIN,4,0,Small molecule,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,1,5318
CHEMBL279,Vascular endothelial growth factor receptor 2,CHEMBL1743062,RAMUCIRUMAB,4,0,Antibody,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,1,2273
CHEMBL279,Vascular endothelial growth factor receptor 2,CHEMBL535,SUNITINIB,4,0,Small molecule,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,1,9799
CHEMBL2815,High affinity nerve growth factor receptor,CHEMBL1946170,REGORAFENIB,4,0,Small molecule,INHIBITOR,Nerve growth factor receptor Trk-A inhibitor,1,8646
CHEMBL2815,High affinity nerve growth factor receptor,CHEMBL4298138,REPOTRECTINIB,4,0,Small molecule,INHIBITOR,Nerve growth factor receptor Trk-A inhibitor,1,9663
CHEMBL2821,Coagulation factor XII,CHEMBL4297549,HUMAN C1-ESTERASE INHIBITOR,4,0,Protein,INHIBITOR,Coagulation factor XII inhibitor,1,7750
CHEMBL2835,Tyrosine-protein kinase JAK1,CHEMBL3655081,ABROCITINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,1,4318
CHEMBL2835,Tyrosine-protein kinase JAK1,CHEMBL2105759,BARICITINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,1,5293
CHEMBL2835,Tyrosine-protein kinase JAK1,CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,1,9931
CHEMBL2835,Tyrosine-protein kinase JAK1,CHEMBL3301607,FILGOTINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,1,4723
CHEMBL2835,Tyrosine-protein kinase JAK1,CHEMBL4298167,FILGOTINIB MALEATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,1,9819
CHEMBL2835,Tyrosine-protein kinase JAK1,CHEMBL1078178,MOMELOTINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,1,5280
CHEMBL2835,Tyrosine-protein kinase JAK1,CHEMBL6068336,MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,1,9996
CHEMBL2835,Tyrosine-protein kinase JAK1,CHEMBL1795071,RUXOLITINIB PHOSPHATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,1,934
CHEMBL2835,Tyrosine-protein kinase JAK1,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,1,9837
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL227529,ALOGLIPTIN BENZOATE,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,465
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL1929396,ANAGLIPTIN,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,7548
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL1779710,EVOGLIPTIN,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,7601
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL515387,GOSOGLIPTIN,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,5599
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL237500,LINAGLIPTIN,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,467
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL2105762,OMARIGLIPTIN,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,5684
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL1201743,SAXAGLIPTIN HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,468
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL5315049,SITAGLIPTIN FUMARATE,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,9654
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL6068334,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,10022
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL1201174,SITAGLIPTIN PHOSPHATE,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,466
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL2147777,TENELIGLIPTIN,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,7541
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL2105754,TRELAGLIPTIN SUCCINATE,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,5682
CHEMBL284,Dipeptidyl peptidase 4,CHEMBL142703,VILDAGLIPTIN,4,0,Small molecule,INHIBITOR,Dipeptidyl peptidase IV inhibitor,1,5734
CHEMBL286,Renin,CHEMBL3545059,ALISKIREN FUMARATE,4,0,Small molecule,INHIBITOR,Renin inhibitor,1,640
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL2105759,BARICITINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,5294
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,9908
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL1287853,FEDRATINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,5327
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,7451
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL3301607,FILGOTINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,9795
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL4298167,FILGOTINIB MALEATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,9822
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL1078178,MOMELOTINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,5281
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL6068336,MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,9909
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL6068336,MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,9997
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL2035187,PACRITINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,5328
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL5095049,PACRITINIB CITRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,9591
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL5095049,PACRITINIB CITRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,9593
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL1795071,RUXOLITINIB PHOSPHATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,936
CHEMBL2971,Tyrosine-protein kinase JAK2,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,1,9836
CHEMBL2973,Rho-associated protein kinase 2,CHEMBL2005186,BELUMOSUDIL,4,0,Small molecule,INHIBITOR,Rho-associated protein kinase 2 inhibitor,1,8779
CHEMBL3234,Tyrosine-protein kinase HCK,CHEMBL288441,BOSUTINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase HCK inhibitor,1,926
CHEMBL3242,Carbonic anhydrase 12,CHEMBL20,ACETAZOLAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase XII inhibitor,1,928
CHEMBL3242,Carbonic anhydrase 12,CHEMBL1200814,ACETAZOLAMIDE SODIUM,4,0,Small molecule,INHIBITOR,Carbonic anhydrase XII inhibitor,1,929
CHEMBL3242,Carbonic anhydrase 12,CHEMBL17,DICHLORPHENAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase XII inhibitor,1,927
CHEMBL325,Histone deacetylase 1,CHEMBL98,VORINOSTAT,4,0,Small molecule,INHIBITOR,Histone deacetylase 1 inhibitor,1,121
CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",CHEMBL5315125,DUVELISIB MONOHYDRATE,4,0,Small molecule,INHIBITOR,PI3-kinase p110-gamma subunit inhibitor,1,9844
CHEMBL3522,"Steroid 17-alpha-hydroxylase/17,20 lyase",CHEMBL254328,ABIRATERONE,4,0,Small molecule,INHIBITOR,Cytochrome P450 17A1 inhibitor,1,6494
CHEMBL3522,"Steroid 17-alpha-hydroxylase/17,20 lyase",CHEMBL271227,ABIRATERONE ACETATE,4,0,Small molecule,INHIBITOR,Cytochrome P450 17A1 inhibitor,1,947
CHEMBL3522,"Steroid 17-alpha-hydroxylase/17,20 lyase",CHEMBL295698,LEVOKETOCONAZOLE,4,0,Small molecule,INHIBITOR,Cytochrome P450 17A1 inhibitor,1,9362
CHEMBL3553,Non-receptor tyrosine-protein kinase TYK2,CHEMBL4435170,DEUCRAVACITINIB,4,0,Small molecule,NEGATIVE ALLOSTERIC MODULATOR,Tyrosine-protein kinase TYK2 negative allosteric modulator,1,8904
CHEMBL3553,Non-receptor tyrosine-protein kinase TYK2,CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,1,9953
CHEMBL3553,Non-receptor tyrosine-protein kinase TYK2,CHEMBL3301607,FILGOTINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,1,9796
CHEMBL3553,Non-receptor tyrosine-protein kinase TYK2,CHEMBL4298167,FILGOTINIB MALEATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,1,9821
CHEMBL3553,Non-receptor tyrosine-protein kinase TYK2,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,1,9834
CHEMBL3717,Hepatocyte growth factor receptor,CHEMBL4297774,AMIVANTAMAB,4,0,Antibody,INHIBITOR,Hepatocyte growth factor receptor inhibitor,1,8821
CHEMBL3717,Hepatocyte growth factor receptor,CHEMBL2108332,BEPERMINOGENE PERPLASMID,4,0,Gene,AGONIST,Hepatocyte growth factor receptor agonist,1,7627
CHEMBL3717,Hepatocyte growth factor receptor,CHEMBL2103868,CABOZANTINIB S-MALATE,4,0,Small molecule,INHIBITOR,Hepatocyte growth factor receptor inhibitor,1,954
CHEMBL3717,Hepatocyte growth factor receptor,CHEMBL3188267,CAPMATINIB,4,0,Small molecule,INHIBITOR,Hepatocyte growth factor receptor inhibitor,1,4867
