target_chembl_id,target_name,drug_chembl_id,drug_name,max_phase,withdrawn_flag,molecule_type,action_type,mechanism_of_action,direct_interaction,mec_id
CHEMBL3717,Hepatocyte growth factor receptor,CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Hepatocyte growth factor receptor inhibitor,1,7763
CHEMBL3717,Hepatocyte growth factor receptor,CHEMBL601719,CRIZOTINIB,4,0,Small molecule,INHIBITOR,Hepatocyte growth factor receptor inhibitor,1,955
CHEMBL3717,Hepatocyte growth factor receptor,CHEMBL3402762,TEPOTINIB,4,0,Small molecule,INHIBITOR,Hepatocyte growth factor receptor inhibitor,1,4865
CHEMBL3717,Hepatocyte growth factor receptor,CHEMBL4594292,TEPOTINIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,Hepatocyte growth factor receptor inhibitor,1,7764
CHEMBL3729,Carbonic anhydrase 4,CHEMBL20,ACETAZOLAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase IV inhibitor,1,959
CHEMBL3729,Carbonic anhydrase 4,CHEMBL1200814,ACETAZOLAMIDE SODIUM,4,0,Small molecule,INHIBITOR,Carbonic anhydrase IV inhibitor,1,960
CHEMBL3729,Carbonic anhydrase 4,CHEMBL17,DICHLORPHENAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase IV inhibitor,1,956
CHEMBL3729,Carbonic anhydrase 4,CHEMBL19,METHAZOLAMIDE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase IV inhibitor,1,957
CHEMBL3729,Carbonic anhydrase 4,CHEMBL220492,TOPIRAMATE,4,0,Small molecule,INHIBITOR,Carbonic anhydrase IV inhibitor,1,958
CHEMBL3972,Trifunctional purine biosynthetic protein adenosine-3,CHEMBL225072,PEMETREXED,4,0,Small molecule,INHIBITOR,GAR transformylase inhibitor,1,9666
CHEMBL3972,Trifunctional purine biosynthetic protein adenosine-3,CHEMBL6068329,PEMETREXED DIPOTASSIUM,4,0,Small molecule,INHIBITOR,GAR transformylase inhibitor,1,9932
CHEMBL3972,Trifunctional purine biosynthetic protein adenosine-3,CHEMBL2360464,PEMETREXED DISODIUM,4,0,Small molecule,INHIBITOR,GAR transformylase inhibitor,1,963
CHEMBL3972,Trifunctional purine biosynthetic protein adenosine-3,CHEMBL5315053,PEMETREXED MONOHYDRATE,4,0,Small molecule,INHIBITOR,GAR transformylase inhibitor,1,9824
CHEMBL3972,Trifunctional purine biosynthetic protein adenosine-3,CHEMBL3989962,PEMETREXED TROMETHAMINE,4,0,Small molecule,INHIBITOR,GAR transformylase inhibitor,1,9595
CHEMBL3979,Peroxisome proliferator-activated receptor delta,CHEMBL3707395,ELAFIBRANOR,4,0,Small molecule,AGONIST,Peroxisome proliferator-activated receptor delta agonist,1,8073
CHEMBL3979,Peroxisome proliferator-activated receptor delta,CHEMBL230158,SELADELPAR,4,0,Small molecule,AGONIST,Peroxisome proliferator-activated receptor delta agonist,1,4592
CHEMBL3979,Peroxisome proliferator-activated receptor delta,CHEMBL3989960,SELADELPAR LYSINE,4,0,Small molecule,AGONIST,Peroxisome proliferator-activated receptor delta agonist,1,9933
CHEMBL3991,Coagulation factor VII,CHEMBL6068490,COAGULATION FACTOR VII HUMAN,4,0,Protein,EXOGENOUS PROTEIN,Coagulation factor VII exogenous protein,1,9911
CHEMBL3991,Coagulation factor VII,CHEMBL2108334,EPTACOG ALFA (ACTIVATED),4,0,Protein,EXOGENOUS PROTEIN,Coagulation factor VII exogenous protein,1,9512
CHEMBL3991,Coagulation factor VII,CHEMBL5315078,EPTACOG BETA (ACTIVATED),4,0,Unknown,EXOGENOUS PROTEIN,Coagulation factor VII exogenous protein,1,9664
CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL2396661,ALPELISIB,4,0,Small molecule,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,1,4681
CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL3218576,COPANLISIB,4,0,Small molecule,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,1,7412
CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL3545068,COPANLISIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,1,6902
CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",CHEMBL4650215,INAVOLISIB,4,0,Small molecule,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor,1,8223
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL393220,ATORVASTATIN CALCIUM,4,0,Small molecule,INHIBITOR,HMG-CoA reductase inhibitor,1,1058
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL2218894,FLUVASTATIN SODIUM,4,0,Small molecule,INHIBITOR,HMG-CoA reductase inhibitor,1,1055
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL503,LOVASTATIN,4,0,Small molecule,INHIBITOR,HMG-CoA reductase inhibitor,1,1052
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL1237061,PITAVASTATIN CALCIUM,4,0,Small molecule,INHIBITOR,HMG-CoA reductase inhibitor,1,1054
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL3989923,PITAVASTATIN MAGNESIUM,4,0,Small molecule,INHIBITOR,HMG-CoA reductase inhibitor,1,6914
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL3989920,PITAVASTATIN SODIUM,4,0,Small molecule,INHIBITOR,HMG-CoA reductase inhibitor,1,6915
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL690,PRAVASTATIN SODIUM,4,0,Small molecule,INHIBITOR,HMG-CoA reductase inhibitor,1,1057
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL1744447,ROSUVASTATIN CALCIUM,4,0,Small molecule,INHIBITOR,HMG-CoA reductase inhibitor,1,1056
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL1064,SIMVASTATIN,4,0,Small molecule,INHIBITOR,HMG-CoA reductase inhibitor,1,1059
CHEMBL4073,Matrilysin,CHEMBL1200699,DOXYCYCLINE,4,0,Small molecule,INHIBITOR,Matrix metalloproteinase 7 inhibitor,1,966
CHEMBL4073,Matrilysin,CHEMBL2364574,DOXYCYCLINE CALCIUM,4,0,Small molecule,INHIBITOR,Matrix metalloproteinase 7 inhibitor,1,967
CHEMBL4073,Matrilysin,CHEMBL3989740,DOXYCYCLINE HYCLATE,4,0,Small molecule,INHIBITOR,Matrix metalloproteinase 7 inhibitor,1,968
CHEMBL4142,Fibroblast growth factor receptor 2,CHEMBL1201821,PALIFERMIN,4,0,Protein,AGONIST,Fibroblast growth factor receptor 2 agonist,1,969
CHEMBL4142,Fibroblast growth factor receptor 2,CHEMBL4297522,PEMIGATINIB,4,0,Small molecule,INHIBITOR,Fibroblast growth factor receptor 2 inhibitor,1,7598
CHEMBL4142,Fibroblast growth factor receptor 2,CHEMBL1946170,REGORAFENIB,4,0,Small molecule,INHIBITOR,Fibroblast growth factor receptor 2 inhibitor,1,970
CHEMBL4142,Fibroblast growth factor receptor 2,CHEMBL2108081,TRAFERMIN,4,0,Protein,AGONIST,Fibroblast growth factor receptor 2 agonist,1,5879
CHEMBL4247,ALK tyrosine kinase receptor,CHEMBL3707320,ALECTINIB HYDROCHLORIDE,4,0,Small molecule,INHIBITOR,ALK tyrosine kinase receptor inhibitor,1,2431
CHEMBL4247,ALK tyrosine kinase receptor,CHEMBL3545311,BRIGATINIB,4,0,Small molecule,INHIBITOR,ALK tyrosine kinase receptor inhibitor,1,4622
CHEMBL4247,ALK tyrosine kinase receptor,CHEMBL2403108,CERITINIB,4,0,Small molecule,INHIBITOR,ALK tyrosine kinase receptor inhibitor,1,2293
CHEMBL4247,ALK tyrosine kinase receptor,CHEMBL601719,CRIZOTINIB,4,0,Small molecule,INHIBITOR,ALK tyrosine kinase receptor inhibitor,1,973
CHEMBL4247,ALK tyrosine kinase receptor,CHEMBL4113131,ENSARTINIB,4,0,Small molecule,INHIBITOR,ALK tyrosine kinase receptor inhibitor,1,4415
CHEMBL4247,ALK tyrosine kinase receptor,CHEMBL1983268,ENTRECTINIB,4,0,Small molecule,INHIBITOR,ALK tyrosine kinase receptor inhibitor,1,7456
CHEMBL4247,ALK tyrosine kinase receptor,CHEMBL3286830,LORLATINIB,4,0,Small molecule,INHIBITOR,ALK tyrosine kinase receptor inhibitor,1,7370
CHEMBL4409,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",CHEMBL19449,IBUDILAST,4,0,Small molecule,INHIBITOR,Phosphodiesterase 10A inhibitor,1,7583
CHEMBL4588,Neutrophil collagenase,CHEMBL1200699,DOXYCYCLINE,4,0,Small molecule,INHIBITOR,Matrix metalloproteinase 8 inhibitor,1,978
CHEMBL4588,Neutrophil collagenase,CHEMBL2364574,DOXYCYCLINE CALCIUM,4,0,Small molecule,INHIBITOR,Matrix metalloproteinase 8 inhibitor,1,979
CHEMBL4588,Neutrophil collagenase,CHEMBL3989740,DOXYCYCLINE HYCLATE,4,0,Small molecule,INHIBITOR,Matrix metalloproteinase 8 inhibitor,1,980
CHEMBL4895,Tyrosine-protein kinase receptor UFO,CHEMBL3301622,GILTERITINIB,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase receptor UFO inhibitor,1,5111
CHEMBL4895,Tyrosine-protein kinase receptor UFO,CHEMBL3301603,GILTERITINIB FUMARATE,4,0,Small molecule,INHIBITOR,Tyrosine-protein kinase receptor UFO inhibitor,1,7418
CHEMBL4898,BDNF/NT-3 growth factors receptor,CHEMBL4298138,REPOTRECTINIB,4,0,Small molecule,INHIBITOR,Neurotrophic tyrosine kinase receptor type 2 inhibitor,1,9668
CHEMBL5145,Serine/threonine-protein kinase B-raf,CHEMBL2105729,DABRAFENIB MESYLATE,4,0,Small molecule,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,1,992
CHEMBL5145,Serine/threonine-protein kinase B-raf,CHEMBL3301612,ENCORAFENIB,4,0,Small molecule,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,1,5298
CHEMBL5145,Serine/threonine-protein kinase B-raf,CHEMBL1946170,REGORAFENIB,4,0,Small molecule,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,1,993
CHEMBL5145,Serine/threonine-protein kinase B-raf,CHEMBL1200485,SORAFENIB TOSYLATE,4,0,Small molecule,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,1,994
CHEMBL5145,Serine/threonine-protein kinase B-raf,CHEMBL1229517,VEMURAFENIB,4,0,Small molecule,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,1,995
CHEMBL5366,Poly [ADP-ribose] polymerase 2,CHEMBL1094636,NIRAPARIB,4,0,Small molecule,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,1,5681
CHEMBL5366,Poly [ADP-ribose] polymerase 2,CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,4,0,Small molecule,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,1,7424
CHEMBL5366,Poly [ADP-ribose] polymerase 2,CHEMBL3137320,TALAZOPARIB,4,0,Small molecule,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,1,5842
CHEMBL5366,Poly [ADP-ribose] polymerase 2,CHEMBL3137318,TALAZOPARIB TOSYLATE,4,0,Small molecule,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,1,5789
CHEMBL5608,NT-3 growth factor receptor,CHEMBL4298138,REPOTRECTINIB,4,0,Small molecule,INHIBITOR,NT-3 growth factor receptor inhibitor,1,9675
CHEMBL5705,Prolyl hydroxylase EGLN3,CHEMBL3646221,VADADUSTAT,4,0,Small molecule,INHIBITOR,Egl nine homolog 3 inhibitor,1,7672
