model,origin,planned_files,verified_files,verified_GiB,status,local_path,inference_state
ADME-DTI,NEW_DOWNLOAD,532,532,3.649133827537298,DOWNLOADED_HASH_VERIFIED,data/research/dti_official_weights_20260921/ADME-DTI,NATIVE_FORWARD_PARITY_NOT_YET_QUALIFIED
BALM,NEW_DOWNLOAD,4,4,0.5786507353186607,DOWNLOADED_HASH_VERIFIED,data/research/dti_official_weights_20260921/BALM,NATIVE_FORWARD_PARITY_NOT_YET_QUALIFIED
CheMLT-F,NEW_DOWNLOAD,23,23,1.0593156851828098,DOWNLOADED_HASH_VERIFIED,data/research/dti_official_weights_20260921/CheMLT-F,NATIVE_FORWARD_PARITY_NOT_YET_QUALIFIED
GraphBAN,NEW_DOWNLOAD,3,3,26.631398173980415,DOWNLOADED_HASH_VERIFIED,data/research/dti_official_weights_20260921/GraphBAN,NATIVE_FORWARD_PARITY_NOT_YET_QUALIFIED
MAMMAL,NEW_DOWNLOAD,8,8,1.7091534547507763,DOWNLOADED_HASH_VERIFIED,data/research/dti_official_weights_20260921/MAMMAL,NATIVE_FORWARD_PARITY_NOT_YET_QUALIFIED
ConPLex,EXISTING_REUSED,2,2,1.5800741454586387,EXISTING_HASH_REVERIFIED,data/research/dti_official_weights_20260921/existing/ConPLex,PREVIOUS_STATUS_RETAINED; EviDTI/SCOPE_NOT_CATALOG_QUALIFIED
DTBind,EXISTING_REUSED,3,3,0.01743650995194912,EXISTING_HASH_REVERIFIED,data/research/dti_official_weights_20260921/existing/DTBind,PREVIOUS_STATUS_RETAINED; EviDTI/SCOPE_NOT_CATALOG_QUALIFIED
DrugCLIP,EXISTING_REUSED,6,6,6.702605472877622,EXISTING_HASH_REVERIFIED,data/research/dti_official_weights_20260921/existing/DrugCLIP,PREVIOUS_STATUS_RETAINED; EviDTI/SCOPE_NOT_CATALOG_QUALIFIED
EviDTI,EXISTING_REUSED,3,3,0.8378816461190581,EXISTING_HASH_REVERIFIED,data/research/dti_official_weights_20260921/existing/EviDTI,PREVIOUS_STATUS_RETAINED; EviDTI/SCOPE_NOT_CATALOG_QUALIFIED
ProbeMatchDTI,EXISTING_REUSED,3,3,1.9544101636856794,EXISTING_HASH_REVERIFIED,data/research/dti_official_weights_20260921/existing/ProbeMatchDTI,PREVIOUS_STATUS_RETAINED; EviDTI/SCOPE_NOT_CATALOG_QUALIFIED
ScopeDTI_light,EXISTING_REUSED,25,25,0.21002332214266062,EXISTING_HASH_REVERIFIED,data/research/dti_official_weights_20260921/existing/ScopeDTI_light,PREVIOUS_STATUS_RETAINED; EviDTI/SCOPE_NOT_CATALOG_QUALIFIED
nesso,EXISTING_REUSED,2,2,0.1540672816336155,EXISTING_HASH_REVERIFIED,data/research/dti_official_weights_20260921/existing/nesso,PREVIOUS_STATUS_RETAINED; EviDTI/SCOPE_NOT_CATALOG_QUALIFIED
