arm,variant,ap_mean,ap_std,auroc_mean,auroc_std,target_macro_ap_mean,target_macro_ap_std,drug_macro_ap_mean,drug_macro_ap_std,balanced_query_ap_mean,balanced_query_ap_std,target_p5_mean,target_p5_std,drug_p5_mean,drug_p5_std,explicit_inactive_fpr_mean,explicit_inactive_fpr_std,model,seeds,kdki_test_pairs,target_queries,drug_queries
kdki_inactive,binary,0.9555030741111114,0.0034502272926567336,0.9151169231060322,0.003213035019142006,0.6979201832925584,0.004497873949946232,0.6084496892327745,0.013221892438156534,0.6531849362626665,0.0044689353448280015,0.6409560723514213,0.004251804307985585,0.5790123456790124,0.02381148336047649,0.3503928381381663,0.023763356985145753,A,3,34327,516,54
kdki_inactive,rank,0.9286203860281526,0.010556416652058337,0.8847988720563107,0.009075607262131996,0.6835893983120482,0.012638541100730502,0.5967746565989646,0.00782381066412733,0.6401820274555065,0.004510366720203196,0.6279069767441859,0.01411938418611385,0.562962962962963,0.00979907892986889,0.40010016589977143,0.025182503463297628,A,3,34327,516,54
kdki_inactive,regression,0.945573734571855,0.003859069036094999,0.9028962898077492,0.005131901580371103,0.6883122101466487,0.002083288090385909,0.5982000271606568,0.01377317388155759,0.6432561186536527,0.007101703527453448,0.6303617571059431,0.0021347172663899734,0.5617283950617284,0.01670092501045513,0.3951857764422324,0.039953060668684384,A,3,34327,516,54
kdki_inactive,joint,0.9468223680616027,0.005082148904567725,0.903524356167336,0.009686708308599105,0.6955815002295954,0.013025107195899749,0.6274077337161538,0.014456686822850012,0.6614946169728745,0.01366031567023456,0.6396640826873384,0.010581702960952585,0.5740740740740741,0.007407407407407418,0.39806554606066297,0.03590876782280773,A,3,34327,516,54
all_inactive,binary,0.917034670291831,0.011248501961607671,0.8623364146273982,0.004934434563278436,0.6568858359575498,0.0026679108296134347,0.5431991032119643,0.0061634542335692296,0.600042469584757,0.0017500625826472604,0.6058139534883721,0.0036974387651819694,0.5197530864197532,0.007709874072096735,0.4784799824709675,0.012759523815839264,B,3,34327,516,54
all_inactive,rank,0.9152911026719709,0.005471551197514999,0.8674814125519622,0.003064040740889049,0.676666699747747,0.00916294273678845,0.5764682749585265,0.04546838635772484,0.6265674873531367,0.018808618880654174,0.6161498708010336,0.0041444483029316375,0.5271604938271605,0.0262762921651763,0.48495946411243623,0.0642428000647008,B,3,34327,516,54
all_inactive,regression,0.9159388110310763,0.012371312101053942,0.8587557175480999,0.01190125339170655,0.6708730445831291,0.0035832512131288227,0.5962110787118198,0.02021900333823193,0.6335420616474745,0.010617709384241857,0.6109819121447029,0.007618358133232857,0.5481481481481482,0.007407407407407418,0.45181081165680653,0.010187920656885542,B,3,34327,516,54
all_inactive,joint,0.915149164198191,0.011674155122530089,0.8603248009111604,0.014214281786101651,0.6694492775316202,0.012282433399610772,0.5658659753278918,0.017623840407926968,0.617657626429756,0.014573347167985487,0.6149870801033592,0.003473986992183074,0.525925925925926,0.01959815785973771,0.4849907659561148,0.06780618787352166,B,3,34327,516,54
