排序,小分子药物名称,新靶点名称,pair_id,neural_score,positive_neighbor,target_prior,nearest_training_positive,A_neural_rank384,A_plus_neighbor_rank384,A_plus_prior_rank384,A_joint_blend_rank384
105,ranolazine,KDR — Vascular endothelial growth factor receptor 2,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL279,-8.375,0.2967033,0.5521203792927329,YIQKRGSTCNRKES-FLWNBWAVSA-N,364,172,352,139
106,tetracaine,CTSC — Dipeptidyl peptidase 1,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2252,4.328125,0.0,0.5084440398893697,,36,166,37,218
107,cyclobenzaprine,MAOB — Amine oxidase [flavin-containing] B,JURKNVYFZMSNLP-UHFFFAOYSA-N__CHEMBL2039,1.4921875,0.2631579,0.5014252029778439,PEOGEDONFNSDPX-DTQAZKPQSA-N,197,42,193,37
108,piperacillin,MME — Neprilysin,IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1944,-2.109375,0.2159091,0.9316856232889728,CZDSEQUNZGMJPF-MJBXVCDLSA-N,113,60,95,45
109,lisinopril,NR3C2 — Mineralocorticoid receptor,RLAWWYSOJDYHDC-BZSNNMDCSA-N__CHEMBL1994,0.82421875,0.19736843,0.8542348888484506,QKBURCBWLIXXPH-UHFFFAOYSA-N,29,52,22,46
110,varenicline,ESRRG — Estrogen-related receptor gamma,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL4245,-6.359375,0.0,0.08105629621424734,,88,306,126,339
111,bazedoxifene,THRB — Thyroid hormone receptor beta,UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL1947,-2.4765625,0.27380952,0.9332592129039904,LDLCVNDDYJKRGP-UHFFFAOYSA-N,296,153,266,110
112,talazoparib,MET — Hepatocyte growth factor receptor,HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL3717,9.375,0.23255815,0.5061312021139643,OXDNUGWLSKTGKU-UHFFFAOYSA-N,88,6,88,18
113,relebactam,MMP8 — Neutrophil collagenase,SMOBCLHAZXOKDQ-ZJUUUORDSA-N__CHEMBL4588,-0.08203125,0.1891892,0.8084995520883065,BLXHYKZAZZIQOC-ZDUSSCGKSA-N,40,27,36,23
114,elvitegravir,ERBB2 — Receptor tyrosine-protein kinase erbB-2,JUZYLCPPVHEVSV-LJQANCHMSA-N__CHEMBL1824,8.71875,0.25,0.15372518515474767,OXIJKGCVPJOUEO-UHFFFAOYSA-N,48,9,75,36
115,ivabradine,FGFR2 — Fibroblast growth factor receptor 2,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL4142,4.859375,0.17525773,0.23195933965018894,PUIXMSRTTHLNKI-UHFFFAOYSA-N,74,57,108,88
116,cilastatin,PPARG — Peroxisome proliferator-activated receptor gamma,DHSUYTOATWAVLW-WFVMDLQDSA-N__CHEMBL235,8.8125,0.17460318,0.5108836124141779,KCJDQTLZAGPZQB-FBPJLDJHSA-N,7,5,12,6
117,vibegron,NR3C2 — Mineralocorticoid receptor,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL1994,2.5234375,0.1744186,0.8542348888484506,QKBURCBWLIXXPH-UHFFFAOYSA-N,104,97,84,76
118,palbociclib,REN — Renin,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL286,8.90625,0.15254237,0.734718242762397,HMWSVKCISNXDGB-JPRYDEJLSA-N,16,34,15,36
119,ondansetron,FAAH — Fatty-acid amide hydrolase 1,FELGMEQIXOGIFQ-UHFFFAOYSA-N__CHEMBL2243,-3.328125,0.16867469,0.9197828775980786,ZYMUPRXSYFAWSN-GOSISDBHSA-N,80,68,63,49
120,glimepiride,REN — Renin,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL286,2.4296875,0.17977528,0.734718242762397,LZFZMUMEGBBDTC-JDLVMGNASA-N,157,116,139,92
121,anastrozole,ALK — ALK tyrosine kinase receptor,YBBLVLTVTVSKRW-UHFFFAOYSA-N__CHEMBL4247,2.0859375,0.13095239,0.4261232665681381,YKMRDBPMPYXBOZ-LBPRGKRZSA-N,179,156,183,159
122,tapinarof,ALOX5 — Polyunsaturated fatty acid 5-lipoxygenase,ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL215,4.234375,0.14864865,0.26235175914131387,YQBGIYDQROGXLK-XMMPIXPASA-N,97,90,119,118
123,benoxinate,DHFR — Dihydrofolate reductase,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL202,-10.78125,0.31343284,0.7298602290658921,UJIGCJXGPGPAHE-UHFFFAOYSA-N,368,146,338,93
124,donepezil,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL3535,-9.6875,0.16438356,0.7574110554847884,GTADVYSPRRFUAE-UHFFFAOYSA-N,282,291,233,241
125,dextromethorphan,CTSC — Dipeptidyl peptidase 1,MKXZASYAUGDDCJ-NJAFHUGGSA-N__CHEMBL2252,-2.1640625,0.0,0.5084440398893697,,169,335,176,334
126,mirdametinib,DHFR — Dihydrofolate reductase,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL202,-11.6875,0.16129032,0.7298602290658921,XGBGDLRMSOSGLU-UHFFFAOYSA-N,208,157,132,113
127,apremilast,JAK3 — Tyrosine-protein kinase JAK3,IMOZEMNVLZVGJZ-QGZVFWFLSA-N__CHEMBL2148,7.203125,0.25252524,0.8587138509629285,NCFRXNQURQEQIZ-UHFFFAOYSA-N,17,12,14,10
128,cabotegravir,"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",WCWSTNLSLKSJPK-LKFCYVNXSA-N__CHEMBL288,3.8046875,0.15517241,0.5231507539177059,ILYANWOXFYOOPX-TUUXNKATSA-N,275,243,266,230
129,ivosidenib,GSK3B — Glycogen synthase kinase-3 beta,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL262,-3.640625,0.1904762,0.32711110210279976,OVPNQJVDAFNBDN-UHFFFAOYSA-N,334,266,338,257
130,pregabalin,ENPEP — Glutamyl aminopeptidase,AYXYPKUFHZROOJ-ZETCQYMHSA-N__CHEMBL3439,0.060546875,0.2,0.5995552774239417,WNORPFGYLPQIGJ-UHFFFAOYSA-N,120,51,113,45
131,rasagiline,GBA1 — Lysosomal acid glucosylceramidase,RUOKEQAAGRXIBM-GFCCVEGCSA-N__CHEMBL2179,-6.46875,0.22727273,0.6708715208424332,SYQRNTJYAAQKGH-DGDSNLKDSA-N,325,220,312,165
132,vorinostat,ECE1 — Endothelin-converting enzyme 1,WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL4791,-7.78125,0.16091955,0.684632861781305,ITMFWUAKJPURIP-NINLVYDZSA-N,274,253,245,220
133,palonosetron,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL1902,7.953125,0.24691358,0.6853861741588732,HVRRAMBFBJDLEB-UHFFFAOYSA-N,110,13,98,14
134,apixaban,CA4 — Carbonic anhydrase 4,QNZCBYKSOIHPEH-UHFFFAOYSA-N__CHEMBL3729,-4.21875,0.3026316,0.7948495395042364,LTRHBQHEFVAWDV-UHFFFAOYSA-N,198,60,180,45
135,pomalidomide,NTRK2 — BDNF/NT-3 growth factors receptor,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4898,-10.5,0.32352942,0.21525226140460627,YTPXNCADDOOFPA-BONSOQDYSA-N,307,42,341,51
136,pramipexole,CA2 — Carbonic anhydrase 2,FASDKYOPVNHBLU-ZETCQYMHSA-N__CHEMBL205,7.984375,0.19298245,0.819983354225141,FBAJDCGFKVNCEX-UHFFFAOYSA-N,38,8,21,4
137,enzalutamide,BRAF — Serine/threonine-protein kinase B-raf,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL5145,-11.40625,0.19417475,0.508445911175428,SXCTZLXYGLXXRY-UHFFFAOYSA-N,315,160,296,151
138,donepezil,COMT — Catechol O-methyltransferase,ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL2023,-1.6757812,0.1875,0.651588312547521,OCQZLJSJWBLRML-UHFFFAOYSA-N,66,61,63,72
139,memantine,AR — Androgen receptor,BUGYDGFZZOZRHP-UHFFFAOYSA-N__CHEMBL1871,4.75,0.11111111,0.8364033755961726,VFUCBEFCRWHXPY-YEJOONJESA-N,86,44,64,28
140,amantadine,GBA1 — Lysosomal acid glucosylceramidase,DKNWSYNQZKUICI-UHFFFAOYSA-N__CHEMBL2179,-8.53125,0.21052632,0.6708715208424332,ZCBWMOKKDHIHIF-YVCMGZFQSA-N,312,78,284,52
141,labetalol,CA1 — Carbonic anhydrase 1,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL261,-5.625,0.34920636,0.730863766469765,SPZCGNHTIWEWEO-UHFFFAOYSA-N,282,72,266,52
142,xanomeline,CA4 — Carbonic anhydrase 4,JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL3729,11.34375,0.21568628,0.7948495395042364,JBKMRMOTMJVNML-UHFFFAOYSA-N,50,8,26,6
143,glimepiride,MME — Neprilysin,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL1944,1.3125,0.17894737,0.9316856232889728,DTYIWESMHZUVEV-UHFFFAOYSA-N,176,135,146,88
144,pitavastatin,MME — Neprilysin,VGYFMXBACGZSIL-MCBHFWOFSA-N__CHEMBL1944,6.484375,0.24705882,0.9316856232889728,FXQYTSLHISCAAU-AVKWCDSFSA-N,10,6,9,4
145,afatinib,REN — Renin,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL286,-10.84375,0.13846155,0.734718242762397,HMWSVKCISNXDGB-JPRYDEJLSA-N,223,264,166,243
146,metoclopramide,CA4 — Carbonic anhydrase 4,TTWJBBZEZQICBI-UHFFFAOYSA-N__CHEMBL3729,8.03125,0.3181818,0.7948495395042364,PCIBFBDEVBBIFN-UHFFFAOYSA-N,17,7,14,7
147,rasagiline,ACE — Angiotensin-converting enzyme,RUOKEQAAGRXIBM-GFCCVEGCSA-N__CHEMBL1808,9.34375,0.24193548,0.5058125925370889,CZDSEQUNZGMJPF-MJBXVCDLSA-N,31,9,38,15
148,lofexidine,GSK3A — Glycogen synthase kinase-3 alpha,KSMAGQUYOIHWFS-UHFFFAOYSA-N__CHEMBL2850,1.6445312,0.21875,0.11323157963488875,OVPNQJVDAFNBDN-UHFFFAOYSA-N,196,93,218,125
149,lenalidomide,PRKCB — Protein kinase C beta type,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3045,-4.390625,0.17333333,0.4783281859824406,ZCBUQCWBWNUWSU-SFHVURJKSA-N,96,74,102,85
150,terazosin,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",VCKUSRYTPJJLNI-UHFFFAOYSA-N__CHEMBL4005,-7.421875,0.33333334,0.8641393888406487,KOJGMVMIQUJUTB-UHFFFAOYSA-N,232,32,176,20
151,bupivacaine,MMP12 — Macrophage metalloelastase,LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL4393,-6.984375,0.29032257,0.891881269806106,FTQOZDRDOVWSBK-GFCCVEGCSA-N,112,49,76,32
152,pregabalin,REN — Renin,AYXYPKUFHZROOJ-ZETCQYMHSA-N__CHEMBL286,-3.8515625,0.2,0.734718242762397,VCEONNJJOZVVIA-SFYZADRCSA-N,229,94,204,72
153,rilpivirine,MAPK9 — Mitogen-activated protein kinase 9,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL4179,-4.859375,0.36363637,0.13883681268223733,NDIUYMHNCUTVGE-UHFFFAOYSA-N,86,17,113,22
154,guanfacine,ROCK2 — Rho-associated protein kinase 2,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2973,10.28125,0.22950819,0.4926055108033273,HLWGVAQBKGLZSV-UHFFFAOYSA-N,15,9,27,16
155,larotrectinib,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,NYNZQNWKBKUAII-KBXCAEBGSA-N__CHEMBL1902,9.125,0.25263157,0.6853861741588732,LBLTWQAWIYVBFM-UHFFFAOYSA-N,6,4,6,8
156,dolutegravir,MAPK9 — Mitogen-activated protein kinase 9,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL4179,2.6171875,0.24731183,0.13883681268223733,KKKRKRMVJRHDMG-UHFFFAOYSA-N,229,110,248,135
157,ribociclib,REN — Renin,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL286,-0.14746094,0.168,0.734718242762397,ZOAVSRHEYNKAIW-MHNOLCRISA-N,7,20,6,20
158,etravirine,TYMS — Thymidylate synthase,PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL1952,-10.34375,0.16438356,0.6024252125850807,BJJFDFPYWNZIKB-UHFFFAOYSA-N,228,175,204,154
159,etonogestrel,VDR — Vitamin D3 receptor,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1977,8.96875,0.13333334,0.1373517591413139,KPWSJANDNDDRMB-UHFFFAOYSA-N,147,90,178,138
160,quetiapine,ESRRG — Estrogen-related receptor gamma,URKOMYMAXPYINW-UHFFFAOYSA-N__CHEMBL4245,-2.3984375,0.0,0.08105629621424734,,357,377,367,381
161,naltrexone,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",DQCKKXVULJGBQN-XFWGSAIBSA-N__CHEMBL3535,2.0703125,0.12087912,0.7574110554847884,HGHIOURTTPUKKC-UHFFFAOYSA-N,185,159,162,138
162,nicardipine,FAAH — Fatty-acid amide hydrolase 1,ZBBHBTPTTSWHBA-UHFFFAOYSA-N__CHEMBL2243,6.96875,0.27380952,0.9197828775980786,ZRLZJOGIGHXUEI-UHFFFAOYSA-N,160,35,112,25
163,panobinostat,PARP2 — Poly [ADP-ribose] polymerase 2,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL5366,-3.109375,0.17391305,0.7016888079778739,NLWYFXIKIPVWHJ-QGZVFWFLSA-N,248,207,230,178
164,enasidenib,GSK3B — Glycogen synthase kinase-3 beta,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL262,-11.4375,0.29113925,0.32711110210279976,FEQLPEIKSCUTRT-UHFFFAOYSA-N,370,116,366,118
165,tipiracil,TYMS — Thymidylate synthase,QQHMKNYGKVVGCZ-UHFFFAOYSA-N__CHEMBL1952,8.25,0.2112676,0.6024252125850807,VFBJYFVJYIGZBN-UHFFFAOYSA-N,68,10,67,12
166,dasabuvir,AR — Androgen receptor,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL1871,2.4765625,0.30120483,0.8364033755961726,CUIMAZBZRVOSOP-UHFFFAOYSA-N,64,5,55,4
167,elexacaftor,"PIK3CG — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",MVRHVFSOIWFBTE-INIZCTEOSA-N__CHEMBL3267,-11.15625,0.20175439,0.611305837397868,BLCVYWUNXXAHGY-JTQLQIEISA-N,374,205,339,177
168,labetalol,ACE — Angiotensin-converting enzyme,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL1808,4.328125,0.28169015,0.5058125925370889,QJZUXIPDHISQFZ-FKBYEOEOSA-N,68,23,74,28
169,ubrogepant,JAK3 — Tyrosine-protein kinase JAK3,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL2148,-2.8984375,0.2413793,0.8587138509629285,JWZIUFXJAKDANS-PHZGNYQRSA-N,354,261,344,224
170,amlodipine,CA12 — Carbonic anhydrase 12,HTIQEAQVCYTUBX-UHFFFAOYSA-N__CHEMBL3242,8.65625,0.32394367,0.924914425261217,PJDJUXUYWFQJHO-UHFFFAOYSA-N,14,1,13,2
171,rucaparib,"PIK3CB — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",HMABYWSNWIZPAG-UHFFFAOYSA-N__CHEMBL3145,3.6953125,0.20689656,0.5629638341456211,QMGNUWHIFFIHFR-UHFFFAOYSA-N,201,129,207,112
172,binimetinib,HDAC1 — Histone deacetylase 1,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL325,-10.84375,0.2173913,0.737407035254896,UFWACKXQUQQSJS-UHFFFAOYSA-N,78,43,48,36
173,albuterol,CTSC — Dipeptidyl peptidase 1,NDAUXUAQIAJITI-UHFFFAOYSA-N__CHEMBL2252,-6.875,0.0,0.5084440398893697,,131,321,143,321
174,mebendazole,HCK — Tyrosine-protein kinase HCK,OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL3234,-9.375,0.2195122,0.11052039756799702,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,376,281,378,295
175,quinidine,ACVRL1 — Activin receptor type-1-like,LOUPRKONTZGTKE-LHHVKLHASA-N__CHEMBL5311,-7.546875,0.18390805,0.06779464584083665,MTDJGYWCNQTZLJ-UHFFFAOYSA-N,331,261,368,279
176,avibactam,DPP4 — Dipeptidyl peptidase 4,NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL284,3.8046875,0.18867925,0.8424740009415945,LNNSDUKNRSVWPP-CRCLSJGQSA-N,5,4,4,3
177,labetalol,EGLN3 — Prolyl hydroxylase EGLN3,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL5705,-1.3203125,0.15384616,0.6852060313416476,XKGRXBQGCQJOHQ-UHFFFAOYSA-N,188,186,173,172
178,mebendazole,FGFR2 — Fibroblast growth factor receptor 2,OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL4142,-6.234375,0.2,0.23195933965018894,VRQMAABPASPXMW-HDICACEKSA-N,289,233,313,243
179,methocarbamol,CA7 — Carbonic anhydrase 7,GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL2326,-0.015014648,0.3090909,0.9191719901016979,RASGWFQDNMKKTJ-UHFFFAOYSA-N,6,5,6,3
180,bictegravir,MAPK8 — Mitogen-activated protein kinase 8,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2276,10.8125,0.18367347,0.16062772085925356,IBGLGMOPHJQDJB-IHRRRGAJSA-N,155,63,245,146
181,glasdegib,PDGFRA — Platelet-derived growth factor receptor alpha,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2007,-5.1875,0.2631579,0.5218382954795092,MQLQJDVZLXXXAP-DQSJHHFOSA-N,130,74,133,78
182,asenapine,MAOB — Amine oxidase [flavin-containing] B,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL2039,9.03125,0.22950819,0.5014252029778439,SSTJIOSNVDVGCQ-UHFFFAOYSA-N,223,39,220,44
183,binimetinib,DHFR — Dihydrofolate reductase,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL202,-11.15625,0.15730338,0.7298602290658921,DZUBZXHFBHYZGJ-UHFFFAOYSA-N,146,220,85,156
184,esketamine,GSK3B — Glycogen synthase kinase-3 beta,YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL262,-4.65625,0.1780822,0.32711110210279976,BIIVYFLTOXDAOV-YVEFUNNKSA-N,204,160,225,172
185,nevirapine,AKT1 — RAC-alpha serine/threonine-protein kinase,NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL4282,-3.3828125,0.19791667,0.19252420615100949,NNZWQEVDDAQCGE-UHFFFAOYSA-N,96,84,120,118
186,dasabuvir,ALK — ALK tyrosine kinase receptor,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL4247,-7.234375,0.17525773,0.4261232665681381,NHHQJBCNYHBUSI-UHFFFAOYSA-N,273,201,276,199
187,doravirine,NR3C1 — Glucocorticoid receptor,ZIAOVIPSKUPPQW-UHFFFAOYSA-N__CHEMBL2034,-8.375,0.2,0.8944653099983191,HMDMKDSHGPOJIP-UHFFFAOYSA-N,55,35,40,28
188,relugolix,FLT1 — Vascular endothelial growth factor receptor 1,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL1868,7.890625,0.24489796,0.523214381826701,MPVGZUGXCQEXTM-UHFFFAOYSA-N,115,13,118,25
189,roflumilast,ACHE — Acetylcholinesterase,MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL220,4.078125,0.32051283,0.5437312017423109,FOOKSOTZDZCFMB-UHFFFAOYSA-N,287,51,276,40
190,glasdegib,FAAH — Fatty-acid amide hydrolase 1,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2243,-10.46875,0.23157895,0.9197828775980786,WQXOBEKZTDAULI-UHFFFAOYSA-N,323,211,259,144
191,lubiprostone,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1902,-8.0625,0.1682243,0.6853861741588732,QDRCBMGCVNKKGY-CNNVTWFCSA-N,135,81,118,78
192,vaborbactam,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1902,-6.25,0.17948718,0.6853861741588732,RGSBYQBRJIRCMA-UHFFFAOYSA-N,368,324,362,289
193,ubrogepant,METAP2 — Methionine aminopeptidase 2,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL3922,6.28125,0.16216215,0.770750981304986,DCPZWZZBXOFMHX-IBGZPJMESA-N,253,215,233,178
194,mirabegron,MME — Neprilysin,PBAPPPCECJKMCM-IBGZPJMESA-N__CHEMBL1944,1.3984375,0.23333333,0.9316856232889728,ZYCCQBIIGULYPV-ZJSXRUAMSA-N,48,31,37,26
195,silodosin,CSF1R — Macrophage colony-stimulating factor 1 receptor,PNCPYILNMDWPEY-QGZVFWFLSA-N__CHEMBL1844,-6.65625,0.24752475,0.34203761988406045,KQPRBEOPAONJTD-JVVVGQRLSA-N,218,110,243,128
196,loxapine,NTRK3 — NT-3 growth factor receptor,XJGVXQDUIWGIRW-UHFFFAOYSA-N__CHEMBL5608,9.375,0.1904762,0.1617952923604149,GCIKSSRWRFVXBI-UHFFFAOYSA-N,42,31,55,66
197,brivaracetam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL3535,-1.4921875,0.14606741,0.7574110554847884,HPDLWBIGTSJXOM-UHFFFAOYSA-N,83,77,77,73
198,levetiracetam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",HPHUVLMMVZITSG-LURJTMIESA-N__CHEMBL3535,6.59375,0.15068494,0.7574110554847884,GJXGHHNPNGRGBH-LLVKDONJSA-N,37,45,29,45
199,enasidenib,LCK — Tyrosine-protein kinase Lck,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL258,-7.734375,0.21052632,0.26251391327850926,MOXXQFNQDDSJHT-UHFFFAOYSA-N,208,152,248,176
200,duvelisib,PARP2 — Poly [ADP-ribose] polymerase 2,SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL5366,-1.7734375,0.14942528,0.7016888079778739,JDJQWPULECUFIA-UHFFFAOYSA-N,193,187,177,168
201,desoximetasone,RARB — Retinoic acid receptor beta,VWVSBHGCDBMOOT-IIEHVVJPSA-N__CHEMBL2008,0.12060547,0.14457831,0.7896173653482791,FICUSZQKSIPECZ-UHFFFAOYSA-N,228,177,210,137
202,gepirone,GSK3B — Glycogen synthase kinase-3 beta,QOIGKGMMAGJZNZ-UHFFFAOYSA-N__CHEMBL262,11.21875,0.24,0.32711110210279976,AXRCEOKUDYDWLF-UHFFFAOYSA-N,15,7,34,17
203,tapinarof,ESR1 — Estrogen receptor,ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL206,-0.43554688,0.36363637,0.6740886284287014,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,197,14,179,10
204,givinostat,FLT1 — Vascular endothelial growth factor receptor 1,YALNUENQHAQXEA-UHFFFAOYSA-N__CHEMBL1868,9.0625,0.23529412,0.523214381826701,MMKGCMKHOQBTJH-IZHYLOQSSA-N,162,69,166,79
205,ozanimod,JAK2 — Tyrosine-protein kinase JAK2,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2971,3.2734375,0.20634921,0.8999972248201182,XNQRVULPGKZGGZ-UHFFFAOYSA-N,193,117,160,76
206,ranolazine,CA7 — Carbonic anhydrase 7,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2326,3.640625,0.3478261,0.9191719901016979,MZCJQCUNQFZSCL-UHFFFAOYSA-N,74,8,56,5
207,rilpivirine,MAPK8 — Mitogen-activated protein kinase 8,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2276,-2.875,0.25,0.16062772085925356,GPSZYOIFQZPWEJ-UHFFFAOYSA-N,66,50,76,68
208,dasabuvir,NR3C1 — Glucocorticoid receptor,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL2034,-0.31054688,0.30120483,0.8944653099983191,CUIMAZBZRVOSOP-UHFFFAOYSA-N,104,12,88,8
209,indapamide,ACE — Angiotensin-converting enzyme,NDDAHWYSQHTHNT-UHFFFAOYSA-N__CHEMBL1808,7.53125,0.1875,0.5058125925370889,CZDSEQUNZGMJPF-MJBXVCDLSA-N,45,40,47,53
210,vibegron,ROCK2 — Rho-associated protein kinase 2,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL2973,7.578125,0.26506025,0.4926055108033273,VRTIYEVICIOFFV-UHFFFAOYSA-N,44,16,50,23
211,nalmefene,VDR — Vitamin D3 receptor,WJBLNOPPDWQMCH-MBPVOVBZSA-N__CHEMBL1977,-7.984375,0.15730338,0.1373517591413139,KPWSJANDNDDRMB-UHFFFAOYSA-N,365,261,373,284
212,selinexor,ABL1 — Tyrosine-protein kinase ABL1,DEVSOMFAQLZNKR-RJRFIUFISA-N__CHEMBL1862,5.78125,0.2236842,0.6349277018212444,KAYFROJUCZIWER-UHFFFAOYSA-N,74,22,65,26
213,rosuvastatin,NR3C2 — Mineralocorticoid receptor,BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL1994,9.34375,0.23684211,0.8542348888484506,NGIZSGFRPAZOGE-UHFFFAOYSA-N,60,4,29,3
214,tasimelteon,NR3C1 — Glucocorticoid receptor,PTOIAAWZLUQTIO-GXFFZTMASA-N__CHEMBL2034,-7.875,0.29310346,0.8944653099983191,HQIOTMDOMCIOFC-UHFFFAOYSA-N,88,14,60,10
215,sapropterin,CHEK2 — Serine/threonine-protein kinase Chk2,FNKQXYHWGSIFBK-RPDRRWSUSA-N__CHEMBL2527,-8.59375,0.13636364,0.07677406913101369,NDEXUOWTGYUVGA-LJQANCHMSA-N,328,268,355,306
216,lubiprostone,NR3C2 — Mineralocorticoid receptor,WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1994,1.0976562,0.16091955,0.8542348888484506,JYGXADMDTFJGBT-VWUMJDOOSA-N,23,21,22,19
217,varenicline,NTRK3 — NT-3 growth factor receptor,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL5608,-8.15625,0.12345679,0.1617952923604149,CMJJZRAAQMUAFH-INIZCTEOSA-N,128,140,181,206
218,belzutifan,AR — Androgen receptor,LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL1871,9.0,0.2125,0.8364033755961726,SFJHXIKHAFLZTL-MFKMUULPSA-N,40,9,25,10
219,bictegravir,PARP2 — Poly [ADP-ribose] polymerase 2,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL5366,8.375,0.19101124,0.7016888079778739,PQXUCBRUEQVEIZ-UHFFFAOYSA-N,309,148,274,95
