排序,小分子药物名称,新靶点名称,pair_id,neural_score,positive_neighbor,target_prior,nearest_training_positive,A_neural_rank384,A_plus_neighbor_rank384,A_plus_prior_rank384,A_joint_blend_rank384
335,ozanimod,PRKCB — Protein kinase C beta type,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,-5.03125,0.15833333,0.4783281859824406,QFLJEWDUPUCDJK-SVBPBHIXSA-N,333,295,328,278
336,chloroprocaine,ACHE — Acetylcholinesterase,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,-0.3798828,0.26984128,0.5437312017423109,XGQUEKANWWMGAJ-UHFFFAOYSA-N,70,21,69,19
337,cobimetinib,HDAC11 — Histone deacetylase 11,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,-9.40625,0.12087912,0.6411339461649334,RHUMXXCHLQENCI-UHFFFAOYSA-N,105,221,99,182
338,etonogestrel,CYP19A1 — Aromatase,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1978,9.3125,0.2638889,0.8774840291999414,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,135,7,83,7
339,indacaterol,TYK2 — Non-receptor tyrosine-protein kinase TYK2,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL3553,-5.03125,0.22772278,0.8742996130341434,SNPLAOHHBAWLMU-UHFFFAOYSA-N,217,109,189,72
340,umeclidinium,EGLN3 — Prolyl hydroxylase EGLN3,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL5705,7.609375,0.13333334,0.6852060313416476,XKGRXBQGCQJOHQ-UHFFFAOYSA-N,104,102,89,95
341,varenicline,MAPKAPK2 — MAP kinase-activated protein kinase 2,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,-11.53125,0.1641791,0.05991707779444363,CMWRPDHVGMHLSZ-GFCCVEGCSA-N,317,163,355,226
342,copanlisib,NTRK3 — NT-3 growth factor receptor,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,-11.6875,0.2982456,0.1617952923604149,SEJGTFPOEJWEGG-UHFFFAOYSA-N,246,58,322,92
343,benoxinate,PPARD — Peroxisome proliferator-activated receptor delta,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,-9.5,0.25373134,0.330182486973545,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,330,190,340,185
344,migalastat,UMPS — Uridine 5'-monophosphate synthase,LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,2.1875,0.1632653,0.6472802113706222,XESARGFCSKSFID-FLLFQEBCSA-N,46,12,43,14
345,sonidegib,NTRK2 — BDNF/NT-3 growth factors receptor,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,7.453125,0.25490198,0.21525226140460627,CMJJZRAAQMUAFH-INIZCTEOSA-N,49,21,63,33
346,pilocarpine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,-9.0,0.15555556,0.5998023455217518,XMAYWYJOQHXEEK-UHFFFAOYSA-N,120,95,119,99
347,lesinurad,UGCG — Ceramide glucosyltransferase,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,2.46875,0.0,0.32899320228135687,,189,329,203,342
348,tedizolid,"PDE10A — cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,4.265625,0.3604651,0.9514709230448279,WMGLHJSOUQDRMS-WBVHZDCISA-N,97,6,72,3
349,trospium,CYP26A1 — Cytochrome P450 26A1,OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,-1.203125,0.0,0.5592884438783067,,137,303,135,307
350,remimazolam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,6.265625,0.14414415,0.7574110554847884,JNOZSARLWIDZJL-UHFFFAOYSA-N,34,42,31,40
351,epinephrine,ALOX5 — Polyunsaturated fatty acid 5-lipoxygenase,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,-4.921875,0.118421055,0.26235175914131387,YQBGIYDQROGXLK-XMMPIXPASA-N,195,208,228,249
352,imipenem,MMP8 — Neutrophil collagenase,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,5.6875,0.16666667,0.8084995520883065,UDNLRUDZHBXCON-OFSOJUDTSA-N,21,16,16,12
353,osilodrostat,UGCG — Ceramide glucosyltransferase,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,-9.96875,0.0,0.32899320228135687,,362,383,360,384
354,tedizolid,NTRK3 — NT-3 growth factor receptor,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,-4.953125,0.29347825,0.1617952923604149,IIXWYSCJSQVBQM-LLVKDONJSA-N,281,122,305,136
355,furosemide,F7 — Coagulation factor VII,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,-3.8515625,0.19277108,0.6726325259879515,CRFICMUDNBIMKL-UHFFFAOYSA-N,109,92,98,74
356,ranolazine,PDGFRA — Platelet-derived growth factor receptor alpha,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,-6.015625,0.2967033,0.5218382954795092,YIQKRGSTCNRKES-FLWNBWAVSA-N,295,126,292,108
357,bempedoic acid,CA4 — Carbonic anhydrase 4,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,-1.9414062,0.15,0.7948495395042364,RYJYHDWBXOJJKP-UHFFFAOYSA-N,331,261,319,192
358,macimorelin,MMP3 — Stromelysin-1,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,-4.8125,0.37349397,0.7330125410381872,FGDQQAHGMHOQDV-NGXZDTIWSA-N,177,24,168,18
359,pantoprazole,"NOS2 — Nitric oxide synthase, inducible",IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,8.40625,0.14634146,0.1885555049861712,LNRMJBWADUSJTA-UHFFFAOYSA-N,23,55,56,97
360,asenapine,NR3C2 — Mineralocorticoid receptor,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,11.0,0.21052632,0.8542348888484506,NKLKXXWOFGFVKN-ZDUSSCGKSA-N,113,28,43,24
361,palonosetron,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,8.53125,0.0,0.5592884438783067,,84,238,95,255
362,remimazolam,ACHE — Acetylcholinesterase,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,-7.71875,0.21621622,0.5437312017423109,WOGAIDMSZKBXBZ-UHFFFAOYSA-N,299,190,295,171
363,lifitegrast,TYMS — Thymidylate synthase,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,10.75,0.25688073,0.6024252125850807,KXIGHABTZWHJET-UHFFFAOYSA-N,121,9,101,15
364,copanlisib,NTRK2 — BDNF/NT-3 growth factors receptor,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,-11.40625,0.2982456,0.21525226140460627,SEJGTFPOEJWEGG-UHFFFAOYSA-N,201,51,293,85
365,sonidegib,LCK — Tyrosine-protein kinase Lck,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,0.47070312,0.26262626,0.26251391327850926,HXBMTVMACYGAGE-UHFFFAOYSA-N,138,75,150,78
366,oliceridine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,-9.71875,0.0,0.5592884438783067,,365,379,358,379
367,tetracaine,F12 — Coagulation factor XII,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,-6.171875,0.23333333,0.6509338852208044,MQQNFDZXWVTQEH-UHFFFAOYSA-N,186,112,173,100
368,tedizolid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,6.203125,0.16161616,0.505463790516651,PCZOHLXUXFIOCF-BXMDZJJMSA-N,58,80,66,89
369,eltrombopag,HCK — Tyrosine-protein kinase HCK,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,-10.65625,0.208,0.11052039756799702,RONKBVWJPIOCJX-WJOKGBTCSA-N,372,227,378,249
370,dexrazoxane,MMP8 — Neutrophil collagenase,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,9.0,0.13333334,0.8084995520883065,AKWKBACKRMYPRV-NQIIRXRSSA-N,5,9,5,11
371,remimazolam,FAAH — Fatty-acid amide hydrolase 1,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,-5.890625,0.24358974,0.9197828775980786,QIMSJAWQJFFGPE-UHFFFAOYSA-N,238,108,208,72
372,lenalidomide,HDAC11 — Histone deacetylase 11,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,-1.1171875,0.15463917,0.6411339461649334,AYXFWPSPCQNMLC-LKLZPQJISA-N,47,45,46,53
373,edoxaban,F7 — Coagulation factor VII,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,-7.40625,0.15044248,0.6726325259879515,WWNDCLFQCUJPDQ-UHFFFAOYSA-N,317,299,300,269
374,fluvoxamine,MAOB — Amine oxidase [flavin-containing] B,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,10.0,0.2962963,0.5014252029778439,WDYBTWXDYUCILG-UHFFFAOYSA-N,18,1,27,1
375,fenofibric acid,CYP19A1 — Aromatase,MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1978,2.828125,0.2857143,0.8774840291999414,RABMVVODLIKPSL-QJOMJCCJSA-N,5,4,3,4
376,avanafil,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,5.3125,0.18965517,0.7574110554847884,PYDHQGUFENFWBZ-UHFFFAOYSA-N,78,83,62,67
377,riluzole,MAOB — Amine oxidase [flavin-containing] B,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,10.1875,0.22807017,0.5014252029778439,PRAFDFYELGOMCN-UHFFFAOYSA-N,5,6,5,7
378,dexmethylphenidate,AKT3 — RAC-gamma serine/threonine-protein kinase,DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,-9.59375,0.14655173,0.045602763871197084,QMLFGZYEQAMKRK-SCQVZNLVSA-N,350,306,377,317
379,efavirenz,AR — Androgen receptor,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,-3.4765625,0.2361111,0.8364033755961726,SCDLSCMENPIBCS-MNOVXSKESA-N,17,14,17,11
380,avanafil,"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,2.9296875,0.25688073,0.5231507539177059,IESKAFPEEMSDOP-UHFFFAOYSA-N,124,60,123,56
381,metformin,JAK2 — Tyrosine-protein kinase JAK2,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,-10.90625,0.10144927,0.8999972248201182,YBWAHUJDHMAHCC-UHFFFAOYSA-N,286,85,133,52
382,deutetrabenazine,COMT — Catechol O-methyltransferase,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,6.421875,0.13253012,0.651588312547521,NUZAARCKGCFLIV-UHFFFAOYSA-N,77,73,69,69
383,morphine,CA2 — Carbonic anhydrase 2,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,-0.0154418945,0.21666667,0.819983354225141,FSMRTTIHBZCVJG-UHFFFAOYSA-N,253,108,231,61
384,duloxetine,ACHE — Acetylcholinesterase,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,5.5,0.21311475,0.5437312017423109,XOROMQNBXQGKST-UHFFFAOYSA-N,131,45,133,52
