target_id,sum,count,smoothed_prior
SEQ:02cd9fe282994502c12ea0f7782e619810cc9f9d00e83fbfefbdca32937a73fe,22,317,0.08438190959872498
SEQ:02fe2db45f174585615c79dc5b753b50ac7ebad2ddc6f0caec400c7a7c9537e1,1,1,0.5993531307984606
SEQ:030ef1b424381b56f9f5794a5a8f5526cf73f1a02d7d305f1c0b51d8b3c2485c,6,27,0.313321201048191
SEQ:032a8d7e0056e7e650a131222d8b444b2276e73c9e5f9708a86cb6cbe27cacc8,1,1,0.5993531307984606
SEQ:03530bcba0a65441225b5278da2e0c5005109c1a77a1123a9535dc0b0e70edd3,17,21,0.7288027238317119
SEQ:036a41d3c15052200cd103c0b77cd31c9af3b67f9437380ad53dc5a5c5ef663e,25,26,0.8498023455217518
SEQ:039cb98b515188941134a660f96368426613538bf1f29ef3e52c0fecced67e14,0,1,0.5084440398893697
SEQ:03a727470f6015c9b298e56c3fed2be93d08345117682e432a93639df558e3ee,1,3,0.5071449568294667
SEQ:03bfae282c699ad0b358e53c924c5fc3b921d43eccfec4f32b71a4382263a1f4,44,306,0.15693950771766793
SEQ:03d9abb993721ba6ae3d36c3683e60da44333f2208ecae69ba1b8bc835bd46ef,1,2,0.5494070365652556
SEQ:03dae8d1850d904767037c8dc8ad183fdf87675a6942cae307cddad7d426bcb1,4,139,0.06438177475693334
SEQ:03de8b44a3780da282e88f9f48cb7b234b060b82b2842a37b1d451610c934fcb,2,139,0.05095895596498702
SEQ:0408b42163a62f5788f1f1a9764f21340d94cd5c24cd9d88b23ec98eeab310ff,1,1,0.5993531307984606
SEQ:043f80df5b673d9048e118735cb0230b0baaa23f788c3bae0010f9995412d852,610,726,0.8364033755961726
SEQ:0451c5f5ef052711dec57df65d688e28c0027e49dc4be546d73beb880c6181ed,105,126,0.8131829738145814
SEQ:045de6b23d69dba05552c9aae2f5507478a5c7eddd1a1641df8082b145478595,11,78,0.1885555049861712
SEQ:04770a360e7954ab34f507b43e99f4bf5e82130f35800ddd1a5c8b5cbeeadc80,43,309,0.15232879134414753
SEQ:0485206622621e81abb7366851480e380fd9ea6f6148bec63384662578658e81,18,295,0.07735371947141989
SEQ:048a74611daa88e5aa39af46f5d25ab09e1129e49c7f9ed3aa9f5479d98f10a9,3,11,0.4091849732753841
SEQ:04dd2e46d11766ee2ef7dd569987110a4a4298eb115ce7bed6744aa319a9c7fc,1,1,0.5993531307984606
SEQ:04e52a2de93ec4e08ddcc8951b75e73dcc63a4a3b7dac6dd3ab173ba29e5e11b,0,3,0.4302218799063897
SEQ:04e940a5ebf0b96fc9faa1d8b38ce5273808c79190ab719e40a85726aa6605c3,1,1,0.5993531307984606
SEQ:0510ee24c4318b1296486bb65591844320d432a094ca72c3cce4dd794d7e826a,33,35,0.8576196541951793
SEQ:051fc4732e4921492421cda1544c298561f4d5e41751c6e73886e38ed9280207,9,193,0.07188613024031067
SEQ:05581dae6f0579da869a0303a20bfc9b322659ea29e5b680f94f552ebd23456c,1,1,0.5993531307984606
SEQ:0570c5d169e261bd58cef982a478372a4db9a32bab2b2e079eafc07bf05f0433,413,414,0.987247368959394
SEQ:057798c1089fc251ff563dc03e5373e0684e90960e1f34c27c071d8afcfbd9b9,5,12,0.4814947472174121
SEQ:05cd9853a80448ec5b8ef855fee47e814e1a210eb91ef7c45ca6d63f94bcb5ed,0,7,0.32899320228135687
SEQ:05d2b6ddc4b9d17b8873e7cb92ebf8e337ab9caba8e3bfb6a63d1c102f14c663,784,1060,0.7379372751764327
SEQ:05e48104919442dd817734f3c0ba08847b06cd02c76a8f88d96aa712545ce773,22,43,0.5206204611091144
SEQ:05ffe5aa5f41f7566eca5e7689a76c7096642bbb99dda345579654a166ea9737,5,5,0.7061922959188711
SEQ:0611bfb309482e20df1914813626e5eff859b71953e696fbcd53414a9a76db9e,35,37,0.8636783923145334
SEQ:062376c1fe9a8680bd8951737fc458bfd402da2a7822f51a7388bc14dea87068,14,19,0.675616704785623
SEQ:06328137fc9825821b1a7a7d95bea792b72346b624c39624ac8359ae06ffe578,0,171,0.030899914026425782
SEQ:0647ba978c0e550399fa33c8ee2f26c82b028539edf3f9473604a855d9965cbd,31,46,0.6534443649782691
SEQ:06616fb01b8023488455bf63995d8c2ba41e3501b7f4c2df48c2bc0e74899434,7,7,0.7407579081637098
SEQ:066cd148df084ff5c1ce05c5a4e442ef4252675027d5fd3a4ead472795ba52bb,0,1,0.5084440398893697
SEQ:069dcf65f46230dcb8df3afdfe9a000b11850089320595f24e1665054b6bef10,17,297,0.07359245745531943
SEQ:06a4c9a78af9ca3bfbaab95ebdb702b799b2d38bc4ff1ae0135883b4c46f7dbe,0,131,0.039665847083567844
SEQ:06e0ce45faa2300e8b207959833598caab00d7718c9cd0c6877d83cd56a665e3,1,2,0.5494070365652556
SEQ:07006f6f455a8ea5033763db94d09ca6ca730ec8a322959ac7fe6b489baa94e0,81,82,0.9412270047693813
SEQ:0725c9221fe1fd935ede4a747d0678459ca0e367b238a1dea22fc4874335cf8f,0,6,0.34955527742394166
SEQ:074cc29440ec26e5804d94f8f250844a95475c79a541bca6de2af6413d38a9af,3,138,0.05806002999177748
SEQ:075cd160a22e392ad92776143a4af52ed1c6ac1e68ba82bc253ba8dd9daef9c1,322,518,0.6204410690128467
SEQ:07709ab07a513c4dce1a7959395be60cbd9c5b95c7f6810f9e2bbbac5fb11a0a,8,298,0.044132741684360606
SEQ:0798437def06af18f0ee151fb68a7ef37e16370ca11546ce6c0bc2b644f3a960,19,303,0.07857151577885964
SEQ:07bcaa90ff5dd47e7cfac1beed8e4064c7b6f27cf4a4a0492219342dc2e4129b,10,197,0.07532794414871047
SEQ:07e30917478acb4fc71de076053c26962a6e837b697aa756a942ddb789640df9,10,10,0.7796442219391533
SEQ:07f40a8b41ff608a24d14ee9cda1dc311cf92f51d1a07770c83a63e1248ec9fd,1,2,0.5494070365652556
SEQ:0810d4501c0594713c19a489b63f4be4f8751688ea5208af68ac76f7b615b3a3,0,1,0.5084440398893697
SEQ:081c4d17fb8ac34f1390d9083195ce614a70747707cdff2588334a50d8c85144,1,1,0.5993531307984606
SEQ:082ef6cfa8a9d5c17782cc036623a4c0ece915fc6a420e54678ff55dab70b98e,165,425,0.3921675504339841
SEQ:084144427674914cba4b07ab865916ee9dc6c8c6a2a8752c081d60c89ddd4ce9,2,119,0.05885956929289199
SEQ:087b2c0fc91ff390f2f9b1d14bc8dc66bbfd16de688d4ffa44f60d655cb0f868,0,1,0.5084440398893697
SEQ:087ec39e04049bcd985131f9b3906f227ec88fffbfe1f1b051ffaf0619e2c8b4,11,25,0.47408241253665906
SEQ:08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,1644,2100,0.7817975755634043
SEQ:08af8599be5732d7e06668e812a913da44dddd0f4b800fb923f2d66ffb097d54,17,302,0.07241309114994572
SEQ:08da799bbf699e9a2c54e8409c6e2baafe3952854d992ce3de6f78ffa02d9508,4,4,0.6852060313416476
SEQ:08dd546ac4cae44a46eb653383e02b1a176949a2b42b2a1426bc0004637a0a54,2,6,0.47455527742394166
SEQ:08e94d00e198158ed1db5b7682cd0bf55b72692b6ec3afd93489a9c743eb745a,5,8,0.5884935799323926
SEQ:08f07cc12ba9601e17da325c37d347996aa047f34f0d9498555d1ab1b6d4ac4d,1,5,0.43952562925220445
SEQ:090cb87ee8a74cb5312ef28ac2eea15e9b8e3eb2456505d13e1ad7438978c71b,1,1,0.5993531307984606
SEQ:091395423a50e5ec99e589e7fb0580f30d25ae50e08af23b00e5e75f118f7115,0,1,0.5084440398893697
SEQ:092555f0ab071d62e2c26318e4ce09ad60a2404560e257f75c3d3ffe25e23a6d,2,2,0.6327403698985888
SEQ:092638a5667f9190f0f1b755080f09974f3f54a85ef193eefb41b832ae5620d4,4,27,0.25926714699413694
SEQ:0949de13d2ed928a394e2914534f809b2ef6d823f65084aba899cd4d7792329f,1,1,0.5993531307984606
SEQ:0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,33,73,0.4649745113106394
SEQ:098f8e95556545c4417a8526c58549235f89930e00529d662ba941c1c2e8a9dd,24,162,0.17205165371385503
SEQ:09e25706344dd177ff2052d9086931803b450cc0cf4c3f0f8c23e883467035ff,3,316,0.02635854122326094
SEQ:09e319e56afa458b716d7f1f12630edb9df9c3bd8278e182bdb0a61b5242d5fe,27,42,0.6267862392073666
SEQ:09e440ef97da21879ba9dd18cf571b39815dd2b7bf090cc02d7c42acef8a488b,1,90,0.06592884438783067
SEQ:0a13a70645fdf84d8e8f5ae423a44361fd43a44bd1167fb4deb715861c065914,11,12,0.7542220199446849
SEQ:0a1a909cf5ee3fcb36c17135913ce49913db6fb6392fe43faf9c92df9994a1b2,204,461,0.44499550836259677
SEQ:0a32f4aa401a826d02daf7cb67c38336c9ae907b64ef15d894ab18885b981da0,6,6,0.7245552774239417
SEQ:0a6aa1debade875f917132245b6e69b13523b85ec0a5a9c3cefbba21fe664a65,0,9,0.2943623388833193
SEQ:0ac1da6a7e58e4d9854ac831906dad68bc07a42d0e42236c8b4fb1c2231b71b4,1,5,0.43952562925220445
SEQ:0ac226c1624f0a1afc89ff3f2dcac364bc6a7716762d362dcfdc01538e620eb7,1,1,0.5993531307984606
SEQ:0add920b819d012d5688fe8953f3c8223978e8d01a63162bd2651fe54a8d8e3e,0,3,0.4302218799063897
SEQ:0ade5cb5055eb17bde6b4f539f3f72f19246f20d8d5ee17be1f1cfac3fba4f44,3,6,0.5370552774239417
SEQ:0ae58e2deeb81da0a7533267334f568331e9160a32bb50de4d55a0ed56ca83f9,0,1,0.5084440398893697
SEQ:0af54a6c12c3a3902cb46e90a282a610a9d210851ec73653bc7a9e2373972647,2,6,0.47455527742394166
SEQ:0b04e6a37856d17b120f7bba8238d881680decab704d6c65e043a2cddc75e643,1,92,0.0646361219488536
SEQ:0b1aaf1fdaee0ee16ebbd100c366dd44a3abaf0e0960c2d7c399ac704332f156,4,5,0.6395256292522045
SEQ:0b255bee17a4b81c93472174a05d48ab8ae3b1b23937c7fbe3c411617195b016,23,30,0.7148221109695767
SEQ:0b39241871a6a7ad8ba649cebe62dcd2834dfdb6aaa43b109b60895f53d88987,0,3,0.4302218799063897
SEQ:0b45a125f79ff79f518bea9817977a88d19133ebd6d02e1b5d93efd17d898558,0,2,0.4660737032319222
SEQ:0b4854a718c538409ae00cdd8962cf9bebc9b4163bef123304539b3b14f435b4,100,136,0.7232389345122129
SEQ:0b63beb01de62ea4910251f17ee36750f150e89785b412f48844567ec3390baa,1236,1482,0.8321668126265303
SEQ:0b6a052b9555faa3d4d4664f357b23e5ca0f6f71a459d41757d4b10000fce676,128,133,0.9342159750963851
SEQ:0b6cd9dfefc114e0aa72ef3c6c64756b5dfe35c5847b6ed128d8c1d22b3dd74b,0,4,0.3994917456273619
SEQ:0b73a9ecfe713d096e2570931e596b9d42e47a4359a3d72144f02dde6c361636,8,18,0.48546015852796665
SEQ:0b7b4371349d430586f14fcc356499e91f31b6c9212ea6201bf7d5b0e5dae343,1,1,0.5993531307984606
SEQ:0b82b1e9c0971a1cb38cba684eb46ef2e875b1f37e798499022d271433871a61,1,1,0.5993531307984606
SEQ:0ba14e92345e90b63be2d39c6b090e486a6f38319d490fccc6b6d7d677e10278,1,2,0.5494070365652556
SEQ:0bb1a694f5cda4e290f5c4720ccf895478b16f77bc201f7e3e331c5b5fbe4801,62,66,0.8893800584050404
SEQ:0bb8e35a52cae24d12f9c81726c87822e1e28b75fff75746373dfa62aa4274dc,1,1,0.5993531307984606
SEQ:0bc8c4af6f71c06551d42d9e55f83b97dcc2d26f51beb15e8c7e1cf1607d5db7,553,917,0.6025813208616861
SEQ:0bcb9f8ad767fed72301f0961e6418715edc20140e13af05ab9eab1f0fc4d20f,7,125,0.09328062547246715
SEQ:0bcf52eb05430580f0358af2a04b2301874636640c881c268c92ba6351370df3,1,1,0.5993531307984606
SEQ:0bd14a0b35b82c168f51810b87908d90b82fe7f018796dcbc2bbf1b91a891aa7,40,42,0.8767862392073666
SEQ:0bda691f0bfa7e877907bc1aa3492e83d76abea308358a51230e3372e036de39,0,6,0.34955527742394166
SEQ:0be46fb37f37fa1613d7d82f5835de86bf48b907bb4ea902c281254e5a622d4f,0,2,0.4660737032319222
SEQ:0bf1f3a7b18a8a95d11f0f139917ecd97ad681a0e03704abbc83058db79d0fff,0,1,0.5084440398893697
SEQ:0c28b2bbcd26288e922995658ec906ad6b2d7c80ca8acd4f6764079f94edb811,2689,3116,0.8619938849772179
SEQ:0c3feb9a2e6d6c63770c9e9d3f4b6664da11f74a182678e68fabb7586f538a97,311,391,0.7895084399969653
SEQ:0c5eb9505558859e7a1b89a9f049e7939c3cdfcdfeb249fd3a1f8d32d8f6b781,2,2,0.6327403698985888
SEQ:0c64cebb26425877e4e22e87ab963600375623d8edc803399187b640babc0ab3,0,1,0.5084440398893697
SEQ:0c7a01bf735bc5e88ec15e8d97232e1504cdbfb35be65d5a98e2bb435bfd1bc1,0,2,0.4660737032319222
SEQ:0ca26b54f0c45d0135ce37c885e5d97403dfe1e0e8b7752d3773a6b8966fa1a9,192,210,0.8981494747217412
SEQ:0ccce2f7f3ddcabe62ba037745ebfa0cdd24fd54d77b5162ac4146d2672d05d3,5,10,0.5296442219391533
SEQ:0cf59f4757410f8f74d27a1b9a605bcea29a6c7c9c84839bc6505306280f27b4,19,35,0.5465085430840682
SEQ:0cf62e1ccb94abd03e5adae50ca58b2b43690058c5cc6e176c4650e6c4f083e0,507,710,0.7119345617205319
SEQ:0d10acbf3c720b873460e19c59a2c62810e91b83e6d06f5477d2a48f5cfb90cf,0,1,0.5084440398893697
SEQ:0d1841c359a41e74834cc9e93711528e794917a88ac14c7b102e4dc68a2cf888,3,145,0.05543796412118107
SEQ:0d371734a19e620a79b0673f9ab5610251a93a07a3f3470fa9f8bf46b0e56ccf,10,212,0.07023821819271651
SEQ:0d6250f6b8023f763dba9594f81228f6bfe5f7023d8d9168c173a471741f0f70,0,4,0.3994917456273619
SEQ:0d879d13bdd157f49fda01e82a4969eaa3a611837e16fbb8586e96a691b5f52d,2,4,0.5423488884845048
SEQ:0dc6495e1e886cb764a54c6e13200406d258885aba2dfef26455f4f97472a0fa,13,23,0.5634207405691838
SEQ:0dcb28bd1c8f2d908b80f2a987c0d887e448f8814e072e42dc55e26e7adacb3a,0,1,0.5084440398893697
SEQ:0e1b606ba4a2733bcc0bfda24d9072606dc3876638804d08520b6d5c668ea019,367,487,0.7496838721102275
SEQ:0e2a4212efe4db1230afb680c18df3d12accbe13c325d91ac006a87635d9d000,15,310,0.06435276387119708
SEQ:0e3740730dd7a0bb4d2d5eb050d6f2e5ead1cdfa625f09f6a7ab65acc340055f,53,60,0.8370412062683296
SEQ:0e3ec50e5699b64579aa5303b454887875ba26e37c98b0d4a2f342c903605d0d,0,7,0.32899320228135687
SEQ:0e420a3caffe9e2fed51346272f4f61da4238fe89ab9d3aac9b8c8852f50f20e,155,211,0.7266646354696067
SEQ:0eb5d0db6e0858a89ae4cac1ca5f1fa08b17f66f5b074e0fbd08b09cde3a562d,1,1,0.5993531307984606
SEQ:0eea428f8633719530522ad20c0f7427959e058e97531e7479418c91766ff0f8,303,556,0.5452171103158712
SEQ:0eed4069e9742f231f40506fb3dad1f83816730597afaf5e5885147307ce5022,1,3,0.5071449568294667
SEQ:0f00e3194c14c067450ebe3b072e7282ef29f53a7ae13b8856fd57e381ee6cf5,26,295,0.1035832276681412
SEQ:0f3ae0eb7a1c534ab8a929c0d7dfc8c9e3c6eb8f4cb646c9cf6a256aa433491d,0,7,0.32899320228135687
SEQ:0f3d4a587055bb5b934e059d9d3bd38f783a3ae09a8821792d023b48cf4621ae,79,84,0.8999243025402455
SEQ:0f79dd8c1ea278edbe797ca3ccb235de12e8d482492499a37a977a0692d3e49b,383,450,0.844767140084311
SEQ:0f99982b545e61cc6fa4ca70be1e2f0f503d3e26f44fdb3067dd3c6905bb2788,147,420,0.354867173113449
SEQ:0fad3d47c22ab0845616461ac6e6b21c93febaf1a3d91a543d85ec997b142f86,75,93,0.7824551887260492
SEQ:0ffbbed23b94a7616021b74da92d87e87b0da0234f530ce77e09f69062bd46a5,1,2,0.5494070365652556
SEQ:0fff4104ac41deadaf66f74445277c28360ff20a99ddfd16ea739d7c16131660,1,1,0.5993531307984606
SEQ:105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,203,248,0.8084995520883065
SEQ:106a8b3fd850c7c58d45cc6db56755ed1b061bad0e2c37bbd6ce686387ecd79b,4,35,0.2131752097507348
SEQ:1071fbd3caaaaf97c0e106135d87f642c2b996e7a7798f2736239d3d62e99955,25,97,0.28591480783909407
SEQ:10a34bd4baf65ea66a9bc19f0e8d6b16ffe12dd6143eb84315ff859b3935b366,7,20,0.4197628146261022
SEQ:10ec8a9e8316e42cd33c02e147ccc5d057ce4ecac76498c455a230ec4485d6be,70,296,0.2470355700613826
SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,0,1,0.5084440398893697
SEQ:11464cac78fa396921bed3a7cd586d5bd145164fc65b01b3a84a2ed8f3a2bb8f,1,1,0.5993531307984606
SEQ:116646df9fc2739de57d10f1e8ee66e4421ee39aad2c5e710432673995f3bed0,10,39,0.31822213140373606
SEQ:11ca046dbcb9b9e5510fbbc492714788969a2a17c1ea8fe3708430455a9e85d9,49,317,0.1669507169381745
SEQ:11ca4f69548f1002574e0f6194d21a68c80a53fa9216ae4d86e9631ad37cb6c0,0,1,0.5084440398893697
SEQ:11e560a685bf1b104cc898e25b632bc4bd7d8e027955f2d7e663ee781abe6ae5,45,45,0.9198706261596922
SEQ:11ece92120ddda7cb24d066134fbac86840167b78f16cd0b6e9fc74e07e29b62,0,2,0.4660737032319222
SEQ:1216a9416365af9e068ee5e0a2f9364b1f7502386629802b005d700c994e22a1,0,1,0.5084440398893697
SEQ:12207d1bd2e6475f8b03dccee9db55991acdaef78b01ddfb20ec3b034b323d3b,16,110,0.17994070365652556
SEQ:122a2d335a2d619324d9becda420d3f713e0958362b0685ebd9bc4772f6d9b53,6,125,0.08587321806505975
SEQ:126750620bd0a41e474eccb39b63406b8e48e13928007c2d68725ed40d98f97a,15,29,0.5280226779175146
SEQ:1277b3ff4ceed3c24c403e24a5a319d5ad0e1a3b09991ef36b7c06fa14d6e883,2,2,0.6327403698985888
SEQ:1287bf4746a29da750f6c6b98f8c56e324160e07114ae16472b00598f130c4a1,2850,3415,0.8337497472813965
SEQ:12bb6deb5f960ef3ae9001e0c74e5b707dcfa02cf027ef1750b9d21e4e2744a1,17,154,0.13776149048038455
SEQ:134b946bef955c97bd8e65837fc8e60fd4952ccaf19446ad6c39c4be47fcfaf8,2,3,0.5840680337525436
SEQ:13836b2592094dd0abbe66ca1fa1f7f45c848a348e867b4c92be7336d41b739a,1,1,0.5993531307984606
SEQ:1384ba2a3659f0c7c293b25e5d9b0ff0851a62cb9cfa2c8a409d9ceba69eb8bb,23,292,0.09467842529398367
SEQ:138b95b30ab8f0f5159c8e47139e072be23cc2dda5f74980956ee5764897d1d7,25,28,0.8050759062837649
SEQ:13aade37cfa34320dabd0a767557abf7f24021728a2bdf4e9e605a99b86a70b2,323,453,0.709703854079445
SEQ:13b123fd9e2dead9f26f0242ed2e18c4f2845f0255f774288eb6bf4cdea61463,11,142,0.1091637134130465
SEQ:13e46f3bda9c34b9432ccbb79f65335eec4d7d753e97179ae8f100183fb747e4,8,12,0.6178583835810485
SEQ:13ec7d20623e4c991345c6e854938a42b0c3ba3acffa421ee016a700bcc189ef,1,1,0.5993531307984606
SEQ:13f5b528c03ddfe05a316e62b5f676c018999a83ce25424a57031e482082691c,4,4,0.6852060313416476
SEQ:13f7554d9b19f2ba75cc851600252cf99ccd746317c5b94db51a8c830a534c45,0,77,0.06428602803198927
SEQ:13f7773edf55938a8fd07f165007b380dec6ca038472181aac060857640addd3,6,6,0.7245552774239417
SEQ:14269a668e47805768f1348ff23615c5d03b336599133e2ca35d447338f677a4,0,1,0.5084440398893697
SEQ:1453a0995dff7aebb81e1b5443fd4bbfbcd81a034be47ea967ae59f0645da412,0,3,0.4302218799063897
SEQ:145558a1358b69188fc95ff71a2a057a6959b895712b99497e3c52f3574c0547,3,3,0.6609911106756206
SEQ:1457cc37fe90125e3eb5fb1673cd0881ebb57ab5c80dcbeadd95da0d567fb66f,7,14,0.5247035182826277
SEQ:1486e6bb259bc2b7201a34a6132ef7bb57d66b30da741754c1bc77bb137483ec,0,2,0.4660737032319222
SEQ:14c12f3038e6dde2d28b78c0961e52dae3040876f6c8e2ce7208899bca679c80,459,657,0.6965410561301095
SEQ:14d72e66ed3f93d30da43cb6cadf2922252baa8a27f78cfa0e8abce607c1decf,1,1,0.5993531307984606
SEQ:14dbf9627717fe4d45d5ceb37a1a4b43c26c0640762cc7dd1d277f076aa7d738,12,81,0.19332840042618754
SEQ:14f75cca9ba701d4dc61aa5341c3241ed9bcd3f1292d6df33b41bdbb8a0350da,28,28,0.8840232747048176
SEQ:150f1d16b7b7189b2e40e7da8c1e6dbe4b3798ee1bfc6e3d629ae1266d47f165,3,29,0.22033037022520682
SEQ:15321c6a24653503fc98383e4edc446dc4783b8f9772c7b92a89416d3359f581,33,45,0.7016888079778739
SEQ:1535ce4b5122ef0ef1d6a53cf6cf4b04c69e521fde6ac0dc1e8a55262b7ae3ad,1,1,0.5993531307984606
SEQ:154cdd82b3e45f07617d78015079a8dc8296023cb9aa5a6f59528d9a47e5dce7,0,1,0.5084440398893697
SEQ:1553956e21827fb03b8bafbbfe76bc786d341bfe61c8a35b8d86bb8dfddd0725,134,393,0.3463843286322161
SEQ:155a223fdcfff03dcbafe49e96681986d306ca27fba7bd88c55e1480c0f59316,356,360,0.9772780660507651
SEQ:156a54656cbd089f3fa5dc90c7d33f1a96e549d5a7065e429a557db3a64d9e56,6,102,0.10350789677484881
SEQ:157e57336ec87f9f746263022cafc4b988e9ebaf633e0d9724b5dc5e14d7c49b,16,19,0.7445822220270023
SEQ:1584a8c32eaeb631f16bc08dac1f3d028840f30a323cc87447af6929a1a77517,2,2,0.6327403698985888
SEQ:161888a9a5af783b77308f9c9f4e3dd67aace3c3bc6d57cfcaa7a407bab0f0c2,0,4,0.3994917456273619
SEQ:162a81ae8e9357ace161e787723670061ed1d34e2c8076287bbaeabdb689b895,0,1,0.5084440398893697
SEQ:16442372fdaf33016a1a7075143c71c0ef9d6549887234dfc51ce60f7f844f00,242,242,0.9825114461856471
SEQ:1656eed34effe158eaaea890544cedd712a21332cf1543b4195b66c021e01a48,2,209,0.03467070519992268
SEQ:1670aefbe2d9baf3412d23252180a37554c5647a0ad5cb1fbd06bb18417aee49,77,433,0.18643991972637264
SEQ:16a1460bc6e9c6c1d1353cb6b69dd282b5a1caf0ccad26ab0fd296a7b1f7335d,1,1,0.5993531307984606
SEQ:16bd82a74c648b9c3c57d29cf58656926c1b7c03fbe80ee1d037746e8ffbda10,8,139,0.09122741234082594
SEQ:16e201eb49237f1092a05dc94a1cc131f78e10e8ba32e0f005076714062ff9e3,174,257,0.6726325259879515
SEQ:16f688c624781b43ae096b2f66a26dbe58dd03fa86d3472b56fa3331edf4ce49,0,1,0.5084440398893697
SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,191,401,0.4783281859824406
SEQ:17398e582c61a80bd057f5bee1cd83821ca223f5f71c30381f6dca1063380756,1,123,0.04957055969009824
SEQ:1740a00df4b91dc186680dfedb4b8b1eaed2f508c951cb44f0a8a5995c52ba63,4,21,0.3094478851220344
SEQ:1745754698cfda0da91a4ab57a3167699fd9968011b4a7887a53c1da2876fbe1,124,129,0.9323229096315329
