scope,model,direction,ap,r5,r10,r20,mrr,ndcg20,queries,candidates,known_pairs,observed_ap,observed_auroc,observed_queries
historical_test_54,A_residual_bce__20260910,t2d,0.4938842559005017,0.5584795321637426,0.5818713450292398,0.6140350877192983,0.5251733704998656,0.5238352448904646,57,54,71,0.766025641025641,0.8111432046214655,26
absent_old_drugs_223,A_residual_bce__20260910,d2t,0.2938471903476228,0.3880048522905666,0.4179629893915608,0.458910137481566,0.3216162508619839,0.33402992209181126,91,384,188,,,0
absent_old_drugs_223,A_residual_bce__20260910,t2d,0.3283180896765318,0.3189043209876543,0.40181327160493824,0.43653549382716045,0.4082721707599539,0.36092290600885957,72,223,188,,,0
project_720x384,B_residual_rank__20260908,d2t,0.4495121927139534,0.5319103181854438,0.6067114069626632,0.6615725180737745,0.48540726814949914,0.508504394641318,398,384,807,0.9533968444971754,0.9687064407990554,150
project_720x384,B_residual_rank__20260908,t2d,0.3564281366296743,0.359208135531665,0.4505690763043705,0.5219230142759554,0.5052115028677064,0.4329681357785663,185,720,807,0.8345292250597048,0.9488437734462261,144
old_validation_52,B_residual_rank__20260908,d2t,0.4750240352434873,0.5797979797979798,0.6368686868686868,0.6641414141414141,0.520216989674077,0.5307464889871237,33,384,77,0.7708672056458569,0.8441263172600966,15
old_validation_52,B_residual_rank__20260908,t2d,0.5267185283028403,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5406322027176489,0.5675033441910516,54,52,77,0.8358333333333333,0.8970238095238094,30
historical_test_54,B_residual_rank__20260908,d2t,0.4192787210994678,0.5019607843137255,0.5553921568627451,0.6642156862745098,0.4513600356739574,0.4860981722461885,34,384,71,0.8896399951280296,0.8962771401985112,20
historical_test_54,B_residual_rank__20260908,t2d,0.48544661951889817,0.5350877192982456,0.5818713450292398,0.6140350877192983,0.519903375443798,0.5175856350888326,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,B_residual_rank__20260908,d2t,0.31012559044145316,0.3962466105323248,0.42345749488606627,0.46898339755482615,0.3393725269629804,0.349827873264755,91,384,188,,,0
absent_old_drugs_223,B_residual_rank__20260908,t2d,0.31780856636875404,0.3119598765432099,0.36940586419753085,0.4349922839506173,0.39587106375914277,0.3524008988560438,72,223,188,,,0
project_720x384,B_residual_rank__20260909,d2t,0.4495121927139534,0.5319103181854438,0.6067114069626632,0.6615725180737745,0.48540726814949914,0.508504394641318,398,384,807,0.9533968444971754,0.9687064407990554,150
project_720x384,B_residual_rank__20260909,t2d,0.3564281366296743,0.359208135531665,0.4505690763043705,0.5219230142759554,0.5052115028677064,0.4329681357785663,185,720,807,0.8345292250597048,0.9488437734462261,144
old_validation_52,B_residual_rank__20260909,d2t,0.4750240352434873,0.5797979797979798,0.6368686868686868,0.6641414141414141,0.520216989674077,0.5307464889871237,33,384,77,0.7708672056458569,0.8441263172600966,15
old_validation_52,B_residual_rank__20260909,t2d,0.5267185283028403,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5406322027176489,0.5675033441910516,54,52,77,0.8358333333333333,0.8970238095238094,30
historical_test_54,B_residual_rank__20260909,d2t,0.4192787210994678,0.5019607843137255,0.5553921568627451,0.6642156862745098,0.4513600356739574,0.4860981722461885,34,384,71,0.8896399951280296,0.8962771401985112,20
historical_test_54,B_residual_rank__20260909,t2d,0.48544661951889817,0.5350877192982456,0.5818713450292398,0.6140350877192983,0.519903375443798,0.5175856350888326,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,B_residual_rank__20260909,d2t,0.31012559044145316,0.3962466105323248,0.42345749488606627,0.46898339755482615,0.3393725269629804,0.349827873264755,91,384,188,,,0
absent_old_drugs_223,B_residual_rank__20260909,t2d,0.31780856636875404,0.3119598765432099,0.36940586419753085,0.4349922839506173,0.39587106375914277,0.3524008988560438,72,223,188,,,0
project_720x384,B_residual_rank__20260910,d2t,0.444113073701777,0.5366632495087269,0.5992813997839124,0.6441550737090938,0.4796960590448138,0.4999333567263468,398,384,807,0.9514520844725816,0.9660665760059131,150
project_720x384,B_residual_rank__20260910,t2d,0.3703704573786068,0.3903755214049332,0.4644220048631814,0.5452440453911043,0.5179475678675374,0.44909543872383,185,720,807,0.8590363652305317,0.9538148470178034,144
old_validation_52,B_residual_rank__20260910,d2t,0.486901656924835,0.5702020202020202,0.5969696969696969,0.6525252525252525,0.5308425953391389,0.5335482778600258,33,384,77,0.7547797965843481,0.8208710380416068,15
old_validation_52,B_residual_rank__20260910,t2d,0.528119700503164,0.5401234567901235,0.6203703703703703,0.7253086419753088,0.5430897795668285,0.569765641232416,54,52,77,0.8275,0.8926587301587301,30
historical_test_54,B_residual_rank__20260910,d2t,0.431177248114008,0.5313725490196078,0.6450980392156863,0.6583333333333333,0.4629611708362014,0.494486118178554,34,384,71,0.8871909811770184,0.8954786214010004,20
historical_test_54,B_residual_rank__20260910,t2d,0.4938982966045026,0.5584795321637426,0.5818713450292398,0.6140350877192983,0.5251874112038665,0.5238352448904646,57,54,71,0.766025641025641,0.8111432046214655,26
absent_old_drugs_223,B_residual_rank__20260910,d2t,0.2940977881299384,0.3880048522905666,0.4179629893915608,0.4604799961942819,0.3218726324292491,0.3349283669552,91,384,188,,,0
absent_old_drugs_223,B_residual_rank__20260910,t2d,0.3281413489410158,0.3189043209876543,0.40181327160493824,0.43653549382716045,0.4079983938424886,0.360770739425926,72,223,188,,,0
project_720x384,C_evidence_bce__20260908,d2t,0.4495121927139534,0.5319103181854438,0.6067114069626632,0.6615725180737745,0.48540726814949914,0.508504394641318,398,384,807,0.9533968444971754,0.9687064407990554,150
project_720x384,C_evidence_bce__20260908,t2d,0.3564281366296743,0.359208135531665,0.4505690763043705,0.5219230142759554,0.5052115028677064,0.4329681357785663,185,720,807,0.8345292250597048,0.9488437734462261,144
old_validation_52,C_evidence_bce__20260908,d2t,0.4750240352434873,0.5797979797979798,0.6368686868686868,0.6641414141414141,0.520216989674077,0.5307464889871237,33,384,77,0.7708672056458569,0.8441263172600966,15
old_validation_52,C_evidence_bce__20260908,t2d,0.5267185283028403,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5406322027176489,0.5675033441910516,54,52,77,0.8358333333333333,0.8970238095238094,30
historical_test_54,C_evidence_bce__20260908,d2t,0.4192787210994678,0.5019607843137255,0.5553921568627451,0.6642156862745098,0.4513600356739574,0.4860981722461885,34,384,71,0.8896399951280296,0.8962771401985112,20
historical_test_54,C_evidence_bce__20260908,t2d,0.48544661951889817,0.5350877192982456,0.5818713450292398,0.6140350877192983,0.519903375443798,0.5175856350888326,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,C_evidence_bce__20260908,d2t,0.31012559044145316,0.3962466105323248,0.42345749488606627,0.46898339755482615,0.3393725269629804,0.349827873264755,91,384,188,,,0
absent_old_drugs_223,C_evidence_bce__20260908,t2d,0.31780856636875404,0.3119598765432099,0.36940586419753085,0.4349922839506173,0.39587106375914277,0.3524008988560438,72,223,188,,,0
project_720x384,C_evidence_bce__20260909,d2t,0.4495121927139534,0.5319103181854438,0.6067114069626632,0.6615725180737745,0.48540726814949914,0.508504394641318,398,384,807,0.9533968444971754,0.9687064407990554,150
project_720x384,C_evidence_bce__20260909,t2d,0.3564281366296743,0.359208135531665,0.4505690763043705,0.5219230142759554,0.5052115028677064,0.4329681357785663,185,720,807,0.8345292250597048,0.9488437734462261,144
old_validation_52,C_evidence_bce__20260909,d2t,0.4750240352434873,0.5797979797979798,0.6368686868686868,0.6641414141414141,0.520216989674077,0.5307464889871237,33,384,77,0.7708672056458569,0.8441263172600966,15
old_validation_52,C_evidence_bce__20260909,t2d,0.5267185283028403,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5406322027176489,0.5675033441910516,54,52,77,0.8358333333333333,0.8970238095238094,30
historical_test_54,C_evidence_bce__20260909,d2t,0.4192787210994678,0.5019607843137255,0.5553921568627451,0.6642156862745098,0.4513600356739574,0.4860981722461885,34,384,71,0.8896399951280296,0.8962771401985112,20
historical_test_54,C_evidence_bce__20260909,t2d,0.48544661951889817,0.5350877192982456,0.5818713450292398,0.6140350877192983,0.519903375443798,0.5175856350888326,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,C_evidence_bce__20260909,d2t,0.31012559044145316,0.3962466105323248,0.42345749488606627,0.46898339755482615,0.3393725269629804,0.349827873264755,91,384,188,,,0
absent_old_drugs_223,C_evidence_bce__20260909,t2d,0.31780856636875404,0.3119598765432099,0.36940586419753085,0.4349922839506173,0.39587106375914277,0.3524008988560438,72,223,188,,,0
project_720x384,C_evidence_bce__20260910,d2t,0.44390847393307864,0.5335225459911389,0.5992813997839124,0.6442986487270409,0.47934470196352796,0.4997875085181742,398,384,807,0.9512563678267818,0.9660330190756713,150
project_720x384,C_evidence_bce__20260910,t2d,0.37085764272405836,0.3885737196031314,0.4644220048631814,0.5464216515687104,0.5183287174214548,0.4499642813808888,185,720,807,0.8630647033518029,0.9543135745671845,144
old_validation_52,C_evidence_bce__20260910,d2t,0.4875111685322638,0.5777777777777777,0.5969696969696969,0.6525252525252525,0.5307694686690709,0.5338534874618126,33,384,77,0.754840796461689,0.8210033131738819,15
old_validation_52,C_evidence_bce__20260910,t2d,0.5281844510233662,0.5401234567901235,0.6203703703703703,0.7253086419753088,0.542988148737363,0.5697457351104928,54,52,77,0.8275,0.8926587301587301,30
historical_test_54,C_evidence_bce__20260910,d2t,0.431078998595225,0.5313725490196078,0.6450980392156863,0.6583333333333333,0.4629544769016091,0.494486118178554,34,384,71,0.8872207415988014,0.8956037247922326,20
historical_test_54,C_evidence_bce__20260910,t2d,0.4938842559005017,0.5584795321637426,0.5818713450292398,0.6140350877192983,0.5251733704998656,0.5238352448904646,57,54,71,0.766025641025641,0.8111432046214655,26
absent_old_drugs_223,C_evidence_bce__20260910,d2t,0.2938607104661173,0.3880048522905666,0.4179629893915608,0.458910137481566,0.3216341088986756,0.33402992209181126,91,384,188,,,0
absent_old_drugs_223,C_evidence_bce__20260910,t2d,0.3282015902519462,0.3189043209876543,0.40181327160493824,0.43653549382716045,0.4080481450257127,0.360770739425926,72,223,188,,,0
project_720x384,D_evidence_rank__20260908,d2t,0.4495121927139534,0.5319103181854438,0.6067114069626632,0.6615725180737745,0.48540726814949914,0.508504394641318,398,384,807,0.9533968444971754,0.9687064407990554,150
project_720x384,D_evidence_rank__20260908,t2d,0.3564281366296743,0.359208135531665,0.4505690763043705,0.5219230142759554,0.5052115028677064,0.4329681357785663,185,720,807,0.8345292250597048,0.9488437734462261,144
old_validation_52,D_evidence_rank__20260908,d2t,0.4750240352434873,0.5797979797979798,0.6368686868686868,0.6641414141414141,0.520216989674077,0.5307464889871237,33,384,77,0.7708672056458569,0.8441263172600966,15
old_validation_52,D_evidence_rank__20260908,t2d,0.5267185283028403,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5406322027176489,0.5675033441910516,54,52,77,0.8358333333333333,0.8970238095238094,30
historical_test_54,D_evidence_rank__20260908,d2t,0.4192787210994678,0.5019607843137255,0.5553921568627451,0.6642156862745098,0.4513600356739574,0.4860981722461885,34,384,71,0.8896399951280296,0.8962771401985112,20
historical_test_54,D_evidence_rank__20260908,t2d,0.48544661951889817,0.5350877192982456,0.5818713450292398,0.6140350877192983,0.519903375443798,0.5175856350888326,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,D_evidence_rank__20260908,d2t,0.31012559044145316,0.3962466105323248,0.42345749488606627,0.46898339755482615,0.3393725269629804,0.349827873264755,91,384,188,,,0
absent_old_drugs_223,D_evidence_rank__20260908,t2d,0.31780856636875404,0.3119598765432099,0.36940586419753085,0.4349922839506173,0.39587106375914277,0.3524008988560438,72,223,188,,,0
project_720x384,D_evidence_rank__20260909,d2t,0.4495121927139534,0.5319103181854438,0.6067114069626632,0.6615725180737745,0.48540726814949914,0.508504394641318,398,384,807,0.9533968444971754,0.9687064407990554,150
project_720x384,D_evidence_rank__20260909,t2d,0.3564281366296743,0.359208135531665,0.4505690763043705,0.5219230142759554,0.5052115028677064,0.4329681357785663,185,720,807,0.8345292250597048,0.9488437734462261,144
old_validation_52,D_evidence_rank__20260909,d2t,0.4750240352434873,0.5797979797979798,0.6368686868686868,0.6641414141414141,0.520216989674077,0.5307464889871237,33,384,77,0.7708672056458569,0.8441263172600966,15
old_validation_52,D_evidence_rank__20260909,t2d,0.5267185283028403,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5406322027176489,0.5675033441910516,54,52,77,0.8358333333333333,0.8970238095238094,30
historical_test_54,D_evidence_rank__20260909,d2t,0.4192787210994678,0.5019607843137255,0.5553921568627451,0.6642156862745098,0.4513600356739574,0.4860981722461885,34,384,71,0.8896399951280296,0.8962771401985112,20
historical_test_54,D_evidence_rank__20260909,t2d,0.48544661951889817,0.5350877192982456,0.5818713450292398,0.6140350877192983,0.519903375443798,0.5175856350888326,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,D_evidence_rank__20260909,d2t,0.31012559044145316,0.3962466105323248,0.42345749488606627,0.46898339755482615,0.3393725269629804,0.349827873264755,91,384,188,,,0
absent_old_drugs_223,D_evidence_rank__20260909,t2d,0.31780856636875404,0.3119598765432099,0.36940586419753085,0.4349922839506173,0.39587106375914277,0.3524008988560438,72,223,188,,,0
project_720x384,D_evidence_rank__20260910,d2t,0.4440223975171917,0.5366632495087269,0.5992813997839124,0.6441550737090938,0.47925589401009444,0.4997752238059519,398,384,807,0.9514520844725816,0.9660665760059131,150
project_720x384,D_evidence_rank__20260910,t2d,0.370415626847855,0.3903755214049332,0.4644220048631814,0.5459197210667799,0.5178944239403671,0.4493979423529679,185,720,807,0.8592357505402112,0.9538647743961621,144
old_validation_52,D_evidence_rank__20260910,d2t,0.4869875087991242,0.5702020202020202,0.5969696969696969,0.6525252525252525,0.5308425953391389,0.5335482778600258,33,384,77,0.7547797965843481,0.8208710380416068,15
old_validation_52,D_evidence_rank__20260910,t2d,0.5281280309208513,0.5401234567901235,0.6203703703703703,0.7253086419753088,0.5430897795668285,0.569765641232416,54,52,77,0.8275,0.8926587301587301,30
historical_test_54,D_evidence_rank__20260910,d2t,0.4312000729177892,0.5313725490196078,0.6450980392156863,0.6583333333333333,0.4629664754234237,0.494486118178554,34,384,71,0.8871909811770184,0.8954786214010004,20
historical_test_54,D_evidence_rank__20260910,t2d,0.4938982966045026,0.5584795321637426,0.5818713450292398,0.6140350877192983,0.5251874112038665,0.5238352448904646,57,54,71,0.766025641025641,0.8111432046214655,26
absent_old_drugs_223,D_evidence_rank__20260910,d2t,0.2940758065662938,0.3880048522905666,0.4179629893915608,0.4604799961942819,0.321846322683672,0.3349094761934534,91,384,188,,,0
absent_old_drugs_223,D_evidence_rank__20260910,t2d,0.3281289919008915,0.3189043209876543,0.40181327160493824,0.43653549382716045,0.4080024247247786,0.360756697941841,72,223,188,,,0
project_720x384,E_pretrained_rank__20260908,d2t,0.4495121927139534,0.5319103181854438,0.6067114069626632,0.6615725180737745,0.48540726814949914,0.508504394641318,398,384,807,0.9533968444971754,0.9687064407990554,150
project_720x384,E_pretrained_rank__20260908,t2d,0.3564281366296743,0.359208135531665,0.4505690763043705,0.5219230142759554,0.5052115028677064,0.4329681357785663,185,720,807,0.8345292250597048,0.9488437734462261,144
old_validation_52,E_pretrained_rank__20260908,d2t,0.4750240352434873,0.5797979797979798,0.6368686868686868,0.6641414141414141,0.520216989674077,0.5307464889871237,33,384,77,0.7708672056458569,0.8441263172600966,15
old_validation_52,E_pretrained_rank__20260908,t2d,0.5267185283028403,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5406322027176489,0.5675033441910516,54,52,77,0.8358333333333333,0.8970238095238094,30
historical_test_54,E_pretrained_rank__20260908,d2t,0.4192787210994678,0.5019607843137255,0.5553921568627451,0.6642156862745098,0.4513600356739574,0.4860981722461885,34,384,71,0.8896399951280296,0.8962771401985112,20
historical_test_54,E_pretrained_rank__20260908,t2d,0.48544661951889817,0.5350877192982456,0.5818713450292398,0.6140350877192983,0.519903375443798,0.5175856350888326,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,E_pretrained_rank__20260908,d2t,0.31012559044145316,0.3962466105323248,0.42345749488606627,0.46898339755482615,0.3393725269629804,0.349827873264755,91,384,188,,,0
absent_old_drugs_223,E_pretrained_rank__20260908,t2d,0.31780856636875404,0.3119598765432099,0.36940586419753085,0.4349922839506173,0.39587106375914277,0.3524008988560438,72,223,188,,,0
project_720x384,E_pretrained_rank__20260909,d2t,0.4495121927139534,0.5319103181854438,0.6067114069626632,0.6615725180737745,0.48540726814949914,0.508504394641318,398,384,807,0.9533968444971754,0.9687064407990554,150
project_720x384,E_pretrained_rank__20260909,t2d,0.3564281366296743,0.359208135531665,0.4505690763043705,0.5219230142759554,0.5052115028677064,0.4329681357785663,185,720,807,0.8345292250597048,0.9488437734462261,144
old_validation_52,E_pretrained_rank__20260909,d2t,0.4750240352434873,0.5797979797979798,0.6368686868686868,0.6641414141414141,0.520216989674077,0.5307464889871237,33,384,77,0.7708672056458569,0.8441263172600966,15
old_validation_52,E_pretrained_rank__20260909,t2d,0.5267185283028403,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5406322027176489,0.5675033441910516,54,52,77,0.8358333333333333,0.8970238095238094,30
historical_test_54,E_pretrained_rank__20260909,d2t,0.4192787210994678,0.5019607843137255,0.5553921568627451,0.6642156862745098,0.4513600356739574,0.4860981722461885,34,384,71,0.8896399951280296,0.8962771401985112,20
historical_test_54,E_pretrained_rank__20260909,t2d,0.48544661951889817,0.5350877192982456,0.5818713450292398,0.6140350877192983,0.519903375443798,0.5175856350888326,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,E_pretrained_rank__20260909,d2t,0.31012559044145316,0.3962466105323248,0.42345749488606627,0.46898339755482615,0.3393725269629804,0.349827873264755,91,384,188,,,0
absent_old_drugs_223,E_pretrained_rank__20260909,t2d,0.31780856636875404,0.3119598765432099,0.36940586419753085,0.4349922839506173,0.39587106375914277,0.3524008988560438,72,223,188,,,0
project_720x384,E_pretrained_rank__20260910,d2t,0.43950048581291995,0.5370162047611796,0.6025088465415098,0.6470968660039011,0.47345056242005856,0.49717908237283154,398,384,807,0.9518607980068393,0.9653290989425767,150
project_720x384,E_pretrained_rank__20260910,t2d,0.37332175368568954,0.37745599877952823,0.467109692550869,0.5423482924953513,0.5157854101825681,0.45003261698506203,185,720,807,0.8544124248819797,0.951220509870255,144
old_validation_52,E_pretrained_rank__20260910,d2t,0.48741258281662253,0.5646464646464646,0.6348484848484848,0.646969696969697,0.5369573670608465,0.5352040666313899,33,384,77,0.7531793286634085,0.815601841611875,15
old_validation_52,E_pretrained_rank__20260910,t2d,0.5307323132069732,0.5432098765432098,0.6141975308641975,0.7160493827160495,0.5435771512875975,0.5690903308484102,54,52,77,0.8455555555555556,0.9020238095238096,30
historical_test_54,E_pretrained_rank__20260910,d2t,0.4155724666247154,0.526470588235294,0.6450980392156863,0.6583333333333333,0.42616435678758435,0.47923415941570946,34,384,71,0.8846810749673513,0.8934249084249084,20
historical_test_54,E_pretrained_rank__20260910,t2d,0.4950583679415835,0.5584795321637426,0.5818713450292398,0.6140350877192983,0.5250291281755016,0.5242071773100039,57,54,71,0.766958041958042,0.8181362116144726,26
absent_old_drugs_223,E_pretrained_rank__20260910,d2t,0.29505905374214714,0.36877408305979736,0.4179629893915608,0.4824580181723039,0.3224595575970784,0.3418966273492973,91,384,188,,,0
absent_old_drugs_223,E_pretrained_rank__20260910,t2d,0.3204780523204795,0.33016975308641977,0.38155864197530864,0.4799382716049383,0.3993771834621862,0.3654126220291223,72,223,188,,,0
project_720x384,F_teacher_rank__20260908,d2t,0.4495121927139534,0.5319103181854438,0.6067114069626632,0.6615725180737745,0.48540726814949914,0.508504394641318,398,384,807,0.9533968444971754,0.9687064407990554,150
project_720x384,F_teacher_rank__20260908,t2d,0.3564281366296743,0.359208135531665,0.4505690763043705,0.5219230142759554,0.5052115028677064,0.4329681357785663,185,720,807,0.8345292250597048,0.9488437734462261,144
old_validation_52,F_teacher_rank__20260908,d2t,0.4750240352434873,0.5797979797979798,0.6368686868686868,0.6641414141414141,0.520216989674077,0.5307464889871237,33,384,77,0.7708672056458569,0.8441263172600966,15
old_validation_52,F_teacher_rank__20260908,t2d,0.5267185283028403,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5406322027176489,0.5675033441910516,54,52,77,0.8358333333333333,0.8970238095238094,30
historical_test_54,F_teacher_rank__20260908,d2t,0.4192787210994678,0.5019607843137255,0.5553921568627451,0.6642156862745098,0.4513600356739574,0.4860981722461885,34,384,71,0.8896399951280296,0.8962771401985112,20
historical_test_54,F_teacher_rank__20260908,t2d,0.48544661951889817,0.5350877192982456,0.5818713450292398,0.6140350877192983,0.519903375443798,0.5175856350888326,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,F_teacher_rank__20260908,d2t,0.31012559044145316,0.3962466105323248,0.42345749488606627,0.46898339755482615,0.3393725269629804,0.349827873264755,91,384,188,,,0
absent_old_drugs_223,F_teacher_rank__20260908,t2d,0.31780856636875404,0.3119598765432099,0.36940586419753085,0.4349922839506173,0.39587106375914277,0.3524008988560438,72,223,188,,,0
project_720x384,F_teacher_rank__20260909,d2t,0.4518539143123188,0.5346247833685019,0.6103336850196147,0.6516374259464712,0.48580921294500556,0.5076862337525752,398,384,807,0.9527062852762678,0.9672971890467765,150
project_720x384,F_teacher_rank__20260909,t2d,0.34765004120070797,0.3402752740988035,0.43701909775439185,0.505488007840949,0.49973351190112186,0.4222831938655905,185,720,807,0.8313577366930303,0.9483988116349447,144
old_validation_52,F_teacher_rank__20260909,d2t,0.47762709107400936,0.5494949494949495,0.6272727272727272,0.6621212121212121,0.5244890284094244,0.5313083150624078,33,384,77,0.7678650344655833,0.8329196797256999,15
