scope,model,direction,ap,r5,r10,r20,mrr,ndcg20,queries,candidates,known_pairs,observed_ap,observed_auroc,observed_queries
old_validation_52,F_teacher_rank__20260909,t2d,0.5264173756175904,0.5401234567901235,0.6018518518518519,0.7283950617283951,0.5401372145723086,0.5671802574491996,54,52,77,0.8247222222222221,0.8898809523809524,30
historical_test_54,F_teacher_rank__20260909,d2t,0.43997703997335225,0.526470588235294,0.6450980392156863,0.6730392156862745,0.46502110423423504,0.503660721611055,34,384,71,0.8876392799969455,0.8955554693961952,20
historical_test_54,F_teacher_rank__20260909,t2d,0.48253146602511876,0.5701754385964912,0.5818713450292398,0.6140350877192983,0.5155027832069623,0.5159887962296857,57,54,71,0.7645833333333333,0.8077227120705381,26
absent_old_drugs_223,F_teacher_rank__20260909,d2t,0.29838094812145016,0.3770158413015556,0.426466390752105,0.45799438656581515,0.3258128018119454,0.3384403748955775,91,384,188,,,0
absent_old_drugs_223,F_teacher_rank__20260909,t2d,0.31377717559079815,0.3119598765432099,0.33468364197530864,0.4195601851851852,0.3820536562669877,0.3438915329192932,72,223,188,,,0
project_720x384,F_teacher_rank__20260910,d2t,0.44700088784153835,0.5385476716192796,0.6012705120117181,0.6440294455683904,0.48158938642870724,0.5019627537627284,398,384,807,0.951540075774755,0.9660453569340799,150
project_720x384,F_teacher_rank__20260910,t2d,0.3755098392949008,0.396231377260789,0.4743319147730913,0.5517434018904607,0.5225405356276349,0.454969186648656,185,720,807,0.8667894725260836,0.9552209117733548,144
old_validation_52,F_teacher_rank__20260910,d2t,0.49829355819474586,0.5853535353535353,0.5969696969696969,0.6449494949494949,0.541309855391259,0.5401059706360535,33,384,77,0.7562975172523511,0.8206964348670034,15
old_validation_52,F_teacher_rank__20260910,t2d,0.5284276324161672,0.5462962962962963,0.6018518518518519,0.7067901234567903,0.5440859268367751,0.5660108815821556,54,52,77,0.8275,0.8926587301587301,30
historical_test_54,F_teacher_rank__20260910,d2t,0.43209760404344094,0.5313725490196078,0.6450980392156863,0.6583333333333333,0.46389015159992075,0.4954362163452997,34,384,71,0.8869132033992406,0.8954786214010004,20
historical_test_54,F_teacher_rank__20260910,t2d,0.4839428730186154,0.5584795321637426,0.5818713450292398,0.6140350877192983,0.5163667690159186,0.5167198015348485,57,54,71,0.7662087912087912,0.8128914563697172,26
absent_old_drugs_223,F_teacher_rank__20260910,d2t,0.2942114981054281,0.38525759954331384,0.4252889967175681,0.458910137481566,0.32168243304944516,0.3344409459878036,91,384,188,,,0
absent_old_drugs_223,F_teacher_rank__20260910,t2d,0.33051800661768344,0.3327932098765432,0.40335648148148145,0.45196759259259256,0.40927463913298706,0.36605380299889173,72,223,188,,,0
project_720x384,G_matched_control__20260908,d2t,0.4525854425398336,0.5457294136628307,0.6071540966013328,0.675431994024959,0.48838401998980085,0.5146001966651345,398,384,807,0.9533957693694276,0.9701430350636241,150
project_720x384,G_matched_control__20260908,t2d,0.33999945018991024,0.3430994994230288,0.4237989448283566,0.5028941955412544,0.48549029113584036,0.41545796929430673,185,720,807,0.8121701100020564,0.9461516241142244,144
old_validation_52,G_matched_control__20260908,d2t,0.5232200751313931,0.5873737373737373,0.6196969696969696,0.6792929292929293,0.5690555013556716,0.5703810531310557,33,384,77,0.7811279763131384,0.8578164978833875,15
old_validation_52,G_matched_control__20260908,t2d,0.5189617248349893,0.5339506172839505,0.6111111111111112,0.7283950617283951,0.5336828682611306,0.5639830592901789,54,52,77,0.8355555555555555,0.8906746031746031,30
historical_test_54,G_matched_control__20260908,d2t,0.4184516078521362,0.5117647058823529,0.6230392156862745,0.6583333333333333,0.46372553133426964,0.4865054555923154,34,384,71,0.880165816065487,0.8964211432608611,20
historical_test_54,G_matched_control__20260908,t2d,0.47170312031452793,0.5497076023391813,0.5818713450292398,0.6052631578947368,0.5106685895431551,0.5070403335915283,57,54,71,0.7705128205128204,0.8257525083612041,26
absent_old_drugs_223,G_matched_control__20260908,d2t,0.30507898112164755,0.36602683031254457,0.42345749488606627,0.5050901479472908,0.333970404479347,0.35454982818224495,91,384,188,,,0
absent_old_drugs_223,G_matched_control__20260908,t2d,0.3148582174393933,0.32372685185185185,0.3794367283950617,0.41975308641975306,0.3740911447024662,0.34451624307086776,72,223,188,,,0
project_720x384,G_matched_control__20260909,d2t,0.45461094083430265,0.5498362574053528,0.6180657979652955,0.682574851167816,0.4888934545811556,0.517764658429603,398,384,807,0.9542225412049583,0.9726046010336832,150
project_720x384,G_matched_control__20260909,t2d,0.33389982486374026,0.33102742735095675,0.4194585329879447,0.48580389095094983,0.47369870521149643,0.4059214298798123,185,720,807,0.8077802860758284,0.9449920528919866,144
old_validation_52,G_matched_control__20260909,d2t,0.5327576180432598,0.5742424242424242,0.6217171717171717,0.6772727272727274,0.5575859287487519,0.571622719474474,33,384,77,0.7972392424328487,0.8845201181823253,15
old_validation_52,G_matched_control__20260909,t2d,0.5275032744188152,0.5339506172839505,0.6111111111111112,0.7098765432098766,0.5429370493467979,0.5656811500605534,54,52,77,0.7894444444444445,0.864484126984127,30
historical_test_54,G_matched_control__20260909,d2t,0.405832201840361,0.526470588235294,0.6524509803921569,0.6828431372549019,0.4523769501907642,0.4852915998076547,34,384,71,0.8771743129166973,0.8951642197408327,20
historical_test_54,G_matched_control__20260909,t2d,0.4661535469303914,0.5497076023391813,0.5818713450292398,0.6052631578947368,0.5026376524934444,0.5024666312478039,57,54,71,0.7685897435897436,0.8180602006688964,26
absent_old_drugs_223,G_matched_control__20260909,d2t,0.30195557608627516,0.3880048522905666,0.44268826411683554,0.5103230103230103,0.32505381503568664,0.3535876610975464,91,384,188,,,0
absent_old_drugs_223,G_matched_control__20260909,t2d,0.30994268827650917,0.31678240740740743,0.3794367283950617,0.4243827160493827,0.37188096352662015,0.3429279213586891,72,223,188,,,0
project_720x384,G_matched_control__20260910,d2t,0.462564723706105,0.5456980066276549,0.625914565613058,0.6686585434386942,0.4983612119296671,0.520734721423174,398,384,807,0.9513904158006566,0.9687691617266431,150
project_720x384,G_matched_control__20260910,t2d,0.33509290629129096,0.3466580579815874,0.4133581468875586,0.48946219210925096,0.46941777898940046,0.407265716735147,185,720,807,0.8107293767577386,0.943001946494572,144
old_validation_52,G_matched_control__20260910,d2t,0.5229287594215856,0.5722222222222222,0.65,0.6540404040404041,0.5619117370521067,0.561339719185235,33,384,77,0.7806630766683449,0.85187645007043,15
old_validation_52,G_matched_control__20260910,t2d,0.5342406635849847,0.5154320987654321,0.595679012345679,0.7160493827160495,0.549842954616085,0.5722364224017147,54,52,77,0.8341666666666666,0.8847222222222223,30
historical_test_54,G_matched_control__20260910,d2t,0.4032224770331152,0.48235294117647054,0.6524509803921569,0.6730392156862745,0.4417894792916076,0.4780844283188416,34,384,71,0.876946323487825,0.8923545876166843,20
historical_test_54,G_matched_control__20260910,t2d,0.4749315550910802,0.5409356725146198,0.5818713450292398,0.6228070175438597,0.5097889004747415,0.5124458640429838,57,54,71,0.7685897435897436,0.8180602006688964,26
absent_old_drugs_223,G_matched_control__20260910,d2t,0.309855205241944,0.3880048522905666,0.44268826411683554,0.5103230103230103,0.33716398374290985,0.3596422148723345,91,384,188,,,0
absent_old_drugs_223,G_matched_control__20260910,t2d,0.3147373180725043,0.3150462962962963,0.3794367283950617,0.4342206790123456,0.37731950009793813,0.34856195047216465,72,223,188,,,0
project_720x384,H_old_relation__20260908,d2t,0.6164823398332763,0.681451993009782,0.7356381927675898,0.7800214999963744,0.6600973971113454,0.6658754843507045,398,384,807,0.9499069712016183,0.9693060944389038,150
project_720x384,H_old_relation__20260908,t2d,0.5157628731703099,0.5276683936978055,0.6134626466979407,0.6823198021727432,0.6845810268230657,0.5985072611042029,185,720,807,0.8665296221530492,0.9405644925553894,144
old_validation_52,H_old_relation__20260908,d2t,0.5073103195847449,0.5853535353535353,0.6575757575757576,0.7131313131313131,0.5603196290397571,0.564359799869742,33,384,77,0.7772663258058994,0.8647379762563709,15
old_validation_52,H_old_relation__20260908,t2d,0.5829275260552613,0.595679012345679,0.697530864197531,0.771604938271605,0.6027366151464593,0.6265457826364242,54,52,77,0.8386111111111111,0.8922619047619047,30
historical_test_54,H_old_relation__20260908,d2t,0.5170786882184997,0.5747899159663866,0.6394957983193277,0.684593837535014,0.56419948505872,0.5673611982765437,34,384,71,0.8834922537809347,0.8931271478297689,20
historical_test_54,H_old_relation__20260908,t2d,0.5107581118821871,0.611111111111111,0.6959064327485379,0.7894736842105263,0.5469945362765062,0.57892762778087,57,54,71,0.749112426035503,0.8034914361001319,26
absent_old_drugs_223,H_old_relation__20260908,d2t,0.4230389438070856,0.46633128775985916,0.5108938680367252,0.5632581704010275,0.45762391205423714,0.4609098745875554,91,384,188,,,0
absent_old_drugs_223,H_old_relation__20260908,t2d,0.33398687634196117,0.40983796296296293,0.4459876543209876,0.50366512345679,0.42734732399710057,0.39011543707791707,72,223,188,,,0
project_720x384,H_old_relation__20260909,d2t,0.5804431868065647,0.6721285902818566,0.7287835733501563,0.7688499767959567,0.612350308973432,0.6338192937157497,398,384,807,0.9493812150417672,0.967137654678713,150
project_720x384,H_old_relation__20260909,t2d,0.49333855884506295,0.4983722844016961,0.5946134403487344,0.6606080904610316,0.6621534525715698,0.5762595277825244,185,720,807,0.8635941038391864,0.9421011809231372,144
old_validation_52,H_old_relation__20260909,d2t,0.515536686468004,0.5398989898989899,0.6787878787878787,0.7035353535353535,0.557206884846892,0.5671204164710406,33,384,77,0.7655327511890958,0.8399507288202941,15
old_validation_52,H_old_relation__20260909,t2d,0.577465867936427,0.5925925925925926,0.6913580246913581,0.7777777777777778,0.5973425586233382,0.6247078687436293,54,52,77,0.8108333333333333,0.8752777777777777,30
historical_test_54,H_old_relation__20260909,d2t,0.522057521483663,0.6287114845938375,0.6492997198879552,0.6698879551820728,0.5668321077225752,0.5670460066631698,34,384,71,0.8857377058218192,0.8938143918133837,20
historical_test_54,H_old_relation__20260909,t2d,0.5041165227288821,0.5760233918128654,0.6491228070175439,0.7894736842105263,0.5342125962460083,0.571365635147438,57,54,71,0.7489010989010989,0.8017431843518801,26
absent_old_drugs_223,H_old_relation__20260909,d2t,0.4113440914049389,0.4885709528566672,0.5071832928975786,0.5546715189572332,0.4352397827647079,0.44728219188271595,91,384,188,,,0
absent_old_drugs_223,H_old_relation__20260909,t2d,0.3326373017502792,0.3913194444444444,0.43827160493827155,0.5044367283950617,0.41539118813768927,0.387196433923921,72,223,188,,,0
project_720x384,H_old_relation__20260910,d2t,0.5778757700952267,0.647564209938582,0.7075461633564649,0.7580867450528254,0.6134037463219869,0.6294245705399594,398,384,807,0.9487237713703898,0.9688371563493194,150
project_720x384,H_old_relation__20260910,t2d,0.4814744471690159,0.4832912446147741,0.5886970197264315,0.65608592123298,0.6560882483448306,0.5659390241308424,185,720,807,0.880219863493743,0.9473297267244649,144
old_validation_52,H_old_relation__20260910,d2t,0.5008312855048855,0.5853535353535353,0.6328282828282829,0.6979797979797979,0.5534970303373241,0.5548071738606428,33,384,77,0.7739395468363007,0.8604158676700483,15
old_validation_52,H_old_relation__20260910,t2d,0.5650871204236866,0.6265432098765431,0.7314814814814816,0.8024691358024693,0.5907786466601596,0.6229834559758882,54,52,77,0.8136111111111111,0.8800396825396827,30
historical_test_54,H_old_relation__20260910,d2t,0.4955040438416352,0.5919467787114846,0.634593837535014,0.6860644257703081,0.5291904760431179,0.5505013396181808,34,384,71,0.878196663341139,0.8919383332840993,20
historical_test_54,H_old_relation__20260910,t2d,0.523541000377037,0.6374269005847952,0.6959064327485379,0.7543859649122807,0.5519168642792167,0.5800658592794736,57,54,71,0.747189349112426,0.8018191952974563,26
absent_old_drugs_223,H_old_relation__20260910,d2t,0.41825348115862865,0.45395081109366825,0.5151753008895866,0.5623067408781695,0.43773183970251534,0.4534187785113814,91,384,188,,,0
absent_old_drugs_223,H_old_relation__20260910,t2d,0.3208870051626244,0.4034722222222222,0.4498456790123456,0.5005787037037037,0.4092592223950107,0.3790145466162032,72,223,188,,,0
project_720x384,I_old_relation_evidence__20260908,d2t,0.6646854121066911,0.7165321557281356,0.7576620022913992,0.8188570467779009,0.7039495651629804,0.7115000798261792,398,384,807,0.9487333153752293,0.969556057366709,150
project_720x384,I_old_relation_evidence__20260908,t2d,0.5820483698672512,0.5659941220235337,0.6586004315416081,0.7032469478057713,0.741289131186495,0.6499051499615961,185,720,807,0.8572082167771893,0.9330272098286392,144
old_validation_52,I_old_relation_evidence__20260908,d2t,0.5860029360964828,0.645959595959596,0.6883838383838383,0.7878787878787878,0.6367800089777031,0.644081041332124,33,384,77,0.7823129016948157,0.866707923069127,15
old_validation_52,I_old_relation_evidence__20260908,t2d,0.6199817240329842,0.6604938271604938,0.7314814814814815,0.814814814814815,0.6391909868507988,0.6671044993822454,54,52,77,0.8674999999999999,0.887936507936508,30
historical_test_54,I_old_relation_evidence__20260908,d2t,0.5848467808316185,0.6287114845938375,0.6838935574229691,0.7427170868347338,0.6195419233948092,0.6325752479882312,34,384,71,0.8963218980700184,0.8998278289810548,20
historical_test_54,I_old_relation_evidence__20260908,t2d,0.5496216132580424,0.6345029239766081,0.7017543859649122,0.8245614035087719,0.5686274612112587,0.6123342062281723,57,54,71,0.749112426035503,0.8034914361001319,26
absent_old_drugs_223,I_old_relation_evidence__20260908,d2t,0.4736180072366164,0.5051852908995766,0.5250225964511679,0.6038128538128538,0.5122527836016142,0.5111806535273371,91,384,188,,,0
absent_old_drugs_223,I_old_relation_evidence__20260908,t2d,0.35618748687449336,0.425270061728395,0.4697145061728395,0.5372299382716049,0.44708811513752,0.4157221915023638,72,223,188,,,0
project_720x384,I_old_relation_evidence__20260909,d2t,0.6155742685929666,0.6772453537528915,0.7260190744487227,0.7701739668762282,0.647482091260866,0.6602826840509569,398,384,807,0.9486694912925722,0.9686549647302062,150
project_720x384,I_old_relation_evidence__20260909,t2d,0.5242798020375858,0.5245988956283073,0.6174764504176269,0.6774425720013956,0.6872503343412038,0.6002189926331619,185,720,807,0.8692584252182224,0.9393068317590654,144
old_validation_52,I_old_relation_evidence__20260909,d2t,0.6158945977445742,0.645959595959596,0.6712121212121211,0.748989898989899,0.6811881646005832,0.6574383633556786,33,384,77,0.7889428890496757,0.8693649215890018,15
old_validation_52,I_old_relation_evidence__20260909,t2d,0.617491679732053,0.6666666666666666,0.7407407407407409,0.808641975308642,0.6392310798872546,0.6661083412370629,54,52,77,0.853611111111111,0.8796031746031746,30
historical_test_54,I_old_relation_evidence__20260909,d2t,0.5517085680440044,0.6637254901960784,0.7049019607843137,0.7196078431372549,0.5768694771863714,0.5996540211295479,34,384,71,0.8897037220409327,0.8905183039406829,20
historical_test_54,I_old_relation_evidence__20260909,t2d,0.5377711233238056,0.6432748538011696,0.6842105263157895,0.7543859649122807,0.5570693689378406,0.5878996090514933,57,54,71,0.7619329388560157,0.8034914361001319,26
absent_old_drugs_223,I_old_relation_evidence__20260909,d2t,0.44664822839439583,0.4837781266352694,0.5363208220351077,0.5765662908520052,0.4595027657750504,0.4774131764203675,91,384,188,,,0
absent_old_drugs_223,I_old_relation_evidence__20260909,t2d,0.36848717330501135,0.41215277777777776,0.4567901234567901,0.5200617283950617,0.45452241286861095,0.418982243048236,72,223,188,,,0
project_720x384,I_old_relation_evidence__20260910,d2t,0.6319546424050382,0.6869306851718912,0.7331728084868789,0.7762400113844837,0.6697855091545116,0.6749592146334406,398,384,807,0.9493217705215498,0.9697823363429889,150
project_720x384,I_old_relation_evidence__20260910,t2d,0.5398022809306192,0.5507109817403935,0.6349539278951044,0.687986897839839,0.7006278826000948,0.6153961081610351,185,720,807,0.8658837535765,0.9391801972187361,144
old_validation_52,I_old_relation_evidence__20260910,d2t,0.6143848439510479,0.656060606060606,0.6787878787878787,0.7272727272727273,0.6857821999568054,0.6547133073592691,33,384,77,0.7896189802068725,0.8737109533597828,15
old_validation_52,I_old_relation_evidence__20260910,t2d,0.6162429410396368,0.6635802469135802,0.7469135802469138,0.7962962962962964,0.6406260749914,0.661822399947338,54,52,77,0.8619444444444444,0.8962698412698413,30
historical_test_54,I_old_relation_evidence__20260910,d2t,0.5654257086758815,0.6245098039215686,0.6901960784313725,0.7238095238095238,0.6124273926421853,0.6146814720220994,34,384,71,0.8935290896606294,0.8961423069537989,20
historical_test_54,I_old_relation_evidence__20260910,t2d,0.5518313472568402,0.6345029239766081,0.7192982456140351,0.7894736842105263,0.5697929178499898,0.6059900046754516,57,54,71,0.7587278106508877,0.8068359177054829,26
absent_old_drugs_223,I_old_relation_evidence__20260910,d2t,0.4587979098929355,0.47906855049712194,0.5238095238095238,0.556158127586699,0.484799127741161,0.4832553694257353,91,384,188,,,0
absent_old_drugs_223,I_old_relation_evidence__20260910,t2d,0.37613832994709273,0.42604166666666665,0.48148148148148157,0.5185185185185185,0.4669957871210093,0.42541096029650083,72,223,188,,,0
project_720x384,J_old_relation_pretrained__20260908,d2t,0.7081407284662046,0.7616034265845824,0.8212679106209256,0.8564683083527305,0.737632273010522,0.7526758067901398,398,384,807,0.9315477424129103,0.9633845919255777,150
project_720x384,J_old_relation_pretrained__20260908,t2d,0.6274520987876171,0.5948516758810877,0.6948319349789938,0.7454246552775965,0.7712875972819617,0.6922601057148242,185,720,807,0.8268727356059684,0.9371359142667368,144
old_validation_52,J_old_relation_pretrained__20260908,d2t,0.6795607122200313,0.6656565656565657,0.7083694083694084,0.7772005772005771,0.7337160055655286,0.7156350364235641,33,384,77,0.7390139681861849,0.8562110296491566,15
old_validation_52,J_old_relation_pretrained__20260908,t2d,0.6073551240780579,0.6481481481481481,0.6635802469135803,0.8179012345679012,0.6650414907303451,0.6646584401526249,54,52,77,0.8286111111111112,0.8761904761904762,30
historical_test_54,J_old_relation_pretrained__20260908,d2t,0.6077978292645994,0.6917366946778711,0.7616246498599439,0.7864145658263305,0.6257915255273817,0.6591100563460708,34,384,71,0.8624150218820977,0.8850937229213438,20
historical_test_54,J_old_relation_pretrained__20260908,t2d,0.5538667072729418,0.7309941520467835,0.7485380116959064,0.7719298245614035,0.5639677173739519,0.6067349575906652,57,54,71,0.7594551282051282,0.8029846964629572,26
absent_old_drugs_223,J_old_relation_pretrained__20260908,d2t,0.48250663248337666,0.5489153703439418,0.6034203891346749,0.6584486941629799,0.5096616211560929,0.5325050346524282,91,384,188,,,0
absent_old_drugs_223,J_old_relation_pretrained__20260908,t2d,0.4424613254222473,0.4775462962962963,0.5306712962962963,0.6257716049382717,0.5252824107158333,0.4981542302245511,72,223,188,,,0
project_720x384,J_old_relation_pretrained__20260909,d2t,0.7196156675196281,0.7601631896858028,0.8101696705025851,0.850609468699921,0.7514967157047933,0.7614469051449965,398,384,807,0.9394277803490019,0.9649866662044337,150
project_720x384,J_old_relation_pretrained__20260909,t2d,0.6459985002765674,0.6060051770345888,0.6891848043318631,0.7492014137602373,0.7645660056035409,0.703695320023235,185,720,807,0.8385437817234919,0.939695080431719,144
old_validation_52,J_old_relation_pretrained__20260909,d2t,0.6947226939127259,0.6882395382395382,0.6986291486291486,0.784054834054834,0.7481707346497626,0.7305225782253388,33,384,77,0.7591969478569818,0.8370591394236879,15
old_validation_52,J_old_relation_pretrained__20260909,t2d,0.5799709141499625,0.6203703703703703,0.6481481481481481,0.7808641975308641,0.6177334823268631,0.6297424123425546,54,52,77,0.8813888888888889,0.9051587301587302,30
historical_test_54,J_old_relation_pretrained__20260909,d2t,0.6028838307570542,0.6711484593837534,0.7540616246498599,0.7740196078431373,0.6406263658254023,0.6566978798693192,34,384,71,0.8847052047891518,0.8984536241088661,20
historical_test_54,J_old_relation_pretrained__20260909,t2d,0.6152253753741581,0.7309941520467835,0.7485380116959064,0.7719298245614035,0.6311743386915426,0.6537450584619686,57,54,71,0.7658653846153847,0.8093949528732137,26
absent_old_drugs_223,J_old_relation_pretrained__20260909,d2t,0.4554497077288637,0.5115004043575472,0.5614742400456686,0.6161576518719376,0.4834296961242855,0.5007910450163694,91,384,188,,,0
absent_old_drugs_223,J_old_relation_pretrained__20260909,t2d,0.4374568178062719,0.4574845679012346,0.5414737654320988,0.6296296296296297,0.5014213496115746,0.494280945113244,72,223,188,,,0
project_720x384,J_old_relation_pretrained__20260910,d2t,0.6398944502911067,0.6943654509923354,0.7532287157287157,0.8135357976752449,0.6728498838043543,0.6893604566124689,398,384,807,0.9406737813060774,0.9661976847106692,150
project_720x384,J_old_relation_pretrained__20260910,t2d,0.5563846134166406,0.5341303529538824,0.6417170618641207,0.7159428277075335,0.7095962249550111,0.6339531575569364,185,720,807,0.8347678642261447,0.9254621219790162,144
old_validation_52,J_old_relation_pretrained__20260910,d2t,0.6245809895413443,0.6409090909090909,0.6863636363636363,0.7282828282828282,0.6776341525667506,0.6564548793336962,33,384,77,0.7668061152331371,0.8533952446661476,15
old_validation_52,J_old_relation_pretrained__20260910,t2d,0.6576621772588405,0.7160493827160493,0.7839506172839505,0.8919753086419752,0.7202790170626429,0.7280511033070033,54,52,77,0.8216666666666667,0.8648412698412697,30
historical_test_54,J_old_relation_pretrained__20260910,d2t,0.6269484109657766,0.6955882352941176,0.7392156862745098,0.784313725490196,0.6523184982792003,0.6715960818044865,34,384,71,0.8769890653399747,0.90211422146402,20
historical_test_54,J_old_relation_pretrained__20260910,t2d,0.6178166510272752,0.7309941520467835,0.783625730994152,0.8421052631578947,0.6334261876894435,0.671616061811091,57,54,71,0.7621794871794871,0.7854895104895104,26
absent_old_drugs_223,J_old_relation_pretrained__20260910,d2t,0.4744660004888164,0.5109771181199753,0.5765187193758622,0.6633366633366634,0.49893135725188253,0.5239346047059679,91,384,188,,,0
absent_old_drugs_223,J_old_relation_pretrained__20260910,t2d,0.4237625745421225,0.5084104938271605,0.5469907407407407,0.6030092592592593,0.5619839081850676,0.49259836730954,72,223,188,,,0
project_720x384,K_old_relation_teacher__20260908,d2t,0.6630772633621485,0.711865967644862,0.7593714423488294,0.8217285471368386,0.7014808560771266,0.7108163948685983,398,384,807,0.9486702631674998,0.9694910592256368,150
project_720x384,K_old_relation_teacher__20260908,t2d,0.5800780183495658,0.5657238517532636,0.6604022333434099,0.7083820829409064,0.7399376477938953,0.6498171227472355,185,720,807,0.8542308358779244,0.9322340852926249,144
old_validation_52,K_old_relation_teacher__20260908,d2t,0.5857374999810282,0.656060606060606,0.6904040404040404,0.7878787878787878,0.6381851296636295,0.6442619720618571,33,384,77,0.7830710121312637,0.8660696087017158,15
old_validation_52,K_old_relation_teacher__20260908,t2d,0.6098502910435907,0.6543209876543209,0.7253086419753086,0.814814814814815,0.6288073984560912,0.6595486842153407,54,52,77,0.8674999999999999,0.887936507936508,30
historical_test_54,K_old_relation_teacher__20260908,d2t,0.578100221206012,0.6287114845938375,0.6838935574229691,0.7427170868347338,0.6061752050093513,0.6258623507589626,34,384,71,0.8961739904221109,0.8996253114045452,20
historical_test_54,K_old_relation_teacher__20260908,t2d,0.5497696025253082,0.6257309941520467,0.7017543859649122,0.8245614035087719,0.568190655156887,0.6122063946362173,57,54,71,0.7521062271062271,0.8034154251545556,26
absent_old_drugs_223,K_old_relation_teacher__20260908,d2t,0.47146608517872945,0.49576613862328145,0.5250225964511679,0.6053827125255696,0.5091253537786258,0.5099972301263108,91,384,188,,,0
absent_old_drugs_223,K_old_relation_teacher__20260908,t2d,0.3559775809365704,0.4376157407407407,0.4836033950617284,0.5698302469135803,0.4472609311029348,0.4239363556854718,72,223,188,,,0
project_720x384,K_old_relation_teacher__20260909,d2t,0.6315303038563138,0.6860094121400654,0.7384274366058287,0.7820368527340888,0.6655887786129315,0.6754771297249086,398,384,807,0.9481488530988201,0.9681392518831664,150
project_720x384,K_old_relation_teacher__20260909,t2d,0.5394605184025126,0.5415861426155544,0.6324899654311419,0.6981595127183362,0.6989431471273965,0.6170856875156574,185,720,807,0.857016374437809,0.9319900933895902,144
old_validation_52,K_old_relation_teacher__20260909,d2t,0.6202385963300614,0.645959595959596,0.6883838383838383,0.7232323232323232,0.693921236949751,0.6558557067864386,33,384,77,0.7831266816482126,0.8668587259389934,15
old_validation_52,K_old_relation_teacher__20260909,t2d,0.639374349896875,0.6697530864197531,0.7345679012345678,0.8148148148148148,0.6798266526763734,0.6881167448729243,54,52,77,0.8469444444444444,0.8817857142857143,30
historical_test_54,K_old_relation_teacher__20260909,d2t,0.5641658675045944,0.6392156862745099,0.6943977591036414,0.7280112044817927,0.596626884590826,0.6133361741016944,34,384,71,0.8928109179639174,0.8910693299755799,20
historical_test_54,K_old_relation_teacher__20260909,t2d,0.5562912717451477,0.6608187134502923,0.6842105263157895,0.7719298245614035,0.5755895173591827,0.6055580923234556,57,54,71,0.7649267399267399,0.7858568967264621,26
absent_old_drugs_223,K_old_relation_teacher__20260909,d2t,0.4626265330467029,0.488487702773417,0.5258075258075258,0.5846772275343703,0.48281179695581283,0.49209007898714496,91,384,188,,,0
absent_old_drugs_223,K_old_relation_teacher__20260909,t2d,0.379133175417096,0.4462962962962962,0.47878086419753074,0.5235339506172839,0.47359904921950796,0.4293791549596005,72,223,188,,,0
project_720x384,K_old_relation_teacher__20260910,d2t,0.633017746891032,0.6902807689239852,0.7286453008186676,0.7749059601760607,0.6712123679500263,0.6756809434303425,398,384,807,0.9481374121634444,0.9699008235777802,150
project_720x384,K_old_relation_teacher__20260910,t2d,0.5405373909230806,0.5496749457043574,0.6381410710822476,0.7012968108556346,0.6967981215007695,0.618577445970908,185,720,807,0.8644652669665737,0.9376361793318286,144
old_validation_52,K_old_relation_teacher__20260910,d2t,0.6183496865279895,0.6636363636363636,0.6863636363636363,0.7176767676767677,0.6834349651980506,0.6522789113572688,33,384,77,0.7946328168242531,0.8831705653444784,15
old_validation_52,K_old_relation_teacher__20260910,t2d,0.6183559532940933,0.7160493827160495,0.7469135802469138,0.808641975308642,0.6521360273862248,0.6697929730740166,54,52,77,0.863611111111111,0.900436507936508,30
historical_test_54,K_old_relation_teacher__20260910,d2t,0.5540304209041657,0.634313725490196,0.6901960784313725,0.7238095238095238,0.5982378833296257,0.6061424792762597,34,384,71,0.8910969822661879,0.8928404956378747,20
historical_test_54,K_old_relation_teacher__20260910,t2d,0.562350871276061,0.6432748538011696,0.7368421052631579,0.7719298245614035,0.5816491168900961,0.6107310129008513,57,54,71,0.765138067061144,0.7876051484747137,26
absent_old_drugs_223,K_old_relation_teacher__20260910,d2t,0.46047654180084846,0.5010465724751438,0.5232386660958089,0.5702868560011417,0.4892347589031418,0.4890675517507561,91,384,188,,,0
absent_old_drugs_223,K_old_relation_teacher__20260910,t2d,0.37441141571100744,0.44610339506172836,0.48939043209876537,0.544945987654321,0.46118997564426173,0.4291741077031963,72,223,188,,,0
project_720x384,A_residual_bce,d2t,0.45012874946494946,0.528448066450579,0.6049316749693634,0.6581282132161529,0.48600559979512065,0.5079597091944901,398,384,807,0.9524558590025326,0.9671566560122913,150
project_720x384,A_residual_bce,t2d,0.3604516632296862,0.37402152034504976,0.4645330402683344,0.5280979707450295,0.5105892130234001,0.4382095119164728,185,720,807,0.8472243506135532,0.9503597759526107,144
old_validation_52,A_residual_bce,d2t,0.4784015831507983,0.5494949494949495,0.6292929292929292,0.6621212121212121,0.5247394244167856,0.5320243359587948,33,384,77,0.7589492001436464,0.8289818842126535,15
old_validation_52,A_residual_bce,t2d,0.5268564779389888,0.5401234567901235,0.6080246913580246,0.7191358024691359,0.540954358698144,0.565882899438016,54,52,77,0.8330555555555555,0.8950396825396825,30
historical_test_54,A_residual_bce,d2t,0.4312253962404061,0.5019607843137255,0.6215686274509804,0.6583333333333333,0.47089423126152685,0.49469378977407236,34,384,71,0.8892699724993438,0.8966344246031746,20
historical_test_54,A_residual_bce,t2d,0.4883027140791358,0.5584795321637426,0.5818713450292398,0.6140350877192983,0.5222208427341065,0.5201376059036068,57,54,71,0.7658653846153847,0.8093949528732137,26
