condition,composite,d2t_ap,t2d_ap,d2t_r20,t2d_r20
coordinates_shuffled,0.39475380693934753,0.3882207574681869,0.2483704952414172,0.6356286959228136,0.5106837606837606
full,0.3947543105509623,0.3882207574681869,0.24837193413174496,0.6356286959228136,0.5106837606837606
geometry_off,0.3947534477732361,0.3882192204170721,0.24837100610364227,0.6356286959228136,0.5106837606837606
