pair_id,ligand_inchikey,target_chembl_id,gene_symbol,label,binary_label,source_rows,sources,endpoints,relations,min_nM,max_nM,has_grey,has_unresolved,positive_record_ids,negative_record_ids,endpoint_group,refresh_covered,existing_ChEMBL37_numeric_pair,local_training_exact_pair,local_training_connectivity_pair,local_training_drug_seen,local_training_target_seen,drug_names,known_relation_excluded,known_training,known_chembl37,novelty_pass,identity_scope_pass,chemistry_policy_pass,independent_validation_rank_score,biomaster_independent_borda_score,ensemble_drug_to_target_logit,old_drug_leakage_safe_score_v10,dtiam_probability,rank_SPR_current,rank_contract_primary,rank_neural_full_fit,rank_graph_ranker,rank_DTIAM_comparator,scored,refresh_endpoint_covered
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL1868,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL1868,FLT1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,30691;44132;168783,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-0.0886840191220226,0.9569190600522192,-1.2425627,0.7637672819180069,0.65855694,14.0,7.0,7.0,22.0,52.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL279,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL279,KDR,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,30696;43971;168667,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,True,False,True,True,0.1201901735602881,0.9856396866840732,-1.375834,0.8893953897292668,0.36118686,12.0,4.0,8.0,2.0,209.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL2873,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL2873,MAP3K10,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,30702;43761;168746,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-5.604014358139709,0.0391644908616188,-5.577587,0.0702946632429782,0.38457277,355.0,384.0,263.0,358.0,190.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL2534,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL2534,PDPK1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,30710;42608;168666,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-3.544240773595235,0.1514360313315927,-5.551983,0.0890186125572493,0.2138463,216.0,371.0,259.0,343.0,326.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL3267,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30713,Kd_Ki,True,False,False,False,True,True,gefitinib,False,False,False,True,True,True,-2.2706136412486937,0.464751958224543,-4.9837584,0.2529607944772108,0.35008016,58.0,207.0,192.0,240.0,216.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL5568,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,30733;44207;168787,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-2.303164220466264,0.5509138381201044,-2.7599602,0.2402157267183622,0.65543145,62.0,143.0,35.0,245.0,56.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4898,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL4898,NTRK2,POSITIVE,1.0,1,BindingDB_202609,Kd,=,900.0,900.0,False,False,30776,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-0.9063391506210192,0.8237597911227155,2.1672175,0.450376821085507,0.9271202,11.0,24.0,20.0,104.0,7.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL2007,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL2007,PDGFRA,POSITIVE,1.0,1,BindingDB_202609,Kd,=,60.0,60.0,False,False,30778,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-1.9053298980304163,0.825065274151436,3.1677086,0.6712574558530169,0.9007876,93.0,23.0,10.0,18.0,45.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL3145,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30781,Kd_Ki,True,False,False,False,True,True,fostamatinib,False,False,False,True,False,True,-2.0386508198854085,0.5953002610966057,-2.5864134,0.3683197665208372,0.8521439,120.0,132.0,116.0,149.0,102.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3145,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30785,Kd_Ki,True,False,False,False,True,True,fedratinib,False,False,False,True,True,True,-1.4534057016157969,0.7114882506527416,-2.3993576,0.3204904954472464,0.8460603,68.0,67.0,54.0,144.0,112.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL2959,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,30809;43639;168700,Kd_Ki,True,True,False,False,True,True,gefitinib,True,False,False,False,True,True,-3.683472642269983,0.171018276762402,-4.263003,0.1255173306643354,0.34461972,245.0,367.0,107.0,325.0,218.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL2842,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL2842,MTOR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30866,Kd_Ki,True,False,False,False,True,True,sorafenib,True,False,False,False,True,True,-2.808384311300108,0.5274151436031331,-3.3273087,0.4041404149389183,0.5240617,255.0,165.0,94.0,71.0,338.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL3145,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30912,Kd_Ki,True,False,False,False,True,True,lapatinib,False,False,False,True,True,False,-1.4909530570018663,0.6357702349869452,-3.85864,0.272620151216745,0.7385825,39.0,107.0,86.0,219.0,194.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1908389,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30923,Kd_Ki,True,False,False,False,True,True,lapatinib,True,False,False,False,True,False,-3.232910324900425,0.2304177545691906,-6.676892,0.177334484390963,0.6444674,261.0,350.0,348.0,328.0,285.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4225,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL4225,CLK2,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30967;43040,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,False,False,True,True,-1.5159213246515737,0.3407310704960836,-4.8860655,0.1770154914187685,0.72460425,71.0,286.0,315.0,382.0,261.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4247,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL4247,ALK,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30973;43653,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,False,False,True,True,-2.006333493233009,0.6240208877284595,-3.6178238,0.7213997078244792,0.8694098,162.0,109.0,235.0,46.0,141.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL2842,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL2842,MTOR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30995,Kd_Ki,True,True,False,False,True,True,dasatinib,True,False,False,False,True,True,-1.7881875226391533,0.4216710182767624,-4.557878,0.4454590327076483,0.7878477,125.0,242.0,292.0,257.0,232.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL3130,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30997,Kd_Ki,True,False,False,False,True,True,dasatinib,False,False,False,False,True,True,-1.70860067377339,0.6135770234986946,-1.8445095,0.6027523470836224,0.8115518,108.0,114.0,131.0,119.0,218.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4898,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL4898,NTRK2,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31055;43858,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,False,False,True,True,-0.945704487820128,0.8381201044386424,3.5592654,0.6595145405107883,0.9374302,23.0,31.0,23.0,75.0,12.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL3145,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31060,Kd_Ki,True,False,False,False,True,True,dasatinib,False,False,False,True,True,True,-2.0497418762470696,0.3237597911227154,-3.100404,0.3751715488075118,0.9120179,170.0,299.0,196.0,308.0,48.0,True,True
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL3973,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31075,Kd_Ki,True,False,False,False,True,True,bosutinib,True,False,False,False,True,True,-0.8093586540734324,0.9086161879895562,0.8402147,0.8021996303055603,0.9435793,28.0,16.0,32.0,7.0,10.0,True,True
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4142,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL4142,FGFR2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31076,Kd_Ki,True,False,False,False,True,True,bosutinib,True,False,False,False,True,True,-1.5592453313264116,0.8263707571801566,1.24978,0.5100952239000934,0.92578363,62.0,34.0,25.0,40.0,23.0,True,True
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2964,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL2964,MAP2K2,POSITIVE,1.0,2,BindingDB_202609;ChEMBL37_existing,Kd,=,9.9,1223.0,True,False,31081,,Kd_Ki,True,True,False,False,True,True,bosutinib,True,False,True,False,True,True,-3.3411076320583177,0.5548302872062663,2.4410532,0.5694158871450364,0.7690596,285.0,147.0,17.0,27.0,251.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL1908389,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31144,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,False,False,True,True,-1.997044030582393,0.402088772845953,-2.5094328,0.43779276413145,0.8070856,161.0,253.0,163.0,268.0,220.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL2959,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL2959,ITK,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31200;43638,Kd_Ki,True,False,False,False,True,True,dasatinib,True,False,True,False,True,True,-0.9222048995996098,0.9177545691906004,3.1802595,0.8154886651711284,0.893353,22.0,11.0,27.0,22.0,95.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1908389,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31227,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-1.959912657568228,0.3603133159268929,-5.2888393,0.0316877160794433,0.6729119,134.0,288.0,224.0,378.0,270.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL3629,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL3629,CSNK2A1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31256,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-1.899202463540001,0.5091383812010444,-0.034353454,0.027533999104904,0.709143,34.0,191.0,5.0,313.0,64.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL5838,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31259,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-3.126685552733092,0.4947780678851174,-2.8804066,0.1462407318157929,0.519212,246.0,202.0,70.0,69.0,208.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1868,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL1868,FLT1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31261,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.954041331554978,0.5861618798955613,-2.9143848,0.2409291242498072,0.5181573,214.0,131.0,73.0,24.0,211.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL279,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL279,KDR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31268,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.8311105727169728,0.6109660574412532,-2.919555,0.288523674245245,0.32345155,190.0,114.0,75.0,18.0,312.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2873,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2873,MAP3K10,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31274,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-3.951801756515344,0.0704960835509138,-2.5267823,0.0179816680786249,0.55648255,324.0,380.0,46.0,359.0,176.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2534,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2534,PDPK1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31281,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.639909948103865,0.2532637075718015,-4.6998954,0.0149852588702653,0.42451254,167.0,334.0,260.0,374.0,260.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL3267,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31284,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-3.056279413275696,0.3446475195822454,-4.2416553,0.049985194683604,0.39291874,235.0,284.0,218.0,231.0,278.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL3973,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31361;43294;118134,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-2.054498836460931,0.8642297650130548,-4.8676176,0.6578646880693334,0.7486768,84.0,20.0,168.0,14.0,183.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2872,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31377;43908;118096,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-3.4023546765420507,0.2016971279373368,-5.390419,0.1935920259748637,0.80001646,279.0,357.0,232.0,308.0,149.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL3587,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL3587,MAP2K1,POSITIVE,1.0,5,BindingDB_202609;ChEMBL37_existing;HiQBind_v3,Kd,=,41.0,99.0,False,False,31464;89001;123957;123995;123997,,Kd_Ki,True,True,False,False,True,True,selumetinib,True,False,True,False,True,True,1.2431219833665776,0.9986945169712792,7.430652,0.9937048810824712,0.9349362,1.0,1.0,1.0,2.0,1.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL5568,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31470,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.651776233341616,0.5443864229765013,-5.362741,0.0854133979476563,0.5822523,169.0,161.0,318.0,143.0,155.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4501,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL4501,RPS6KB1,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31476,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-1.3648102653961265,0.6579634464751958,-3.5079644,0.0469329129728053,0.6365038,5.0,88.0,128.0,235.0,112.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5331,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL5331,MERTK,POSITIVE,1.0,1,BindingDB_202609,Kd,=,820.0,820.0,False,False,31542,,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-0.3774507242341637,0.9425587467362924,-0.86754745,0.547478553879908,0.8416482,21.0,11.0,20.0,27.0,117.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3935,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL3935,AURKC,POSITIVE,1.0,1,BindingDB_202609,Kd,=,350.0,350.0,False,False,31543,,Kd_Ki,True,False,False,False,True,True,fedratinib,True,False,False,False,True,True,-1.963527929852133,0.7088772845953002,-1.8708811,0.3919772119885813,0.8982151,110.0,69.0,34.0,89.0,49.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4895,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL4895,AXL,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31558;43887;118087,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-1.355226910248445,0.5456919060052219,-2.2950122,0.1970422207371087,0.8894656,25.0,143.0,28.0,303.0,75.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL3629,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL3629,CSNK2A1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31566;44982;118029,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-1.4399967542106715,0.643603133159269,-2.3627477,0.2736639630690847,0.7347274,33.0,102.0,32.0,218.0,201.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1868,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL1868,FLT1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31571;44135;118135,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-0.9215483376983348,0.8433420365535249,-3.7831345,0.4147529861324964,0.93318534,15.0,25.0,82.0,91.0,9.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4247,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL4247,ALK,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31589,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.5781993607168605,0.5391644908616188,-4.134693,0.0902461632267714,0.37033668,157.0,168.0,204.0,137.0,292.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1163124,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31608,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-3.7888202969802496,0.5404699738903395,-5.79064,0.3539370429641386,0.5424463,317.0,165.0,349.0,10.0,187.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2842,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL2842,MTOR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31611,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.9031391066897774,0.5587467362924282,-4.8155646,0.1185499699317464,0.21128243,204.0,148.0,269.0,102.0,364.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL3130,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31613,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-1.8069191233159667,0.5587467362924282,-3.430734,0.0568385942629907,0.5184536,24.0,149.0,122.0,211.0,210.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1844,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL1844,CSF1R,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31620,Kd_Ki,True,False,False,False,True,True,selumetinib,True,False,False,False,True,True,-2.328754812608283,0.7297650130548303,-2.8449974,0.4026949415153944,0.49673092,105.0,59.0,65.0,6.0,221.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2873,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL2873,MAP3K10,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31633;43764;118097,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-3.453794823875234,0.1697127937336814,-6.080133,0.1731646899700549,0.7180967,284.0,366.0,316.0,336.0,214.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL2534,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL2534,PDPK1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31641;42669;118017,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-2.143659962391037,0.3733681462140992,-5.5936356,0.1712278169140895,0.72512573,95.0,271.0,261.0,338.0,208.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL3267,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31644,Kd_Ki,True,False,False,False,True,True,lapatinib,False,False,False,True,True,False,-1.4560266689546315,0.7415143603133159,-3.961769,0.3966161533720678,0.8335969,36.0,54.0,95.0,104.0,116.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL5568,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL5568,ROS1,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31664;44210;118139,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-2.3074489983063606,0.6566579634464752,-4.0072484,0.4499441785413857,0.9048089,123.0,97.0,97.0,72.0,59.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4247,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL4247,ALK,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31703;43567;118065,Kd_Ki,True,True,False,False,True,True,lapatinib,True,False,False,False,True,False,-2.61793099742556,0.6409921671018277,-3.2735736,0.5480183360103329,0.9168002,168.0,104.0,58.0,33.0,36.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1163124,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31722,Kd_Ki,True,False,False,False,True,True,lapatinib,False,False,False,True,True,False,-3.9684281277114426,0.0796344647519582,-6.3517666,0.1423634973940127,0.6538197,320.0,381.0,332.0,368.0,273.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL2872,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,POSITIVE,1.0,1,BindingDB_202609,Kd,=,4.3,4.3,False,False,31780,,Kd_Ki,True,False,False,False,True,True,fostamatinib,True,False,False,False,False,True,-2.309584036061346,0.4190600522193212,5.2026467,0.2297974130762325,0.83288765,155.0,246.0,2.0,252.0,127.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3973,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3973,FGFR4,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31899;43293;139305,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-2.084259947939326,0.8342036553524804,-4.093163,0.5217159042904134,0.6359918,98.0,29.0,106.0,23.0,186.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2872,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL2872,MAP3K9,WEAK_NEGATIVE,0.0,3,BindingDB_202609;ChEMBL37_existing,Kd,>,10000.0,10000.0,False,False,,31915;43907;139268,Kd_Ki,True,True,False,False,True,True,imatinib,True,False,False,False,True,True,-2.8328906496567674,0.5287206266318538,-4.7379937,0.2244862220744846,0.79357916,167.0,164.0,168.0,180.0,91.0,True,True
