ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,target_class_zh,assay_lane,conplex_score,conplex_rank_within_target,conplex_rank_within_ligand,conplex_percentile_within_target,conplex_percentile_within_ligand,drugclip_cosine_mean,drugclip_sixfold_std,drugclip_rank_within_target,drugclip_rank_within_ligand,drugclip_percentile_within_target,drugclip_percentile_within_ligand,dta_target_percentile_disagreement,dta_ligand_percentile_disagreement,dta_bidirectional_top10pct_concordant,is_known_relationship_control,known_relationship_class,receptor_protocol_status,redock_status,redock_best_symmetry_rmsd_A,docking_context_included,reference_ligand_completeness_final,pair_label,historical_lane,gnina_target_qualification,gnina_use_policy,pair_evidence_lane,dta_screen_lane,gnina_next_stage_eligible,gnina_priority_review_queue,boltz_target_qualification,boltz_use_policy,development_positive_q25,development_positive_median,development_negative_q90,development_negative_q95,development_negative_q99,in_current_gnina_7511,dta_priority_score,max_tanimoto_to_target_positive,novelty_class,boltz_discovery_route,route_priority,externalQueueRank,pairId,drugId,drug,target,canonicalSmiles,knownDrugTargetPair,yamlFile,yamlPath,yamlSha256,inputSignatureSha256,inputSignatureVersion,templateStructurePath,templateStructureSha256,pocketContactCount,proteinTotalResidues,sequenceCropApplied,boltzCompleted,boltzStem,boltzConfidencePath,boltzAffinityPath,boltzCifPath,boltzAffinityProbabilityBinary,boltzAffinityPredValue,boltzConfidenceScore,boltzLigandIptm,boltzComplexIplddt,boltzComplexPlddt,boltz_evidence_tier,boltz_evidence_reason,boltz_score_interpretation,may_enter_binding_priority,gnina_structure_evidence_tier,effective_known_control,known_flag_conflict,boltz_completed_effective,dual_structure_support_ab,technical_status_zh,result_category,result_category_zh,recommended_use_zh,task_code,start_condition,planned_runs
VGKDLMBJGBXTGI-SJCJKPOMSA-N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,sertraline,UNII:QUC7NX6WMB,CHEMBL1859,CACNA1H,离子通道,ION_CHANNEL_FUNCTIONAL,0.7442883,1.0,1.0,1.0,1.0,0.20717578,0.099467866,34.0,24.0,0.95410293,0.9317508,0.045897067,0.068249226,True,False,,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,4.0364,False,COMPLETE_OR_NEAR_COMPLETE,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,UNREPORTED_DISCOVERY,DTA_BIDIRECTIONAL_TOP10_CONCORDANT,False,False,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,0.4532171934843063,0.5900863409042358,0.6604092419147491,0.6827561557292938,0.7095418393611908,False,1.0829377,0.203125,N3_REMOTE,CALIBRATED_REMOTE_EXPANSION,1,53,VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859,UNII:QUC7NX6WMB,sertraline,CACNA1H,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,False,000053_VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859.yaml,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/inputs/000053_VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859.yaml,ad7a594047fd8125429fb3bdcd6388de24d7e7194c246a499bed47f1d75a7d73,2476bb7f4182595afd369af6ef73f46260d9aeee321b1bf155a39650b7cdd744,boltz2_conditional_discovery_multichain_pocket_v1,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/target_templates/CHEMBL1859_protein_template.cif,21f733e57a8f499277bcea6d91938d22db814133dd18183ccf797a72c52129b3,20,1056,False,True,000053_VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0001/boltz_results_batch_0001/predictions/000053_VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859/confidence_000053_VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859_model_0.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0001/boltz_results_batch_0001/predictions/000053_VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859/affinity_000053_VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0001/boltz_results_batch_0001/predictions/000053_VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859/000053_VGKDLMBJGBXTGI-SJCJKPOMSA-N__CHEMBL1859_model_0.cif,0.7884129881858826,-0.9277520179748536,0.6867810487747192,0.7251467704772949,0.6262163519859314,0.6771895885467529,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,,False,False,True,False,完成,04_RECEPTOR_PROTOCOL_REVIEW_AB,A/B受体协议复核,先修复结构与redocking协议，再决定是否恢复优先级,C3_BOLTZ_AFTER_RECEPTOR_RESCUE,target receptor protocol repaired and frozen,1
RGFBRLNVZCCMSV-BIRGHMBHSA-N,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(N)n1,ceftaroline fosamil,UNII:7P6FQA5D21,CHEMBL2439,MPO,酶（非激酶）,ENZYME_BIOCHEMICAL,0.13475114,58.0,4.0,0.9207232,0.9910979,0.3526548,0.09199896,39.0,12.0,0.9471488,0.96735907,0.0264256,0.023738861,True,False,,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,2.8137,True,COMPLETE_OR_NEAR_COMPLETE,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,UNREPORTED_DISCOVERY,DTA_BIDIRECTIONAL_TOP10_CONCORDANT,False,False,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,0.5890341252088547,0.6687449216842651,0.6855927407741547,0.722457692027092,0.7642225831747055,False,1.0741759175,0.1551724137931034,N3_REMOTE,CALIBRATED_REMOTE_EXPANSION,1,90,RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439,UNII:7P6FQA5D21,ceftaroline fosamil,MPO,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(N)n1,False,000090_RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439.yaml,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/inputs/000090_RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439.yaml,b44d72a5506e74e7f47f637e46c3eb7a6c82f75f86bfc0ec5c5a29d324902528,9bfa6e3eb1a8b5dfdbb0edc22dfb80203db503efe2f4d9a58caacefe83cbbcc8,boltz2_conditional_discovery_multichain_pocket_v1,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/target_templates/CHEMBL2439_protein_template.cif,2e9c962e6445cc8b1af6bd4b7a34ef21163db28b461017ec839f2849edb88b41,18,569,False,True,000090_RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0001/boltz_results_batch_0001/predictions/000090_RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439/confidence_000090_RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439_model_0.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0001/boltz_results_batch_0001/predictions/000090_RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439/affinity_000090_RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0001/boltz_results_batch_0001/predictions/000090_RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439/000090_RGFBRLNVZCCMSV-BIRGHMBHSA-N__CHEMBL2439_model_0.cif,0.8311131596565247,-0.4028508365154266,0.9708585739135742,0.8789259195327759,0.9559016227722168,0.9733945727348328,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,,False,False,True,False,完成,04_RECEPTOR_PROTOCOL_REVIEW_AB,A/B受体协议复核,先修复结构与redocking协议，再决定是否恢复优先级,C3_BOLTZ_AFTER_RECEPTOR_RESCUE,target receptor protocol repaired and frozen,1
HKHCSWPSUSWGLI-CABCVRRESA-N,c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,centanafadine,UNII:D2A6T4UH9C,CHEMBL6009,DGAT1,酶（非激酶）,ENZYME_BIOCHEMICAL,0.34606388,156.0,8.0,0.7844228,0.9792285,0.1853673,0.08282683,23.0,12.0,0.96940196,0.96735907,0.18497914,0.011869431,False,False,,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,4.1732,False,COMPLETE_OR_NEAR_COMPLETE,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,UNREPORTED_DISCOVERY,DTA_TOP25_UNION,False,False,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,0.5858555734157562,0.6714252531528473,0.7305478155612946,0.7344493269920349,0.7404910922050476,False,0.9738045075,0.2272727272727272,N3_REMOTE,CALIBRATED_REMOTE_EXPANSION,1,217,HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009,UNII:D2A6T4UH9C,centanafadine,DGAT1,c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,False,000217_HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009.yaml,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/inputs/000217_HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009.yaml,f5669ec34871ed9ab189d639a0638190a58af9113b7c3dd264e82e954d91a624,7481217da41f1329dbb8269845ac7d450834548db6a777d99cc5fa3adf8038a5,boltz2_conditional_discovery_multichain_pocket_v1,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/target_templates/CHEMBL6009_protein_template.cif,70e09015c797132a198d56b01238e46bf44a4d908c4185eb64532adde6172da7,34,812,False,True,000217_HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000217_HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009/confidence_000217_HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009_model_0.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000217_HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009/affinity_000217_HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000217_HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009/000217_HKHCSWPSUSWGLI-CABCVRRESA-N__CHEMBL6009_model_0.cif,0.8413353562355042,-0.5828479528427124,0.6779882311820984,0.8679836392402649,0.6770558953285217,0.7153560519218445,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,,False,False,True,False,完成,04_RECEPTOR_PROTOCOL_REVIEW_AB,A/B受体协议复核,先修复结构与redocking协议，再决定是否恢复优先级,C3_BOLTZ_AFTER_RECEPTOR_RESCUE,target receptor protocol repaired and frozen,1
FDTZUTSGGSRHQF-UHFFFAOYSA-N,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,nitazoxanide,UNII:SOA12P041N,CHEMBL6009,DGAT1,酶（非激酶）,ENZYME_BIOCHEMICAL,0.10329129,438.0,3.0,0.39221138,0.9940653,0.16505569,0.08388268,32.0,18.0,0.95688456,0.9495549,0.5646732,0.044510365,False,False,,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,4.1732,False,COMPLETE_OR_NEAR_COMPLETE,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,UNREPORTED_DISCOVERY,DTA_TOP25_UNION,False,False,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,0.5858555734157562,0.6714252531528473,0.7305478155612946,0.7344493269920349,0.7404910922050476,False,0.973642515,0.24,N3_REMOTE,CALIBRATED_REMOTE_EXPANSION,1,219,FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009,UNII:SOA12P041N,nitazoxanide,DGAT1,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,False,000219_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009.yaml,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/inputs/000219_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009.yaml,77814e8d3db2c9c18865759be6f158612209078d8cbc3346463027324fa85adf,9c3cd2427856d12c1c7070c848f152d7fe63ec1f18ae563f4a73175fb2d2b738,boltz2_conditional_discovery_multichain_pocket_v1,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/target_templates/CHEMBL6009_protein_template.cif,70e09015c797132a198d56b01238e46bf44a4d908c4185eb64532adde6172da7,34,812,False,True,000219_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000219_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009/confidence_000219_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009_model_0.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000219_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009/affinity_000219_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000219_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009/000219_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL6009_model_0.cif,0.759273111820221,-0.3656524121761322,0.6576597094535828,0.7665773034095764,0.6192503571510315,0.6953905820846558,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,,False,False,True,False,完成,04_RECEPTOR_PROTOCOL_REVIEW_AB,A/B受体协议复核,先修复结构与redocking协议，再决定是否恢复优先级,C3_BOLTZ_AFTER_RECEPTOR_RESCUE,target receptor protocol repaired and frozen,1
FDTZUTSGGSRHQF-UHFFFAOYSA-N,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,nitazoxanide,UNII:SOA12P041N,CHEMBL3119,TRPV4,离子通道,ION_CHANNEL_FUNCTIONAL,0.083686754,199.0,9.0,0.7246175,0.97626114,0.18409665,0.10536194,34.0,12.0,0.95410293,0.96735907,0.22948545,0.008902073,False,False,,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,11.1566,False,COMPLETE_OR_NEAR_COMPLETE,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,UNREPORTED_DISCOVERY,DTA_TOP25_UNION,False,False,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,0.3486245423555374,0.437436580657959,0.6116214632987976,0.61365647315979,0.615284481048584,False,0.96849607,0.2467532467532467,N3_REMOTE,CALIBRATED_REMOTE_EXPANSION,1,247,FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119,UNII:SOA12P041N,nitazoxanide,TRPV4,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,False,000247_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119.yaml,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/inputs/000247_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119.yaml,583f15c8278a61646d768bdacb69712426bbaaf40d69703045dbd00e503cdde6,46cf9e20624d7cb227a3e946ecdd31a9bc316fb54d34d8763310b02456b34294,boltz2_conditional_discovery_multichain_pocket_v1,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/target_templates/CHEMBL3119_protein_template.cif,e33306794ca6240461b356dbce859fd99c29d062495e96323c888eab7b827304,21,629,False,True,000247_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000247_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119/confidence_000247_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119_model_0.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000247_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119/affinity_000247_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000247_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119/000247_FDTZUTSGGSRHQF-UHFFFAOYSA-N__CHEMBL3119_model_0.cif,0.6410173773765564,0.4757519960403442,0.8139114379882812,0.8017456531524658,0.6698324680328369,0.8169528245925903,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,,False,False,True,False,完成,04_RECEPTOR_PROTOCOL_REVIEW_AB,A/B受体协议复核,先修复结构与redocking协议，再决定是否恢复优先级,C3_BOLTZ_AFTER_RECEPTOR_RESCUE,target receptor protocol repaired and frozen,1
BBAWEDCPNXPBQM-GDEBMMAJSA-N,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,telaprevir,UNII:655M5O3W0U,CHEMBL6009,DGAT1,酶（非激酶）,ENZYME_BIOCHEMICAL,0.1901034,311.0,21.0,0.5688456,0.94065285,0.38577065,0.08524893,1.0,13.0,1.0,0.9643917,0.43115437,0.023738861,False,False,,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,4.1732,False,COMPLETE_OR_NEAR_COMPLETE,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,UNREPORTED_DISCOVERY,DTA_TOP25_UNION,False,False,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,0.5858555734157562,0.6714252531528473,0.7305478155612946,0.7344493269920349,0.7404910922050476,False,0.9673590625,0.1981981981981982,N3_REMOTE,CALIBRATED_REMOTE_EXPANSION,1,255,BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009,UNII:655M5O3W0U,telaprevir,DGAT1,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,False,000255_BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009.yaml,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/inputs/000255_BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009.yaml,bcb4639c091de24d909827b025d821c2a58ccd8ef59e8fa62b0bc04751af2703,1b21e3a4067b00949f0906e17908afb69758d84a978f2a19426d05dcaa8a34b7,boltz2_conditional_discovery_multichain_pocket_v1,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/target_templates/CHEMBL6009_protein_template.cif,70e09015c797132a198d56b01238e46bf44a4d908c4185eb64532adde6172da7,34,812,False,True,000255_BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000255_BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009/confidence_000255_BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009_model_0.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000255_BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009/affinity_000255_BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0003/boltz_results_batch_0003/predictions/000255_BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009/000255_BBAWEDCPNXPBQM-GDEBMMAJSA-N__CHEMBL6009_model_0.cif,0.7347447276115417,-0.9323631525039672,0.7225730419158936,0.7376831769943237,0.6125403046607971,0.7250404953956604,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,,False,False,True,False,完成,04_RECEPTOR_PROTOCOL_REVIEW_AB,A/B受体协议复核,先修复结构与redocking协议，再决定是否恢复优先级,C3_BOLTZ_AFTER_RECEPTOR_RESCUE,target receptor protocol repaired and frozen,1
JQSHBVHOMNKWFT-DTORHVGOSA-N,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,varenicline,UNII:W6HS99O8ZO,CHEMBL1859,CACNA1H,离子通道,ION_CHANNEL_FUNCTIONAL,0.23206607,179.0,2.0,0.75243396,0.99703264,0.15084356,0.046876278,91.0,13.0,0.87482613,0.9643917,0.12239218,0.032640934,False,False,,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,4.0364,False,COMPLETE_OR_NEAR_COMPLETE,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,UNREPORTED_DISCOVERY,DTA_TOP25_UNION,False,False,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,0.4532171934843063,0.5900863409042358,0.6604092419147491,0.6827561557292938,0.7095418393611908,False,0.9583207775,0.1515151515151515,N3_REMOTE,CALIBRATED_REMOTE_EXPANSION,1,317,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859,UNII:W6HS99O8ZO,varenicline,CACNA1H,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,False,000317_JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859.yaml,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/inputs/000317_JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859.yaml,0baf907e8dfb6ccc85fc2269aed5d456fbe1d8f2d673d91e2bed3e3910f2e44e,1e75add3bb1424eae33bc38e2be04d3db147fed8005f8c4f2a89bd27888ddd51,boltz2_conditional_discovery_multichain_pocket_v1,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/target_templates/CHEMBL1859_protein_template.cif,21f733e57a8f499277bcea6d91938d22db814133dd18183ccf797a72c52129b3,20,1056,False,True,000317_JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0004/boltz_results_batch_0004/predictions/000317_JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859/confidence_000317_JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859_model_0.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0004/boltz_results_batch_0004/predictions/000317_JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859/affinity_000317_JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859.json,/root/autodl-tmp/BioMaster/outputs/boltz2_discovery_conditional_v1/screen_run/batch_runs/batch_0004/boltz_results_batch_0004/predictions/000317_JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859/000317_JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL1859_model_0.cif,0.7010418176651001,0.2154957950115203,0.7103237509727478,0.7915635704994202,0.6664018034934998,0.6900138258934021,BOLTZ_STRUCTURE_A,above target negative q95 and positive median with ligand iPTM >= 0.50,target-internal model evidence only; not cross-target probability or measured affinity,True,,False,False,True,False,完成,04_RECEPTOR_PROTOCOL_REVIEW_AB,A/B受体协议复核,先修复结构与redocking协议，再决定是否恢复优先级,C3_BOLTZ_AFTER_RECEPTOR_RESCUE,target receptor protocol repaired and frozen,1
