model,seed,train_pairs,steps,sampled_rows,equivalent_passes,training_loss_steps4501_5000,training_loss_steps5501_6000,final_validation_ap,final_validation_auroc,validation_checkpoints_during_training,convergence_certified,stopping_policy
A,20260921,337570,6000,6144000,18.200669490772285,0.029913716372102498,0.021900063943117856,0.959810243256664,0.9200673685677828,0,False,fixed_6000_steps_final_EMA_validation_after_fit
A,20260922,337570,6000,6144000,18.200669490772285,0.029199125085026027,0.0214317035600543,0.9524365379736532,0.9093821634341815,0,False,fixed_6000_steps_final_EMA_validation_after_fit
A,20260923,337570,6000,6144000,18.200669490772285,0.029806176958605646,0.022411835907027125,0.9337329487500476,0.8821614336665901,0,False,fixed_6000_steps_final_EMA_validation_after_fit
B,20260921,1116270,6000,6144000,5.504044720363353,0.12706091599166394,0.10854676163196564,0.9310451581334116,0.8750791200673333,0,False,fixed_6000_steps_final_EMA_validation_after_fit
B,20260922,1116270,6000,6144000,5.504044720363353,0.12811168602108955,0.10902913102507591,0.9304755881656128,0.8678412529671546,0,False,fixed_6000_steps_final_EMA_validation_after_fit
B,20260923,1116270,6000,6144000,5.504044720363353,0.1280003972798586,0.11074618777632714,0.9442609551442958,0.8843567943914289,0,False,fixed_6000_steps_final_EMA_validation_after_fit
