direction,entity_id,model,n,positive,prevalence,ap,auc
drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,dtbind,2,1,0.5,1.0,1.0
drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,nesso_pic50,2,1,0.5,1.0,1.0
drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,biomaster,23,8,0.34782608695652173,0.5497790404040404,0.7
drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,drugclip,23,8,0.34782608695652173,0.3537218092365151,0.44166666666666665
drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,dtiam,23,8,0.34782608695652173,0.5519459900264854,0.6499999999999999
drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,conplex,23,8,0.34782608695652173,0.7484148550724637,0.7833333333333333
drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,nesso,23,8,0.34782608695652173,0.9472222222222222,0.9666666666666667
drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,probematch,23,8,0.34782608695652173,0.47697749554367197,0.5583333333333333
drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,dtbind,23,8,0.34782608695652173,0.5082886241174285,0.6000000000000001
drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,nesso_pic50,23,8,0.34782608695652173,0.9338235294117647,0.925
drug_id,UHTHHESEBZOYNR-UHFFFAOYSA-N,biomaster,16,4,0.25,0.95,0.9791666666666666
drug_id,UHTHHESEBZOYNR-UHFFFAOYSA-N,drugclip,16,4,0.25,0.2576048951048951,0.41666666666666663
drug_id,UHTHHESEBZOYNR-UHFFFAOYSA-N,dtiam,16,4,0.25,0.95,0.9791666666666666
drug_id,UHTHHESEBZOYNR-UHFFFAOYSA-N,conplex,16,4,0.25,0.625,0.6875
drug_id,UHTHHESEBZOYNR-UHFFFAOYSA-N,nesso,16,4,0.25,0.8928571428571428,0.9375
drug_id,UHTHHESEBZOYNR-UHFFFAOYSA-N,probematch,16,4,0.25,0.3547619047619047,0.5625
drug_id,UHTHHESEBZOYNR-UHFFFAOYSA-N,dtbind,16,4,0.25,0.95,0.9791666666666666
drug_id,UHTHHESEBZOYNR-UHFFFAOYSA-N,nesso_pic50,16,4,0.25,0.8611111111111112,0.8958333333333333
drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,biomaster,2,1,0.5,1.0,1.0
drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,drugclip,2,1,0.5,0.5,0.0
drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,dtiam,2,1,0.5,0.5,0.0
drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,conplex,2,1,0.5,0.5,0.0
drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,nesso,2,1,0.5,0.5,0.0
drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,probematch,2,1,0.5,0.5,0.0
drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,dtbind,2,1,0.5,1.0,1.0
drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,nesso_pic50,2,1,0.5,1.0,1.0
drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,biomaster,20,2,0.1,0.5625,0.6111111111111112
drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,drugclip,20,2,0.1,0.13247863247863248,0.4722222222222222
drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,dtiam,20,2,0.1,0.5526315789473684,0.5277777777777778
drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,conplex,20,2,0.1,0.55,0.5972222222222222
drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,nesso,20,2,0.1,0.75,0.9444444444444444
drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,probematch,20,2,0.1,0.15476190476190477,0.5555555555555556
drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,dtbind,20,2,0.1,0.55,0.5
drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,nesso_pic50,20,2,0.1,0.5833333333333334,0.7222222222222222
drug_id,XUFQPHANEAPEMJ-UHFFFAOYSA-N,biomaster,2,1,0.5,1.0,1.0
drug_id,XUFQPHANEAPEMJ-UHFFFAOYSA-N,drugclip,2,1,0.5,0.5,0.0
drug_id,XUFQPHANEAPEMJ-UHFFFAOYSA-N,dtiam,2,1,0.5,1.0,1.0
drug_id,XUFQPHANEAPEMJ-UHFFFAOYSA-N,conplex,2,1,0.5,0.5,0.0
drug_id,XUFQPHANEAPEMJ-UHFFFAOYSA-N,nesso,2,1,0.5,1.0,1.0
drug_id,XUFQPHANEAPEMJ-UHFFFAOYSA-N,probematch,2,1,0.5,0.5,0.0
drug_id,XUFQPHANEAPEMJ-UHFFFAOYSA-N,dtbind,2,1,0.5,1.0,1.0
drug_id,XUFQPHANEAPEMJ-UHFFFAOYSA-N,nesso_pic50,2,1,0.5,1.0,1.0
drug_id,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,biomaster,2,1,0.5,1.0,1.0
drug_id,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,drugclip,2,1,0.5,1.0,1.0
drug_id,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,dtiam,2,1,0.5,0.5,0.0
drug_id,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,conplex,2,1,0.5,0.5,0.0
drug_id,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,nesso,2,1,0.5,0.5,0.0
drug_id,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,probematch,2,1,0.5,1.0,1.0
drug_id,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,dtbind,2,1,0.5,0.5,0.0
drug_id,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,nesso_pic50,2,1,0.5,0.5,0.0
drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,biomaster,25,6,0.24,0.5876623376623377,0.8245614035087719
drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,drugclip,25,6,0.24,0.32688940310423686,0.5964912280701754
drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dtiam,25,6,0.24,0.2555697026285262,0.4649122807017544
drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,conplex,25,6,0.24,0.4047222222222222,0.5789473684210527
drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,nesso,25,6,0.24,0.6716269841269841,0.8859649122807017
drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,probematch,25,6,0.24,0.38076923076923075,0.6842105263157896
drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,dtbind,25,6,0.24,0.39451192082771025,0.6842105263157895
drug_id,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,nesso_pic50,25,6,0.24,0.6203703703703703,0.8333333333333335
