drug_id,target_id,drug_name,gene,nesso,nesso_pic50,entropy_crop_pl
BMPDWHIDQYTSHX-AWEZNQCLSA-N,CHEMBL2085,eslicarbazepine,MIF,0.1653357148170471,5.809290573000908,0.0
DHHVAGZRUROJKS-UHFFFAOYSA-N,CHEMBL2023,phentermine,COMT,0.1432855278253555,5.928566828370094,0.0
LDCRTTXIJACKKU-ONEGZZNKSA-N,CHEMBL2023,dimethyl fumarate,COMT,0.0645241737365722,5.628274142742157,0.0
PJDFLNIOAUIZSL-UHFFFAOYSA-N,CHEMBL2023,vigabatrin,COMT,0.2608497440814972,6.218132138252258,0.0
SJZRECIVHVDYJC-UHFFFAOYSA-N,CHEMBL2023,oxybate,COMT,0.2781078815460205,5.200487911701202,0.0
VPJXQGSRWJZDOB-UHFFFAOYSA-O,CHEMBL1871,carbachol,AR,0.2191487550735473,5.210385739803314,0.0
