drug_id,target_id,drug_name,gene,biomaster,biomaster_reverse,drugclip,dtiam,conplex,dtbind,nesso,probematch,biomaster_forward,nesso_pic50,biomaster_rank,drugclip_rank,dtiam_rank,conplex_rank,nesso_rank,probematch_rank,dtbind_rank,nesso_pic50_rank
DDFOUSQFMYRUQK-RCDICMHDSA-N,CHEMBL1871,isavuconazonium,AR,-4.3442492,-4.3442492,0.4031016,0.81828016,0.0,0.9997584223747252,0.7167857885360718,0.9999982118606568,-4.2880774,6.865959644317627,171.0,66.0,46.0,620.0,97.0,34.0,97.0,43.0
DDLIGBOFAVUZHB-UHFFFAOYSA-N,CHEMBL1871,midazolam,AR,-3.7066207,-3.7066207,0.12163555,0.2863969,0.1477754,0.1075324118137359,0.85684734582901,0.9889863729476928,-3.7055943,6.801504969596863,141.0,292.0,494.0,129.0,61.0,257.0,471.0,55.0
DDOOFTLHJSMHLN-ZQHRPCGSSA-N,CHEMBL1871,ubrogepant,AR,-9.342264,-9.342264,0.021560788,0.8066442,0.11858374,0.9999449253082277,0.5265552997589111,0.9965164661407472,-8.628735,6.841656923294067,448.0,422.0,58.0,161.0,134.0,194.0,6.0,46.0
DEVSOMFAQLZNKR-RJRFIUFISA-N,CHEMBL1871,selinexor,AR,-7.147665,-7.147665,-0.021292312,0.26360765,0.00016106204,0.1961637586355209,0.1119145303964614,0.7984746694564819,-6.5943627,5.666768461465836,329.0,480.0,529.0,514.0,366.0,422.0,428.0,369.0
DHHVAGZRUROJKS-UHFFFAOYSA-N,CHEMBL1871,phentermine,AR,-8.710071,-8.710071,0.13043922,0.16601662,0.09233664,0.0024343426339328,0.0072385310195386,0.1634587347507476,-8.532652,4.853437185287476,411.0,282.0,654.0,217.0,704.0,553.0,648.0,686.0
DHMTURDWPRKSOA-RUZDIDTESA-N,CHEMBL1871,lonafarnib,AR,-8.451194,-8.451194,0.34435213,0.54031765,0.0,0.0090793641284108,0.1700824052095413,0.0268411673605442,-7.538313,6.64301609992981,395.0,89.0,259.0,620.0,281.0,616.0,598.0,79.0
DHSUYTOATWAVLW-WFVMDLQDSA-N,CHEMBL1871,cilastatin,AR,-7.1343217,-7.1343217,0.0130383475,0.40362167,0.0,0.0019019662868231,0.0110668763518333,0.0382516980171203,-6.519888,5.583078563213348,328.0,431.0,382.0,620.0,679.0,603.0,660.0,413.0
DIWRORZWFLOCLC-UHFFFAOYSA-N,CHEMBL1871,lorazepam,AR,-5.077902,-5.077902,0.046153713,0.45046487,0.007667316,0.9096823930740356,0.3665207624435425,0.999951720237732,-4.816195,5.5200610756874084,213.0,381.0,332.0,435.0,181.0,66.0,281.0,443.0
DJXRIQMCROIRCZ-XOEOCAAJSA-N,CHEMBL1871,vibegron,AR,-10.781377,-10.781377,-0.059227213,0.5497779,0.0,0.6214567422866821,0.0199189949780702,0.9866197109222412,-10.824052,5.627079635858536,539.0,536.0,251.0,620.0,645.0,265.0,345.0,392.0
DKNWSYNQZKUICI-UHFFFAOYSA-N,CHEMBL1871,amantadine,AR,-3.9467804,-3.9467804,0.22511457,0.23763953,0.108014464,0.0033621964976191,0.01062330044806,1.0,-4.3985023,4.876065731048584,151.0,193.0,558.0,184.0,686.0,6.0,639.0,678.0
DKULOVKANLVDEA-UHFFFAOYSA-N,CHEMBL1871,aprocitentan,AR,-6.1692896,-6.1692896,-0.05726555,0.34790322,0.0,0.0103680482134222,0.1518705785274505,0.0456171557307243,-5.8554015,6.0944072008132935,271.0,532.0,436.0,620.0,305.0,601.0,594.0,186.0
DKYWVDODHFEZIM-UHFFFAOYSA-N,CHEMBL1871,ketoprofen,AR,-8.518247,-8.518247,0.08314678,0.16554518,0.0,0.9851545691490172,0.0196629725396633,9.221635264111684e-05,-7.4571276,4.772274732589722,396.0,334.0,655.0,620.0,647.0,698.0,214.0,696.0
DMJNNHOOLUXYBV-PQTSNVLCSA-N,CHEMBL1871,meropenem,AR,-12.547546,-12.547546,-0.10265235,0.22821951,0.09961416,0.0052660927176475,0.0211734808981418,0.9891897439956664,-10.592466,5.553286254405975,628.0,592.0,573.0,206.0,638.0,256.0,617.0,428.0
DMKSVUSAATWOCU-HROMYWEYSA-N,CHEMBL1871,loteprednol etabonate,AR,-3.4093664,-3.4093664,0.5651205,0.38343802,0.36906186,0.9998732805252076,0.9158389568328856,0.9999988079071044,-3.5304248,6.745516061782837,129.0,12.0,401.0,42.0,33.0,29.5,59.0,61.0
DMNOVGJWPASQDL-OAQYLSRUSA-N,CHEMBL1871,oliceridine,AR,-3.2811575,-3.2811575,0.17275183,0.60064125,0.076155804,0.9607703685760498,0.568775475025177,1.0,-3.3838744,6.097817458212376,122.0,241.0,218.0,247.0,130.0,6.0,250.0,184.0
DOBNVUFHFMVMDB-BEFAXECRSA-N,CHEMBL1871,sacubitril,AR,-11.917646,-11.917646,-0.1193433,0.27040353,0.0008059626,0.6622090935707092,0.0466323867440223,0.0246481765061616,-10.877748,5.088972091674805,600.0,614.0,518.0,500.0,544.0,619.0,338.0,634.0
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,CHEMBL1871,terbinafine,AR,-4.527125,-4.527125,0.1364437,0.21763322,0.19640031,0.999205768108368,0.0662136673927307,0.8723556995391846,-4.6545053,5.45051896572113,183.0,277.0,584.0,92.0,467.0,395.0,140.0,481.0
DOUYETYNHWVLEO-UHFFFAOYSA-N,CHEMBL1871,imiquimod,AR,-7.7772927,-7.7772927,0.01843713,0.42482445,0.011640591,0.0215078666806221,0.0658944547176361,0.0325121395289897,-6.97212,5.173375368118286,359.0,427.0,357.0,419.0,469.0,608.0,558.0,608.0
DQCKKXVULJGBQN-XFWGSAIBSA-N,CHEMBL1871,naltrexone,AR,-8.408883,-8.408883,0.2809625,0.33580115,0.07272232,0.0352395698428154,0.475083589553833,0.9997037053108216,-8.679619,6.242067858576775,393.0,137.0,452.0,254.0,149.0,95.0,526.0,143.0
DRHKJLXJIQTDTD-OAHLLOKOSA-N,CHEMBL1871,tamsulosin,AR,-10.323059,-10.323059,0.1636868,0.2529411,0.10465913,0.0110509041696786,0.2120136767625808,0.0378888025879859,-9.127847,5.988463260233402,507.0,248.0,543.0,193.0,245.0,604.0,590.0,236.0
DTGLZDAWLRGWQN-UHFFFAOYSA-N,CHEMBL1871,prasugrel,AR,-2.8114316,-2.8114316,0.3755844,0.2551642,0.026827527,0.9951502680778505,0.1135910153388977,0.4830261170864105,-2.8250463,5.72400039434433,106.0,78.0,536.0,358.0,363.0,495.0,190.0,336.0
DUGOZIWVEXMGBE-CHWSQXEVSA-N,CHEMBL1871,dexmethylphenidate;serdexmethylphenidate,AR,-4.9738107,-4.9738107,-0.011525657,0.2146687,0.009780076,0.9988265633583068,0.3436213433742523,0.970225751399994,-5.427687,5.40717625617981,206.0,467.0,587.0,430.0,187.0,309.0,154.0,507.0
DUXZAXCGJSBGDW-HXUWFJFHSA-N,CHEMBL1871,fesoterodine,AR,-9.410206,-9.410206,0.33744597,0.22236425,0.14292173,0.0800555944442749,0.107950285077095,0.8625935316085815,-9.047327,5.641731381416321,450.0,95.0,575.0,132.0,373.0,401.0,491.0,378.0
DUYJMQONPNNFPI-UHFFFAOYSA-N,CHEMBL1871,osimertinib,AR,-11.712061,-11.712061,-0.09932395,0.56766605,0.054942705,0.0131157031282782,0.0446499548852443,0.4162703454494476,-14.5778675,5.749582588672638,588.0,582.0,238.0,288.0,555.0,504.0,582.0,323.0
DWRIJNIPBUFCQS-DQEYMECFSA-N,CHEMBL1871,elinzanetant,AR,-8.087053,-8.087053,0.318898,0.7917981,0.08122208,0.9987867474555968,0.5964176654815674,0.999703586101532,-7.411975,6.926717638969421,372.0,106.0,67.0,237.0,124.0,96.0,156.0,36.0
DWYRIWUZIJHQKQ-SANMLTNESA-N,CHEMBL1871,avapritinib,AR,-10.963627,-10.963627,-0.022606557,0.87680924,0.0,0.0071715391241014,0.0073046530596911,0.8733401894569397,-10.971329,5.84672087430954,552.0,486.0,19.0,620.0,702.0,393.0,607.0,283.0
DWZAEMINVBZMHQ-UHFFFAOYSA-N,CHEMBL1871,gedatolisib,AR,-3.40907,-3.40907,-0.19073355,0.44919208,0.017786436,0.0021629382390528,0.0426703728735446,0.0722649917006492,-3.477345,5.911994352936745,128.0,671.0,333.0,389.0,560.0,583.0,655.0,256.0
DYDCPNMLZGFQTM-UHFFFAOYSA-N,CHEMBL1871,delafloxacin,AR,-4.7158046,-4.7158046,0.04038225,0.5116167,0.06268815,0.8441746234893799,0.0412797071039676,0.998421549797058,-4.4911556,6.252432584762573,189.0,392.0,285.0,268.0,567.0,150.0,310.0,141.0
DYKFCLLONBREIL-KVUCHLLUSA-N,CHEMBL1871,minocycline,AR,-10.370801,-10.370801,0.29276934,0.48411202,0.154615,0.1396661251783371,0.064872458577156,0.9735708832740784,-9.425805,5.793784707784653,512.0,128.0,306.0,122.0,473.0,298.0,455.0,303.0
DYLUUSLLRIQKOE-UHFFFAOYSA-N,CHEMBL1871,enasidenib,AR,-5.4434867,-5.4434867,0.09784254,0.7071873,0.08806362,0.5223523378372192,0.0803045108914375,0.9677422046661376,-5.4287915,6.020043313503265,234.0,319.0,117.0,225.0,434.0,314.0,359.0,220.0
FABPRXSRWADJSP-MEDUHNTESA-N,CHEMBL1871,moxifloxacin,AR,-15.57073,-15.57073,-0.0035839628,0.6410487,0.00018611873,0.9996204376220704,0.0324174873530864,0.7802985906600952,-13.002517,5.5128031969070435,711.0,455.0,170.0,512.0,594.0,429.0,116.0,446.0
FABUFPQFXZVHFB-PVYNADRNSA-N,CHEMBL1871,ixabepilone,AR,-7.804021,-7.804021,0.1635101,0.6059404,0.09447656,0.9998733997344972,0.8630280494689941,0.9999265670776368,-8.256558,6.854349493980408,360.0,249.0,212.0,216.0,56.0,71.5,58.0,45.0
FAEKWTJYAYMJKF-QHCPKHFHSA-N,CHEMBL1871,repaglinide,AR,-5.3559732,-5.3559732,0.39008424,0.36748523,0.0,0.9979022741317748,0.6987349390983582,0.000161211573868,-5.021502,6.155214309692383,227.0,71.0,420.0,620.0,101.0,693.0,172.0,164.0
FASDKYOPVNHBLU-ZETCQYMHSA-N,CHEMBL1871,pramipexole,AR,-2.7789342,-2.7789342,-0.10948532,0.3100611,0.14053014,0.0066353427246212,0.0233795549720525,0.0230988580733537,-2.8084605,5.052298426628113,103.0,602.0,475.0,138.0,631.0,621.0,610.0,640.0
FBHSPRKOSMHSIF-GRMWVWQJSA-N,CHEMBL1871,deflazacort,AR,-1.7177392,-1.7177392,0.4712048,0.31866267,0.13406827,0.9998741149902344,0.9064123630523682,0.9999985694885254,-1.7840623,6.496887564659119,81.0,41.0,468.0,144.0,40.0,31.5,56.0,103.0
FBOUYBDGKBSUES-VXKWHMMOSA-N,CHEMBL1871,solifenacin,AR,-5.0698247,-5.0698247,0.2363003,0.511872,0.028073167,0.0332054086029529,0.1402337849140167,0.0129650644958019,-5.3477755,5.8847982585430145,210.0,181.0,284.0,352.0,321.0,632.0,533.0,270.0
FDBYIYFVSAHJLY-UHFFFAOYSA-N,CHEMBL1871,resmetirom,AR,-4.3095093,-4.3095093,0.17856817,0.68418473,0.05050131,0.45387664437294,0.042631808668375,0.9820885062217712,-4.2046776,6.1394185572862625,170.0,234.0,133.0,303.0,561.0,281.0,371.0,172.0
FDLYAMZZIXQODN-UHFFFAOYSA-N,CHEMBL1871,olaparib,AR,-9.251855,-9.251855,-0.124379694,0.503549,0.0023452525,0.482789009809494,0.0146090313792228,0.2539522051811218,-8.136015,5.374199032783508,444.0,617.0,290.0,476.0,663.0,530.0,364.0,525.0
FDTZUTSGGSRHQF-UHFFFAOYSA-N,CHEMBL1871,nitazoxanide,AR,-5.074123,-5.074123,-0.27030003,0.21594748,0.040016536,0.0005596407572738,0.6811021566390991,0.0006253210594877,-5.021125,6.021504992619157,212.0,704.0,586.0,329.0,108.0,681.0,690.0,219.0
FELGMEQIXOGIFQ-UHFFFAOYSA-N,CHEMBL1871,ondansetron,AR,-1.4042915,-1.4042915,-0.09663408,0.6806771,0.06906323,0.0344497337937355,0.1634915471076965,0.9913954138755798,-1.5239393,5.34101402759552,72.0,578.0,137.0,259.0,288.0,247.0,529.0,541.0
FFGPTBGBLSHEPO-UHFFFAOYSA-N,CHEMBL1871,carbamazepine,AR,-7.4368706,-7.4368706,-0.004705308,0.3733803,0.055756625,0.0034450180828571,0.89803147315979,0.0314870104193687,-6.5408964,6.294621288776398,340.0,458.0,414.0,286.0,45.0,611.0,637.0,138.0
FGQFOYHRJSUHMR-UHFFFAOYSA-N,CHEMBL1871,lesinurad,AR,-2.4298115,-2.4298115,0.15728544,0.15138753,0.0,0.9345731735229492,0.1949696540832519,0.1922968477010727,-2.3782136,5.237785816192627,95.0,255.0,677.0,620.0,260.0,544.0,269.0,583.0
FIDLLEYNNRGVFR-CTNGQTDRSA-N,CHEMBL1871,baloxavir marboxil,AR,-12.93095,-12.93095,0.318334,0.65067154,0.12493532,0.989748239517212,0.0539149641990661,0.9983583092689514,-11.966918,5.840438529849052,643.0,108.0,158.0,153.0,510.0,153.0,205.0,285.0
FIKPXCOQUIZNHB-WDEREUQCSA-N,CHEMBL1871,repotrectinib,AR,-13.250046,-13.250046,0.07590494,0.8780803,0.26966503,0.0110355941578745,0.1917066127061844,0.991558074951172,-15.972912,6.6039347648620605,654.0,349.0,17.0,64.0,266.0,246.0,591.0,86.0
FIVSJYGQAIEMOC-ZGNKEGEESA-N,CHEMBL1871,rolapitant,AR,-3.2926693,-3.2926693,0.32231653,0.7694555,0.19065912,0.9997490048408508,0.338631808757782,0.9999760389328004,-3.4538279,6.364601314067841,124.0,104.0,82.0,96.0,189.0,59.0,103.0,127.0
FJHBVJOVLFPMQE-QFIPXVFZSA-N,CHEMBL1871,irinotecan,AR,-2.2054014,-2.2054014,0.290786,0.30326417,0.30421275,0.8677279353141785,0.8029943704605103,0.969147562980652,-2.2857084,6.788207411766052,87.0,130.0,481.0,53.0,78.0,312.0,302.0,57.0
FJZZPCZKBUKGGU-AUSIDOKSSA-N,CHEMBL1871,eliglustat,AR,-13.4234705,-13.4234705,0.1190751,0.20694193,0.0,0.9972776770591736,0.0577283501625061,0.9943607449531556,-12.50037,5.449927091598511,661.0,295.0,602.0,620.0,495.0,223.0,178.0,482.0
FKENQMMABCRJMK-RITPCOANSA-N,CHEMBL1871,sulbactam,AR,-9.714825,-9.714825,-0.089006506,0.23079701,0.0,0.1179062351584434,0.2126647979021072,0.6943976283073425,-8.358216,4.7335615158081055,463.0,566.0,566.0,620.0,244.0,455.0,466.0,702.0
FLSUCZWOEMTFAQ-PRBGKLEPSA-N,CHEMBL1871,sulopenem,AR,-13.760911,-13.760911,-0.23891853,0.28398606,0.04528129,0.1744551360607147,0.0976619720458984,0.961747944355011,-11.648062,6.052529022097588,673.0,692.0,498.0,317.0,392.0,322.0,438.0,201.0
FNHKPVJBJVTLMP-UHFFFAOYSA-N,CHEMBL1871,regorafenib,AR,-9.187276,-9.187276,-0.0035739057,0.5348921,0.0,0.9795911312103271,0.2017658352851867,0.982982873916626,-12.283034,6.3450689017772675,441.0,454.0,264.0,620.0,254.0,278.0,227.0,132.0
FNKQXYHWGSIFBK-RPDRRWSUSA-N,CHEMBL1871,sapropterin,AR,-9.841317,-9.841317,0.009841962,0.2876033,0.088442005,0.0008535965462215,0.1293144822120666,0.9999103546142578,-9.2422285,5.154329001903534,472.0,434.0,493.0,224.0,339.0,76.0,681.0,612.0
FPOHNWQLNRZRFC-ZHACJKMWSA-N,CHEMBL1871,panobinostat,AR,-5.1176257,-5.1176257,-0.10063541,0.7787282,0.005381339,0.102913036942482,0.1358270347118377,0.9999277591705322,-5.028081,5.425265729427338,216.0,586.0,78.0,450.0,328.0,70.0,473.0,494.0
FRVSRBKUQZKTOW-YOCNBXQISA-N,CHEMBL1871,revumenib,AR,-10.416375,-10.416375,0.18174505,0.8394023,0.0,0.9998076558113098,0.0777629613876342,0.9999908208847046,-9.347752,6.033384837210178,514.0,233.0,35.0,620.0,440.0,45.0,90.0,213.0
FTALBRSUTCGOEG-UHFFFAOYSA-N,CHEMBL1871,riluzole,AR,-2.023317,-2.023317,-0.15811874,0.15237094,0.017784938,0.0253469813615083,0.8637789487838745,0.6297742128372192,-2.0156229,6.361202359199524,85.0,646.0,675.0,390.0,55.0,466.0,548.0,128.0
FVTWTVQXNAJTQP-UHFFFAOYSA-N,CHEMBL1871,umeclidinium,AR,-11.017775,-11.017775,0.2443229,0.48310483,0.012621546,0.074769876897335,0.1162638068199157,0.9560267329216005,-11.132942,5.5740966796875,555.0,174.0,307.0,416.0,358.0,330.0,494.0,418.0
FWLMVFUGMHIOAA-UHFFFAOYSA-N,CHEMBL1871,defactinib,AR,-4.9058194,-4.9058194,0.07890905,0.5851738,0.11734163,0.021312192082405,0.037759244441986,0.8313188552856445,-6.927908,5.067128896713257,197.0,341.0,233.0,162.0,580.0,415.0,559.0,638.0
FWYSMLBETOMXAG-QHCPKHFHSA-N,CHEMBL1871,letermovir,AR,-10.679984,-10.679984,0.16220321,0.38219225,0.0,0.9998419284820556,0.3048427700996399,0.1590180099010467,-9.426983,5.896176643669605,529.0,253.0,402.0,620.0,204.0,556.0,77.0,265.0
FWZAWAUZXYCBKZ-NSHDSACASA-N,CHEMBL1871,pirtobrutinib,AR,-13.335453,-13.335453,0.007467137,0.55058026,0.0,0.9974021911621094,0.1117060333490371,0.9752587080001832,-13.958778,6.318529546260834,657.0,440.0,250.0,620.0,367.0,293.0,176.0,135.0
FYDWDCIFZSGNBU-UHFFFAOYSA-N,CHEMBL1871,revefenacin,AR,-5.2106934,-5.2106934,-0.14482467,0.7028184,0.019624237,0.0008266762015409,0.1102466955780983,0.0118799079209566,-5.040561,5.396832287311554,221.0,632.0,119.0,379.0,368.0,635.0,683.0,512.0
FYMHQCNFKNMJAV-HOTGVXAUSA-N,CHEMBL1871,finafloxacin,AR,-9.243288,-9.243288,0.009652086,0.7182374,0.018344188,0.9616489410400392,0.0235650371760129,0.4867323040962219,-7.303915,5.565821558237076,443.0,436.0,113.0,388.0,629.0,492.0,248.0,421.0
GBLBJPZSROAGMF-RWYJCYHVSA-N,CHEMBL1871,pralsetinib,AR,-5.516232,-5.516232,-0.16502619,0.886326,0.0219599,0.999367654323578,0.0107317492365837,0.9983941912651062,-6.3242106,6.550232827663422,241.0,653.0,12.0,375.0,685.0,152.0,130.0,92.0
GBXSMTUPTTWBMN-XIRDDKMYSA-N,CHEMBL1871,enalapril,AR,-11.931279,-11.931279,-0.042971294,0.2787861,0.060824886,0.059338554739952,0.0396307185292243,0.0123541476204991,-10.274155,5.314179182052612,601.0,510.0,502.0,272.0,575.0,633.0,504.0,550.0
GCKFUYQCUCGESZ-BPIQYHPVSA-N,CHEMBL1871,etonogestrel,AR,3.720381,3.720381,0.5913628,0.5260357,0.8078047,0.9998743534088136,0.9513453245162964,1.0,3.766329,7.567718267440796,17.0,7.0,271.0,6.0,9.0,6.0,55.0,11.0
GDLBFKVLRPITMI-UHFFFAOYSA-N,CHEMBL1871,diazoxide,AR,-3.9669452,-3.9669452,-0.31095418,0.56409216,0.0,0.0077586080878973,0.0674495548009872,0.0919169411063194,-3.894734,4.707748889923096,155.0,714.0,239.0,620.0,462.0,577.0,605.0,705.0
GEJDGVNQKABXKG-CFKGEZKQSA-N,CHEMBL1871,valbenazine,AR,-8.193926,-8.193926,0.2528083,0.2536696,0.0033297555,0.2488152831792831,0.4546588361263275,0.895753026008606,-7.8680544,6.833963572978973,382.0,163.0,540.0,467.0,155.0,377.0,417.0,50.0
GFHAXPJGXSQLPT-VIFPVBQESA-N,CHEMBL1871,cenobamate,AR,-6.962082,-6.962082,0.053893086,0.38459367,0.037468284,0.6745560765266418,0.0114677874371409,0.0025839819572865,-6.3855844,4.892917156219482,315.0,370.0,399.0,334.0,675.0,664.0,335.0,677.0
GFNANZIMVAIWHM-OBYCQNJPSA-N,CHEMBL1871,triamcinolone,AR,6.8905053,6.8905053,0.5286072,0.86176693,0.44473723,0.999890685081482,0.9480224251747132,0.9999895095825196,7.5190625,6.9914228320121765,4.0,22.0,24.0,27.0,10.0,47.0,49.0,30.0
GGCSSNBKKAUURC-UHFFFAOYSA-N,CHEMBL1871,sufentanil,AR,0.6850211,0.6850211,0.24416333,0.27210158,0.0035635454,0.4708631634712219,0.1002189293503761,0.9996135830879213,0.70252466,5.506337404251099,43.0,175.0,513.0,464.0,384.0,105.0,366.0,452.0
GGXICVAJURFBLW-CEYXHVGTSA-N,CHEMBL1871,latanoprost,AR,-11.326682,-11.326682,0.46990955,0.44580168,0.071241066,0.9999046325683594,0.7990443706512451,0.9549528956413268,-9.866953,6.193223208189011,567.0,43.0,336.0,256.0,80.0,334.0,33.0,154.0
GHILNKWBALQPDP-UHFFFAOYSA-N,CHEMBL1871,paltusotine,AR,-4.4955726,-4.4955726,0.1692396,0.90976506,0.30356404,0.0042932396754622,0.0915064215660095,0.8936204314231873,-4.4882655,5.580688416957855,180.0,244.0,6.0,54.0,403.0,379.0,626.0,414.0
GJJFMKBJSRMPLA-DZGCQCFKSA-N,CHEMBL1871,levomilnacipran,AR,-8.747368,-8.747368,0.017620202,0.27237847,0.0,0.1249658986926078,0.0086735961958765,0.1123984456062316,-9.830665,4.863284111022949,414.0,428.0,512.0,620.0,694.0,574.0,463.0,681.0
GJPICJJJRGTNOD-UHFFFAOYSA-N,CHEMBL1871,bosentan,AR,-8.826297,-8.826297,0.17794426,0.2705446,0.17161235,0.1612301766872406,0.2916193902492523,0.196399450302124,-8.223237,5.3516687750816345,418.0,235.0,515.0,112.0,208.0,542.0,442.0,535.0
GJSURZIOUXUGAL-UHFFFAOYSA-N,CHEMBL1871,clonidine,AR,-7.978041,-7.978041,-0.06238201,0.15832682,0.023987323,0.005137997213751,0.0180343706160783,0.561216413974762,-6.875427,4.957387328147888,368.0,541.0,667.0,364.0,651.0,482.0,620.0,665.0
GKCBAIGFKIBETG-UHFFFAOYSA-N,CHEMBL1871,tetracaine,AR,-7.258812,-7.258812,-0.23950553,0.15246916,0.027562698,0.0809598565101623,0.055503062903881,0.0212157629430294,-6.621859,5.298984169960022,335.0,693.0,672.0,355.0,503.0,624.0,487.0,559.0
GKHIVNAUVKXIIY-UHFFFAOYSA-N,CHEMBL1871,belumosudil,AR,-7.774624,-7.774624,-0.032035336,0.2880183,0.0,0.1013338565826416,0.054342083632946,0.0071992487646639,-7.821551,5.823596298694611,358.0,493.0,492.0,620.0,507.0,645.0,474.0,292.0
GLYMPHUVMRFTFV-QLFBSQMISA-N,CHEMBL1871,ensartinib,AR,-13.536389,-13.536389,0.10652185,0.3173609,0.0,0.766883909702301,0.0509610474109649,0.9939442276954652,-14.118005,6.8249831199646,667.0,307.0,469.0,620.0,524.0,226.0,321.0,51.0
GMRQFYUYWCNGIN-NKMMMXOESA-N,CHEMBL1871,calcitriol,AR,-10.464396,-10.464396,0.47680685,0.79324836,0.37056917,0.999784529209137,0.8539268374443054,0.9899264574050904,-12.393491,7.064188480377197,516.0,36.0,64.0,41.0,63.0,251.0,92.0,24.0
GNXFOGHNGIVQEH-UHFFFAOYSA-N,CHEMBL1871,methocarbamol,AR,-3.3478572,-3.3478572,-0.11373687,0.16421203,0.0139610665,0.999067485332489,0.0327902138233184,0.955933153629303,-3.3386872,5.107720971107483,126.0,610.0,657.0,411.0,593.0,331.0,146.0,628.0
GOTYRUGSSMKFNF-UHFFFAOYSA-N,CHEMBL1871,lenalidomide,AR,-6.5394707,-6.5394707,-0.05142941,0.21679206,0.07757089,0.0185785237699747,0.0330212078988552,0.551750898361206,-5.759323,4.852898001670837,292.0,526.0,585.0,244.0,592.0,483.0,563.0,687.0
GPNHMOZDMYNCPO-PDUMRIMRSA-N,CHEMBL1871,clascoterone,AR,6.024344,6.024344,0.5593625,0.17830694,0.48079264,0.999853491783142,0.9414461851119996,1.0,6.903017,7.617579221725464,10.0,16.0,638.0,22.0,15.0,6.0,70.0,10.0
GPXBXXGIAQBQNI-UHFFFAOYSA-N,CHEMBL1871,vemurafenib,AR,-12.924869,-12.924869,0.14510281,0.81972486,0.0,0.4902827143669128,0.068684235215187,0.9762198328971864,-16.688969,6.170418560504913,642.0,266.0,45.0,620.0,459.0,291.0,361.0,162.0
GXJABQQUPOEUTA-RDJZCZTQSA-N,CHEMBL1871,bortezomib,AR,-11.706597,-11.706597,-0.07393158,0.28501973,0.014650861,0.9992548823356628,0.8180521726608276,0.9999626874923706,-12.925253,5.8015951961278915,587.0,548.0,495.0,407.0,72.0,64.0,134.0,300.0
GXXLUDOKHXEFBQ-YJFSRANCSA-N,CHEMBL1871,tebipenem pivoxil,AR,-14.951642,-14.951642,-0.19580662,0.2971582,0.069589585,0.0386116243898868,0.0605811551213264,0.9848631024360656,-12.436494,6.236048102378845,706.0,673.0,485.0,258.0,485.0,270.0,522.0,146.0
GYDJEQRTZSCIOI-LJGSYFOKSA-N,CHEMBL1871,tranexamic acid,AR,-7.6974998,-7.6974998,-0.041105926,0.23031104,0.0,0.0007203343557193,0.0290727037936449,0.0035826270468533,-7.0190363,5.031467914581299,353.0,508.0,569.0,620.0,606.0,658.0,686.0,645.0
GYHCTFXIZSNGJT-UHFFFAOYSA-N,CHEMBL1871,tolvaptan,AR,-6.833168,-6.833168,0.14223336,0.8157144,0.0,0.9841596484184264,0.916601300239563,0.9996930360794068,-6.5687065,6.941666960716248,307.0,270.0,50.0,620.0,32.0,98.0,217.0,34.0
GYQYAJJFPNQOOW-UHFFFAOYSA-N,CHEMBL1871,gilteritinib,AR,-6.9918675,-6.9918675,-0.12848173,0.79743826,0.0,0.0022737386170774,0.0844427645206451,0.9992758631706238,-8.841862,5.62783145904541,317.0,621.0,60.0,620.0,426.0,121.0,653.0,390.0
GZOSMCIZMLWJML-VJLLXTKPSA-N,CHEMBL1871,abiraterone,AR,-2.6467214,-2.6467214,0.4281046,0.8561855,0.5404949,0.9998953342437744,0.7113070487976074,0.9999959468841552,-2.7258558,6.137054622173309,98.0,55.0,27.0,16.0,98.0,40.0,42.0,173.0
GZUITABIAKMVPG-UHFFFAOYSA-N,CHEMBL1871,raloxifene,AR,-5.032771,-5.032771,0.13525714,0.5951311,0.065143004,0.946430802345276,0.2989411652088165,0.0458984784781932,-5.206744,5.46180522441864,209.0,279.0,227.0,265.0,206.0,600.0,264.0,473.0
HARRKNSQXBRBGZ-GVKWWOCJSA-N,CHEMBL1871,zuranolone,AR,-3.244247,-3.244247,0.35913527,0.79270065,0.08576977,0.9999209642410278,0.6746907234191895,0.9999905824661256,-3.2814455,6.5967066287994385,118.0,82.0,65.0,232.0,111.0,46.0,24.0,87.0
HAYYBYPASCDWEQ-UHFFFAOYSA-N,CHEMBL1871,entrectinib,AR,-8.83858,-8.83858,-0.093111455,0.8363585,0.017067106,0.017687551677227,0.0793824568390846,0.948272705078125,-9.588334,6.683635473251343,419.0,574.0,37.0,392.0,436.0,338.0,570.0,73.0
HBOMLICNUCNMMY-XLPZGREQSA-N,CHEMBL1871,zidovudine,AR,-6.929858,-6.929858,-0.021420097,0.55564547,0.23490365,0.0897368192672729,0.0378778129816055,7.944389653857797e-05,-6.3442736,5.553472697734833,314.0,481.0,243.0,73.0,579.0,700.0,482.0,427.0
HCDMJFOHIXMBOV-UHFFFAOYSA-N,CHEMBL1871,pemigatinib,AR,-11.280914,-11.280914,0.248365,0.8700437,0.057706647,0.1370996981859207,0.2222405970096588,0.9998962879180908,-12.849766,6.65417355298996,564.0,169.0,23.0,278.0,240.0,79.0,457.0,77.0
