scope,kind,model_a,model_b,pairs_mean,pairs_median,pairs_count,spearman_mean,spearman_median,spearman_count,top10_intersection_mean,top10_intersection_median,top10_intersection_count,top10_chance_mean,top10_chance_median,top10_chance_count,top10_expected_under_tie_breaks_mean,top10_expected_under_tie_breaks_median,top10_expected_under_tie_breaks_count,top20_intersection_mean,top20_intersection_median,top20_intersection_count,top20_chance_mean,top20_chance_median,top20_chance_count,top20_expected_under_tie_breaks_mean,top20_expected_under_tie_breaks_median,top20_expected_under_tie_breaks_count,top50_intersection_mean,top50_intersection_median,top50_intersection_count,top50_chance_mean,top50_chance_median,top50_chance_count,top50_expected_under_tie_breaks_mean,top50_expected_under_tie_breaks_median,top50_expected_under_tie_breaks_count
FIVE_ALL_TARGETS,target,biomaster,conplex,720.0,720.0,382,0.009328416877571008,-0.008404683334844978,382,0.8219895287958116,0.0,382,0.1388888888888889,0.1388888888888889,382,0.8232984293193717,0.0,382,2.073298429319372,1.0,382,0.5555555555555556,0.5555555555555556,382,2.073298429319372,1.0,382,6.0942408376963355,5.0,382,3.4722222222222223,3.4722222222222223,382,6.099003251263108,5.0,382
FIVE_ALL_TARGETS,target,biomaster,drugclip,720.0,720.0,382,0.08052092514444706,0.08403949788997792,382,0.6308900523560209,0.0,382,0.1388888888888889,0.1388888888888889,382,0.6308900523560209,0.0,382,1.8926701570680629,1.0,382,0.5555555555555556,0.5555555555555556,382,1.8926701570680629,1.0,382,7.238219895287958,6.0,382,3.4722222222222223,3.4722222222222223,382,7.238219895287958,6.0,382
FIVE_ALL_TARGETS,target,biomaster,dtiam,720.0,720.0,382,0.05267089765799606,0.024067563986614037,382,0.9031413612565445,1.0,382,0.1388888888888889,0.1388888888888889,382,0.9031413612565445,1.0,382,2.217277486910995,2.0,382,0.5555555555555556,0.5555555555555556,382,2.217277486910995,2.0,382,8.651832460732985,6.0,382,3.4722222222222223,3.4722222222222223,382,8.651832460732985,6.0,382
FIVE_ALL_TARGETS,target,biomaster,probematch,720.0,720.0,382,0.07082448728096928,0.0761011788217184,382,0.2591623036649215,0.0,382,0.1388888888888889,0.1388888888888889,382,0.2624829679611016,0.0,382,1.0549738219895288,1.0,382,0.5555555555555556,0.5555555555555556,382,1.0628668887831192,1.0,382,6.0863874345549736,5.0,382,3.4722222222222223,3.4722222222222223,382,6.085089533195477,5.0,382
FIVE_ALL_TARGETS,target,conplex,probematch,720.0,720.0,382,-0.0488484416445028,-0.06718719896967779,382,0.14397905759162305,0.0,382,0.1388888888888889,0.1388888888888889,382,0.14512667082346786,0.0,382,0.5732984293193717,0.0,382,0.5555555555555556,0.5555555555555556,382,0.571478036137722,0.0,382,3.6178010471204187,3.0,382,3.4722222222222223,3.4722222222222223,382,3.6120231188960252,3.0,382
FIVE_ALL_TARGETS,target,drugclip,conplex,720.0,720.0,382,0.05156192629627127,0.049622004242759275,382,0.306282722513089,0.0,382,0.1388888888888889,0.1388888888888889,382,0.306282722513089,0.0,382,1.0418848167539267,0.0,382,0.5555555555555556,0.5555555555555556,382,1.0418848167539267,0.0,382,4.664921465968586,4.0,382,3.4722222222222223,3.4722222222222223,382,4.65994535435715,4.0,382
FIVE_ALL_TARGETS,target,drugclip,dtiam,720.0,720.0,382,0.07008745726691243,0.097672200647203,382,0.6073298429319371,0.0,382,0.1388888888888889,0.1388888888888889,382,0.6073298429319371,0.0,382,1.9214659685863875,1.0,382,0.5555555555555556,0.5555555555555556,382,1.9214659685863875,1.0,382,7.790575916230367,6.0,382,3.4722222222222223,3.4722222222222223,382,7.790575916230367,6.0,382
FIVE_ALL_TARGETS,target,drugclip,probematch,720.0,720.0,382,0.07993106683439928,0.08009552069818172,382,0.2774869109947644,0.0,382,0.1388888888888889,0.1388888888888889,382,0.27905418208976007,0.0,382,1.031413612565445,1.0,382,0.5555555555555556,0.5555555555555556,382,1.0339643675917294,1.0,382,5.892670157068062,5.0,382,3.4722222222222223,3.4722222222222223,382,5.888512473052049,5.0,382
FIVE_ALL_TARGETS,target,dtiam,conplex,720.0,720.0,382,-0.1338769169311764,-0.1435658977548101,382,0.5706806282722513,0.0,382,0.1388888888888889,0.1388888888888889,382,0.5706806282722513,0.0,382,1.6230366492146597,1.0,382,0.5555555555555556,0.5555555555555556,382,1.6230366492146597,1.0,382,4.698952879581152,4.0,382,3.4722222222222223,3.4722222222222223,382,4.693427258712012,4.0,382
FIVE_ALL_TARGETS,target,dtiam,probematch,720.0,720.0,382,0.19488187385634714,0.2456280032522259,382,0.8638743455497382,1.0,382,0.1388888888888889,0.1388888888888889,382,0.8597095423137188,1.0,382,2.1256544502617802,2.0,382,0.5555555555555556,0.5555555555555556,382,2.12604608638071,2.0,382,8.633507853403142,8.0,382,3.4722222222222223,3.4722222222222223,382,8.627011013829614,8.0,382
PAIRWISE_COMPLETE_TARGETS,target,biomaster,conplex,720.0,720.0,384,0.009003061054060712,-0.008404683334844978,384,0.8203125,0.0,384,0.1388888888888889,0.1388888888888889,384,0.8216145833333334,0.0,384,2.0651041666666665,1.0,384,0.5555555555555556,0.5555555555555556,384,2.0651041666666665,1.0,384,6.078125,5.0,384,3.4722222222222228,3.4722222222222223,384,6.082862609329446,5.0,384
PAIRWISE_COMPLETE_TARGETS,target,biomaster,drugclip,720.0,720.0,382,0.08052092514444706,0.08403949788997792,382,0.6308900523560209,0.0,382,0.1388888888888889,0.1388888888888889,382,0.6308900523560209,0.0,382,1.8926701570680629,1.0,382,0.5555555555555556,0.5555555555555556,382,1.8926701570680629,1.0,382,7.238219895287958,6.0,382,3.4722222222222223,3.4722222222222223,382,7.238219895287958,6.0,382
PAIRWISE_COMPLETE_TARGETS,target,biomaster,dtbind,720.0,720.0,78,0.19139978417165002,0.20639055886764973,78,0.8589743589743589,0.0,78,0.1388888888888889,0.1388888888888889,78,0.8589743589743589,0.0,78,2.4358974358974357,1.0,78,0.5555555555555556,0.5555555555555556,78,2.4358974358974357,1.0,78,9.73076923076923,8.0,78,3.472222222222222,3.4722222222222223,78,9.73076923076923,8.0,78
PAIRWISE_COMPLETE_TARGETS,target,biomaster,dtiam,720.0,720.0,384,0.05191241918259162,0.02235241938703444,384,0.8984375,1.0,384,0.1388888888888889,0.1388888888888889,384,0.8984375,1.0,384,2.2109375,2.0,384,0.5555555555555556,0.5555555555555556,384,2.2109375,2.0,384,8.625,6.0,384,3.4722222222222228,3.4722222222222223,384,8.625,6.0,384
PAIRWISE_COMPLETE_TARGETS,target,biomaster,nesso,719.0,719.0,27,0.19979318670346122,0.17757363148807476,27,1.2962962962962963,1.0,27,0.13908205841446453,0.13908205841446453,27,1.2962962962962963,1.0,27,2.7037037037037037,1.0,27,0.5563282336578581,0.5563282336578581,27,2.7037037037037037,1.0,27,8.74074074074074,6.0,27,3.477051460361613,3.477051460361613,27,8.74074074074074,6.0,27
PAIRWISE_COMPLETE_TARGETS,target,biomaster,probematch,720.0,720.0,384,0.07078433869587476,0.0761011788217184,384,0.2578125,0.0,384,0.1388888888888889,0.1388888888888889,384,0.2611158691696375,0.0,384,1.0520833333333333,1.0,384,0.5555555555555556,0.5555555555555556,384,1.0599352904040404,1.0,384,6.072916666666667,5.0,384,3.4722222222222228,3.4722222222222223,384,6.071625525210084,5.0,384
PAIRWISE_COMPLETE_TARGETS,target,conplex,dtbind,720.0,720.0,78,0.04957076282654394,0.037879655558020614,78,0.44871794871794873,0.0,78,0.1388888888888889,0.1388888888888889,78,0.44871794871794873,0.0,78,1.294871794871795,1.0,78,0.5555555555555556,0.5555555555555556,78,1.294871794871795,1.0,78,6.5256410256410255,5.0,78,3.472222222222222,3.4722222222222223,78,6.5256410256410255,5.0,78
PAIRWISE_COMPLETE_TARGETS,target,conplex,nesso,719.0,719.0,27,0.16078222457391,0.17201831821788174,27,0.8518518518518519,0.0,27,0.13908205841446453,0.13908205841446453,27,0.8518518518518519,0.0,27,1.9259259259259258,1.0,27,0.5563282336578581,0.5563282336578581,27,1.9259259259259258,1.0,27,6.0,4.0,27,3.477051460361613,3.477051460361613,27,6.0,4.0,27
PAIRWISE_COMPLETE_TARGETS,target,conplex,probematch,720.0,720.0,384,-0.04908857971070465,-0.06718719896967779,384,0.14583333333333334,0.0,384,0.1388888888888889,0.1388888888888889,384,0.14697496941292898,0.0,384,0.5755208333333334,0.0,384,0.5555555555555556,0.5555555555555556,384,0.5737099213661714,0.0,384,3.6119791666666665,3.0,384,3.4722222222222228,3.4722222222222223,384,3.606231331818442,3.0,384
PAIRWISE_COMPLETE_TARGETS,target,drugclip,conplex,720.0,720.0,382,0.05156192629627127,0.049622004242759275,382,0.306282722513089,0.0,382,0.1388888888888889,0.1388888888888889,382,0.306282722513089,0.0,382,1.0418848167539267,0.0,382,0.5555555555555556,0.5555555555555556,382,1.0418848167539267,0.0,382,4.664921465968586,4.0,382,3.4722222222222223,3.4722222222222223,382,4.65994535435715,4.0,382
PAIRWISE_COMPLETE_TARGETS,target,drugclip,dtbind,720.0,720.0,78,0.11909198902049106,0.11016714213159035,78,0.3717948717948718,0.0,78,0.1388888888888889,0.1388888888888889,78,0.3717948717948718,0.0,78,1.0512820512820513,1.0,78,0.5555555555555556,0.5555555555555556,78,1.0512820512820513,1.0,78,5.705128205128205,4.5,78,3.472222222222222,3.4722222222222223,78,5.705128205128205,4.5,78
PAIRWISE_COMPLETE_TARGETS,target,drugclip,dtiam,720.0,720.0,382,0.07008745726691243,0.097672200647203,382,0.6073298429319371,0.0,382,0.1388888888888889,0.1388888888888889,382,0.6073298429319371,0.0,382,1.9214659685863875,1.0,382,0.5555555555555556,0.5555555555555556,382,1.9214659685863875,1.0,382,7.790575916230367,6.0,382,3.4722222222222223,3.4722222222222223,382,7.790575916230367,6.0,382
PAIRWISE_COMPLETE_TARGETS,target,drugclip,nesso,719.0,719.0,26,0.09139161056348152,0.06334559825301571,26,0.38461538461538464,0.0,26,0.13908205841446453,0.13908205841446453,26,0.38461538461538464,0.0,26,1.3076923076923077,1.0,26,0.5563282336578581,0.5563282336578581,26,1.3076923076923077,1.0,26,5.923076923076923,5.0,26,3.477051460361613,3.477051460361613,26,5.923076923076923,5.0,26
PAIRWISE_COMPLETE_TARGETS,target,drugclip,probematch,720.0,720.0,382,0.07993106683439928,0.08009552069818172,382,0.2774869109947644,0.0,382,0.1388888888888889,0.1388888888888889,382,0.27905418208976007,0.0,382,1.031413612565445,1.0,382,0.5555555555555556,0.5555555555555556,382,1.0339643675917294,1.0,382,5.892670157068062,5.0,382,3.4722222222222223,3.4722222222222223,382,5.888512473052049,5.0,382
PAIRWISE_COMPLETE_TARGETS,target,dtiam,conplex,720.0,720.0,384,-0.13475836519638912,-0.1440265902140444,384,0.5677083333333334,0.0,384,0.1388888888888889,0.1388888888888889,384,0.5677083333333334,0.0,384,1.6171875,1.0,384,0.5555555555555556,0.5555555555555556,384,1.6171875,1.0,384,4.682291666666667,4.0,384,3.4722222222222228,3.4722222222222223,384,4.676794825072887,4.0,384
PAIRWISE_COMPLETE_TARGETS,target,dtiam,dtbind,720.0,720.0,78,0.0542234099049775,0.10331839633583792,78,0.1282051282051282,0.0,78,0.1388888888888889,0.1388888888888889,78,0.1282051282051282,0.0,78,0.6923076923076923,0.0,78,0.5555555555555556,0.5555555555555556,78,0.6923076923076923,0.0,78,5.487179487179487,3.0,78,3.472222222222222,3.4722222222222223,78,5.487179487179487,3.0,78
PAIRWISE_COMPLETE_TARGETS,target,dtiam,nesso,719.0,719.0,27,-0.33190399440365903,-0.3589661595129475,27,0.4444444444444444,0.0,27,0.13908205841446453,0.13908205841446453,27,0.4444444444444444,0.0,27,0.8888888888888888,0.0,27,0.5563282336578581,0.5563282336578581,27,0.8888888888888888,0.0,27,2.7777777777777777,1.0,27,3.477051460361613,3.477051460361613,27,2.7777777777777777,1.0,27
PAIRWISE_COMPLETE_TARGETS,target,dtiam,probematch,720.0,720.0,384,0.1935127561181542,0.2411954062133123,384,0.859375,1.0,384,0.1388888888888889,0.1388888888888889,384,0.8552318884475015,1.0,384,2.1276041666666665,2.0,384,0.5555555555555556,0.5555555555555556,384,2.1279937630141434,2.0,384,8.611979166666666,8.0,384,3.4722222222222228,3.4722222222222223,384,8.605516164799253,8.0,384
PAIRWISE_COMPLETE_TARGETS,target,nesso,dtbind,719.0,719.0,8,0.32464296099073775,0.3815816976915881,8,1.25,0.0,8,0.13908205841446453,0.13908205841446453,8,1.25,0.0,8,4.0,2.5,8,0.5563282336578581,0.5563282336578581,8,4.0,2.5,8,13.375,10.5,8,3.477051460361613,3.477051460361613,8,13.375,10.5,8
PAIRWISE_COMPLETE_TARGETS,target,nesso,probematch,719.0,719.0,27,0.04263333820362551,0.060728319455676485,27,0.7037037037037037,0.0,27,0.13908205841446453,0.13908205841446453,27,0.6778900112233446,0.0,27,1.7037037037037037,1.0,27,0.5563282336578581,0.5563282336578581,27,1.7037037037037037,1.0,27,7.518518518518518,7.0,27,3.477051460361613,3.477051460361613,27,7.518518518518518,7.0,27
PAIRWISE_COMPLETE_TARGETS,target,probematch,dtbind,720.0,720.0,78,0.19871095880307063,0.23544909420721005,78,0.5641025641025641,0.0,78,0.1388888888888889,0.1388888888888889,78,0.5629370629370629,0.0,78,1.5,1.0,78,0.5555555555555556,0.5555555555555556,78,1.5,1.0,78,7.0256410256410255,6.0,78,3.472222222222222,3.4722222222222223,78,7.0256410256410255,6.0,78
SEVEN_SAME_TARGETS,target,biomaster,conplex,719.0,719.0,8,0.07205357105206253,0.059240300233245516,8,0.875,0.0,8,0.13908205841446453,0.13908205841446453,8,0.875,0.0,8,3.25,1.0,8,0.5563282336578581,0.5563282336578581,8,3.25,1.0,8,8.375,6.0,8,3.477051460361613,3.477051460361613,8,8.375,6.0,8
SEVEN_SAME_TARGETS,target,biomaster,drugclip,719.0,719.0,8,0.07302085310765105,0.05767979616794708,8,0.5,0.0,8,0.13908205841446453,0.13908205841446453,8,0.5,0.0,8,1.75,1.0,8,0.5563282336578581,0.5563282336578581,8,1.75,1.0,8,7.25,6.0,8,3.477051460361613,3.477051460361613,8,7.25,6.0,8
SEVEN_SAME_TARGETS,target,biomaster,dtbind,719.0,719.0,8,0.2180921031187391,0.19717639839986562,8,1.25,1.0,8,0.13908205841446453,0.13908205841446453,8,1.25,1.0,8,3.25,2.0,8,0.5563282336578581,0.5563282336578581,8,3.25,2.0,8,10.0,8.0,8,3.477051460361613,3.477051460361613,8,10.0,8.0,8
SEVEN_SAME_TARGETS,target,biomaster,dtiam,719.0,719.0,8,-0.05409135351415385,-0.044056279844038745,8,0.625,0.0,8,0.13908205841446453,0.13908205841446453,8,0.625,0.0,8,1.25,1.0,8,0.5563282336578581,0.5563282336578581,8,1.25,1.0,8,6.375,5.5,8,3.477051460361613,3.477051460361613,8,6.375,5.5,8
SEVEN_SAME_TARGETS,target,biomaster,nesso,719.0,719.0,8,0.268371551843257,0.25657480729322035,8,2.5,1.5,8,0.13908205841446453,0.13908205841446453,8,2.5,1.5,8,4.625,2.0,8,0.5563282336578581,0.5563282336578581,8,4.625,2.0,8,12.75,8.0,8,3.477051460361613,3.477051460361613,8,12.75,8.0,8
SEVEN_SAME_TARGETS,target,biomaster,probematch,719.0,719.0,8,0.10568929758368721,0.09451567088928178,8,0.75,0.0,8,0.13908205841446453,0.13908205841446453,8,0.7992424242424242,0.3333333333333333,8,2.375,1.0,8,0.5563282336578581,0.5563282336578581,8,2.375,1.0,8,9.125,5.5,8,3.477051460361613,3.477051460361613,8,9.107142857142858,5.5,8
SEVEN_SAME_TARGETS,target,conplex,dtbind,719.0,719.0,8,0.07750001450301063,0.09457333569058893,8,0.5,0.0,8,0.13908205841446453,0.13908205841446453,8,0.5,0.0,8,2.25,1.0,8,0.5563282336578581,0.5563282336578581,8,2.25,1.0,8,8.25,5.5,8,3.477051460361613,3.477051460361613,8,8.25,5.5,8
SEVEN_SAME_TARGETS,target,conplex,nesso,719.0,719.0,8,0.19776776311939936,0.22047415376614327,8,1.75,0.0,8,0.13908205841446453,0.13908205841446453,8,1.75,0.0,8,4.125,1.5,8,0.5563282336578581,0.5563282336578581,8,4.125,1.5,8,8.625,5.0,8,3.477051460361613,3.477051460361613,8,8.625,5.0,8
SEVEN_SAME_TARGETS,target,conplex,probematch,719.0,719.0,8,-0.025947713875052503,-0.028265165887341216,8,0.75,0.0,8,0.13908205841446453,0.13908205841446453,8,0.7045454545454546,0.0,8,2.375,1.0,8,0.5563282336578581,0.5563282336578581,8,2.3125,1.0,8,7.0,3.0,8,3.477051460361613,3.477051460361613,8,7.0,3.0,8
SEVEN_SAME_TARGETS,target,drugclip,conplex,719.0,719.0,8,0.06527369058276707,0.045564114417416875,8,0.125,0.0,8,0.13908205841446453,0.13908205841446453,8,0.125,0.0,8,0.75,0.0,8,0.5563282336578581,0.5563282336578581,8,0.75,0.0,8,5.25,1.5,8,3.477051460361613,3.477051460361613,8,5.25,1.5,8
SEVEN_SAME_TARGETS,target,drugclip,dtbind,719.0,719.0,8,0.12535311396071083,0.12083921498247034,8,0.0,0.0,8,0.13908205841446453,0.13908205841446453,8,0.0,0.0,8,0.625,0.0,8,0.5563282336578581,0.5563282336578581,8,0.625,0.0,8,4.875,4.0,8,3.477051460361613,3.477051460361613,8,4.875,4.0,8
SEVEN_SAME_TARGETS,target,drugclip,dtiam,719.0,719.0,8,0.06954688696560747,0.12139972092704737,8,0.5,0.0,8,0.13908205841446453,0.13908205841446453,8,0.5,0.0,8,1.375,0.5,8,0.5563282336578581,0.5563282336578581,8,1.375,0.5,8,5.25,3.0,8,3.477051460361613,3.477051460361613,8,5.25,3.0,8
SEVEN_SAME_TARGETS,target,drugclip,nesso,719.0,719.0,8,0.12392734818812366,0.09126678960642491,8,0.75,0.5,8,0.13908205841446453,0.13908205841446453,8,0.75,0.5,8,2.0,1.0,8,0.5563282336578581,0.5563282336578581,8,2.0,1.0,8,7.25,5.5,8,3.477051460361613,3.477051460361613,8,7.25,5.5,8
SEVEN_SAME_TARGETS,target,drugclip,probematch,719.0,719.0,8,0.05872254609357394,0.005023508318281305,8,0.375,0.0,8,0.13908205841446453,0.13908205841446453,8,0.36363636363636365,0.0,8,1.0,0.5,8,0.5563282336578581,0.5563282336578581,8,1.0,0.5,8,7.875,5.0,8,3.477051460361613,3.477051460361613,8,7.875,5.0,8
SEVEN_SAME_TARGETS,target,dtiam,conplex,719.0,719.0,8,-0.21000064237985816,-0.24003200015824833,8,0.5,0.0,8,0.13908205841446453,0.13908205841446453,8,0.5,0.0,8,1.125,1.0,8,0.5563282336578581,0.5563282336578581,8,1.125,1.0,8,4.25,4.0,8,3.477051460361613,3.477051460361613,8,4.25,4.0,8
SEVEN_SAME_TARGETS,target,dtiam,dtbind,719.0,719.0,8,-0.044874193954286566,-0.09541479272359576,8,0.125,0.0,8,0.13908205841446453,0.13908205841446453,8,0.125,0.0,8,0.5,0.0,8,0.5563282336578581,0.5563282336578581,8,0.5,0.0,8,3.75,2.0,8,3.477051460361613,3.477051460361613,8,3.75,2.0,8
SEVEN_SAME_TARGETS,target,dtiam,nesso,719.0,719.0,8,-0.36220439803626137,-0.4146170591246277,8,0.875,1.0,8,0.13908205841446453,0.13908205841446453,8,0.875,1.0,8,1.625,1.0,8,0.5563282336578581,0.5563282336578581,8,1.625,1.0,8,5.0,2.0,8,3.477051460361613,3.477051460361613,8,5.0,2.0,8
SEVEN_SAME_TARGETS,target,dtiam,probematch,719.0,719.0,8,0.1985246108952404,0.21001140154450876,8,0.75,0.5,8,0.13908205841446453,0.13908205841446453,8,0.696969696969697,0.45454545454545453,8,1.625,1.0,8,0.5563282336578581,0.5563282336578581,8,1.6136363636363638,1.0,8,6.875,4.5,8,3.477051460361613,3.477051460361613,8,6.839285714285714,4.5,8
SEVEN_SAME_TARGETS,target,nesso,dtbind,719.0,719.0,8,0.32464296099073775,0.3815816976915881,8,1.25,0.0,8,0.13908205841446453,0.13908205841446453,8,1.25,0.0,8,4.0,2.5,8,0.5563282336578581,0.5563282336578581,8,4.0,2.5,8,13.375,10.5,8,3.477051460361613,3.477051460361613,8,13.375,10.5,8
SEVEN_SAME_TARGETS,target,nesso,probematch,719.0,719.0,8,0.035771043059906284,0.12163610606395192,8,1.375,1.0,8,0.13908205841446453,0.13908205841446453,8,1.2878787878787878,1.0,8,2.5,1.5,8,0.5563282336578581,0.5563282336578581,8,2.5,1.5,8,10.625,9.0,8,3.477051460361613,3.477051460361613,8,10.625,9.0,8
SEVEN_SAME_TARGETS,target,probematch,dtbind,719.0,719.0,8,0.09838819774585647,0.14410091637098427,8,0.625,0.5,8,0.13908205841446453,0.13908205841446453,8,0.6136363636363636,0.45454545454545453,8,2.0,1.0,8,0.5563282336578581,0.5563282336578581,8,2.0,1.0,8,7.875,5.0,8,3.477051460361613,3.477051460361613,8,7.875,5.0,8
