scope,kind,entity_id,model_a,model_b,pairs,spearman,top10_intersection,top10_chance,top10_expected_under_tie_breaks,top10_boundary_ties_a,top10_boundary_ties_b,top20_intersection,top20_chance,top20_expected_under_tie_breaks,top20_boundary_ties_a,top20_boundary_ties_b,top50_intersection,top50_chance,top50_expected_under_tie_breaks,top50_boundary_ties_a,top50_boundary_ties_b
SEVEN_SAME_TARGETS,target,CHEMBL2023,biomaster,nesso,719,0.17757363148807476,2,0.13908205841446453,2.0,1,1,3,0.5563282336578581,3.0,1,1,8,3.477051460361613,8.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,biomaster,probematch,719,0.02387350338361493,0,0.13908205841446453,0.6666666666666666,1,15,1,0.5563282336578581,1.0,1,11,4,3.477051460361613,3.857142857142857,1,7
SEVEN_SAME_TARGETS,target,CHEMBL2023,biomaster,dtbind,719,0.03463385556744009,1,0.13908205841446453,1.0,1,1,4,0.5563282336578581,4.0,1,2,8,3.477051460361613,8.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,drugclip,dtiam,719,-0.14638634924972133,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,1,3.477051460361613,1.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,drugclip,conplex,719,-0.07214411793238716,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,1,3.477051460361613,1.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,drugclip,nesso,719,0.023767664519095053,1,0.13908205841446453,1.0,1,1,1,0.5563282336578581,1.0,1,1,5,3.477051460361613,5.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,drugclip,probematch,719,-0.08564756792102252,0,0.13908205841446453,0.0,1,15,1,0.5563282336578581,1.0,1,11,5,3.477051460361613,5.0,1,7
SEVEN_SAME_TARGETS,target,CHEMBL2023,drugclip,dtbind,719,-0.024782289997502337,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,2,5,3.477051460361613,5.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,dtiam,conplex,719,-0.13313003692420472,1,0.13908205841446453,1.0,1,1,3,0.5563282336578581,3.0,1,1,6,3.477051460361613,6.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,dtiam,nesso,719,-0.4442352204859643,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,3,3.477051460361613,3.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,dtiam,probematch,719,0.6315941387585489,3,0.13908205841446453,2.6666666666666665,1,15,6,0.5563282336578581,5.909090909090909,1,11,18,3.477051460361613,17.714285714285715,1,7
SEVEN_SAME_TARGETS,target,CHEMBL2023,dtiam,dtbind,719,-0.26155969847567373,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,2,0,3.477051460361613,0.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,conplex,nesso,719,0.01848426698353072,0,0.13908205841446453,0.0,1,1,2,0.5563282336578581,2.0,1,1,4,3.477051460361613,4.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,conplex,probematch,719,-0.2031987946459359,0,0.13908205841446453,0.0,1,15,0,0.5563282336578581,0.0,1,11,0,3.477051460361613,0.0,1,7
SEVEN_SAME_TARGETS,target,CHEMBL2023,conplex,dtbind,719,0.029218912319645404,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,2,2,3.477051460361613,2.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,nesso,probematch,719,-0.42746742353066497,1,0.13908205841446453,0.6666666666666666,1,15,1,0.5563282336578581,1.0,1,11,1,3.477051460361613,1.0,1,7
SEVEN_SAME_TARGETS,target,CHEMBL2023,nesso,dtbind,719,0.3144512480476496,2,0.13908205841446453,2.0,1,1,3,0.5563282336578581,3.0,1,2,11,3.477051460361613,11.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2023,probematch,dtbind,719,-0.3755498069182467,0,0.13908205841446453,0.0,15,1,0,0.5563282336578581,0.0,11,2,0,3.477051460361613,0.0,7,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,biomaster,drugclip,719,-0.06287916648910137,0,0.13908205841446453,0.0,1,1,2,0.5563282336578581,2.0,1,1,7,3.477051460361613,7.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,biomaster,dtiam,719,0.016999619259602892,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,1,3.477051460361613,1.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,biomaster,conplex,719,-0.04156360951357348,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,2,3.477051460361613,2.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,biomaster,nesso,719,0.12277449335776634,1,0.13908205841446453,1.0,1,1,1,0.5563282336578581,1.0,1,1,6,3.477051460361613,6.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,biomaster,probematch,719,0.11248439039571882,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,5,3.477051460361613,5.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,biomaster,dtbind,719,0.13506741032955863,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,6,3.477051460361613,6.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,drugclip,dtiam,719,-0.00724427755205776,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,2,3.477051460361613,2.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,drugclip,conplex,719,0.08975279026431805,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,2,3.477051460361613,2.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,drugclip,nesso,719,-0.10754455597697721,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,1,3.477051460361613,1.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,drugclip,probematch,719,-0.007702524526610906,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,4,3.477051460361613,4.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,drugclip,dtbind,719,-0.13790025501122818,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,1,3.477051460361613,1.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,dtiam,conplex,719,-0.3271488083045811,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,0,3.477051460361613,0.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,dtiam,nesso,719,-0.3849988977632911,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,0,3.477051460361613,0.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,dtiam,probematch,719,-0.07784705668011692,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,0,3.477051460361613,0.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,dtiam,dtbind,719,0.22536868877441626,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,4,3.477051460361613,4.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,conplex,nesso,719,0.058704951663279666,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,2,3.477051460361613,2.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,conplex,probematch,719,0.0904015254825494,0,0.13908205841446453,0.0,1,1,2,0.5563282336578581,2.0,1,1,7,3.477051460361613,7.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,conplex,dtbind,719,-0.2225904498773365,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,1,3.477051460361613,1.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,nesso,probematch,719,0.16516275312740925,1,0.13908205841446453,1.0,1,1,2,0.5563282336578581,2.0,1,1,8,3.477051460361613,8.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,nesso,dtbind,719,0.12285070710623008,0,0.13908205841446453,0.0,1,1,2,0.5563282336578581,2.0,1,1,10,3.477051460361613,10.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2085,probematch,dtbind,719,0.07441471608348013,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,3,3.477051460361613,3.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,biomaster,drugclip,719,0.21633594322042762,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,1,3.477051460361613,1.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,biomaster,dtiam,719,-0.03148133002783131,2,0.13908205841446453,2.0,1,1,3,0.5563282336578581,3.0,1,1,12,3.477051460361613,12.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,biomaster,conplex,719,0.08114641580444024,3,0.13908205841446453,3.0,1,1,8,0.5563282336578581,8.0,1,1,13,3.477051460361613,13.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,biomaster,nesso,719,0.5003624269238071,7,0.13908205841446453,7.0,1,1,9,0.5563282336578581,9.0,1,1,22,3.477051460361613,22.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,biomaster,probematch,719,0.35871374277954915,2,0.13908205841446453,2.0,1,1,5,0.5563282336578581,5.0,1,1,16,3.477051460361613,16.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,biomaster,dtbind,719,0.42810334565814206,3,0.13908205841446453,3.0,1,1,8,0.5563282336578581,8.0,1,1,18,3.477051460361613,18.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,drugclip,dtiam,719,0.1521057927061,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,0,3.477051460361613,0.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,drugclip,conplex,719,0.04634087148592768,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,1,3.477051460361613,1.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,drugclip,nesso,719,0.13311127985195573,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,2,3.477051460361613,2.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,drugclip,probematch,719,0.2050997077597974,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,6,3.477051460361613,6.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,drugclip,dtbind,719,0.14048073095954683,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,0,3.477051460361613,0.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,dtiam,conplex,719,-0.21662012445916298,2,0.13908205841446453,2.0,1,1,2,0.5563282336578581,2.0,1,1,7,3.477051460361613,7.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,dtiam,nesso,719,-0.29817002232698353,3,0.13908205841446453,3.0,1,1,5,0.5563282336578581,5.0,1,1,11,3.477051460361613,11.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,dtiam,probematch,719,0.08431030511056666,0,0.13908205841446453,0.0,1,1,3,0.5563282336578581,3.0,1,1,9,3.477051460361613,9.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,dtiam,dtbind,719,-0.12205056022546544,1,0.13908205841446453,1.0,1,1,2,0.5563282336578581,2.0,1,1,10,3.477051460361613,10.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,conplex,nesso,719,0.21985548943013614,5,0.13908205841446453,5.0,1,1,9,0.5563282336578581,9.0,1,1,12,3.477051460361613,12.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,conplex,probematch,719,0.041676864500450675,2,0.13908205841446453,2.0,1,1,7,0.5563282336578581,7.0,1,1,12,3.477051460361613,12.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,conplex,dtbind,719,0.15992775906153245,2,0.13908205841446453,2.0,1,1,7,0.5563282336578581,7.0,1,1,15,3.477051460361613,15.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,nesso,probematch,719,0.3378738072454392,3,0.13908205841446453,3.0,1,1,7,0.5563282336578581,7.0,1,1,14,3.477051460361613,14.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,nesso,dtbind,719,0.4624399730378381,4,0.13908205841446453,4.0,1,1,11,0.5563282336578581,11.0,1,1,22,3.477051460361613,22.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL2326,probematch,dtbind,719,0.3760785821416405,2,0.13908205841446453,2.0,1,1,7,0.5563282336578581,7.0,1,1,22,3.477051460361613,22.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,biomaster,drugclip,719,-0.134790143640644,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,0,3.477051460361613,0.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,biomaster,dtiam,719,-0.1495781988337532,1,0.13908205841446453,1.0,1,1,2,0.5563282336578581,2.0,1,1,9,3.477051460361613,9.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,biomaster,conplex,719,0.17068142043692033,3,0.13908205841446453,3.0,1,1,7,0.5563282336578581,7.0,1,1,13,3.477051460361613,13.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,biomaster,nesso,719,0.36347158890597825,6,0.13908205841446453,6.0,1,1,10,0.5563282336578581,10.0,1,1,18,3.477051460361613,18.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,biomaster,probematch,719,0.018389437511864594,0,0.13908205841446453,0.0,1,1,3,0.5563282336578581,3.0,1,1,8,3.477051460361613,8.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,biomaster,dtbind,719,0.3718460708275421,4,0.13908205841446453,4.0,1,1,7,0.5563282336578581,7.0,1,1,13,3.477051460361613,13.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,drugclip,dtiam,719,0.09407617159876838,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,4,3.477051460361613,4.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,drugclip,conplex,719,0.04478735734890607,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,5,3.477051460361613,5.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,drugclip,nesso,719,0.05757170732589239,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,0,3.477051460361613,0.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,drugclip,probematch,719,-0.09253027972669149,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,5,3.477051460361613,5.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,drugclip,dtbind,719,-0.08586767862105761,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,0,3.477051460361613,0.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,dtiam,conplex,719,-0.24558605849999465,1,0.13908205841446453,1.0,1,1,2,0.5563282336578581,2.0,1,1,6,3.477051460361613,6.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,dtiam,nesso,719,-0.47206840648985604,1,0.13908205841446453,1.0,1,1,3,0.5563282336578581,3.0,1,1,10,3.477051460361613,10.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,dtiam,probematch,719,0.28191449860288087,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,4,3.477051460361613,4.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,dtiam,dtbind,719,-0.30546293528414586,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,7,3.477051460361613,7.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,conplex,nesso,719,0.27339732138372375,3,0.13908205841446453,3.0,1,1,9,0.5563282336578581,9.0,1,1,13,3.477051460361613,13.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,conplex,probematch,719,-0.23613822086494193,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,3,3.477051460361613,3.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,conplex,dtbind,719,0.2124724025050707,2,0.13908205841446453,2.0,1,1,5,0.5563282336578581,5.0,1,1,13,3.477051460361613,13.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,nesso,probematch,719,-0.12741178878639606,1,0.13908205841446453,1.0,1,1,2,0.5563282336578581,2.0,1,1,6,3.477051460361613,6.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,nesso,dtbind,719,0.4424798726088354,4,0.13908205841446453,4.0,1,1,8,0.5563282336578581,8.0,1,1,19,3.477051460361613,19.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL261,probematch,dtbind,719,-0.07725787569546894,1,0.13908205841446453,1.0,1,1,3,0.5563282336578581,3.0,1,1,8,3.477051460361613,8.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL3474,biomaster,drugclip,719,0.0937461823460057,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,5,3.477051460361613,5.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL3474,biomaster,dtiam,719,-0.1125613507342076,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,5,3.477051460361613,5.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL3474,biomaster,conplex,719,0.08322010087968745,0,0.13908205841446453,0.0,1,1,0,0.5563282336578581,0.0,1,1,4,3.477051460361613,4.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL3474,biomaster,nesso,719,0.2761091697304753,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,4,3.477051460361613,4.0,1,1
SEVEN_SAME_TARGETS,target,CHEMBL3474,biomaster,probematch,719,0.07654695138284476,0,0.13908205841446453,0.0,1,1,1,0.5563282336578581,1.0,1,1,4,3.477051460361613,4.0,1,1
