target_id,gene,pairs,binder_vs_pic50_spearman,retargetmap_vs_nesso_spearman,valid_confidence_pairs,retargetmap_vs_nesso_valid_confidence_spearman
CHEMBL1871,AR,719,0.6686528152817219,0.26339969110094363,718,0.26428679073495404
CHEMBL1902,FKBP1A,719,-0.41897772749989354,0.24974992348549713,719,0.24974992348549713
CHEMBL2023,COMT,719,-0.20849553116561614,0.17757363148807476,715,0.17436359237213658
CHEMBL2085,MIF,719,-0.36691777628838157,0.12277449335776634,718,0.12311359796731187
CHEMBL2326,CA7,719,-0.21594759176251968,0.5003624269238071,719,0.5003624269238071
CHEMBL261,CA1,719,-0.2247493423626904,0.36347158890597825,719,0.36347158890597825
CHEMBL3474,PLA2G2A,719,-0.28330534258480844,0.2761091697304753,719,0.2761091697304753
CHEMBL4073,MMP7,719,-0.4480220839580404,0.19353148975351356,719,0.19353148975351356
