arm,variant,ap_mean,ap_std,auroc_mean,auroc_std,target_macro_ap_mean,target_macro_ap_std,drug_macro_ap_mean,drug_macro_ap_std,target_p5_mean,target_p5_std,drug_p5_mean,drug_p5_std,balanced_query_ap_mean,balanced_query_ap_std,validation_binding_ap_mean,validation_binding_ap_std,validation_balanced_query_ap_mean,validation_balanced_query_ap_std,fit_seconds_mean,fit_seconds_std
all_inactive,native,0.9585242156815825,0.0007190036622571741,0.9172446814704404,0.0008712957452645675,0.6993898824207377,0.005223436809162869,0.663638015892709,0.008056610709794338,0.6359173126614988,0.0015664542187315007,0.6296296296296297,0.007407407407407335,0.6815139491567233,0.005246405995891097,0.9646500528982087,0.0002294645532250922,0.7014076407478109,0.004994853536952288,45178.58297350226,4671.840397853533
all_inactive,query,0.9585714859316674,0.0008006416873886817,0.9173030732313503,0.0013457219352847527,0.6977071337430251,0.004026119873700098,0.6578315732213773,0.0048854443106126095,0.6364341085271318,0.002541642838876746,0.6160493827160494,0.005657500857970169,0.6777693534822012,0.0019239181173045222,0.963679026612707,0.0007811795813338697,0.7041451346922845,0.0047841459120617925,45178.58297350226,4671.840397853533
kdki_inactive,native,0.9738309118295679,0.00040607529412419255,0.9434582661725476,0.0007675173532472012,0.6995231182207803,0.0033952109133208535,0.6730775796023568,0.009072414566864367,0.6518087855297158,0.004269434532779901,0.634567901234568,0.016700925010455173,0.6863003489115685,0.006196190267915984,0.9777833404375915,0.0011901036134194277,0.7196199261248508,0.007977774140911756,9717.504774517069,951.9255728909003
kdki_inactive,query,0.9753346932213568,0.002199059253564248,0.9474427475314986,0.0061919119985365855,0.7049700415197481,0.009699960783182872,0.6682117450968552,0.01433399130934229,0.655813953488372,0.0027131782945736043,0.6296296296296297,0.02428680934926669,0.6865908933083017,0.006076009309608721,0.9783267825398508,0.00026283596432557284,0.722273273389347,0.003417730969227854,9717.504774517069,951.9255728909003
