model_id,arm,view,seed,model,panel,scope,pairs,positive,negative,prevalence,random_ap,auroc,ap,brier,precision,recall,false_positive_rate,threshold,mean_probability,top1pct_n,top1pct_precision,top1pct_enrichment,top5pct_n,top5pct_precision,top5pct_enrichment,top10pct_n,top10pct_precision,top10pct_enrichment
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_IC50,spr112_targets,18916,15215,3701,0.8043455275956862,0.8043455275956862,0.6763903992339646,0.8860117921452123,0.18048696301861103,0.854194642730935,0.7943476832073612,0.5574169143474736,0.5165016308787567,0.6936727696176509,190,0.9947368421052631,1.2367033917359946,946,0.9566596194503171,1.1893640066725073,1892,0.927061310782241,1.1525660042561203
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_IC50,old_parent_pair_unseen,59008,41208,17800,0.6983459869848156,0.6983459869848156,0.697788273767066,0.8327990695765376,0.21763970984353656,0.7921647301401543,0.6899145796932634,0.4190449438202247,0.5165016308787567,0.60283568049875,591,0.9695431472081218,1.3883421187744334,2951,0.9390037275499831,1.344611045313274,5901,0.9128961193018132,1.3072261261832991
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_IC50,targets_both_arms,79864,61668,18196,0.7721626765501353,0.7721626765501353,0.7037680600861237,0.8793978022976207,0.1972207385477009,0.8449911140211392,0.7324544334176558,0.45537480765003296,0.5165016308787567,0.643629689105187,799,0.981226533166458,1.2707510515146592,3994,0.9541812719078618,1.2357257102492294,7987,0.9336421685238513,1.2091262591131358
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_IC50,targets_neither,26,10,16,0.38461538461538464,0.38461538461538464,0.76875,0.68890608875129,0.18962581364278502,0.8333333333333334,0.5,0.0625,0.5165016308787567,0.3628868189508262,1,1.0,2.5999999999999996,2,0.5,1.2999999999999998,3,0.6666666666666666,1.7333333333333332
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_IC50,targets_only_all,5814,3495,2319,0.6011351909184727,0.6011351909184727,0.7265937725365073,0.7736299867149511,0.2367615062258767,0.8076351016360932,0.4660944206008584,0.1673134971970677,0.5165016308787567,0.42773841398493856,59,0.7457627118644068,1.2405906743289445,291,0.8350515463917526,1.3891243750276536,582,0.8350515463917526,1.3891243750276536
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_EC50,all,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.6914666875952871,0.8422105198431273,0.2223451033610011,0.8070428066500851,0.7216434507784151,0.4317516110134739,0.5165016308787567,0.6193634824077866,120,0.9583333333333334,1.3413076983105077,598,0.9331103678929766,1.3060049946033387,1196,0.9280936454849499,1.2989834623742884
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_EC50,document_disjoint,188,166,22,0.8829787234042553,0.8829787234042553,0.7349397590361445,0.9258459376363833,0.12913472060880346,0.9315068493150684,0.8192771084337349,0.45454545454545453,0.5165016308787567,0.7246453770721719,2,1.0,1.1325301204819278,10,0.8,0.9060240963855423,19,0.8947368421052632,1.0133164235890932
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_EC50,raw_source_assay_disjoint,8644,5962,2682,0.6897269782508099,0.6897269782508099,0.6617590626790953,0.7984700060019967,0.24271084961780465,0.7861089187056038,0.6682321368668233,0.4041759880686055,0.5165016308787567,0.5752869630480095,87,0.8735632183908046,1.266534797009412,433,0.8868360277136259,1.2857783669165685,865,0.8658959537572254,1.255418420710744
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_EC50,raw_source_assay_and_document_disjoint,188,166,22,0.8829787234042553,0.8829787234042553,0.7349397590361445,0.9258459376363833,0.12913472060880346,0.9315068493150684,0.8192771084337349,0.45454545454545453,0.5165016308787567,0.7246453770721719,2,1.0,1.1325301204819278,10,0.8,0.9060240963855423,19,0.8947368421052632,1.0133164235890932
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_EC50,spr112_targets,1412,1010,402,0.7152974504249292,0.7152974504249292,0.6941911728486281,0.8279644249877515,0.2055928711827869,0.8109559613319012,0.7475247524752475,0.43781094527363185,0.5165016308787567,0.6334374588441457,15,0.9333333333333333,1.3048184818481847,71,0.8591549295774648,1.201115604518198,142,0.8661971830985915,1.2109608143912982
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_EC50,old_parent_pair_unseen,11538,8197,3341,0.7104350840700294,0.7104350840700294,0.6898436207434138,0.8397368072714495,0.22418812470735885,0.8034571934122772,0.7201415151884836,0.4322059263693505,0.5165016308787567,0.6173145671128463,116,0.9568965517241379,1.3469162393306213,577,0.9393414211438474,1.3222058456944874,1154,0.9298093587521664,1.3087886277031227
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_EC50,targets_both_arms,10895,7950,2945,0.7296925195043598,0.7296925195043598,0.6812298854256761,0.84696482397458,0.22234519095351418,0.8084666298952013,0.7374842767295597,0.47164685908319187,0.5165016308787567,0.6372593623292018,109,0.963302752293578,1.3201488661935261,545,0.9339449541284404,1.2799157578904854,1090,0.9302752293577982,1.2748866193526052
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_EC50,targets_neither,2,0,2,0.0,,,,0.26957554658710337,0.0,,0.5,0.5165016308787567,0.46678598961498274,1,0.0,,1,0.0,,1,0.0,
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ACTIVITY_EC50,targets_only_all,1060,593,467,0.559433962264151,0.559433962264151,0.7361960199472071,0.7808920618064077,0.22225508901488594,0.7823834196891192,0.5092748735244519,0.17987152034261242,0.5165016308787567,0.4357121081075676,11,0.9090909090909091,1.6250191629618271,53,0.9056603773584906,1.6188870151770658,106,0.9056603773584906,1.6188870151770658
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ALL_ENDPOINT_UNION,all,132331,93249,39082,0.7046648177675677,0.7046648177675677,0.799881942177824,0.9012640805433927,0.17333848665972867,0.8472408186687069,0.7600081502214501,0.3269535847704826,0.5165016308787567,0.6250625764531726,1324,0.9962235649546828,1.413755220688888,6617,0.9953150974761976,1.4124660013954327,13234,0.9845851594378117,1.3972389916628065
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ALL_ENDPOINT_UNION,document_disjoint,4371,942,3429,0.21551132463967054,0.21551132463967054,0.8898769332885054,0.7257612573019109,0.12337732217375397,0.5895008605851979,0.727176220806794,0.13910761154855644,0.5165016308787567,0.35139935039262077,44,1.0,4.640127388535032,219,0.9041095890410958,4.1951836663467414,438,0.8082191780821918,3.7502399441584506
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ALL_ENDPOINT_UNION,raw_source_assay_disjoint,82109,61020,21089,0.7431584844535922,0.7431584844535922,0.6973950037159709,0.8591127778471765,0.21515122449315824,0.8311424068939379,0.6828253031792855,0.40139409170657686,0.5165016308787567,0.6032337430035838,822,0.9659367396593674,1.2997722018467879,4106,0.939113492450073,1.2636786258863166,8211,0.9173060528559249,1.2343343607660953
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ALL_ENDPOINT_UNION,raw_source_assay_and_document_disjoint,1930,934,996,0.48393782383419687,0.48393782383419687,0.8253952641400721,0.8232313460474812,0.17225032770539256,0.7348484848484849,0.7269807280513919,0.2459839357429719,0.5165016308787567,0.5241638919170749,20,1.0,2.0663811563169165,97,0.9587628865979382,1.9811695622419923,193,0.9430051813471503,1.948608137044968
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ALL_ENDPOINT_UNION,spr112_targets,24945,19339,5606,0.7752655842854279,0.7752655842854279,0.7576632554296229,0.9103220260061067,0.16327241306250861,0.8569730372291565,0.8201044521433373,0.4721726721369961,0.5165016308787567,0.6991714495403403,250,1.0,1.289880552251926,1248,0.9983974358974359,1.2878134359822917,2495,0.9839679358717435,1.2692011045204323
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ALL_ENDPOINT_UNION,old_parent_pair_unseen,98314,64784,33530,0.6589498952336391,0.6589498952336391,0.7938220179810445,0.880763612956479,0.18291135256558466,0.8154792067835546,0.7452148678686096,0.32579779302117506,0.5165016308787567,0.6044299729201059,984,0.9949186991869918,1.5098548560118228,4916,0.9943043124491456,1.5089224835472541,9832,0.9831163547599675,1.4919440186137234
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ALL_ENDPOINT_UNION,targets_both_arms,124429,88447,35982,0.7108230396450989,0.7108230396450989,0.8048871949803019,0.9061177684868336,0.16794152921459113,0.8486065099323883,0.7790654290139858,0.34164304374409427,0.5165016308787567,0.6389204029339276,1245,0.9959839357429718,1.4011700243146996,6222,0.99598199935712,1.4011673001685425,12443,0.9856144016716226,1.3865819573936744
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ALL_ENDPOINT_UNION,targets_neither,895,608,287,0.6793296089385474,0.6793296089385474,0.5103039611223179,0.6888661338853523,0.39618485333918513,0.7532467532467533,0.09539473684210527,0.06620209059233449,0.5165016308787567,0.2842201213943625,9,0.7777777777777778,1.144919590643275,45,0.7333333333333333,1.0794956140350878,90,0.6888888888888889,1.0140716374269008
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,ALL_ENDPOINT_UNION,targets_only_all,7007,4194,2813,0.5985443128300271,0.5985443128300271,0.7194207068110268,0.7716274263971715,0.24071261535430638,0.8035413153456998,0.45445875059608964,0.16565943832207608,0.5165016308787567,0.4225134835608913,71,0.7746478873239436,1.2942197774150868,351,0.8575498575498576,1.4327257634363024,701,0.8487874465049928,1.4180862273868586
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,EXPLICIT_INACTIVE,all,10649,0,10649,0.0,,,,0.12226931421623131,0.0,,0.15344163771246128,0.5165016308787567,0.2559754977318601,107,0.0,,533,0.0,,1065,0.0,
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,EXPLICIT_INACTIVE,document_disjoint,2788,0,2788,0.0,,,,0.08689841872316366,0.0,,0.09253945480631277,0.5165016308787567,0.22216122228643778,28,0.0,,140,0.0,,279,0.0,
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,EXPLICIT_INACTIVE,raw_source_assay_disjoint,521,0,521,0.0,,,,0.18947655577429123,0.0,,0.2399232245681382,0.5165016308787567,0.36589332384848267,6,0.0,,27,0.0,,53,0.0,
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,EXPLICIT_INACTIVE,raw_source_assay_and_document_disjoint,362,0,362,0.0,,,,0.10757486707559413,0.0,,0.08011049723756906,0.5165016308787567,0.2861654275588326,4,0.0,,19,0.0,,37,0.0,
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,EXPLICIT_INACTIVE,spr112_targets,1008,0,1008,0.0,,,,0.1977380473525763,0.0,,0.2619047619047619,0.5165016308787567,0.35831225395877325,11,0.0,,51,0.0,,101,0.0,
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,EXPLICIT_INACTIVE,old_parent_pair_unseen,8057,0,8057,0.0,,,,0.1079648374530622,0.0,,0.13330023581978404,0.5165016308787567,0.2347775581440095,81,0.0,,403,0.0,,806,0.0,
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,EXPLICIT_INACTIVE,targets_both_arms,10634,0,10634,0.0,,,,0.12209042390672849,0.0,,0.1531878879067143,0.5165016308787567,0.25569075846135386,107,0.0,,532,0.0,,1064,0.0,
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,EXPLICIT_INACTIVE,targets_neither,7,0,7,0.0,,,,0.20991657714458065,0.0,,0.2857142857142857,0.5165016308787567,0.40513040105127035,1,0.0,,1,0.0,,1,0.0,
dtiam__kdki_inactive__native__20260921,kdki_inactive,native,20260921,WeightedEnsemble_L2,EXPLICIT_INACTIVE,targets_only_all,8,0,8,0.0,,,,0.2833679030605605,0.0,,0.375,0.5165016308787567,0.5039546326478791,1,0.0,,1,0.0,,1,0.0,
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,AFFINITY_KD_KI,all,34327,23190,11137,0.6755615113467532,0.6755615113467532,0.9545853723566652,0.9778738565912473,0.078113910750586,0.8852911747048229,0.9538163001293661,0.2573403968752806,0.36564435202287393,0.6853912358631057,344,1.0,1.4802501078050885,1717,0.9994175888177053,1.4793879935897098,3433,0.9994174191669094,1.4793877424641009
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,AFFINITY_KD_KI,document_disjoint,503,331,172,0.658051689860835,0.658051689860835,0.8740602824422117,0.9287220046063662,0.13609639994874917,0.762589928057554,0.9607250755287009,0.5755813953488372,0.36564435202287393,0.7009219813620519,6,1.0,1.5196374622356497,26,1.0,1.5196374622356497,51,1.0,1.5196374622356497
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,AFFINITY_KD_KI,raw_source_assay_disjoint,3485,2448,1037,0.7024390243902439,0.7024390243902439,0.6707431646718474,0.8428644610416895,0.2456996599008253,0.7561779242174629,0.75,0.570877531340405,0.36564435202287393,0.5427713581845361,35,1.0,1.4236111111111112,175,0.9828571428571429,1.3992063492063493,349,0.9570200573065902,1.3624243871378543
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,AFFINITY_KD_KI,raw_source_assay_and_document_disjoint,488,324,164,0.6639344262295082,0.6639344262295082,0.8840710629328516,0.936262061627259,0.13016727197153471,0.769041769041769,0.9660493827160493,0.573170731707317,0.36564435202287393,0.7042876238700824,5,1.0,1.5061728395061729,25,1.0,1.5061728395061729,49,1.0,1.5061728395061729
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,AFFINITY_KD_KI,spr112_targets,4910,3714,1196,0.7564154786150713,0.7564154786150713,0.9538330514747597,0.984897157421208,0.07278905464127546,0.8861629048086359,0.9725363489499192,0.3879598662207358,0.36564435202287393,0.7775159698518134,50,1.0,1.3220247711362412,246,1.0,1.3220247711362412,491,1.0,1.3220247711362412
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,AFFINITY_KD_KI,old_parent_pair_unseen,27439,18074,9365,0.6586974743977551,0.6586974743977551,0.9517346731574725,0.9748487445793225,0.0824589527834163,0.8757779818385879,0.9498174172844971,0.2600106780565937,0.36564435202287393,0.6722447175875395,275,1.0,1.5181476153590792,1372,0.999271137026239,1.5170410937735406,2744,0.999271137026239,1.5170410937735406
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,AFFINITY_KD_KI,targets_both_arms,33205,22416,10789,0.6750790543592833,0.6750790543592833,0.9615287936023347,0.9811406738673293,0.0703484049009051,0.8911421623181237,0.9644896502498216,0.24478635647418667,0.36564435202287393,0.6952031553702975,333,1.0,1.4813079942897929,1661,0.9993979530403372,1.4804161773155065,3321,0.9993977717554954,1.4804159087768212
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,AFFINITY_KD_KI,targets_neither,870,599,271,0.6885057471264368,0.6885057471264368,0.4783094825939913,0.6775999207470907,0.3090620204344355,0.6818181818181818,0.6510851419031719,0.6715867158671587,0.36564435202287393,0.3953897248830215,9,0.7777777777777778,1.1296605453533668,44,0.6590909090909091,0.9572772803156776,87,0.7011494252873564,1.0183639398998332
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,AFFINITY_KD_KI,targets_only_all,252,175,77,0.6944444444444444,0.6944444444444444,0.5353617810760669,0.7419743566658666,0.3040217135827499,0.7171052631578947,0.6228571428571429,0.5584415584415584,0.36564435202287393,0.393710788705842,3,1.0,1.44,13,0.9230769230769231,1.3292307692307694,26,0.9230769230769231,1.3292307692307694
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_IC50,all,85704,65173,20531,0.7604429198170447,0.7604429198170447,0.6212262791085948,0.8430275023911007,0.2521818755826496,0.7872178749272457,0.7471038620287542,0.6410306365983147,0.36564435202287393,0.5701474991041366,858,0.965034965034965,1.2690432639798175,4286,0.9428371441903873,1.2398526169685753,8571,0.9257962898144907,1.2174434999503032
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_IC50,document_disjoint,995,509,486,0.5115577889447236,0.5115577889447236,0.6757318877489146,0.7216358372427817,0.2411607922817185,0.5755494505494505,0.8231827111984283,0.6358024691358025,0.36564435202287393,0.5599811504757353,10,1.0,1.9548133595284873,50,0.94,1.837524557956778,100,0.92,1.7984282907662084
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_IC50,raw_source_assay_disjoint,70620,53437,17183,0.7566836590201076,0.7566836590201076,0.6015364976612689,0.8311135211941233,0.2646056779203963,0.7790597173926153,0.7253214065160843,0.6397020310772275,0.36564435202287393,0.551975315556626,707,0.9646393210749646,1.274825099730786,3531,0.9340130274709714,1.2343507307670716,7062,0.9131973945058057,1.2068417014428205
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_IC50,raw_source_assay_and_document_disjoint,994,508,486,0.5110663983903421,0.5110663983903421,0.6768109426136548,0.7219835738513154,0.24074353064287835,0.5755494505494505,0.8248031496062992,0.6358024691358025,0.36564435202287393,0.5603532524161156,10,1.0,1.9566929133858266,50,0.94,1.839291338582677,100,0.92,1.8001574803149607
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_IC50,spr112_targets,18916,15215,3701,0.8043455275956862,0.8043455275956862,0.6061881561972707,0.8653285270891315,0.23772243999729067,0.8222895715663314,0.784620440354913,0.6971088894893273,0.36564435202287393,0.6045115929422877,190,0.9947368421052631,1.2367033917359946,946,0.9482029598308668,1.1788502916963968,1892,0.9228329809725159,1.147309146768065
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_IC50,old_parent_pair_unseen,59008,41208,17800,0.6983459869848156,0.6983459869848156,0.6077152637810047,0.7945305442837377,0.2649102968357901,0.7237634826547469,0.7229906814210832,0.6388202247191012,0.36564435202287393,0.5532836673080596,591,0.9543147208121827,1.3665356980606989,2951,0.9291765503219248,1.330538970136773,5901,0.9062870699881376,1.2977622652363623
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_IC50,targets_both_arms,79864,61668,18196,0.7721626765501353,0.7721626765501353,0.6205513137111165,0.8498940487885719,0.2510159916891958,0.7987814403999375,0.74620548744892,0.6370630907891844,0.36564435202287393,0.5808852964232111,799,0.9637046307884856,1.2480590684518973,3994,0.9454181271907862,1.224376877958827,7987,0.928884437210467,1.2029646930884208
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_IC50,targets_neither,26,10,16,0.38461538461538464,0.38461538461538464,0.471875,0.4374676385705797,0.24773250709046898,0.3333333333333333,0.4,0.5,0.36564435202287393,0.3731814287095064,1,0.0,0.0,2,0.5,1.2999999999999998,3,0.6666666666666666,1.7333333333333332
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_IC50,targets_only_all,5814,3495,2319,0.6011351909184727,0.6011351909184727,0.5762248909765135,0.6621250370501008,0.2682169348959599,0.6310564878279367,0.7639484978540773,0.6731349719706771,0.36564435202287393,0.42352859176662333,59,0.711864406779661,1.1842001891321743,291,0.711340206185567,1.1833281713198531,582,0.7044673539518901,1.171895048891642
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_EC50,all,11957,8543,3414,0.7144768754704357,0.7144768754704357,0.6545356270333317,0.8322140707417631,0.239670584525859,0.7439323090625696,0.782160833430879,0.6736965436438196,0.36564435202287393,0.6145766137014803,120,0.9583333333333334,1.3413076983105077,598,0.939799331103679,1.3153670375754056,1196,0.9264214046822743,1.2966429516312716
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_EC50,document_disjoint,188,166,22,0.8829787234042553,0.8829787234042553,0.6900328587075576,0.9245638299630331,0.11535041467447198,0.8950276243093923,0.9759036144578314,0.8636363636363636,0.36564435202287393,0.771970403354053,2,1.0,1.1325301204819278,10,0.9,1.0192771084337349,19,0.8947368421052632,1.0133164235890932
dtiam__kdki_inactive__query__20260921,kdki_inactive,query,20260921,RandomForestEntr,ACTIVITY_EC50,raw_source_assay_disjoint,8644,5962,2682,0.6897269782508099,0.6897269782508099,0.6247718273399939,0.7913099823208541,0.25911482248606876,0.7171159467359532,0.7406910432740691,0.6495152870991797,0.36564435202287393,0.5675634735374974,87,0.8160919540229885,1.1832101393114243,433,0.8799076212471132,1.275733223425033,865,0.8774566473988439,1.2721796813343855
