arm,view,panel,scope,pairs_mean,pairs_std,positive_mean,positive_std,negative_mean,negative_std,ap_mean,ap_std,auroc_mean,auroc_std,false_positive_rate_mean,false_positive_rate_std,top1pct_precision_mean,top1pct_precision_std,top5pct_precision_mean,top5pct_precision_std
all_inactive,query,AFFINITY_KD_KI,targets_both_arms,33205.0,0.0,22416.0,0.0,10789.0,0.0,0.962929931555077,0.0007670088007836695,0.9271389327128796,0.0009208124407964923,0.27608366546173574,0.01808615993501413,1.0,0.0,0.9997993176801124,0.0003475919742261148
all_inactive,query,AFFINITY_KD_KI,targets_neither,870.0,0.0,599.0,0.0,271.0,0.0,0.7034488241743958,0.0013388935574141147,0.5158803007061791,0.010151685919304525,0.26199261992619927,0.11295371118091488,0.6666666666666666,0.0,0.7196969696969697,0.06560798513518476
all_inactive,query,AFFINITY_KD_KI,targets_only_all,252.0,0.0,175.0,0.0,77.0,0.0,0.7926735707094097,0.017670578374175974,0.6398268398268397,0.010234821859026575,0.19913419913419914,0.09833607525195279,1.0,0.0,0.9487179487179488,0.0444115591684327
all_inactive,query,ALL_ENDPOINT_UNION,all,132331.0,0.0,93249.0,0.0,39082.0,0.0,0.9759817786695574,0.0003182583462635091,0.9460972024323366,0.0007939057012711208,0.2013373590570254,0.014067166047071668,1.0,0.0,0.9995969976323611,0.0001745051440802837
all_inactive,query,ALL_ENDPOINT_UNION,document_disjoint,4371.0,0.0,942.0,0.0,3429.0,0.0,0.692692383612184,0.010636039169105427,0.8400357200572858,0.00907346347284864,0.22717993584135318,0.026180208006154965,0.9772727272727272,0.0,0.9467275494672754,0.0026363025990393707
all_inactive,query,ALL_ENDPOINT_UNION,old_parent_pair_unseen,98314.0,0.0,64784.0,0.0,33530.0,0.0,0.9724580050281869,0.0003396847650155017,0.9483580885801679,0.0006873239234671277,0.18338801073665376,0.012887953514864854,1.0,0.0,0.9994575535665854,0.00011744309788236951
all_inactive,query,ALL_ENDPOINT_UNION,raw_source_assay_and_document_disjoint,1930.0,0.0,934.0,0.0,996.0,0.0,0.8119582588619156,0.008094337093859337,0.8051723310085452,0.004319766816348122,0.356760374832664,0.019580458468955928,1.0,0.0,0.9828178694158076,0.005952064630820975
all_inactive,query,ALL_ENDPOINT_UNION,raw_source_assay_disjoint,8290.0,0.0,4677.0,0.0,3613.0,0.0,0.788944155014235,0.004665188863358315,0.7453206250056836,0.006781556880999475,0.3276132484546545,0.022308285240481143,0.963855421686747,0.012048192771084376,0.9397590361445783,0.014657259109152405
all_inactive,query,ALL_ENDPOINT_UNION,spr112_targets,24945.0,0.0,19339.0,0.0,5606.0,0.0,0.9774144260181717,0.0010089197331922082,0.931052750780399,0.0030684199521935846,0.2830895469140207,0.016598956102296548,1.0,0.0,0.999732905982906,0.0004626204080045222
all_inactive,query,ALL_ENDPOINT_UNION,targets_both_arms,124429.0,0.0,88447.0,0.0,35982.0,0.0,0.9767990478800058,0.00028822817567308894,0.9466188198620998,0.0007509514521595892,0.21089248327867638,0.013908874250071611,1.0,0.0,0.9995714132647594,0.0001855835002216891
all_inactive,query,ALL_ENDPOINT_UNION,targets_neither,895.0,0.0,608.0,0.0,287.0,0.0,0.6998714313091146,0.0011301476054260487,0.522373005684944,0.010827920122231757,0.2601626016260163,0.11053225554450764,0.6666666666666666,0.0,0.725925925925926,0.06415002990995843
all_inactive,query,ALL_ENDPOINT_UNION,targets_only_all,7007.0,0.0,4194.0,0.0,2813.0,0.0,0.9766201035311594,0.0007613440741116679,0.9663230042771533,0.0011703437062809735,0.07311292807204645,0.006558167603754812,1.0,0.0,1.0,0.0
all_inactive,query,EXPLICIT_INACTIVE,all,10649.0,0.0,0.0,0.0,10649.0,0.0,,,,,0.29210880520862675,0.025019142857680452,0.0,0.0,0.0,0.0
all_inactive,query,EXPLICIT_INACTIVE,document_disjoint,2788.0,0.0,0.0,0.0,2788.0,0.0,,,,,0.24079387852702058,0.031046723651446256,0.0,0.0,0.0,0.0
all_inactive,query,EXPLICIT_INACTIVE,old_parent_pair_unseen,8057.0,0.0,0.0,0.0,8057.0,0.0,,,,,0.24934839270199827,0.022022402253342534,0.0,0.0,0.0,0.0
all_inactive,query,EXPLICIT_INACTIVE,raw_source_assay_and_document_disjoint,362.0,0.0,0.0,0.0,362.0,0.0,,,,,0.6979742173112339,0.027944734632584706,0.0,0.0,0.0,0.0
