molregno,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls
31241,CHEMBL691,ETHINYL ESTRADIOL,BFPYWIDHMRZLRN-SLHNCBLASA-N,项目FDA注册表完整InChIKey匹配,True,NDA021676; NDA021690; NDA021840; NDA021873; NDA022045; NDA022262; NDA022501; NDA022532; NDA022574; NDA204017; NDA204061; NDA204426; NDA208612; NDA209405; NDA209627; NDA218718,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021676; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021690; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021840
31289,CHEMBL284348,DALFAMPRIDINE,NUKYPUAOHBNCPY-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022250,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022250
31811,CHEMBL696,ETHOSUXIMIDE,HAPOVYFOVVWLRS-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040253; ANDA040430; ANDA040506; ANDA040686; ANDA080258; ANDA210654; ANDA211928; NDA012380,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040253; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040430; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040506
31857,CHEMBL697,METHSUXIMIDE,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA217213; NDA010596,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217213; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010596
32027,CHEMBL698,TETRACAINE,GKCBAIGFKIBETG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021717; NDA208032; NDA208135; NDA210821,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021717; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208032; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208135
32869,CHEMBL701,BACLOFEN,KPYSYYIEGFHWSV-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022462; NDA208193; NDA215602,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022462; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208193; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215602
33055,CHEMBL702,PIPERACILLIN,IVBHGBMCVLDMKU-GXNBUGAJSA-N,项目FDA注册表完整InChIKey匹配,True,NDA206056,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206056
33202,CHEMBL704,MESALAMINE,KBOPZPXVLCULAV-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022000; NDA022301,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022000; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022301
33216,CHEMBL705,ALITRETINOIN,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA020886,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020886
33307,CHEMBL24778,SILODOSIN,PNCPYILNMDWPEY-QGZVFWFLSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA204726; ANDA204793; ANDA206541; ANDA209029; ANDA209745; ANDA210626; ANDA210687; ANDA211060; ANDA211166; ANDA213230,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204726; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204793; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206541
33373,CHEMBL707,DOXAZOSIN,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021269,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021269
33576,CHEMBL24828,VANDETANIB,UHTHHESEBZOYNR-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022405,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022405
33664,CHEMBL708,ZIPRASIDONE,MVWVFYHBGMAFLY-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077561; ANDA077562; ANDA077565; ANDA090348; ANDA204117; ANDA204375; ANDA208988; ANDA211908; ANDA216091; ANDA217595; NDA020825; NDA020919,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077561; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077562; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077565
33667,CHEMBL709,ALFUZOSIN,WNMJYKCGWZFFKR-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA079013; ANDA079060; ANDA090284; ANDA203192; NDA021287,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079013; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079060; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090284
33679,CHEMBL710,FINASTERIDE,DBEPLOCGEIEOCV-WSBQPABSSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076436; ANDA076437; ANDA076511; ANDA078341; ANDA078900; ANDA090060; ANDA090061; ANDA090121; ANDA090507; ANDA090508; ANDA091643; ANDA203687; ANDA204304; ANDA207750; ANDA218499; NDA020180; NDA020788,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076436; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076437; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076511
33889,CHEMBL713,ENTECAVIR ANHYDROUS,QDGZDCVAUDNJFG-FXQIFTODSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021797; NDA021798,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021797; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021798
33986,CHEMBL141,LAMIVUDINE,JTEGQNOMFQHVDC-NKWVEPMBSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077221; ANDA077411; ANDA077464; ANDA077558; ANDA077695; ANDA079124; ANDA079128; ANDA090159; ANDA090198; ANDA090457; ANDA090679; ANDA091144; ANDA091475; ANDA091606; ANDA202941; ANDA203259; ANDA203260; ANDA203277; ANDA203564; ANDA204990; ANDA205412; ANDA206375; ANDA206974; ANDA211306; ANDA212786; ANDA213038; ANDA216332; NDA020564; NDA020596; NDA022141; NDA022142; NDA205551; NDA210807; NDA211994; NDA215413,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077221; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077411; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077464
34094,CHEMBL714,ALBUTEROL,NDAUXUAQIAJITI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021747; NDA205636; NDA214070,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021747; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205636; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214070
34197,CHEMBL715,OLANZAPINE,KVWDHTXUZHCGIO-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022173; NDA213378,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022173; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213378
34234,CHEMBL716,QUETIAPINE,URKOMYMAXPYINW-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022047; NDA022172,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022047; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022172
34608,CHEMBL717,MEDROXYPROGESTERONE ACETATE,PSGAAPLEWMOORI-PEINSRQWSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040159; ANDA076553; ANDA077235; ANDA077334; ANDA210227; ANDA212824; ANDA212844; ANDA215397; NDA011839; NDA020246; NDA020527; NDA021583,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040159; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076553; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077235
35271,CHEMBL719,MUPIROCIN,MINDHVHHQZYEEK-HBBNESRFSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA065085; ANDA065123; ANDA065170; ANDA065192; ANDA090480; ANDA201587; ANDA207116; ANDA213053; ANDA213076; ANDA214811; ANDA217943,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065085; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065123; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065170
36662,CHEMBL723,CARVEDILOL,OGHNVEJMJSYVRP-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022012,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022012
36842,CHEMBL726,FLUPHENAZINE,PLDUPXSUYLZYBN-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040146; ANDA071413; ANDA074531; ANDA074725; ANDA075918; ANDA089556; ANDA089585; ANDA089740; ANDA089741; ANDA089742; ANDA089743; ANDA203732; ANDA207739; ANDA213647; ANDA213784; ANDA214534; ANDA214552; ANDA214674; ANDA215141; ANDA215365; ANDA215509; ANDA215674; ANDA216350; ANDA217189; ANDA217410; ANDA218055; ANDA218173; ANDA218283; ANDA218769,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040146; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071413; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074531
36864,CHEMBL727,THIOGUANINE,WYWHKKSPHMUBEB-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA012429,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012429
37266,CHEMBL728,PROCHLORPERAZINE,WIKYUJGCLQQFNW-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040058; ANDA040246; ANDA040268; ANDA040540; ANDA089903; ANDA204147; ANDA210710; ANDA212257; ANDA213626; ANDA213873; ANDA214107; ANDA214379; ANDA216202; ANDA216495; ANDA216595; ANDA216598; ANDA217478; ANDA217847; ANDA218515; ANDA218734; ANDA218912,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040058; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040246; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040268
37316,CHEMBL729,LOPINAVIR,KJHKTHWMRKYKJE-SUGCFTRWSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021906,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021906
37493,CHEMBL730,NITROGLYCERIN,SNIOPGDIGTZGOP-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021780,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021780
37820,CHEMBL734,ACETOHYDROXAMIC ACID,RRUDCFGSUDOHDG-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA018749,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018749
38588,CHEMBL30219,METHOHEXITAL SODIUM,KDXZREBVGAGZHS-UHFFFAOYSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA215488; NDA011559,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215488; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011559
38727,CHEMBL741,LAMOTRIGINE,PYZRQGJRPPTADH-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022115; NDA022251; NDA022509; NDA218879,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022115; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022251; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022509
38833,CHEMBL742,KETAMINE,YQEZLKZALYSWHR-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074524; ANDA074549; ANDA076092; ANDA215808; ANDA216809; NDA016812,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074524; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074549; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076092
38898,CHEMBL744,RILUZOLE,FTALBRSUTCGOEG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA209080,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209080
39624,CHEMBL748,PRALIDOXIME CHLORIDE,HIGSLXSBYYMVKI-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA014134; NDA021983,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014134; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021983
39857,CHEMBL750,ZONISAMIDE,UBQNRHZMVUUOMG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA214273,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214273
41434,CHEMBL753,PHENOXYBENZAMINE,QZVCTJOXCFMACW-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA204522; ANDA204551; ANDA212568; ANDA215042; ANDA215600,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204522; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204551; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212568
41644,CHEMBL754,FOSCARNET SODIUM,DFHAXXVZCFXGOQ-UHFFFAOYSA-K,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA212483; ANDA213001; ANDA213807; ANDA213987; ANDA216602; ANDA220068; NDA020068,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212483; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213001; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213807
42290,CHEMBL760,ANAGRELIDE,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076468; ANDA076811; ANDA076910; ANDA209151; NDA020333,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076468; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076811; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076910
42468,CHEMBL761,NAPHAZOLINE,CNIIGCLFLJGOGP-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA078208; ANDA202795; NDA020065; NDA020226; NDA020485,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078208; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202795; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020065
42520,CHEMBL762,OXYMETAZOLINE,WYWIFABBXFUGLM-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208032; NDA208552; NDA212520,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208032; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208552; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212520
43261,CHEMBL766,CILASTATIN,DHSUYTOATWAVLW-WFVMDLQDSA-N,项目FDA注册表完整InChIKey匹配,True,NDA212819,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212819
43740,CHEMBL771,CYCLOSERINE,DYDCUQKUCUHJBH-UWTATZPHSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA060593,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=060593
43934,CHEMBL148,IMIPENEM ANHYDROUS,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,项目FDA注册表完整InChIKey匹配,True,NDA212819,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212819
44010,CHEMBL773,GLYCINE,DHMQDGOQFOQNFH-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA016784; NDA017865; NDA018315,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016784; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017865; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018315
44905,CHEMBL778,DEXMEDETOMIDINE,CUHVIMMYOGQXCV-NSHDSACASA-N,项目FDA注册表完整InChIKey匹配,True,NDA206628; NDA215390,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206628; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215390
44920,CHEMBL779,TADALAFIL,WOXKDUGGOYFFRN-IIBYNOLFSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022332; NDA214522; NDA218490,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022332; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214522; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218490
45838,CHEMBL33986,BUTORPHANOL,IFKLAQQSCNILHL-QHAWAJNXSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074626; ANDA075045; ANDA075046; ANDA075499; ANDA075824; ANDA078400,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074626; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075045; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075046
46727,CHEMBL783,NATEGLINIDE,OELFLUMRDSZNSF-BRWVUGGUSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077461; ANDA077462; ANDA077463; ANDA205248; ANDA205544; ANDA206432,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077461; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077462; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077463
47340,CHEMBL786,TAMOXIFEN CITRATE,FQZYTYWMLGAPFJ-OQKDUQJOSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA070929; ANDA074732; ANDA075797; ANDA206694; ANDA213358; NDA021807,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=070929; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074732; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075797
47447,CHEMBL787,MONTELUKAST,UCHDWCPVSPXUMX-TZIWLTJVSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA078605; ANDA078723; ANDA090926; ANDA090984; ANDA200405; ANDA200889; ANDA201515; ANDA201522; ANDA201581; ANDA201582; ANDA202096; ANDA202468; ANDA202717; ANDA202843; ANDA202859; ANDA202906; ANDA203037; ANDA203366; ANDA203438; ANDA203582; ANDA204093; ANDA204290; ANDA204604; ANDA205683; ANDA205695; ANDA207463; ANDA207464; ANDA208621; ANDA209011; ANDA209012; ANDA210431; ANDA213471; NDA020829; NDA020830,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078605; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078723; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090926
49842,CHEMBL796,METHYLPHENIDATE,DUGOZIWVEXMGBE-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040300; ANDA075629; ANDA076655; ANDA076772; ANDA077707; ANDA078458; ANDA090710; ANDA091601; ANDA091695; ANDA200886; ANDA202892; ANDA203583; ANDA204602; ANDA205105; ANDA205135; ANDA205327; ANDA205756; ANDA206049; ANDA206497; ANDA206726; ANDA206932; ANDA207416; ANDA207417; ANDA207485; ANDA207488; ANDA207884; ANDA208737; ANDA208861; ANDA209753; ANDA210139; ANDA210354; ANDA210764; ANDA210924; ANDA210992; ANDA211009; ANDA211647; ANDA211779; ANDA211796; ANDA211918; ANDA212288; ANDA212697; ANDA213473; ANDA213567; ANDA213936; ANDA214447; ANDA217229; NDA010187; NDA021121; NDA021259; NDA021284; NDA021419; NDA021514; NDA202100; NDA205489; NDA205831; NDA207960; NDA209311; NDA216117,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040300; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075629; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076655
